step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53
12000	-292.958610274899627	-291.085786955515232	-1.872823319384382	0.000101135938031	0.000016265808981	0.160831147641123	0.643279751770402	-1	2	3	7	8	10	10	9	8	11	8	11	12	11	12	10	13	14	13	13	14	16	14	17	16	17	17	18	17	15	19	18	20	19	20	21	21	23	22	24	23	22	24	25	24	24	27	25	25	27	26	27	27	0	1	2	3	2	11	4	4	0	16	4	8	16	4	7	4	10	12	14	16	17	5	15	30	18	10	17	24	18	15	25	22	28	25	30	31	31	39	36	39	0	36	38	39	42	42	46	42	38	46	38	49	46	1	2	1	2	3	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	5	1	1	1	3	2	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2
12500	-302.014009721271407	-300.238829688767566	-1.775180032503832	0.000075424933654	0.000013773255572	0.182608786049014	0.619519808347131	-1	4	4	6	8	10	8	10	8	10	12	9	12	12	11	12	14	13	14	14	14	15	16	17	16	15	17	19	17	17	18	19	20	20	21	22	21	23	23	23	23	24	24	25	24	25	27	24	23	27	25	28	28	0	1	1	2	3	5	4	12	0	7	8	5	3	15	5	10	14	15	11	16	12	20	13	18	11	13	21	24	18	16	25	26	29	25	30	31	31	31	37	37	0	39	36	36	36	37	40	36	36	46	36	49	46	1	2	2	1	2	1	1	1	1	1	2	1	4	1	2	1	1	1	1	2	2	1	2	2	2	1	2	2	1	1	2	2	1	2	2	3	2	2	1	1	1	1	1	2	1	2	2	1	1	1	1	3	2
13000	-296.776031726836607	-295.131756204752094	-1.644275522084503	0.000116182975562	0.000025829511495	0.222317524318182	0.777512895538915	-1	3	4	7	8	10	10	7	7	9	11	10	11	11	10	11	13	13	11	13	15	14	16	17	15	16	16	18	16	16	19	17	20	20	21	22	21	23	23	24	24	24	24	26	24	26	28	25	25	27	26	27	28	0	1	1	1	8	10	5	3	0	8	10	8	7	10	10	6	11	13	5	5	17	11	20	29	18	22	20	5	18	16	25	18	24	25	24	31	31	36	36	37	0	34	38	40	36	34	42	36	43	36	42	49	50	1	2	3	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	4	1	3	2	1	2	2	3	1	1	1	1	2	1	2	1	1	1	3	2	1	1	2	1	1	1
13500	-299.576252197492693	-297.921589928191224	-1.654662269301449	0.000094872333584	0.000020734407439	0.218550621193514	0.752075173566886	-1	1	4	6	8	8	9	10	8	10	10	11	12	12	11	12	13	14	13	14	15	16	14	16	16	16	17	16	17	16	18	17	20	18	21	23	20	22	22	24	23	24	24	26	21	25	28	25	26	27	26	28	27	0	1	2	3	4	4	5	5	0	5	4	5	3	11	10	4	11	16	14	10	17	20	16	12	20	20	17	18	18	20	25	18	28	25	30	34	25	37	31	39	0	39	38	42	33	34	46	38	43	36	38	49	36	1	1	1	1	1	1	1	1	1	2	2	2	4	1	1	3	2	1	1	2	1	1	1	3	1	1	2	1	1	1	1	1	3	1	2	2	2	1	2	1	1	2	1	1	1	3	2	2	1	2	2	2	2
14000	-276.346808165049310	-274.407520186330203	-1.939287978719082	0.000109292057245	0.000016232668708	0.148525603026833	0.769908690284874	-1	3	3	7	9	10	10	9	9	10	12	11	11	12	11	12	13	13	13	13	15	15	15	16	15	17	18	18	15	17	17	19	19	20	21	22	20	22	23	23	24	23	24	25	24	26	27	24	25	25	24	27	27	0	1	1	2	4	5	8	4	0	5	10	8	7	10	5	10	12	16	14	10	17	20	20	18	20	20	24	18	18	23	25	28	28	31	5	37	31	34	36	36	0	36	38	36	36	36	42	42	43	34	36	49	50	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	5	1	2	2	1	1	1	1	1	2	1	2	2	1	1	3	1	1	1
14500	-301.553651526060946	-299.683295964626893	-1.870355561434050	0.000134382901650	0.000021679020721	0.161322760969597	0.747133336673185	0	3	4	7	8	9	10	7	8	10	12	11	12	11	11	12	12	14	12	13	15	16	16	16	15	17	18	18	16	14	18	17	20	19	21	21	22	21	23	23	23	22	25	25	24	24	26	25	24	27	26	27	27	0	1	1	1	4	8	5	2	0	5	10	5	7	10	10	5	14	11	14	16	12	20	20	17	7	20	17	18	18	5	24	18	28	31	7	34	36	34	34	36	0	36	49	39	42	36	46	36	40	48	40	39	39	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	3	2	2	3	1	2	1	2	1	1	4	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	2	2
15000	-308.974917844167010	-307.342137893051927	-1.632779951115080	0.000090972362031	0.000020618519134	0.226645968881373	0.662986295585089	-1	1	3	7	7	10	8	9	8	11	11	11	12	11	12	8	13	14	14	15	14	16	15	16	16	17	18	18	17	16	19	18	20	19	20	22	21	24	23	24	23	24	25	26	25	26	27	25	24	28	27	27	25	0	1	1	1	2	16	4	4	0	8	7	6	5	5	11	4	7	15	14	14	13	10	17	18	18	10	18	24	19	20	18	26	28	25	30	34	31	36	25	36	0	36	49	31	39	36	31	36	39	53	48	49	39	1	1	2	3	3	1	1	1	1	1	1	1	2	2	1	1	2	1	2	2	1	2	1	2	1	3	2	1	1	1	4	1	1	2	2	1	1	1	4	1	1	1	1	4	2	2	4	2	1	1	1	1	2
15500	-269.847414703136508	-268.133324008890384	-1.714090694246134	0.000081544690543	0.000016247986394	0.199252536070086	0.707927252382225	0	3	4	6	8	10	9	10	8	11	10	11	11	12	11	11	13	14	13	13	15	16	16	16	16	17	18	18	15	17	19	18	19	18	19	22	22	24	22	24	23	24	24	24	24	26	28	23	25	26	24	27	26	0	1	2	2	4	5	5	5	0	11	5	8	7	10	5	5	16	11	14	16	17	16	10	18	18	20	30	29	11	29	25	24	28	25	29	34	34	39	31	39	0	39	36	36	36	42	46	39	43	36	36	49	36	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	3	1	1	2	1	1	2	1	2	2	1	1	2	3	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-292.787369647010337	-291.016325635318253	-1.771044011692100	0.000119474447339	0.000021941654698	0.183651443353008	0.866326346666723	0	4	2	6	8	9	10	9	9	10	8	10	12	12	10	11	14	14	12	14	14	16	14	16	15	18	17	18	16	15	18	18	20	20	19	22	20	24	23	24	23	25	23	25	23	24	28	24	25	28	26	27	28	0	3	1	3	2	11	5	11	0	11	4	8	7	5	5	11	16	14	10	11	14	30	14	18	11	20	21	18	18	16	29	24	28	31	32	37	31	39	36	39	0	39	34	31	34	34	39	36	43	46	38	49	42	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	1	3	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	2	1	1	1
16500	-330.350817935828388	-328.931542730854119	-1.419275204974263	0.000084588429255	0.000031435556172	0.371629505939019	0.544094224480112	0	3	4	6	6	9	8	9	9	10	10	10	11	12	11	12	12	14	12	14	14	16	16	17	16	18	16	18	15	16	18	17	19	20	20	21	20	22	22	23	24	25	24	25	24	25	27	23	26	26	27	27	27	0	1	2	3	2	5	5	7	0	3	7	5	4	10	4	11	10	5	11	11	17	20	13	11	18	20	10	20	12	13	23	18	18	25	24	25	10	34	36	36	0	39	34	38	37	36	46	39	43	37	45	49	50	1	3	1	1	1	1	1	1	1	3	1	1	3	1	2	1	2	4	1	2	1	1	3	2	1	2	3	2	2	2	1	2	2	3	3	2	4	2	1	1	1	2	2	2	2	2	1	1	1	2	2	1	1
17000	-296.685647476278518	-295.174288599950160	-1.511358876328373	0.000131238571449	0.000037662407465	0.286976664322569	0.799366223284778	0	3	1	5	8	9	10	10	9	11	9	11	9	11	11	12	13	15	13	12	15	17	16	17	16	17	17	18	17	16	19	19	21	18	20	21	22	20	23	24	23	23	25	25	23	25	28	23	25	27	26	27	25	0	3	1	3	4	5	5	5	0	11	5	8	2	11	13	11	20	20	13	8	17	25	10	18	11	20	23	30	18	6	34	24	28	24	10	38	36	34	36	37	0	36	39	38	36	45	51	36	39	46	40	43	36	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	1	1	1	3	1	3	2	1	1	1	3	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2
17500	-265.922411218031073	-264.367639564331625	-1.554771653699472	0.000081034378961	0.000021197308167	0.261584137976889	0.797532308853986	-1	4	1	5	7	8	9	10	8	10	9	11	11	11	12	11	13	13	13	14	15	16	17	15	15	17	17	18	16	16	18	18	20	18	21	21	21	23	24	23	24	23	25	26	24	25	27	24	26	27	25	28	28	0	3	1	3	2	5	5	11	0	4	4	8	7	11	11	5	12	11	10	10	17	20	22	18	18	29	17	29	18	20	25	24	28	25	30	31	31	36	36	36	0	34	42	38	42	36	36	42	43	42	42	49	50	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	1	1	2	1	1	1	2	2	1	1	2	1	1	1
18000	-314.345348094256622	-312.800325903217527	-1.545022191039112	0.000096375229272	0.000025714885869	0.266820489697340	0.493946247901128	-1	4	3	6	8	9	8	10	9	10	12	11	10	10	11	12	12	14	14	13	14	16	15	17	15	16	16	18	16	16	18	19	19	18	21	21	21	21	24	22	22	23	24	25	24	25	28	24	26	26	26	26	28	0	1	1	2	4	5	2	7	0	5	4	8	5	5	10	12	8	16	14	16	17	11	10	16	16	20	8	18	18	11	25	18	29	25	23	11	34	25	34	38	0	37	37	39	36	34	42	38	36	36	46	43	50	1	2	2	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	3	1	1	2	3	3	2	2	3	2	2	1	2	2	1	1	4	3	2	3	2	1	1	1	2	1	2	3	2	1	3	2	1	2	1
18500	-302.496219659967778	-300.481580191117814	-2.014639468849983	0.000102515495455	0.000013986976608	0.136437682383606	0.611431218746130	-1	3	4	6	8	10	9	8	6	9	11	10	11	12	12	11	13	14	13	13	14	16	15	17	15	17	17	19	17	17	19	18	21	19	21	21	22	22	23	24	24	25	23	24	24	26	28	21	24	26	27	28	27	0	1	2	3	4	5	5	3	0	5	5	5	7	11	12	10	5	10	12	16	17	8	11	15	17	20	12	29	25	22	25	17	28	25	26	27	25	36	36	36	0	39	38	37	36	36	42	34	37	40	38	49	50	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	3	2	2	2	1	3	2	2	2	2	4	1	1	1	2	2	1	3	2	2	4	1	1	2	1	1	1	1	2	2	2	1	1	1	2	2	1
19000	-259.159136163448295	-257.523128337321964	-1.636007826126354	0.000133238897392	0.000030033780413	0.225413006266249	0.862677239546886	0	2	4	6	8	10	9	9	9	10	12	11	12	11	12	12	13	14	13	14	15	15	17	17	16	18	16	18	16	16	19	18	20	19	22	22	21	24	23	23	24	25	24	25	25	25	28	24	24	26	24	27	27	0	1	2	3	4	5	5	5	0	5	7	4	7	6	10	5	12	16	14	11	17	20	20	18	20	30	12	29	18	7	25	27	28	25	26	31	34	36	37	36	0	40	36	36	39	39	46	39	36	39	36	49	50	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
19500	-312.946650384921497	-310.820539237071273	-2.126111147850203	0.000104685054996	0.000012705179830	0.121365746336004	0.564058696641521	0	4	3	6	9	7	9	9	8	10	12	11	12	11	11	12	14	13	14	15	14	16	15	17	15	17	17	17	16	16	19	18	20	18	22	22	22	23	22	23	22	24	24	26	25	25	29	24	26	26	25	28	27	0	1	1	2	4	3	6	2	0	8	5	4	4	10	5	5	12	15	5	11	13	13	16	29	18	11	17	18	25	2	25	24	30	25	11	31	34	37	31	39	0	36	39	46	36	37	42	39	43	39	38	49	46	1	2	2	1	1	1	1	2	1	1	3	2	4	1	1	2	1	1	2	2	1	1	1	1	1	3	2	3	1	5	2	1	3	2	3	2	2	1	2	1	1	1	1	1	2	2	3	1	1	2	2	1	1
20000	-311.510044943030891	-309.659814383328410	-1.850230559702501	0.000097195045370	0.000016079459380	0.165434969643602	0.589224089776400	0	3	3	6	7	10	9	9	7	10	12	9	12	11	12	11	11	14	13	14	13	16	16	16	15	16	17	19	18	16	17	18	21	20	18	21	21	23	23	23	23	23	25	25	25	26	27	23	26	27	26	28	27	0	1	1	3	2	4	1	4	0	4	10	5	10	5	6	10	8	17	14	11	7	16	7	25	5	10	25	24	24	14	18	23	28	31	7	25	31	36	31	37	0	34	39	39	42	42	42	37	43	39	38	43	39	1	1	2	2	2	2	4	2	1	2	1	1	1	2	1	1	1	2	1	1	2	3	3	1	4	3	1	2	1	3	1	1	1	2	4	3	2	1	3	1	1	1	2	2	1	2	2	1	1	2	1	2	2
20500	-301.890729824932748	-300.353174676086780	-1.537555148845977	0.000097327186641	0.000026375529504	0.270998581319622	0.671010395208707	0	2	4	6	8	9	9	9	6	9	11	9	12	10	12	12	13	14	14	15	15	17	16	18	16	17	16	18	17	17	18	19	21	19	21	21	22	24	23	23	23	23	24	25	24	26	27	25	24	26	26	27	27	0	1	2	2	4	5	5	2	0	5	10	3	8	8	10	11	11	16	13	7	17	27	5	18	18	23	10	18	18	27	25	24	32	25	30	34	26	37	34	36	0	36	36	39	42	42	42	39	37	38	38	43	50	1	1	1	1	1	1	1	3	1	1	1	3	2	1	2	1	1	1	1	4	1	1	3	2	1	1	4	2	2	1	2	1	1	2	2	2	3	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1
21000	-287.644074299681563	-286.026486843946088	-1.617587455735499	0.000079971017767	0.000018604779180	0.232644021543800	0.781955832576080	0	3	4	6	8	10	10	9	8	11	11	11	11	11	11	10	14	15	13	13	12	17	15	16	14	16	16	18	16	17	18	17	21	19	19	22	21	23	24	23	23	23	24	26	25	25	29	25	25	26	27	27	28	0	1	2	3	4	8	5	2	0	8	16	8	7	8	5	8	10	21	14	11	10	20	8	16	8	20	17	29	17	23	24	24	28	25	20	37	34	36	37	36	0	36	38	39	39	42	37	39	43	42	39	49	50	1	1	1	1	1	1	1	3	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	2	2	1	1	1	3	1	1	1	1	1	1	1	3	1	1	2	2	2	1
21500	-292.525316676072237	-290.797453204496719	-1.727863471575496	0.000104505188777	0.000020404764562	0.195251210024638	0.664950782490578	-1	3	3	7	8	9	8	10	8	10	11	11	11	11	12	12	13	13	13	13	15	17	16	17	14	17	16	18	16	16	19	19	21	19	21	22	21	23	23	22	23	24	24	25	25	25	28	24	25	27	26	27	28	0	1	1	3	3	4	2	5	0	5	10	8	6	10	5	10	5	8	14	16	8	21	16	25	16	20	8	29	18	20	29	29	28	25	30	37	31	37	37	31	0	31	40	36	42	39	39	39	43	46	39	49	46	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	1	2	2	2	1	2	1	1	1	1	3	2	1	1	1	1	2	1	3	2	2	1	2	2	1	1	1	2	2	1
22000	-292.200944960823051	-290.439916747023346	-1.761028213799724	0.000101850687877	0.000018966985117	0.186223436602664	0.682906571416303	-1	4	3	7	8	10	9	10	8	10	11	10	11	11	10	11	14	13	13	14	13	16	16	18	15	18	14	18	17	15	19	19	20	19	20	22	21	23	23	23	23	24	24	25	24	24	29	25	26	26	25	28	28	0	3	1	3	4	5	2	5	0	5	6	7	10	7	5	5	8	5	11	16	11	7	20	18	18	20	10	18	18	18	25	29	28	25	30	34	34	36	31	36	0	36	36	39	36	38	39	39	38	48	39	49	39	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	2	1	1	3	1	2	1	2	1	3	2	1	2	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2	3
22500	-313.474078280720789	-311.696630598862214	-1.777447681858575	0.000118311202837	0.000021537589024	0.182041839717084	0.668906937432409	0	3	3	5	8	10	9	9	8	7	12	11	11	12	8	9	12	14	13	14	15	16	16	17	16	18	17	18	15	15	17	18	20	19	21	22	21	24	21	23	22	24	24	26	24	25	26	24	26	26	25	28	27	0	1	1	2	10	10	10	5	0	3	10	8	7	6	10	5	6	19	14	11	17	30	29	18	29	20	30	24	18	17	25	20	28	31	30	39	25	36	34	39	0	39	37	45	37	36	39	37	43	42	34	49	42	1	2	2	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	1	1	2	1	3	2	2	3	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	4	1	1
23000	-296.438287754986050	-294.876602151642658	-1.561685603343366	0.000104630697319	0.000026995831041	0.258010619565788	0.512228608403583	-1	3	3	7	7	10	10	8	9	9	10	10	11	12	11	11	14	13	14	13	13	17	15	16	15	16	17	18	17	17	18	18	21	19	21	22	19	23	23	23	24	25	24	26	24	25	28	25	25	24	26	27	27	0	1	1	3	3	8	5	2	0	5	10	10	7	11	10	11	21	11	14	8	7	20	20	25	18	12	12	29	18	10	25	18	29	25	29	37	32	36	36	36	0	39	38	46	36	29	38	39	43	36	46	49	50	1	2	2	2	1	1	2	3	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	3	2	1	2	4	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	4	3	1	1	1	1	1	2
23500	-284.105013273764712	-281.670931485032213	-2.434081788732472	0.000122196443478	0.000011153606266	0.091276030203058	0.816189135984838	-1	3	1	6	8	9	9	9	8	9	12	10	11	11	11	9	13	14	12	14	13	15	16	15	13	17	17	18	17	16	18	17	20	19	20	22	21	24	22	24	22	23	24	26	25	25	28	23	25	27	26	28	26	0	3	1	2	4	5	5	5	0	4	15	5	7	10	16	5	7	13	14	13	12	11	11	18	16	20	23	26	24	11	29	24	28	29	30	31	34	34	34	39	0	37	39	38	42	42	51	31	38	53	38	49	39	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
24000	-290.298452937462059	-288.398884375443515	-1.899568562018537	0.000098162540419	0.000015280954456	0.155669916355877	0.593253603499195	-1	1	4	6	8	10	10	8	7	10	11	11	11	12	10	12	12	14	11	14	14	16	16	17	15	16	17	18	17	16	18	18	20	19	20	22	21	23	24	23	24	24	25	24	24	24	28	24	25	26	25	28	28	0	1	2	3	4	5	5	2	0	5	10	10	7	8	8	10	10	16	5	10	17	14	18	18	20	16	20	30	18	17	25	26	28	25	30	31	31	34	36	34	0	36	38	40	38	36	40	36	42	39	38	43	50	1	1	1	1	2	1	1	4	1	1	1	1	1	3	1	1	1	1	2	3	1	2	1	2	1	2	2	1	2	2	2	1	1	2	2	2	1	2	2	2	1	2	1	1	1	2	3	1	1	1	1	2	1
24500	-296.513275657957593	-294.956407899713497	-1.556867758244068	0.000109068367694	0.000028411099636	0.260488904680307	0.661438954564847	0	1	3	6	8	9	7	9	7	11	11	11	11	10	11	10	12	15	13	15	13	16	16	17	16	18	17	18	18	14	18	17	21	20	20	21	22	23	22	24	23	24	23	26	24	25	28	24	25	27	27	27	28	0	1	2	3	4	5	1	5	0	16	5	8	16	5	16	5	8	10	10	11	17	30	30	17	17	22	20	18	18	5	18	20	28	31	29	20	34	36	31	39	0	39	39	31	39	39	42	38	43	46	49	43	50	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	3	2	1	2	1	2	2	1	1	2	1	1	2	1	2	2	1	1	1	1	3	1	2	2	1	2	1	1	2	1
25000	-285.056997853926816	-283.420519010642238	-1.636478843284588	0.000122448504364	0.000027579597730	0.225234255602690	0.799181240527103	0	3	4	6	8	8	9	9	8	11	12	11	11	12	12	10	13	14	13	14	14	13	16	18	16	17	17	19	16	15	19	18	21	19	21	22	22	23	24	24	24	24	24	25	24	25	29	24	26	27	26	26	28	0	1	2	3	4	4	5	5	0	5	16	8	8	16	5	5	13	5	16	13	17	16	30	29	18	20	30	29	10	20	25	29	28	25	26	34	31	34	36	37	0	29	36	38	36	39	46	36	43	39	48	43	50	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	2	2	1	2	1	1	1	3	1	1	1	1	2	2	2	2	2	1	1
25500	-302.344748159332255	-300.677000500343638	-1.667747658988622	0.000114662457087	0.000024536221236	0.213986529323567	0.670237721243856	0	4	3	7	8	9	10	9	7	11	10	9	12	12	11	12	13	14	13	14	15	17	15	17	15	17	16	17	16	16	16	19	21	19	21	21	21	23	23	23	24	23	25	25	25	23	27	23	25	26	26	25	27	0	3	1	3	3	3	12	4	0	2	4	5	6	11	11	11	12	13	14	13	17	16	17	18	5	20	20	13	18	20	10	29	28	24	26	34	31	37	36	36	0	36	38	37	46	34	40	37	37	37	37	38	31	1	1	1	2	2	3	1	1	1	4	2	1	2	1	1	1	2	1	1	1	2	2	1	1	3	1	1	3	1	1	2	1	2	1	2	1	3	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	4
26000	-294.804298622494571	-292.644689971105265	-2.159608651389312	0.000102323233580	0.000012009612886	0.117369364371484	0.685228591608524	0	4	3	7	8	10	9	9	9	7	11	11	11	11	11	10	13	14	12	14	15	14	17	18	16	17	15	18	16	15	18	19	20	20	21	22	21	22	24	24	22	25	24	25	24	24	28	25	26	26	26	25	27	0	3	1	3	2	10	5	10	0	1	8	8	7	5	5	5	12	15	16	16	17	11	20	18	18	22	16	29	18	11	25	26	28	25	29	34	25	34	36	37	0	39	38	38	38	36	51	37	52	36	39	43	50	1	1	1	2	2	1	1	1	1	3	1	1	1	2	2	1	1	2	1	2	1	1	2	2	1	2	2	1	2	2	2	1	1	3	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1
26500	-300.384094803309551	-298.702143681984921	-1.681951121324614	0.000085186200454	0.000017824830999	0.209245522213845	0.553824285413530	0	4	1	6	8	10	7	9	8	10	11	11	10	11	12	12	13	13	13	14	14	16	17	17	15	17	16	18	17	17	18	18	20	19	21	21	21	23	23	23	24	24	23	25	25	26	28	25	25	26	26	27	28	0	3	1	1	4	5	4	7	0	5	5	8	7	10	10	10	8	13	14	10	13	20	11	18	17	15	21	18	18	20	18	15	26	25	30	34	31	34	34	37	0	36	36	37	39	39	51	39	43	38	39	43	46	1	2	1	3	1	1	1	1	1	1	2	2	2	1	1	2	2	3	1	2	2	1	2	2	1	3	1	2	2	1	2	3	2	2	2	1	2	3	2	1	1	2	1	2	1	2	1	1	2	2	2	2	1
27000	-317.425807114622160	-315.533979805549507	-1.891827309072669	0.000124929711857	0.000019630603737	0.157133186697308	0.570959336453511	0	2	4	6	8	9	8	9	9	11	11	10	12	12	11	11	13	14	14	15	14	17	15	17	16	17	18	19	16	17	19	19	19	18	20	21	20	23	23	23	23	23	24	26	24	24	27	25	25	26	27	27	27	0	1	2	1	2	4	2	7	0	8	8	8	2	11	6	8	12	13	14	10	8	20	16	18	18	11	16	18	14	14	25	24	29	25	20	31	29	24	36	34	0	36	40	38	39	36	42	39	43	38	42	49	39	1	1	2	3	3	2	3	1	1	1	1	1	4	1	1	1	1	1	1	2	2	2	1	2	1	4	2	2	2	3	1	1	2	1	4	1	2	2	2	2	1	2	1	2	1	1	2	2	1	1	2	1	2
27500	-283.241223950682866	-281.307170333766692	-1.934053616916200	0.000110883627913	0.000016569774705	0.149433915688851	0.810546230903032	0	3	2	5	7	9	9	10	9	10	11	9	11	11	12	11	12	14	12	14	14	16	16	18	14	17	18	18	15	16	18	17	20	19	20	21	21	24	23	24	24	23	24	26	24	25	28	25	26	27	25	27	27	0	3	1	2	4	5	5	12	0	5	7	5	7	10	11	10	8	16	10	11	17	18	20	22	10	20	17	29	18	20	25	18	24	29	20	31	34	42	36	36	0	36	42	40	36	42	39	42	43	36	38	49	45	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	2	3	2	1	1	3	1	1	2	3	1	1	1	1	2	1	1	1	1	2	2	2	1	1	2	1	1	1
28000	-301.165104103406861	-299.561157215128446	-1.603946888278430	0.000118504879256	0.000028242475204	0.238323311087114	0.670474795532229	-1	2	3	7	8	9	9	7	9	10	10	9	11	12	11	10	14	14	12	14	14	16	15	17	16	18	18	18	17	16	19	18	20	18	21	22	21	24	23	24	23	23	24	25	24	25	27	24	26	25	26	28	28	0	1	2	3	8	5	5	2	0	5	5	2	7	11	16	5	11	19	8	13	12	23	7	22	8	20	23	25	18	13	17	18	25	24	20	37	31	36	36	36	0	36	36	42	42	36	36	36	43	39	42	49	46	1	2	1	2	1	1	1	3	1	1	1	3	1	1	1	1	2	1	3	1	3	1	2	1	3	2	2	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1
28500	-278.818337947304258	-277.268003627055123	-1.550334320249121	0.000098972614679	0.000026122616048	0.263937818889903	0.797166737311143	-1	1	3	6	9	9	10	9	8	11	12	8	12	12	12	12	14	14	13	14	15	16	15	18	15	17	17	18	16	16	18	18	19	19	20	22	21	24	24	23	22	23	24	25	23	25	25	24	25	27	26	28	28	0	1	2	3	4	12	5	12	0	8	10	4	7	5	10	10	8	11	14	15	17	20	20	18	18	10	17	29	18	13	29	25	28	25	22	37	34	37	36	36	0	36	36	36	34	39	39	45	43	46	39	49	50	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1
