step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13
5500	-42.964297165178955	-49.819785116138327	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.474703105922113	1	4	4	6	7	7	6	5	8	7	9	8	10	0	1	1	1	3	8	2	1	10	7	1	10	12	1	1	1	2	2	1	1	2	1	1	3	1	1
6000	-33.207227815955363	-40.062715766914735	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.975555164974779	1	3	6	6	6	8	8	7	9	8	10	8	11	0	1	2	1	2	3	5	4	5	8	10	4	11	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-33.091404693819797	-39.946892644779169	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.749717762027551	1	3	5	7	8	7	7	6	8	10	11	9	10	0	1	1	3	7	2	3	3	2	5	7	8	5	1	1	2	1	1	2	1	1	2	1	2	1	1
7000	-73.815182529266096	-80.670670480225468	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630046988387564	1	4	5	7	8	6	7	7	8	9	10	8	9	0	1	2	1	7	2	3	3	6	8	4	4	6	1	1	1	2	1	1	1	1	1	2	2	1	1
7500	-47.337688171426322	-54.193176122385694	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.518062624025967	0	4	4	6	6	6	7	9	8	9	11	9	8	0	1	1	3	2	1	4	3	3	3	13	7	3	1	2	2	1	1	4	1	4	2	3	2	2	2
8000	-45.534087244602723	-52.389575195562095	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612423559195757	0	4	6	5	8	7	5	7	7	9	9	9	11	0	1	7	1	6	1	2	4	4	3	1	6	3	1	2	1	2	1	3	1	1	1	1	5	1	3
8500	-44.573499372259988	-51.428987323219360	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.854363163673947	1	2	4	6	7	7	6	9	7	9	8	8	11	0	1	2	1	3	4	2	9	4	12	1	7	10	1	1	1	2	1	1	2	2	1	1	2	1	1
9000	-79.017757770589924	-85.873245721549296	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.913082912025591	1	3	5	4	7	6	7	9	9	9	9	8	10	0	1	2	1	2	4	3	4	3	7	5	3	5	1	1	1	1	1	1	1	3	2	1	1	1	1
9500	-37.641521258864316	-44.497009209823688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.893390270793202	0	3	6	5	4	7	8	8	8	9	10	9	10	0	1	2	1	2	4	3	4	3	6	4	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-37.152048820647828	-44.007536771607199	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.722615251970447	1	2	5	7	6	7	7	7	8	9	11	8	10	0	1	1	5	3	3	3	1	4	5	1	5	12	1	1	2	1	1	1	1	3	1	1	5	1	1
10500	-40.145854475992664	-47.001342426952036	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610192374698245	0	4	4	5	6	7	7	8	8	9	10	9	7	0	1	1	1	2	2	3	3	5	4	1	6	4	1	2	2	2	1	1	1	2	1	2	5	1	1
11000	-44.619224325245384	-51.474712276204755	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608204670052926	1	5	5	6	7	6	7	9	8	7	11	8	11	0	1	1	1	3	1	6	9	4	1	10	2	2	1	2	2	2	1	3	1	1	1	3	1	1	2
11500	-37.825674100882893	-44.681162051842264	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706136799719389	1	4	5	7	7	7	8	8	6	9	10	7	9	0	1	1	1	9	3	6	4	2	4	4	2	6	1	1	2	3	1	1	1	1	1	1	2	1	1
12000	-40.667954569418519	-47.523442520377891	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637673613609324	0	4	5	7	7	7	7	7	9	9	10	5	10	0	1	2	1	2	12	12	1	7	4	1	2	10	1	2	1	3	1	1	1	3	1	1	3	1	1
12500	-57.886092034589936	-64.741579985549308	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.856548690740917	0	3	5	6	7	8	7	8	8	9	11	8	10	0	1	2	1	2	2	2	4	5	9	10	7	8	1	2	1	2	1	2	1	1	1	1	1	1	1
13000	-55.954363249873133	-62.809851200832505	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.899617524766573	0	2	5	5	7	7	7	8	9	9	10	8	10	0	1	2	1	3	3	4	6	6	5	8	6	9	1	1	1	2	1	1	1	1	1	1	1	1	1
13500	-36.607229994586284	-43.462717945545656	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768303655125682	1	3	5	4	8	7	7	9	8	8	10	6	10	0	1	4	1	7	4	3	10	3	12	3	4	8	1	1	1	1	1	1	1	1	1	1	2	1	1
14000	-81.531814122020890	-88.387302072980262	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.353185886066216	1	4	6	4	7	7	6	7	9	10	9	9	11	0	1	2	1	7	7	2	1	6	3	7	6	7	1	1	1	1	1	1	2	4	1	3	2	1	2
14500	-37.560987961265738	-44.416475912225110	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.790109287883057	1	3	5	3	8	7	8	8	9	9	10	9	10	0	1	2	1	6	4	4	1	5	5	7	6	12	1	1	1	1	1	2	2	2	1	1	1	1	1
15000	-50.684412406816897	-57.539900357776268	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.909003245413131	1	4	6	6	6	8	8	8	8	9	11	7	10	0	1	2	1	2	3	3	4	12	12	13	3	9	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-74.351441602830221	-81.206929553789593	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658308629208009	0	5	3	5	7	7	6	8	8	10	11	8	11	0	1	1	3	2	2	3	3	2	12	5	6	2	1	2	2	1	1	1	1	2	1	2	2	1	2
16000	-51.221825484242672	-58.077313435202043	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706135728791877	-1	4	5	4	7	5	7	7	7	10	9	9	11	0	1	2	1	6	4	2	6	4	7	6	9	12	1	2	1	2	1	1	1	1	2	3	2	1	2
16500	-34.593643538389372	-41.449131489348744	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.958400144132714	1	4	5	4	8	6	7	7	9	9	10	7	10	0	1	4	1	12	3	6	4	5	8	9	6	9	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-60.836259217569108	-67.691747168528480	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814823203696552	0	4	5	4	7	8	7	8	8	10	10	8	10	0	1	1	1	3	7	2	7	5	12	8	7	12	1	2	2	2	1	1	1	1	1	1	1	1	1
17500	-43.100005538623051	-49.955493489582423	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.804560644480932	1	4	5	6	8	7	7	6	9	8	10	8	9	0	1	2	1	2	2	3	1	5	8	1	6	8	1	2	1	2	1	1	1	2	1	1	5	1	1
18000	-39.169315542852807	-46.024803493812179	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.795784446571260	0	4	6	6	6	8	8	8	5	9	11	8	10	0	1	9	1	2	5	4	4	2	12	4	5	5	1	2	1	2	1	1	1	1	1	1	3	1	2
18500	-31.197548991283369	-38.053036942242741	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.790075542896511	1	4	5	4	8	6	7	9	8	10	9	8	10	0	1	2	1	2	2	4	7	6	9	7	6	12	1	1	1	1	2	1	1	1	1	1	1	1	1
19000	-40.505141476424321	-47.360629427383692	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668494645956499	1	5	5	4	7	6	7	9	8	9	10	9	10	0	1	1	1	4	3	4	7	5	3	10	7	6	1	1	2	2	1	1	1	1	1	3	1	1	2
19500	-42.899565892862995	-49.755053843822367	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558594368870266	1	3	5	6	8	8	8	9	7	7	9	8	10	0	1	2	1	9	4	3	4	3	3	1	9	1	1	1	1	2	1	1	1	2	1	1	3	1	5
20000	-41.116724488595921	-47.972212439555292	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645999120328743	1	4	5	6	7	7	8	9	5	8	7	8	9	0	1	1	3	3	3	4	11	2	9	3	3	10	1	1	3	1	1	1	1	1	1	1	1	1	1
20500	-63.135603434051461	-69.991091385010833	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.910587474027498	1	3	5	6	7	7	6	7	8	8	9	9	10	0	1	2	1	4	3	3	4	8	8	6	8	11	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-43.492727706762125	-50.348215657721497	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.761391928120881	0	3	5	6	7	7	7	9	7	10	9	8	9	0	1	2	1	2	2	3	1	3	12	1	9	6	1	1	1	3	2	2	1	2	1	1	4	1	1
21500	-36.584666623115901	-43.440154574075272	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.739620465787964	1	4	5	6	8	7	6	7	8	7	9	8	10	0	1	1	3	4	7	2	1	4	4	4	7	12	1	2	3	1	1	1	1	3	1	1	1	1	1
22000	-34.948075247305063	-41.803563198264435	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.880193545217650	1	4	5	3	6	8	7	9	8	9	11	9	10	0	1	4	1	2	3	5	9	3	7	8	5	7	1	1	1	1	1	1	1	1	1	1	1	1	2
22500	-41.833891480611740	-48.689379431571112	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515869080320338	0	4	4	6	7	7	6	9	7	10	10	9	10	0	1	1	1	4	7	3	3	3	6	4	4	8	1	1	2	3	1	1	1	3	2	1	2	1	1
23000	-38.938313842780715	-45.793801793740087	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.871687562894736	1	4	5	6	6	7	7	8	8	9	11	8	10	0	1	2	1	3	4	1	6	4	2	9	3	7	1	2	1	2	1	1	2	1	1	2	1	1	1
23500	-43.810721547624837	-50.666209498584209	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534141399838898	1	4	4	6	6	8	7	8	7	10	7	8	10	0	1	1	1	2	5	5	3	5	6	1	7	11	1	2	1	3	2	1	1	2	1	1	2	1	2
24000	-40.095059276008719	-46.950547226968091	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617572967037841	0	4	5	6	6	7	8	9	8	9	8	8	10	0	1	2	1	3	2	5	9	4	11	1	6	7	1	1	1	2	1	1	1	1	1	1	5	1	1
24500	-48.582643556651085	-55.438131507610457	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735042283611470	0	5	5	3	7	6	7	7	9	9	11	8	10	0	1	4	1	3	4	6	4	4	2	5	3	9	1	2	1	1	1	1	1	3	3	2	3	2	1
25000	-74.763511599894542	-81.618999550853914	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.799647297824827	1	3	4	5	7	7	7	8	8	8	8	8	11	0	1	2	1	3	4	2	3	4	6	6	6	10	1	1	1	2	1	1	2	2	1	1	1	1	1
25500	-43.208227936049894	-50.063715887009266	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.865494028104104	1	4	5	4	6	7	6	6	8	9	8	8	11	0	1	2	1	2	3	1	1	5	11	1	5	10	1	1	1	2	1	1	3	2	1	1	2	1	1
26000	-34.955842249258595	-41.811330200217967	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.964262497943605	1	4	3	6	7	7	6	5	9	8	11	9	10	0	3	1	3	8	8	8	3	5	6	6	7	6	1	1	1	1	1	1	1	1	1	1	2	1	1
26500	-45.336447345387185	-52.191935296346557	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532185456566773	1	4	5	5	8	7	7	6	8	6	9	7	9	0	1	2	1	2	3	3	1	10	4	12	4	6	1	1	1	3	3	1	1	2	1	1	1	1	1
27000	-85.349403252302181	-92.204891203261553	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.793186383086398	1	4	5	5	6	7	7	8	8	9	11	9	11	0	1	2	1	3	5	3	5	3	6	10	6	1	1	1	1	2	1	1	1	1	1	1	1	1	4
27500	-67.469301003219144	-74.324788954178516	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.773622273553793	1	3	6	7	6	6	8	8	8	9	9	8	11	0	1	2	1	2	1	6	3	5	6	4	3	3	1	1	2	3	1	2	1	1	1	1	1	1	2
28000	-38.429895803578077	-45.285383754537449	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744518007501142	1	3	5	5	6	6	8	7	9	9	10	8	10	0	1	2	1	3	4	5	1	12	1	10	2	9	1	1	1	2	1	1	1	3	1	4	1	2	1
28500	-56.128383110697129	-62.983871061656501	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567955073866630	1	5	6	5	7	7	8	8	8	9	10	8	9	0	1	2	1	2	3	3	4	4	6	13	6	6	1	2	1	2	1	1	1	1	2	1	1	1	1
29000	-34.915756888643863	-41.771244839603234	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.859368475179700	0	4	5	3	7	6	7	8	9	10	9	7	9	0	1	4	1	3	2	3	3	7	5	8	3	6	1	2	1	1	1	1	1	1	1	1	1	1	1
29500	-35.496769944844999	-42.352257895804371	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643258035111376	1	5	5	6	7	6	8	9	9	9	9	8	10	0	1	1	1	3	3	4	6	4	12	3	6	2	1	2	2	2	1	1	1	2	2	1	2	1	2
30000	-42.335695761295419	-49.191183712254791	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623945179027270	0	5	6	4	7	7	6	7	9	9	9	7	10	0	1	1	1	3	2	4	4	2	3	5	7	3	1	2	3	2	1	1	1	1	2	1	1	1	3
30500	-39.397388948561385	-46.252876899520757	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.840425255968219	0	4	6	5	7	6	7	7	9	9	11	8	9	0	1	4	1	2	2	6	3	12	6	13	5	4	1	2	1	2	2	1	1	1	1	1	1	1	2
31000	-75.387193240058053	-82.242681191017425	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.800510358621934	1	5	6	5	7	7	7	8	8	9	11	9	10	0	1	2	1	2	4	3	4	5	7	3	9	5	1	1	1	1	1	1	1	1	1	1	2	1	1
31500	-41.961203578667707	-48.816691529627079	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.566153738096974	1	4	6	4	5	7	7	8	8	9	10	8	11	0	1	2	1	1	2	3	4	5	12	8	7	11	1	1	2	1	2	2	1	2	2	1	1	1	1
32000	-60.212836863426745	-67.068324814386116	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.517427540742921	0	4	4	6	6	7	8	8	8	10	11	9	11	0	1	1	3	2	2	4	3	4	7	12	6	12	1	2	2	2	1	1	1	2	1	1	1	1	1
32500	-25.480322207539764	-32.335810158499136	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.917391462892104	1	5	4	6	7	7	8	7	8	8	10	9	10	0	3	1	3	2	2	8	3	8	8	7	6	9	1	1	1	1	1	1	1	1	1	1	1	1	1
33000	-66.158804247273281	-73.014292198232653	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557444418818813	-1	5	6	6	8	7	7	9	8	9	9	7	11	0	1	2	1	4	2	2	4	7	5	7	2	10	1	3	1	3	1	1	1	1	1	1	2	1	1
33500	-31.205849455765168	-38.061337406724540	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.792794799937484	1	3	5	6	8	7	7	8	7	9	10	9	11	0	1	2	1	4	3	3	1	4	7	9	7	8	1	1	1	2	1	1	1	3	1	1	1	1	1
34000	-68.975143685341365	-75.830631636300737	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652742781544984	1	4	5	5	8	7	6	9	7	6	10	8	9	0	1	1	1	2	10	2	6	2	2	3	2	6	1	1	2	3	2	1	1	1	1	2	3	2	1
34500	-40.113486982069389	-46.968974933028761	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565539928230200	0	4	4	6	7	8	6	9	8	7	11	8	9	0	1	1	1	3	4	2	5	5	2	5	10	10	1	1	2	2	1	1	1	1	1	1	3	1	1
35000	-32.112865722377180	-38.968353673336551	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698495100029256	1	5	5	7	8	7	7	8	9	9	10	8	9	0	1	1	3	2	3	3	1	7	7	9	2	4	1	1	2	1	1	1	1	4	1	1	1	1	1
35500	-54.760783510174505	-61.616271461133877	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.791200852252027	1	4	5	6	6	8	7	8	9	9	10	8	11	0	1	2	1	3	4	5	4	12	8	12	7	10	1	2	1	4	1	1	1	1	1	1	1	1	1
36000	-60.667298336299069	-67.522786287258441	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.892433284396068	1	2	4	5	6	8	8	7	7	10	10	8	10	0	1	2	1	3	5	8	4	5	6	6	3	6	1	1	1	2	1	1	1	1	1	1	1	1	1
36500	-64.299020022915585	-71.154507973874956	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.877340018650774	1	5	5	4	7	7	6	9	8	7	10	8	11	0	1	1	1	3	2	4	6	2	2	8	6	9	1	2	1	1	1	1	1	1	1	1	1	1	1
37000	-34.856065705617503	-41.711553656576875	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653046577980731	1	5	5	7	7	7	6	8	8	9	11	9	10	0	1	1	3	2	1	3	4	7	5	8	9	5	1	2	2	1	1	2	1	1	1	1	1	1	1
37500	-65.919851390382320	-72.775339341341692	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.855968055486749	1	4	4	6	6	6	8	8	8	8	10	8	9	0	1	1	3	2	3	4	5	2	4	10	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1
38000	-38.078377700753776	-44.933865651713148	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720602505450363	1	5	5	6	6	7	8	7	8	10	9	7	11	0	1	1	1	3	3	5	4	3	9	12	3	11	1	2	1	2	1	1	1	1	2	1	1	1	2
38500	-43.538451485514067	-50.393939436473438	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.320888389739216	0	4	6	5	6	8	6	7	8	10	10	8	9	0	1	1	1	4	3	2	1	3	12	6	4	3	1	2	3	3	1	1	1	3	1	1	2	2	1
39000	-67.673307773851377	-74.528795724810749	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744569455080269	-1	4	5	6	8	8	8	8	9	8	10	7	10	0	1	2	1	2	4	4	3	12	4	7	2	5	1	2	1	2	1	1	1	2	1	1	1	2	1
39500	-31.475364713145609	-38.330852664104981	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.940308389898929	1	5	4	6	7	8	7	7	9	8	11	9	11	0	1	1	3	2	4	2	3	7	8	10	8	9	1	1	1	1	1	1	1	2	1	1	1	1	1
40000	-27.717083742248136	-34.572571693207507	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.945144395603928	1	4	4	5	6	7	7	9	9	10	10	8	10	0	1	1	1	2	4	4	7	6	12	12	7	12	1	1	1	1	1	1	1	1	1	1	1	1	1
40500	-34.097149216334984	-40.952637167294355	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.978087259259661	1	3	6	5	7	7	8	8	7	6	10	8	8	0	1	4	1	4	10	3	5	10	4	13	3	10	1	1	1	1	1	1	1	1	1	1	1	1	1
41000	-35.830187421711820	-42.685675372671191	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.952219979054368	1	3	5	6	7	7	7	8	7	10	10	8	9	0	1	2	1	4	3	4	4	4	8	8	4	12	1	1	2	3	1	1	1	1	1	1	1	1	1
41500	-37.660936138029840	-44.516424088989211	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.955547952337552	1	3	5	6	7	7	8	7	7	8	10	9	9	0	1	2	1	4	3	6	4	4	5	5	4	5	1	1	2	1	1	1	1	1	1	1	1	1	1
42000	-100.386627673395026	-107.242115624354398	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.827739038253910	0	3	6	7	7	8	7	9	9	8	10	8	10	0	1	2	3	3	3	3	7	5	3	12	4	9	1	1	1	1	1	2	1	1	1	1	1	1	1
42500	-40.054560127574561	-46.910048078533933	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.936896199073448	1	2	5	7	7	6	7	9	8	10	10	7	10	0	1	1	1	3	2	6	4	7	9	4	3	5	1	1	1	3	1	1	1	1	1	1	1	1	1
43000	-40.337550583304861	-47.193038534264232	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.869799456139730	0	2	6	6	6	7	7	9	8	9	11	8	8	0	1	1	1	2	4	5	4	3	7	8	5	5	1	1	3	2	2	1	1	2	1	1	1	1	1
43500	-33.897276514773672	-40.752764465733044	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611854801245167	0	4	5	6	7	7	7	8	8	9	11	9	10	0	1	2	1	4	4	3	4	7	5	8	3	8	1	2	1	2	1	1	1	1	1	1	2	1	1
44000	-86.427417805683135	-93.282905756642506	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.789711800903280	1	3	5	7	7	8	7	8	9	9	11	7	9	0	1	2	1	3	2	3	12	7	12	10	3	8	1	1	1	2	1	2	1	1	1	1	1	1	1
44500	-32.621123703528106	-39.476611654487478	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.844251507114821	1	5	3	6	7	8	7	8	8	9	10	8	9	0	1	1	3	2	4	2	4	2	6	8	7	5	1	2	1	1	1	1	1	1	1	1	2	1	1
45000	-78.969590922099428	-85.825078873058800	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.559181836788234	1	3	6	7	7	7	6	9	9	8	9	8	8	0	1	2	7	2	7	2	4	5	3	4	6	7	1	1	2	1	1	1	1	1	1	1	1	1	1
45500	-45.271269337963346	-52.126757288922718	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625850707186130	1	5	5	7	4	8	6	8	7	9	10	9	11	0	5	1	3	1	3	3	3	1	8	6	4	12	1	1	2	2	1	3	1	2	2	1	1	1	1
46000	-31.203836335591987	-38.059324286551359	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.979564912680429	1	4	5	6	8	8	7	9	7	9	10	8	11	0	1	2	1	9	4	3	9	4	6	5	4	6	1	1	1	2	1	1	1	1	1	1	1	1	1
46500	-39.729408048513811	-46.584895999473183	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541903683050761	1	3	5	5	6	8	6	8	7	10	10	7	10	0	1	2	1	4	7	3	9	4	8	1	2	5	1	1	1	2	1	1	1	1	1	1	3	2	2
47000	-38.317477731326093	-45.172965682285465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.809185219978526	1	4	6	6	7	7	6	8	8	9	10	8	8	0	1	2	1	2	7	2	1	4	6	4	4	4	1	2	1	2	1	1	2	3	1	1	1	1	1
47500	-30.915869813129511	-37.771357764088883	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.942066861578661	1	4	5	7	8	5	7	7	9	10	11	8	10	0	1	1	3	8	2	6	3	4	12	3	7	5	1	1	1	1	1	1	1	1	1	1	2	1	1
