step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79
5000	-418.006773466832499	-427.057616847283839	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994449076638989	1	-4	7	8	11	15	16	19	22	28	26	26	30	33	37	34	25	21	30	41	51	36	34	37	29	32	37	23	27	27	31	40	31	31	34	37	37	32	45	43	37	29	39	49	37	33	37	44	49	42	41	33	37	47	51	43	35	47	40	40	49	41	62	49	46	44	53	43	46	52	46	48	51	41	55	53	64	71	78	2	0	1	1	4	3	5	3	7	17	8	18	8	19	26	19	9	6	9	47	69	10	25	17	28	13	17	6	7	28	28	16	11	29	12	34	46	29	57	38	34	18	42	47	23	17	52	27	69	13	22	42	46	50	52	38	31	24	25	38	74	33	72	15	51	43	64	8	35	71	36	35	24	26	21	40	64	77	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-418.050036798694634	-427.100880179145975	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987159099989874	3	-3	2	5	12	14	8	19	19	17	25	27	29	35	33	37	34	23	29	43	42	36	34	31	35	32	27	35	39	29	34	39	35	38	30	39	44	33	55	43	32	28	37	48	31	34	37	36	45	38	40	35	33	53	37	39	40	48	39	39	54	44	64	47	57	47	43	44	43	49	31	52	54	42	60	54	65	71	77	2	0	2	2	3	7	1	10	5	7	6	10	8	27	27	35	13	10	11	14	48	41	35	10	15	12	9	42	52	11	30	15	12	8	10	38	34	12	58	48	19	9	41	49	42	13	12	19	56	41	47	42	11	49	26	25	60	74	35	25	64	38	54	56	72	60	56	19	14	37	7	47	44	17	73	51	58	64	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-424.365660533014193	-433.416503913465533	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996976049984332	2	-6	0	10	11	13	16	23	22	26	25	21	28	28	32	34	38	23	31	38	47	38	34	35	31	26	34	34	35	28	32	24	34	35	42	38	40	35	54	33	26	31	37	42	19	38	39	48	32	30	38	30	41	48	49	33	43	38	47	37	51	42	52	40	48	39	45	44	43	43	44	50	56	42	56	46	70	67	73	2	0	2	1	1	1	5	7	45	18	18	7	32	32	30	12	16	5	13	24	46	19	30	10	14	6	45	30	13	32	18	45	31	42	23	11	46	31	59	31	12	10	15	58	4	40	52	66	26	12	56	8	60	57	34	14	43	34	64	25	67	19	76	16	62	27	24	51	16	33	17	47	76	37	61	66	61	63	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-408.015041134168598	-417.065884514619938	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999444602533128	4	-4	4	8	4	12	18	21	20	28	23	26	30	35	27	34	38	29	34	42	46	29	35	35	33	27	34	38	36	31	33	36	30	23	39	36	41	26	55	44	40	39	37	48	34	27	40	44	41	40	34	36	43	46	44	38	40	47	39	30	53	47	54	44	57	46	46	31	46	43	45	53	53	46	47	52	68	71	75	2	0	2	3	2	4	1	4	6	8	4	9	34	11	9	22	16	11	26	32	49	15	25	10	33	9	13	22	26	8	38	22	12	7	26	30	29	8	40	41	7	51	68	32	18	7	68	47	32	45	46	27	23	19	24	46	14	47	52	26	50	41	20	23	64	43	43	46	37	36	31	55	44	37	17	37	65	72	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-408.299180461052003	-417.350023841503344	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981338344934495	3	-1	9	6	11	10	19	23	19	22	27	24	27	32	31	38	28	27	27	36	47	37	35	41	21	33	34	29	39	32	35	40	29	24	43	41	39	32	54	39	38	37	35	45	37	32	41	46	40	37	39	32	42	48	51	40	43	45	46	35	52	38	61	44	51	49	50	37	46	39	43	54	58	44	49	56	66	72	73	2	0	2	2	2	4	3	9	1	5	10	25	7	8	34	26	10	12	7	52	68	27	46	31	3	13	12	10	60	12	33	14	7	7	31	40	14	5	75	22	31	46	33	49	15	13	45	24	60	52	15	18	23	31	47	50	37	22	50	19	57	23	55	43	59	48	47	17	24	34	70	67	35	36	58	71	63	77	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-394.302462096037061	-403.353305476488401	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.966671217901743	1	-2	5	6	11	11	25	18	20	23	26	29	31	31	35	34	40	19	27	39	46	37	33	37	29	30	33	32	37	28	29	35	34	34	37	39	42	34	51	47	41	36	39	47	31	34	39	44	44	42	39	33	44	50	42	42	40	40	39	41	55	46	61	49	52	46	50	43	45	49	45	54	59	48	62	51	63	66	72	2	0	2	1	4	4	18	1	5	5	9	10	7	18	45	13	26	6	9	52	29	28	12	12	19	19	11	9	27	8	9	11	19	45	33	46	22	13	66	17	22	28	28	41	11	12	33	46	41	27	46	31	17	35	46	23	13	38	28	27	40	26	54	58	62	57	21	36	24	41	59	17	49	43	62	24	54	77	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-420.713002420080727	-429.763845800532067	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.970637873323243	4	-1	4	8	6	16	21	21	16	25	28	24	27	35	29	38	40	30	32	43	42	36	30	36	28	34	34	35	37	32	34	36	30	32	40	33	43	35	57	41	37	33	36	40	35	36	40	47	42	26	41	38	39	51	37	45	42	42	43	34	51	42	58	46	54	46	52	42	45	51	47	50	59	47	58	54	65	65	74	2	0	2	3	1	5	6	6	1	8	8	6	4	18	13	27	11	7	15	57	52	60	50	60	8	18	18	11	33	7	15	11	7	23	60	23	55	12	20	18	33	33	34	43	18	15	45	13	55	8	26	31	27	66	27	51	43	43	45	12	69	60	20	35	62	57	28	26	21	41	51	74	26	47	44	61	73	58	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-424.101302866037770	-433.152146246489110	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.953858879397170	1	-1	6	3	8	13	22	21	16	22	25	29	31	37	33	37	38	29	30	44	47	39	33	33	29	30	33	35	35	31	35	41	31	25	39	34	29	32	44	44	39	34	34	39	34	35	34	48	44	32	38	30	41	48	45	32	43	40	41	44	48	48	57	44	49	42	53	40	46	41	50	53	53	52	59	54	65	68	67	2	0	4	2	2	1	2	5	6	1	6	11	11	24	34	13	45	10	9	27	32	7	7	11	34	9	11	18	7	8	37	28	37	8	26	52	10	11	47	41	50	34	56	36	18	19	18	20	37	34	43	7	13	39	26	18	45	36	51	51	64	29	62	37	64	58	20	28	60	44	57	60	28	49	61	54	75	75	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-418.934199433867150	-427.985042814318490	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994713795809039	-2	-8	6	4	9	13	20	17	19	26	25	24	29	21	31	36	33	25	31	46	45	34	29	41	27	33	37	33	37	27	29	41	35	28	45	33	37	32	48	41	37	35	37	44	27	31	40	49	46	37	29	32	41	53	41	41	39	47	48	38	50	45	57	43	57	38	52	45	50	45	48	53	58	50	56	52	67	65	63	2	0	1	2	4	5	6	5	5	7	8	8	6	6	45	15	23	6	25	43	50	13	8	28	9	11	38	10	52	9	7	27	14	12	33	12	10	31	53	29	13	30	51	52	6	25	34	62	16	8	11	45	50	48	29	31	46	36	55	38	40	27	35	60	72	42	16	42	57	33	19	35	61	21	74	60	67	62	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-400.026796893347409	-409.077640273798750	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992652590985086	-2	-6	6	6	11	15	19	11	20	26	21	28	20	30	26	34	36	32	29	46	45	32	33	40	32	35	34	31	40	32	32	39	35	35	44	38	39	38	52	45	38	40	34	50	36	36	32	47	42	27	39	38	43	50	49	38	44	39	46	38	49	44	57	40	48	36	40	38	44	46	52	45	53	47	57	50	59	71	70	2	0	1	1	4	8	8	4	8	9	6	9	6	11	8	47	19	10	6	41	38	15	15	66	19	10	50	15	16	15	13	43	14	19	56	23	19	47	49	16	23	66	15	64	47	22	12	40	45	11	46	19	51	72	62	16	60	31	66	16	60	52	54	22	68	19	23	23	29	52	59	60	55	64	73	48	44	63	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
