step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30
5000	-165.306501261836445	-163.941152906257656	-1.365348355578790	0.000011240171330	0.000005687066027	0.505959016088756	0.740167014624003	0	1	5	4	7	9	9	11	15	17	18	17	20	19	20	22	24	24	26	27	25	26	28	29	31	31	31	34	34	36	0	1	4	1	4	5	5	7	8	9	9	9	11	11	11	13	16	16	21	17	16	17	19	19	22	24	24	25	27	28	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	2	1	1	2	3	2	1	2	1	2
5500	-171.217691025037425	-169.725406381787479	-1.492284643249939	0.000016336138414	0.000017668937588	1.081585937930187	0.586826201768351	1	2	4	5	6	9	7	11	13	16	17	17	20	18	22	23	25	24	24	27	25	27	27	28	30	32	32	34	33	36	0	1	2	3	4	5	5	7	8	9	9	10	14	11	14	13	18	16	13	17	16	17	19	21	23	24	24	25	27	28	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2	1	1	1	2	1	1	1	2	2	1	2	2	2	1	2
6000	-157.360085759524395	-155.999060133947864	-1.361025625576517	0.000018365918189	0.000010725130986	0.583969223618383	0.682702585721052	0	2	3	4	5	8	7	12	14	16	18	17	20	20	20	21	23	24	24	27	25	26	28	29	29	31	32	33	34	35	0	1	1	3	4	5	5	7	8	9	10	9	11	11	11	13	16	16	16	19	19	18	21	21	22	24	26	25	27	28	1	1	1	1	1	2	1	3	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	2	1	1
6500	-142.436473958054677	-141.074331917639654	-1.362142040415027	0.000035339697570	0.000021466385607	0.607429805103135	0.661205538587729	0	1	3	5	6	8	9	12	14	17	18	17	20	19	20	24	24	22	24	27	26	26	27	28	31	31	31	34	33	36	0	1	1	3	4	5	5	7	8	9	10	9	14	11	11	18	18	13	18	18	17	16	19	19	17	24	21	25	27	28	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	2	3	1	2	2	1	1
7000	-152.152716186079005	-150.456221540177864	-1.696494645901135	0.000059481340368	0.000012170101534	0.204603686787188	0.714596399451035	-2	1	4	5	6	8	9	12	14	17	18	17	19	19	20	23	24	22	25	27	25	27	26	28	31	31	30	33	32	36	0	1	2	3	3	5	5	7	8	9	9	9	11	10	14	13	18	13	17	19	18	21	19	23	22	23	23	25	27	28	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	1	2	2	1	1	1	2	2	2	1	1	2
7500	-152.813725673992707	-151.028727302305896	-1.784998371686820	0.000056610309787	0.000010199910837	0.180177619145500	0.713624827608254	-1	1	3	5	6	7	9	11	14	16	17	17	20	19	21	22	23	24	25	28	26	26	27	28	30	30	32	33	32	37	0	1	2	3	4	5	6	7	8	9	10	9	11	11	11	13	16	17	17	18	19	16	19	17	19	24	26	25	24	28	1	1	1	2	1	1	1	1	2	1	1	2	2	1	3	1	1	1	1	2	1	1	1	3	2	1	1	1	3	2
8000	-125.684238160821323	-124.184646510176592	-1.499591650644726	0.000067568330806	0.000019928250248	0.294934772112493	0.753936726874034	-1	1	4	5	6	8	8	11	14	16	18	17	21	20	22	24	24	23	25	27	26	27	27	28	32	30	32	34	34	37	0	1	1	3	3	5	5	7	8	9	12	10	11	11	14	18	18	13	18	17	16	19	21	21	22	24	26	25	27	28	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2
8500	-160.450597811688226	-158.658118811355649	-1.792479000332577	0.000066720747670	0.000011900684029	0.178365567603391	0.607386720003877	-1	1	4	5	6	8	9	11	12	16	18	17	21	16	21	23	25	25	25	28	24	27	27	27	31	31	31	34	33	37	0	1	2	3	3	5	5	7	8	9	9	9	14	9	11	13	16	16	21	18	13	18	19	21	22	24	24	25	27	28	1	1	1	1	1	2	2	1	1	2	2	2	3	2	2	1	1	2	1	1	2	1	1	2	2	1	1	2	1	1
9000	-158.010248370478678	-156.379488981204162	-1.630759389274512	0.000061108444966	0.000013897585000	0.227424949324412	0.731044498536818	-2	0	3	5	7	9	9	12	14	16	18	17	20	19	21	22	25	24	23	28	25	26	27	28	30	31	32	32	33	35	0	1	2	3	4	5	5	7	8	9	10	10	11	11	14	13	13	16	16	21	19	16	19	21	24	21	26	17	27	28	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	3	2	1	2	2	2	2	2	1	2	1	2	1	1
9500	-139.254439044881593	-137.685234945706412	-1.569204099175176	0.000061425771790	0.000015617358969	0.254247663710130	0.774921210888636	1	2	4	5	6	8	8	12	14	16	18	18	20	19	22	23	23	24	25	26	26	27	27	29	30	32	31	34	33	36	0	1	2	3	4	5	5	7	8	9	9	9	14	11	11	13	13	13	17	16	19	17	21	21	22	27	24	25	27	28	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	1	1	2	1	2	1	2	2	1	1	2	2	1
10000	-160.101570613494772	-158.595186526714286	-1.506384086780496	0.000058678760173	0.000017032991462	0.290275244594699	0.672834762646158	0	1	2	5	6	9	7	11	14	15	18	18	21	20	20	24	24	23	26	26	25	27	28	28	31	31	30	34	33	37	0	1	1	3	3	5	5	7	8	9	9	10	11	11	11	13	18	13	21	16	17	20	21	13	24	27	19	25	27	28	1	1	1	1	3	2	1	2	2	1	2	2	2	1	2	2	1	1	1	1	1	1	2	4	2	1	2	1	1	2
10500	-157.496380255566947	-155.911247937199960	-1.585132318366976	0.000071391608418	0.000017609874474	0.246665887827889	0.712975853406313	0	1	3	4	6	7	8	11	14	17	18	16	20	20	20	24	23	24	25	28	26	26	27	28	30	31	30	35	33	36	0	1	2	3	4	5	5	7	7	9	9	9	11	11	11	14	13	17	16	16	19	18	16	19	22	25	23	25	26	28	1	1	1	1	1	1	1	2	3	2	1	1	1	2	1	1	2	1	1	2	1	1	2	2	2	1	1	3	1	1
11000	-160.847203673941948	-159.137879759211842	-1.709323914730110	0.000100871600203	0.000020242393270	0.200674850295639	0.670188679592659	1	2	4	4	7	8	8	12	14	16	18	17	20	19	21	24	24	24	25	28	25	26	27	28	31	30	32	35	33	35	0	1	1	2	3	4	5	6	8	9	10	9	11	11	14	11	13	13	16	17	13	18	19	17	19	23	26	22	25	25	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	3	1	2	1	2	2	1	1	3	3	2	1	3	1	2
11500	-142.746118940589014	-141.232955564090673	-1.513163376498335	0.000074138159654	0.000021188895973	0.285802831789709	0.875325315510692	1	2	3	5	6	8	7	11	15	16	19	18	20	17	21	24	24	23	25	27	26	26	27	28	31	31	30	34	32	36	0	1	1	3	4	5	5	7	8	9	14	10	11	10	11	13	18	13	16	17	19	17	19	19	16	21	16	25	27	28	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	2	1	1
12000	-145.587127913696179	-144.016719220507525	-1.570408693188652	0.000127893017690	0.000032440854623	0.253656182402275	0.797971102568935	0	2	4	5	7	8	9	11	13	16	18	16	20	19	21	22	25	24	26	27	24	27	27	28	32	31	31	35	33	36	0	1	1	3	4	5	5	7	8	9	10	9	11	11	13	13	16	16	16	16	16	17	21	21	24	23	24	25	27	28	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	2	1	1	2	2	1	2	1	2	1	1
12500	-142.456799263879788	-140.990422039492131	-1.466377224387663	0.000044541926595	0.000014290913112	0.320841827112717	0.795960342955724	0	2	3	5	6	8	9	11	14	15	18	18	21	19	22	23	24	24	26	28	25	25	27	28	31	32	31	33	33	36	0	1	2	3	4	5	5	7	8	9	9	9	11	11	14	13	13	16	21	18	16	17	21	19	19	27	23	25	27	28	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	1	2	1	1	2	1	1	1	1	2	1	3	1	1	2
13000	-129.909731460437627	-128.014333123978190	-1.895398336459443	0.000092772771301	0.000014514779212	0.156455164678848	0.846526309747679	1	2	4	5	6	8	8	10	14	16	18	18	21	20	21	23	24	25	25	26	26	27	27	29	31	30	31	34	34	37	0	1	2	3	4	5	5	7	8	9	9	10	14	11	11	13	16	16	16	17	19	18	21	17	22	24	26	25	27	28	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1
13500	-142.206154899518452	-140.497865827090720	-1.708289072427741	0.000065289781564	0.000013122348695	0.200986255131295	0.729812766116063	0	1	3	5	6	9	8	12	13	16	18	17	21	19	21	22	24	24	26	27	25	26	28	28	30	31	29	34	33	35	0	1	2	3	4	5	5	7	8	9	10	10	14	11	11	13	16	16	21	22	18	17	21	19	22	27	19	25	27	25	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	2	3	2
14000	-151.912805652443865	-150.486852119613388	-1.425953532830489	0.000055084093678	0.000019990281577	0.362904792328205	0.793003959661655	0	1	4	4	6	8	8	12	14	17	19	18	21	20	21	24	23	25	26	28	24	26	27	29	32	31	30	34	34	36	0	1	1	1	4	5	5	7	8	9	10	10	11	11	11	17	13	17	17	18	13	17	18	23	27	19	21	25	27	28	1	1	2	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	2	1
14500	-156.719392737467928	-154.970311004397104	-1.749081733070823	0.000091574032699	0.000017342459079	0.189381842953690	0.626999065655174	-1	1	3	5	6	7	9	11	15	16	18	18	20	19	20	23	25	24	25	28	26	27	27	28	30	31	30	34	33	35	0	1	2	3	4	3	6	7	8	9	10	9	11	10	14	11	16	16	16	17	19	18	19	23	17	27	21	25	26	25	1	1	1	1	1	3	1	1	2	1	1	2	1	1	1	3	1	1	1	2	1	2	1	1	3	1	2	1	1	2
15000	-142.776567179844136	-141.415708120548203	-1.360859059295926	0.000046685753014	0.000026846094080	0.575038257865902	0.807389950210409	0	2	4	6	7	8	8	12	14	16	17	17	20	19	21	24	23	25	26	27	25	26	27	28	31	31	30	34	33	35	0	1	2	3	4	5	5	7	8	9	9	10	11	10	10	17	13	16	21	18	17	18	21	19	22	23	19	25	27	28	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	2	2	2	2	2	1
15500	-148.002981285063356	-146.325522207229653	-1.677459077833692	0.000083430964015	0.000017580736690	0.210721965134487	0.746944198186065	0	1	3	4	6	8	8	11	14	16	19	18	20	17	20	23	24	24	26	27	25	27	27	29	31	31	32	34	33	37	0	1	2	3	4	5	5	7	8	9	10	10	11	9	14	13	16	16	18	16	15	18	21	20	24	19	26	25	27	28	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1	1	1	2	2	1	1	1	1	2	1	2	1	2
16000	-149.082023334133794	-147.117293239087729	-1.964730095046071	0.000064599964802	0.000009318174100	0.144244259702393	0.685593976404300	-1	1	3	5	6	8	7	11	13	16	18	18	19	20	19	23	25	24	24	27	26	26	26	28	32	30	29	34	33	35	0	1	2	3	3	5	5	7	8	9	10	9	11	11	11	13	18	16	16	18	19	18	19	23	16	27	24	25	27	28	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	3	1	1	1	1	5	1	1	1	3	1
16500	-139.754888490910332	-138.208549084412198	-1.546339406498143	0.000048289539048	0.000012849794405	0.266098924485076	0.742660650903451	0	1	3	5	7	8	8	11	14	16	18	17	21	19	20	24	25	23	25	27	24	26	26	28	31	31	32	34	33	36	0	1	2	3	4	5	5	7	8	9	9	9	11	11	11	18	16	13	18	17	13	17	18	19	22	21	26	25	26	28	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	2	1	2	2	3	3	1	2	1	2
17000	-160.179960786682329	-158.758769994646116	-1.421190792036219	0.000093281274610	0.000034426073902	0.369056641277843	0.575218009131276	-1	1	3	5	6	8	9	11	13	16	18	17	21	19	22	23	24	21	25	27	26	25	27	28	31	31	31	33	33	37	0	1	2	3	4	4	5	7	8	9	9	9	14	10	14	18	18	14	17	21	19	18	19	17	21	22	19	25	27	28	1	1	1	1	1	1	2	1	1	2	3	2	1	2	1	1	2	1	1	1	1	3	1	2	1	4	2	1	1	2
17500	-161.593476181514092	-160.055590681995341	-1.537885499518757	0.000055941624895	0.000015149579617	0.270810503730982	0.691729432391875	-1	0	3	5	5	8	9	11	14	16	17	17	20	18	21	21	24	23	25	28	25	26	27	27	30	31	32	34	32	36	0	1	1	3	3	5	6	7	8	9	9	9	11	11	14	13	18	16	16	21	16	13	19	19	22	23	19	25	26	28	1	1	2	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	3	1	1	2	2	3	3	1	2
18000	-157.078993214899128	-155.470789961114832	-1.608203253784290	0.000079241404712	0.000018742148421	0.236519638809913	0.644366951973546	-1	2	4	6	6	8	9	11	14	16	18	18	19	19	21	22	24	24	26	26	24	25	28	28	32	31	31	35	33	37	0	1	1	3	1	4	5	7	7	9	10	10	11	11	14	13	16	16	21	21	16	18	21	19	19	20	23	25	26	28	1	2	2	1	4	1	2	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	3	3	1	1	1	1
18500	-156.729539533377420	-154.949123917390210	-1.780415615987203	0.000067506865311	0.000012239317597	0.181304783461762	0.761764539835376	0	2	3	4	6	8	7	11	15	16	17	18	20	20	22	22	24	24	26	26	25	27	27	29	31	31	30	34	34	36	0	1	2	2	4	5	5	7	8	9	9	10	11	11	13	13	13	16	21	16	18	17	21	17	22	27	21	22	26	28	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	1	2	2	1	1	1	2	1	2	1	1	2	4	2	1
19000	-144.270255553275973	-142.909396550074604	-1.360859003201381	0.000071861741116	0.000040571760360	0.564580814905087	0.655038356759754	-1	1	4	5	6	8	7	11	15	17	19	17	21	18	22	22	24	24	24	27	25	26	28	28	32	30	31	34	33	36	0	1	1	3	4	5	5	7	8	9	12	9	11	10	14	13	15	16	16	18	19	17	17	21	23	20	26	25	27	28	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1
19500	-157.458165270018327	-155.874013616711608	-1.584151653306720	0.000076055927846	0.000018794807559	0.247118246942077	0.795515355869363	0	1	3	3	6	8	8	12	14	16	17	17	20	19	22	23	25	24	25	25	24	26	27	28	31	30	31	33	33	35	0	1	2	2	4	4	5	7	8	9	9	10	14	11	13	13	13	13	21	16	16	17	21	23	16	17	23	25	27	28	1	1	1	1	2	2	1	2	2	1	1	1	1	2	1	1	3	1	1	2	1	1	2	1	3	2	2	1	1	1
20000	-149.634971178335434	-148.042821853501579	-1.592149324833863	0.000079456491962	0.000019346163149	0.243481214331836	0.731417636302302	0	1	4	5	6	8	8	10	14	15	18	18	20	20	21	23	24	25	26	27	25	27	27	29	29	31	30	33	32	36	0	1	2	3	4	5	3	7	8	9	9	10	9	11	12	13	13	16	21	19	16	17	21	19	22	24	24	25	27	28	1	1	2	1	1	1	2	1	2	1	2	2	2	1	2	2	2	1	1	1	1	2	1	2	1	1	1	2	1	1
20500	-140.969974382171102	-139.187872251256152	-1.782102130914941	0.000089124284286	0.000016121552869	0.180888441323914	0.820808498691126	0	2	4	6	7	6	8	10	14	16	18	16	21	20	22	24	25	23	25	27	26	26	28	28	30	31	29	34	34	37	0	1	2	3	6	3	6	7	8	9	10	9	14	11	14	18	16	13	18	16	19	16	21	19	23	27	21	25	27	28	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2
21000	-140.593698728149775	-138.965087481732525	-1.628611246417242	0.000106668995253	0.000024348187380	0.228259273678455	0.751589403255481	0	2	4	5	7	9	9	11	14	16	18	17	20	19	21	24	24	25	25	27	26	26	27	28	31	31	29	34	34	36	0	1	2	3	4	5	5	7	8	8	12	9	14	11	14	13	13	16	17	17	19	16	19	19	23	27	24	25	27	28	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	2	3	1
21500	-150.521011931659842	-148.998987028394964	-1.522024903264885	0.000063443878377	0.000017777223178	0.280203916167462	0.661871009353627	1	2	4	6	7	9	9	11	14	16	18	17	21	18	20	23	23	24	26	28	25	27	28	28	31	30	31	34	34	36	0	1	1	3	4	5	5	7	8	9	9	9	11	10	14	13	11	16	21	18	18	17	19	21	22	23	24	25	27	28	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	2	1	1	1	1	2	1	2	2	2	2	2	2	1
22000	-150.688029299955730	-148.826663045825569	-1.861366254130168	0.000078173073528	0.000012752887623	0.163136576924129	0.776137006620015	0	1	4	5	6	9	8	11	14	15	17	17	20	19	21	23	22	25	25	27	26	25	28	28	31	30	32	34	33	36	0	1	1	3	4	5	5	7	7	9	9	9	11	11	13	17	13	16	17	19	19	16	13	19	22	24	26	25	27	28	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	4	2	2	2	1	2	1	1
22500	-179.549387317358509	-178.074201336168414	-1.475185981190101	0.000066758740736	0.000020921821200	0.313394485418083	0.697893411679671	0	1	3	5	6	8	8	11	14	16	18	17	20	20	21	22	23	24	26	27	25	26	28	29	31	31	29	33	32	35	0	1	2	3	4	5	5	7	8	9	10	10	8	11	11	13	15	16	18	18	16	16	21	16	17	19	22	25	26	28	1	1	1	1	1	1	2	3	3	1	1	1	3	1	2	2	2	2	1	1	2	3	1	3	2	3	1	1	1	1
23000	-146.230887460022643	-144.119335213002103	-2.111552247020549	0.000087721454959	0.000010804909176	0.123172936207285	0.735974257068295	-1	0	4	5	6	8	8	11	13	17	18	18	19	16	22	23	24	25	26	27	25	26	27	28	30	32	30	34	33	37	0	1	2	3	4	5	5	7	8	9	14	14	11	9	11	13	16	17	21	21	17	16	17	19	22	25	24	25	27	28	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1
23500	-132.153854300421187	-130.368658203780114	-1.785196096641083	0.000071155908742	0.000012817262757	0.180129282066266	0.819062155325128	0	2	4	5	6	9	9	11	13	16	19	17	21	20	21	23	25	25	25	27	24	27	27	26	30	30	31	34	33	37	0	1	2	3	4	5	5	6	8	9	10	9	11	11	11	13	16	13	21	17	16	17	19	19	22	24	26	25	27	28	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1
24000	-160.058322168875350	-158.530041806370633	-1.528280362504707	0.000064042725680	0.000017701906650	0.276407764689783	0.590712649596401	0	2	3	5	7	8	8	10	15	16	19	18	21	19	22	23	24	24	26	28	25	27	27	29	31	31	31	33	33	35	0	1	1	3	3	4	5	7	8	9	10	10	14	9	14	15	11	13	21	23	16	16	13	21	22	23	23	25	26	28	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	1	1	2	4	2	2	1	2	1	1	1
24500	-159.391526348811851	-157.873626879251276	-1.517899469560577	0.000061999901689	0.000017532147786	0.282777025575435	0.697545362191901	1	2	4	5	6	8	9	10	13	15	18	18	21	19	21	24	24	22	25	27	26	26	25	28	32	32	31	34	34	35	0	1	2	3	4	4	5	6	8	9	9	10	11	11	14	18	18	13	13	17	23	17	13	19	22	21	24	25	26	25	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	3	3	2	1	1	1
25000	-149.230680241904082	-147.171216759180567	-2.059463482723507	0.000068993287239	0.000008970449844	0.130019168573143	0.584210750329716	0	2	4	6	7	8	8	12	14	16	17	17	21	19	21	23	24	24	25	26	23	25	27	28	29	30	31	33	34	35	0	1	2	3	4	5	5	7	8	9	9	10	14	11	11	13	16	16	21	16	13	16	19	19	24	24	26	25	27	28	1	1	1	1	1	1	1	2	1	2	1	1	1	1	3	1	1	1	2	2	1	1	2	2	1	1	1	2	1	1
25500	-154.071631348867129	-152.353620821856651	-1.718010527010470	0.000056889013603	0.000011269576970	0.198097598396238	0.824484997154075	0	1	3	5	6	8	8	11	14	16	19	17	20	19	21	23	25	24	24	26	26	27	27	28	30	30	32	33	33	36	0	1	2	3	1	4	5	7	8	9	12	9	14	9	14	13	13	13	16	16	19	18	19	21	18	24	26	25	26	28	1	1	1	1	3	1	1	1	2	1	1	1	1	2	1	1	2	3	1	1	1	1	2	1	2	1	2	2	1	1
