step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26
5000	-262.385835078031846	-260.527648303974502	-1.858186774057368	0.000013274845634	0.000026312915847	1.982163602747061	0.480288657133062	-1	1	2	5	9	10	8	8	9	11	11	9	12	10	15	14	14	15	12	14	15	16	15	19	24	24	0	1	2	1	1	7	4	4	7	7	9	8	14	8	8	8	14	12	10	5	11	20	8	23	20	16	1	1	1	3	3	1	2	2	1	2	1	1	1	1	4	3	2	3	1	2	2	1	4	2	5	3
5500	-265.125394437220621	-263.188206874569119	-1.937187562651520	0.000018009200290	0.000039269081293	2.180501113884235	0.670428924626870	-2	1	3	6	8	9	8	9	11	11	10	11	12	11	13	15	14	15	13	15	16	16	15	19	22	23	0	1	2	2	4	7	4	4	11	7	7	8	8	8	14	13	8	12	10	10	11	20	13	23	20	16	1	1	1	3	1	1	2	3	1	1	1	1	2	1	2	2	3	2	1	2	4	1	1	2	2	3
6000	-228.302671947625129	-226.714099825580291	-1.588572122044827	0.000037044516982	0.000049069425912	1.324606983961368	0.548237713817235	-1	1	3	5	10	9	8	9	10	10	9	10	13	11	14	13	14	15	13	14	14	15	15	19	24	21	0	1	2	2	4	7	4	4	11	6	4	8	14	8	14	8	16	14	10	5	9	20	8	23	20	16	1	1	1	2	2	1	2	1	1	1	2	1	1	1	2	2	1	2	2	1	3	1	3	2	5	3
6500	-185.376741227937572	-184.015033460786498	-1.361707767151081	0.000097307398773	0.000052618269162	0.540742737197133	0.526631371216244	0	1	3	6	10	9	8	9	9	11	10	11	13	11	13	15	14	16	13	13	13	15	14	19	24	23	0	1	2	1	4	7	4	4	4	9	9	4	8	8	8	15	14	14	10	5	11	20	15	23	20	16	1	1	1	2	2	1	1	1	2	1	1	2	2	1	2	2	1	3	1	2	2	1	1	3	5	4
7000	-194.124822029060226	-192.707154006623682	-1.417668022436537	0.000192959985614	0.000072135196591	0.373835001910219	0.581341981650536	0	1	3	5	9	9	7	10	9	11	9	10	13	9	14	14	13	14	13	15	14	15	15	19	25	24	0	1	2	1	3	7	4	4	7	7	7	14	14	4	14	12	8	12	7	5	11	19	13	23	22	8	1	1	1	2	2	1	1	2	1	2	1	1	2	2	2	1	2	2	3	3	2	1	1	2	4	5
7500	-205.716760578134227	-204.299573451522633	-1.417187126611605	0.000267670571715	0.000100243575810	0.374503536819226	0.657831686617097	-1	1	2	6	8	6	8	9	10	12	11	9	12	12	14	14	13	16	13	15	13	14	16	20	24	21	0	1	2	3	4	3	6	4	4	9	4	4	9	4	17	21	12	16	14	7	4	11	17	18	20	18	1	1	1	1	1	2	1	2	2	1	2	2	1	2	1	1	2	1	1	3	4	1	1	2	4	2
8000	-196.294678352769353	-194.460639669006497	-1.834038683762862	0.000346971770590	0.000058597749638	0.168883334625389	0.610454610944976	-1	1	3	6	8	9	7	10	10	10	11	10	13	12	14	15	14	15	14	12	16	16	15	20	24	22	0	1	2	3	4	7	4	4	7	7	9	4	20	11	14	15	14	13	8	5	19	15	8	23	20	12	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	2	2	1	1	2	3	5	6
8500	-191.124238948001704	-189.669946324939986	-1.454292623061713	0.000283095626147	0.000093958680270	0.331897322287907	0.437413402702312	0	1	3	6	10	9	8	8	11	11	11	11	12	10	13	14	14	16	13	14	15	15	15	20	24	22	0	1	2	1	4	3	4	1	2	7	7	14	6	7	12	15	14	15	10	6	6	9	15	18	22	9	1	1	1	3	2	3	1	3	4	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	3	4
9000	-198.946674388948082	-197.347934132563324	-1.598740256384763	0.000139571963140	0.000033576865611	0.240570275405172	0.415884894853435	-1	0	1	5	9	10	7	9	9	12	11	11	13	11	14	13	13	15	14	15	15	14	15	20	25	22	0	1	2	2	4	8	4	4	4	7	7	4	4	4	16	12	14	4	7	22	11	5	14	23	20	14	1	1	1	3	3	1	1	3	2	1	2	3	4	2	1	1	1	4	4	1	2	2	2	2	5	3
9500	-197.046639894442052	-195.247815823725148	-1.798824070716915	0.000258936378779	0.000045794188613	0.176854982019392	0.507879031415254	-1	2	1	5	9	9	8	7	11	12	10	10	12	11	13	13	13	13	14	14	14	16	15	20	24	23	0	1	1	2	4	4	8	2	11	7	8	4	4	4	6	12	14	4	14	14	14	20	12	15	22	16	1	2	1	1	1	2	1	3	1	2	1	2	5	3	2	2	1	3	1	1	2	2	3	2	3	5
10000	-201.516281523614623	-199.862199832895101	-1.654081690719517	0.000290760898030	0.000063606191485	0.218757721263263	0.621748691453290	0	1	3	5	9	9	7	9	11	11	11	10	13	11	15	14	13	15	14	15	14	15	14	19	24	22	0	1	2	1	7	7	4	4	8	7	6	4	14	4	16	12	14	14	14	8	11	5	14	16	20	12	1	1	1	2	1	1	1	2	1	2	1	3	1	2	1	1	1	2	1	2	2	3	2	3	4	3
10500	-211.750964999792956	-210.159886181914487	-1.591078817878459	0.000205613984878	0.000050161845579	0.243961253942467	0.518856848051929	-1	2	3	6	9	9	8	9	10	10	10	10	13	11	14	14	14	16	12	13	15	16	15	18	25	23	0	1	2	2	2	7	2	7	6	6	4	8	12	4	12	8	13	16	14	5	8	10	13	18	20	16	1	2	1	1	3	1	4	1	1	1	2	1	2	3	3	2	1	1	1	2	2	2	1	1	8	4
11000	-199.858478021878256	-198.370208555534703	-1.488269466343543	0.000181604321878	0.000055051341314	0.303138938238309	0.416209634437259	-1	1	3	4	10	7	7	9	10	10	9	11	13	11	13	15	14	15	12	15	16	15	15	19	25	24	0	1	2	1	4	4	4	6	11	4	6	8	14	8	6	8	5	14	7	15	19	10	8	18	20	16	1	1	1	3	4	2	1	1	1	2	1	2	1	1	2	3	2	3	2	1	2	2	3	2	4	4
11500	-214.868348853198654	-213.471325004793840	-1.397023848404801	0.000209178334908	0.000085147481359	0.407056884722007	0.340796095696695	0	2	3	6	8	8	7	7	11	8	10	9	12	11	14	14	12	15	14	14	15	15	15	18	23	23	0	1	2	2	4	4	2	1	7	4	6	7	12	8	12	12	12	16	10	13	6	5	4	15	20	15	1	1	1	3	1	1	3	2	2	1	1	1	2	2	3	2	2	1	3	1	4	4	5	2	3	6
12000	-230.398609858963653	-228.873830570813936	-1.524779288149705	0.000290171277413	0.000080817663523	0.278517102876174	0.274667501135965	0	2	3	5	10	10	8	9	10	12	8	10	11	11	15	14	13	13	14	15	12	16	15	20	23	23	0	1	2	2	7	4	4	1	7	7	4	7	7	4	4	12	13	6	12	7	11	8	18	23	15	18	1	1	1	1	2	2	1	5	1	2	1	1	1	5	5	2	2	1	3	4	3	3	1	2	3	5
12500	-209.823974133628667	-208.165403791301685	-1.658570342326971	0.000365399654477	0.000079352713091	0.217166907847342	0.505627062741395	0	2	3	3	8	9	8	10	10	11	11	11	12	12	14	15	11	15	13	12	16	14	15	19	24	23	0	1	2	2	4	7	4	1	6	6	9	7	12	5	7	13	4	6	12	7	8	14	12	23	22	12	1	1	1	1	2	1	2	4	1	1	1	2	1	2	2	2	5	3	1	3	2	1	1	1	5	5
13000	-201.978715890056179	-200.239485904343155	-1.739229985713012	0.000187596792883	0.000036030643982	0.192064285473912	0.444980111448056	-1	2	2	6	9	8	5	10	11	11	10	10	13	11	13	13	13	14	14	14	15	14	15	19	24	22	0	1	1	1	4	7	2	4	11	11	6	4	4	8	14	14	12	4	10	5	11	2	12	23	20	18	1	1	1	4	2	2	1	2	1	1	1	2	3	1	1	1	2	5	2	2	3	5	2	2	6	5
13500	-228.477694493730979	-226.684391109498506	-1.793303384232472	0.000325574175246	0.000058006883720	0.178167951055261	0.424998215795180	0	2	2	6	9	7	7	9	10	10	11	10	13	11	15	15	12	14	13	13	14	15	16	19	24	23	0	1	1	1	2	4	3	6	6	6	9	1	10	8	7	8	8	5	5	4	14	19	14	16	15	12	1	1	1	4	4	1	3	1	1	1	1	3	1	1	4	4	1	2	2	2	2	1	3	1	5	8
14000	-194.660760140781520	-193.169604694907264	-1.491155445874262	0.000232657304211	0.000070028123237	0.300992584241065	0.804982035086118	0	2	3	5	8	9	9	10	10	11	11	9	11	11	14	14	13	15	13	14	15	16	13	20	24	23	0	1	2	3	2	5	5	4	7	7	12	4	4	4	14	13	8	17	10	5	20	20	14	14	20	24	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	1	2	1	1	3	1	1	1	4	3	2
14500	-200.974517025928463	-199.552345008866695	-1.422172017061774	0.000216028757284	0.000079447026367	0.367761345137386	0.488744604643520	-1	1	2	6	8	9	8	9	10	12	10	11	11	12	14	15	13	16	13	14	14	15	15	20	23	23	0	1	2	1	4	7	4	4	4	8	4	8	8	8	13	8	8	13	9	10	9	12	14	23	20	24	1	1	1	3	1	1	1	1	2	1	1	1	1	2	1	3	2	2	2	2	3	2	1	2	4	1
15000	-197.966098623131757	-196.409815498278306	-1.556283124853461	0.000164893786970	0.000043003199493	0.260793328137584	0.419632734945395	-3	0	2	6	9	10	8	8	10	11	11	10	13	11	14	13	13	15	12	14	15	14	16	18	23	24	0	1	2	2	4	4	4	4	7	7	9	8	14	8	4	12	12	8	6	5	9	5	16	23	22	18	1	2	1	3	1	2	2	1	1	1	1	2	1	1	3	2	2	4	1	2	3	1	1	1	4	6
15500	-201.599339150174728	-199.859655929912861	-1.739683220261853	0.000256825138956	0.000049294833004	0.191939282909021	0.504253852982052	-1	1	2	6	9	9	9	9	10	11	11	10	12	12	13	15	13	16	13	13	14	16	15	18	25	24	0	1	2	2	4	3	4	4	4	7	7	4	8	4	8	15	8	21	9	4	6	5	17	8	20	24	1	1	1	3	2	3	1	1	2	1	1	2	1	3	2	2	2	1	1	3	3	2	2	4	4	4
16000	-223.499043075945849	-221.904389463561415	-1.594653612384443	0.000359910001713	0.000087230025726	0.242366217418329	0.418394155060227	-2	1	2	5	7	9	7	8	10	11	11	7	13	11	14	14	14	16	13	14	15	16	15	20	24	22	0	1	2	2	2	5	4	5	5	3	4	4	4	12	6	14	19	19	9	14	13	20	9	15	22	17	1	2	1	2	4	1	1	1	2	4	2	1	3	2	2	2	1	2	2	1	1	1	3	4	4	3
16500	-207.256893236690388	-205.837685717303685	-1.419207519386702	0.000240449652433	0.000089380308251	0.371721511538898	0.474644634135617	0	2	3	5	8	9	7	10	8	10	10	11	11	12	14	13	12	15	13	14	15	16	15	19	22	23	0	1	2	1	4	7	4	7	4	4	9	11	4	8	7	14	10	10	11	10	15	13	12	8	20	23	1	1	1	3	1	2	1	1	1	3	2	1	4	1	4	1	1	2	2	2	1	3	2	5	2	3
17000	-214.952674475690969	-213.325047177398005	-1.627627298292969	0.000305607235920	0.000069875131026	0.228643575194972	0.543714390376786	-1	1	2	6	9	9	8	8	10	12	10	10	12	11	14	15	13	15	13	14	13	15	16	20	25	24	0	1	2	2	4	8	4	3	7	3	8	8	4	11	21	19	12	17	4	1	13	13	15	16	22	18	1	1	1	3	1	1	1	3	1	4	1	1	3	1	1	1	1	2	4	8	1	1	1	3	4	5
17500	-217.702969190578386	-216.227254153419040	-1.475715037159358	0.000240186001565	0.000075169069967	0.312961910676000	0.375291493799821	-1	1	3	6	9	10	6	9	10	10	8	11	9	11	14	14	13	15	13	14	14	16	15	18	24	22	0	1	1	3	4	2	3	7	11	13	7	3	4	1	6	13	13	17	4	6	6	20	4	17	22	23	1	1	3	1	2	5	2	2	1	1	1	4	2	6	2	1	2	1	4	1	1	1	5	3	4	2
18000	-211.378868270513976	-209.865456617056026	-1.513411653457951	0.000304512827933	0.000086981728399	0.285642246961977	0.690089830242791	-1	2	2	5	9	8	7	10	11	11	9	10	12	11	14	14	12	15	11	14	14	16	16	20	24	23	0	1	1	3	3	7	4	5	11	11	7	4	10	2	13	9	12	9	12	12	9	14	14	18	22	24	1	2	1	1	2	1	1	1	1	1	1	2	1	4	1	1	2	2	1	2	1	2	1	3	3	2
18500	-197.549961996401322	-196.169907574557328	-1.380054421843993	0.000192861112589	0.000086002716760	0.445930833883961	0.531380319022122	-1	1	3	5	9	8	9	10	9	11	10	10	12	11	13	15	13	16	13	14	15	15	15	19	24	23	0	1	2	3	1	4	3	9	4	9	3	7	14	8	14	14	14	23	10	11	6	7	13	16	22	16	1	1	2	1	7	2	2	1	2	2	3	1	1	1	1	2	2	1	1	3	3	3	2	2	4	4
19000	-210.777697936369918	-209.209503772443071	-1.568194163926835	0.000238930355339	0.000060866540163	0.254745949199906	0.330069519750105	-1	1	3	5	9	7	7	9	11	11	10	11	12	8	13	13	14	14	14	14	15	15	13	18	24	22	0	1	1	3	6	2	3	7	4	14	7	7	4	2	6	8	8	8	9	4	9	13	8	15	22	18	1	1	2	1	1	4	2	1	2	1	2	2	4	4	3	2	1	3	2	5	2	2	2	3	4	3
19500	-200.943507577908946	-199.348772053480047	-1.594735524428909	0.000216654953626	0.000052501980724	0.242329934511056	0.408825360542003	0	1	2	5	9	9	7	10	11	11	11	11	12	12	15	13	13	15	13	14	15	15	16	19	23	22	0	1	2	1	1	4	4	4	7	7	6	4	4	1	16	12	8	6	7	12	13	20	8	15	22	16	1	1	1	2	4	3	1	2	3	1	1	3	4	6	1	1	1	4	3	2	2	1	3	3	3	4
20000	-207.506391835741425	-205.881334488892378	-1.625057346849036	0.000262365573112	0.000060253238140	0.229653751537752	0.455994656217853	0	2	3	5	10	9	8	10	8	11	10	9	13	11	12	15	14	15	13	14	15	15	15	19	24	22	0	1	2	1	2	9	2	4	4	6	9	4	8	11	4	14	15	7	10	5	9	5	4	16	20	12	1	1	1	3	4	1	3	2	1	1	1	2	1	1	3	2	1	3	1	2	3	3	5	2	5	5
20500	-218.470948046162476	-216.949284435982804	-1.521663610179676	0.000216027754871	0.000060580015693	0.280427002212997	0.387087391876383	-1	2	2	6	10	8	8	10	11	9	10	11	12	12	14	13	14	15	14	13	16	15	16	19	23	24	0	1	1	1	10	3	3	6	7	4	6	10	4	2	4	7	7	12	14	10	9	14	12	16	22	8	1	1	2	3	1	4	2	2	2	2	1	1	3	5	3	2	2	2	1	2	3	1	3	3	4	5
21000	-193.841721267509541	-192.226327891001944	-1.615393376507589	0.000159465287552	0.000037241209680	0.233538033587445	0.422373355624298	-1	1	3	4	9	9	7	9	10	12	10	10	12	12	15	14	11	15	13	15	16	16	16	19	22	23	0	1	2	2	4	4	4	4	7	7	5	4	4	17	14	8	8	12	7	13	13	5	18	23	22	15	1	1	1	2	4	2	1	3	1	2	1	2	4	1	2	2	1	3	2	2	2	3	1	2	3	3
21500	-215.676875931137943	-214.226511398049581	-1.450364533088369	0.000184229316903	0.000061851138965	0.335729079412955	0.430406975024220	-1	1	2	5	9	9	7	9	10	10	10	8	11	11	14	14	12	14	12	12	16	13	15	20	23	24	0	1	2	1	7	4	2	7	1	12	6	7	9	8	4	14	7	6	10	5	19	20	9	23	22	16	1	1	1	3	1	2	4	1	5	1	1	1	1	2	5	2	3	2	1	1	2	1	3	3	5	4
22000	-209.001679233035105	-207.522711456304620	-1.478967776730475	0.000205962241347	0.000063917674559	0.310336856604451	0.543824171495678	0	1	3	5	9	7	8	9	10	12	10	10	12	11	14	13	13	16	13	14	16	15	14	19	24	24	0	1	2	1	4	4	4	1	6	7	7	7	5	2	12	12	12	12	8	14	11	14	12	18	22	8	1	1	1	3	2	1	2	4	1	2	1	2	1	4	2	2	2	4	3	2	2	2	2	1	5	6
22500	-204.194510953894763	-202.654370551543423	-1.540140402351330	0.000217320261385	0.000058575382588	0.269534843251119	0.548412045927924	-2	2	3	5	7	10	8	9	11	12	9	11	12	11	15	13	12	15	13	15	15	14	15	19	24	24	0	1	1	3	2	7	5	4	11	7	5	4	8	4	4	12	8	8	11	22	19	14	14	13	22	18	1	2	2	1	2	1	1	2	2	1	1	3	1	2	6	1	2	4	2	1	1	1	2	4	4	4
23000	-210.224820904056998	-208.196523532885948	-2.028297371171059	0.000201203226490	0.000027046984724	0.134426197809400	0.420252995865774	-2	0	2	5	9	9	8	9	11	11	10	10	11	11	13	13	13	14	13	14	12	16	16	18	24	22	0	1	1	2	4	2	4	4	11	7	8	4	4	2	4	12	8	6	14	6	4	15	12	8	22	18	1	2	2	2	3	5	1	2	1	2	1	2	4	6	4	1	2	2	1	4	3	2	4	5	4	5
23500	-198.694854297058328	-197.172575858708257	-1.522278438350082	0.000310451091178	0.000086941089849	0.280047622055650	0.466050885130382	-1	1	2	5	9	10	7	10	9	12	10	10	13	10	14	14	14	15	13	13	14	16	16	18	24	23	0	1	2	3	4	7	4	5	4	7	7	4	11	2	8	8	8	15	9	14	10	4	15	15	20	15	1	1	1	1	2	1	1	1	2	2	2	3	1	3	2	2	2	1	2	1	1	5	1	1	5	4
24000	-207.113439658509378	-205.624045436972608	-1.489394221536768	0.000321437317318	0.000097169781048	0.302297760132324	0.530241564477547	-1	1	3	5	9	9	7	9	10	11	10	11	12	12	14	15	12	16	13	13	16	16	15	18	25	23	0	1	2	1	4	4	4	7	5	7	7	4	4	11	4	10	3	16	14	13	12	20	10	18	22	13	1	1	1	2	2	1	1	1	1	2	2	3	4	1	5	2	4	1	1	1	3	1	3	1	5	5
24500	-212.585244846819080	-211.031463371060624	-1.553781475758451	0.000249639344759	0.000065431765775	0.262105181527291	0.508366093483227	0	2	3	5	9	10	7	10	9	12	11	10	13	12	15	14	13	15	12	14	13	14	15	20	23	24	0	1	2	3	1	7	4	4	4	7	9	4	12	12	19	14	6	2	8	6	9	6	21	23	20	17	1	1	1	1	4	3	1	3	2	2	1	2	2	1	2	1	2	9	1	2	3	2	1	4	5	6
25000	-218.032461536570565	-216.609123808753310	-1.423337727817245	0.000145294507363	0.000053212912228	0.366241733386507	0.543492789804860	-2	2	2	5	9	9	8	10	11	11	9	11	12	9	14	14	13	15	13	15	14	16	14	19	24	23	0	1	1	1	7	4	1	7	6	6	4	8	14	4	8	13	8	12	6	10	7	10	8	12	20	14	1	1	1	4	1	2	6	1	1	1	2	1	1	2	2	2	2	1	2	2	3	2	2	3	5	5
25500	-210.197869192946825	-208.569631672802387	-1.628237520144429	0.000265804415874	0.000060711079106	0.228405080878182	0.457649239895631	-1	1	2	4	10	8	8	10	9	11	11	10	11	11	15	14	13	15	12	14	15	15	15	20	25	23	0	1	2	1	6	4	4	1	4	9	9	1	2	7	17	17	14	4	14	13	11	13	11	23	22	18	1	1	1	3	1	2	2	4	2	1	1	4	5	2	1	1	1	4	1	2	2	3	2	2	6	3
26000	-214.685743269349416	-212.975592027897022	-1.710151241452386	0.000340401848646	0.000068225574920	0.200426569923088	0.566474748365313	0	1	2	6	8	10	7	9	11	11	9	9	13	11	14	14	13	13	13	14	15	16	14	19	25	23	0	1	2	2	4	11	4	4	8	2	7	2	14	8	19	6	9	9	9	10	9	18	14	15	20	15	1	1	1	2	1	1	1	2	2	5	1	4	1	1	1	1	1	2	2	2	2	1	1	2	4	5
26500	-198.910539474843745	-197.348346060825236	-1.562193414018521	0.000187693742877	0.000048378533445	0.257752510572273	0.473863299093721	0	1	2	4	9	8	8	9	10	11	10	10	12	10	15	14	12	15	13	14	15	16	16	19	23	24	0	1	2	1	6	4	4	4	6	7	7	4	7	4	17	13	8	4	8	10	11	6	16	15	22	14	1	1	1	2	1	2	2	3	1	2	1	3	2	4	2	1	1	5	2	1	2	2	2	1	3	7
27000	-197.899320802556502	-196.257337150982664	-1.641983651573832	0.000207641088323	0.000046338591406	0.223166771953174	0.488067034726071	-1	1	2	6	9	9	8	10	11	12	11	11	13	10	14	14	13	14	14	14	15	15	15	19	24	23	0	1	2	3	1	4	4	4	14	7	6	4	4	4	5	14	8	8	7	5	15	14	12	23	22	18	1	2	1	1	5	1	1	2	1	2	1	3	3	2	4	2	2	2	2	2	1	3	2	2	4	4
27500	-212.788014921204478	-211.196618306159507	-1.591396615044963	0.000228041263621	0.000055600686015	0.243818531487742	0.441734238454396	0	1	2	5	9	8	6	8	10	12	10	11	12	11	14	14	14	14	11	13	13	16	16	18	24	21	0	1	2	3	1	4	4	2	5	7	6	6	12	6	14	14	14	12	7	6	8	15	16	15	20	18	1	1	1	2	4	2	1	3	1	3	2	2	1	2	2	3	2	2	2	2	3	1	1	2	5	3
28000	-207.063202713761854	-205.294856468612210	-1.768346245149641	0.000208385311275	0.000038413245568	0.184337587583588	0.587680817489904	-1	1	3	6	9	7	7	8	11	11	9	11	12	11	14	13	14	16	13	15	15	14	16	18	25	23	0	1	2	2	2	4	4	4	11	7	6	4	4	5	1	4	8	17	12	22	5	10	16	17	20	13	1	1	1	3	5	1	1	1	1	2	1	4	4	1	7	3	2	1	1	1	3	2	2	2	4	5
28500	-205.208538287044803	-203.710133723924031	-1.498404563120774	0.000254342930866	0.000075226623673	0.295768486339644	0.495498663420522	-1	1	3	3	8	8	7	9	10	11	10	10	11	12	14	14	12	16	13	15	15	16	15	19	24	22	0	1	2	1	4	7	4	5	5	7	5	8	8	4	8	13	8	12	5	5	14	7	8	14	20	24	1	1	1	2	3	1	1	1	1	2	2	1	1	5	2	1	2	2	2	2	2	5	3	4	3	1
29000	-203.102403472069085	-201.165098401563682	-1.937305070505403	0.000384224542119	0.000057198953627	0.148868558243784	0.456945939753121	-1	1	3	6	8	9	7	8	10	11	11	10	13	9	13	14	13	14	14	15	14	15	15	20	25	22	0	1	2	3	2	7	4	4	6	6	6	4	4	4	8	5	8	5	8	14	10	18	18	23	20	15	1	1	2	1	4	1	1	1	1	1	1	2	2	2	2	2	2	3	3	3	1	1	1	3	5	4
