step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30
6000	-204.987155468205685	-203.532464350014038	-1.454691118191642	0.000029688194840	0.000029073584874	0.979297833065072	0.461494356322576	3	8	19	20	22	20	22	21	21	23	24	25	23	24	29	28	29	31	31	32	34	37	37	40	44	45	44	47	48	50	0	0	2	3	3	3	6	6	4	6	9	7	3	6	7	6	11	17	16	13	17	16	0	22	24	22	22	24	26	26	1	1	5	1	2	1	1	1	1	1	1	2	2	2	3	3	2	1	2	4	3	4	1	1	2	3	2	3	2	2
6500	-189.034871398264784	-187.638269215712171	-1.396602182552619	0.000066678357748	0.000027195266707	0.407857476174269	0.461892545676057	3	10	19	20	20	20	22	22	22	23	23	25	24	26	30	28	28	32	31	33	35	36	36	41	44	45	43	47	48	50	0	0	2	3	3	3	3	6	3	8	9	7	7	8	3	8	11	17	16	15	17	20	0	22	24	24	24	25	28	24	1	1	4	1	1	1	2	1	1	1	1	1	1	2	7	3	3	2	2	3	3	1	1	2	1	2	1	1	1	4
7000	-197.464633035120670	-196.030313240922624	-1.434319794198045	0.000070883184506	0.000025011008472	0.352848262201366	0.571781878691250	3	9	18	19	20	20	22	22	22	23	23	24	23	25	29	29	28	33	33	34	33	37	38	42	43	45	44	47	48	50	0	0	2	3	3	4	6	6	4	3	9	7	7	8	14	6	11	11	16	16	17	16	0	22	22	25	25	26	26	28	1	1	5	1	2	1	1	1	2	2	1	1	1	2	2	4	2	4	1	2	3	5	1	2	3	1	1	1	2	2
7500	-211.743761530778414	-210.285502713267931	-1.458258817510480	0.000111658498619	0.000036640986919	0.328152244314564	0.557973815650175	3	10	17	20	20	20	22	21	22	23	23	24	23	26	29	28	27	31	32	32	35	37	39	39	45	45	41	47	48	51	0	0	2	3	3	3	6	6	3	6	4	7	6	8	16	11	11	11	14	13	17	19	0	16	27	22	22	25	25	29	1	1	3	1	2	1	1	1	2	1	2	1	1	2	1	3	2	3	2	4	3	1	1	5	2	3	2	2	2	1
8000	-185.051054272992872	-183.646365724495070	-1.404688548497815	0.000078785390288	0.000031001108805	0.393488039994670	0.582064360445047	4	9	19	20	21	20	22	21	21	23	23	25	24	25	29	28	27	31	32	33	33	37	38	41	43	43	43	47	48	50	0	0	2	3	3	3	6	6	3	6	9	7	6	8	14	6	9	17	16	13	17	19	0	22	24	24	24	25	26	29	1	1	5	1	1	1	1	1	1	2	2	2	2	2	2	2	3	2	2	4	3	2	1	2	1	1	1	3	1	1
8500	-192.931214424717581	-191.528328398701007	-1.402886026016580	0.000062188350169	0.000024659215808	0.396524682532852	0.416343067034180	2	9	19	19	21	20	22	22	22	24	23	25	24	26	29	28	29	33	33	33	33	37	38	41	45	44	43	46	48	51	0	0	2	2	4	4	3	6	4	8	3	7	11	10	12	8	9	17	16	13	17	16	0	22	27	24	24	26	28	29	1	1	5	4	1	1	2	2	1	1	4	2	1	1	2	2	3	2	2	4	2	4	1	2	1	2	2	2	1	2
9000	-204.560804594189051	-203.154518791730254	-1.406285802458805	0.000087998351768	0.000034395726753	0.390867852209251	0.505466531534170	3	10	20	18	22	20	20	22	22	23	24	24	24	27	29	27	28	33	32	33	33	37	38	41	44	45	43	48	46	48	0	0	2	2	4	4	4	6	3	6	9	4	3	8	7	6	9	4	14	15	17	19	0	22	27	24	24	29	24	29	1	1	3	4	2	1	1	2	1	1	1	3	2	2	4	2	3	7	4	1	2	2	1	2	1	2	1	1	2	2
9500	-214.380511724246730	-212.966771056619848	-1.413740667626894	0.000089031293328	0.000033779987316	0.379417012296547	0.527441682602598	3	9	19	18	21	20	23	21	21	23	23	24	24	24	29	28	29	32	33	33	35	37	39	41	44	44	42	47	47	51	0	0	4	2	4	3	6	4	3	4	9	7	10	3	7	13	16	17	14	15	17	19	0	22	24	24	22	25	26	29	1	1	1	5	1	1	1	3	2	2	1	1	1	1	4	2	1	2	3	2	3	2	1	2	2	1	3	2	1	2
10000	-194.683102973979828	-192.757349159409671	-1.925753814570151	0.000114369844132	0.000017257748970	0.150894224793573	0.529853806672434	4	8	20	19	22	20	22	21	22	24	24	24	23	26	29	27	28	31	33	33	33	37	38	41	44	43	44	47	45	49	0	0	4	2	3	4	6	6	4	6	9	7	8	6	14	8	11	17	16	16	17	16	0	22	26	24	24	26	24	29	1	1	1	4	1	1	1	1	1	2	2	1	1	4	1	3	2	1	3	3	2	6	1	2	1	1	1	2	1	1
10500	-212.490164035218385	-210.626471538173973	-1.863692497044420	0.000092272433680	0.000015009375218	0.162663697260909	0.421288446351666	3	8	20	19	21	20	22	21	21	23	23	24	22	26	29	28	29	33	32	31	34	38	37	41	45	42	44	46	48	50	0	0	4	2	3	4	8	6	4	6	9	7	6	8	14	4	9	17	14	13	17	20	0	20	26	24	24	26	26	28	1	1	1	6	1	1	1	1	2	1	2	1	1	2	2	4	3	1	2	4	2	3	1	5	2	1	1	2	4	2
11000	-217.647633895032925	-216.285032317466545	-1.362601577566394	0.000085441377276	0.000045194200559	0.528949813305700	0.526174800684097	1	9	20	18	21	19	21	22	22	23	24	24	24	26	29	28	27	33	33	33	34	36	38	41	44	45	42	47	48	50	0	0	4	2	4	4	6	6	4	4	4	7	6	10	10	10	9	17	16	14	17	16	0	16	27	25	22	27	26	26	1	1	1	4	1	1	1	1	3	3	2	2	2	1	2	1	3	3	2	3	4	4	1	8	1	1	3	2	2	2
11500	-216.645668058000041	-215.263296560478210	-1.382371497521843	0.000061201598799	0.000026902798704	0.439576730542093	0.503276204294342	3	9	20	19	21	20	23	22	21	23	24	25	25	25	28	29	27	32	32	32	33	37	39	41	45	44	43	46	47	51	0	0	4	2	2	4	5	6	4	6	9	7	8	6	5	15	9	17	16	14	17	16	0	4	27	22	24	25	25	29	1	1	1	6	5	1	2	1	1	2	2	1	2	2	3	1	3	3	1	4	2	3	1	11	1	3	1	1	1	3
12000	-202.191349302312517	-200.721076502648572	-1.470272799663934	0.000106831876955	0.000033918031781	0.317489804992975	0.584478976796751	3	9	20	19	22	21	23	22	23	24	24	25	24	27	29	29	28	32	33	32	33	36	38	41	44	45	43	47	49	50	0	0	4	2	3	3	6	6	4	4	9	7	6	6	7	14	11	17	16	6	17	13	0	22	27	25	24	26	28	28	1	1	1	6	1	1	1	1	2	2	1	1	1	2	3	1	2	2	2	6	2	4	1	3	1	1	1	2	1	2
12500	-203.932216110563189	-202.453281042341700	-1.478935068221497	0.000076166099794	0.000023639136412	0.310362962998238	0.487900538640094	2	7	19	17	21	19	21	21	22	23	24	23	24	27	30	28	29	32	31	32	35	37	38	40	44	42	43	47	45	50	0	0	4	2	3	4	4	6	6	7	9	7	4	10	16	13	11	17	16	13	17	16	0	22	22	24	26	26	26	29	1	1	1	4	1	2	2	1	1	1	1	1	3	2	1	2	2	1	1	4	2	3	1	2	3	1	1	3	2	2
13000	-195.061733555590990	-193.700487255782434	-1.361246299808543	0.000069802411690	0.000041229196080	0.590655753601669	0.544724754832962	4	10	20	19	22	20	22	22	22	23	23	24	22	25	29	27	29	32	32	30	34	38	39	41	44	45	42	46	47	51	0	0	4	2	3	4	6	6	4	6	9	7	6	8	7	13	11	17	14	13	18	19	0	22	22	24	22	25	26	24	1	1	1	3	1	1	1	1	1	1	1	1	1	2	2	2	3	2	3	4	1	3	1	2	2	2	2	1	1	4
13500	-191.499391345369730	-190.129857377141406	-1.369533968228322	0.000079204465423	0.000038268553629	0.483161567024388	0.463212583458376	3	9	21	19	21	20	21	22	21	23	23	25	25	25	29	28	28	32	32	33	33	38	38	40	45	45	42	47	48	50	0	0	4	2	4	4	4	6	4	8	9	7	8	8	16	8	11	17	16	4	17	16	0	22	27	24	22	25	24	25	1	1	1	4	1	1	2	1	1	1	1	2	1	2	1	3	3	2	2	6	2	6	1	1	2	4	2	1	4	2
14000	-200.477044020476427	-199.107117747676909	-1.369926272799514	0.000102794727750	0.000049484213694	0.481388635173554	0.516562853239518	3	9	20	18	21	20	23	22	22	24	24	21	24	26	29	29	28	32	32	33	33	37	39	42	44	45	42	47	47	50	0	0	4	2	4	4	8	6	3	8	3	3	8	8	14	6	9	16	14	14	17	19	0	19	27	25	22	26	26	28	1	1	2	4	1	1	1	1	2	1	2	1	1	1	2	5	3	1	3	3	3	3	1	4	1	1	2	1	1	2
14500	-189.790888455962914	-188.285497781202707	-1.505390674760213	0.000112605238802	0.000032761957736	0.290945235624403	0.558463868850422	4	9	20	19	22	21	22	22	21	23	23	25	24	26	30	28	28	32	30	33	34	37	39	41	44	44	43	47	47	50	0	0	4	2	3	3	6	6	3	6	9	7	6	3	12	14	11	17	16	13	20	20	0	22	24	24	24	25	22	28	1	1	1	4	1	1	1	1	1	1	1	2	2	2	2	1	2	1	2	4	1	2	1	2	2	2	1	1	5	2
15000	-203.422308901860504	-202.002591777914489	-1.419717123946006	0.000071325739383	0.000026464036430	0.371030663814363	0.410053009076808	4	9	21	19	22	21	23	22	22	23	24	25	24	26	30	27	26	31	32	33	33	37	37	41	45	44	43	47	49	50	0	0	4	2	3	4	4	6	4	6	9	7	8	8	7	13	9	17	16	14	17	20	0	22	27	22	22	24	28	24	1	1	2	6	1	2	2	1	1	1	1	1	1	2	3	2	2	2	3	2	4	2	1	2	1	4	3	3	2	4
15500	-209.929954329393951	-208.569122244423511	-1.360832084970430	0.000069700935430	0.000039715887752	0.569804228696353	0.389836649584623	3	9	20	18	22	20	22	22	21	23	24	24	24	26	30	29	25	32	33	32	35	38	37	41	44	45	43	48	48	50	0	0	4	2	3	4	4	6	4	4	4	7	8	8	7	8	11	16	16	8	17	16	0	22	22	27	22	26	26	29	1	1	1	4	2	2	2	1	2	2	2	1	1	2	4	3	1	2	2	6	4	5	1	2	3	1	2	1	2	1
16000	-205.157907640112029	-203.716083945784618	-1.441823694327398	0.000074611657029	0.000025705565328	0.344524788102098	0.373303417316533	3	7	20	18	21	20	22	21	22	24	24	24	24	25	30	29	29	32	33	32	34	38	38	41	45	44	43	46	49	51	0	0	4	2	4	4	6	6	3	8	9	7	6	6	14	8	11	11	16	6	17	16	0	20	27	24	22	25	28	29	1	1	1	5	1	1	1	1	1	2	1	1	2	3	3	4	2	4	4	7	2	3	1	5	2	1	2	1	2	1
16500	-193.645881447788014	-191.953973421044793	-1.691908026743234	0.000097135725622	0.000020014365459	0.206045359016890	0.468523033240958	2	10	20	19	20	21	21	21	23	23	24	24	24	26	28	29	28	32	33	34	35	37	38	40	44	43	42	46	48	51	0	0	4	2	4	2	4	4	6	8	9	7	10	8	14	14	9	17	16	13	17	14	0	22	27	24	24	26	28	29	1	1	1	5	1	6	1	1	1	1	1	2	1	2	2	2	2	2	2	4	3	4	1	1	1	2	1	1	1	2
17000	-208.468256840380491	-206.981919397549035	-1.486337442831462	0.000084235070303	0.000025657841208	0.304598086234675	0.534101741575019	3	10	20	18	21	18	22	22	22	23	21	24	24	27	29	29	28	33	33	32	34	36	38	41	45	44	43	47	46	50	0	0	4	2	4	2	6	6	6	4	4	8	8	10	7	14	9	17	14	14	17	16	0	19	24	24	24	25	24	29	1	1	1	3	1	2	2	2	3	2	2	1	1	2	3	1	3	2	3	2	2	3	1	4	2	1	1	1	2	2
17500	-211.290579238593295	-209.834440726990152	-1.456138511603150	0.000075504362057	0.000024926962022	0.330139363376452	0.446040634954717	4	9	21	19	22	20	22	21	22	22	24	25	24	27	29	29	27	32	32	34	34	37	38	42	45	44	44	48	46	50	0	0	6	2	4	2	8	4	6	4	9	6	7	8	7	10	9	11	14	16	17	14	0	22	27	24	24	26	26	29	1	1	1	7	2	5	1	2	1	2	2	2	1	4	3	2	2	5	3	3	5	4	1	2	1	1	1	2	1	2
18000	-206.613528380747169	-205.181629812669485	-1.431898568077685	0.000074480730955	0.000026490438864	0.355668352391206	0.422505360672227	3	10	21	19	21	19	20	21	21	23	24	24	24	26	27	28	27	32	32	33	34	35	36	41	44	45	44	47	48	51	0	0	4	2	4	2	4	4	6	6	9	7	10	13	4	14	11	17	16	13	18	14	0	22	22	25	22	26	26	29	1	1	1	4	1	4	1	1	1	2	2	2	1	1	3	2	1	2	2	6	1	4	1	3	4	1	4	1	2	2
18500	-192.232114642594098	-190.605206536383065	-1.626908106211026	0.000087337698024	0.000019993811284	0.228925329345845	0.424619816685939	4	9	20	18	22	18	22	21	21	23	24	25	24	27	29	28	29	31	32	33	34	38	37	42	45	44	44	46	46	50	0	0	4	2	6	2	4	3	4	8	9	7	8	4	16	8	9	17	16	13	17	16	0	22	27	24	22	26	26	29	1	1	1	3	2	4	2	1	2	1	2	2	1	4	1	3	4	1	2	4	2	4	1	2	1	1	3	1	1	2
19000	-202.985934229193703	-201.597261657305211	-1.388672571888505	0.000047859553462	0.000020303850472	0.424238192873703	0.414441812654876	3	9	20	19	21	21	22	21	22	23	22	24	24	27	27	29	29	31	32	32	34	37	39	41	45	44	43	46	48	50	0	0	4	2	4	2	8	4	4	4	4	7	6	13	6	15	4	17	16	14	17	17	0	22	27	24	22	26	28	28	1	1	1	5	1	6	1	1	2	2	1	1	2	1	4	2	6	1	1	2	3	5	1	3	1	1	3	1	1	2
19500	-216.701165208200393	-215.258611161746131	-1.442554046454268	0.000073962994523	0.000025424478035	0.343745925904875	0.421424150472882	4	10	20	18	21	20	21	19	22	21	24	25	25	27	30	29	29	32	31	34	34	37	35	41	45	44	43	48	49	48	0	0	4	2	4	8	4	4	3	6	9	7	6	8	14	4	11	17	14	16	17	13	0	22	27	24	22	24	30	26	1	1	1	5	2	1	1	1	1	1	1	2	2	4	3	7	2	2	2	2	3	7	1	2	1	1	2	3	1	2
20000	-184.132114890933877	-182.674199968481673	-1.457914922452214	0.000065921216923	0.000021653290202	0.328472246302844	0.541561719439229	4	10	19	18	21	20	22	21	22	23	23	24	24	26	28	29	29	32	31	32	34	37	38	41	43	44	44	47	48	51	0	0	4	2	4	4	4	6	4	8	9	4	8	8	7	8	9	17	16	16	17	16	0	22	24	24	25	24	26	29	1	1	1	4	2	1	1	1	2	1	1	3	2	2	4	4	4	1	1	1	3	4	1	1	1	2	1	2	2	1
20500	-196.445607519134029	-195.055951463047649	-1.389656056086394	0.000082609817032	0.000034865705574	0.422052811962855	0.482230153568880	3	8	20	19	22	21	22	22	22	23	23	24	24	26	30	29	29	32	31	32	35	37	39	41	42	45	44	48	47	51	0	0	4	2	3	4	4	6	4	6	9	4	6	6	7	13	9	17	14	8	17	20	0	22	24	24	25	26	26	29	1	1	1	6	1	1	2	1	1	1	1	2	1	4	4	2	3	1	2	6	3	3	1	1	1	1	1	2	1	2
21000	-193.199625451855155	-191.730294160301639	-1.469331291553523	0.000090678634992	0.000028862211108	0.318291195171204	0.471814005669931	3	8	21	19	21	21	22	22	21	24	24	25	24	24	28	29	28	32	31	33	34	34	39	40	43	45	44	47	49	51	0	0	4	2	4	4	4	6	4	7	9	7	8	6	14	14	11	17	14	19	17	19	0	22	24	25	24	25	28	28	1	1	1	5	1	1	2	1	1	1	2	2	1	2	2	3	2	2	3	1	3	2	1	2	2	1	2	2	1	2
21500	-196.284399157407478	-194.733231285406390	-1.551167872001097	0.000085948904473	0.000022646846997	0.263491979754031	0.496193956344103	4	9	21	18	21	21	22	22	20	24	23	25	24	26	29	29	27	32	32	33	33	36	38	42	43	44	44	46	48	51	0	0	9	2	4	4	4	6	4	8	4	7	6	8	14	13	11	17	14	19	17	16	0	22	22	24	25	25	28	29	1	1	1	4	2	2	2	1	1	1	3	1	2	2	1	3	2	2	3	1	3	4	1	3	4	1	1	1	1	2
22000	-192.024886016506173	-190.548208246444034	-1.476677770062146	0.000084370144283	0.000026338571851	0.312178817223591	0.496054285105245	2	10	20	18	21	20	23	22	21	24	23	24	23	26	30	29	28	32	32	33	34	37	38	41	43	43	44	46	49	51	0	0	4	2	3	4	6	6	4	6	9	7	6	8	14	14	4	11	16	14	17	14	0	22	24	24	25	24	24	28	1	1	1	3	1	1	1	1	2	2	1	1	2	2	2	1	4	5	1	4	3	6	1	2	1	1	1	2	4	3
22500	-214.636116483450593	-213.257579494135200	-1.378536989315393	0.000056867516539	0.000025610581633	0.450355197342583	0.496675565274826	3	9	20	18	22	20	22	21	21	22	23	23	25	27	29	28	28	33	30	34	34	37	38	40	44	44	43	48	48	51	0	0	4	2	4	4	6	4	4	8	4	7	8	10	7	14	11	9	6	16	17	16	0	22	24	24	22	26	26	29	1	1	1	4	1	1	1	2	2	1	3	1	2	2	4	1	2	6	3	2	3	6	1	1	3	2	3	2	3	2
23000	-183.592688476297923	-182.195828053138257	-1.396860423159678	0.000072765172180	0.000029642088232	0.407366427421418	0.552849716952274	2	9	20	19	21	20	23	22	22	23	23	24	23	26	29	28	29	32	32	33	35	37	39	42	44	45	42	47	48	51	0	0	4	2	4	4	6	4	3	6	9	7	8	6	7	14	11	17	16	14	17	20	0	22	27	24	22	25	28	29	1	1	1	5	1	1	1	1	1	2	1	1	1	2	3	1	2	2	2	4	2	2	1	3	1	2	2	1	1	2
23500	-194.034145265607691	-192.664801560653586	-1.369343704954103	0.000071381840499	0.000034551538343	0.484038210572824	0.542804385738534	3	9	21	18	20	20	22	21	22	23	24	24	24	26	29	29	29	31	31	34	33	35	39	40	45	44	44	47	48	51	0	0	2	2	4	4	4	6	4	3	9	7	6	8	3	3	11	17	15	16	17	16	0	22	27	24	22	26	28	29	1	1	7	3	1	1	2	1	2	1	1	1	2	2	4	4	2	1	1	1	2	3	1	3	1	2	3	1	1	2
24000	-204.781457399363148	-203.184104177636499	-1.597353221726656	0.000071300590111	0.000017196033456	0.241176593752838	0.453491410048226	3	10	19	19	20	20	22	22	22	23	24	25	24	24	28	28	28	32	32	32	33	36	39	41	44	45	43	48	47	50	0	0	2	2	3	3	6	6	4	6	9	7	6	6	4	8	11	17	16	13	17	10	0	22	24	24	22	24	26	29	1	1	5	4	1	1	1	1	1	2	2	2	2	2	4	3	3	2	2	3	3	7	1	3	2	3	4	3	1	2
24500	-203.924389050815563	-202.471079188485533	-1.453309862330043	0.000093266745547	0.000031043296021	0.332844207644593	0.587481688359937	2	10	20	19	21	20	21	21	23	23	24	23	25	26	29	28	27	32	33	32	35	37	38	41	43	44	43	47	48	50	0	0	2	2	4	4	4	6	3	8	3	7	8	10	6	14	11	11	16	13	15	19	0	22	24	24	22	22	26	29	1	1	5	4	1	1	2	1	2	2	2	1	2	1	5	1	1	4	2	3	4	2	1	2	1	2	3	4	3	1
25000	-187.041238780072860	-185.133478084064052	-1.907760696008805	0.000086340670487	0.000013309198169	0.154147496127093	0.529098743286536	3	10	20	19	21	21	23	22	22	24	23	24	24	27	29	27	27	31	32	32	35	37	38	41	44	44	42	46	48	51	0	0	2	2	4	4	4	6	3	4	3	4	8	6	14	10	11	17	16	13	17	20	0	22	27	24	24	26	28	29	1	1	6	5	1	1	2	1	1	2	2	2	1	2	1	1	2	2	2	4	4	2	1	3	1	2	1	1	1	2
25500	-213.488506138954193	-212.088768027630863	-1.399738111323323	0.000088641771485	0.000035638198638	0.402047455065145	0.440633287903525	2	9	18	18	21	20	22	22	23	22	21	25	22	24	29	29	27	31	33	34	34	37	39	41	43	44	44	46	48	49	0	0	2	2	4	4	4	6	3	6	6	7	6	7	14	8	11	9	3	19	17	18	0	22	24	24	24	26	28	22	1	1	4	4	1	1	2	1	2	1	1	1	1	1	2	4	3	3	7	1	4	2	1	2	1	1	2	1	1	6
