step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8
6500	-35.575172243111453	-34.180219828989529	-1.394952414121924	0.000005715876095	0.000004514452863	0.789809433942916	0.724065471373705	5	6	7	7	7	10	8	10	0	1	1	0	2	2	5	7	1	1	1	1	1	1	1	1
7000	-32.618603038130502	-31.124569508039450	-1.494033530091052	0.000008090971265	0.000008788347333	1.086191885382124	0.771242249075723	4	5	6	8	7	9	8	10	0	1	1	0	2	2	5	7	1	1	1	1	1	2	1	1
7500	-26.734465737881145	-25.298651332811200	-1.435814405069944	0.000027238499746	0.000009564569075	0.351141552008618	0.940409963680859	5	6	7	9	6	9	8	10	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
8000	-29.186421126761456	-26.590675833854345	-2.595745292907110	0.000084274726438	0.000006733680278	0.079901538246427	0.887774307572473	5	6	7	9	7	7	8	10	0	1	2	0	1	2	5	7	1	1	1	1	1	1	1	1
8500	-26.456419375968665	-24.971941441210394	-1.484477934758272	0.000098960692580	0.000030283933358	0.306019820274312	0.982541742449664	5	6	8	8	7	9	8	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
9000	-30.392908042339620	-28.986806774308775	-1.406101268030846	0.000041130113723	0.000016088755656	0.391167302979547	0.906511891539451	4	6	6	8	7	9	9	11	0	1	1	0	1	3	5	7	1	1	1	1	1	2	1	1
9500	-28.050229712302706	-25.637563251265917	-2.412666461036789	0.000040036811372	0.000003722128240	0.092967649343223	0.856256118380622	4	6	8	9	6	8	8	10	0	1	2	0	1	2	5	7	1	1	1	1	1	1	1	1
10000	-30.093721658135941	-28.118977609472203	-1.974744048663736	0.000102087924914	0.000014559507864	0.142617335749580	0.939151704615844	4	5	8	8	7	9	8	9	0	1	2	0	2	5	5	7	1	1	1	1	1	1	1	1
10500	-32.285731154672042	-30.908904660968549	-1.376826493703494	0.000046804782257	0.000021325801024	0.455632950221128	0.796988195625833	4	6	7	9	7	9	9	11	0	1	2	0	2	3	5	7	1	1	1	1	1	1	2	1
11000	-31.199165200581646	-29.735297282654823	-1.463867917926825	0.000123273188507	0.000039823770069	0.323052973245029	0.838832807236228	4	6	8	9	6	10	8	11	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
11500	-39.669314485381150	-38.165961529593837	-1.503352955787315	0.000112115953312	0.000032775044090	0.292331672002072	0.587161081534184	3	6	7	8	8	8	9	10	0	1	1	0	3	3	5	3	1	2	2	1	1	1	1	2
12000	-27.428284925435257	-26.059026834033993	-1.369258091401262	0.000032955619065	0.000015964901343	0.484436396449341	0.887776789780215	4	6	7	8	7	9	9	11	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
12500	-26.173795356527879	-24.687518152370991	-1.486277204156887	0.000058581987926	0.000017846643759	0.304643874186854	0.928802841164296	5	6	7	9	7	9	8	11	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
13000	-32.957843351793926	-31.571764085045864	-1.386079266748064	0.000061810997344	0.000026594233593	0.430250841051027	0.835192816751489	5	6	7	7	8	9	9	11	0	1	2	0	3	3	5	7	1	1	1	1	1	1	1	2
13500	-31.484223939709757	-30.078716372434325	-1.405507567275434	0.000033907707716	0.000013296448328	0.392136455803925	0.944951691751273	4	5	7	9	7	8	9	11	0	1	2	0	2	5	5	7	1	1	1	1	1	1	1	1
14000	-28.503300908263626	-26.495023051300638	-2.008277856962989	0.000075359730976	0.000010353833034	0.137392117780307	0.732726063170598	5	6	7	8	7	9	8	11	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	2
14500	-26.403967858851843	-25.034239251230467	-1.369728607621376	0.000030587130159	0.000014751446052	0.482276237591335	0.738564558878438	5	6	7	9	7	9	8	10	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
15000	-27.766549726829190	-26.114746688200530	-1.651803038628660	0.000043534434872	0.000009559049220	0.219574441434206	0.920991357043604	4	5	7	8	7	9	9	10	0	1	2	0	2	2	5	7	1	1	1	1	1	2	1	1
15500	-30.768818867422034	-29.262949669401479	-1.505869198020557	0.000066827460852	0.000019421531927	0.290622023930208	0.720208561416004	4	5	7	8	6	9	8	9	0	1	1	0	1	2	5	7	1	1	1	1	1	2	1	1
16000	-31.112446875488800	-29.192149819520260	-1.920297055968541	0.000027916566186	0.000059678023926	2.137727954331860	0.896321062450002	4	6	8	9	7	9	8	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
16500	-32.817926789635870	-30.696717196619090	-2.121209593016780	0.000022934944543	0.000002797358299	0.121969263684166	0.817450313462982	3	5	7	7	6	8	8	10	0	1	1	0	2	3	5	7	1	1	2	1	1	1	1	1
17000	-29.716409635024004	-28.345653809721739	-1.370755825302264	0.000056713736457	0.000038536961113	0.679499597804220	0.937605541373169	4	6	7	7	6	8	8	10	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
17500	-25.659067271419332	-23.493513462211563	-2.165553809207768	0.000061270057474	0.000007149148334	0.116682579205780	0.910066008468202	4	6	7	8	7	9	8	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
18000	-34.200816398284566	-32.813915801097302	-1.386900597187266	0.000064996910646	0.000027838517161	0.428305236111990	0.543845048280586	4	6	6	8	7	10	8	11	0	1	1	0	1	3	5	7	1	1	1	1	2	2	1	1
18500	-31.446665620000115	-30.083092841708023	-1.363572778292092	0.000025958155777	0.000013483144592	0.519418432801606	0.651002080214923	5	6	7	9	7	10	9	11	0	1	1	0	2	1	5	7	1	1	1	1	1	2	1	1
19000	-26.063295907665918	-24.686054550824711	-1.377241356841207	0.000048223037724	0.000034459526300	0.714586387069028	0.936407468245451	5	6	8	8	7	10	8	10	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
19500	-34.746071066702598	-33.376038807716803	-1.370032258985792	0.000018032028896	0.000008671915516	0.480917348008127	0.893352702620733	4	5	7	7	6	7	8	10	0	1	2	0	1	2	5	7	1	1	1	1	1	1	2	1
20000	-32.903303219427173	-31.540786467468632	-1.362516751958543	0.000042546042997	0.000022545362462	0.529905036370415	0.794126334550665	4	5	6	9	6	8	8	9	0	1	1	0	1	2	5	7	1	1	1	1	1	2	1	1
20500	-30.420142651722202	-28.987304207358314	-1.432838444363887	0.000043834690854	0.000040136579708	0.915635058121057	0.858115162593097	4	5	6	8	8	8	9	11	0	1	1	0	3	3	5	7	1	1	1	1	1	1	1	1
21000	-33.597885311373879	-31.953121664329906	-1.644763647043973	0.000098738034635	0.000021933421290	0.222137511354466	0.603946175781085	4	6	7	8	7	9	8	11	0	1	2	0	2	1	5	7	1	1	1	1	1	3	1	2
21500	-35.529978473607066	-34.169145890033406	-1.360832583573662	0.000036239589896	0.000020674498468	0.570494824216829	0.899025855772649	4	5	6	7	7	9	8	10	0	1	1	0	1	3	2	7	1	1	1	1	2	1	1	1
22000	-27.993592852345706	-25.688375413603552	-2.305217438742156	0.000057359743035	0.000005864608823	0.102242592319562	0.975896115310649	3	6	7	8	7	9	8	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
22500	-28.777803124121590	-27.408121741332021	-1.369681382789568	0.000069268580829	0.000033421397343	0.482489996811800	0.854160996177175	5	6	8	9	7	9	9	10	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
23000	-28.897208233515638	-27.532851512307346	-1.364356721208294	0.000068288564832	0.000035033067044	0.513015131163277	0.942039315409274	5	6	7	8	8	9	7	10	0	1	1	0	7	3	1	7	1	1	1	1	1	1	1	1
23500	-30.975621467982808	-28.155982194597005	-2.819639273385802	0.000029554944405	0.000001990971768	0.067365099405959	0.719541596034249	5	6	8	8	7	8	8	10	0	1	2	0	2	1	5	7	1	1	1	1	1	2	1	1
24000	-27.655620071011139	-25.652473804960565	-2.003146266050575	0.000021086381607	0.000002913512278	0.138170328730092	0.997211117923813	4	5	7	9	7	9	9	10	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
24500	-28.557287442338083	-26.802757711504555	-1.754529730833529	0.000092322003785	0.000017349978988	0.187928969006408	0.780950755935811	4	5	7	8	7	8	9	11	0	1	2	0	2	2	5	7	1	1	1	1	1	1	1	1
25000	-32.309615225244016	-30.018490540813382	-2.291124684430632	0.000065260313588	0.000006758785570	0.103566550608681	0.751630434744326	3	6	8	8	7	9	9	10	0	1	2	0	2	2	5	7	1	2	1	1	1	1	1	1
25500	-28.103897870957205	-26.495964669863096	-1.607933201094108	0.000080831179430	0.000019127341263	0.236633207603545	0.843466288053244	4	6	7	8	7	9	8	9	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
26000	-26.014026697633767	-23.762360562297669	-2.251666135336097	0.000046700590803	0.000005016675966	0.107422109221394	0.984456204573300	5	6	7	9	7	9	9	10	0	1	1	0	1	2	5	7	1	1	1	1	1	1	1	1
26500	-30.884722525748554	-29.215937180754260	-1.668785344994296	0.000062784048502	0.000013412735088	0.213632847965930	0.911163985261571	4	6	7	8	6	9	9	11	0	1	1	0	1	3	5	7	1	1	1	1	1	1	2	1
27000	-28.714733070303218	-27.173155210289806	-1.541577860013410	0.000041978487364	0.000050714373652	1.208103884541292	0.901847950054944	4	6	8	8	7	10	8	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
27500	-27.195532266006218	-25.618063278762364	-1.577468987243854	0.000050634642693	0.000012671327511	0.250250161489877	0.996359974570081	4	5	6	8	7	9	9	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
28000	-29.643215586112433	-27.444934593033107	-2.198280993079328	0.000120779815045	0.000013650090286	0.113016320490671	0.903515592496768	4	5	7	8	7	8	9	11	0	1	1	0	2	2	5	7	1	1	1	1	1	1	1	1
28500	-30.117218078570559	-28.207109344892405	-1.910108733678155	0.000090818587854	0.000013960268213	0.153715979763366	0.914544644521887	5	6	6	8	7	10	8	10	0	1	1	0	3	3	5	7	1	1	1	1	1	2	1	1
29000	-32.123926605975136	-30.736257628058596	-1.387668977916543	0.000076613421968	0.000032677188492	0.426520414475444	0.793112807379502	4	6	5	9	7	9	8	10	0	1	1	0	3	2	5	7	1	1	1	1	1	2	1	1
29500	-30.186534075266692	-28.049179993066161	-2.137354082200533	0.000050289035692	0.000006034676520	0.119999845623438	0.873596871763072	4	6	7	8	7	8	9	10	0	1	1	0	1	2	5	7	1	1	2	1	1	1	1	1
30000	-29.300459828696873	-27.395156138373999	-1.905303690322874	0.000089221959618	0.000013793833858	0.154601332648786	0.809126160782631	4	6	8	8	7	9	8	10	0	1	2	0	2	1	5	7	1	1	1	1	1	2	1	1
30500	-29.259909932140690	-27.897320054497936	-1.362589877642755	0.000077555840797	0.000047589572756	0.613616876136397	0.985138821006097	5	6	7	8	8	9	9	10	0	1	1	0	1	2	5	7	1	1	1	1	1	1	1	1
31000	-31.301646952423887	-29.882275330923306	-1.419371621500582	0.000021358784192	0.000018665433491	0.873899624778326	0.906366424419766	5	6	8	9	7	10	8	11	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	2
31500	-30.170587040382191	-28.647330443760161	-1.523256596622030	0.000064273185778	0.000017960922461	0.279446587927853	0.918693367114340	4	5	8	9	7	10	9	11	0	1	2	0	2	3	5	7	1	1	2	1	1	1	1	1
32000	-29.582918739001553	-27.398020154437429	-2.184898584564122	0.000093966848119	0.000010758505340	0.114492563659057	0.683731395017684	5	6	7	8	8	9	9	10	0	1	1	0	2	1	5	7	1	1	1	1	1	2	1	1
32500	-31.105773236680754	-29.490104265159189	-1.615668971521565	0.000113409540438	0.000026472660351	0.233425338365495	0.949185087867593	3	5	8	9	7	9	8	9	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
33000	-27.918741972304563	-26.453728705940414	-1.465013266364150	0.000052033102710	0.000016756663932	0.322038530453286	0.969156863376171	5	6	8	7	7	7	8	10	0	1	2	0	1	1	5	7	1	1	1	1	1	1	1	1
33500	-36.906275901285319	-35.527875055575983	-1.378400845709338	0.000072983084940	0.000052564462179	0.720228012042967	0.904760690849852	4	5	8	8	7	9	9	10	0	1	2	0	1	3	5	3	1	1	1	1	1	1	2	1
34000	-29.606508312957310	-27.802152207327229	-1.804356105630082	0.000045228041375	0.000007940108418	0.175557202492906	0.604595097077239	5	6	8	8	7	9	8	10	0	1	2	0	1	1	5	7	1	1	1	1	1	1	1	1
34500	-30.782771922936952	-28.489808645828752	-2.292963277108198	0.000066646485411	0.000006890732453	0.103392285592188	0.980319358464882	5	6	7	8	6	9	9	10	0	1	1	0	1	5	5	7	1	1	1	1	1	1	1	1
35000	-25.969632140759060	-24.607231165725146	-1.362400975033912	0.000052258819126	0.000031935828770	0.611108886575358	0.912992424751097	5	6	7	8	7	9	9	11	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
35500	-27.525100859185866	-25.942184756260104	-1.582916102925761	0.000104311252999	0.000025836935741	0.247690781176223	0.979187224516630	5	6	8	9	7	9	8	10	0	1	2	0	2	2	5	7	1	1	1	1	1	1	1	1
36000	-27.483495860401195	-25.774443546046083	-1.709052314355114	0.000097433418550	0.000019560390999	0.200756488791568	0.995842077565699	4	6	7	9	7	9	9	11	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
36500	-36.799448650686720	-35.285128372234425	-1.514320278452298	0.000087091622836	0.000024826026953	0.285056428448612	0.745708116339259	3	6	8	8	7	10	8	10	0	1	1	0	1	2	5	7	1	1	2	1	1	2	1	1
37000	-28.926428388290496	-27.526395934889813	-1.400032453400685	0.000072840175880	0.000029246678822	0.401518509097002	0.935253337198187	5	6	8	8	7	9	8	11	0	1	1	0	1	2	5	7	1	1	1	1	1	1	1	1
37500	-35.995848428886660	-34.346816280980050	-1.649032147906611	0.000080907555833	0.000017846269017	0.220576049212537	0.706092910191981	3	5	8	9	7	9	8	11	0	1	1	0	2	2	5	7	1	1	1	1	1	2	1	1
38000	-25.643272352442377	-24.269614026490352	-1.373658325952026	0.000061425740694	0.000028649158489	0.466403142481249	0.991314822305307	4	6	7	8	7	9	8	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
38500	-35.881506195264798	-34.006363718664446	-1.875142476600351	0.000031109593197	0.000004989094533	0.160371577397465	0.676542408359603	4	5	7	8	6	7	8	11	0	1	2	0	2	2	5	7	1	1	1	1	1	2	1	2
39000	-27.045592960423782	-25.324032991732977	-1.721559968690806	0.000053286942753	0.000010500883744	0.197062980183570	0.910978024184964	4	6	7	8	7	9	8	10	0	1	1	0	2	2	5	7	1	1	1	1	1	1	1	1
39500	-28.619162464028545	-27.111592230783387	-1.507570233245157	0.000075550320699	0.000021870326750	0.289480263592027	0.896369623319917	5	6	7	9	7	10	9	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
40000	-27.604739904262729	-26.056081510186822	-1.548658394075908	0.000048119158130	0.000012743853336	0.264839490780963	0.935093361577073	4	5	7	9	6	9	8	9	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
40500	-38.429480788983220	-36.841582085814203	-1.587898703169018	0.000179533844291	0.000044057523482	0.245399543781438	0.784579579640493	5	6	7	5	7	8	8	11	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
41000	-35.509676301145646	-34.042869255581351	-1.466807045564298	0.000034035155026	0.000034479646831	1.013059784933506	0.805184973385653	4	5	7	8	7	10	8	10	0	1	1	0	2	3	5	7	1	1	2	1	1	2	1	2
41500	-30.137429806559467	-28.772581235108262	-1.364848571451206	0.000081551859552	0.000051975513073	0.637330814508841	0.996342346798809	4	6	8	8	7	9	9	10	0	1	2	0	2	3	5	3	1	1	1	1	1	1	1	1
42000	-28.473120725076665	-27.027122311580236	-1.445998413496428	0.000048576392489	0.000016522869410	0.340141961211332	0.739140001549119	4	6	7	8	7	9	8	10	0	1	2	0	1	2	5	7	1	1	1	1	1	1	1	1
42500	-32.895783019438596	-31.534778275096752	-1.361004744341841	0.000030888981319	0.000017195901249	0.556700173152112	0.901836108843505	5	6	8	8	7	7	9	11	0	1	1	0	2	2	5	7	1	1	2	1	1	1	1	1
43000	-28.779901814301521	-27.363357705292259	-1.416544109009262	0.000092126866813	0.000034584776566	0.375403807408451	0.975216647423375	4	6	7	9	7	9	9	11	0	1	2	0	2	2	5	7	1	1	1	1	1	1	1	1
43500	-30.524088283276321	-29.125952949911131	-1.398135333365188	0.000093203737050	0.000074717564125	0.801658458018517	0.753350759555684	5	6	8	8	7	9	9	11	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
44000	-31.494221979534963	-29.181961625412370	-2.312260354122593	0.000140451491752	0.000014268600411	0.101590949538563	0.896755955292596	4	5	7	9	7	9	8	9	0	1	2	0	2	2	5	7	1	1	1	1	1	2	1	1
44500	-33.187564374717041	-31.818445918508406	-1.369118456208634	0.000107915709350	0.000052348929799	0.485090911357690	0.833008180033848	4	5	6	8	8	9	9	10	0	1	1	0	2	3	5	5	1	1	1	1	1	2	1	1
45000	-35.100287864877110	-32.929197709301839	-2.171090155575270	0.000190679644984	0.000022128161676	0.116048892779487	0.965115850171040	4	6	5	9	6	10	8	10	0	1	1	0	3	7	5	7	1	1	1	1	1	1	1	1
45500	-26.742749884622981	-25.360453805762795	-1.382296078860185	0.000046193484204	0.000034101014555	0.738221312862298	0.976909907680297	4	5	7	9	7	9	8	10	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
46000	-32.743375341998579	-31.381643814786127	-1.361731527212455	0.000053709344587	0.000029022471661	0.540361679783235	0.954622355215795	5	6	7	9	6	10	8	11	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	2
46500	-31.732542278360498	-30.062156308886884	-1.670385969473614	0.000054740097172	0.000083399223577	1.523549059759184	0.953163336245170	4	6	7	8	7	8	9	10	0	1	1	0	2	2	5	7	1	1	1	1	1	1	1	1
47000	-27.692360413064943	-25.492465733799747	-2.199894679265197	0.000080114183414	0.000009040116101	0.112840394988129	0.841570358759999	5	6	8	8	7	9	8	10	0	1	2	0	1	2	5	7	1	1	1	1	1	2	1	1
47500	-35.078453869658269	-33.712123505798530	-1.366330363859740	0.000059011051954	0.000038332777697	0.649586415219819	0.759034575223839	5	6	6	8	7	10	9	11	0	1	1	0	1	2	5	6	1	1	1	1	1	2	1	1
48000	-30.092466423052198	-28.711908227199977	-1.380558195852219	0.000021533700112	0.000009571949175	0.444510192153829	0.816698552992593	5	6	8	9	7	10	8	11	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
48500	-37.847322328140777	-36.477822977284390	-1.369499350856384	0.000034073165949	0.000022887387457	0.671712968835671	0.622099759179029	5	6	6	7	7	9	6	10	0	1	1	0	7	2	1	7	1	1	1	1	1	1	1	2
49000	-34.887113613035417	-31.029168839249945	-3.857944773785472	0.000085349826172	0.000002976618613	0.034875508796176	0.631969758964712	4	6	7	8	6	9	8	7	0	1	2	0	1	3	8	5	1	1	1	1	1	1	1	1
49500	-29.778697555553471	-27.523735605150112	-2.254961950403360	0.000056603437061	0.000006061739757	0.107091372387842	0.777247097254890	4	5	6	7	7	9	8	10	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
50000	-30.818496775317072	-29.436379956321886	-1.382116818995185	0.000041280705594	0.000018173974344	0.440253481202488	0.934742785544765	4	5	7	9	8	9	9	11	0	1	2	0	3	2	5	7	1	1	1	1	1	2	1	1
50500	-29.698424372283370	-28.307252128638115	-1.391172243645254	0.000061037576019	0.000025561120910	0.418776802371209	0.951406998228500	3	5	7	8	8	10	9	11	0	1	2	0	3	3	5	7	1	1	1	1	1	1	1	1
51000	-26.570882290417224	-25.062883918635460	-1.507998371781764	0.000046256332293	0.000013377083307	0.289194638738924	0.969161259276987	4	6	6	8	6	9	8	10	0	1	1	0	1	2	5	7	1	1	1	1	1	1	1	1
51500	-31.770931464924519	-30.385958408944145	-1.384973055980375	0.000022831084803	0.000017120685003	0.749884867531780	0.952116235350256	5	6	8	8	7	10	9	11	0	1	2	0	1	3	5	7	1	1	2	1	1	1	1	1
52000	-29.174013444442082	-27.787142415764357	-1.386871028677723	0.000062611471985	0.000026821163713	0.428374591158812	0.624769087385104	5	6	8	9	7	9	8	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
52500	-30.148445444279371	-28.306453460801816	-1.841991983477555	0.000120193407721	0.000020093139265	0.167173388670752	0.994946323794708	4	5	7	9	8	10	9	10	0	1	2	0	3	3	5	7	1	1	1	1	1	1	1	1
53000	-28.228090615339017	-26.600027573867706	-1.628063041471310	0.000088131918301	0.000020135783119	0.228473219546638	0.916534173253378	4	5	8	8	7	10	8	10	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
53500	-30.396499296783325	-29.033080111279858	-1.363419185503466	0.000046304588647	0.000028865755751	0.623388666112234	0.974410084504132	5	6	7	6	7	8	9	11	0	1	1	0	2	1	5	7	1	1	1	1	1	1	1	1
54000	-25.593760286022427	-24.232921570365392	-1.360838715657036	0.000043800154859	0.000024843227419	0.567194967665601	0.904079171290067	5	6	7	7	7	9	8	10	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
54500	-27.977834062165201	-26.601525757190295	-1.376308304974907	0.000026983929078	0.000019156800920	0.709933711459262	0.870779713203568	4	5	7	8	6	9	8	11	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
55000	-28.981415077891011	-27.224691646191083	-1.756723431699930	0.000078758773319	0.000014755450324	0.187349925632419	0.989369156001276	5	6	8	9	8	9	9	11	0	1	1	0	2	2	5	7	1	1	1	1	1	1	1	1
55500	-29.110434050739052	-27.687228915707347	-1.423205135031704	0.000051587867381	0.000018902493426	0.366413546170406	0.724038403316765	5	6	7	9	7	9	8	10	0	1	1	0	1	5	5	7	1	1	1	1	1	1	1	1
56000	-27.339158859590047	-25.972917964894112	-1.366240894695936	0.000049470736059	0.000024751140449	0.500318823214878	0.915682329760551	5	6	7	8	8	9	9	11	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
56500	-30.073022694346843	-28.347740199568502	-1.725282494778340	0.000030525961317	0.000005982756439	0.195989124684894	0.861736592873260	5	6	7	7	8	9	9	11	0	1	1	0	2	1	5	7	1	1	1	1	1	2	1	1
57000	-29.534820149524506	-28.161535474277127	-1.373284675247380	0.000049923047558	0.000023352769297	0.467775314999877	0.766176674837930	4	5	6	8	7	9	9	10	0	1	1	0	2	3	5	7	1	1	1	1	1	2	1	1
57500	-26.459375704657795	-25.097467667746457	-1.361908036911338	0.000082699034570	0.000044465879550	0.537683175884992	0.952151968144594	5	6	7	8	7	9	9	11	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
58000	-32.412463310522092	-31.046600181291574	-1.365863129230515	0.000051695198522	0.000033389863426	0.645898736842429	0.998478349477569	4	5	7	8	7	7	9	8	0	1	2	0	1	2	8	5	1	1	1	1	1	1	1	1
58500	-31.814112067551616	-30.354151626966786	-1.459960440584829	0.000090534934017	0.000029567046411	0.326581630965805	0.727049175217776	5	6	7	8	7	8	9	8	0	1	2	0	1	2	8	5	1	1	1	1	1	1	1	1
59000	-34.058567504374352	-32.516353576904294	-1.542213927470060	0.000056843865828	0.000015255421955	0.268374110966154	0.473439066522985	5	6	7	7	7	9	9	8	0	1	1	0	1	2	8	5	1	1	1	1	1	2	1	1
59500	-30.078377008163319	-28.057041830497479	-2.021335177665839	0.000068220616509	0.000009240157202	0.135445231581714	0.690955120744600	5	6	7	8	6	10	8	10	0	1	2	0	1	1	5	7	1	1	1	1	1	2	1	1
60000	-24.873320285761377	-23.022321127337211	-1.850999158424166	0.000096076992685	0.000015879072787	0.165274456907675	0.976269192283199	4	5	7	8	6	9	8	10	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
60500	-29.183001960386896	-27.544629506844753	-1.638372453542144	0.000022016030689	0.000004943008217	0.224518592258602	0.976685696245802	5	6	7	9	7	8	8	11	0	1	1	0	1	1	5	7	1	1	1	1	1	1	1	1
61000	-32.599106050376342	-30.105305353236659	-2.493800697139684	0.000069073132269	0.000005995666980	0.086801724244506	0.791180090968856	4	5	6	7	7	10	8	11	0	1	1	0	2	2	5	7	1	1	1	1	1	2	1	1
61500	-28.644179823158169	-26.295953666189842	-2.348226156968328	0.000014767130151	0.000001452540846	0.098363109913958	0.810831818211006	5	6	7	9	7	9	9	11	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
