step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63
5000	-326.597661541048353	-324.908013749369559	-1.689647791678770	0.000011540562564	0.000018120591926	1.570165390578880	0.632072336722327	0	1	3	3	3	2	4	5	4	5	4	5	5	6	6	6	6	7	8	9	8	9	11	13	12	12	14	13	13	15	16	14	16	15	15	16	15	14	16	17	16	17	17	17	17	16	19	18	19	19	19	21	19	20	21	22	24	25	25	27	27	26	28	0	1	6	6	6	1	4	4	5	2	3	4	4	9	10	11	13	11	16	16	18	19	20	22	20	0	24	23	0	25	32	28	38	32	29	28	32	26	35	37	37	37	33	31	39	38	42	0	33	41	42	51	39	50	0	54	56	56	57	57	59	59	61	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	1	2	2	2	1	1	2	3	3	1	1	1	1	2	2	1	2	1	2	3	1	2	1	1	1	2	1	1	1	2	2	1	2	2	2	2	2	1	1	2	1	2	1	2	2	1	1
5500	-323.899300653978457	-322.204443435844553	-1.694857218133895	0.000014624702962	0.000023147605901	1.582774430460754	0.592997578290495	0	1	3	2	3	2	4	4	4	5	4	5	5	6	6	6	6	6	8	9	8	9	10	12	11	12	14	12	13	14	15	14	16	15	15	16	16	15	16	17	14	18	17	16	16	17	19	18	19	19	19	18	20	20	21	22	24	24	26	27	26	25	28	0	1	6	2	6	2	4	2	5	4	3	4	8	9	10	11	13	11	16	18	11	19	20	22	23	0	24	25	0	23	32	28	38	28	29	31	41	29	29	37	28	37	33	32	38	38	37	0	46	42	37	32	46	42	0	54	56	56	57	57	57	57	61	1	1	1	1	1	1	2	3	1	2	1	2	1	2	1	2	1	1	2	2	2	1	1	2	1	1	2	1	1	2	1	2	1	2	2	1	2	1	3	1	1	2	1	2	1	2	3	1	2	1	2	2	2	2	1	2	2	1	2	2	2	1	1
6000	-320.477918346766842	-319.111105934523152	-1.366812412243701	0.000035547995753	0.000023221759611	0.653250882903313	0.692072261487900	0	1	3	1	3	2	2	4	4	5	5	4	5	6	6	6	6	7	8	9	11	9	11	13	12	12	14	13	12	15	16	14	16	15	15	15	16	15	16	17	16	18	17	17	17	18	19	17	19	18	19	21	19	20	21	22	24	25	26	26	27	27	28	0	1	6	1	6	2	2	4	5	4	3	4	8	9	10	11	13	3	16	11	16	16	19	22	23	0	24	23	0	23	32	25	38	32	26	25	36	29	35	20	32	41	35	34	33	33	42	0	46	31	37	54	39	47	0	54	56	57	57	57	57	59	61	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	4	4	2	1	2	1	1	1	2	1	4	1	2	1	1	2	2	1	1	1	4	2	2	2	2	1	2	1	1	1	2	2	1	3	1	1	2	2	1	2	2	2	1	1
6500	-324.194735273302683	-322.677541392121100	-1.517193881181564	0.000071049907250	0.000020122958274	0.283222864779437	0.671015783900935	-1	1	3	2	2	3	4	5	3	5	5	5	5	6	6	4	6	7	8	7	10	9	9	12	12	12	14	14	13	15	16	13	16	15	15	16	16	14	16	17	16	18	16	17	17	19	18	16	19	19	19	18	20	20	20	20	22	23	25	27	26	26	28	0	1	4	1	2	4	3	4	5	4	16	16	4	9	8	6	13	11	20	11	19	20	18	22	23	0	24	32	0	21	25	25	38	28	29	25	32	29	38	37	34	32	35	31	33	29	25	0	39	36	41	41	29	47	0	47	56	56	57	57	59	59	61	1	2	1	3	1	1	1	3	1	2	1	1	2	2	1	1	1	2	1	2	2	2	2	3	2	1	1	1	1	4	3	1	2	1	2	2	3	1	1	1	1	4	1	1	1	3	5	1	3	2	3	2	6	2	1	2	1	2	2	3	1	1	2
7000	-330.599244807711614	-329.021149326607201	-1.578095481104431	0.000095264686697	0.000023811677563	0.249952825004018	0.556149014401145	0	1	3	3	3	2	4	4	4	5	5	5	5	6	5	6	6	7	8	7	9	8	10	13	9	12	14	14	13	14	16	13	16	15	15	16	15	15	16	17	16	18	17	17	17	19	19	18	19	17	19	19	19	20	19	22	24	25	25	27	27	27	28	0	1	2	6	6	2	6	2	5	7	6	1	4	3	4	11	7	11	18	16	16	16	20	22	20	0	24	32	0	23	28	23	35	30	29	30	30	29	29	37	37	41	39	32	38	33	44	0	33	41	41	41	45	32	0	47	56	54	57	59	59	57	61	1	1	1	1	1	1	2	2	1	1	2	4	1	2	2	1	2	2	1	1	1	1	3	2	1	1	1	1	1	2	2	3	1	1	2	2	1	1	1	2	1	2	1	4	2	1	2	1	1	1	3	2	2	3	1	2	2	3	1	1	2	2	1
7500	-305.130982192926353	-303.571075149521903	-1.559907043404462	0.000103446996684	0.000026784419302	0.258919254889454	0.692867839383876	-2	1	2	3	3	3	3	5	4	5	5	5	4	5	6	6	6	7	8	8	11	9	11	13	12	12	12	14	13	13	16	14	16	15	15	16	16	15	16	17	15	18	17	17	17	19	19	17	18	19	19	19	20	20	18	22	24	23	25	26	27	27	28	0	1	2	3	3	3	2	4	5	4	6	4	2	9	10	6	13	6	18	18	20	18	20	27	21	0	18	23	0	23	34	25	38	32	26	32	41	29	38	32	32	37	38	34	33	38	40	0	38	37	37	41	35	51	0	54	58	56	57	59	59	57	59	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	2	2	3	1	1	2	2	2	1	1	1	2	3	1	1	1	2	1	1	2	2	1	1	1	2	1	2	1	2	1	2	2	1	2	3	3	2	4	1	1	1	1	1	1	1	2	1	1
8000	-306.032852000293644	-304.344842676745998	-1.688009323547660	0.000093620466557	0.000019406280868	0.207286735275442	0.686472973885038	0	1	2	3	3	1	2	4	4	5	5	5	5	6	6	5	6	7	8	9	10	9	11	13	10	12	14	14	12	14	16	12	16	15	15	15	16	15	16	17	16	18	17	16	17	19	19	18	18	19	19	21	20	20	21	22	24	25	25	26	27	26	28	0	1	6	2	3	1	2	2	5	4	4	8	8	9	10	9	13	10	16	10	11	19	25	22	20	0	22	20	0	32	28	25	38	32	26	28	30	26	35	41	34	41	38	34	33	33	37	0	45	28	41	51	33	47	0	47	56	57	57	59	57	57	60	1	1	1	2	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	4	2	1	1	3	1	1	4	2	1	1	2	1	1	2	3	1	2	2	1	1	1	2	2	1	1	2	3	1	1	3	2	2	2	1	1	3	2	1	1	1	2	2	1
8500	-334.655136904986477	-333.207027259118661	-1.448109645867812	0.000088097888025	0.000029775953229	0.337987140179862	0.561236737477694	0	1	2	2	2	1	4	3	4	5	5	5	5	6	5	3	6	4	8	9	11	9	10	13	12	12	12	14	12	15	16	12	16	14	14	16	15	15	16	17	16	17	15	15	17	18	19	18	19	19	18	21	20	20	18	22	24	25	26	27	26	26	28	0	1	6	2	6	1	16	4	5	18	18	6	8	5	16	6	13	3	18	16	23	19	10	20	21	0	22	32	0	25	30	20	26	23	26	37	28	29	35	41	28	37	29	34	33	45	37	0	45	51	37	37	46	28	0	54	56	56	57	61	57	57	59	1	1	1	1	1	1	1	1	1	1	1	3	2	3	2	2	1	2	3	3	1	1	4	3	1	1	3	2	1	1	1	2	3	4	2	1	1	3	2	1	2	2	2	1	1	1	2	1	2	1	3	3	2	3	1	2	2	2	2	1	2	1	2
9000	-315.405386478924981	-313.821319743479762	-1.584066735445205	0.000073004795037	0.000018043682879	0.247157503414597	0.551256483889239	0	1	2	3	3	3	4	4	4	4	5	5	4	6	6	5	5	6	8	9	8	9	11	13	12	12	14	14	12	15	16	14	16	15	15	15	15	15	16	16	16	18	17	17	17	19	19	18	18	16	19	20	20	20	19	22	24	24	26	27	26	27	28	0	1	1	2	3	3	4	4	5	3	13	1	1	9	4	8	13	4	12	21	10	19	20	22	21	0	24	20	0	23	37	23	38	28	29	28	32	29	38	32	37	41	33	30	35	38	42	0	38	37	31	42	33	50	0	52	56	54	57	59	57	57	61	1	1	1	2	1	1	1	1	1	1	1	5	3	2	3	1	1	3	3	1	2	1	2	2	2	1	1	4	1	4	1	3	1	1	3	1	1	1	1	2	1	2	1	1	2	2	1	1	2	1	2	2	2	2	1	2	2	3	2	1	2	2	2
9500	-317.803372021046357	-316.224152243420349	-1.579219777626027	0.000097608466512	0.000024345619388	0.249421185045755	0.539018691449472	0	1	2	2	3	3	3	3	4	5	4	5	5	6	6	5	6	6	7	9	10	9	11	12	12	12	14	14	13	14	15	14	16	15	14	16	16	15	15	17	16	18	17	17	17	19	19	18	19	19	19	21	18	20	21	22	24	25	26	27	27	27	28	0	1	2	2	3	3	4	4	5	4	6	6	8	9	10	11	13	11	11	16	18	18	20	21	21	0	21	20	0	19	23	25	38	23	29	34	32	29	35	28	30	30	33	28	38	33	31	0	29	42	37	30	38	47	0	37	56	56	57	58	59	57	61	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	3	2	3	2	2	1	2	1	4	4	1	3	2	2	1	3	1	1	2	2	1	2	1	3	1	3	1	3	2	1	4	1	3	4	2	1	1	3	2	2	2	1	1	1	1
10000	-306.808763089525144	-305.372567476341942	-1.436195613183229	0.000064988453614	0.000022792119351	0.350710289038966	0.556756865026524	0	1	3	3	3	2	4	4	4	4	5	5	5	6	6	5	6	7	8	9	10	9	11	13	12	12	14	13	13	15	16	14	16	15	15	14	16	15	16	17	15	17	17	15	16	19	19	16	19	19	19	20	20	19	21	22	23	24	25	26	26	27	28	0	1	6	2	6	2	4	4	5	4	1	4	8	9	11	4	13	4	16	11	19	18	19	22	21	0	22	23	0	28	32	23	38	36	26	21	41	29	35	28	32	41	33	28	38	38	37	0	38	31	42	41	35	42	0	50	56	56	57	59	59	59	61	1	1	1	2	1	1	1	1	1	1	4	1	1	2	1	1	1	4	2	3	2	2	2	3	2	1	3	2	1	2	2	2	1	1	2	2	1	1	1	3	1	2	1	1	1	3	2	1	2	2	2	3	4	1	1	3	1	2	2	1	1	1	2
10500	-371.702074170019500	-369.998536585957538	-1.703537584061990	0.000119534131878	0.000024197094106	0.202428325078095	0.487528117526974	0	1	2	2	3	2	4	3	4	5	5	5	4	6	5	6	6	6	8	9	8	8	10	10	12	12	13	14	12	15	16	14	16	15	15	16	16	15	16	17	15	18	17	16	17	18	19	18	19	18	19	19	20	20	21	22	23	24	26	24	26	27	27	0	1	1	2	6	2	4	6	4	13	9	8	3	9	2	6	13	6	3	22	10	12	10	16	21	0	24	24	0	25	25	23	35	28	26	28	41	26	29	32	25	37	33	32	33	45	34	0	33	37	37	42	29	42	0	54	56	56	56	57	57	58	56	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	4	2	4	3	1	2	3	2	4	3	1	2	3	1	2	2	4	1	1	2	2	1	3	3	3	1	2	1	2	1	1	3	1	2	2	3	1	6	1	1	1	1	2	3	1	3	1	4
11000	-297.076090155856264	-295.437034382244860	-1.639055773611400	0.000081954330257	0.000018379200861	0.224261497879868	0.539043980425239	0	1	3	3	3	2	4	4	4	5	5	5	5	6	6	6	6	7	8	9	11	9	8	13	12	12	14	14	13	14	16	13	16	15	14	16	16	15	16	17	16	18	17	17	17	19	19	18	19	19	18	21	18	20	21	22	24	25	26	27	27	27	28	0	1	6	2	6	2	4	3	4	4	8	8	4	9	4	11	13	11	11	5	11	19	16	22	20	0	22	32	0	21	34	25	38	32	26	32	28	26	38	37	28	41	33	37	33	45	32	0	33	42	41	41	26	31	0	47	56	54	57	58	57	59	61	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	3	6	3	1	2	2	3	1	4	1	1	2	1	1	1	2	2	2	2	2	1	1	1	2	1	1	1	2	5	1	2	1	2	2	5	2	1	2	1	3	2	2	2	1	1
11500	-342.854406625439879	-341.132848962015885	-1.721557663423977	0.000075252583016	0.000014829548586	0.197063648731943	0.419690420222483	0	1	1	3	3	3	4	5	4	4	5	5	5	6	6	5	6	7	8	9	10	9	11	13	12	10	14	12	12	15	16	14	15	13	14	16	15	15	16	17	16	18	17	17	16	18	18	18	19	17	19	20	20	20	21	21	24	25	26	27	27	26	28	0	1	1	1	3	3	5	4	5	4	4	2	6	9	11	3	13	3	18	18	20	16	11	22	16	0	22	23	0	25	28	28	29	23	26	32	34	35	29	31	34	31	35	23	33	38	32	0	29	41	41	28	38	42	0	54	56	57	56	57	59	57	61	1	1	1	3	2	1	1	2	1	1	2	2	1	2	1	4	1	3	1	2	1	2	3	2	4	1	3	1	1	1	2	2	3	2	3	2	2	1	4	1	2	2	3	6	1	3	3	1	6	1	1	4	5	2	1	1	2	1	3	2	1	2	1
12000	-317.554265284897610	-315.922820608084805	-1.631444676812819	0.000108404353656	0.000024625146771	0.227160127247729	0.601795301684596	0	1	3	3	3	2	4	5	4	5	3	4	5	6	6	5	6	7	8	9	10	9	9	13	12	12	14	12	13	15	14	13	16	14	15	16	14	14	16	17	16	17	17	15	17	19	19	17	19	19	18	21	20	20	21	22	24	24	26	26	27	27	28	0	1	6	1	6	2	4	4	5	4	1	11	11	5	11	3	13	6	4	19	20	18	19	19	18	0	25	19	0	31	28	28	38	25	26	28	32	29	26	31	37	37	33	25	39	29	41	0	38	42	42	50	45	50	0	47	56	56	57	57	59	60	61	1	1	1	2	1	1	1	2	1	1	3	1	2	3	2	2	1	5	3	1	1	1	1	3	4	1	2	1	1	1	2	1	2	2	3	2	1	1	3	2	1	1	1	2	1	3	3	1	2	2	1	2	2	1	1	3	1	2	2	2	1	1	1
12500	-285.058004207581348	-283.592959934392752	-1.465044273188613	0.000064070961237	0.000020631566436	0.322011189430608	0.635995700066540	0	1	3	3	3	2	4	4	4	4	5	5	5	6	6	4	6	7	8	7	10	9	10	12	12	12	13	14	13	15	16	14	16	13	14	16	15	14	16	16	16	17	17	16	17	17	18	18	18	19	19	20	20	20	20	22	24	25	26	27	27	27	28	0	1	6	2	6	2	4	4	5	4	16	8	8	9	10	3	13	11	11	16	18	19	18	22	23	0	22	34	0	32	37	25	38	23	26	37	34	29	38	37	32	41	33	32	33	38	42	0	38	42	28	47	46	42	0	54	56	56	57	59	57	59	59	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	2	3	1	2	2	2	1	4	1	1	1	1	2	2	2	2	1	2	1	2	1	2	1	1	1	1	2	1	1	2	1	3	2	1	2	1	1	1	2	2	1	2	1	2
