step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70
50500	-357.447520362234172	-366.498363742685513	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996905038901785	-7	15	8	4	20	30	25	32	33	38	42	37	34	43	36	43	31	48	38	48	41	38	40	36	51	60	49	39	46	44	39	53	48	55	51	48	47	52	48	43	52	54	59	45	51	50	48	56	65	58	60	64	57	53	54	62	59	67	67	55	65	74	65	81	74	81	77	71	84	74	0	3	1	1	2	7	5	7	6	6	12	6	2	22	9	19	7	14	7	40	7	15	6	17	40	39	44	15	15	10	17	36	22	29	30	44	19	30	19	28	30	39	41	22	33	21	19	38	48	54	45	45	38	18	16	34	46	48	26	33	57	61	50	65	63	67	65	61	70	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
51000	-372.441494217990339	-381.492337598441679	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994045091784595	4	14	10	13	19	33	30	26	21	29	36	38	26	50	35	35	32	46	37	48	43	33	37	39	52	57	43	43	41	40	42	54	38	53	51	46	52	53	43	52	47	47	60	42	55	57	53	54	60	60	56	64	63	59	59	57	56	60	66	62	57	72	66	87	75	71	71	70	87	80	0	3	1	1	2	10	9	9	4	4	8	13	2	42	17	13	13	33	15	31	30	7	10	22	28	14	8	6	6	19	23	29	15	29	29	10	18	36	16	29	12	28	32	23	14	37	42	36	25	35	39	37	32	35	47	29	31	37	61	34	25	63	43	70	54	59	46	59	70	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
51500	-374.595274939761453	-383.646118320212793	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995240093482547	-1	24	14	5	11	32	19	26	33	34	42	40	28	44	28	45	43	50	35	44	41	41	36	40	54	58	47	45	46	38	36	48	43	53	52	54	46	55	48	37	42	49	50	45	54	56	51	57	70	47	55	59	49	54	54	61	69	63	66	61	68	77	68	74	73	78	77	66	86	76	0	7	5	1	4	2	3	7	15	8	9	15	3	30	2	6	8	17	15	22	10	31	9	13	16	54	23	12	9	9	9	23	31	29	37	53	13	43	28	9	40	30	17	6	43	53	16	39	59	24	32	43	17	42	28	34	46	51	56	38	60	60	52	59	52	60	58	47	66	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
52000	-373.495021643557038	-382.545865024008378	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973779556164901	5	19	14	9	20	28	28	26	31	31	37	33	36	45	36	39	39	51	40	46	44	41	43	44	54	57	44	44	45	45	39	49	50	52	51	40	47	48	48	44	51	56	59	45	54	52	46	60	61	57	56	67	61	56	59	61	65	63	56	63	70	72	59	86	57	75	81	71	81	73	0	1	1	1	4	3	4	5	8	8	10	6	6	23	12	13	10	30	15	24	36	10	17	19	32	46	31	13	17	36	12	17	31	38	39	31	14	20	22	16	37	33	54	36	37	29	9	51	33	46	31	55	59	44	32	50	53	26	19	32	56	61	59	67	40	62	61	53	70	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
52500	-361.747899958930304	-370.798743339381645	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972685047550215	-1	22	13	9	19	34	27	28	25	38	28	32	31	51	40	41	40	51	40	44	45	42	41	39	47	62	37	39	45	44	33	49	46	54	51	53	50	55	45	45	50	54	57	49	55	56	42	58	67	48	56	74	55	58	60	64	67	51	62	58	65	69	68	78	76	80	81	69	88	82	0	3	4	1	3	13	3	2	5	31	2	11	2	6	31	10	7	33	13	16	15	6	10	12	17	45	13	31	12	17	3	30	28	58	16	37	30	32	22	10	40	44	37	22	58	50	28	58	59	47	18	14	18	42	43	36	26	21	53	38	59	34	34	57	63	62	68	59	70	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
53000	-383.329217100566950	-392.380060481018290	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998414956338399	-1	18	10	10	18	34	24	29	31	37	39	36	35	50	39	38	37	52	42	34	47	46	46	34	50	60	43	41	40	43	45	55	41	46	45	39	52	58	49	51	43	50	55	49	58	51	51	51	72	53	60	64	58	61	55	59	69	57	60	64	63	73	66	87	76	76	71	64	90	76	0	3	1	1	4	7	4	5	7	13	13	8	2	23	8	20	24	35	13	7	17	29	33	9	21	35	17	20	16	24	17	40	10	15	29	13	19	29	28	21	15	23	48	34	14	14	21	22	52	23	45	14	50	55	12	43	14	50	43	56	50	51	68	57	57	52	61	43	65	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
53500	-366.411443567734977	-375.462286948186318	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973810543076273	4	13	12	8	8	30	23	30	27	26	38	38	28	47	35	42	35	43	39	49	43	33	38	44	50	61	48	48	44	46	47	54	46	56	51	49	48	55	47	44	43	51	59	43	51	57	49	56	68	49	55	60	56	59	55	54	70	65	60	55	66	73	68	86	76	77	83	72	77	72	0	4	5	1	1	7	3	7	7	2	22	17	10	21	9	17	7	15	22	18	23	10	22	23	41	45	12	44	8	44	18	36	11	33	47	19	23	29	29	11	19	11	25	23	44	47	33	47	52	12	27	51	30	20	42	37	45	52	56	40	59	49	43	65	63	68	66	52	63	25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54000	-363.354218936033590	-372.405062316484930	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999272916739430	3	20	13	7	20	26	26	29	28	38	38	30	33	49	37	37	33	49	38	43	44	45	34	43	38	59	42	46	43	46	48	56	40	55	47	54	50	45	49	52	44	49	47	53	58	60	53	56	68	54	52	71	59	58	63	63	62	62	68	55	72	74	65	83	78	78	76	72	73	70	0	1	4	1	3	5	5	7	5	12	9	6	9	21	9	17	7	20	8	9	25	11	9	33	13	43	10	25	16	13	11	39	23	37	10	51	43	16	29	31	19	28	27	28	47	40	10	37	36	43	29	58	36	42	22	32	54	60	54	21	55	58	26	52	57	68	52	58	70	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54500	-354.909351687160211	-363.960195067611551	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998906885298684	3	22	7	14	15	32	27	23	24	36	35	35	30	49	34	45	40	50	37	42	44	38	40	35	43	58	45	44	38	42	39	51	43	55	42	52	52	55	48	47	45	50	52	45	56	57	53	48	70	59	55	72	62	57	59	63	68	61	66	64	64	74	66	76	72	78	81	70	81	78	0	5	1	3	3	9	5	5	5	13	9	8	7	16	13	10	8	39	7	23	10	13	15	6	19	14	22	13	12	15	11	20	31	14	31	22	40	37	17	31	35	20	28	22	44	43	16	44	37	32	36	53	48	48	47	32	50	34	26	38	36	65	55	57	60	49	70	56	65	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55000	-378.800134101933963	-387.850977482385304	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994255958034645	2	19	13	9	19	38	26	31	30	26	33	38	25	51	36	43	39	55	41	46	45	39	35	37	48	48	49	39	46	43	39	50	41	47	47	47	49	33	40	43	51	54	55	49	59	54	55	54	69	56	54	67	63	59	56	59	65	62	62	64	63	72	70	85	75	79	84	77	86	79	0	4	4	1	3	9	2	7	13	2	13	10	5	6	7	15	8	20	6	19	11	7	38	10	30	6	30	38	30	24	11	16	28	20	19	17	40	4	38	23	12	40	25	20	50	32	26	44	57	32	32	54	14	18	41	46	45	43	50	50	54	58	57	63	43	43	43	63	66	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55500	-370.478938653543253	-379.529782033994593	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977440610059962	2	24	9	13	17	36	20	22	25	34	41	38	29	51	32	44	36	52	39	44	40	45	42	36	40	63	46	24	48	39	47	48	43	54	52	46	43	48	47	49	51	54	49	48	51	58	44	52	62	60	58	72	62	59	63	56	69	63	61	63	72	71	68	86	69	65	83	76	83	72	0	7	1	3	4	8	3	4	7	15	17	15	2	37	8	24	15	44	10	21	15	11	6	13	6	50	21	7	12	17	24	10	21	31	29	16	25	12	19	25	27	39	21	20	44	14	19	24	32	56	48	51	46	18	18	37	58	42	37	35	26	58	55	62	50	58	61	66	70	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56000	-381.279171289887358	-390.330014670338699	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975050828690830	4	24	14	15	9	36	28	23	28	36	34	33	31	48	28	45	37	52	38	38	42	37	43	42	46	51	41	17	44	40	44	47	41	52	52	50	46	49	40	50	49	56	55	48	55	51	52	46	68	61	57	66	59	48	58	64	69	64	63	62	71	69	66	78	73	71	71	70	78	76	0	3	1	5	1	2	2	28	2	15	8	9	2	37	3	22	13	32	7	12	22	11	39	20	11	30	19	3	19	15	39	22	7	48	31	25	17	29	13	37	21	24	31	13	18	23	41	39	45	42	47	51	48	48	18	48	59	35	45	53	50	54	53	63	68	56	51	50	62	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56500	-361.443588761600779	-370.494432142052119	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997879472410567	0	24	7	10	16	31	22	20	29	34	43	35	29	45	39	44	38	44	36	45	43	43	42	36	48	62	46	41	43	44	47	53	47	51	51	52	50	57	50	38	44	48	57	50	53	49	51	55	67	56	56	60	63	48	61	58	69	60	64	64	74	74	61	75	72	69	73	74	85	79	0	8	1	1	4	2	5	5	7	9	17	6	2	17	12	28	12	40	13	40	17	17	17	6	22	47	41	9	40	15	30	41	22	22	15	11	22	20	11	10	28	22	46	30	22	33	12	31	43	39	44	46	51	21	45	30	53	14	38	56	48	59	16	65	60	33	55	49	70	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57000	-373.158645272156093	-382.209488652607433	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996625852090667	3	18	14	10	17	29	24	19	29	34	37	34	25	48	35	37	39	40	42	43	46	33	44	41	48	48	43	45	40	43	47	57	47	54	43	50	30	53	41	35	49	56	52	52	56	60	54	57	62	59	44	69	60	47	60	61	67	54	60	64	73	67	69	82	76	76	76	65	82	80	0	4	4	1	4	7	8	4	7	6	6	13	5	29	2	37	12	22	10	12	18	2	29	16	29	20	18	18	9	40	18	33	18	30	18	29	2	54	11	6	39	35	18	31	30	32	28	38	32	38	10	53	42	18	41	41	36	19	38	55	62	45	50	65	60	62	42	50	57	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57500	-354.211655265549609	-363.262498646000950	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975049077408565	1	24	9	5	16	34	24	29	32	35	40	36	36	48	31	41	41	51	40	49	44	35	44	41	49	61	47	40	42	44	38	46	41	51	45	53	47	49	47	46	50	57	54	48	57	51	50	53	65	58	57	65	50	60	60	60	66	64	68	63	71	75	62	84	73	75	80	64	78	79	0	5	4	1	4	15	3	2	2	8	10	9	8	23	7	15	15	21	13	40	6	8	31	10	32	45	16	6	11	24	22	28	15	23	16	10	6	33	28	17	35	18	27	30	32	21	17	11	63	18	18	45	21	45	36	41	25	21	63	50	60	61	45	69	63	54	62	54	65	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58000	-368.208924847876972	-377.259768228328312	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998942635957276	1	19	7	13	18	35	24	31	32	38	40	36	26	44	35	43	39	43	33	48	48	42	43	30	50	59	45	38	41	41	47	55	39	47	49	47	51	55	49	45	44	48	51	45	59	57	54	52	61	58	54	59	51	60	59	54	69	63	65	60	58	77	70	84	67	74	81	71	76	75	0	4	1	3	1	13	2	13	13	6	19	8	5	28	8	10	9	12	8	12	17	8	28	13	14	20	33	8	33	6	33	23	12	14	16	11	36	39	40	12	10	33	42	11	56	34	43	36	52	20	44	32	21	47	32	42	50	61	48	48	35	52	20	69	37	55	70	49	65	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58500	-372.661266585359158	-381.712109965810498	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989465370228473	-1	22	5	6	13	37	23	19	29	37	37	37	29	47	37	45	32	48	36	50	43	38	37	38	40	57	45	39	43	42	37	56	47	52	53	52	47	55	47	52	46	58	53	46	52	60	52	51	54	55	61	71	55	59	54	63	60	63	65	67	67	65	60	74	76	70	73	75	82	83	0	8	1	1	4	2	4	5	7	17	13	2	8	11	9	30	7	6	2	16	25	17	17	17	13	39	23	9	10	23	17	18	24	18	37	25	31	48	21	44	28	36	44	11	16	36	41	39	14	40	55	62	40	50	14	36	32	35	32	36	53	48	49	56	59	51	51	58	67	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59000	-375.043760280612958	-384.094603661064298	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996625611607193	1	21	7	9	16	37	26	18	29	37	40	37	27	49	40	45	30	51	43	47	49	43	34	36	53	52	42	45	43	42	45	54	47	37	49	48	48	58	48	43	42	54	53	47	48	56	50	51	69	60	51	63	61	56	51	62	66	60	61	60	69	77	60	81	71	72	80	74	87	75	0	4	1	1	4	23	2	1	2	9	17	2	8	40	7	10	7	12	13	27	22	15	7	17	40	33	12	11	6	24	9	55	12	9	22	19	41	26	27	34	17	45	28	19	30	55	33	44	41	14	19	20	43	55	22	42	14	47	36	54	53	66	48	56	63	38	70	65	67	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59500	-379.398807802864155	-388.449651183315495	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998723405827759	2	24	12	15	20	37	29	29	27	38	31	33	32	41	36	43	34	52	35	47	42	43	35	42	54	52	42	39	44	37	43	44	43	47	50	48	49	47	47	52	48	53	57	50	54	60	52	50	63	60	54	70	56	53	46	59	62	58	56	62	69	65	67	78	72	75	75	73	83	73	0	5	1	3	3	13	4	4	4	12	5	5	2	5	7	23	7	31	12	6	19	30	13	13	29	22	19	5	23	8	30	19	23	33	21	33	17	21	24	41	8	35	40	30	18	53	14	24	45	53	41	60	42	35	14	34	39	47	34	35	43	51	50	68	52	57	49	60	65	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60000	-370.242867254502244	-379.293710634953584	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999728780110125	-4	25	4	13	19	37	29	29	30	36	35	39	22	48	37	46	37	53	39	43	33	38	39	39	50	60	49	31	43	41	47	49	43	46	49	48	52	58	47	50	41	44	57	46	49	54	50	53	65	54	59	67	60	59	63	63	73	67	67	56	70	75	65	70	64	74	74	67	73	83	0	4	1	3	4	9	13	4	13	7	7	21	4	33	8	29	28	33	7	12	28	8	21	8	23	31	30	13	22	6	24	44	23	41	6	20	39	35	29	41	15	21	20	6	42	41	15	31	18	16	47	56	43	46	46	54	49	55	63	32	63	61	38	56	53	52	52	51	63	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60500	-374.391943106964163	-383.442786487415503	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.968799632868842	4	20	9	14	23	31	24	28	31	36	36	30	22	49	36	42	39	43	41	36	38	44	39	38	55	60	44	46	48	39	41	55	41	53	53	53	48	57	49	47	51	53	54	47	55	42	51	59	72	58	58	61	59	55	63	62	71	67	69	66	73	74	70	86	74	78	78	68	82	70	0	4	1	3	3	2	2	2	8	2	6	7	4	19	6	17	20	15	11	8	9	24	10	12	30	42	17	46	28	6	20	29	21	14	39	27	31	46	24	21	28	22	35	11	44	24	20	40	68	34	44	26	34	41	56	54	53	38	38	25	58	63	56	49	59	57	65	52	63	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61000	-364.771859742302013	-373.822703122753353	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984550172172914	4	21	11	13	20	36	30	30	32	37	37	35	22	48	27	39	37	43	41	47	43	45	41	44	50	60	44	39	39	35	46	52	48	42	49	51	48	58	47	41	52	55	55	39	53	54	52	58	68	56	60	62	60	52	62	63	69	66	64	63	68	68	72	76	75	74	72	65	84	80	0	4	1	1	4	7	13	13	5	9	7	7	4	29	5	8	2	12	7	30	10	7	29	16	19	43	6	9	9	8	27	31	21	9	27	24	24	54	34	12	33	22	14	12	27	37	21	31	56	25	50	27	14	40	48	32	59	55	55	35	56	53	58	49	66	57	52	52	65	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61500	-377.057396209116291	-386.108239589567631	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993570377053728	2	24	15	5	9	34	28	31	30	31	36	39	35	38	35	40	39	32	41	45	46	47	34	44	53	58	44	38	43	43	44	52	42	55	38	49	44	44	39	51	52	55	60	52	55	51	48	60	64	57	50	72	47	56	63	54	65	61	68	55	63	67	65	83	71	78	80	76	87	72	0	3	5	1	4	8	2	2	2	9	7	13	10	8	9	13	10	7	13	12	14	11	18	11	51	37	23	18	28	15	13	20	15	51	18	21	13	13	23	39	38	21	54	37	46	20	37	32	48	46	53	56	37	38	29	46	54	54	55	46	60	48	24	59	63	70	52	65	52	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62000	-366.826075640826730	-375.876919021278070	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998572423658360	2	9	12	6	14	28	18	23	28	35	33	38	26	52	36	41	31	52	43	36	41	39	43	38	54	63	50	42	43	44	44	53	44	50	51	48	45	57	47	42	50	54	53	49	56	48	54	48	59	55	59	72	57	59	63	61	69	66	61	61	73	76	70	79	67	79	69	73	80	77	0	1	1	1	2	7	2	5	8	6	17	9	1	21	17	15	2	19	24	17	24	20	10	17	33	36	37	12	12	20	24	34	10	39	33	23	40	39	33	11	23	33	34	19	37	28	28	16	27	34	32	26	33	43	50	42	60	43	38	34	65	65	26	67	56	57	60	63	61	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62500	-364.452242212599515	-373.503085593050855	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.971514513743072	-1	22	9	11	22	34	28	31	32	36	36	34	36	51	36	42	36	50	43	46	43	38	41	45	41	60	47	40	36	38	45	48	41	51	46	44	38	45	47	50	50	52	53	49	56	58	50	51	71	58	60	71	57	57	56	61	68	61	68	63	67	78	57	81	70	80	58	73	84	77	0	3	1	1	3	7	2	2	7	7	8	7	5	16	5	22	6	24	37	11	22	8	13	12	15	53	33	8	7	15	23	38	22	19	17	28	9	23	23	16	19	19	37	30	41	42	22	20	60	42	38	60	27	43	16	63	67	45	56	55	60	49	40	65	60	65	32	65	57	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
63000	-356.808951212803379	-365.859794593254719	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995611579073011	2	19	10	10	18	25	22	27	26	36	38	32	33	44	37	37	30	47	44	41	41	41	41	44	50	55	49	43	38	44	47	47	41	52	52	45	48	51	48	47	52	56	54	49	55	57	32	59	67	56	59	72	62	52	61	57	62	64	67	67	66	72	63	83	65	80	61	71	86	81	0	3	1	1	3	2	5	7	5	47	6	17	9	29	13	47	9	33	12	7	10	47	16	29	24	39	28	29	47	13	22	22	10	30	40	10	14	18	20	11	30	23	25	23	54	25	8	38	53	27	44	59	26	36	41	43	26	35	43	55	45	58	26	60	48	62	38	50	64	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
