step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20
8500	-150.399548846682279	-148.892627038396483	-1.506921808285809	0.000316056686823	0.000091629315817	0.289914181972770	0.429081597189617	5	9	8	11	10	13	13	12	15	13	17	14	13	13	17	16	15	19	21	21	0	1	1	0	1	1	2	5	6	5	10	14	2	1	6	12	6	8	5	11	1	2	3	1	2	3	2	1	1	2	2	1	2	4	2	1	1	3	6	2
9000	-144.813368280970195	-143.208082450718024	-1.605285830252163	0.000199332922231	0.000047391950863	0.237752752193687	0.672478690323650	5	9	8	11	12	13	14	11	15	14	16	13	13	15	17	16	17	20	20	18	0	3	1	0	2	5	6	3	8	6	7	8	3	5	14	3	14	3	9	8	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	3	1	5	2	3
9500	-166.175297739071084	-164.425660679997492	-1.749637059073580	0.000288994592628	0.000054687247201	0.189232769734709	0.544664649017336	5	7	8	10	12	15	14	12	15	13	15	14	13	15	17	16	16	18	21	20	0	1	2	0	2	7	8	3	5	3	10	10	3	5	12	8	12	16	9	13	1	1	1	1	4	1	1	2	2	2	1	1	2	2	2	2	1	1	3	4
10000	-136.476401195652926	-134.624327321916610	-1.852073873736324	0.000245000345021	0.000040437426240	0.165050486915722	0.591099343769472	5	8	9	10	11	14	14	12	16	13	17	16	13	15	16	16	16	19	20	21	0	1	2	0	2	5	2	3	8	1	5	13	5	5	10	8	14	16	8	18	1	1	1	1	2	2	2	2	2	4	3	2	1	2	2	3	1	2	5	1
10500	-162.809785115589705	-161.196675709807124	-1.613109405782575	0.000342595178112	0.000080330501093	0.234476449831673	0.472787022009666	5	9	7	10	12	14	15	12	15	14	17	15	10	13	14	15	16	20	20	21	0	1	1	0	13	3	3	13	8	5	9	3	3	5	3	13	12	16	12	11	1	2	2	1	1	2	5	1	2	1	1	4	1	1	3	3	1	3	3	2
11000	-155.860091394328151	-154.323123805598755	-1.536967588729396	0.000358212516220	0.000097195182438	0.271333853613384	0.503761714731812	5	8	7	11	10	14	14	12	14	13	15	12	13	15	16	16	16	20	21	20	0	1	1	0	2	2	8	2	2	12	7	3	8	6	5	13	6	15	18	6	1	2	1	1	1	3	1	2	4	1	1	2	1	1	3	1	1	2	1	4
11500	-133.308705729670464	-131.572781459839746	-1.735924269830713	0.000215208192200	0.000041531039641	0.192980756058366	0.544542005162926	4	8	9	11	11	14	14	12	15	13	16	15	13	14	16	16	16	19	21	21	0	1	2	0	2	2	8	3	3	1	7	3	3	10	9	9	14	6	18	18	1	2	1	1	2	4	1	1	3	4	1	3	2	1	1	1	1	3	1	1
12000	-148.562349383181186	-147.031176825663323	-1.531172557517852	0.000365875234167	0.000100503633421	0.274693731730373	0.500895555927776	5	8	8	9	9	14	14	12	16	13	17	16	14	11	16	16	16	19	19	21	0	1	1	0	1	14	14	5	7	2	12	13	10	1	5	8	10	2	9	19	1	1	1	1	3	1	2	2	1	3	1	1	1	3	4	2	2	5	1	1
12500	-136.661666173029658	-135.086182368158148	-1.575483804871519	0.000360220910881	0.000090486606021	0.251197538198458	0.587634804932700	4	7	9	11	11	13	14	13	16	14	17	15	13	15	16	15	16	19	20	21	0	1	2	0	3	3	5	3	6	8	12	5	3	6	6	6	2	7	9	9	1	2	1	1	1	2	1	2	1	1	1	2	1	1	2	1	4	2	2	3
13000	-162.442235535705606	-160.907864531784867	-1.534371003920738	0.000281477140142	0.000076794638837	0.272827266888280	0.540771766914384	4	8	9	10	10	12	14	12	16	14	18	16	14	14	16	13	16	17	20	22	0	1	2	0	2	2	5	2	7	6	10	13	16	3	14	8	2	9	8	12	1	1	1	1	1	2	2	3	1	1	2	1	1	3	1	1	5	1	2	4
13500	-141.027872084671799	-139.399010462756877	-1.628861621914924	0.000302494235770	0.000069017599081	0.228161700026245	0.636059586613409	4	8	9	10	10	14	12	11	15	13	16	13	12	13	17	16	16	17	20	21	0	1	2	0	1	10	2	3	12	7	10	8	3	1	14	9	7	9	18	18	1	1	1	1	3	1	2	1	1	1	2	1	2	4	1	1	2	1	2	2
14000	-166.480202126126073	-165.090767841158765	-1.389434284967300	0.000308442572978	0.000130329734422	0.422541328080132	0.540976323492052	4	10	9	10	10	12	15	12	15	13	18	14	13	14	17	15	16	20	19	22	0	3	1	0	1	3	8	2	6	6	7	2	2	1	10	13	5	9	15	19	1	1	2	1	2	1	1	1	1	1	1	1	2	4	2	1	3	3	1	2
14500	-140.028900606226301	-138.522819056734136	-1.506081549492170	0.000200902115193	0.000058357821381	0.290478879852302	0.660308629238698	5	9	8	9	12	14	12	12	16	13	17	15	13	14	16	15	16	19	20	21	0	1	1	0	1	8	2	2	8	7	6	8	3	13	5	8	14	13	9	5	1	2	2	1	4	1	1	2	1	1	1	1	3	1	1	1	1	2	2	5
15000	-145.727790345682934	-144.157015739269127	-1.570774606413809	0.000325046902906	0.000082391952815	0.253477120005719	0.639731999923551	4	7	8	10	11	13	15	12	15	10	18	15	13	15	16	14	14	19	18	21	0	1	1	0	10	10	6	3	13	3	7	5	8	2	17	3	2	8	9	19	1	2	1	1	1	1	1	2	1	1	1	2	1	3	1	3	3	4	1	1
15500	-146.446963965250688	-144.967737049696467	-1.479226915554219	0.000206487597440	0.000064038045943	0.310130229304062	0.673519518464983	3	9	8	10	11	15	14	12	16	13	18	16	13	15	17	15	16	19	19	21	0	3	1	0	3	10	2	2	13	5	7	13	8	8	17	8	3	9	12	11	1	1	2	1	1	1	2	2	1	1	2	1	1	2	1	1	3	1	1	1
16000	-160.667676760153995	-158.970444101749337	-1.697232658404671	0.000348804533127	0.000071286429593	0.204373575520349	0.497570327968961	4	9	7	9	12	11	14	11	16	14	18	16	13	11	15	15	16	19	20	21	0	1	1	0	3	2	2	2	8	14	5	7	8	1	2	7	15	7	8	8	1	2	2	1	2	1	2	1	3	2	3	1	1	3	3	1	1	4	5	4
16500	-153.682956299201891	-152.039829008649093	-1.643127290552795	0.000318778835233	0.000071005487391	0.222742163353406	0.623756968290181	3	9	9	10	11	14	14	12	16	13	18	15	12	14	15	15	16	19	20	20	0	1	1	0	2	8	2	2	12	5	10	7	2	3	3	8	15	12	13	8	1	3	3	1	1	1	3	2	1	1	3	1	1	2	3	2	1	1	4	3
17000	-144.714503523035290	-143.032117132950162	-1.682386390085119	0.000274950710772	0.000057493171689	0.209103557242556	0.748739551172000	5	10	8	11	12	14	14	12	15	12	17	16	13	14	15	14	16	19	21	22	0	3	1	0	2	8	8	3	8	2	10	10	3	2	14	13	8	12	18	9	1	1	1	1	1	1	1	3	1	2	2	1	2	2	1	1	2	2	1	2
17500	-149.526204259952749	-147.935117954978836	-1.591086304973908	0.000236930204463	0.000057800992616	0.243957889400282	0.499294856623490	5	8	9	10	10	13	15	12	15	13	17	16	12	12	15	16	17	20	20	22	0	1	2	0	2	5	6	3	3	2	16	9	3	2	14	3	15	16	9	8	1	2	1	1	1	1	1	2	3	3	1	1	2	3	3	4	2	2	2	4
18000	-154.938689845075345	-153.554862203565420	-1.383827641509933	0.000230239584438	0.000100338673775	0.435801141753148	0.724609155709888	4	8	9	11	12	14	14	12	13	13	16	15	14	13	17	16	16	19	20	21	0	1	2	0	3	5	10	2	3	8	7	5	8	2	5	13	14	8	3	3	1	1	1	1	2	1	1	2	1	1	1	1	1	2	3	1	1	2	6	5
18500	-147.255086506088873	-145.551082707814629	-1.704003798274255	0.000255500315631	0.000051684119309	0.202285931353881	0.616654933972169	5	8	9	11	11	14	14	13	15	12	17	14	14	14	16	16	17	20	20	22	0	1	2	0	2	2	10	3	5	2	7	3	8	5	5	9	14	8	12	19	1	1	1	1	1	2	1	2	2	2	2	4	1	2	2	1	1	3	2	1
19000	-152.059115791008111	-150.590576405220077	-1.468539385788024	0.000270173746343	0.000086177189823	0.318969518651724	0.609266815116160	5	9	8	10	11	15	14	12	15	14	15	15	13	13	15	15	16	19	20	21	0	1	1	0	1	10	5	2	8	14	5	3	8	2	14	5	2	11	18	14	1	3	1	1	2	1	2	2	2	1	2	4	1	3	1	2	2	3	1	4
19500	-133.088306558283819	-131.318136945856111	-1.770169612427715	0.000218236536274	0.000040127873931	0.183873308365156	0.691290702817551	4	8	9	11	11	14	14	12	15	13	17	16	14	14	16	16	17	19	20	20	0	1	2	0	2	2	10	3	3	5	10	13	8	1	14	13	14	12	18	13	1	2	1	1	1	2	1	2	2	1	2	1	1	2	1	1	2	1	1	2
20000	-147.421391376437356	-145.616255086628968	-1.805136289808386	0.000262359246942	0.000046011408720	0.175375593796056	0.420850013211413	5	8	9	11	11	15	13	13	15	14	17	15	12	14	17	14	16	19	20	20	0	1	2	0	2	5	5	2	13	7	7	13	3	1	14	3	5	13	9	18	1	1	1	1	2	2	1	3	1	1	2	1	2	5	2	2	2	3	4	1
20500	-152.314443901875137	-150.846276651898734	-1.468167249976392	0.000192443009460	0.000061445059482	0.319289641408816	0.643440611485334	4	8	9	10	9	14	13	12	16	12	17	16	14	14	17	16	15	18	19	21	0	1	2	0	1	2	10	2	6	2	10	13	3	2	14	8	6	9	8	6	1	2	1	1	2	3	1	2	1	2	2	1	2	3	3	2	1	2	3	2
21000	-139.915503430068043	-138.480015738365950	-1.435487691702104	0.000190305517515	0.000066894760879	0.351512461399237	0.472633794384543	5	9	8	10	11	14	15	10	16	14	17	15	13	12	16	15	14	18	20	21	0	3	1	0	2	2	10	3	8	2	2	3	3	1	17	13	1	11	18	18	1	1	1	1	1	2	1	1	3	2	4	4	2	2	1	1	3	1	1	2
21500	-157.263124485229156	-155.635768248673202	-1.627356236555951	0.000261635406169	0.000059849016030	0.228749682264885	0.532668045840652	4	7	9	10	11	13	15	12	16	14	16	16	14	13	16	15	16	20	21	20	0	1	1	0	1	3	14	3	13	3	14	8	8	1	14	13	5	8	9	3	1	1	2	1	4	2	1	1	2	2	2	2	1	4	1	1	2	2	2	8
22000	-158.240945924859602	-156.527261449534564	-1.713684475325048	0.000191695710839	0.000038218944265	0.199372975522235	0.335344947795444	4	10	8	11	11	14	14	12	15	14	17	16	13	13	17	16	17	19	21	21	0	1	1	0	1	5	1	2	8	13	10	14	3	1	14	7	7	3	12	9	1	3	3	1	3	2	5	1	2	1	2	2	3	4	2	2	1	5	2	3
22500	-144.489583641871178	-142.917828894864812	-1.571754747006373	0.000186276140419	0.000047127652842	0.252998868969824	0.705482326130768	5	8	9	10	10	15	13	12	16	12	17	16	13	13	16	15	16	17	21	21	0	1	2	0	2	7	5	3	8	5	5	16	3	1	14	13	14	3	18	9	1	1	1	1	1	1	3	2	2	1	3	1	3	3	1	1	2	3	2	2
23000	-168.080397432489605	-166.606362145760897	-1.474035286728712	0.000386586839202	0.000121520047447	0.314340880559523	0.393286340189710	5	9	8	9	10	15	12	12	15	13	18	15	13	14	16	16	14	19	21	18	0	1	1	0	1	13	1	2	3	1	6	10	5	5	5	10	2	15	9	9	1	2	2	1	3	1	4	1	2	4	2	1	2	2	3	1	2	1	2	2
23500	-143.324244349238484	-141.841619565069976	-1.482624784168503	0.000299828199975	0.000092183393389	0.307454046673520	0.623486312857131	4	8	9	11	11	14	14	13	15	13	16	15	13	12	16	15	13	18	21	21	0	1	2	0	3	13	14	5	13	5	13	8	3	1	13	3	2	11	9	9	1	3	1	1	1	1	1	1	1	1	2	1	2	4	1	2	2	1	2	3
24000	-151.532653193094745	-149.977908255591501	-1.554744937503240	0.000260567546556	0.000068163992113	0.261598165288142	0.571896927355819	5	9	7	11	12	14	12	10	15	13	16	16	13	15	15	15	17	18	20	22	0	3	1	0	2	7	2	3	13	7	13	6	3	1	5	8	15	9	9	18	1	1	1	1	1	2	2	2	1	1	2	1	2	5	2	2	1	2	3	2
24500	-162.569907763568210	-161.141272552965859	-1.428635210602348	0.000251672189199	0.000090497115450	0.359583296580371	0.474893946571723	4	9	8	10	11	13	14	10	16	11	17	14	13	14	17	15	16	17	20	21	0	3	1	0	1	3	6	3	16	2	7	2	2	1	17	8	13	8	18	9	1	1	3	1	3	2	1	1	1	1	1	3	2	4	1	3	2	2	2	2
25000	-164.618468848044017	-163.153189424946419	-1.465279423097588	0.000434336728049	0.000139771317269	0.321804047973071	0.583213138072104	5	10	8	11	9	14	14	13	15	12	17	15	12	13	16	15	16	20	20	21	0	3	1	0	3	3	5	5	8	5	10	3	2	1	8	13	1	2	3	9	1	2	1	1	1	3	3	2	1	2	2	3	1	4	2	1	4	7	4	3
25500	-144.119105867135232	-142.639621394955668	-1.479484472179571	0.000235814636799	0.000073084904044	0.309925223625572	0.794354159495969	5	6	8	10	11	13	14	13	16	13	17	15	11	12	16	16	17	19	18	21	0	1	1	0	2	5	5	5	8	5	7	13	3	1	14	8	14	9	8	9	1	1	1	1	2	1	1	1	1	1	1	2	1	3	2	2	2	1	2	2
26000	-140.981695189925432	-139.432161660200933	-1.549533529724508	0.000276137404263	0.000073001830420	0.264367772323757	0.596373581365217	5	7	9	10	11	15	14	12	14	13	18	15	12	12	16	15	15	20	18	21	0	1	2	0	3	10	5	3	3	5	10	13	3	1	14	3	8	12	8	11	1	1	1	1	1	1	1	2	3	1	3	2	2	3	2	3	2	2	3	1
26500	-157.941623927862139	-156.466498660095738	-1.475125267766405	0.000218236629605	0.000068405012123	0.313444229076882	0.510955507568461	5	8	8	10	10	14	15	12	15	13	18	14	12	14	15	14	16	20	18	21	0	1	1	0	1	5	12	5	3	2	6	8	3	5	14	13	3	13	8	11	1	1	2	1	3	2	1	1	3	2	3	2	1	3	1	1	3	4	3	2
27000	-149.380238643800681	-147.750041948103529	-1.630196695697144	0.000385814570371	0.000087827939522	0.227642878903313	0.539049601735544	4	9	9	11	10	14	15	12	16	14	16	14	13	15	16	16	16	19	19	21	0	1	1	0	3	8	5	2	12	8	5	13	8	3	7	12	6	7	9	19	1	3	2	1	1	1	2	2	1	1	3	1	1	4	1	2	2	2	1	1
27500	-148.950600670370989	-147.376919782920595	-1.573680887450394	0.000534011215628	0.000134605464744	0.252064864566048	0.727528049922705	3	9	7	9	11	15	15	11	16	14	17	15	13	14	17	15	16	19	18	22	0	3	1	0	1	14	8	2	7	2	14	14	5	5	7	13	10	11	16	12	1	1	1	1	2	1	3	1	1	2	1	1	1	2	1	1	1	1	1	3
28000	-146.993327123348109	-145.413266390938020	-1.580060732410085	0.000233707332537	0.000058199005501	0.249025158387554	0.619390915811604	4	7	8	10	11	14	14	13	14	13	18	16	12	15	16	16	16	19	19	22	0	1	2	0	1	3	3	3	13	2	10	3	3	5	14	6	6	9	12	18	1	2	1	1	5	3	3	3	1	2	2	3	2	2	1	1	1	2	1	2
28500	-150.016846561510420	-148.292782671394491	-1.724063890115920	0.000331621001535	0.000065110271778	0.196339409979277	0.652707126322728	4	9	7	10	10	13	14	12	14	12	16	16	12	14	16	15	16	19	21	21	0	1	1	0	1	3	6	5	6	3	7	13	3	5	14	8	5	8	10	12	1	2	1	1	2	2	1	1	1	3	1	2	2	2	1	1	2	2	4	3
29000	-156.196831713888770	-154.661012916698695	-1.535818797190073	0.000463690320744	0.000126120149426	0.271992197774989	0.576983183269049	4	10	8	11	10	14	14	12	15	13	16	15	13	14	16	16	16	20	20	22	0	3	1	0	3	8	13	2	2	2	3	7	8	10	14	3	10	11	7	7	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	3	2	2	4	2
29500	-156.312602845681312	-154.839718566966241	-1.472884278715070	0.000376412170125	0.000118680965111	0.315295238917147	0.473931925325776	5	8	9	11	11	14	14	12	15	10	16	16	13	14	15	15	16	18	21	22	0	1	2	0	3	5	13	10	3	1	14	2	3	10	14	3	10	8	7	19	1	2	1	1	1	1	1	1	4	2	1	4	1	2	1	2	3	3	3	1
30000	-146.538608002008317	-144.795332037717401	-1.743275964290928	0.000301645822092	0.000057600444332	0.190953893981212	0.452260976956095	3	8	9	11	10	14	15	12	15	14	16	15	13	14	16	16	16	19	20	21	0	1	2	0	3	5	5	3	10	2	5	13	8	5	10	13	2	8	5	9	1	2	1	1	1	2	2	1	1	4	3	1	1	2	1	1	3	3	4	3
30500	-158.464369809113919	-156.838405993281981	-1.625963815831947	0.000386904329096	0.000088715760717	0.229296376507814	0.538331935215023	5	9	8	11	12	15	13	12	15	13	16	16	13	14	16	15	17	18	20	21	0	3	1	0	3	14	1	1	3	8	8	5	5	8	5	10	9	12	12	7	1	1	1	1	3	1	3	3	3	1	2	2	1	2	2	1	1	1	2	5
31000	-134.274991741006204	-132.747221695285731	-1.527770045720459	0.000165242609295	0.000045724752698	0.276712845994798	0.635570290093504	5	9	7	11	11	13	14	12	15	12	16	14	12	14	15	16	16	17	19	21	0	3	1	0	1	10	10	5	5	2	7	3	3	1	14	12	14	8	18	18	1	1	1	1	3	1	1	1	2	1	1	2	2	4	1	1	1	2	1	2
31500	-152.594483550891255	-151.140130743670710	-1.454352807220540	0.000196366227588	0.000065162087399	0.331839584632860	0.732285539998487	4	10	8	11	11	14	14	12	14	13	17	15	14	13	16	15	15	19	19	21	0	1	1	0	1	2	2	5	8	5	7	8	8	5	17	2	5	16	12	3	1	2	2	1	4	2	2	1	1	1	1	2	1	2	1	2	3	2	1	6
32000	-151.547345410553049	-150.114952500391439	-1.432392910161616	0.000149003724160	0.000052909267963	0.355086882971459	0.579624852782086	3	9	9	10	12	15	14	12	15	13	17	15	11	14	16	15	16	19	20	22	0	1	1	0	1	14	3	13	7	3	10	10	2	2	14	3	5	9	9	18	1	3	3	1	4	1	3	1	1	2	1	1	1	4	2	3	2	2	3	1
32500	-145.221140567609609	-143.759937954382622	-1.461202613226993	0.000229781357865	0.000074781949783	0.325448289096129	0.629809410172219	4	7	9	9	11	15	15	12	16	13	14	14	13	14	16	14	16	19	19	21	0	1	2	0	2	10	11	3	8	5	13	5	3	5	14	5	5	9	9	8	1	1	1	1	2	1	1	2	2	1	1	2	2	1	1	2	2	2	1	4
33000	-158.313790783604702	-156.659659681367600	-1.654131102237114	0.000289189217013	0.000063257272436	0.218740079902766	0.689869074424119	3	7	9	11	11	15	13	12	14	14	17	15	11	15	16	15	17	20	21	22	0	1	2	0	1	7	3	3	8	3	16	10	2	10	13	13	14	10	9	18	1	1	1	1	4	1	1	1	1	2	1	1	2	1	2	3	1	3	2	1
33500	-167.107891677197046	-165.431296479622176	-1.676595197574862	0.000348930274042	0.000073627184313	0.211008301058333	0.485711686109381	3	9	8	11	10	14	14	11	14	11	15	16	12	14	16	12	13	19	20	22	0	1	1	0	1	16	10	1	13	5	10	9	3	2	7	2	2	11	12	11	1	3	2	1	3	1	2	6	1	1	2	1	2	2	1	3	2	2	1	4
34000	-165.312895790553569	-163.881268081000059	-1.431627709553516	0.000227119856964	0.000080851991882	0.355988212402565	0.437458752293875	4	9	8	11	12	14	14	12	15	13	15	16	12	14	16	15	16	20	20	21	0	3	1	0	2	10	13	3	3	2	3	11	2	1	1	10	5	11	9	14	1	1	2	1	2	1	1	2	3	1	4	1	2	5	5	1	2	2	2	3
34500	-176.243038482495535	-174.783302938036798	-1.459735544458748	0.000221236278536	0.000072297361934	0.326788004266217	0.488044554933142	4	9	9	8	8	14	14	11	13	12	18	15	12	13	15	15	16	20	19	20	0	5	5	0	1	2	10	3	5	5	12	2	5	5	9	14	14	7	9	9	1	1	1	1	2	1	1	1	3	2	2	3	1	4	2	1	2	3	3	4
35000	-161.809154549962898	-160.059598843553346	-1.749555706409541	0.000366547321115	0.000069370764538	0.189254594269558	0.552730895388331	5	9	9	10	10	13	14	12	15	12	17	12	14	14	15	15	17	17	19	22	0	1	1	0	1	3	8	1	6	3	7	5	12	6	1	13	8	15	18	18	1	2	1	1	2	1	1	3	1	1	3	1	1	1	5	1	2	1	1	3
35500	-152.837185453972950	-151.225160897886724	-1.612024556086235	0.000220334897604	0.000051762175000	0.234924996280562	0.654292172054505	5	10	9	10	11	13	14	12	15	13	17	15	13	14	16	16	17	19	21	20	0	3	1	0	2	2	8	3	3	5	8	13	8	2	9	8	15	8	20	12	1	1	2	1	1	2	1	3	2	1	3	1	1	2	1	2	1	3	1	2
