step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63
5000	-277.195515484267503	-284.051003435226903	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542310307422061	1	2	4	4	3	6	4	6	6	6	7	5	9	8	7	7	7	6	8	8	9	8	8	11	10	9	8	10	12	11	12	12	12	11	13	12	14	16	12	13	13	14	13	13	15	15	14	16	17	17	18	15	15	15	16	16	17	15	19	19	17	19	22	0	1	5	5	2	1	2	12	7	1	7	5	7	12	7	8	5	7	7	6	17	16	10	25	23	12	0	12	19	22	10	0	9	16	0	0	15	42	18	14	30	31	2	10	1	1	44	0	0	55	7	0	34	39	25	31	32	7	48	58	53	36	55	1	1	1	1	1	3	1	1	1	2	3	1	2	1	2	1	2	1	3	1	1	1	1	1	1	2	1	1	1	1	3	1	3	2	1	1	3	1	3	3	2	1	7	5	7	6	1	1	1	1	7	1	2	1	2	3	2	6	2	2	1	4	2
5500	-341.678417955133114	-348.533905906092514	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579786489974566	1	2	4	5	4	6	6	5	6	7	6	5	9	6	8	8	7	7	9	7	8	10	8	11	11	10	9	11	11	9	11	10	11	12	13	12	14	15	11	15	11	14	13	13	15	14	13	16	16	15	17	15	15	16	15	14	18	18	19	16	17	18	21	0	1	2	5	1	5	5	2	3	3	1	2	10	2	6	18	2	7	12	2	14	7	20	15	26	7	0	26	23	11	5	0	3	4	0	0	34	10	22	39	21	29	30	6	24	44	24	0	0	19	7	0	56	22	5	34	53	49	60	22	35	45	2	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	2	3	1	1	1	2	1	1	1	1	1	2	3	1	4	4	1	1	1	3	1	2	2	2	1	3	3	1	1	1	1	3	6	1	1	3	5	2	2	1	1	3	2	1	10
6000	-297.111865380964730	-303.967353331924130	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666117544200702	1	2	4	5	3	6	5	5	7	7	6	6	8	7	8	8	8	8	10	10	9	8	8	9	11	10	9	8	11	10	11	12	13	10	13	12	14	15	14	14	12	13	13	14	15	12	13	15	15	16	17	15	15	15	15	17	18	16	18	18	17	19	20	0	1	5	5	1	5	1	5	6	11	5	8	8	7	3	10	2	6	2	15	13	10	12	9	16	6	0	7	14	22	7	0	31	22	0	0	7	37	35	34	2	31	17	13	23	9	17	0	0	36	58	0	47	2	40	47	56	40	31	9	49	35	15	1	1	1	1	1	2	3	1	1	1	1	1	3	1	2	1	2	1	4	1	1	1	1	1	1	2	1	1	2	1	3	1	1	1	1	1	5	1	1	2	3	1	3	3	4	2	1	1	1	1	1	1	1	5	1	2	1	1	3	4	1	2	5
6500	-282.081052268043095	-288.936540219002495	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508602140522620	0	2	4	3	3	6	5	6	7	6	6	6	8	7	7	9	8	7	10	9	7	9	7	11	11	11	8	10	12	9	11	13	12	11	13	13	12	15	13	14	13	13	14	14	13	16	13	16	16	17	16	14	14	15	17	16	19	18	19	19	17	18	20	0	1	2	2	1	5	4	2	10	2	2	7	2	5	7	7	6	1	6	10	8	9	10	28	22	5	0	14	12	8	10	0	24	20	0	0	13	37	26	22	23	24	13	15	9	6	30	0	0	39	42	0	30	22	13	38	51	6	46	39	24	49	2	1	1	1	1	2	1	1	2	1	2	2	1	2	3	1	2	1	3	2	1	1	2	1	1	2	3	1	1	4	1	3	1	1	1	1	1	2	2	1	3	3	1	5	4	2	4	2	1	1	2	3	1	2	3	5	1	2	5	2	5	4	1	6
7000	-279.945275272858282	-286.800763223817683	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565244169022914	0	2	5	4	4	4	5	5	7	7	6	5	8	8	7	9	8	7	10	10	8	8	9	10	9	8	9	9	12	9	10	12	11	11	13	12	13	14	13	15	12	14	13	13	12	15	13	16	14	17	17	15	16	15	17	16	16	16	19	19	15	18	21	0	1	6	2	2	2	5	5	2	3	6	6	6	7	3	18	6	7	5	13	3	12	3	16	4	6	0	14	34	18	9	0	10	13	0	0	7	41	26	32	22	29	12	13	6	10	36	0	0	57	54	0	54	5	23	41	36	33	47	58	35	51	55	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	3	2	2	1	2	1	3	2	1	1	1	1	1	1	1	2	1	1	3	1	1	1	3	1	4	3	4	2	1	1	1	1	2	1	1	4	3	2	3	3	3	2	2	1	2
7500	-282.872506161627314	-289.727994112586714	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.425376815371343	1	2	5	4	3	5	6	6	6	5	5	4	8	8	7	7	9	7	10	7	9	9	8	9	11	10	9	11	11	10	11	12	13	11	13	12	13	14	13	14	11	15	13	11	14	14	14	15	15	17	17	15	16	15	16	16	17	16	17	18	17	19	21	0	1	4	2	1	1	10	12	4	5	5	2	9	5	10	11	12	12	20	10	15	9	4	20	17	2	0	30	12	10	7	0	30	13	0	0	12	3	41	13	12	39	12	2	1	12	11	0	0	20	12	0	38	5	29	27	54	27	44	41	49	51	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	1	4	1	1	5	3	3	1	2	1	1	1	3	3	1	3	5	1	3	2	6	6	3	1	1	5	4	1	1	6	2	3	1	3	3	2	1	1	8
8000	-316.123374759682804	-322.978862710642204	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560336550009721	0	1	5	2	3	5	6	6	7	6	5	5	9	6	8	7	8	7	8	8	9	9	8	10	9	11	8	11	10	10	11	13	13	12	13	13	14	15	13	14	13	14	14	13	15	14	12	16	16	16	16	15	15	16	18	15	18	17	18	17	17	20	21	0	1	5	2	1	4	5	1	7	6	2	4	10	11	12	11	9	14	12	10	15	14	8	15	12	23	0	13	27	10	16	0	15	25	0	0	16	41	28	16	9	36	17	30	12	8	29	0	0	26	40	0	21	37	21	13	61	33	30	26	56	59	55	1	1	1	1	2	2	2	3	1	1	3	2	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	1	3	3	1	3	2	1	1	5	1	1	3	2	1	3	2	5	3	1	1	1	3	1	1	3	1	6	3	1	1	3	2	1	1	2
8500	-371.136701202266295	-377.992189153225695	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624556270615677	0	1	4	4	3	6	6	5	6	6	4	5	9	5	6	8	9	7	9	9	8	9	8	11	10	11	10	11	11	10	8	12	11	10	11	12	14	13	13	14	11	15	12	12	15	14	13	16	17	16	17	15	12	15	18	15	18	15	19	17	14	20	21	0	1	2	2	2	8	12	5	3	3	1	5	16	11	3	15	23	12	10	1	4	5	10	25	19	2	0	23	20	12	5	0	20	10	0	0	10	17	28	28	5	37	17	7	30	2	41	0	0	28	30	0	25	30	40	36	45	28	52	40	13	44	10	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	4	1	1	1	5	1	1	1	4	2	1	1	2	1	1	3	3	1	2	4	1	2	3	3	6	1	1	1	1	3	1	1	2	3	1	1	2	2	2	3	4	6
9000	-354.129059125498486	-360.984547076457886	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536370549629883	1	2	5	4	2	6	5	5	6	6	5	4	6	8	8	8	9	7	8	9	7	9	7	11	10	10	8	10	12	11	12	12	12	11	13	10	14	14	13	15	11	13	14	14	14	15	14	16	16	16	18	15	16	15	18	15	18	17	18	18	15	19	22	0	1	2	5	1	4	5	2	4	8	1	1	3	13	4	9	2	1	2	2	9	2	12	20	10	23	0	12	26	20	2	0	34	17	0	0	30	31	34	38	5	41	2	21	34	45	32	0	0	32	28	0	35	22	23	39	48	49	45	2	29	39	25	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	2	4	3	3	4	1	3	2	1	2	2	1	2	1	1	6	1	1	1	1	1	3	1	1	1	4	1	4	3	2	1	1	1	1	2	6	1	1	4	5	1	1	1	2	8	1	2	7
9500	-311.838179838982910	-318.693667789942310	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.455769545778890	0	2	4	5	3	5	6	5	4	7	7	5	9	8	6	8	8	6	9	8	9	9	9	11	11	9	9	11	12	10	12	12	12	11	14	12	15	16	13	13	12	14	13	13	14	15	13	16	15	16	15	16	15	15	17	16	16	17	18	18	17	20	21	0	1	5	2	2	5	9	5	2	5	12	2	5	6	8	2	6	12	12	12	10	15	20	18	23	7	0	12	11	5	10	0	18	20	0	0	2	33	22	25	10	43	5	5	13	12	28	0	0	31	31	0	36	5	47	21	45	48	29	15	52	51	50	1	1	1	2	1	1	1	1	1	1	1	2	3	2	1	2	2	1	1	1	1	2	1	2	1	2	1	2	2	4	3	1	3	1	1	1	7	3	2	1	3	1	5	6	3	4	1	1	1	2	1	1	1	5	2	4	1	1	3	5	1	4	1
10000	-386.009466345810608	-392.864954296770009	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545434390937788	0	1	3	3	3	4	6	5	6	6	6	4	8	7	6	7	9	7	9	10	8	7	8	10	11	10	10	8	11	11	12	11	11	11	13	12	13	15	13	15	12	15	13	13	15	15	13	16	15	16	18	15	16	14	16	16	18	18	18	17	17	19	20	0	1	2	2	1	2	4	5	12	3	5	4	16	7	2	10	16	2	16	23	22	11	8	13	20	6	0	5	23	24	26	0	19	15	0	0	30	24	20	21	24	39	5	5	6	6	32	0	0	42	56	0	52	15	34	47	49	49	45	45	38	60	6	1	1	2	1	2	1	2	1	2	1	2	1	1	1	3	1	1	3	1	1	1	1	3	1	1	4	1	2	2	1	1	1	1	2	1	1	1	2	1	4	1	1	4	4	5	5	2	1	1	1	1	1	1	5	2	2	1	2	1	1	1	1	7
10500	-283.684895282552077	-290.540383233511477	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532733538961919	0	2	4	4	3	6	5	5	7	6	6	3	8	7	7	8	8	8	10	9	8	9	8	10	10	11	9	9	12	10	12	13	12	11	13	12	14	15	13	14	9	14	13	11	14	12	13	16	16	17	17	13	14	13	16	15	18	18	18	17	17	19	21	0	1	1	2	1	4	5	5	10	2	12	1	10	2	1	6	5	5	7	15	14	12	8	15	41	10	0	10	17	21	21	0	18	23	0	0	6	52	46	30	12	6	15	13	13	13	46	0	0	27	5	0	44	25	34	41	61	45	55	5	48	6	10	1	1	1	1	2	1	1	1	1	2	1	1	1	2	4	1	2	2	2	1	1	2	2	1	1	2	1	1	1	2	2	1	3	1	1	1	4	1	1	2	3	4	3	2	5	2	1	1	1	4	8	1	2	2	4	2	1	1	1	7	1	6	6
11000	-322.372524682521259	-329.228012633480660	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549844656640663	0	1	4	3	3	6	5	5	5	7	6	5	7	8	6	9	8	8	8	9	8	9	7	10	10	9	10	10	11	11	11	11	13	12	12	12	14	15	13	15	12	14	12	13	13	14	12	15	15	16	18	15	15	16	17	16	17	16	19	18	16	19	18	0	1	5	1	1	7	4	2	3	9	2	3	6	3	9	13	5	5	2	10	15	2	8	20	17	6	0	26	26	20	26	0	13	18	0	0	41	34	47	30	22	34	2	30	16	12	11	0	0	16	54	0	30	41	10	25	10	44	32	42	8	53	5	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	2	4	1	1	4	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	1	4	1	2	6	2	1	1	2	1	1	2	3	6	2	5	3	5	2	3	2	7
11500	-461.163821119027205	-468.019309069986605	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546181699337155	0	2	4	4	4	4	6	5	7	6	6	5	8	7	8	9	6	6	9	10	9	9	8	11	10	10	10	11	12	9	11	10	13	11	12	12	15	15	13	14	13	14	14	13	14	15	13	16	16	16	15	12	15	15	18	15	17	18	18	17	16	20	21	0	1	2	2	2	2	4	5	8	4	5	6	10	2	12	12	6	2	7	10	13	14	17	26	5	15	0	2	13	14	5	0	23	25	0	0	26	44	19	17	23	28	52	23	2	29	35	0	0	45	5	0	32	29	24	14	54	60	27	51	41	59	21	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	3	2	1	1	2	2	1	3	1	1	4	2	1	5	1	2	1	1	1	2	1	2	5	2	1	1	4	4	1	1	1	1	1	5	1	4	1	4	4	1	1	3	1	2	1	6
12000	-327.146474074431580	-334.001962025390981	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.563952240614055	0	1	3	2	4	6	2	4	7	6	7	6	8	8	7	8	8	7	8	10	8	9	9	10	9	10	9	9	10	10	10	12	12	12	13	13	14	15	14	14	11	14	12	14	12	15	14	16	17	15	17	15	15	13	15	16	19	18	19	17	16	18	20	0	1	7	1	1	8	1	7	8	5	1	3	12	10	5	6	1	1	1	21	10	6	10	11	19	21	0	11	19	28	10	0	24	24	0	0	24	45	23	13	15	35	2	1	5	29	17	0	0	20	21	0	40	2	30	38	28	56	49	18	36	60	38	1	1	1	1	2	1	1	1	1	1	4	1	1	2	1	1	2	3	4	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	2	2	2	2	1	7	4	4	4	3	1	1	4	4	1	1	6	4	1	5	1	1	2	2	1	3
12500	-269.446245683461484	-276.301733634420884	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540190915511467	0	2	4	4	4	5	4	4	4	7	6	5	8	5	8	7	8	8	8	9	9	8	9	11	10	10	9	11	12	10	10	12	12	11	11	13	15	14	12	14	11	13	13	13	13	13	13	16	16	17	15	15	15	16	15	17	18	17	17	19	17	19	22	0	1	2	1	2	5	1	2	2	5	7	8	6	7	6	7	7	5	9	9	14	5	7	21	27	6	0	10	31	20	16	0	20	18	0	0	23	45	17	32	6	35	5	9	13	6	24	0	0	38	41	0	28	6	20	32	51	49	33	6	33	50	44	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	3	1	2	3	1	1	2	1	2	2	1	2	1	2	1	1	1	2	1	1	1	3	2	5	4	3	3	1	1	1	1	2	1	2	4	2	3	2	1	3	6	3	1	5
