step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45
5000	-272.812071355458045	-279.667559306417445	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653610710187748	1	3	5	7	12	12	9	12	10	12	13	14	15	15	16	18	17	20	18	19	17	18	21	21	21	21	24	22	23	24	22	22	24	23	25	27	26	31	29	28	28	28	31	29	33	0	1	0	0	4	9	3	7	7	9	7	10	10	0	11	11	13	14	11	11	14	0	19	21	20	22	21	22	24	16	18	22	32	21	23	23	32	35	36	37	36	20	39	36	44	1	1	1	1	3	1	2	2	1	1	2	1	2	1	2	2	1	3	2	3	2	1	2	2	1	2	4	2	2	2	1	2	1	3	1	2	1	2	1	1	1	4	2	1	2
5500	-280.595196336297647	-287.450684287257047	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603815620366955	0	3	7	7	12	12	9	12	11	12	13	15	15	15	17	16	18	20	18	18	18	18	21	21	21	20	24	22	22	23	23	23	25	24	27	26	26	30	26	26	29	29	30	30	33	0	1	0	0	4	9	3	7	7	9	7	10	10	0	11	11	13	21	8	11	14	0	15	21	16	22	21	22	24	20	18	22	22	24	30	19	32	35	23	28	30	35	39	39	44	1	2	1	1	2	1	1	1	1	1	2	2	2	1	2	2	2	1	3	3	2	1	1	2	2	1	2	3	1	3	1	2	3	2	1	4	1	2	1	3	2	1	2	2	2
6000	-259.701384251819491	-266.556872202778891	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659364492308157	0	2	7	7	10	11	11	13	10	12	14	14	15	16	15	17	18	20	18	19	19	18	22	21	21	22	24	22	23	23	23	23	25	25	25	26	24	31	28	28	29	30	29	30	34	0	1	0	0	4	9	3	7	3	9	7	10	10	0	11	11	13	14	7	16	14	0	20	21	20	22	31	22	24	23	14	22	28	29	23	23	28	35	36	32	39	35	36	39	38	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	2	2	3	1	2	1	2	1	2	1	1	2	1	1	3	2	1	2	1	2	1	4	2	2	1	3	2	1	2
6500	-270.652957895172790	-277.508445846132190	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630083046572573	0	4	6	7	11	12	8	12	10	12	12	14	15	15	17	15	17	20	19	20	18	19	21	19	21	21	23	23	22	23	23	22	24	25	28	26	26	28	28	28	30	29	29	31	34	0	1	0	0	4	9	3	7	7	9	7	10	10	0	11	11	13	14	11	16	14	0	19	21	11	22	21	22	24	23	18	22	32	29	20	25	28	23	36	37	39	30	35	39	44	1	2	1	1	2	1	1	2	1	1	3	1	2	1	2	2	1	2	3	2	1	1	1	1	4	2	2	3	2	1	2	2	1	2	4	2	2	2	1	1	1	4	1	1	2
7000	-264.646463712075217	-271.501951663034617	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561531570726111	1	3	7	7	9	12	9	12	11	12	13	14	15	15	18	18	19	18	17	20	19	18	21	22	22	22	24	21	23	23	22	22	25	24	26	27	28	30	28	28	29	29	30	31	34	0	1	0	0	4	9	3	7	7	9	7	10	9	0	7	7	13	14	11	19	18	0	16	21	20	22	31	22	24	20	18	22	32	29	20	35	33	35	36	32	36	19	36	39	44	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	4	2	2	2	2	1	1	3	1	1	2	1	2	1	1	2	2	1	1	4	1	2	2	1	2	1	5	1	1	2
7500	-262.469952720161473	-269.325440671120873	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719541005201287	0	2	7	7	10	11	9	13	10	13	14	14	15	15	17	17	18	18	18	18	19	19	22	21	21	20	24	21	23	22	22	23	25	24	24	26	28	30	28	27	29	29	30	30	34	0	1	0	0	4	9	3	7	3	9	8	10	10	0	11	11	13	14	16	16	18	0	19	21	16	22	31	22	21	20	18	22	28	29	23	30	40	35	30	33	39	23	39	39	44	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2	1	1	1	2	2	3	2	2	1	1	3	1	3	2	1	1	3	1	1	3
8000	-257.656578070890816	-264.512066021850217	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653484576354400	1	3	8	7	12	11	11	13	10	12	14	14	15	15	16	16	17	18	18	20	19	18	21	22	21	19	24	21	21	23	23	22	25	24	27	25	28	30	27	28	28	28	29	31	34	0	1	0	0	4	9	3	7	3	9	7	10	10	0	11	11	13	14	16	19	18	0	16	29	19	22	21	22	21	20	18	22	28	29	30	25	28	30	36	28	36	23	39	41	44	1	1	1	1	2	1	2	1	1	1	3	2	1	1	1	1	1	2	1	2	1	1	3	1	2	1	2	2	1	1	2	2	2	1	2	2	3	4	1	2	2	3	1	1	1
8500	-261.164208118357635	-268.019696069317035	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.525973746550169	1	4	8	7	11	12	10	12	11	12	12	14	15	15	17	16	19	18	17	19	19	19	20	22	21	20	25	23	21	24	23	23	25	24	27	27	27	30	28	28	29	29	30	30	35	0	1	0	0	4	9	3	7	7	9	7	10	10	0	7	11	10	14	7	19	18	0	19	29	20	22	31	22	21	25	18	22	32	29	30	23	33	35	36	28	36	36	39	36	44	1	2	1	1	2	1	1	1	1	1	1	2	2	1	3	3	3	2	3	1	1	1	1	1	1	1	1	3	1	1	3	2	1	2	1	3	1	2	1	2	1	1	1	2	2
9000	-267.924549189956906	-274.780037140916306	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710717433129439	-1	3	7	7	10	12	10	11	11	13	12	15	15	15	15	17	18	17	19	20	19	17	22	21	21	21	24	22	20	24	23	21	24	23	28	26	28	30	28	27	29	28	30	31	33	0	1	0	0	4	9	3	7	7	6	7	10	10	0	7	11	13	14	16	19	18	0	19	29	19	22	21	22	21	20	18	22	28	24	19	23	28	30	36	32	39	19	39	36	38	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	2	1	1	2	3	3	1	2	2	2	1	1	4	1	3	3	1	2	1	5	1	2	1
9500	-253.668791266706904	-260.524279217666276	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691933812976473	0	4	8	6	11	12	10	12	11	13	14	15	15	16	18	16	19	18	18	19	19	18	22	22	22	22	24	22	21	24	24	23	26	24	26	27	28	29	28	29	29	30	30	31	34	0	1	0	0	4	9	3	7	3	9	7	10	10	0	11	11	13	14	16	16	18	0	19	29	19	22	21	22	21	23	18	22	32	24	19	23	28	35	36	37	36	36	36	36	36	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	1	3	2	2	2	1	1	4	2	1	1	2	3	3	1	1	1	1	1	2	1	3
10000	-274.393943552749761	-281.249431503709161	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603728147128673	0	3	8	7	12	12	9	12	10	12	14	14	15	16	16	18	18	18	19	16	18	18	22	21	22	21	24	22	20	23	22	23	26	24	27	27	27	30	29	27	29	29	29	30	33	0	1	0	0	4	9	3	7	7	9	7	10	10	0	11	11	13	14	20	11	14	0	16	29	16	22	29	22	21	19	18	22	32	24	30	16	22	23	36	22	36	35	36	36	44	1	1	1	1	2	1	1	2	1	2	3	1	2	1	1	2	2	1	2	1	1	1	3	1	1	1	2	3	2	1	2	3	2	2	2	3	5	4	1	4	1	1	1	2	2
10500	-260.967664455968361	-267.823152406927761	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584254098813735	0	2	7	7	11	12	10	12	11	12	13	14	14	15	18	18	17	19	15	20	19	18	21	22	22	20	24	22	21	23	23	23	26	24	27	27	27	29	28	28	30	29	30	30	33	0	1	0	0	4	9	3	7	7	9	8	10	10	0	11	19	13	14	7	19	14	0	19	29	23	22	18	22	21	16	14	22	32	24	25	23	32	30	35	37	39	30	39	36	44	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	2	1	2	2	2	3	1	3	1	1	1	3	2	1	2	3	2	1	2	2	3	2	4	1	1	1	2	1	1	2
11000	-265.816131234411444	-272.671619185370844	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578089536569781	1	3	8	6	10	11	10	13	10	12	13	14	15	15	17	16	18	19	18	20	17	19	21	19	22	21	24	23	21	24	22	24	25	25	26	26	27	30	29	29	27	29	30	31	35	0	1	0	0	4	9	3	7	3	9	7	10	10	0	7	11	13	14	7	16	14	0	16	21	16	22	31	22	24	25	21	22	28	29	30	19	28	30	41	37	36	30	39	39	44	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	6	2	1	1	4	1	2	1	1	2	2	1	2	2	1	2	1	4	2	4	1	1	1	2	1	1	2
11500	-258.807605393307142	-265.663093344266542	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622635448064927	-1	2	8	8	11	11	9	12	10	12	14	14	15	13	16	18	18	18	16	19	19	19	21	20	21	22	23	23	22	22	24	23	25	25	27	24	27	30	28	27	29	28	30	31	34	0	1	0	0	4	9	3	7	7	6	7	10	10	0	8	19	13	14	11	11	18	0	16	21	20	22	21	22	24	19	18	22	28	24	30	30	32	30	36	32	36	35	41	41	44	1	2	1	1	1	1	1	2	1	1	2	1	2	1	3	1	2	2	1	2	1	1	2	1	1	2	2	3	1	3	3	2	1	2	2	1	2	3	2	2	3	1	1	1	1
12000	-294.819837658259075	-301.675325609218476	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.473280702964834	-1	2	7	6	11	11	10	12	9	11	13	13	15	15	17	17	18	17	17	17	18	17	19	21	21	21	22	22	23	23	23	24	25	23	25	26	26	29	29	28	30	29	31	30	34	0	1	0	0	4	9	3	7	3	9	7	10	10	0	7	7	13	14	11	7	14	0	19	21	19	22	21	22	24	19	18	28	28	24	23	25	28	25	35	32	38	16	36	42	36	1	1	1	1	3	1	2	1	2	1	1	1	2	1	2	3	2	2	2	4	2	1	1	2	3	2	2	3	1	3	2	1	1	2	4	3	3	4	2	3	1	5	2	1	3
12500	-273.312753290535056	-280.168241241494457	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620022741308420	-1	3	6	6	11	12	9	11	11	13	13	15	15	15	16	18	18	19	17	19	19	18	20	22	20	20	24	22	20	24	23	23	26	25	27	26	25	30	28	28	29	30	30	31	34	0	1	0	0	4	9	3	7	3	9	7	10	10	0	11	7	13	14	7	16	14	0	20	29	11	22	21	22	21	20	18	22	32	24	16	16	32	36	36	37	35	36	39	39	44	1	1	1	1	2	1	2	1	2	1	2	1	1	1	3	4	1	2	4	1	2	1	1	1	3	1	2	2	1	3	2	3	1	2	3	2	1	2	1	2	1	2	1	2	1
13000	-266.689976425525117	-273.545464376484517	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612802912686501	-1	3	7	5	11	12	9	13	10	12	14	13	14	16	18	17	18	18	18	20	19	16	21	21	22	21	24	22	22	24	24	23	26	24	26	26	28	30	28	27	29	29	30	30	34	0	1	0	0	4	9	3	7	3	9	8	10	10	0	11	11	13	14	11	16	18	0	19	21	20	22	21	22	24	20	18	26	32	29	30	19	33	35	35	28	36	25	41	39	44	1	3	1	1	3	1	1	2	1	1	1	1	1	1	2	2	2	1	2	2	1	1	2	1	1	3	3	3	1	2	3	2	1	1	1	3	1	2	1	2	2	3	1	1	3
13500	-267.505690027008995	-274.361177977968396	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511226644746224	1	3	6	7	11	12	10	12	11	12	13	15	16	15	18	18	18	18	18	19	19	17	22	22	21	20	22	22	21	23	24	24	26	24	28	23	27	30	27	27	27	30	31	29	34	0	1	0	0	4	9	3	7	7	9	7	10	10	0	11	7	13	14	11	16	18	0	20	29	16	22	21	22	21	20	18	22	28	29	23	19	28	35	36	32	36	35	44	39	44	1	1	1	1	2	1	2	1	1	1	2	2	1	1	2	4	2	2	2	1	1	1	1	1	2	2	2	2	1	1	3	3	2	1	3	2	2	1	2	1	2	1	1	1	2
14000	-265.905778207626895	-272.761266158586295	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683403874635960	1	3	7	7	10	12	10	12	10	12	14	15	15	16	17	16	19	20	18	20	18	19	20	22	20	21	23	23	21	24	23	23	25	23	26	25	26	31	28	29	30	29	29	31	34	0	1	0	0	4	9	3	7	3	9	7	10	9	0	11	7	13	14	11	19	14	0	11	29	19	22	21	22	21	20	18	22	32	29	30	20	28	35	36	37	39	30	36	39	44	1	1	1	1	1	1	2	1	2	1	2	2	2	1	2	2	2	2	2	1	1	1	4	1	2	1	2	2	1	4	2	2	1	1	1	2	1	2	2	2	1	2	2	1	2
14500	-257.962357281671643	-264.817845232631043	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523968961971230	0	3	6	7	12	10	10	12	11	13	13	14	15	15	17	17	19	19	17	18	19	18	20	22	22	21	25	22	21	22	23	24	25	24	26	26	27	30	28	28	29	29	30	31	35	0	1	0	0	4	3	3	7	6	9	8	10	10	0	11	11	13	14	11	11	14	0	19	29	23	22	21	22	21	16	18	22	28	29	20	23	32	25	36	32	36	35	39	41	44	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	3	1	2	1	1	2	2	2	1	2	2	3	2	1	3	3	2	4	1	2	1	2	1	1	3
15000	-253.648434183168746	-260.503922134128118	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.765521441133186	1	3	7	7	11	11	9	11	12	12	14	15	14	16	17	18	19	20	17	19	18	18	20	22	21	20	25	22	21	22	23	23	25	25	26	26	25	30	28	26	29	29	30	31	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	11	19	14	0	19	29	19	22	31	22	21	23	18	22	28	29	19	16	32	42	36	28	39	35	39	39	44	1	1	1	1	2	1	1	1	1	1	4	1	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	2	2	1	3	2	1	2	3	3	1	1	1	2	1	1	1	1	1
15500	-261.437915248436582	-268.293403199395982	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644184918040757	0	3	6	7	12	9	9	12	12	11	13	13	15	15	17	16	19	19	17	18	17	17	20	21	20	21	24	22	22	22	23	23	26	24	27	26	27	31	28	29	29	29	30	31	33	0	1	0	0	4	3	3	7	6	6	8	10	10	0	11	11	13	14	11	11	14	0	20	18	19	22	18	22	24	25	18	22	28	24	36	20	28	35	36	37	36	35	36	39	43	1	1	1	1	2	2	2	2	1	1	1	1	2	1	2	2	2	3	2	2	1	1	1	1	1	2	3	2	1	1	2	3	2	2	1	3	2	2	1	1	2	1	2	1	1
16000	-271.934373323680688	-278.789861274640089	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641883291340428	1	4	5	8	10	11	9	13	12	13	13	14	15	15	16	17	18	19	19	19	18	18	22	21	21	20	24	23	22	24	24	23	25	24	27	25	28	29	29	27	29	29	31	30	34	0	1	0	0	4	7	3	7	6	9	7	10	10	0	11	11	13	14	11	11	14	0	16	21	16	22	21	22	24	16	18	22	28	24	23	30	32	23	36	32	36	23	38	36	39	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	1	3	3	3	2	1	2	2	2	1	3	2	1	2	3	2	2	1	4	1	3	3	2	2	2	3	1	1	2
16500	-251.782549785285681	-258.638037736245053	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703226871594275	0	2	6	6	11	11	9	13	13	13	14	15	15	15	17	16	19	18	18	20	19	17	21	21	22	22	24	21	22	22	23	23	25	25	27	25	27	30	29	29	30	30	30	31	35	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	16	19	18	0	16	21	20	22	21	22	24	19	18	22	32	29	20	23	32	39	36	37	39	35	39	41	44	1	1	1	1	2	1	1	2	1	1	3	1	1	1	2	1	2	2	2	1	1	1	2	1	1	2	2	3	1	2	3	3	1	2	3	2	2	1	3	1	1	2	1	1	2
17000	-274.591855194928428	-281.447343145887828	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536180964767230	0	3	7	7	11	11	9	11	13	12	14	14	14	15	18	16	18	19	18	19	18	18	22	19	22	22	23	23	22	23	22	23	24	25	27	25	27	28	29	28	28	30	31	30	33	0	1	0	0	4	7	3	7	6	6	8	10	10	0	11	11	13	14	16	19	14	0	11	21	19	22	18	22	24	19	21	22	22	24	23	23	32	19	36	37	35	30	36	36	44	1	2	1	1	2	1	1	2	2	1	2	1	1	1	2	2	1	3	1	1	2	1	4	1	2	2	2	2	2	2	2	2	3	4	2	2	1	4	2	1	1	3	2	2	1
17500	-269.604830247547739	-276.460318198507139	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607868908430234	0	2	8	7	9	11	10	12	13	12	12	14	15	16	17	17	19	18	18	19	19	19	22	21	21	22	25	22	22	23	23	23	26	24	25	27	27	28	27	28	30	30	30	31	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	8	7	13	14	11	16	18	0	20	21	16	22	21	22	24	20	14	22	32	24	23	30	28	35	19	26	36	38	38	39	44	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	3	2	1	2	1	1	1	2	1	2	2	3	2	1	2	3	2	1	1	2	2	3	1	4	3	2	1	1	2	1
