step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19
5000	-90.444434909773847	-97.299922860733218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.734014132281902	-1	0	0	1	2	2	3	3	3	6	5	6	6	9	11	9	10	10	12	0	1	1	1	3	2	2	5	0	7	9	9	3	12	14	13	13	7	15	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	3	1
5500	-74.328958406503702	-81.184446357463074	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.831415267255750	0	1	2	3	3	3	4	4	2	6	5	6	7	9	11	10	9	10	10	0	1	1	2	1	3	5	3	0	7	9	11	8	12	14	17	10	13	12	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2
6000	-84.144728709009996	-91.000216659969368	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720000443611725	0	1	3	3	2	2	3	4	3	4	5	6	7	10	10	10	9	7	11	0	1	2	1	1	1	2	7	0	7	9	11	10	12	12	10	10	10	12	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2
6500	-87.087514092617056	-93.943002043576428	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.829683599499335	-1	0	2	2	2	3	1	3	4	5	6	7	7	8	10	9	10	10	10	0	1	1	7	2	1	2	3	0	8	9	9	10	12	14	10	16	13	12	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2
7000	-83.555092461257857	-90.410580412217229	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.827475015033041	0	1	2	2	2	1	3	5	3	5	6	6	8	9	11	9	9	10	12	0	1	2	1	1	1	2	7	0	3	9	9	7	12	14	10	10	2	15	1	1	1	1	1	1	1	1	1	1	1	2	3	2	1	2	2	3	1
7500	-79.216973567957041	-86.072461518916413	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.681827231858631	0	1	2	3	2	3	4	5	4	5	6	7	7	9	11	8	10	10	11	0	1	1	1	2	2	5	5	0	7	9	9	10	12	14	10	13	7	12	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2
8000	-72.038051030141915	-78.893538981101287	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803281502174850	0	1	2	2	2	3	4	4	2	5	4	6	7	8	11	9	9	11	12	0	1	2	1	1	5	3	3	0	2	9	11	10	12	14	13	13	17	14	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2
8500	-76.382967258857477	-83.238455209816848	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.857635162692219	0	2	2	3	2	2	3	4	3	5	5	5	7	9	12	9	9	9	11	0	1	1	5	1	1	3	3	0	7	9	9	10	12	19	10	10	10	14	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	3	2	1
9000	-67.124235596755071	-73.979723547714443	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.796450111280680	0	2	2	2	2	3	1	4	2	5	5	6	7	9	11	9	9	10	11	0	1	1	1	1	3	1	3	0	2	9	11	10	12	14	13	13	17	14	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1
9500	-81.989041404669337	-88.844529355628708	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.771851856180134	0	1	1	2	2	3	3	1	1	6	5	6	7	10	12	9	9	11	11	0	1	1	1	3	1	2	1	0	2	9	11	10	12	14	10	13	17	14	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	1
10000	-91.976166581299196	-98.831654532258568	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.771637513751663	0	2	2	1	2	3	3	4	1	5	4	5	8	9	12	6	10	7	10	0	1	1	1	1	3	3	5	0	5	9	11	3	12	14	5	8	8	14	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	2	2	1	1
10500	-81.364818509465081	-88.220306460424453	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.913174705093892	-1	1	0	3	2	2	3	5	3	6	4	6	7	10	12	8	10	11	11	0	1	1	3	2	3	3	7	0	7	9	11	7	12	14	10	10	17	14	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1
11000	-76.510946195706993	-83.366434146666364	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667044749789948	0	1	3	2	2	3	3	4	3	5	6	6	7	9	9	9	9	9	11	0	1	2	1	1	1	2	5	0	7	9	9	10	12	12	13	13	13	12	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2
11500	-76.329830598340948	-83.185318549300320	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593396037166822	0	1	2	2	1	3	4	4	2	6	5	7	7	9	12	10	9	9	10	0	1	1	1	1	2	3	3	0	7	9	11	10	12	12	17	10	10	12	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	2	2	2
12000	-75.135482110578138	-81.990970061537510	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.875299436796509	0	1	1	3	2	3	3	5	3	5	5	7	7	9	11	9	9	9	12	0	1	1	2	1	2	3	7	0	3	9	11	10	12	12	10	13	13	15	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1
12500	-87.615005365407058	-94.470493316366429	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.762381256259933	0	1	1	3	2	3	3	2	2	5	5	6	7	9	9	9	8	10	11	0	1	1	2	2	8	2	1	0	7	9	9	10	12	12	10	10	13	12	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	2	1	2	2
13000	-65.167743763238292	-72.023231714197664	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.940539523214686	0	1	2	1	3	2	2	4	2	6	5	7	8	10	11	9	9	10	12	0	1	1	1	2	1	2	7	0	8	9	11	10	12	14	13	13	13	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-92.166860634988609	-99.022348585947981	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555722878513335	-1	1	1	2	2	2	4	5	3	5	5	6	6	9	12	9	9	11	10	0	1	1	3	1	1	3	5	0	1	9	11	8	12	14	7	3	6	14	1	1	1	1	2	2	1	1	1	3	2	1	1	2	2	3	4	4	1
14000	-80.627550011711790	-87.483037962671162	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625252462215710	-1	1	2	2	1	3	4	4	3	6	6	7	7	9	11	8	9	9	11	0	1	5	5	1	2	2	5	0	8	9	11	10	12	12	2	13	5	14	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	4	1
14500	-74.026419611880669	-80.881907562840041	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.861373566982647	0	2	2	3	3	3	2	5	3	6	5	6	7	9	11	8	9	10	11	0	1	1	2	2	2	1	7	0	8	9	11	10	12	14	13	13	17	14	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2
15000	-72.179352380260738	-79.034840331220110	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.866180163502061	0	2	2	3	1	3	3	4	3	5	5	6	7	9	12	10	8	10	10	0	1	1	3	1	3	5	7	0	7	9	11	8	12	19	17	10	17	12	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2
15500	-85.636802721184793	-92.492290672144165	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.843124797630367	0	2	2	1	3	2	2	4	4	5	6	7	6	9	10	7	9	9	11	0	1	1	1	3	1	1	7	0	5	9	11	10	12	12	2	13	13	12	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2
16000	-74.286968960532178	-81.142456911491550	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.778938626162301	0	2	2	3	3	2	3	4	4	6	6	6	7	9	11	9	10	9	11	0	1	1	3	2	1	3	2	0	8	9	9	8	12	12	10	13	13	12	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2
16500	-75.781146930366376	-82.636634881325747	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716816906840892	0	1	2	2	3	3	3	5	4	5	5	6	7	8	10	8	10	10	10	0	1	1	1	3	2	1	7	0	2	9	9	10	12	14	13	16	13	14	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2
17000	-84.289061474607692	-91.144549425567064	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667933858887182	0	1	3	2	3	2	3	5	2	5	5	6	8	9	12	9	10	10	10	0	1	2	1	2	1	2	3	0	3	9	9	2	12	12	10	6	16	14	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	2	3	1	1
17500	-65.804391959932502	-72.659879910891874	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.979858159301263	-1	0	2	1	2	3	4	4	3	6	5	6	8	8	10	10	9	9	12	0	1	2	1	1	3	5	5	0	8	9	11	10	12	14	13	13	13	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-81.344364332808425	-88.199852283767797	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.824254962804831	0	2	1	2	1	1	3	3	3	5	6	7	7	9	11	10	9	11	11	0	1	1	1	1	1	3	3	0	2	9	9	10	12	14	13	5	13	12	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	4	2	2
18500	-75.430804682090837	-82.286292633050209	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.847148118332892	0	1	2	3	2	3	3	4	2	5	5	6	7	9	12	9	8	10	11	0	1	2	5	1	1	1	7	0	5	9	11	10	12	14	10	13	13	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1
19000	-82.549479524112044	-89.404967475071416	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716392141545073	0	1	2	3	2	2	3	4	3	5	4	6	7	8	11	9	9	10	10	0	1	2	3	2	1	1	2	0	7	9	9	10	12	12	10	13	13	14	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2	1	1
19500	-85.360501051885521	-92.215989002844893	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.856455277351532	0	1	1	3	2	3	2	4	0	6	6	6	8	9	10	9	8	10	12	0	1	1	3	3	1	3	5	0	8	9	9	10	11	14	13	10	17	15	1	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1	1	1	1
20000	-79.998289671481402	-86.853777622440774	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560364026353147	0	2	1	2	3	1	2	4	2	4	4	7	7	10	11	9	9	10	11	0	3	1	1	3	1	1	7	0	2	9	11	10	12	14	13	10	16	14	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1
20500	-85.139915904407346	-91.995403855366717	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629330181065070	0	1	3	2	3	3	2	5	2	5	5	7	7	8	10	10	10	9	12	0	1	1	2	1	7	1	7	0	2	9	11	10	12	12	10	8	10	15	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	2	2	2	1
21000	-77.514976101991536	-84.370464052950908	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717251980049944	0	2	2	2	1	2	3	4	2	5	5	6	7	8	11	8	10	11	11	0	1	1	5	1	1	2	2	0	5	9	11	10	12	12	7	13	13	14	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	2	2
21500	-74.044297777564282	-80.899785728523653	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.875911091466637	0	1	2	3	3	2	4	4	3	4	5	5	6	9	11	9	8	10	11	0	1	1	3	3	1	5	2	0	1	9	9	10	12	14	17	13	17	12	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2
22000	-80.776892294106275	-87.632380245065647	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.733127529530534	-1	1	3	2	2	3	3	4	3	5	5	7	7	9	12	9	9	10	11	0	1	2	2	2	2	2	7	0	5	9	11	10	12	12	13	13	10	14	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	1	2	2	2
22500	-87.957657578558297	-94.813145529517669	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564480779412623	0	2	3	2	1	2	2	1	3	5	5	7	7	9	12	9	9	9	10	0	5	7	8	1	1	8	1	0	6	9	11	10	12	19	2	13	2	14	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	4	1
23000	-71.285540048646453	-78.141027999605825	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.881993115021126	0	1	2	3	2	3	3	3	2	5	5	6	6	9	10	9	8	10	11	0	1	1	5	1	5	1	2	0	7	9	11	10	12	14	13	13	17	14	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
23500	-89.868507991818575	-96.723995942777947	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.887791780745835	-1	1	1	2	2	3	2	3	3	5	5	5	8	8	10	9	8	10	11	0	1	1	3	3	5	1	2	0	6	9	9	10	12	12	6	10	13	15	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	3	1	1	1
24000	-78.749332913251848	-85.604820864211220	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.760184796333687	0	2	3	2	2	2	3	2	3	5	5	6	6	9	11	10	8	10	11	0	1	5	1	1	1	5	1	0	3	9	9	10	12	14	17	1	13	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	2
24500	-79.257274946467803	-86.112762897427174	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763132759491823	0	1	1	2	3	3	3	4	2	3	4	6	8	9	12	9	10	10	10	0	1	1	1	2	3	3	7	0	2	9	11	10	12	14	13	13	13	12	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2
25000	-88.736079883353042	-95.591567834312414	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712210924854646	-1	1	2	3	1	3	3	3	3	5	5	4	8	9	11	7	9	10	12	0	1	2	5	1	2	1	5	0	8	9	9	10	12	14	8	6	10	14	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	2	2	1
25500	-80.530047198367868	-87.385535149327239	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632683094715608	0	1	3	3	3	3	4	4	3	6	5	7	7	9	10	8	9	10	11	0	1	2	2	2	2	3	2	0	8	9	11	6	12	12	10	7	5	14	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	3	1
26000	-74.547687821707228	-81.403175772666600	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.833670069157090	0	1	2	3	2	2	4	5	3	5	5	6	7	9	11	9	8	11	12	0	1	2	3	1	2	3	3	0	5	9	9	10	12	14	10	13	16	14	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1
26500	-76.358681509482096	-83.214169460441468	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693106449326348	0	1	2	3	2	3	4	4	4	5	6	6	7	9	10	10	9	10	12	0	1	1	2	1	2	3	3	0	6	9	9	10	12	12	10	10	10	12	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3
27000	-79.001695275196269	-85.857183226155641	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607761034019349	0	1	2	2	2	3	3	4	3	5	5	6	8	9	12	9	8	10	10	0	1	1	1	1	1	2	3	0	6	9	11	10	12	14	17	5	13	14	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	4	1	1
27500	-99.584231773501500	-106.439719724460872	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.736551701424983	0	1	3	3	3	3	3	4	2	6	6	6	4	9	11	9	10	8	12	0	1	2	1	1	2	1	1	0	3	9	9	7	12	12	10	13	5	14	1	1	1	1	1	1	2	1	1	2	2	2	1	2	2	2	3	3	2
28000	-87.048487631815092	-93.903975582774464	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.731292131097363	0	1	2	3	3	3	3	1	4	6	6	7	7	10	11	10	9	11	11	0	1	8	8	1	8	1	1	0	7	9	11	6	12	12	10	10	10	12	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2
28500	-77.612297262681011	-84.467785213640383	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785934531247697	-1	1	2	2	2	3	3	4	3	5	4	7	7	9	10	9	9	11	11	0	1	1	2	2	2	5	1	0	5	9	11	10	12	14	13	13	13	12	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2
29000	-85.014510417652346	-91.869998368611718	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.789443864068406	-1	1	2	2	3	2	3	4	0	5	4	7	8	9	12	9	7	9	11	0	1	1	1	2	2	2	7	0	7	9	11	10	12	12	17	10	8	14	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	2	2	1
29500	-82.599079130860900	-89.454567081820272	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660370216637464	-1	1	2	2	2	1	3	4	3	5	5	7	7	9	11	8	9	10	12	0	1	2	1	2	1	2	6	0	7	9	11	1	12	12	5	10	10	14	1	1	1	1	1	1	1	1	1	1	2	1	4	1	2	2	2	1	1
30000	-89.596509426853814	-96.451997377813186	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573209298071573	0	1	1	2	3	2	3	5	3	6	5	6	6	9	10	9	10	10	11	0	1	1	2	3	1	1	3	0	1	9	9	6	12	12	10	8	10	14	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	2	1	2	1
30500	-79.762162394613512	-86.617650345572883	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686263118711373	0	1	3	2	1	2	2	4	3	5	5	5	6	10	11	8	8	10	12	0	1	5	1	1	2	1	6	0	7	9	9	10	12	12	13	10	16	14	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	2	1	1
31000	-85.157046503092602	-92.012534454051973	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628723269444460	0	1	3	3	2	2	4	4	2	5	4	6	7	8	12	9	9	9	12	0	1	1	2	1	2	2	2	0	3	9	9	10	12	14	10	13	10	14	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	2	2	3	2
31500	-89.906198134034454	-96.761686084993826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542367437630745	-1	0	3	3	3	1	3	4	3	5	4	7	7	10	11	9	10	11	12	0	1	1	1	2	1	1	3	0	5	9	11	10	12	14	8	10	10	15	1	1	2	2	2	1	2	1	1	1	1	1	1	2	1	3	2	3	1
32000	-83.443781121294691	-90.299269072254063	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.770323718390156	0	1	3	2	2	3	2	4	3	5	5	6	6	9	11	8	8	10	11	0	1	5	1	1	7	1	5	0	3	9	9	7	12	12	13	10	10	12	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	2	1	2
32500	-64.950673645682400	-71.806161596641772	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.930868806884645	-1	0	2	2	2	2	3	3	3	5	5	7	7	9	10	9	9	8	11	0	1	2	2	2	2	2	3	0	3	9	11	10	12	14	13	13	13	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33000	-71.924210838060844	-78.779698789020216	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.865812379069997	-1	1	3	1	2	2	1	4	3	5	6	6	7	9	11	9	7	9	12	0	1	7	1	1	1	1	5	0	8	9	9	10	12	14	13	10	13	15	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
33500	-76.955664641829870	-83.811152592789242	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.798894448662862	0	2	2	2	2	3	3	5	2	4	5	6	7	10	12	9	8	11	11	0	1	1	1	1	3	3	6	0	3	9	11	10	12	14	17	10	5	14	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	3	1
34000	-80.948492801529468	-87.803980752488840	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.799024120738327	-1	1	1	2	2	2	3	4	2	4	4	6	7	8	10	8	10	10	10	0	1	1	2	2	3	2	7	0	3	9	11	7	12	14	3	16	13	14	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	3	1	2	1
34500	-78.629763171520011	-85.485251122479383	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.733248827373387	0	2	2	3	2	2	3	4	1	5	5	5	7	9	11	9	9	9	12	0	1	1	1	1	1	1	3	0	8	9	9	10	12	14	13	13	3	14	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	4	2
35000	-69.029715403641120	-75.885203354600492	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.900295235938981	0	1	2	3	2	3	3	4	3	6	5	7	7	8	12	10	9	10	9	0	1	1	2	2	2	5	2	0	8	9	11	10	12	14	17	13	13	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
35500	-79.461826828246146	-86.317314779205518	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.835634780367652	0	1	1	3	3	2	4	4	2	5	5	7	7	9	10	9	8	10	12	0	1	1	3	2	1	2	2	0	3	9	11	10	12	12	10	7	16	15	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	1
36000	-75.315833154917328	-82.171321105876700	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.903899173463573	0	1	2	3	2	2	3	4	3	6	5	7	8	9	10	9	10	8	11	0	1	1	3	2	2	5	5	0	1	9	9	10	12	12	18	13	10	15	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1
36500	-85.508317968113403	-92.363805919072774	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.781999792960546	0	1	2	3	1	2	4	4	3	5	5	6	8	8	11	10	10	9	12	0	1	1	5	1	5	3	3	0	1	9	11	8	12	14	18	18	13	12	1	1	1	1	1	1	1	1	1	2	1	1	3	2	2	1	1	1	2
37000	-88.097886485168488	-94.953374436127859	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.721875949939215	0	2	2	2	1	3	2	3	3	5	5	7	8	8	12	8	8	10	11	0	5	1	1	1	2	1	7	0	5	9	11	10	12	12	10	10	3	12	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	5	2
