step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24
15000	-161.552523226830544	-160.031293112650076	-1.521230114180482	0.000263196404888	0.000073877977217	0.280695236882552	0.572815358332699	4	3	5	5	7	6	8	5	6	6	8	8	7	10	10	7	9	9	11	12	13	15	23	28	2	0	2	2	1	1	13	2	1	4	4	16	8	12	16	1	6	9	13	6	12	5	22	0	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	2	2	4	2	5	3	1
15500	-158.442267799336037	-156.642353600658936	-1.799914198677100	0.000200016763174	0.000035322528605	0.176597841323332	0.572027648954576	4	3	5	5	6	5	7	7	6	6	7	8	8	7	11	8	9	10	10	14	14	16	25	28	2	0	2	2	1	1	2	2	1	4	10	10	8	4	18	1	6	9	13	3	19	20	17	0	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	4	3	2	8	1
16000	-169.664111634943680	-168.092318557151117	-1.571793077792570	0.000290135998687	0.000073398664925	0.252980206722026	0.772761198017968	4	2	3	5	5	6	8	5	6	6	7	6	7	8	10	8	10	8	12	10	14	16	24	28	2	0	2	2	1	4	8	2	1	1	4	1	8	12	18	1	18	1	18	16	11	19	22	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	3	3	1	2	1	4	1
16500	-163.986617449308568	-162.482855244838134	-1.503762204470423	0.000215075009999	0.000062813065956	0.292051902989810	0.778549628688228	4	2	4	6	6	6	7	5	6	4	7	7	7	9	9	8	10	10	11	12	14	16	21	25	2	0	2	10	1	1	8	2	1	2	4	8	8	7	16	1	3	6	13	3	13	20	22	0	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	1	2	4	3	2	2	1
17000	-163.715865483952143	-162.133200109462933	-1.582665374489223	0.000305347674573	0.000075667389227	0.247807321058598	0.654036171340453	4	3	5	5	7	6	8	6	6	7	8	8	8	10	11	7	9	11	12	11	13	15	22	27	2	0	2	2	4	1	8	2	1	8	4	10	16	10	17	1	16	6	8	3	20	17	22	0	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	2	1	2	4	3	1	3	4	1
17500	-155.575338341022047	-153.886183275181878	-1.689155065840170	0.000247137496382	0.000051137785559	0.206920383625261	0.686374189223056	4	2	4	4	7	6	8	5	6	6	8	7	8	8	11	8	7	10	12	13	15	14	23	26	2	0	2	2	1	1	12	2	1	4	10	2	8	12	9	1	1	1	18	2	20	16	20	0	1	1	1	1	1	1	1	2	1	1	1	3	1	1	2	2	2	3	1	4	1	2	4	1
18000	-141.627117345324280	-139.968775617865333	-1.658341727458954	0.000264991242810	0.000057568648020	0.217247360364505	0.581507907090835	4	3	4	5	7	6	7	5	6	8	7	8	8	10	10	8	10	10	12	12	14	16	24	27	2	0	2	2	1	1	8	2	1	4	4	4	11	10	5	11	16	10	13	3	19	16	22	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	4	1	4	3	1
18500	-166.550913393632783	-164.786742792259929	-1.764170601372865	0.000316902515510	0.000058756641391	0.185409198460651	0.599492019746029	5	4	5	5	6	7	6	7	7	6	7	8	8	9	10	8	9	11	12	12	12	16	24	28	2	0	2	2	1	1	2	7	1	4	10	10	8	2	11	1	6	9	14	14	13	18	19	0	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	2	1	2	2	1	2	3	7	1
19000	-150.083878179878383	-148.534245845816542	-1.549632334061841	0.000214831536699	0.000056783119426	0.264314636008342	0.589720578501803	5	3	5	5	7	6	8	6	6	7	8	7	7	9	11	9	9	10	12	12	15	14	21	27	2	0	2	2	1	1	13	2	1	4	4	4	2	2	6	1	6	9	13	3	19	15	22	0	1	1	1	1	1	1	1	2	1	1	2	1	2	3	2	2	2	1	2	3	2	2	4	1
19500	-149.990118551497176	-147.393841835665967	-2.596276715831201	0.000258805900225	0.000020670251618	0.079867775813429	0.678496318350871	5	4	5	5	7	7	8	7	6	6	7	8	6	7	10	9	9	9	11	12	14	14	24	27	2	0	2	2	1	1	10	13	1	3	4	4	2	2	6	1	1	9	13	3	19	1	22	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	3	2	4	3	1
20000	-152.366787675359063	-150.684362551868901	-1.682425123490174	0.000274172949266	0.000057327077897	0.209090933481614	0.625857085307211	5	4	5	5	7	7	7	7	6	7	6	7	5	9	10	8	8	10	12	13	13	15	23	27	2	0	2	2	1	1	13	13	1	4	4	4	2	10	6	1	1	9	13	4	8	5	20	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	3	3	3	3	6	1
20500	-161.771888681108351	-160.143731695417046	-1.628156985691304	0.000260451740413	0.000059496690897	0.228436526484350	0.568787300563998	4	2	4	4	6	6	6	6	6	8	7	7	6	8	9	7	9	10	13	11	15	15	23	27	2	0	2	2	1	1	4	4	1	2	4	2	3	11	11	1	1	9	20	11	19	19	22	0	1	1	1	2	1	2	1	1	1	4	2	2	1	1	1	2	2	2	2	2	1	2	4	1
21000	-154.305611745625413	-152.502573326093597	-1.803038419531804	0.000383851409044	0.000067505920636	0.175864720163727	0.733088513272993	4	3	5	6	7	6	7	5	6	8	7	8	7	10	10	8	9	11	12	13	13	14	24	28	2	0	2	2	1	1	8	2	1	9	4	9	8	1	6	1	1	15	14	8	14	17	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	1	1	3	1	2	6	1
21500	-148.146556374887837	-146.312225510870206	-1.834330864017623	0.000292629498214	0.000049401698332	0.168819953674863	0.531230641269375	4	3	5	5	7	5	8	5	6	6	7	7	7	9	10	7	8	10	12	13	13	16	23	27	2	0	2	2	1	1	8	2	1	2	4	10	8	1	17	6	1	9	14	4	13	21	18	0	1	1	1	1	2	1	2	1	1	1	1	1	1	3	1	1	2	2	2	4	3	1	5	1
22000	-147.670248477951759	-146.182680223408340	-1.487568254543405	0.000236352690465	0.000071772377186	0.303666427679372	0.688203457114057	5	3	4	5	7	7	7	5	6	7	7	8	8	9	11	8	10	9	12	13	14	15	24	27	2	0	2	2	1	1	8	2	1	4	2	10	8	11	5	1	16	10	8	13	11	17	22	0	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	4	2	3	2	4	1
22500	-159.027818411937943	-157.412676333627417	-1.615142078310537	0.000293110669062	0.000068482638789	0.233640894096440	0.716061801548543	4	3	4	5	7	7	7	6	6	7	8	8	8	10	10	7	8	10	10	13	13	15	24	27	2	0	2	2	1	1	2	2	1	4	10	4	8	16	6	1	9	9	13	8	13	17	22	0	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	3	6	1
23000	-158.005884102750429	-156.388693754292262	-1.617190348458170	0.000342085109852	0.000079639223720	0.232805291509794	0.594128691124331	5	4	5	5	7	6	7	6	7	6	7	8	7	9	10	8	9	9	11	13	13	14	23	25	2	0	2	2	1	1	8	2	1	4	10	4	8	10	3	1	16	9	14	3	7	5	22	0	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	2	3	4	1
23500	-161.385305116463485	-159.670981249223587	-1.714323867239896	0.000272396809205	0.000054256940848	0.199183466967500	0.625373483036557	4	3	4	5	7	5	7	4	6	6	7	7	7	8	10	8	9	10	9	13	14	13	24	27	2	0	2	2	4	1	8	2	1	2	4	4	8	10	17	1	4	9	10	1	8	17	20	0	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	2	2	2	1	4	5	2	6	1
24000	-157.840331578552139	-156.214928665629856	-1.625402912922296	0.000402552335506	0.000092392755103	0.229517374397791	0.902719920197116	5	3	4	5	8	6	7	6	7	7	8	8	5	8	10	6	9	11	12	11	14	16	22	25	2	0	2	2	1	1	13	13	1	4	10	4	2	7	5	1	7	5	14	17	19	18	22	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1
24500	-161.428760939353566	-159.845401570926640	-1.583359368426932	0.000286102414917	0.000070806068692	0.247485043816165	0.595598964281382	5	3	4	6	8	6	4	7	7	8	7	7	8	10	10	8	8	10	12	14	14	16	24	27	2	0	2	2	1	1	2	7	1	4	4	4	7	10	9	1	6	9	1	19	13	4	22	0	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	4	2	2	4	5	1
25000	-157.225806610028485	-155.669254072123209	-1.556552537905284	0.000218711830235	0.000057007881972	0.260652941869236	0.578212621168782	4	3	5	5	6	6	5	7	6	7	7	7	8	8	10	8	10	9	11	13	14	15	24	27	2	0	2	2	1	1	2	7	1	1	2	9	4	2	5	5	16	9	14	14	20	15	22	0	1	1	1	2	1	1	1	1	2	1	2	1	2	3	2	1	1	2	2	3	1	2	4	1
25500	-158.462741301385961	-156.744866925844065	-1.717874375541904	0.000207852575391	0.000041183388677	0.198137495287647	0.568599472063686	5	2	3	4	7	7	8	5	7	7	7	8	7	8	10	9	10	10	11	13	15	16	23	27	2	0	2	2	1	8	8	2	1	8	4	4	8	2	6	1	6	9	13	12	19	1	22	0	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	2	3	2	4	2	1
26000	-158.805417795964047	-157.280750831141177	-1.524666964822857	0.000227739096064	0.000063444790399	0.278585414167372	0.661585343079352	4	2	4	5	6	7	8	4	6	7	8	7	7	9	11	8	7	9	11	12	14	14	24	28	2	0	2	2	1	1	13	2	1	4	4	4	8	10	18	1	1	9	13	19	19	6	22	0	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	2	2	2	2	1	2	2	5	1
26500	-140.955867242086185	-139.179683993466767	-1.776183248619414	0.000243091755343	0.000044329619028	0.182357558631895	0.690885559672168	5	3	4	4	7	7	7	6	6	7	6	7	7	9	9	8	9	10	12	13	14	15	24	27	2	0	2	2	1	1	8	2	1	4	4	4	8	12	6	1	6	6	8	16	19	17	22	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	3	2	2	3	3	1
27000	-168.943396425518642	-166.766060890604678	-2.177335534913956	0.000402503846033	0.000046425095857	0.115340750938790	0.786124130690170	5	3	5	6	6	7	7	6	7	4	7	7	6	9	10	7	8	10	12	13	13	15	23	26	2	0	2	10	1	1	8	10	1	2	10	8	3	2	16	1	16	17	13	11	5	15	18	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	3	1	5	1
27500	-163.323012050328231	-161.489529963388804	-1.833482086939431	0.000260842415034	0.000044083462107	0.169004193975235	0.613548219160310	4	3	5	5	8	7	7	6	6	8	7	7	7	10	9	8	10	11	12	13	14	15	24	27	2	0	2	2	6	1	2	2	1	7	4	2	8	5	6	1	7	6	13	3	19	20	18	0	1	1	1	2	1	2	2	2	1	1	1	2	1	1	1	1	1	1	2	3	1	1	4	1
28000	-159.152940505670244	-157.770847828086062	-1.382092677584170	0.000395444276981	0.000174121191771	0.440317895357310	0.687470416215532	5	3	4	5	7	7	8	6	7	8	7	8	7	8	9	8	8	10	11	13	13	15	24	27	2	0	2	2	1	1	13	2	1	13	4	6	8	8	17	3	1	5	13	13	8	19	22	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	4	3	2	4	1
28500	-164.748944003410543	-162.761982570124673	-1.986961433285861	0.000380940396011	0.000053588707001	0.140674781573121	0.589572401966872	5	2	4	4	7	7	8	6	6	7	8	8	5	9	10	8	9	11	12	13	14	15	24	28	2	0	2	2	2	1	8	13	2	13	2	13	2	5	16	1	11	15	10	8	7	20	18	0	2	1	1	1	3	1	1	1	2	1	3	1	1	1	1	1	1	1	3	3	3	1	5	1
29000	-145.879396685404060	-144.066352180810867	-1.813044504593188	0.000237289672272	0.000041182605597	0.173554142507747	0.795868700826170	5	4	5	5	7	6	8	7	7	8	7	7	6	9	10	7	9	10	12	12	13	16	22	26	2	0	2	2	1	1	13	13	1	4	4	4	1	11	10	1	16	9	8	3	19	20	22	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	3	1	1	2	1
29500	-154.802230110153886	-153.139536495134934	-1.662693615018952	0.000237274207042	0.000051186265355	0.215726209743309	0.620062877487732	5	3	5	5	7	7	8	6	6	7	7	8	8	7	11	9	10	9	12	14	14	16	24	27	2	0	2	2	1	1	8	2	1	4	4	4	8	2	18	1	6	2	13	10	19	14	20	0	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	2	1	2	2	3	1	4	4	1
30000	-157.315749591334651	-155.438666202443642	-1.877083388891013	0.000299064210408	0.000047846913239	0.159988763529625	0.685030005418312	5	3	5	5	7	6	8	5	7	8	7	7	8	9	9	8	9	9	12	13	14	15	24	27	2	0	2	2	1	1	4	2	1	2	2	4	8	4	6	1	7	9	8	2	11	19	20	0	1	1	1	2	1	1	2	1	1	2	3	1	1	2	1	2	1	1	3	4	3	2	5	1
30500	-162.481318739692256	-160.901730951786988	-1.579587787905260	0.000280280850014	0.000069859359654	0.249247708684102	0.702508313863005	4	3	5	5	7	6	8	7	7	7	6	7	8	9	11	8	10	10	12	14	15	14	25	27	2	0	2	2	1	1	2	2	1	4	4	4	8	2	18	1	1	9	17	18	8	12	21	0	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	2	1	3	4	2	3	1
31000	-170.363353512463846	-168.714888920551005	-1.648464591912838	0.000330298850585	0.000072924161324	0.220782364804437	0.727023971231199	4	3	4	6	7	6	7	5	5	7	8	8	6	9	11	9	10	11	13	13	14	15	22	27	2	0	2	2	1	1	13	2	1	2	4	4	8	4	16	3	4	5	12	17	17	5	18	0	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	3	3	2	3	1	1	2	5	1
