step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58
5000	-307.172242370243794	-316.223085750695134	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992188237236632	-3	4	7	14	16	13	12	22	15	30	34	32	36	33	28	47	45	34	46	47	42	47	41	46	39	50	41	40	39	42	46	39	50	52	47	48	54	50	42	49	49	58	59	61	58	66	58	60	65	61	69	75	79	72	81	91	86	86	0	1	1	2	6	2	2	9	3	15	15	8	11	12	4	25	29	10	14	39	13	25	18	14	10	39	12	14	10	25	23	10	19	30	12	11	22	23	18	21	21	26	31	43	16	45	19	40	47	16	46	44	50	48	51	58	55	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-310.260667589568754	-319.311510970020095	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982906778728448	-7	-3	4	10	16	21	17	20	22	28	41	25	34	34	34	42	47	40	47	47	26	49	42	38	29	51	42	28	43	40	39	34	53	55	49	50	57	49	40	53	53	61	56	53	58	67	60	60	58	61	63	76	66	71	75	100	82	94	0	1	1	3	4	4	4	4	4	8	13	8	10	25	21	13	29	32	30	29	7	16	15	14	9	20	10	8	24	28	10	25	17	26	20	31	33	18	24	20	29	40	36	38	17	47	34	34	33	47	50	54	47	53	46	58	52	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-305.312624053430739	-314.363467433882079	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992301738421003	-9	-2	5	15	18	16	11	26	21	25	35	30	34	40	38	36	44	36	39	42	42	47	41	40	42	54	42	39	43	37	51	41	53	46	48	48	57	55	42	48	51	56	50	58	56	65	60	56	54	65	63	65	77	67	83	94	89	100	0	1	2	7	3	3	3	4	7	4	12	4	8	12	11	8	16	8	12	18	28	15	30	15	30	35	11	18	30	12	39	13	31	39	28	15	31	23	30	20	17	35	11	31	17	42	39	21	41	33	44	37	48	48	53	57	55	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-309.157928267669888	-318.208771648121228	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992753639126823	-3	3	7	15	17	10	14	26	19	24	34	34	38	30	42	43	41	36	39	47	43	48	44	46	30	51	37	46	44	33	51	47	46	57	38	53	54	50	43	49	53	61	57	63	51	50	49	56	56	65	60	74	76	63	85	92	83	93	0	1	2	6	6	3	3	9	7	7	25	10	30	10	25	15	18	30	12	19	30	23	18	13	10	17	9	16	13	10	39	39	16	38	30	21	29	33	19	15	23	36	22	34	15	20	14	45	22	42	45	49	44	51	52	55	52	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-306.057332342224697	-315.108175722676037	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995980108382066	-1	6	8	9	13	18	12	25	18	27	36	30	41	39	32	41	41	40	48	46	36	44	47	48	32	49	46	41	48	37	40	44	55	52	47	51	53	54	41	52	49	55	60	58	48	60	64	60	62	59	68	72	65	72	82	99	88	94	0	1	1	1	2	2	3	9	4	5	10	10	15	12	6	25	15	15	13	25	15	39	22	13	8	13	21	11	28	8	25	11	20	23	22	39	39	22	9	26	39	40	33	40	16	44	43	40	50	29	48	48	24	33	52	58	55	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-305.724577067100313	-314.775420447551653	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.947736199905335	-3	4	7	10	6	20	17	23	14	19	33	30	39	34	39	36	42	40	47	44	36	46	46	46	43	48	45	41	46	47	40	44	57	43	43	48	55	55	50	48	52	59	56	54	55	65	57	54	62	61	65	68	70	75	80	98	89	88	0	1	2	2	1	9	9	10	3	7	12	8	12	12	11	12	14	21	13	15	12	17	15	15	28	29	15	16	28	31	12	17	25	13	21	18	24	41	27	27	36	29	26	25	30	41	22	25	47	26	44	50	46	52	53	52	54	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-290.728370246326676	-299.779213626778017	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993034054730647	-1	3	7	8	14	18	16	21	15	28	39	33	24	37	40	38	46	41	49	47	39	41	45	44	42	54	47	41	46	46	50	49	49	51	47	54	54	54	48	48	54	58	61	63	58	65	62	57	59	52	62	75	78	70	84	91	94	101	0	1	1	1	2	3	2	5	3	9	12	10	9	9	12	12	22	14	11	15	14	14	21	18	11	31	11	14	25	18	17	20	25	27	11	31	40	27	23	25	25	41	32	45	19	42	42	24	31	25	50	43	52	47	53	55	56	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-303.367340100929482	-312.418183481380822	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994764754110084	0	2	6	15	15	18	12	24	18	28	37	31	37	33	39	43	41	36	47	50	26	41	47	49	34	42	39	32	42	42	46	46	54	55	47	55	47	51	50	48	52	61	49	65	55	57	61	59	54	63	65	60	71	72	82	94	87	90	0	1	2	7	7	7	1	5	4	9	12	5	21	21	14	11	25	10	29	31	4	18	29	30	8	18	14	4	12	11	30	30	32	37	26	40	25	32	40	26	17	36	30	42	19	35	38	38	39	49	19	49	51	48	54	55	55	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-301.055337490976683	-310.106180871428023	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996964139363755	-3	6	1	14	13	11	16	27	22	28	38	32	39	35	33	36	48	42	47	46	35	46	41	49	40	48	42	41	42	41	51	45	55	52	33	52	55	39	48	46	49	63	56	64	51	62	58	57	57	64	66	73	75	64	79	89	95	100	0	3	1	2	2	3	5	6	4	9	14	9	16	10	8	15	23	13	18	28	35	25	11	29	15	16	10	12	14	16	23	30	20	27	9	38	19	15	21	11	13	33	31	37	32	39	36	31	31	49	43	50	50	36	53	55	53	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-297.845770631260280	-306.896614011711620	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991044066450253	-1	1	8	14	10	16	11	26	19	25	32	31	38	31	43	42	40	42	48	47	41	49	44	44	44	54	36	47	49	38	47	47	52	45	46	49	55	49	45	47	50	53	57	62	59	65	65	60	49	55	64	73	78	68	82	101	90	96	0	1	2	7	1	3	3	4	6	4	10	8	11	10	27	13	27	30	11	17	27	34	30	30	17	20	11	25	23	12	17	30	32	30	16	21	34	27	16	13	25	40	20	25	32	33	43	36	24	24	22	47	52	45	47	57	55	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-305.662445867115025	-314.713289247566365	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.970426064436757	-2	4	6	9	9	17	11	23	20	24	34	24	37	34	43	44	39	34	38	42	37	51	46	45	46	56	41	43	40	32	47	50	46	54	44	50	59	53	46	48	50	53	60	66	56	63	55	57	56	66	61	72	76	71	73	99	88	95	0	1	1	1	1	7	1	9	7	2	8	9	10	12	21	27	14	10	18	30	18	25	27	20	35	31	30	14	21	12	17	20	27	15	21	31	34	33	27	29	16	25	41	33	33	45	40	38	16	37	49	43	44	50	50	58	54	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-299.943586421776502	-308.994429802227842	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988255537196771	-3	5	4	13	10	19	16	22	19	26	38	28	39	33	45	43	38	40	47	45	34	52	39	46	32	55	50	36	38	43	50	43	57	48	46	57	59	49	50	50	51	55	56	66	53	60	62	54	62	63	60	62	74	64	79	99	88	92	0	1	1	3	2	4	2	7	4	9	12	8	12	10	13	28	25	21	18	21	9	32	14	29	10	19	24	25	25	28	35	28	41	13	29	22	15	32	16	17	13	40	20	51	38	38	13	40	43	20	30	45	52	43	50	58	55	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-304.265895552669292	-313.316738933120632	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994334852672411	-9	0	6	8	15	18	15	25	18	22	36	28	37	37	44	43	44	40	42	47	31	49	45	43	46	54	46	43	43	46	44	47	49	47	40	40	55	49	52	48	55	46	54	61	48	64	56	53	62	67	66	73	74	68	78	91	79	94	0	1	2	2	3	4	4	9	5	7	21	6	8	12	21	11	35	14	36	28	8	23	11	13	18	31	14	21	13	17	13	35	13	17	11	21	30	29	40	42	19	18	30	41	16	41	32	34	26	47	37	50	54	48	46	57	44	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-292.476281744024163	-301.527125124475504	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981743053691246	-4	5	2	14	12	19	11	24	20	24	40	35	40	33	32	42	38	45	45	50	30	51	44	46	37	52	50	47	45	41	48	49	58	52	42	53	52	54	45	53	50	59	55	63	53	63	55	52	58	65	65	57	77	74	82	93	86	89	0	3	1	2	2	7	2	9	5	6	14	5	25	10	8	25	15	25	12	18	9	29	11	25	15	29	39	13	15	12	29	24	43	28	14	23	16	39	13	39	11	22	27	42	28	49	27	16	37	42	33	32	51	44	53	58	55	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-313.144975223746883	-322.195818604198223	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984856615852482	-7	1	7	7	13	15	17	19	18	29	38	21	38	33	37	43	47	42	46	44	37	47	42	50	33	51	48	45	42	47	46	43	53	56	43	53	56	47	53	49	52	44	56	59	52	62	53	60	57	55	60	70	76	70	83	98	77	101	0	1	2	2	3	3	4	6	6	8	25	7	25	12	14	25	15	15	20	13	12	20	11	22	10	22	16	18	25	16	21	25	42	17	25	29	18	16	27	15	31	14	30	50	16	37	31	41	39	27	47	48	54	46	34	52	37	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-307.093490855633604	-316.144334236084944	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976954712431932	-9	0	5	10	13	21	5	14	18	31	38	28	34	36	34	44	43	43	44	47	43	48	44	37	38	49	49	46	39	34	42	46	49	54	46	49	55	50	52	50	38	57	48	64	55	60	62	50	63	57	58	70	74	66	82	94	90	95	0	1	2	7	7	4	2	3	7	6	12	6	6	12	12	29	30	25	25	12	41	17	21	13	10	17	24	11	13	12	41	30	21	28	25	15	35	22	35	17	30	38	31	42	22	33	45	31	46	48	48	46	52	33	53	55	55	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-291.002667210075117	-300.053510590526457	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.963619426926250	-1	6	4	15	14	15	10	24	21	31	39	27	31	37	37	46	46	38	42	51	40	51	44	42	41	54	44	35	46	40	45	38	55	50	47	40	55	49	47	54	47	53	58	63	47	60	63	57	62	65	64	73	70	73	81	95	92	96	0	1	1	7	3	2	3	5	7	8	28	5	8	13	13	11	18	13	18	25	13	31	14	15	14	39	11	13	18	15	25	28	16	30	18	13	29	41	25	29	19	30	19	26	18	16	22	22	20	43	48	50	44	47	54	57	55	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-295.330913648225078	-304.381757028676418	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981324208355176	-1	3	5	14	15	11	9	25	23	31	36	30	37	31	39	44	45	38	48	46	37	51	40	43	41	48	45	36	46	47	40	48	56	52	35	52	54	51	49	52	49	54	51	62	55	65	57	57	59	62	56	70	76	69	82	99	83	90	0	1	1	2	6	3	1	5	5	4	12	7	8	8	35	13	21	14	16	28	10	27	35	28	35	25	13	8	21	24	11	14	43	32	14	27	22	29	29	17	16	19	27	47	19	34	29	32	34	47	38	22	52	34	53	58	54	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
