step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53
5000	-312.547454578509644	-310.860475064944353	-1.686979513565268	0.000014480650581	0.000022643503280	1.563707594013247	0.701538745823855	0	3	2	5	5	5	5	7	7	8	9	9	9	9	8	9	11	8	9	9	10	10	10	10	10	10	10	12	13	12	10	11	11	14	12	11	11	13	14	13	16	14	16	14	15	16	16	17	18	18	21	24	28	0	1	1	2	2	2	2	2	2	6	5	10	8	9	9	8	18	2	9	15	8	20	10	16	9	20	11	11	24	17	18	19	14	22	23	16	31	23	28	31	24	37	33	28	40	42	44	44	45	41	46	51	0	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	2	2	1	2	1	2	2	1	1	2	1	3	2	1
5500	-320.699603776452193	-319.333172505089919	-1.366431271362287	0.000020260344867	0.000013176612548	0.650364672170390	0.694735676397324	0	1	3	3	4	6	6	7	5	7	9	9	9	8	7	9	10	8	7	9	9	10	10	10	11	12	11	11	12	12	10	10	12	13	13	12	12	14	13	13	15	15	17	14	14	14	16	17	19	19	21	25	26	0	1	1	2	2	2	2	7	4	6	5	10	8	9	9	8	18	7	9	15	8	15	6	8	32	15	11	11	24	17	18	19	14	22	23	16	31	35	28	31	36	46	33	28	40	37	44	44	45	41	46	51	0	1	1	2	1	2	2	3	1	1	1	3	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	2	1	1	1	1	2	2	3	2	1
6000	-325.391741446210062	-323.954770517304951	-1.436970928905091	0.000036567858466	0.000033935251627	0.928007628865562	0.657595819659122	1	3	2	5	5	4	5	7	6	8	8	9	9	9	7	10	11	8	7	9	10	8	10	9	10	10	11	11	12	10	9	11	11	13	12	11	12	14	13	12	16	15	17	15	15	15	17	18	18	18	21	23	28	0	1	1	2	2	2	2	2	2	6	5	6	8	9	9	8	30	8	9	15	8	9	6	8	19	15	11	11	36	18	18	19	14	22	23	8	31	23	27	31	29	37	33	28	31	37	44	44	45	41	42	51	0	1	1	1	1	2	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	3	2	2	2	2	1	1	1	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	3	1	1
6500	-308.510188842015282	-307.129314609165590	-1.380874232849701	0.000063628109987	0.000028227369734	0.443630491929365	0.647475228915955	1	3	3	5	5	5	6	8	6	7	9	8	7	9	7	10	9	8	9	9	9	10	10	9	11	11	10	12	13	12	10	10	12	12	12	11	11	13	13	13	15	15	17	15	15	16	17	18	18	19	22	24	26	0	1	1	3	2	2	2	2	4	6	5	10	7	9	9	24	18	2	4	15	8	15	6	8	19	20	5	11	8	17	18	19	9	20	23	24	31	23	28	31	8	37	14	11	40	42	44	44	45	41	42	51	0	1	1	1	1	1	1	1	3	1	1	2	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	1	1	1	2	1	1	2	1	1	1	2	3	2	3	3	1	1	2	1	2	2	5	1	1
7000	-314.959209599910707	-313.355894166730081	-1.603315433180607	0.000149168354645	0.000035590586746	0.238593412325332	0.691996831648808	1	3	2	5	5	5	6	8	7	8	8	9	8	9	8	10	11	8	8	9	9	10	11	9	10	11	11	13	12	11	10	10	11	14	12	12	12	14	12	14	13	14	17	14	15	16	17	16	18	19	21	25	26	0	1	1	2	2	2	2	2	4	6	5	10	7	9	9	11	10	7	9	7	7	8	6	7	19	20	16	27	7	8	18	19	14	22	10	16	31	6	11	18	36	37	15	39	31	42	44	44	45	36	49	51	0	1	1	1	1	2	1	1	3	1	2	2	1	1	1	1	1	1	1	1	1	2	1	3	2	1	1	1	2	3	1	1	1	1	2	1	1	1	3	2	3	1	1	4	1	2	1	1	1	2	4	2	2	1
7500	-369.569034978415289	-367.577996802497921	-1.991038175917360	0.000211219639371	0.000029578493747	0.140036664372149	0.577740488934777	0	4	2	4	5	6	6	9	6	7	10	8	8	8	8	10	9	8	10	10	9	10	10	8	11	11	10	11	10	11	9	11	10	12	13	12	11	13	13	13	14	15	17	15	14	14	17	16	19	19	20	25	28	0	3	1	1	1	2	5	18	2	6	2	2	2	9	9	8	9	2	13	15	2	15	6	2	19	17	5	27	2	18	18	19	9	14	10	6	29	10	27	31	11	46	26	39	4	40	44	39	42	41	46	50	0	1	1	1	2	3	1	1	1	1	1	3	2	2	1	1	1	3	2	2	2	3	2	2	1	1	1	2	1	3	2	1	1	1	2	3	4	1	2	2	2	2	1	2	1	4	1	1	2	2	2	4	2	1
8000	-362.151082473468648	-360.377512271160015	-1.773570202308651	0.000160321057376	0.000029340883330	0.183013284783228	0.614616109044932	0	3	2	4	6	5	6	8	7	8	10	9	8	9	8	9	11	8	10	10	8	11	10	9	11	11	11	13	12	10	9	11	11	13	12	12	10	11	13	13	15	14	16	15	15	16	17	16	17	19	21	23	27	0	1	1	2	2	2	3	5	7	6	7	10	2	2	5	7	7	2	18	15	7	20	10	8	31	7	18	31	24	8	7	7	9	22	14	24	7	10	33	33	36	40	33	11	40	42	48	44	37	21	42	50	0	1	1	1	1	2	1	3	2	1	1	2	1	3	3	1	2	2	3	1	1	1	1	1	1	1	3	2	2	1	1	3	2	3	1	2	2	2	1	1	1	2	1	2	2	1	2	1	1	4	4	3	2	1
8500	-332.849655518438226	-331.066484718733761	-1.783170799704455	0.000146746040182	0.000026506084088	0.180625549111038	0.499099342922321	-1	3	2	5	5	4	5	7	7	7	9	6	7	7	7	8	10	8	9	9	10	11	10	9	10	11	10	12	12	11	9	11	12	13	13	11	10	13	12	12	16	14	17	14	15	16	16	15	19	20	22	23	27	0	1	1	3	2	3	2	7	2	6	5	6	6	4	4	8	10	2	16	9	18	9	10	8	19	15	11	18	13	17	18	19	20	26	23	24	31	23	11	31	18	37	22	28	40	40	44	44	45	41	46	49	0	1	3	2	1	1	1	2	1	3	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	3	1	1	1	1	1	2	2	1	2	1	2	3	2	4	1	1	1	1	1	2	2	3	2	1
9000	-320.028767836742702	-318.366552762534127	-1.662215074208589	0.000116232462079	0.000025093707284	0.215892417962970	0.641828887523994	1	3	3	5	5	5	6	7	6	7	8	6	8	6	8	8	10	8	9	10	9	10	10	9	10	11	11	12	10	12	10	10	11	13	12	11	10	12	13	13	15	13	17	14	16	16	16	18	17	18	20	25	27	0	1	1	2	2	2	2	2	2	6	2	6	8	2	9	8	18	6	14	14	8	14	10	2	19	20	11	11	8	17	18	19	4	33	23	16	18	10	28	18	36	37	20	28	36	42	28	47	40	41	45	46	0	1	1	1	1	1	2	2	2	2	1	2	1	1	2	1	1	1	1	2	2	1	2	1	2	1	1	1	2	2	1	1	1	3	1	1	2	1	2	1	3	2	1	2	2	3	2	2	1	2	1	2	4	1
9500	-340.429584056717090	-338.779285162211465	-1.650298894505615	0.000149196522741	0.000032840689722	0.220116991457124	0.567744199339650	1	4	3	4	5	6	7	6	6	8	9	8	9	9	7	8	9	9	9	9	9	10	10	8	11	12	9	12	12	11	10	10	11	12	13	12	12	14	14	14	15	15	16	14	16	14	16	17	18	19	22	25	27	0	1	1	1	2	2	4	2	4	6	5	6	7	9	9	8	7	7	2	15	24	20	6	8	19	20	2	27	24	31	7	20	15	22	23	14	17	10	27	18	27	37	33	27	41	18	44	44	45	43	49	37	0	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	2	1	2	2	3	1	2	1	3	1	2	1	2	1	1	2	3	2	3	1	2	2	1	2	1	1	2	1	2	6	1
10000	-340.598579844561471	-338.845000757232924	-1.753579087328567	0.000121337936183	0.000022833488851	0.188180956177076	0.571694707072322	0	3	3	5	6	5	6	8	7	8	8	9	7	7	7	9	9	7	9	9	9	10	10	9	11	12	10	12	12	11	11	9	12	12	13	10	11	12	14	12	15	13	17	15	14	15	14	16	18	20	21	25	27	0	1	1	3	4	2	2	13	4	2	5	6	4	4	2	8	10	4	14	15	2	9	10	18	19	20	11	5	13	18	18	14	14	22	38	16	18	10	28	18	36	37	14	47	18	42	28	44	30	30	49	51	0	1	2	1	1	1	1	1	1	2	3	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	3	3	3	3	2	3	1	1	1	2	2	1	3	1	1	4	1	3	2	2	1	4	5	1	3	1
10500	-321.696325344530919	-319.476540953019992	-2.219784391510906	0.000171430629875	0.000018978712200	0.110707825165994	0.747277489383674	1	3	2	5	5	5	6	8	7	7	10	8	9	7	6	10	10	8	9	9	9	10	10	10	11	11	9	11	11	11	10	11	11	13	12	11	12	13	14	13	15	14	17	14	15	15	16	16	18	18	21	24	26	0	1	1	2	2	2	2	14	15	6	27	6	7	15	4	8	4	7	4	15	8	2	6	8	19	17	5	11	17	17	18	19	9	33	12	13	17	23	11	17	36	31	33	11	31	42	44	44	41	16	40	51	0	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	2	2	1	3	3	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	3	2	2	1	1	1	3	4	3	2	1
11000	-340.458828895426279	-338.825983536778836	-1.632845358647425	0.000158141362320	0.000035838129240	0.226620845518680	0.730671084425427	0	2	3	5	4	5	6	9	6	7	9	8	9	8	7	8	10	8	9	9	10	11	9	9	8	12	9	11	13	10	10	10	11	13	13	11	11	12	11	12	15	14	17	13	15	14	16	16	18	19	20	23	27	0	1	1	2	2	2	6	16	4	7	2	6	16	9	4	7	12	6	25	9	18	20	6	16	4	33	5	27	36	18	18	19	9	14	38	8	31	6	27	31	24	40	18	27	40	37	34	44	45	43	37	46	0	1	1	1	2	1	2	1	1	1	1	4	2	1	1	2	1	1	2	1	2	1	1	2	1	2	1	2	1	1	1	2	1	2	3	1	1	1	3	1	1	4	1	4	2	2	1	2	2	1	1	3	6	1
11500	-320.756745484687656	-319.029435229333046	-1.727310255354635	0.000171026100133	0.000033420026262	0.195408924347875	0.659449569666658	0	3	2	4	5	5	5	7	8	7	10	8	8	6	8	9	8	8	9	9	9	10	9	8	10	11	10	12	13	10	10	11	11	14	12	11	11	11	14	13	15	15	17	14	16	16	16	17	18	16	21	24	28	0	1	1	2	2	2	2	7	2	6	5	6	8	4	14	24	7	10	14	15	8	14	6	8	19	19	5	5	28	17	18	9	20	26	38	8	17	10	27	31	29	40	26	11	40	42	39	47	42	36	49	46	0	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	2	3	1	1	1	1	1	2	1	2	3	1	3	1	1	1	3	2	2	1	1	1	1	2	2	4	1
12000	-327.622054406351992	-325.896302809090855	-1.725751597261137	0.000109188092971	0.000021384990789	0.195854604724641	0.601403459664584	0	3	2	4	5	5	5	7	5	7	8	8	8	8	8	9	9	7	9	9	9	10	10	9	10	11	10	10	13	11	11	11	11	12	12	11	12	12	13	13	15	14	17	14	16	16	15	17	19	19	21	25	26	0	1	1	2	2	2	2	2	2	6	5	10	2	4	9	8	2	7	9	9	8	15	6	8	19	15	11	11	16	18	17	19	8	22	2	8	18	23	11	31	16	31	30	27	40	42	44	47	31	41	45	51	0	1	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	3	1	2	1	1	1	2	1	1	2	1	2	3	2	1	1	2	1	4	2	3	1	2	1	3	2	3	3	2	2	1	1	4	2	3	3	1
12500	-351.305627634331472	-349.490338727254141	-1.815288907077307	0.000191746929371	0.000033180567657	0.173043541119962	0.548685521347332	0	2	2	4	6	5	5	8	7	7	9	7	7	8	7	10	8	7	8	9	7	10	10	10	10	10	9	13	12	11	9	11	12	14	12	12	12	12	14	14	16	14	18	15	15	16	15	16	18	19	21	23	28	0	1	1	2	2	2	2	5	6	7	6	6	2	15	7	8	18	7	4	15	2	15	10	8	19	20	5	29	13	17	7	19	15	14	23	8	31	6	28	10	40	38	14	5	30	42	28	28	34	16	45	42	0	1	1	1	1	2	2	2	1	1	1	2	1	3	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	3	2	2	2	2	3	1	2	2	5	1	4	1	1	4	4	2	1	1	2	1	4	3	6	1
13000	-344.146733254322953	-342.080292026030747	-2.066441228292179	0.000168447902181	0.000021740842930	0.129065679352107	0.671789496121376	0	3	3	5	5	5	6	8	7	7	9	8	9	9	8	10	9	8	10	10	9	11	10	9	9	11	11	11	11	12	7	11	12	14	12	11	11	12	12	14	14	13	17	14	15	16	16	17	18	17	21	23	27	0	1	1	1	2	2	2	7	4	6	5	10	8	9	9	8	31	4	25	15	10	15	4	8	9	15	5	31	8	17	4	19	9	22	10	16	31	20	11	35	28	37	15	11	29	42	44	44	17	41	40	49	0	1	2	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	3	2	2	1	1	1	2	1	2	1	2	1	1	1	1	1	4	2	2	2	1	2	4	2	3	1	1
13500	-313.196297127202058	-311.549888636049104	-1.646408491152974	0.000182552098483	0.000040441336579	0.221533123501041	0.614951151271299	1	3	3	5	5	6	6	6	7	8	9	8	8	8	7	10	11	8	9	8	9	9	11	9	10	10	11	12	12	10	10	11	11	12	13	12	11	14	13	12	12	14	18	14	14	16	16	17	18	18	20	25	27	0	1	1	3	2	4	2	2	4	6	5	6	8	9	4	11	18	8	4	7	7	15	10	6	19	20	11	27	8	18	18	19	19	20	23	24	31	23	11	18	8	40	33	11	31	42	44	47	31	36	46	37	0	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	3	1	1	1	1	2	1	1	1	2	2	2	2	1	3	4	2	1	1	1	5	3	2	7	1
14000	-351.334113244686478	-349.597318488877875	-1.736794755808607	0.000165219189966	0.000031844117017	0.192738609986711	0.415945554552583	1	3	2	5	5	4	6	8	6	6	10	6	7	9	7	10	10	8	9	9	9	10	10	10	11	11	10	12	12	12	9	10	11	14	12	11	12	13	14	11	14	14	18	14	14	16	16	18	19	18	22	23	26	0	1	1	3	2	2	2	7	4	6	5	6	7	9	9	18	18	2	7	15	8	15	7	7	20	20	5	5	8	24	18	19	9	22	23	7	31	10	5	18	8	37	33	27	24	40	28	39	38	16	37	40	0	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	2	2	2	1	2	2	3	1	1	2	3	2	1	1	1	2	2	1	3	2	5	4	1	2	1	5	2	2	4	3	3	3	4	4	6	1
14500	-379.845753672020805	-378.048053432473637	-1.797700239547152	0.000193455931371	0.000034265069445	0.177120800599523	0.495415874233728	0	4	2	5	5	6	6	9	7	7	7	8	8	9	7	7	11	8	9	10	10	9	10	8	11	11	9	11	12	11	10	11	11	14	13	12	11	13	13	13	14	13	17	14	13	15	16	18	19	20	20	23	26	0	1	1	2	2	2	1	16	4	6	5	4	16	9	2	2	24	2	9	15	12	4	10	2	19	20	11	2	15	15	4	19	31	33	6	8	18	18	11	24	36	37	20	11	36	42	11	44	38	40	18	49	0	1	1	1	1	1	1	4	1	1	1	1	2	1	2	2	2	1	2	1	2	1	2	2	2	1	1	1	2	2	1	4	1	1	1	3	2	1	3	4	3	1	1	4	4	1	1	4	2	4	5	6	1	1
15000	-333.494315530374251	-331.984247227782419	-1.510068302591860	0.000182559533115	0.000052544921016	0.287823484863657	0.614071854918659	1	3	2	5	5	6	5	9	7	8	8	7	7	8	8	10	10	8	9	9	8	10	9	10	9	11	10	13	11	11	11	11	11	14	12	12	11	13	14	14	16	12	17	14	15	15	17	17	16	19	20	24	27	0	1	1	2	2	2	2	11	4	6	5	6	2	9	9	8	1	7	15	9	13	20	6	8	14	20	5	29	2	27	18	19	14	22	23	16	18	10	27	31	45	37	34	27	31	42	39	28	46	41	42	49	0	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	4	1	1	1	1	1	1	1	1	1	3	1	3	1	1	1	2	2	2	1	3	3	2	2	1	1	2	2	3	1	2	2	1	2	4	5	1
