step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
5000	-454.950993321720148	-461.806481272679548	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.512546510177376	0	2	2	4	2	3	4	3	3	2	6	6	5	4	5	6	7	5	7	8	6	8	7	10	5	7	8	8	9	9	7	8	8	11	11	11	9	13	11	10	10	10	12	11	12	14	14	14	15	13	15	16	17	17	19	17	21	20	22	23	28	32	32	34	33	35	38	39	40	41	42	44	43	45	45	45	0	1	1	1	1	2	6	5	10	1	4	4	3	5	10	25	10	1	15	11	1	11	15	33	10	14	25	2	23	28	1	26	16	33	1	30	27	31	28	28	37	23	24	3	37	45	43	45	50	41	35	48	49	50	45	36	35	53	55	55	58	57	60	0	59	52	64	67	68	63	69	71	71	73	69	71	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	3	1	1	1	2	2	1	3	1	1	3	1	1	1	5	2	1	3	1	1	1	2	1	4	1	1	1	1	1	1	2	1	1	2	2	3	3	2	1	2	3	5	4	1	4	12	2	1	1	4	1	1	1	1	2	2
5500	-388.315684302434931	-395.171172253394332	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.387831712680891	0	1	3	4	2	2	3	4	2	2	4	6	5	4	5	6	5	5	7	8	7	8	7	11	5	7	9	8	9	8	9	9	7	10	11	10	11	12	12	12	10	12	13	9	13	16	12	14	15	13	16	17	17	17	18	18	20	19	23	22	27	29	32	35	34	35	38	41	40	41	42	44	43	45	45	45	0	1	6	6	1	1	6	9	1	1	6	11	6	6	5	8	1	11	16	6	6	11	11	30	1	25	15	12	1	21	8	23	25	25	36	28	29	1	19	11	11	18	29	1	21	41	31	16	34	40	35	19	43	48	11	49	28	21	38	57	39	49	61	0	24	1	64	64	67	65	69	69	71	71	66	67	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	3	2	2	2	1	2	1	2	2	5	1	3	1	1	2	1	1	1	5	3	3	2	5	2	5	2	2	2	5	3	1	2	4	2	3	6	2	6	6	3	1	7	8	3	1	10	17	2	3	1	3	1	2	1	2	5	3
6000	-403.231310035962053	-410.086797986921454	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.379152424093856	0	2	2	4	4	4	2	3	4	4	6	5	5	4	6	6	6	5	7	8	8	8	7	10	5	7	9	9	9	9	8	8	9	11	9	9	10	12	12	12	11	10	12	11	12	16	13	13	14	12	15	16	17	17	19	16	19	16	21	22	27	31	32	35	36	35	39	37	41	41	42	42	43	44	45	46	0	1	1	7	1	2	1	1	2	2	8	7	1	1	9	5	7	8	14	1	7	11	5	30	7	7	23	22	12	12	11	7	31	22	11	13	8	29	27	1	1	25	44	11	26	49	7	31	36	21	14	48	24	51	6	39	53	43	43	49	58	59	59	0	27	1	68	64	67	68	69	69	71	71	61	69	1	1	1	1	3	1	1	2	1	1	3	2	2	3	1	1	2	2	2	3	5	2	2	1	2	2	1	1	2	2	2	4	1	1	1	2	3	1	2	5	4	2	1	2	2	1	6	2	2	2	7	1	3	1	8	4	2	2	5	4	6	4	6	1	13	14	2	1	1	2	1	1	1	2	8	3
6500	-430.806614734295863	-437.662102685255263	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.396074988330887	0	1	3	4	4	2	3	4	3	3	4	5	3	3	4	6	5	5	7	8	6	7	7	10	8	6	9	7	10	10	8	8	7	9	10	8	10	12	11	12	11	10	12	12	12	15	14	15	15	14	15	16	17	18	16	16	20	18	22	24	28	31	31	35	36	35	38	37	39	38	42	43	42	45	45	44	0	1	1	6	1	1	2	7	1	6	14	15	6	6	7	10	1	1	1	7	7	1	1	20	28	1	31	17	31	32	7	7	3	17	13	17	1	28	23	6	22	16	37	35	35	31	37	47	23	17	44	37	41	48	49	31	40	48	7	58	49	22	48	0	61	6	68	64	67	68	69	70	70	69	58	71	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	3	2	3	2	4	4	1	1	4	1	1	1	1	3	2	2	2	2	1	5	3	2	5	2	2	1	1	1	3	3	1	4	3	2	2	2	1	1	4	4	1	10	4	6	13	7	1	4	12	1	1	1	1	1	3	3	2	14	1
7000	-409.628209213298135	-416.483697164257535	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.352205959482778	0	2	2	2	3	2	1	4	4	2	6	4	4	5	4	7	7	6	6	8	7	9	8	8	6	8	8	9	10	10	8	7	7	9	10	11	8	10	10	10	7	12	12	10	13	12	12	13	14	13	15	16	17	17	19	17	19	20	22	23	27	32	31	33	35	35	39	37	39	41	41	43	43	43	44	45	0	7	1	7	7	1	1	1	1	7	15	1	1	1	4	5	6	6	1	6	8	6	8	2	1	10	5	27	23	20	8	6	25	15	7	39	6	13	33	6	7	39	30	8	28	6	1	47	20	14	47	38	16	7	56	7	38	26	57	21	30	30	35	0	59	6	68	64	68	65	69	69	71	71	58	73	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	3	2	2	3	3	1	5	2	3	3	3	4	1	1	1	2	3	1	2	5	1	2	4	1	2	3	1	2	3	3	4	5	1	2	4	2	4	5	8	1	9	3	5	3	8	8	13	11	1	6	17	1	2	1	2	1	2	1	1	12	1
7500	-458.697073269190639	-465.552561220150039	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.352544243872411	0	1	2	3	4	4	2	2	3	3	4	4	5	5	6	7	7	6	6	7	7	8	8	10	7	8	8	8	10	9	8	9	8	11	10	10	10	12	11	11	10	11	13	12	12	15	14	14	14	14	15	16	17	17	17	15	20	18	23	24	26	31	33	34	35	33	39	38	40	40	41	43	43	45	46	44	0	1	1	1	1	10	2	1	7	8	3	1	7	8	6	13	1	7	10	7	1	8	11	31	4	6	6	12	5	12	15	7	21	3	6	26	28	37	22	30	1	12	24	4	22	8	8	6	42	34	49	50	43	56	36	42	49	43	11	54	54	40	39	0	61	34	68	64	68	64	69	69	71	69	37	73	1	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	4	3	2	2	3	4	2	1	2	1	2	2	4	4	1	3	1	5	4	1	1	1	1	1	5	3	2	6	3	5	3	5	2	1	1	1	2	1	3	3	4	2	10	4	4	10	7	1	4	13	1	3	1	3	1	2	1	3	19	1
8000	-433.682159395709959	-440.537647346669360	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.385748790772146	0	2	2	3	1	3	3	4	3	3	6	5	3	4	5	6	6	4	7	8	7	7	7	10	7	9	8	8	9	9	8	5	8	9	10	10	9	13	11	12	10	11	12	11	12	16	14	15	13	12	12	16	18	15	18	17	20	20	22	21	24	31	31	34	35	34	37	40	40	41	42	44	43	45	45	46	0	1	1	1	1	3	5	2	1	1	9	13	2	10	14	7	18	1	5	32	1	1	8	28	1	6	2	14	18	21	11	1	18	16	8	16	8	21	41	25	4	24	24	1	39	51	27	31	19	26	33	29	24	29	51	36	29	52	51	52	56	53	59	0	64	1	64	64	67	69	68	71	71	71	45	73	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	3	3	2	1	2	4	5	2	2	2	1	3	3	2	3	2	3	3	1	2	4	1	1	4	1	2	3	3	3	2	2	3	4	2	3	3	8	2	5	3	3	6	5	1	1	13	1	3	1	1	1	1	1	1	15	1
8500	-422.166503642176394	-429.021991593135795	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443815155065212	1	2	3	4	3	3	3	4	3	4	5	6	4	5	5	5	7	6	7	8	7	8	7	10	7	6	7	9	9	9	8	8	8	11	11	11	10	13	11	10	9	11	12	11	13	15	14	14	14	14	15	17	16	16	18	17	20	19	22	23	27	30	32	33	35	36	36	41	40	41	43	44	43	44	46	44	0	1	1	1	1	1	2	7	1	6	9	1	1	1	4	10	1	6	2	6	4	18	7	19	16	15	8	14	25	21	6	8	7	29	31	27	31	28	17	19	1	26	24	1	2	45	33	36	31	19	30	47	45	12	38	1	22	56	26	35	60	60	56	0	64	59	64	67	67	69	70	70	70	71	62	71	1	1	1	3	1	1	1	1	1	1	1	3	1	2	1	1	3	1	3	3	3	1	2	1	1	1	1	3	1	1	2	2	4	1	1	2	1	1	2	2	4	3	1	4	6	1	3	1	3	2	3	1	2	4	3	6	6	1	10	6	2	3	7	1	1	11	1	2	2	1	1	2	1	1	7	1
9000	-422.152883725236734	-429.008371676196134	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.418001923176197	0	1	2	2	2	3	4	4	4	3	6	5	4	4	5	7	4	5	7	8	8	9	7	10	8	8	9	6	10	9	8	7	9	10	9	11	11	12	11	10	11	10	12	11	12	16	15	13	14	14	14	15	15	17	16	17	19	20	22	23	27	31	32	33	35	36	38	41	40	42	43	44	43	45	46	44	0	1	1	1	1	1	3	10	2	3	4	6	1	10	4	12	6	6	6	28	1	4	1	7	7	6	23	2	21	13	15	6	23	31	6	25	35	44	34	25	24	6	21	35	42	43	42	43	30	24	3	9	5	43	30	1	45	56	45	59	59	58	50	0	64	58	64	67	67	69	68	70	70	70	70	67	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	4	4	3	3	2	2	1	2	1	3	1	2	2	2	3	1	1	1	1	1	1	4	4	1	1	2	4	1	3	2	4	5	6	2	2	8	3	1	8	1	2	4	10	1	1	13	2	1	1	1	1	1	1	2	2	3
9500	-446.801005693550565	-453.656493644509965	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.475941862826189	0	1	2	3	3	3	4	4	3	3	6	5	4	5	5	7	7	4	7	8	8	9	7	9	8	8	9	9	8	9	7	9	7	10	8	10	10	11	12	11	10	12	12	11	10	16	15	14	13	13	14	14	17	16	18	17	18	19	21	22	27	30	31	34	33	35	38	41	40	42	43	42	43	44	46	45	0	1	1	1	1	2	9	3	1	2	9	4	2	10	6	10	11	1	10	1	17	7	11	35	11	6	35	29	7	13	13	16	12	25	3	25	29	35	2	16	28	45	11	29	7	48	6	1	30	38	38	17	36	52	50	1	19	53	42	50	46	53	55	0	63	42	64	67	67	68	68	69	70	70	73	71	1	1	1	2	2	1	1	1	1	2	2	2	1	1	1	2	1	2	1	3	1	2	1	1	1	2	1	1	2	2	1	1	1	1	3	1	1	2	4	1	1	1	3	1	4	1	5	7	2	1	2	3	4	1	2	5	4	1	6	4	4	6	6	1	1	16	2	2	1	1	1	1	1	2	1	1
10000	-416.984048260319810	-423.839536211279210	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508951298267309	1	2	2	4	3	3	3	4	3	4	5	6	5	4	5	6	6	6	6	8	6	8	8	9	5	8	9	9	9	10	8	8	8	9	10	10	9	12	12	12	9	11	12	12	12	15	14	13	13	13	15	16	15	16	19	17	20	20	22	24	26	31	32	33	35	35	38	41	40	39	42	43	43	44	44	44	0	1	1	6	1	1	1	1	1	1	2	1	7	7	9	10	1	7	6	7	7	1	1	23	1	19	16	26	23	31	6	7	13	16	22	32	11	24	30	34	7	34	30	37	15	49	45	1	42	24	2	28	38	48	52	16	51	55	34	48	60	31	59	0	62	57	64	67	67	64	69	69	71	71	70	71	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	2	1	3	2	3	3	1	2	1	1	1	1	1	2	2	2	2	2	1	2	2	1	2	2	1	1	2	4	1	1	6	1	1	5	3	2	2	1	6	3	1	7	5	1	11	4	1	2	11	2	1	1	3	1	1	1	1	1	2
