step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23
5000	-309.099648250066252	-307.331833830940241	-1.767814419125995	0.000017047923001	0.000030002426444	1.759887491438945	0.382133451200464	2	8	14	13	14	12	13	14	15	16	18	18	19	20	21	20	20	24	23	27	30	32	39	0	0	6	2	2	2	6	2	4	7	6	8	12	11	12	12	6	12	16	18	4	21	21	1	1	1	2	4	2	1	3	1	1	3	3	1	1	2	1	4	3	2	1	8	1	7
5500	-296.728262806843361	-294.683461795806238	-2.044801011037149	0.000027091901170	0.000066601078803	2.458339058069435	0.544739984634760	2	7	13	13	13	12	13	14	15	16	16	17	18	20	20	21	21	25	23	26	29	33	38	0	0	6	2	6	2	6	2	4	7	6	6	12	11	12	12	6	19	16	18	4	21	21	1	1	1	3	1	2	1	2	1	1	2	1	1	2	1	1	5	1	1	1	7	1	5
6000	-260.260219356759023	-258.896977346385597	-1.363242010373449	0.000063775412165	0.000033317616696	0.522421032879389	0.444998218261782	3	7	11	13	13	11	12	14	16	15	18	17	19	20	19	21	21	23	23	27	30	32	38	0	0	2	3	3	2	6	6	4	7	6	5	12	11	12	15	11	12	15	18	6	21	21	1	1	2	1	1	2	1	2	1	1	3	2	1	1	2	1	2	4	2	2	11	1	5
6500	-208.788131611024397	-206.864664600268014	-1.923467010756369	0.000213273140242	0.000032268433956	0.151300974511552	0.538714450391578	1	7	14	13	13	12	14	15	16	17	18	17	16	19	21	21	21	25	21	26	26	31	38	0	0	6	6	2	2	2	6	7	3	5	7	7	11	12	7	10	16	3	19	7	21	22	1	1	2	1	2	3	3	2	1	1	2	1	1	1	3	4	2	2	2	3	4	2	4
7000	-186.510048840319456	-184.391023112025294	-2.119025728294174	0.000314946557862	0.000038498989381	0.122239752807771	0.504129994168399	4	7	14	14	13	11	14	15	15	17	18	19	18	17	22	20	20	24	22	26	29	32	38	0	0	2	2	2	2	2	6	3	6	6	13	6	4	16	13	11	15	7	3	20	20	21	1	1	2	4	3	2	5	2	1	4	3	1	3	2	1	1	1	1	4	7	2	3	3
7500	-226.094921505969950	-224.289563506309520	-1.805357999660425	0.000337794320735	0.000059223467795	0.175324048273040	0.339316243629723	2	7	13	13	13	11	13	14	15	17	17	18	19	20	20	21	18	23	23	27	29	30	37	0	0	6	6	6	2	2	6	6	3	3	6	7	10	2	17	10	13	7	19	19	6	21	1	1	1	1	1	3	3	2	2	2	1	3	3	2	5	2	1	1	4	3	3	9	5
8000	-190.066635614307472	-188.124481676710218	-1.942153937597243	0.000423945555781	0.000062757655773	0.148032347354003	0.339977876862562	4	8	13	13	13	11	12	14	15	17	18	19	18	19	21	20	21	25	23	26	28	33	39	0	0	2	6	2	2	2	3	5	8	5	5	7	3	12	14	2	7	5	6	17	17	18	1	1	2	1	2	2	2	1	1	1	2	2	3	3	1	1	7	7	4	7	4	7	6
8500	-201.104023086408773	-198.683716163060325	-2.420306923348460	0.000421089168914	0.000038891201797	0.092358589742601	0.421553954547783	4	7	14	13	13	12	13	14	15	16	17	18	18	19	21	19	20	24	22	25	29	32	39	0	0	2	2	2	2	2	5	5	2	6	5	4	4	13	10	4	11	14	19	17	7	21	1	1	2	3	3	2	3	1	1	4	3	3	2	4	2	1	4	4	2	1	4	8	6
9000	-200.160934908345979	-198.406227264384029	-1.754707643961960	0.000265932702299	0.000049963936282	0.187881880831033	0.413509449512978	4	6	14	13	14	12	13	14	16	15	19	18	18	19	20	20	20	24	23	26	29	33	36	0	0	6	6	4	2	2	6	4	3	6	6	6	3	7	7	2	6	12	13	17	17	21	1	1	1	1	1	3	4	1	1	1	3	3	4	2	4	4	8	7	3	3	4	7	4
9500	-195.504018096117704	-193.139561838016448	-2.364456258101245	0.000427769446456	0.000041476083958	0.096958967737674	0.399196637007725	4	8	13	14	12	13	14	15	15	15	16	18	18	19	20	20	21	24	23	26	26	31	38	0	0	2	5	2	2	2	5	3	3	10	5	8	10	13	7	13	12	5	13	6	20	22	1	1	2	1	2	4	3	2	1	1	1	3	2	2	1	4	1	3	5	4	4	2	5
10000	-204.967153451998769	-203.271107846965123	-1.696045605033640	0.000443842801918	0.000090874127475	0.204743947817169	0.285152002012161	4	8	13	13	14	12	12	15	16	15	18	18	18	18	22	21	21	23	23	26	29	33	38	0	0	2	7	2	2	2	6	7	4	9	8	9	6	10	11	9	5	7	16	19	19	21	1	1	3	1	4	2	3	2	2	1	2	1	1	3	3	2	2	5	5	2	3	7	4
10500	-210.894007539383523	-208.725714826086573	-2.168292713296943	0.000402855526381	0.000046879646299	0.116368383276079	0.522591235353028	4	8	13	14	13	12	13	13	15	17	18	17	18	17	22	19	20	24	23	26	28	30	39	0	0	2	6	6	2	2	6	4	5	5	2	7	6	13	6	11	10	13	19	11	12	22	1	1	3	1	1	2	2	1	1	2	2	4	2	2	2	3	1	3	2	2	4	5	3
11000	-195.717195725867668	-193.761059302030020	-1.956136423837638	0.000263943738537	0.000038447676494	0.145666181388094	0.383432296730678	3	8	13	14	14	11	13	15	16	17	18	18	18	19	22	20	22	24	24	26	28	32	38	0	0	2	2	2	2	2	6	5	2	3	10	5	11	12	13	6	17	5	19	10	10	21	1	1	2	3	4	2	3	2	1	4	3	1	2	1	3	1	5	1	6	1	5	7	4
11500	-210.943564093175979	-208.840684144451018	-2.102879948724951	0.000324449893829	0.000040319602597	0.124270660475510	0.268500034380150	2	7	14	14	13	13	12	14	14	16	19	19	18	18	22	20	20	23	23	26	30	31	37	0	0	2	7	2	7	2	6	7	6	10	5	3	10	7	5	10	3	10	19	16	5	21	1	1	4	1	3	1	2	1	1	2	2	3	3	1	6	4	2	5	4	1	5	11	4
12000	-208.609717293771638	-206.363602779142298	-2.246114514629334	0.000536752410839	0.000057960094806	0.107982924037030	0.344479630446123	3	8	13	14	13	11	12	15	15	15	17	18	18	17	21	20	22	24	23	25	29	32	36	0	0	2	3	2	2	2	3	5	2	8	3	14	3	7	7	11	19	13	3	10	16	15	1	1	2	1	3	1	2	2	1	3	1	3	1	2	4	5	2	1	2	6	8	9	4
12500	-195.848493955726809	-193.799228294556201	-2.049265661170615	0.000371370995307	0.000048810808155	0.131434088208341	0.411968194471563	1	7	14	10	14	12	13	13	15	15	17	19	17	19	22	21	22	25	23	25	29	32	36	0	0	4	2	2	4	6	6	3	3	6	13	8	6	13	5	16	15	13	19	16	5	21	1	1	2	2	4	1	1	1	1	1	2	2	2	4	2	4	1	2	3	1	3	9	2
13000	-210.976166814371567	-209.138698830420196	-1.837467983951364	0.000326445129600	0.000054889188133	0.168142156693430	0.436903806664161	3	7	14	12	12	12	14	15	15	16	19	19	17	19	19	22	21	23	22	26	30	32	38	0	0	6	2	2	2	4	6	5	7	3	5	4	6	13	13	3	12	13	14	17	17	21	1	1	1	3	4	2	1	2	2	1	3	3	2	3	1	3	3	3	3	3	4	5	3
13500	-205.784462852628394	-203.491902016592888	-2.292560836035502	0.000462639974925	0.000047851032980	0.103430389878102	0.350602462814544	0	6	13	14	13	11	13	15	15	17	17	18	17	20	20	21	21	23	23	26	28	32	38	0	0	2	6	2	2	2	5	3	4	6	6	2	10	10	10	10	17	11	14	13	13	5	1	1	3	1	4	2	3	1	1	2	2	3	6	2	1	2	3	1	3	3	7	7	10
14000	-202.004101320508113	-199.793707461950987	-2.210393858557122	0.000362806899090	0.000040527887489	0.111706496184289	0.286522977619151	4	7	13	13	12	12	11	14	15	17	19	18	19	19	21	21	21	24	21	26	27	31	38	0	0	2	6	2	2	2	5	4	2	7	5	12	7	6	13	12	10	5	12	14	14	22	1	1	5	1	3	2	2	1	1	5	3	2	1	5	5	1	1	3	4	3	5	6	5
14500	-205.247041399032952	-203.399245871856806	-1.847795527176159	0.000463635534748	0.000076938167702	0.165945364270379	0.365605375213536	3	7	14	13	11	12	12	15	15	16	17	18	19	20	22	20	21	23	23	26	29	32	38	0	0	6	7	2	2	2	3	5	4	6	7	10	7	9	9	4	14	11	16	17	20	22	1	1	1	1	2	2	2	1	2	2	3	4	2	3	3	2	5	2	2	3	4	3	2
15000	-197.645300518525033	-195.463211669014242	-2.182088849510799	0.000400434692406	0.000045972499816	0.114806485772059	0.632172064372222	3	8	13	12	13	11	12	13	16	15	19	17	18	17	22	20	21	24	24	26	27	32	36	0	0	2	2	2	2	2	6	7	7	4	7	8	3	13	12	13	5	15	15	18	21	21	1	1	2	2	3	2	2	1	2	1	5	2	3	1	2	1	1	5	2	2	1	2	4
15500	-198.406939035495100	-196.399944836669221	-2.006994198825889	0.000422838710861	0.000058176722432	0.137586084096293	0.389944653577463	3	7	11	14	13	13	12	12	15	16	18	17	19	18	21	21	21	23	23	25	29	32	38	0	0	2	2	8	2	2	3	5	4	2	4	10	3	13	3	13	13	15	19	11	16	22	1	1	2	2	1	3	2	1	1	2	5	1	2	3	1	4	1	2	1	1	5	6	3
16000	-209.938445378929060	-208.147923932462703	-1.790521446466361	0.000380360559739	0.000068022335877	0.178836459604110	0.371251216184224	4	7	12	14	13	11	14	14	15	15	15	17	16	19	20	21	21	25	24	25	29	31	39	0	0	2	3	6	2	6	3	3	2	6	5	6	13	13	3	5	7	17	17	10	10	18	1	1	3	1	2	2	2	1	2	5	2	2	3	2	2	3	4	5	2	2	6	7	6
16500	-206.316674575077570	-203.748541335624310	-2.568133239453255	0.000411631013720	0.000033624451206	0.081685903357514	0.332003166381002	3	7	12	13	14	12	14	14	16	16	17	18	19	19	21	21	21	24	23	25	29	32	38	0	0	2	2	6	2	2	6	7	5	6	2	7	6	7	14	14	14	16	6	20	20	15	1	1	2	2	1	3	3	1	1	1	3	6	3	4	3	1	1	3	1	8	2	3	9
17000	-206.911273496000831	-204.982906923899122	-1.928366572101710	0.000625522749689	0.000094098537187	0.150431838383803	0.270170251071583	3	8	12	12	11	13	13	14	16	17	17	17	18	20	21	19	21	23	24	27	29	33	37	0	0	2	2	2	2	2	2	2	2	5	5	9	5	6	11	2	6	9	16	10	15	15	1	1	3	2	1	2	2	4	3	5	2	3	1	5	4	1	6	5	3	3	5	7	7
17500	-178.602894515514805	-176.763416392409283	-1.839478123105531	0.000455480197545	0.000076388788761	0.167710449702725	0.400317605462787	3	8	13	14	13	12	13	14	14	16	18	18	18	18	21	20	21	25	23	25	29	29	39	0	0	2	6	2	2	2	6	3	8	7	7	7	10	16	11	14	7	15	16	18	18	22	1	1	2	1	3	2	2	1	1	1	3	4	2	1	1	1	1	5	1	3	3	2	6
18000	-214.412893402458138	-211.971502098325118	-2.441391304133018	0.000502599204883	0.000045590536935	0.090709528570534	0.362596753559508	4	8	13	12	14	12	13	14	15	16	18	15	18	20	21	21	21	24	23	25	30	32	37	0	0	4	2	3	2	4	6	6	4	3	6	8	6	13	2	13	11	5	11	16	11	22	1	1	1	2	1	2	1	1	1	2	2	2	2	3	2	5	1	3	4	3	5	6	3
18500	-198.025488287694174	-195.688310232344463	-2.337178055349710	0.000386469974650	0.000038390873138	0.099337272379034	0.385307288958685	3	7	13	12	11	12	12	14	14	16	16	19	17	20	20	20	20	24	23	27	29	33	39	0	0	2	5	2	2	2	5	7	2	6	10	6	10	8	10	11	12	16	3	7	20	22	1	1	3	1	2	2	3	2	2	3	2	2	3	1	2	2	2	2	2	7	7	2	3
19000	-209.987684957729130	-207.777057374833959	-2.210627582895167	0.000450135193728	0.000050271757365	0.111681463848841	0.394039058446445	4	8	13	12	13	12	14	14	14	16	19	17	17	20	21	18	21	24	23	25	29	32	37	0	0	2	2	2	2	2	4	5	3	12	4	6	13	3	5	11	15	4	15	4	19	22	1	1	2	2	2	2	3	1	1	1	1	2	1	2	3	2	1	2	5	2	8	4	3
19500	-242.956835849055182	-240.836114102490257	-2.120721746564921	0.000414340553139	0.000050561812667	0.122029601698379	0.364713593529451	4	7	14	13	14	12	13	14	16	16	18	15	18	19	21	21	21	25	21	26	29	32	37	0	0	2	2	2	2	2	4	5	12	4	6	12	3	11	10	12	15	10	6	6	4	21	1	1	3	3	3	3	2	1	1	1	2	2	1	3	1	2	2	3	1	6	10	7	3
20000	-221.526557898217646	-219.454657488172813	-2.071900410044833	0.000590155815331	0.000075733413559	0.128327827315172	0.296829955748513	0	8	14	13	14	11	12	14	15	16	19	18	19	20	22	21	21	24	23	25	29	32	36	0	0	2	2	4	2	6	6	7	4	8	8	5	7	7	6	11	6	6	6	13	14	19	1	1	2	2	1	2	1	2	1	1	3	3	3	4	6	5	1	3	6	6	5	6	7
20500	-223.761892907506194	-221.705034799548770	-2.056858107957420	0.000418332795925	0.000054541484029	0.130378216962149	0.566405963005520	3	8	14	14	13	10	11	14	16	16	19	18	17	18	22	22	19	24	24	26	30	31	38	0	0	5	7	6	2	6	5	7	8	13	8	6	8	12	8	14	15	9	13	19	19	22	1	1	1	2	1	1	1	1	3	1	1	2	3	2	2	5	1	1	3	3	4	3	4
21000	-193.948105225407261	-191.938898684590470	-2.009206540816791	0.000217885928709	0.000029905296866	0.137252079763129	0.449587610811141	4	7	13	14	14	12	13	15	16	16	18	16	19	17	21	21	21	23	24	26	28	33	38	0	0	2	6	2	2	2	7	4	5	3	3	7	7	5	5	11	6	18	16	3	21	22	1	1	4	1	4	3	3	1	1	1	3	1	3	2	4	4	1	5	1	3	5	3	2
21500	-203.755944848750005	-201.661872802682694	-2.094072046067296	0.000415383738311	0.000052090050626	0.125402238512791	0.306596277811725	3	7	12	12	13	10	13	14	15	15	18	17	18	20	22	20	22	24	23	27	29	33	37	0	0	2	2	2	2	2	2	5	2	2	5	3	8	6	7	12	13	7	14	11	19	15	1	1	3	3	3	1	3	3	1	3	7	2	2	4	8	4	3	3	7	4	5	8	6
22000	-195.206505300264951	-192.890639389887212	-2.315865910377737	0.000445730323949	0.000045134600615	0.101259883364753	0.389630641289436	2	8	13	12	13	13	13	14	15	15	19	18	19	20	20	20	21	23	23	26	29	31	38	0	0	2	2	2	4	2	4	5	6	2	3	7	6	7	7	15	14	14	11	13	15	13	1	1	2	2	3	1	2	1	1	1	4	2	4	4	4	3	1	1	2	3	6	6	9
22500	-217.285329812177793	-215.287971880891064	-1.997357931286719	0.000622047928980	0.000086500244474	0.139057201935742	0.465907546042776	3	7	10	13	12	11	13	15	15	15	19	19	17	19	20	22	20	24	23	26	30	33	38	0	0	2	6	3	3	3	4	4	6	13	9	4	5	4	11	13	10	13	12	18	10	21	1	1	1	1	1	1	1	2	1	3	1	2	2	3	4	2	1	4	5	3	3	8	3
23000	-224.025763595194974	-222.325811187029245	-1.699952408165716	0.000533621066963	0.000108607871580	0.203529954689268	0.496242626167586	3	8	13	14	12	12	10	13	16	17	17	16	19	19	22	20	21	24	23	25	30	32	37	0	0	2	2	2	2	2	7	5	8	9	7	12	11	8	10	14	13	3	15	6	4	15	1	1	2	3	1	3	2	2	2	2	1	3	1	1	3	1	1	3	4	1	8	8	6
23500	-213.808408489878275	-212.032697742230482	-1.775710747647802	0.000492918842755	0.000089945761329	0.182475802357167	0.460902670109745	1	8	12	13	14	12	14	15	15	17	17	17	19	20	20	21	21	22	23	27	30	31	37	0	0	2	6	2	2	2	6	3	8	9	3	12	8	3	4	10	14	8	12	5	15	15	1	1	2	1	3	1	3	2	2	1	1	3	1	3	5	2	2	1	4	4	8	7	8
24000	-219.680910632126142	-217.808096007361144	-1.872814624764986	0.000579855708189	0.000093259860647	0.160832875024217	0.409966254756471	3	8	13	13	14	12	14	14	14	15	16	18	19	20	22	21	20	23	22	25	29	32	37	0	0	6	2	6	2	2	2	6	5	6	8	6	6	2	7	12	11	2	7	19	19	19	1	1	1	2	1	2	3	2	1	1	2	3	3	4	5	3	1	3	7	5	4	5	9
24500	-211.310287483021625	-209.258147343316153	-2.052140139705462	0.000413444753087	0.000054174763278	0.131032653997861	0.237667072559955	3	8	14	12	13	12	12	14	14	16	16	18	18	19	22	22	20	25	23	25	26	32	39	0	0	2	2	2	2	2	4	7	2	2	4	4	6	7	3	2	5	11	5	4	15	20	1	1	3	2	2	2	2	2	1	5	4	3	2	4	5	4	6	6	4	8	8	5	8
25000	-205.371522698967055	-203.099455374945535	-2.272067324021526	0.000441732302936	0.000046558878518	0.105400665082149	0.408157007609558	2	7	12	12	13	13	13	14	15	15	18	18	17	19	21	20	20	25	23	27	30	32	37	0	0	2	2	2	4	2	7	7	6	5	4	8	3	13	13	12	14	4	7	20	19	19	1	1	4	3	2	1	2	1	1	1	3	2	1	2	3	2	2	2	6	8	2	3	9
25500	-197.017277789616514	-194.861669308714852	-2.155608480901650	0.000434015690559	0.000051142320143	0.117835187195156	0.533829037140904	4	8	13	14	12	12	13	14	15	16	18	19	18	20	21	20	19	24	22	26	28	32	38	0	0	5	3	2	2	5	7	6	7	5	11	10	10	13	13	5	14	13	15	17	21	22	1	1	1	1	2	2	1	1	2	1	2	1	1	3	2	1	3	3	2	2	3	1	2
26000	-208.271820440299081	-206.079417462471355	-2.192402977827712	0.000387611997282	0.000044056334732	0.113660916175211	0.403046592994482	3	7	14	11	12	13	14	15	15	17	19	18	18	20	21	21	22	23	24	26	28	32	37	0	0	4	2	2	2	4	7	5	4	13	4	7	13	7	7	12	16	7	16	4	19	22	1	1	1	3	3	2	2	1	2	3	1	3	2	1	3	2	1	2	4	3	7	4	2
26500	-211.364320639869561	-209.772105324495698	-1.592215315373850	0.000452702368955	0.000110211156765	0.243451689947378	0.391012794386313	3	8	13	12	13	12	13	15	14	15	18	19	18	17	21	22	19	24	23	26	29	32	38	0	0	2	2	2	2	4	4	5	2	7	8	6	6	14	8	11	7	11	13	18	10	18	1	1	2	2	4	2	1	2	1	5	3	2	3	3	2	5	1	6	2	2	4	7	6
27000	-225.614870878602801	-223.643385711245259	-1.971485167357551	0.000594255801390	0.000085063739124	0.143143304491622	0.366142928019688	4	8	13	11	14	13	12	14	15	16	18	19	19	20	20	21	21	24	23	27	30	33	39	0	0	2	2	2	2	4	2	7	7	9	7	7	10	7	9	9	16	11	14	5	12	20	1	1	3	2	4	3	1	4	1	1	2	4	5	3	3	3	2	2	2	4	9	7	6
27500	-196.569498067965839	-193.770913750303293	-2.798584317662533	0.000473125837453	0.000032368875680	0.068414939783840	0.258874564862261	3	8	13	14	13	13	12	14	15	16	18	19	18	20	22	21	21	25	23	24	29	30	38	0	0	2	2	2	2	2	7	5	2	2	7	6	13	11	6	4	11	6	3	19	4	21	1	1	2	4	2	2	2	1	1	5	3	4	3	1	3	4	3	3	5	5	3	7	7
28000	-211.698072505623088	-209.609990133344269	-2.088082372278833	0.000385005809151	0.000048580633192	0.126181558920177	0.409053062988016	3	7	12	13	13	13	14	12	14	16	19	18	18	19	20	22	21	25	22	26	29	31	39	0	0	2	2	2	2	8	2	5	7	2	3	5	9	6	17	10	16	5	12	19	19	21	1	1	2	2	2	3	1	3	1	1	5	3	2	2	3	1	3	2	4	5	4	4	5
28500	-240.719065711825152	-238.985459861703646	-1.733605850121518	0.000368041218122	0.000071263285059	0.193628543626104	0.586600994582649	3	7	13	14	11	10	14	15	14	16	18	19	19	19	20	20	21	25	22	25	29	33	36	0	0	5	5	6	2	5	6	6	4	10	8	8	7	13	13	14	15	15	13	3	7	21	1	1	1	1	1	2	2	4	2	2	1	2	2	2	1	1	1	2	1	3	4	8	2
29000	-210.493775516116386	-208.561879765730907	-1.931895750385482	0.000464746973321	0.000069624300049	0.149811196297763	0.331101094844377	3	8	14	13	14	12	14	14	16	16	19	18	18	17	21	21	20	24	24	25	30	32	38	0	0	2	2	2	2	4	6	5	7	2	8	6	7	11	8	13	12	17	13	11	11	3	1	1	3	3	3	2	1	2	1	1	4	3	2	2	1	2	1	3	3	5	6	6	12
29500	-213.319058651087971	-211.249639803439862	-2.069418847648108	0.000485710122564	0.000062492607536	0.128662353598876	0.355208845215989	3	8	14	14	13	12	13	13	15	13	18	19	17	20	20	21	20	25	23	26	29	32	38	0	0	2	2	2	2	2	6	6	2	2	5	2	4	6	4	10	4	7	7	18	19	21	1	1	2	3	3	2	2	1	1	2	4	3	4	3	4	4	3	5	3	6	3	5	8
30000	-185.516795255255715	-183.420272821941865	-2.096522433313859	0.000457247520375	0.000057195134705	0.125085718688809	0.368289541989332	3	8	13	13	11	12	13	14	15	16	19	18	18	19	20	20	21	23	23	26	29	32	38	0	0	2	2	2	2	2	5	3	4	3	3	10	4	6	11	15	16	5	12	19	19	19	1	1	3	2	2	2	4	1	1	2	3	2	1	3	5	1	1	2	6	4	4	4	8
30500	-192.372225971068559	-190.317804831447347	-2.054421139621200	0.000345072788573	0.000045106384769	0.130715565708284	0.287980803858502	4	8	13	12	14	11	14	14	15	15	18	19	18	19	22	22	21	23	23	26	29	33	38	0	0	2	6	2	2	2	2	7	6	6	7	7	10	13	11	5	12	3	17	19	19	19	1	1	2	1	3	2	3	2	1	2	4	2	2	2	2	2	5	2	6	2	2	5	10
31000	-226.348603344857167	-224.473622980911159	-1.874980363946022	0.000558612776481	0.000089603514680	0.160403625646031	0.319004379881283	3	8	14	12	12	13	13	12	13	14	17	19	19	19	21	21	20	23	20	26	29	32	37	0	0	8	2	2	2	8	2	2	2	7	4	9	7	4	2	3	6	5	3	11	9	17	1	1	1	2	2	2	1	3	3	3	3	4	3	3	5	5	4	6	4	5	7	9	9
31500	-203.787337896223278	-201.395233502155946	-2.392104394067346	0.000404367489167	0.000038268566693	0.094638089654511	0.275518457539742	3	7	14	12	13	12	12	14	15	16	18	19	18	19	20	21	21	25	22	25	28	31	37	0	0	2	2	2	2	2	4	3	5	7	6	2	2	3	4	10	14	6	14	14	19	14	1	1	4	2	2	3	3	1	1	2	4	3	6	5	3	4	3	3	5	3	4	5	8
32000	-203.851192213334201	-201.672221419657120	-2.178970793677095	0.000306983143183	0.000035351102876	0.115156495270254	0.364603190155949	2	8	12	14	12	13	13	15	14	16	19	19	18	19	21	21	20	24	23	26	29	33	38	0	0	2	2	2	2	3	6	5	7	5	4	6	5	8	13	13	16	8	19	19	21	22	1	1	1	4	1	2	1	1	1	2	4	2	3	4	3	1	1	1	4	2	3	2	2
