step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23
66000	-217.443921149636651	-215.126070523184154	-2.317850626452509	0.000387464174366	0.000039164247527	0.101078370900105	0.424452987715094	2	7	12	13	13	11	13	14	15	17	19	18	19	20	20	19	21	23	22	25	29	32	38	0	0	2	6	2	2	2	6	3	9	6	9	2	6	7	9	16	12	2	15	13	19	21	1	1	4	1	4	2	3	1	2	1	5	2	5	6	2	2	1	2	5	3	5	5	3
66500	-210.202067965794129	-208.267005312235341	-1.935062653558798	0.000485729618239	0.000072499063098	0.149258065342803	0.410792061555091	2	7	10	11	12	12	13	14	16	17	18	18	17	19	20	21	22	23	23	27	29	32	38	0	0	2	2	4	2	5	5	3	4	9	9	5	5	4	9	3	12	9	13	17	10	17	1	1	3	2	1	2	1	2	3	4	1	1	2	3	3	2	5	3	3	5	4	6	5
67000	-202.406172822249914	-200.440234107192026	-1.965938715057880	0.000377252613806	0.000054341807187	0.144046204580721	0.406942446026705	3	8	14	14	14	12	13	14	15	17	17	18	17	19	21	21	20	24	23	26	27	31	39	0	0	2	6	2	2	2	2	6	2	2	6	5	5	6	10	14	11	10	12	10	10	10	1	1	4	1	3	2	2	3	2	4	4	2	1	2	4	2	1	3	2	3	3	6	9
67500	-212.634249952184490	-210.581237656474570	-2.053012295709932	0.000430941369184	0.000056415077922	0.130911260686991	0.240370938703407	3	8	13	14	14	11	13	15	16	17	19	17	18	20	22	20	22	22	24	26	27	32	38	0	0	2	2	2	2	2	6	6	2	8	6	7	5	8	6	12	8	11	16	18	10	10	1	1	3	4	3	2	3	2	2	4	2	3	3	2	3	4	3	4	3	3	2	9	12
68000	-223.326626292301171	-221.583899677766226	-1.742726614534945	0.000356855620663	0.000068196513979	0.191103936802723	0.311421330797914	4	8	13	13	14	11	13	15	16	17	18	18	19	19	21	20	21	25	23	26	30	33	38	0	0	2	2	2	2	2	2	5	3	3	5	6	7	12	3	10	7	10	10	3	18	18	1	1	3	2	2	2	3	6	1	3	4	2	5	2	1	4	2	7	3	4	13	3	9
68500	-203.756516468986348	-201.433701978798922	-2.322814490187435	0.000474291239422	0.000047726334395	0.100626641246088	0.233371343924050	3	8	13	13	14	13	14	14	16	16	17	19	18	19	21	20	21	24	23	26	30	32	38	0	0	2	2	2	2	2	4	6	2	4	11	2	3	3	5	6	6	5	16	4	10	19	1	1	3	3	3	2	2	1	2	5	2	1	6	2	4	3	4	5	5	2	8	9	6
69000	-207.978232691522265	-205.863067876637160	-2.115164814885111	0.000332294163021	0.000040779267973	0.122720386063242	0.342340235081697	3	6	14	13	13	12	14	14	16	16	19	17	17	20	22	19	20	23	23	26	29	33	38	0	0	4	2	2	2	2	6	4	2	2	7	7	3	17	6	3	12	6	15	19	7	21	1	1	1	4	2	3	4	1	2	4	7	1	2	2	1	4	3	3	6	3	3	11	4
69500	-207.249152932885409	-205.160653857225753	-2.088499075659660	0.000308960785859	0.000038968322084	0.126127081063742	0.465196998634241	4	8	12	13	13	13	14	14	15	17	18	19	19	19	22	19	21	24	21	27	29	31	38	0	0	2	3	2	2	2	3	3	4	5	7	2	10	10	5	11	7	7	19	7	13	22	1	1	2	1	3	3	3	1	1	2	2	3	6	1	2	2	1	5	4	2	8	6	4
70000	-207.225269498452604	-205.411719805235009	-1.813549693217595	0.000434513179161	0.000075361518463	0.173438970500395	0.397387301805463	4	7	13	13	14	9	14	14	15	16	19	19	18	20	21	21	19	23	23	26	27	33	38	0	0	2	2	6	2	2	6	3	6	4	4	10	2	13	13	9	13	8	16	12	14	19	1	1	3	3	3	1	3	3	2	3	2	4	1	8	1	1	2	2	5	1	4	6	5
70500	-211.594036706256389	-209.421942351405249	-2.172094354851147	0.000357188100177	0.000041410442886	0.115934553433938	0.384707142574706	3	7	14	13	14	11	12	15	15	14	18	17	19	19	22	21	20	24	21	26	29	31	38	0	0	2	2	4	2	2	4	6	2	4	10	11	7	12	6	5	13	10	13	17	3	21	1	1	4	3	1	2	2	1	1	3	3	2	1	3	3	4	3	2	3	3	5	7	4
71000	-206.308407986161825	-203.830757028216851	-2.477650957944978	0.000269730595823	0.000023730323739	0.087977871649804	0.460144629262626	4	6	13	12	13	12	12	14	16	16	18	18	18	18	21	22	21	25	23	26	29	32	39	0	0	4	2	2	2	2	4	5	2	7	4	6	7	7	5	11	12	10	16	10	10	21	1	1	1	3	4	3	4	1	1	5	2	3	2	2	5	3	2	4	4	2	3	6	7
71500	-180.794360606644460	-178.528676099056895	-2.265684507587571	0.000388245407099	0.000041164315329	0.106026535217492	0.382822947229569	3	8	14	14	12	12	13	15	15	16	17	18	17	19	21	20	21	24	23	26	28	33	37	0	0	2	6	2	2	2	6	6	2	7	5	6	8	13	10	10	7	3	5	20	21	21	1	1	4	1	2	2	2	1	1	3	2	3	3	2	2	2	2	6	5	8	1	3	4
72000	-211.060932111349075	-209.167541813743696	-1.893390297605382	0.000334890347129	0.000052522790612	0.156835785392417	0.477752191746123	3	8	13	14	13	12	14	14	16	15	18	18	18	19	20	21	21	24	23	24	29	31	36	0	0	2	2	6	2	6	3	4	5	5	7	3	6	12	13	5	13	14	15	16	21	22	1	1	3	2	1	3	2	1	1	1	2	1	3	4	1	3	2	3	2	2	3	1	2
72500	-235.049812631268566	-232.886933951044483	-2.162878680224074	0.000436000117931	0.000051008001146	0.116990796671612	0.435879695027949	3	7	12	14	14	12	13	15	14	16	16	18	16	19	21	21	21	21	23	25	29	31	36	0	0	2	3	2	2	2	3	7	4	5	3	5	8	11	3	12	14	13	14	7	15	22	1	1	2	1	5	3	3	2	1	1	1	2	1	2	3	4	2	1	3	2	7	5	3
73000	-214.832976268286501	-213.174999135348173	-1.657977132938327	0.000318171299002	0.000069162737979	0.217375791580620	0.387044994382650	4	7	14	13	14	13	14	12	15	17	17	16	19	18	22	20	21	23	23	26	29	33	38	0	0	2	8	2	2	8	2	4	12	5	6	3	6	13	5	6	16	5	5	19	17	21	1	1	3	1	3	2	2	2	2	1	1	2	2	4	1	4	4	2	4	5	3	5	6
73500	-204.846111332047855	-202.693371510262921	-2.152739821784937	0.000518889401936	0.000061317735673	0.118171108225644	0.433155038178536	3	8	11	14	13	13	12	15	15	16	19	19	17	17	21	21	22	24	24	27	29	33	39	0	0	2	7	3	3	2	3	3	2	13	13	6	4	7	6	3	13	5	12	19	19	19	1	1	1	1	2	1	2	2	2	4	1	1	2	1	4	4	7	3	4	4	3	4	7
74000	-195.322174345656606	-193.263531123428237	-2.058643222228365	0.000311444078097	0.000040528850160	0.130132030146818	0.375907474390908	3	7	14	13	13	11	14	14	15	16	18	18	17	19	22	21	22	24	23	25	29	33	36	0	0	2	2	2	2	2	6	5	5	10	5	4	5	13	8	4	16	6	15	7	17	22	1	1	3	3	2	3	5	2	1	1	1	3	2	3	2	3	4	1	5	1	5	4	1
74500	-206.505885252387486	-204.733039367233516	-1.772845885153968	0.000446685018790	0.000081830833859	0.183195832447127	0.303273655124625	4	7	13	13	13	12	13	15	13	16	18	17	19	19	22	21	21	24	23	26	28	32	38	0	0	2	2	2	2	2	9	2	9	10	8	10	4	13	4	10	3	12	8	7	4	7	1	1	3	3	4	2	4	2	2	2	1	1	3	2	2	4	2	4	3	4	7	10	12
75000	-204.568669371807857	-202.751481541796039	-1.817187830011823	0.000346046996015	0.000059732448743	0.172613689559142	0.339148109671168	2	7	14	14	14	11	14	13	14	17	18	18	18	18	21	22	22	24	23	27	29	33	38	0	0	2	2	2	2	2	2	8	4	10	7	5	6	3	8	12	16	3	13	14	20	7	1	1	3	4	3	2	4	3	1	2	1	2	2	5	4	4	2	1	4	6	6	3	9
75500	-212.308912143611423	-210.251884797405637	-2.057027346205789	0.000395324147455	0.000051532417427	0.130354843636675	0.424383408637363	2	8	13	13	14	13	12	15	14	17	19	19	18	19	20	22	18	23	23	26	29	30	38	0	0	2	7	2	2	2	3	7	2	13	6	5	7	6	10	7	7	13	12	12	10	21	1	1	3	1	2	3	2	2	1	4	1	3	3	4	4	2	3	4	2	3	3	7	4
76000	-208.140119892257104	-206.133621807219981	-2.006498085037128	0.000457785358929	0.000063019269982	0.137661174069231	0.370549483678607	4	6	14	11	14	13	13	14	15	16	19	18	19	18	21	21	22	23	23	26	29	32	39	0	0	2	2	2	2	4	7	4	4	5	7	2	3	11	5	16	5	14	3	13	20	20	1	1	4	1	3	3	1	1	2	3	2	2	6	3	2	4	1	6	3	6	5	3	6
76500	-234.936929112025723	-233.002809997296936	-1.934119114728799	0.000343523061289	0.000051330071205	0.149422490043716	0.315862890539259	2	8	13	13	13	11	14	14	14	16	18	18	18	18	21	21	21	23	23	25	30	32	39	0	0	2	2	2	2	6	4	5	5	3	2	5	7	13	13	11	17	13	17	12	17	22	1	1	2	3	3	3	1	1	1	1	2	5	3	2	2	2	2	1	4	2	6	7	5
77000	-218.363161153062123	-216.339327608397497	-2.023833544664623	0.000400554909851	0.000054106177082	0.135078052349313	0.381223862947430	2	8	14	13	13	13	12	15	16	16	17	18	18	20	20	20	21	24	22	27	29	32	39	0	0	2	2	2	2	2	4	7	2	4	3	5	10	5	2	3	5	4	19	19	17	3	1	1	4	2	3	2	2	2	2	3	2	2	3	2	3	6	4	5	4	2	4	5	14
77500	-227.753893519093140	-225.880032475779046	-1.873861043314093	0.000367116180728	0.000058968116769	0.160625218567631	0.475605062148886	3	8	12	13	13	12	13	13	14	15	18	16	18	20	21	20	21	23	23	25	29	32	38	0	0	2	2	3	2	2	3	6	6	5	3	7	2	12	4	5	6	12	19	11	17	18	1	1	2	3	1	2	3	1	1	1	4	2	3	5	2	3	2	6	3	1	6	4	6
78000	-198.415253920154896	-196.212897742688824	-2.202356177466081	0.000431150785740	0.000048535890874	0.112572892081591	0.311495212879625	3	8	13	13	14	12	13	14	16	16	17	19	18	20	21	22	20	24	23	25	29	31	38	0	0	2	2	6	2	2	4	7	6	5	5	6	4	10	10	11	17	13	7	20	20	21	1	1	2	2	2	2	3	1	2	3	2	2	3	3	2	2	2	2	3	5	2	2	8
78500	-203.570990765999596	-200.873310388400967	-2.697680377598634	0.000430695392326	0.000031784248342	0.073797511903486	0.375474442376293	3	7	12	12	14	13	13	15	15	14	18	19	18	18	21	21	21	24	22	27	30	32	38	0	0	2	2	3	3	2	6	7	4	10	10	6	10	10	13	6	19	17	14	15	20	22	1	1	2	2	1	1	3	1	1	2	1	4	2	3	4	3	4	1	1	5	3	3	3
79000	-211.735237443285484	-209.519726725601856	-2.215510717683630	0.000258976948241	0.000028788015557	0.111160532830403	0.504969498426552	3	8	12	13	14	13	12	14	14	16	18	18	18	20	21	22	19	23	24	26	29	33	38	0	0	2	2	2	2	2	7	4	7	7	6	5	10	10	15	6	12	15	16	4	21	22	1	1	2	2	2	3	2	1	1	3	2	3	1	3	2	1	3	2	1	2	6	2	2
79500	-193.388258395062877	-191.266853257017146	-2.121405138045731	0.000368919907528	0.000044987972070	0.121945092016771	0.381727737691400	3	7	13	14	13	12	13	15	15	14	17	18	19	19	20	21	21	24	22	26	30	32	37	0	0	2	6	2	2	2	7	4	6	7	3	5	11	6	5	15	7	13	6	13	20	22	1	1	3	1	3	2	2	1	1	1	2	4	3	1	4	4	1	4	2	7	7	2	3
80000	-199.870347781767776	-198.011530303826106	-1.858817477941658	0.000521931945808	0.000085418098738	0.163657540843264	0.287311639376038	3	7	13	13	13	11	13	14	13	17	19	18	19	19	20	21	21	24	23	26	29	32	37	0	0	6	2	6	2	2	4	6	2	2	8	8	12	2	2	13	5	17	4	11	11	20	1	1	1	3	2	1	4	1	1	6	5	2	2	1	6	7	2	4	1	6	3	4	5
80500	-210.910810706039712	-208.655127798676347	-2.255682907363358	0.000374981356005	0.000040130220082	0.107019240928674	0.276625688984358	4	8	14	14	12	12	14	14	15	16	18	19	18	18	22	21	21	24	23	26	26	32	38	0	0	2	2	2	2	2	6	4	4	5	4	6	6	11	7	4	14	6	16	7	17	21	1	1	4	3	2	2	4	2	1	1	3	3	3	4	2	3	3	3	8	2	4	6	7
81000	-212.004601919703958	-209.357157619644084	-2.647444300059873	0.000313386331828	0.000024041405601	0.076714914338001	0.466885413187004	3	8	13	12	11	10	12	14	15	16	18	18	19	19	21	21	22	24	23	26	29	32	38	0	0	5	2	6	2	6	3	7	3	3	2	3	12	13	11	14	19	13	19	11	21	21	1	1	2	2	1	1	2	1	2	2	4	5	5	1	2	2	1	1	2	1	5	2	5
81500	-215.042150261793665	-213.149242440795746	-1.892907820997930	0.000430437846246	0.000067547527819	0.156927483045970	0.238630119613996	2	7	13	13	13	12	12	14	16	17	18	19	18	18	21	21	22	24	22	26	29	31	36	0	0	2	6	2	2	2	2	5	2	3	5	8	3	7	5	12	6	8	12	7	7	18	1	1	2	1	3	2	3	4	2	4	2	4	2	2	4	4	1	6	4	3	10	9	4
82000	-207.313557348106428	-204.923232889107680	-2.390324458998736	0.000305419640517	0.000028949164501	0.094784881717464	0.348579530557554	4	8	14	13	14	12	12	14	14	16	18	17	18	19	21	21	21	24	23	25	29	30	38	0	0	2	6	7	2	2	7	4	2	2	7	2	7	11	8	3	15	15	16	11	10	22	1	1	3	1	1	2	2	1	1	4	6	3	5	2	2	3	3	2	2	2	7	7	5
82500	-204.181315937583378	-202.039724900977149	-2.141591036606229	0.000514489504367	0.000061477194229	0.119491639201156	0.279578506014508	3	8	14	12	13	13	12	14	15	16	18	17	18	19	20	21	22	25	23	26	29	32	39	0	0	2	2	2	2	2	4	5	4	4	2	5	5	7	14	13	6	17	19	3	20	18	1	1	3	2	2	2	2	2	1	2	3	4	3	3	4	1	3	5	1	2	9	3	8
83000	-204.276384455668079	-201.931419990892493	-2.344964464775576	0.000236728839135	0.000023353096869	0.098649142008127	0.489646950328297	2	7	13	13	13	11	13	15	16	16	18	16	18	19	21	22	22	25	22	23	29	32	39	0	0	2	6	6	2	6	6	4	3	10	3	6	5	12	12	14	13	3	19	14	21	21	1	1	3	2	1	2	1	2	2	2	1	1	3	3	2	4	1	4	4	1	4	1	6
83500	-215.885520958222571	-213.777962049198862	-2.107558909023711	0.000282914541216	0.000034989853235	0.123676404488744	0.477483880371154	3	8	13	13	13	13	14	14	16	16	18	19	18	19	22	21	21	24	23	27	30	32	39	0	0	2	2	2	2	6	6	3	2	7	10	3	10	13	13	13	11	13	10	10	10	22	1	1	3	2	2	3	1	1	2	4	3	2	4	2	2	1	3	3	2	5	8	9	4
84000	-196.821673613371047	-194.871698975510924	-1.949974637860133	0.000358996330789	0.000052665028775	0.146700743876057	0.460618749125435	4	7	14	13	12	12	12	14	15	16	18	18	19	19	21	20	22	22	22	26	28	33	38	0	0	2	6	2	2	2	2	4	5	10	6	5	11	6	5	2	12	7	15	17	17	21	1	1	5	1	2	2	3	2	2	2	1	2	4	1	3	4	8	1	6	3	2	7	6
84500	-189.582548977910534	-187.476975368169832	-2.105573609740702	0.000320809109325	0.000039757222819	0.123927973561162	0.370958871503642	3	7	14	14	13	13	13	15	16	16	17	18	17	19	20	21	20	24	23	26	30	32	38	0	0	2	6	2	2	2	5	4	2	5	13	6	11	5	12	11	19	13	16	15	7	21	1	1	3	1	2	3	4	1	1	3	1	1	2	1	4	2	2	1	3	2	5	9	4
85000	-206.789352905976955	-204.818826967686874	-1.970525938290093	0.000585389042086	0.000083885522037	0.143298756906069	0.416389067612950	3	8	13	11	14	13	14	13	15	16	17	18	19	20	21	21	21	24	23	27	30	30	39	0	0	2	2	2	4	4	2	7	4	6	7	7	12	11	13	10	15	13	12	7	19	22	1	1	2	1	4	1	2	3	1	2	2	2	2	1	1	1	3	2	2	5	7	2	4
85500	-209.857951383004036	-207.667835096112071	-2.190116286891962	0.000695168748599	0.000079188959366	0.113913290155748	0.490958379070008	3	8	12	13	11	11	14	14	15	16	19	19	16	19	20	21	22	24	23	27	29	32	37	0	0	2	5	2	2	4	5	2	9	7	13	7	4	14	3	12	14	8	11	19	19	20	1	1	1	2	2	1	1	2	2	1	3	1	1	2	1	4	1	2	5	3	4	6	5
86000	-193.593472237336499	-191.850258547812587	-1.743213689523923	0.000476031376081	0.000090908136333	0.190970891627868	0.345050251962583	3	8	14	14	12	12	14	14	16	15	18	17	18	19	19	21	21	24	24	27	29	31	38	0	0	6	2	2	2	2	5	5	2	9	5	2	11	9	15	14	6	15	5	10	18	13	1	1	1	2	2	2	3	1	2	4	1	2	5	1	1	1	1	6	3	6	6	5	8
86500	-222.010478002274596	-219.977267276249904	-2.033210726024680	0.000420322653998	0.000056203372352	0.133714830303436	0.374751560240812	3	8	14	13	13	13	13	14	15	15	17	18	18	20	22	21	21	24	22	26	27	32	38	0	0	2	2	2	2	2	5	7	4	4	5	3	12	13	3	13	16	3	12	15	16	15	1	1	3	3	3	2	2	1	1	1	1	3	2	1	3	3	1	1	2	4	2	6	7
87000	-210.880896692638657	-209.004186226490788	-1.876710466147856	0.000340492273726	0.000054499938909	0.160062189699938	0.307195287563712	3	7	14	12	13	12	13	15	14	14	19	19	18	19	19	21	21	24	23	26	29	31	38	0	0	2	2	4	2	2	4	7	2	13	6	6	13	6	12	2	12	13	12	10	3	17	1	1	3	3	1	3	2	1	1	5	1	3	3	1	3	1	6	3	4	3	7	7	8
87500	-206.851157412938363	-204.655035805969760	-2.196121606968601	0.000437813083382	0.000049583397327	0.113252433992658	0.335927536830312	2	7	13	14	12	11	14	15	15	13	17	19	17	18	20	20	22	25	22	26	29	32	39	0	0	2	2	2	2	2	5	5	2	2	13	4	9	2	8	16	16	5	12	15	3	15	1	1	4	3	3	2	3	3	2	4	5	1	1	1	7	2	1	3	3	3	4	8	11
88000	-193.492500123571602	-191.066033739156268	-2.426466384415333	0.000368637013970	0.000033867448436	0.091872077823419	0.386264111406491	4	8	14	13	13	13	14	15	15	17	18	19	18	18	22	22	21	24	23	26	29	31	38	0	0	2	2	2	2	2	4	4	2	3	6	3	5	13	3	12	15	5	16	19	19	22	1	1	2	3	3	2	4	1	1	4	2	3	1	1	3	4	1	1	5	2	4	4	5
88500	-223.637289316459260	-221.510797445548974	-2.126491870910276	0.000329699437209	0.000039998830656	0.121319074714516	0.457046666631972	4	7	13	13	13	10	13	14	15	16	18	18	18	19	21	22	21	25	24	26	29	31	38	0	0	2	6	2	2	2	3	7	9	10	7	6	3	12	17	4	17	16	13	4	20	22	1	1	4	2	5	2	3	1	2	1	1	1	3	3	2	1	4	3	1	4	13	3	5
89000	-196.151436722238145	-193.436323390086642	-2.715113332151505	0.000333905697518	0.000024316247354	0.072823697033868	0.348852280015376	2	6	13	12	13	11	13	15	15	16	18	17	18	18	21	21	21	24	23	26	28	31	38	0	0	6	2	2	2	4	4	6	3	3	5	4	6	5	6	14	13	12	19	16	21	22	1	1	1	3	3	3	1	1	2	1	3	3	4	3	5	5	1	2	3	2	3	2	3
89500	-196.302103953635651	-193.952341788835213	-2.349762164800445	0.000330330636818	0.000032448002278	0.098228861210265	0.261358070890053	4	8	12	14	13	12	13	15	15	16	16	19	18	20	20	22	21	23	24	27	30	32	38	0	0	2	3	2	2	2	2	7	2	7	3	3	12	3	5	2	15	17	7	10	20	22	1	1	2	1	3	2	3	3	2	5	1	3	3	1	5	5	8	2	2	8	6	2	3
90000	-198.180269024109350	-196.155926857798022	-2.024342166311340	0.000426791374481	0.000057618332773	0.135003508078391	0.339668509431360	4	7	13	12	13	12	12	14	15	15	18	17	18	20	21	21	21	25	23	25	30	32	39	0	0	2	2	2	2	2	6	3	3	3	4	4	5	4	6	10	7	6	17	15	15	19	1	1	2	3	4	2	2	1	1	1	2	2	3	4	6	3	4	7	6	3	5	5	8
90500	-203.357502630693205	-201.063634334583327	-2.293868296109874	0.000310199107768	0.000032045639048	0.103306677051990	0.336435587863620	3	7	13	14	14	12	13	14	15	15	19	19	17	20	22	22	22	24	24	27	26	33	39	0	0	2	7	2	2	2	6	7	2	7	10	5	10	13	7	14	13	13	15	5	19	21	1	1	3	1	4	3	3	1	1	3	3	2	2	2	2	4	1	3	3	2	5	4	7
91000	-226.202546558713692	-224.273963241045749	-1.928583317667957	0.000410621474423	0.000061754838425	0.150393591839795	0.239986014958602	4	8	11	12	14	10	13	15	14	16	17	17	18	20	22	21	21	24	23	25	28	32	39	0	0	2	2	2	2	2	2	4	2	7	6	7	6	6	4	5	4	9	17	14	14	15	1	1	1	2	2	2	3	4	1	2	2	2	2	5	8	5	3	5	4	3	3	8	7
91500	-191.449532392032069	-189.520963096105191	-1.928569295926891	0.000364681434351	0.000054846652915	0.150396065576652	0.398603355600963	4	7	13	10	11	12	13	14	15	15	18	18	18	18	20	19	20	25	23	26	30	32	38	0	0	2	2	2	4	4	4	3	5	7	8	3	6	13	10	13	5	15	19	18	4	21	1	1	3	2	2	1	2	2	1	2	3	2	3	3	1	2	1	9	2	1	2	11	3
92000	-235.732217894993113	-233.803401127514832	-1.928816767478288	0.000300710181807	0.000045212502571	0.150352416732972	0.292276848335348	3	7	12	13	12	13	13	13	15	15	19	19	19	19	21	22	21	22	24	26	27	33	39	0	0	2	2	2	2	2	2	6	7	6	8	3	3	8	8	12	15	3	19	8	7	21	1	1	2	3	4	3	3	3	1	1	2	3	5	3	4	5	1	1	6	1	7	7	7
92500	-206.634307255628954	-204.777867525553660	-1.856439730075301	0.000384400382390	0.000063097883448	0.164146255671311	0.249426533904447	3	8	14	12	13	12	13	14	15	15	17	19	19	17	21	20	21	25	22	27	29	31	38	0	0	7	2	2	2	2	2	7	2	2	2	2	6	6	5	12	11	5	16	18	20	13	1	1	1	2	3	2	2	3	1	4	4	5	6	3	4	4	1	4	4	5	3	2	8
93000	-212.295839459425821	-210.559167784444895	-1.736671674980935	0.000625892249947	0.000120655009238	0.192772812330027	0.279920347853672	3	7	14	12	14	12	13	14	16	16	19	19	18	18	20	21	20	24	23	27	29	32	38	0	0	2	2	4	2	2	6	3	5	2	3	10	5	10	5	13	13	8	4	6	19	11	1	1	3	2	1	3	3	1	1	1	4	2	1	1	2	4	1	4	4	8	8	6	9
93500	-204.684018252142096	-202.907954603676274	-1.776063648465814	0.000411807342224	0.000075108501358	0.182387475056900	0.513378870010459	3	8	13	12	14	11	13	14	15	16	19	17	18	19	21	20	20	23	23	26	30	32	39	0	0	2	2	2	2	2	6	3	8	3	8	12	7	7	5	4	11	16	8	20	20	22	1	1	2	2	4	2	2	2	1	1	2	2	1	2	3	2	5	1	2	4	2	3	2
94000	-216.192473610122647	-213.835108251550253	-2.357365358572380	0.000476177838294	0.000046459979375	0.097568546116396	0.406453221112688	4	7	14	13	12	13	13	14	16	15	18	18	18	19	22	22	21	24	22	26	30	31	39	0	0	2	2	2	2	2	6	6	6	3	6	4	2	7	6	12	6	11	13	15	3	20	1	1	3	3	2	2	3	1	1	2	3	3	2	4	4	4	1	5	2	4	6	10	5
94500	-224.282707551405139	-222.561193703608836	-1.721513847796299	0.000366097068661	0.000072149076417	0.197076356500422	0.295894658358170	3	7	13	14	14	13	12	12	16	16	18	18	18	19	21	21	21	24	23	26	29	31	38	0	0	2	2	2	2	2	2	2	2	5	7	3	8	12	6	2	12	17	13	3	20	16	1	1	4	4	3	3	2	4	4	5	2	3	3	3	2	4	6	5	1	5	10	2	7
95000	-208.850115624130552	-206.013213514096009	-2.836902110034535	0.000553426820063	0.000036815002019	0.066521897177300	0.330203461937813	3	8	13	14	14	13	13	15	15	17	18	18	19	20	22	21	21	23	21	27	30	33	38	0	0	2	3	2	2	2	6	3	4	6	5	2	12	5	7	4	7	3	6	13	13	15	1	1	2	1	3	2	2	1	1	1	2	1	5	1	5	3	3	5	5	6	6	5	9
95500	-236.059954914351437	-233.684118637937615	-2.375836276413829	0.000399049786661	0.000038306004293	0.095993045412340	0.373571521106268	3	8	12	11	13	12	12	15	14	15	19	18	19	19	21	21	21	24	23	26	28	31	38	0	0	2	2	2	2	4	5	3	2	7	3	5	6	5	14	7	5	2	11	3	12	22	1	1	2	1	2	2	1	1	1	4	4	3	4	2	4	2	5	6	6	4	8	8	3
96000	-203.246814250125425	-201.085734154627630	-2.161080095497790	0.000412104608919	0.000048298153195	0.117198769802482	0.300875128229457	4	8	13	13	13	12	13	14	16	16	16	18	17	19	22	19	19	24	23	26	29	32	39	0	0	2	2	2	2	2	4	2	2	5	3	9	9	13	9	2	4	3	12	19	10	10	1	1	2	3	2	3	3	1	4	5	2	2	1	2	3	1	7	5	4	3	4	11	11
96500	-202.229012965857436	-200.166471600130194	-2.062541365727232	0.000294856899573	0.000038212609387	0.129597134890158	0.247885629135649	3	8	13	13	13	13	12	14	16	16	17	18	18	19	20	22	19	24	24	26	28	32	36	0	0	2	2	2	2	2	4	5	2	6	2	3	6	5	17	7	3	7	13	12	19	21	1	1	3	2	2	3	2	1	2	4	2	7	2	2	3	2	3	5	8	4	6	4	4
97000	-233.436994535533358	-231.191348020183227	-2.245646515350142	0.000427236116834	0.000046154494831	0.108030414592754	0.405321366897388	2	8	14	13	13	10	13	15	16	17	17	18	18	19	22	21	20	23	24	26	29	33	36	0	0	2	2	6	2	2	2	3	5	5	10	7	10	10	3	5	13	6	16	19	19	6	1	1	3	3	2	1	3	4	2	2	2	1	2	1	3	3	3	2	7	1	2	5	9
97500	-221.089226814806437	-219.064485763453433	-2.024741051353003	0.000421776559286	0.000056916678160	0.134945095708229	0.329319362611924	4	7	12	13	13	12	13	14	15	16	19	15	19	19	20	19	22	25	23	25	28	32	38	0	0	2	2	2	2	2	4	5	8	2	8	4	5	2	5	15	16	12	12	4	11	3	1	1	3	3	3	3	3	1	1	1	7	1	2	4	6	4	1	3	4	4	5	6	11
98000	-234.883418606911562	-233.066262767191716	-1.817155839719844	0.000494178835152	0.000085305602607	0.172620914817710	0.318705648699012	3	8	13	13	13	10	12	14	16	15	18	17	16	20	22	22	20	24	24	27	29	33	38	0	0	2	6	2	2	2	7	5	2	12	7	5	10	13	7	2	12	2	7	6	19	20	1	1	3	2	3	1	2	1	1	4	1	3	2	3	3	4	4	4	6	6	12	5	6
98500	-195.069401353649255	-193.302943228986550	-1.766458124662698	0.000352400418012	0.000065130888591	0.184820690502976	0.325211928155531	3	8	13	13	14	12	14	14	15	16	18	19	18	16	21	21	21	25	24	27	29	32	38	0	0	2	2	2	2	2	4	4	2	7	13	4	3	6	13	13	16	6	10	10	20	20	1	1	3	2	4	2	2	1	1	4	2	1	3	2	5	1	2	2	5	8	7	4	6
99000	-218.177907397516691	-215.909503224841359	-2.268404172675332	0.000476599614719	0.000050404762939	0.105759134884944	0.489148831571339	4	6	12	12	14	11	14	14	16	16	17	18	16	19	21	21	22	25	21	27	27	32	39	0	0	2	2	4	2	4	4	7	4	5	6	5	12	10	13	16	8	3	16	3	18	22	1	1	3	3	1	2	1	2	1	2	2	4	1	1	2	3	1	4	5	2	6	4	4
