step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31
8500	-174.155046795386056	-172.289881565900288	-1.865165229485781	0.000210434531138	0.000034167327189	0.162365591826248	0.554043885447707	0	2	3	4	5	5	5	7	7	9	11	14	13	17	17	17	17	17	18	19	19	20	22	20	22	23	25	21	24	24	28	0	1	1	2	2	4	0	2	5	5	10	11	11	9	13	13	12	13	15	19	14	13	19	10	19	23	22	14	26	23	30	1	1	1	1	2	1	1	2	1	1	1	2	1	4	2	1	1	2	1	1	1	3	2	6	3	1	1	2	1	1	2
9000	-219.787036421568359	-218.222874323485144	-1.564162098083228	0.000254593677294	0.000065368800604	0.256757360587612	0.268293869249835	0	2	3	4	5	5	6	7	7	8	13	12	13	18	17	16	17	19	17	19	18	18	20	19	23	24	25	22	23	26	28	0	1	1	1	1	1	0	2	6	3	5	9	10	8	11	12	12	10	12	9	11	6	16	6	4	16	22	13	18	23	30	1	1	2	2	3	2	1	3	1	2	3	3	3	6	2	2	2	5	3	5	4	4	1	6	9	6	2	4	2	3	1
9500	-206.398723764793147	-204.263909081252649	-2.134814683540484	0.000265122312445	0.000031895842010	0.120306139894000	0.375146324341262	1	2	3	5	4	5	6	7	8	9	13	13	13	16	18	17	17	19	19	19	18	18	20	20	22	24	23	24	25	25	27	0	1	1	5	2	3	0	2	5	2	5	1	8	5	12	11	9	10	13	17	14	5	20	3	19	20	12	25	20	16	19	1	1	1	1	1	1	1	4	2	4	4	5	4	5	3	3	5	5	3	2	1	7	1	9	1	3	4	1	2	4	2
10000	-167.448803480659137	-165.822929360044753	-1.625874120614377	0.000230233775802	0.000052799900154	0.229331686759530	0.548707160535438	0	3	2	4	4	6	6	7	8	10	14	13	11	18	16	15	17	16	19	18	18	19	21	17	20	24	25	23	26	26	28	0	1	1	3	3	4	0	5	6	8	6	13	10	13	11	9	12	10	20	16	18	10	19	10	22	23	18	23	26	28	30	1	2	1	1	1	1	1	2	1	1	5	2	1	3	1	4	1	2	1	1	1	4	1	3	1	1	5	1	2	1	1
10500	-190.059426820688714	-188.305963770630001	-1.753463050058716	0.000136324859492	0.000025657941493	0.188211758209310	0.593288049184237	0	2	3	4	5	5	6	8	8	9	12	13	13	17	18	16	15	19	19	18	17	20	21	21	22	23	22	23	23	26	28	0	1	2	2	4	3	0	3	4	6	8	9	10	17	16	13	13	17	20	17	8	14	19	8	22	19	17	15	19	29	26	1	1	1	1	1	1	1	2	2	3	2	2	1	1	1	2	1	3	1	1	4	3	1	7	2	2	3	3	2	2	2
11000	-216.691683207773139	-214.867143220791093	-1.824539986982035	0.000327265670564	0.000055951873117	0.170967743180357	0.316278517966771	0	2	3	4	4	6	6	7	7	9	13	13	12	18	17	16	15	18	17	19	19	20	21	21	22	20	25	23	25	24	28	0	1	1	2	2	5	0	2	3	5	10	7	2	6	12	9	8	9	11	9	5	9	26	20	14	21	8	26	21	24	25	1	2	2	1	1	1	1	2	2	3	2	3	4	7	2	5	4	5	2	7	7	7	1	1	2	1	7	2	3	1	2
11500	-218.074965066343452	-216.296834105939467	-1.778130960403998	0.000411750180028	0.000074885687550	0.181871657093833	0.330919775129113	0	1	3	4	4	6	6	8	7	10	13	13	12	17	17	16	17	15	19	19	18	19	21	20	22	23	24	22	24	24	27	0	1	2	1	1	3	0	2	2	1	6	10	10	1	5	12	18	3	17	6	17	5	17	2	21	19	20	8	21	14	26	1	1	1	2	2	1	1	4	2	5	2	1	1	7	8	2	1	5	1	7	1	6	2	8	2	2	3	8	4	3	2
12000	-217.491554959937901	-215.830502030825983	-1.661052929111912	0.000274250443099	0.000059319587143	0.216297142394342	0.313511814153914	0	2	3	5	5	5	5	6	8	9	13	13	12	18	17	16	18	17	19	18	18	18	22	19	20	23	26	24	23	25	28	0	1	1	3	2	3	0	3	1	6	8	10	8	2	10	12	18	8	17	16	6	8	19	3	15	17	4	21	25	21	23	1	1	1	1	2	1	1	1	3	2	3	3	3	8	3	2	1	6	1	1	3	7	2	7	2	2	11	3	2	4	3
12500	-193.959426192334234	-192.142340023585177	-1.817086168749045	0.000231605270879	0.000039983558660	0.172636652476547	0.334565836492757	0	1	2	5	4	6	5	6	6	8	13	14	11	18	16	15	17	18	17	18	19	20	21	20	22	23	24	22	25	27	28	0	1	2	3	3	5	0	5	5	4	8	5	1	10	16	11	6	10	15	19	16	8	19	9	6	23	4	21	22	13	26	1	1	1	1	1	1	1	1	1	2	5	5	5	5	1	1	5	6	1	1	2	6	2	9	8	1	11	1	3	8	2
13000	-201.365525678006577	-199.628829495838772	-1.736696182167817	0.000227113404741	0.000043779742854	0.192766001214512	0.352674244168042	1	3	2	4	5	4	6	7	7	9	14	11	13	19	17	15	18	17	19	19	18	19	22	20	23	23	24	24	23	25	28	0	1	1	3	2	3	0	2	3	5	10	8	2	12	9	11	16	8	15	13	10	9	19	3	19	19	9	14	19	28	23	1	1	1	1	1	1	1	2	3	3	2	1	4	5	5	1	1	5	1	4	4	4	3	7	2	2	8	3	3	1	3
13500	-196.489278835312774	-194.616764835160410	-1.872514000152371	0.000304435650187	0.000048981449792	0.160892621352225	0.388092677104089	1	3	3	4	4	5	6	8	8	7	14	12	14	19	16	16	17	18	18	18	19	20	22	19	22	23	24	23	26	26	28	0	1	1	2	2	4	0	2	5	5	9	5	5	4	12	10	9	10	11	15	20	4	20	5	15	20	10	14	20	23	26	1	1	1	1	1	1	1	3	2	2	3	4	5	6	2	5	4	6	3	1	1	10	3	6	3	3	8	2	3	3	2
14000	-210.396334520639527	-208.752107839491970	-1.644226681147559	0.000263135706193	0.000058504422661	0.222335552661280	0.403521806849484	0	1	2	4	5	4	6	7	8	9	14	12	13	19	16	14	17	18	19	18	19	21	20	19	23	23	25	23	24	27	28	0	1	1	3	3	3	0	1	5	2	8	8	9	1	16	12	6	3	17	12	11	6	21	8	21	19	8	11	18	29	20	1	1	1	1	1	1	1	3	2	4	3	2	2	8	1	2	6	6	1	3	2	7	1	5	2	1	9	5	3	1	3
14500	-198.632041156741394	-196.988576380465673	-1.643464776275720	0.000198902639551	0.000044279144865	0.222617180772661	0.550622713782979	-1	3	1	4	6	5	4	7	8	9	13	13	13	17	18	16	17	16	18	17	18	20	21	19	21	22	26	23	25	25	28	0	1	1	1	4	2	0	3	4	6	9	6	9	9	18	12	18	10	20	16	17	5	19	5	17	19	21	26	16	20	29	1	2	2	2	2	1	1	2	2	2	1	4	2	6	1	1	1	3	1	1	1	6	3	6	2	2	4	1	4	3	1
15000	-179.753391824642904	-177.942162924834008	-1.811228899808905	0.000156128507988	0.000027161555693	0.173969226013144	0.482982752674651	0	2	3	4	6	5	5	8	7	9	13	12	14	17	17	17	16	17	19	18	18	21	20	18	22	24	26	24	25	26	28	0	1	1	2	2	4	0	5	4	8	9	6	10	11	12	10	13	8	20	11	14	9	19	13	20	23	21	21	21	15	26	1	1	1	1	2	1	1	1	2	1	4	3	2	2	2	4	2	4	1	3	1	7	1	2	2	2	4	3	3	4	2
15500	-194.711921675016640	-193.038409053224768	-1.673512621791878	0.000255298330796	0.000054132546505	0.212036429442604	0.376514903443759	0	2	3	5	5	5	5	7	8	8	12	12	13	18	18	16	18	16	18	17	19	20	21	20	21	23	26	23	25	25	28	0	1	1	3	2	1	0	3	8	8	8	5	6	6	20	11	16	6	13	16	11	8	20	8	19	23	9	25	24	24	30	1	1	2	1	1	2	1	2	1	1	3	3	4	6	1	3	1	5	3	1	4	6	2	5	2	1	10	1	3	3	1
16000	-240.182550747631865	-238.194003585559756	-1.988547162072099	0.000207283721880	0.000029108020261	0.140425982304226	0.338370508127499	0	1	1	5	5	4	5	6	8	10	14	12	13	18	16	13	17	19	16	18	17	20	22	21	22	22	25	24	25	27	28	0	1	1	6	2	2	0	6	5	5	10	4	10	5	9	12	9	4	9	19	13	10	20	13	21	20	9	24	23	23	26	1	1	1	1	1	2	1	1	1	2	2	4	2	6	4	1	4	5	3	2	3	4	1	4	1	2	8	1	2	2	2
16500	-209.837509823454809	-207.148896582320646	-2.688613241134152	0.000279303071965	0.000020755483005	0.074311688943968	0.372137905191942	1	2	3	5	5	6	7	7	7	8	11	13	14	19	14	17	17	19	19	18	18	20	22	21	22	24	26	23	26	27	27	0	1	1	2	2	5	0	2	4	1	2	11	12	2	10	13	13	9	20	12	11	2	19	4	14	19	9	23	16	19	26	1	1	2	2	1	1	1	3	1	5	3	1	1	7	4	1	2	6	1	2	4	6	1	7	1	2	8	1	4	4	1
17000	-220.751625454234329	-218.983744600186554	-1.767880854047770	0.000256246923687	0.000047266396121	0.184456443185991	0.397935868730873	1	3	3	4	5	5	6	7	8	9	13	13	13	18	17	16	16	18	19	18	18	21	22	17	23	23	26	23	24	25	27	0	1	1	2	2	3	0	4	2	2	7	10	9	2	2	5	2	12	21	11	6	3	17	3	16	19	12	16	16	22	23	1	2	1	1	1	1	1	1	2	3	3	2	3	8	7	5	6	2	1	4	6	8	3	8	3	2	4	4	3	3	2
17500	-212.391034464445767	-210.695192912322966	-1.695841552122799	0.000246833717817	0.000050553457875	0.204807747993931	0.342787740904635	0	3	3	5	5	6	3	8	7	9	14	12	13	18	16	17	18	18	18	19	19	20	21	19	22	24	25	23	25	27	28	0	1	1	3	3	3	0	5	3	3	12	7	1	2	11	11	13	3	13	13	13	10	20	8	24	15	10	23	21	27	20	1	2	3	1	1	1	1	1	3	4	1	4	8	8	1	2	3	7	2	2	3	6	1	6	2	2	8	1	3	2	4
18000	-212.486462518067981	-211.026871823279407	-1.459590694788576	0.000155853029153	0.000050951646418	0.326921117252394	0.356317226378433	-2	2	3	4	6	6	5	7	8	10	13	14	12	19	15	16	17	18	19	17	18	20	21	20	20	23	25	22	26	26	29	0	1	1	2	3	4	0	4	2	9	6	11	10	8	6	12	13	10	20	12	10	2	19	8	15	19	21	23	27	25	30	1	2	3	1	3	1	1	2	2	1	3	1	1	6	3	1	3	5	2	2	5	11	1	5	1	2	4	1	1	3	2
18500	-204.143099290477949	-202.040449216688501	-2.102650073789461	0.000295475277525	0.000036727570433	0.124299977787178	0.278491078685838	0	2	2	4	4	6	6	8	7	10	13	12	14	19	17	16	17	16	18	15	19	21	21	19	22	23	25	24	24	26	27	0	1	1	1	2	4	0	3	2	2	8	4	8	3	20	12	10	8	20	11	17	8	20	5	14	20	10	23	13	22	28	1	1	1	3	1	1	1	3	3	4	3	5	4	8	2	3	3	3	2	1	1	6	3	9	2	2	7	2	4	3	1
19000	-191.704776972224266	-189.950369469126542	-1.754407503097731	0.000310866175626	0.000058430820433	0.187961331964260	0.654467711979277	1	3	2	4	5	6	4	8	5	10	14	13	13	18	16	16	18	17	19	17	19	21	22	19	22	22	25	24	25	27	27	0	3	1	3	2	2	0	1	4	8	10	10	10	12	12	11	11	2	20	16	20	14	19	10	19	20	22	24	26	28	19	1	1	1	1	1	1	1	3	1	1	2	2	2	1	1	1	2	5	1	1	1	2	1	4	1	2	2	2	1	1	4
19500	-197.823681203631395	-196.099498252662613	-1.724182950968778	0.000227532773551	0.000044665851311	0.196305132722779	0.372957521419204	0	3	3	4	2	5	6	6	7	10	13	13	14	18	17	14	17	16	19	17	17	20	20	19	22	23	26	21	25	26	28	0	5	1	1	1	5	0	5	8	4	10	9	12	4	18	8	12	10	20	13	16	10	20	9	19	20	8	17	26	25	26	1	1	1	2	1	2	1	2	1	4	2	3	1	6	1	3	2	4	1	2	1	4	2	6	1	2	10	2	2	2	2
20000	-197.976230557525668	-196.002851268637471	-1.973379288888208	0.000268239447872	0.000038314570576	0.142837195943829	0.422132046256987	0	3	2	3	6	5	5	6	7	9	11	14	14	19	17	15	17	17	19	17	18	20	20	19	23	24	25	23	25	26	28	0	1	1	3	2	4	0	2	7	2	8	9	10	10	12	12	6	4	20	16	17	10	20	10	18	19	10	22	20	18	23	1	2	1	1	3	1	1	2	1	2	3	3	2	7	2	1	6	6	2	1	1	6	2	5	2	4	7	1	4	4	4
20500	-199.139170414323956	-196.832626185042898	-2.306544229281054	0.000233589139448	0.000023853965760	0.102119327192726	0.428943491206841	1	3	2	4	5	5	7	8	7	10	12	13	13	18	18	15	16	19	19	18	19	20	22	19	22	22	25	22	25	25	25	0	1	1	3	2	2	0	9	6	3	4	2	10	9	12	6	12	4	20	16	20	15	19	6	19	20	22	15	2	18	26	1	1	1	1	1	1	1	1	1	4	5	5	2	6	2	4	1	7	1	1	1	2	2	6	1	1	2	3	9	3	1
21000	-184.386717299515567	-182.436165875567667	-1.950551423947907	0.000246958956912	0.000036205013175	0.146603361253117	0.450482119405827	0	2	2	5	6	5	6	7	7	9	13	12	14	18	18	15	17	17	18	16	18	20	21	20	22	23	25	24	25	26	27	0	1	1	2	2	1	0	3	3	8	10	10	12	10	16	13	8	10	20	13	16	8	19	6	15	23	18	22	26	28	29	1	1	1	1	2	3	1	2	3	1	2	3	1	4	1	1	4	4	1	2	1	7	2	5	2	1	3	1	1	1	2
21500	-174.188770807874789	-172.352422154275331	-1.836348653599450	0.000138593164660	0.000023336791967	0.168383426588365	0.648251607431800	0	1	3	4	4	6	5	6	7	10	13	13	13	16	17	16	17	19	19	18	18	21	20	20	22	21	26	23	25	25	27	0	1	2	1	2	5	0	5	3	4	10	5	10	13	14	12	12	13	20	17	16	21	20	9	21	19	28	14	26	28	26	1	1	1	1	1	1	1	1	2	3	2	4	1	2	1	1	2	3	1	1	1	2	1	4	2	1	2	3	2	1	2
22000	-174.633117427451907	-173.045349779709170	-1.587767647742726	0.000135517481513	0.000033264014588	0.245459214683291	0.468146843310064	1	3	3	5	5	6	6	7	7	9	14	13	13	17	17	15	18	18	19	18	18	20	21	21	21	24	24	21	24	26	28	0	1	1	2	2	4	0	5	2	8	8	10	6	8	7	12	11	11	20	13	12	18	19	18	22	23	25	14	23	27	19	1	1	1	1	1	1	1	1	2	1	3	1	4	4	6	1	3	3	1	3	2	1	1	2	1	1	1	2	1	1	4
22500	-192.286692561649801	-190.196426141645986	-2.090266420003822	0.000133456167241	0.000016801659133	0.125896460842526	0.436614647104619	1	3	3	5	5	5	6	6	8	10	12	13	14	17	18	16	16	16	19	17	17	19	22	20	21	23	26	24	25	26	29	0	1	1	2	2	2	0	6	6	6	8	8	11	16	4	11	12	11	20	13	16	10	19	14	20	25	12	25	26	2	29	1	1	1	1	1	1	1	1	2	2	3	4	1	1	7	2	1	2	1	2	1	6	2	2	2	1	8	1	1	10	3
23000	-194.200382976782208	-192.263480739889388	-1.936902236892814	0.000311963790617	0.000046463387673	0.148938399487151	0.441478411551830	0	2	3	5	5	4	6	8	7	10	13	14	12	17	18	16	18	17	17	18	19	18	21	20	22	23	25	22	25	26	28	0	1	2	2	2	2	0	1	5	2	5	13	8	13	16	13	16	10	16	19	5	10	20	6	2	19	14	20	26	17	23	1	1	1	1	2	1	1	3	1	3	3	1	2	2	1	2	1	3	1	1	7	3	2	6	8	3	5	2	1	5	5
23500	-210.288500098106709	-208.366147738085687	-1.922352360021017	0.000322304080812	0.000048829046704	0.151499933173064	0.327307400079674	-1	2	2	4	5	6	6	7	7	8	14	14	13	18	17	16	16	18	18	19	17	19	22	21	22	24	25	23	25	27	26	0	1	1	3	1	4	0	2	3	1	5	5	5	8	12	12	7	3	13	12	12	2	12	5	7	19	9	20	22	28	20	1	2	2	1	2	1	1	2	2	5	4	5	4	5	2	1	6	8	1	2	2	9	5	8	7	4	11	2	4	2	3
24000	-181.596345085089894	-179.626495806443245	-1.969849278646644	0.000192934591482	0.000027668477996	0.143408591396219	0.338237822602653	0	2	2	4	5	6	5	7	7	9	13	14	13	18	17	15	17	17	17	18	18	20	21	21	22	23	23	24	25	27	28	0	1	1	2	2	1	0	5	5	4	6	3	5	8	12	11	16	13	11	19	1	8	19	9	12	19	13	25	18	27	23	1	1	1	1	1	2	1	1	1	3	4	6	3	6	1	1	1	2	1	1	9	5	1	7	4	3	4	1	3	2	3
24500	-206.153499946033719	-204.326453672174296	-1.827046273859432	0.000197042508580	0.000033578646575	0.170413210921923	0.405336172629106	0	3	2	2	6	6	7	7	7	9	13	13	12	17	18	16	17	18	19	16	18	20	21	20	19	23	25	23	24	25	26	0	1	1	1	1	3	0	3	2	8	10	10	10	5	16	13	12	10	21	12	20	10	19	8	13	21	16	20	28	18	26	1	2	1	1	3	2	1	1	2	1	2	2	2	5	1	2	1	5	1	1	1	6	2	6	3	2	4	3	1	3	2
25000	-201.320024439569295	-199.170995096541873	-2.149029343027419	0.000306223899514	0.000036320584620	0.118607935818413	0.431055452649003	0	1	3	4	5	5	6	7	7	10	12	12	14	18	17	16	17	18	18	19	17	20	22	19	23	24	24	23	24	25	28	0	1	2	3	4	2	0	6	5	8	9	2	11	10	11	10	12	10	15	21	7	10	19	5	19	23	12	22	25	25	30	1	1	2	1	1	2	1	2	1	1	2	4	1	4	3	3	3	4	1	2	5	5	2	7	3	1	6	2	1	1	2
