step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33
44500	-175.823586294249878	-174.441595914010833	-1.381990380239034	0.000104912103689	0.000046223366116	0.440591356868641	0.884459708814589	0	2	3	4	9	12	13	16	16	14	17	18	18	19	20	20	21	21	22	22	20	21	19	21	22	24	25	26	27	28	29	29	32	0	1	2	3	0	5	6	10	7	7	8	8	11	11	12	23	14	0	16	16	13	12	13	15	23	20	22	24	26	28	27	28	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	1	2
45000	-175.418214828524327	-174.056930550040306	-1.361284278484025	0.000071531375824	0.000039253667215	0.548761529649940	0.771416182060999	-1	2	3	5	8	12	13	15	14	14	17	17	18	20	20	21	22	20	22	22	18	20	22	20	22	24	24	27	27	27	29	29	32	0	1	2	3	0	5	6	10	7	6	8	8	11	13	12	11	13	0	11	14	11	12	13	12	14	20	22	24	26	24	30	28	31	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1	2	3	2	3	1	1	2
45500	-190.808740740296628	-189.447740522409504	-1.361000217887117	0.000075167410444	0.000043822164874	0.582994207395723	0.605287705574419	0	2	4	4	9	12	14	16	16	13	18	17	17	19	20	20	21	20	22	20	20	20	20	22	22	23	25	25	27	28	30	30	33	0	1	2	2	0	5	6	10	7	6	8	10	8	13	8	13	23	0	16	13	11	8	13	15	16	16	22	24	20	28	30	30	31	1	1	1	1	1	2	1	2	2	1	2	2	1	2	2	1	1	1	1	2	1	2	1	1	1	2	2	2	3	2	1	1	1
46000	-190.618391399820524	-189.257558159288465	-1.360833240532058	0.000094589446956	0.000053997977063	0.570866822896167	0.567071869452506	0	2	4	5	7	11	13	15	15	14	17	17	17	19	21	20	21	20	21	21	20	20	21	21	23	24	23	25	26	27	29	30	33	0	1	2	3	0	5	6	10	7	6	8	8	10	11	12	14	21	0	16	11	11	12	21	12	21	14	24	15	20	28	30	30	31	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	3	1	3	1	2	2	1	1	2	2
46500	-212.325617296442232	-210.964256431556862	-1.361360864885373	0.000081584682333	0.000048414130638	0.593421819549383	0.647337340675139	-1	1	3	4	9	12	13	15	14	12	16	18	19	20	21	21	21	19	22	22	21	20	20	22	23	24	25	26	27	28	28	30	32	0	1	2	3	0	5	5	10	6	5	10	10	11	13	22	13	11	0	13	17	13	12	13	22	13	12	22	24	19	27	27	28	31	1	1	1	1	1	2	2	2	1	1	2	3	1	1	1	1	2	1	1	1	2	1	1	1	2	3	2	2	2	1	2	2	3
47000	-176.979660399945544	-175.611977075608877	-1.367683324336675	0.000063636840479	0.000041972495904	0.659562850513750	0.753277769000698	0	2	3	4	9	10	13	16	15	14	17	18	19	19	20	19	21	20	22	21	20	20	20	22	22	24	25	25	26	27	29	30	31	0	1	2	3	0	5	6	10	7	7	10	10	10	11	12	11	23	0	23	16	14	12	16	12	23	20	22	15	26	28	30	30	31	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1
47500	-189.635479558492420	-188.198099013387719	-1.437380545104699	0.000092210717932	0.000032216583954	0.349380036037373	0.795000431832944	0	2	4	5	8	11	12	15	15	14	17	17	18	20	19	20	21	20	22	21	19	20	21	21	21	24	24	27	27	27	29	29	31	0	1	2	3	0	5	5	10	7	6	8	10	11	13	12	11	14	0	17	13	11	12	14	12	11	23	15	24	26	27	28	30	31	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	3	1	2	1	1	1
48000	-188.317984503092788	-186.954068564676959	-1.363915938415824	0.000077666690648	0.000040115308899	0.516505963681220	0.618529869797862	-1	1	3	4	8	11	13	16	15	14	17	17	18	19	20	20	22	19	23	21	20	20	22	22	21	25	24	26	27	27	29	30	32	0	1	2	3	0	5	6	10	7	6	10	10	11	13	8	13	16	0	16	13	14	12	14	15	11	20	12	24	19	24	28	30	30	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	2	1	1	2	3	2	2	3	2	1	2
48500	-200.619776077356562	-199.258592225286236	-1.361183852070328	0.000075384217469	0.000041551874747	0.551201247976524	0.845847177945508	0	2	3	5	7	11	14	16	15	14	18	17	16	19	19	20	19	20	22	21	21	18	20	22	21	25	25	27	27	28	29	29	33	0	1	2	3	0	5	6	10	7	6	13	10	10	13	12	14	13	0	11	14	14	8	13	12	23	19	24	24	19	28	28	30	31	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	2	1	2	2	1	1	2	2	1	1	1	2	2	1	1	1	2
49000	-183.523445607015418	-182.097903043376931	-1.425542563638501	0.000066087128557	0.000024017553165	0.363422555789353	0.667085971786907	0	1	3	5	7	10	13	16	14	13	18	18	18	20	20	20	20	19	23	20	20	20	22	21	22	25	25	25	26	27	30	30	32	0	1	2	3	0	5	6	10	6	6	8	8	8	11	12	11	11	0	16	13	13	12	16	15	16	20	22	24	26	28	30	28	31	1	1	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1
49500	-194.214113765859935	-192.846040786738968	-1.368072979120962	0.000061847528252	0.000030318156340	0.490208051903442	0.571466847220342	0	2	3	5	8	12	14	16	15	14	17	18	16	20	20	19	20	21	22	21	20	20	21	22	22	25	25	25	25	27	29	30	32	0	1	2	3	0	5	6	10	7	6	13	8	10	11	12	11	16	0	14	11	12	12	16	15	21	23	22	24	20	24	30	28	31	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	2	2	2	1	1	1	1	1	2	2	2	3	1	1	1
50000	-179.272598173206745	-177.870916538521186	-1.401681634685565	0.000101600656603	0.000040498373660	0.398603463936506	0.673005901152518	0	2	3	5	9	12	11	15	15	14	16	17	18	19	20	20	21	20	22	21	20	19	21	22	23	24	24	27	27	28	30	29	32	0	1	2	3	0	5	5	10	6	7	10	8	11	11	12	13	16	0	16	13	11	12	16	15	21	20	22	24	20	27	28	30	31	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	2	2	2	2	2	1	1
50500	-200.602076265172514	-198.982364390318480	-1.619711874854024	0.000096293135852	0.000022319330216	0.231785267128603	0.750759065296319	0	1	3	3	8	12	14	16	15	13	17	18	16	19	20	21	21	20	23	21	21	20	20	21	19	24	25	26	28	28	29	31	33	0	1	2	2	0	5	6	10	6	6	13	10	10	11	12	14	13	0	16	11	11	12	8	15	11	21	22	24	20	28	28	28	31	1	1	2	1	1	2	1	2	2	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	2	2	3	1	2	2	2
51000	-178.192118948014524	-176.726290560599523	-1.465828387415010	0.000058304442691	0.000018734493882	0.321321892764621	0.693097327834768	1	2	3	4	7	11	13	15	16	14	17	17	19	19	20	21	21	21	23	22	20	20	21	21	22	23	24	24	27	28	30	30	32	0	1	2	3	0	5	6	10	7	6	10	10	11	11	12	13	11	0	14	11	14	12	13	12	13	16	22	24	26	28	30	30	31	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	1	2	2	1	1	1	2	1	1	2	1	2	2	1	1	1
51500	-203.924404003194667	-202.479538688433109	-1.444865314761555	0.000074005345670	0.000070392463123	0.951180789517319	0.573403406361134	0	2	3	4	8	11	14	16	14	15	17	18	18	19	20	21	21	21	22	20	20	21	21	21	22	23	23	26	27	26	29	31	32	0	1	2	3	0	5	5	10	6	7	10	8	11	8	14	13	13	0	11	13	14	8	11	10	13	24	22	15	16	24	28	28	28	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	2	1	3	1	1	3	2	3	2	1	1	2	3	3	1	3	3
52000	-196.362070792315535	-194.967715145978644	-1.394355646336884	0.000100149111093	0.000041284698900	0.412232304898312	0.673216394062513	0	2	3	4	8	12	14	16	15	14	16	17	17	18	19	20	21	19	22	22	20	20	20	20	23	24	25	26	26	27	28	30	32	0	1	2	3	0	5	5	10	6	6	10	8	11	11	12	13	11	0	13	14	13	15	14	15	16	16	12	27	20	24	28	31	31	1	1	1	1	1	2	3	1	2	1	1	1	1	1	1	2	3	1	2	1	1	1	1	1	2	3	5	1	2	2	1	2	2
52500	-190.131265114529384	-188.755714416290544	-1.375550698238839	0.000075720300443	0.000034816112685	0.459798924213806	0.541596662712768	0	2	3	4	9	12	12	15	16	14	17	16	19	19	20	21	21	21	23	21	20	20	22	21	23	24	25	27	27	27	29	30	33	0	1	2	3	0	5	5	10	7	6	8	10	11	11	12	11	14	0	13	14	13	12	13	22	17	20	22	24	26	24	30	28	31	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	2	1	3	1	1	2	2	1	1	1	2	3	2	2	1	2	2
53000	-195.390206704083454	-194.029107404244201	-1.361099299839253	0.000081818152701	0.000045290710249	0.553553322264043	0.726216648049146	0	2	3	5	9	12	13	16	15	14	17	17	15	18	20	20	21	21	21	22	21	20	22	22	23	25	25	26	27	27	29	31	33	0	1	2	3	0	5	5	10	6	6	13	10	10	13	10	11	11	0	16	16	15	12	11	15	21	20	15	24	20	24	28	31	31	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	2	2	2	2	3	2	2	1	2
53500	-185.972294049442098	-184.590639875541626	-1.381654173900462	0.000088628068499	0.000039128937793	0.441496000713475	0.818632622648149	0	3	4	5	8	12	13	15	15	14	17	18	18	19	20	21	22	21	22	21	20	21	21	21	23	22	24	26	26	28	30	30	32	0	1	2	2	0	5	5	10	7	6	10	8	11	11	12	11	16	0	20	21	11	15	13	15	13	11	22	24	26	24	30	28	31	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	3	2	3	1	2	1
54000	-215.244926669623425	-213.823604796851754	-1.421321872771681	0.000091395231693	0.000080436639558	0.880096675376172	0.648825026506497	1	2	3	4	8	12	11	15	16	14	18	17	18	18	21	20	20	19	23	22	21	21	22	21	23	24	26	25	27	28	29	31	32	0	1	2	3	0	5	5	10	6	6	8	8	10	8	11	8	13	0	23	17	17	14	11	12	11	20	16	24	19	28	24	31	31	1	1	1	1	1	2	2	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	2	2	3	1	3	2	3	1	3	1	2
54500	-194.740799342254348	-193.228710346824101	-1.512088995430259	0.000091311616234	0.000026160805164	0.286500296925886	0.656567989265492	1	2	3	5	7	11	13	16	15	14	17	18	18	19	20	20	21	20	22	22	21	21	22	21	23	24	24	23	28	27	29	30	33	0	1	2	3	0	5	6	10	7	6	10	8	8	11	12	13	11	0	16	16	11	14	13	12	14	20	22	24	26	24	28	30	30	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	2	2	1	2	1	2	3	2	2	2
55000	-211.969611802814711	-210.596815811912734	-1.372795990901975	0.000060333474622	0.000041710162463	0.691327040660839	0.516350405862214	-1	0	3	5	8	12	14	15	16	14	17	16	18	19	20	21	21	21	20	22	20	20	21	21	23	25	26	26	26	27	29	29	32	0	1	2	3	0	5	5	10	6	6	10	10	11	13	12	14	11	0	13	23	14	12	13	15	11	16	8	24	13	15	30	27	31	1	1	1	1	1	1	3	1	2	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	3	2	6	3	3	3	1	2	2
55500	-196.025939511581640	-194.663310007177159	-1.362629504404473	0.000070228050339	0.000037125407755	0.528640729391036	0.777368937932514	1	3	4	5	7	12	14	15	16	14	18	17	17	19	20	20	21	19	23	22	21	20	21	22	19	24	25	27	27	24	28	30	32	0	1	2	3	0	5	6	10	7	6	13	10	10	13	12	11	13	0	23	16	11	12	14	22	13	23	22	30	26	24	30	28	30	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	2	1	1	2	1	3	1	2	1	5
56000	-197.626151953192789	-196.265199605211990	-1.360952347980789	0.000073582228572	0.000041120935604	0.558843302269614	0.566793676793030	1	2	4	5	8	12	13	15	16	14	17	16	19	19	20	20	22	21	20	21	20	21	21	22	22	25	25	26	28	28	29	30	32	0	1	2	3	0	5	5	10	5	7	10	10	8	8	12	11	14	0	13	13	11	12	14	22	11	17	22	24	20	28	30	30	31	1	1	1	1	1	2	3	1	5	1	2	1	2	1	2	2	3	1	1	1	1	2	1	1	2	2	2	2	3	1	1	1	1
56500	-200.890094628722181	-199.528391662408069	-1.361702966314104	0.000074362841696	0.000044639737118	0.600296278359627	0.561348276637440	0	2	3	5	7	12	13	16	14	14	18	17	18	19	20	20	22	20	21	22	20	21	22	20	23	25	23	25	27	25	28	30	32	0	1	2	3	0	5	5	10	6	6	10	10	8	13	12	13	16	0	16	16	11	24	14	12	13	20	12	24	26	24	15	30	31	1	1	1	1	1	2	2	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	2	3	1	2	3	1	3	3	3	2
57000	-211.373530747278949	-209.972462123518426	-1.401068623760520	0.000094805541332	0.000037891645221	0.399677536659992	0.575128282144635	0	2	3	4	9	11	13	16	14	14	18	17	17	19	21	20	22	20	21	22	19	20	18	20	20	22	25	26	26	28	29	31	32	0	1	2	3	0	5	6	10	5	7	13	10	8	8	12	13	15	0	11	14	13	12	8	12	11	14	22	15	20	15	28	30	31	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	2	1	1	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2
57500	-188.493131684742281	-186.861906997922347	-1.631224686819929	0.000086535036195	0.000019664660344	0.227245069841678	0.760686116647600	0	1	3	5	9	12	13	15	15	13	17	17	18	19	21	20	21	21	22	20	20	19	22	21	22	23	26	24	27	27	29	30	32	0	1	2	3	0	5	5	10	7	6	10	8	11	11	12	13	11	0	14	13	13	12	11	22	13	23	15	24	23	28	30	28	31	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	2	1	4	1
58000	-199.222543261454973	-197.858670973247598	-1.363872288207363	0.000077063025622	0.000039831274410	0.516866215524928	0.558465497629095	0	2	3	5	9	12	13	16	15	14	16	18	19	20	20	20	21	20	22	21	18	21	20	21	21	25	24	26	27	26	28	30	32	0	1	2	3	0	5	5	10	6	6	10	11	11	11	12	11	16	0	23	16	11	15	11	12	13	13	22	15	13	15	30	30	31	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	2	2	2	3	2	5	2	3	1	2	2
58500	-220.761785030188804	-219.390988219469961	-1.370796810718848	0.000052846581030	0.000035922277954	0.679746489813487	0.547120206493120	0	2	3	5	8	12	13	16	13	14	16	18	18	19	20	20	22	20	23	21	20	21	21	22	21	24	25	23	25	25	28	29	32	0	1	2	3	0	5	5	10	6	7	10	10	11	11	10	13	16	0	14	11	11	12	11	15	16	20	12	15	16	28	30	28	30	1	1	1	1	1	2	2	1	1	1	1	4	1	2	3	2	1	1	3	2	1	1	3	1	1	1	4	2	3	2	1	2	3
59000	-198.171567918158331	-196.799026063753871	-1.372541854404457	0.000096643341567	0.000045478253256	0.470578236624275	0.524073023934459	1	3	4	5	7	13	13	15	16	14	18	17	17	20	19	20	22	20	21	22	19	21	20	21	22	25	25	26	25	27	30	29	32	0	1	2	3	0	5	5	10	6	7	13	10	8	13	8	11	11	0	13	14	11	12	11	15	13	20	22	24	14	24	30	30	30	1	1	1	1	1	2	3	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2	1	1	3	1	2	3	2	3	2	1	2
59500	-193.914011315007627	-192.534227021048338	-1.379784293959287	0.000100250153748	0.000044781960219	0.446702159999445	0.565032787391443	-1	2	4	5	8	13	12	16	15	15	17	18	19	19	20	20	21	20	21	21	19	20	21	22	22	25	25	27	26	26	30	31	32	0	1	2	3	0	7	5	10	7	6	8	8	11	11	12	14	11	0	11	11	11	12	14	15	14	13	22	24	23	24	30	28	31	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	3	2	2	2	2	2	1	1
60000	-212.060133745079384	-210.685127109855699	-1.375006635223697	0.000079968554534	0.000036916868837	0.461642317430936	0.612212186580044	0	1	2	3	8	12	13	16	15	14	18	17	17	20	19	19	20	17	21	20	21	19	20	20	22	24	25	27	24	26	29	31	33	0	1	2	3	0	5	5	10	7	6	13	10	10	13	12	11	13	0	16	11	16	12	11	12	16	20	24	24	25	12	28	28	28	1	1	1	1	1	2	3	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	2	2	2	3	3	1	3	1	2	3
60500	-203.893348241984114	-202.471159382674870	-1.422188859309255	0.000090080660851	0.000033126193974	0.367739242371039	0.656737817756415	0	1	3	2	8	12	13	16	13	14	17	18	18	20	20	19	21	20	23	21	20	21	20	22	23	24	25	26	26	28	28	30	32	0	1	4	2	0	5	6	10	5	9	8	10	11	13	8	13	11	0	14	23	11	12	16	12	23	23	15	24	21	24	28	30	28	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	2	1	1	1	2	2	3	2	2	1	2	3
61000	-185.384294673233654	-183.910545330736653	-1.473749342496990	0.000065308528925	0.000067400218118	1.032027810567320	0.849404383909572	-1	1	3	4	8	12	12	16	14	14	18	18	19	20	19	20	22	19	22	21	20	20	22	22	22	24	25	27	27	28	29	31	31	0	1	2	2	0	5	5	10	6	6	10	8	8	13	12	13	14	0	16	16	13	12	16	15	14	20	15	24	26	24	28	28	31	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1
61500	-200.706228614678508	-199.172760001986433	-1.533468612692073	0.000096206980030	0.000026298256941	0.273350820620291	0.654360718989074	1	2	3	4	9	12	12	15	14	14	18	17	17	20	21	21	21	20	22	22	20	20	21	21	23	25	25	26	26	28	29	30	32	0	1	2	3	0	5	5	10	5	6	13	8	10	13	12	11	13	0	13	14	11	12	11	12	16	20	15	16	21	28	28	24	30	1	1	1	1	1	2	2	1	3	1	1	1	1	2	2	2	2	1	2	1	1	1	1	2	1	1	3	2	3	1	2	4	3
62000	-214.977472087026115	-213.591118935671318	-1.386353151354786	0.000086674854677	0.000037235309356	0.429597597768866	0.563322617348592	1	2	3	4	9	12	12	15	16	14	18	17	18	19	20	21	20	20	22	21	21	20	21	21	22	24	25	26	27	27	28	30	32	0	1	2	3	0	5	5	10	6	6	10	10	10	10	10	10	13	0	13	11	13	13	14	22	21	23	12	24	26	24	27	30	32	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	4	1	1	2	2	2	1	1	1	1	2	5	2	2	3	1	2	2
62500	-187.164834035185351	-185.737874023105348	-1.426960012079993	0.000070227607008	0.000063043752676	0.897706121025236	0.728996115529532	0	2	4	5	7	12	13	16	14	14	16	17	18	19	20	20	22	20	21	21	19	20	21	21	21	23	25	26	26	28	30	30	32	0	1	2	3	0	5	5	10	6	6	10	8	11	11	12	14	24	0	13	13	13	12	14	10	16	15	22	22	26	28	30	30	31	1	1	1	1	1	3	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	2	2	2	2	1	1	1	1
63000	-190.379574652770827	-188.996086825320845	-1.383487827449973	0.000077005844501	0.000033626018830	0.436668398977105	0.713113473814447	0	2	3	4	8	12	13	15	14	14	17	18	19	19	20	21	21	20	21	21	19	20	21	22	23	23	24	25	26	28	29	30	31	0	1	2	3	0	5	6	10	7	6	8	10	11	11	8	14	11	0	14	13	11	12	14	15	23	13	22	24	20	24	28	31	28	1	1	1	1	1	2	1	1	1	2	1	2	2	1	2	1	2	1	1	1	1	1	1	1	2	2	2	2	2	3	3	1	2
63500	-193.264471469423313	-191.859242667965418	-1.405228801457886	0.000117113139996	0.000045977982344	0.392594565782166	0.576961302615233	-1	1	3	5	8	11	13	15	16	14	17	17	18	18	21	20	21	20	22	22	20	20	21	22	22	24	25	26	26	27	29	29	32	0	1	2	3	0	5	6	10	5	6	8	8	11	10	14	11	11	0	23	16	13	12	16	15	11	23	23	15	26	24	28	28	31	1	1	1	1	1	2	1	1	4	2	1	1	1	2	2	1	2	1	1	1	1	1	1	1	3	1	2	2	1	2	2	3	1
64000	-226.440616741906496	-225.072705410095239	-1.367911331811270	0.000085806586036	0.000056731669773	0.661157521750521	0.495555556055446	0	1	3	5	9	11	13	16	15	13	17	17	19	19	19	20	22	20	23	21	21	20	19	20	22	23	25	25	26	27	29	28	30	0	1	2	3	0	5	5	10	6	6	8	10	11	11	12	11	13	0	21	14	8	12	11	8	13	20	22	13	20	8	28	16	27	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	2	1	1	1	1	3	1	1	3	2	1	2	3	2	6	2	3	3
64500	-202.147987517610858	-200.739700334249761	-1.408287183361089	0.000069539955711	0.000058235505193	0.837439492118819	0.663329458541982	-1	2	3	5	7	11	12	16	15	15	17	18	18	18	20	20	22	19	22	21	20	21	21	22	22	25	24	27	27	28	29	30	33	0	1	2	3	0	5	5	10	6	7	10	8	11	10	12	11	13	0	13	14	14	16	13	15	10	16	22	24	26	24	28	24	30	1	2	1	1	1	2	2	1	2	2	1	1	1	2	1	2	2	1	2	1	1	1	1	1	3	2	1	2	1	2	1	3	3
65000	-182.117832573715248	-180.753897826554322	-1.363934747160914	0.000099524211631	0.000051389485470	0.516351595538250	0.803477096406661	-1	2	4	3	8	12	13	16	13	14	17	18	19	19	20	20	22	20	22	21	21	21	21	22	21	22	24	25	26	28	30	30	32	0	1	4	2	0	5	5	10	5	9	8	8	11	11	12	11	23	0	13	14	13	16	13	15	11	16	22	24	26	28	30	30	31	1	1	1	1	1	2	3	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1
65500	-202.644951793240750	-201.282410609888103	-1.362541183352640	0.000069103641628	0.000042359347768	0.612982858351535	0.526994248920031	1	2	3	4	8	12	13	15	16	14	16	18	18	20	20	20	21	20	23	20	20	21	21	21	22	24	26	24	27	27	29	31	32	0	1	2	3	0	5	5	10	6	7	10	8	11	10	12	11	11	0	23	11	13	12	13	12	14	20	22	24	23	28	24	30	30	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	2	1	1	1	2	1	2	1	2	2	3	3	1	3	2	4	2	2
66000	-198.058066033406988	-196.684004499050673	-1.374061534356312	0.000083481894678	0.000038814829617	0.464949073888026	0.757682994302368	0	1	3	2	8	12	14	16	16	14	17	18	18	20	20	21	21	20	22	21	21	20	21	22	22	24	26	26	27	28	30	29	33	0	1	4	2	0	5	5	10	7	6	8	10	11	13	12	13	14	0	13	13	13	8	14	12	23	20	22	24	25	28	30	30	32	1	1	1	1	1	3	2	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	2
66500	-196.889864503122510	-195.389506648434377	-1.500357854688139	0.000104292559229	0.000030703707248	0.294399787245715	0.776940486761625	0	1	4	3	8	12	14	16	15	15	18	17	18	19	19	20	22	21	22	22	21	20	20	21	21	24	26	25	28	28	30	30	32	0	1	4	2	0	5	5	10	7	6	10	10	10	13	12	13	11	0	23	14	13	12	14	11	11	16	22	24	26	28	30	30	28	1	1	1	1	1	2	3	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	3	2	2	1	1	1	3
67000	-216.217582287493286	-214.855884782348937	-1.361697505144339	0.000110901587080	0.000066562904343	0.600197942115025	0.625064710156519	0	2	4	5	9	12	13	16	15	14	17	16	18	20	20	19	21	21	21	22	19	20	20	21	23	24	25	26	27	27	28	31	33	0	1	2	2	0	5	5	10	5	6	12	10	11	11	8	11	15	0	23	23	8	10	11	13	14	16	24	24	20	27	30	30	31	1	2	1	2	1	2	2	1	4	1	1	2	1	2	3	1	1	1	1	1	1	3	2	2	2	2	3	3	2	2	1	2	3
67500	-209.058497688978719	-207.695732617529018	-1.362765071449696	0.000074942554656	0.000046152128313	0.615833400995021	0.500095429815382	1	2	4	5	8	12	13	16	16	14	18	17	19	19	21	19	22	20	22	21	20	20	22	21	22	23	25	27	26	27	28	29	32	0	1	2	3	0	5	5	10	5	6	8	8	11	8	12	11	14	0	13	14	11	12	11	10	16	11	22	12	26	15	24	28	30	1	1	1	1	1	2	3	1	3	1	2	1	1	2	2	1	2	1	2	1	1	2	2	3	2	2	2	4	2	2	3	1	3
68000	-191.557172593810975	-190.168064832353508	-1.389107761457477	0.000077881159136	0.000032964375794	0.423265089521656	0.665418642208864	0	1	3	4	9	13	10	16	14	14	18	17	18	20	20	20	20	19	22	22	20	19	22	22	23	24	24	27	27	28	29	29	32	0	1	2	3	0	7	5	10	7	6	10	8	8	13	10	13	11	0	14	16	11	12	13	15	23	20	22	24	26	24	30	30	31	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	2	4	2	3	1	1	2
68500	-197.536408475527338	-196.072376754785864	-1.464031720741461	0.000060254342539	0.000019456570179	0.322907351722118	0.712510246327739	-2	2	4	5	8	10	12	15	15	13	17	18	19	18	21	20	22	20	22	20	21	21	21	22	21	24	25	25	27	27	28	30	31	0	1	2	3	0	5	6	10	7	5	8	10	11	11	12	14	20	0	16	14	14	12	16	15	13	20	22	24	26	28	28	30	31	1	1	1	1	1	1	1	1	2	3	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	2	2	2	1	1	1	2	1
69000	-170.369546659093544	-169.004563850518252	-1.364982808575286	0.000098543795886	0.000050104494964	0.508449004964097	0.869702847441681	0	1	3	5	8	12	11	15	14	14	17	17	19	20	20	21	21	19	22	21	19	20	21	22	23	24	24	26	26	28	29	30	32	0	1	2	3	0	5	5	10	7	6	8	8	11	13	12	14	11	0	13	14	11	8	14	22	16	20	22	24	26	28	30	30	31	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1
69500	-212.436869924235793	-210.938430381831665	-1.498439542404118	0.000121070423456	0.000035805831298	0.295743834670087	0.582716171157814	0	2	4	5	8	12	13	16	14	15	17	18	17	19	18	19	21	19	22	21	20	21	21	20	23	24	26	24	26	26	30	30	33	0	1	2	3	0	5	5	10	5	7	10	10	8	10	11	13	16	0	14	21	14	10	13	15	13	20	15	24	26	28	30	28	28	1	1	1	1	1	2	2	1	4	1	2	2	1	2	1	1	1	1	2	1	1	3	2	1	3	2	4	1	1	1	3	4	4
