step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62
9000	-393.955635093532294	-392.243847702809148	-1.711787390723147	0.000129368123335	0.000025865516890	0.199937327864670	0.593729434544639	1	4	3	4	4	5	9	7	7	7	7	9	9	10	11	12	10	12	11	15	11	13	14	14	15	15	18	14	17	18	15	15	16	17	17	18	17	18	19	18	19	20	18	19	19	20	19	21	20	22	20	20	20	21	23	22	23	27	25	26	29	30	0	3	1	3	0	4	10	6	6	5	5	9	11	6	12	19	13	11	13	16	10	16	18	7	19	16	26	19	28	35	22	13	17	16	24	32	26	32	30	34	28	35	20	28	35	36	40	31	34	41	35	35	32	40	19	30	53	53	39	48	0	3	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	3	1	2	1	1	1	3	3	2	2	2	1	1	2	3	3	3	1	2	1	1	1	1	3	2	2	2	1	1	1	3	2	1	2	1	2	1	4	2	2	4	2	2	1	11
9500	-443.103377522373989	-441.591510888548555	-1.511866633825418	0.000145954456011	0.000041837140055	0.286645171362780	0.467246959032527	2	3	5	4	4	6	8	5	7	7	10	9	8	10	11	13	10	11	11	14	12	13	14	13	16	16	17	14	18	18	17	14	17	16	16	17	18	17	19	18	18	20	17	18	19	17	18	22	20	22	21	20	22	21	22	23	24	25	24	27	29	30	0	1	2	2	0	8	5	4	6	5	7	9	5	8	12	19	7	11	7	13	17	11	18	19	16	28	19	19	16	19	10	10	21	7	22	35	19	20	16	21	27	37	20	26	33	32	17	47	26	28	40	47	37	41	37	40	48	57	36	59	0	47	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	2	1	1	2	3	1	2	3	1	2	1	2	2	2	3	4	3	3	5	1	1	4	1	3	3	1	2	3	1	1	1	4	2	2	4	2	1	2	2	2	3	1	1	4	1	1	10
10000	-407.245957363368746	-405.325921806068607	-1.920035557300142	0.000127795192668	0.000019413999194	0.151914941311374	0.553226721842125	1	3	5	4	4	5	9	7	8	7	11	9	8	11	11	12	11	11	11	13	12	13	15	13	16	16	17	15	17	15	15	16	16	15	16	18	18	18	18	19	18	19	17	17	19	19	18	21	20	20	21	20	20	21	22	23	22	27	26	25	29	28	0	1	2	2	0	4	10	6	6	5	13	6	5	12	12	13	10	7	7	13	7	17	18	10	16	19	34	21	28	16	22	19	19	24	24	26	16	20	26	43	24	37	28	34	35	39	31	45	32	33	45	34	37	25	50	57	39	56	48	48	0	3	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	2	2	1	1	3	2	1	2	2	2	2	1	2	1	1	1	2	3	1	2	1	3	3	1	1	1	1	1	1	1	1	2	1	2	1	2	3	1	3	2	1	2	3	2	2	1	10
10500	-403.963921058596895	-402.463429397020946	-1.500491661575943	0.000114775218358	0.000033779105401	0.294306609770098	0.598312129729174	2	3	5	4	3	6	8	7	8	7	9	9	8	10	11	12	11	10	11	15	10	14	15	12	14	15	15	14	17	17	16	16	17	16	16	17	18	18	18	18	17	20	18	18	19	19	19	20	21	23	20	20	21	22	21	23	23	25	25	25	28	29	0	1	2	2	0	4	5	6	6	5	5	6	10	8	9	13	21	10	13	19	13	16	18	13	19	24	28	16	20	20	20	7	28	27	24	35	32	32	20	33	26	34	32	26	22	32	28	27	27	55	40	46	45	41	43	48	30	56	57	56	0	4	1	1	1	1	1	2	2	1	1	2	3	2	1	1	2	2	1	2	2	2	1	1	2	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	2	2	2	4	2	3	3	2	1	2	1	1	2	1	1	4	1	1	1	1	9
11000	-398.958808184112797	-397.075858964015083	-1.882949220097727	0.000128892312861	0.000020473472044	0.158841684113277	0.637574636022076	1	2	4	3	5	5	8	7	7	7	11	10	8	10	12	12	11	13	10	13	12	12	16	13	16	16	17	15	17	18	16	15	16	16	16	18	18	18	19	18	16	19	18	17	18	18	19	20	21	20	20	20	22	20	21	24	24	27	24	25	30	28	0	1	2	2	0	4	10	6	6	5	5	6	10	6	12	19	19	13	13	19	17	19	18	19	20	21	28	20	28	31	16	19	20	20	16	34	27	28	22	34	20	43	34	20	20	35	28	16	54	43	45	46	36	47	43	39	48	60	39	56	0	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	1	1	2	1	1	1	2	2	2	1	2	1	2	1	1	3	2	2	2	1	1	1	2	2	2	1	1	1	2	3	1	2	3	1	1	2	2	2	1	2	2	2	1	4	1	1	11
11500	-412.158515013403928	-410.220449453218919	-1.938065560185026	0.000149565081152	0.000022245841147	0.148736864084383	0.517622014068185	0	2	3	4	4	5	9	6	6	7	10	10	8	11	11	13	11	12	12	15	11	13	15	13	15	15	17	14	17	17	16	15	16	17	15	17	18	18	19	18	18	20	18	19	18	19	19	21	20	23	20	20	22	21	22	22	24	25	25	27	29	31	0	1	1	2	0	1	10	4	4	5	7	4	5	6	9	19	5	10	21	7	10	17	18	19	16	19	28	16	16	35	28	16	24	32	22	20	33	20	30	29	32	34	21	35	31	36	26	47	35	26	47	17	43	20	52	39	44	48	48	59	0	12	1	1	2	1	1	3	1	1	1	2	1	3	2	2	2	1	4	3	1	3	2	1	1	1	1	1	2	1	2	1	1	1	3	1	2	1	1	2	2	1	2	2	3	4	1	1	2	2	2	4	1	4	2	3	2	2	2	2	2	1	1	7
12000	-430.837120391958308	-428.481654751347264	-2.355465640611033	0.000200371165534	0.000019582850588	0.097732877562804	0.551363966651346	0	2	5	3	4	5	8	7	7	7	10	9	9	9	12	13	12	12	11	13	12	13	16	13	15	16	17	13	16	16	17	15	15	16	16	18	18	18	19	18	17	19	18	17	19	19	18	21	20	23	21	20	20	21	22	23	22	26	25	25	29	31	0	1	2	2	0	4	5	6	6	5	10	9	10	8	12	11	10	7	10	19	13	13	11	10	13	19	19	11	16	16	30	19	16	21	28	30	32	33	32	33	32	32	26	24	31	19	33	46	42	55	30	27	19	19	37	46	39	59	51	39	0	25	1	1	1	1	1	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	4	4	3	2	2	2	1	1	1	2	1	1	2	1	2	1	2	2	1	2	2	2	1	3	2	1	1	1	2	2	5	4	2	1	1	1	1	3	1	6
12500	-392.281734228528649	-390.563202173447166	-1.718532055081487	0.000172153356444	0.000034076882015	0.197944917945445	0.580470268041444	2	3	5	4	4	5	9	7	8	7	9	9	8	7	11	12	11	12	11	12	12	13	15	13	15	15	17	14	16	16	16	14	15	16	15	16	17	19	18	18	17	19	19	18	19	18	18	21	17	23	19	20	20	19	22	23	23	26	24	26	29	28	0	1	1	2	0	4	5	6	6	5	10	9	10	6	12	13	10	11	10	19	13	17	7	17	32	28	25	24	28	35	22	7	20	32	22	21	32	29	30	28	33	34	36	26	36	31	33	39	32	45	35	46	30	49	45	53	45	48	48	48	0	7	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	2	2	2	2	1	2	1	3	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	1	1	2	2	1	2	2	1	1	1	2	2	2	3	2	3	1	7
13000	-394.006660326753490	-392.397577662368690	-1.609082664384784	0.000142115023891	0.000033560550232	0.236150614573738	0.608205052467082	2	3	5	4	4	5	8	7	7	7	10	9	8	9	10	10	10	12	12	15	11	14	15	14	16	14	16	15	16	17	17	16	15	17	16	16	16	18	18	17	18	16	18	18	19	18	18	22	21	22	20	19	21	21	21	24	23	27	24	26	29	30	0	1	2	2	0	4	5	6	6	5	7	9	5	8	12	10	7	7	16	19	7	19	18	21	24	19	21	13	21	24	22	19	16	37	22	22	19	32	34	42	24	26	28	20	35	28	40	35	20	29	35	37	39	34	32	35	53	56	48	59	0	50	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	2	3	2	2	1	2	3	1	1	1	2	1	1	1	2	1	1	2	1	2	1	3	2	4	2	2	1	2	2	3	2	2	1	1	1	5
13500	-411.329447091720397	-409.670623712986071	-1.658823378734317	0.000186078342824	0.000040393501812	0.217077931796107	0.558098703671037	1	2	3	4	4	6	8	5	7	7	10	10	9	10	12	12	11	11	11	15	13	14	15	13	16	15	17	15	17	17	16	15	16	17	17	18	18	18	19	15	18	19	19	17	20	18	18	21	20	23	20	21	22	21	22	23	24	25	24	26	29	29	0	1	2	2	0	8	5	4	6	5	10	6	10	6	9	11	10	13	10	24	11	7	18	16	32	24	16	17	32	32	20	21	40	28	20	27	22	13	35	24	32	47	38	26	35	22	23	20	47	41	35	46	38	45	38	27	53	39	45	59	0	47	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	1	2	1	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	3	4	1	1	2	1	1	1	2	1	2	3	1	2	1	1	2	1	2	2	1	3	2	1	1	5
14000	-408.286290522073443	-406.623579240350921	-1.662711281722528	0.000159948804461	0.000034504168680	0.215720078662505	0.527584415072101	0	2	3	4	4	6	8	8	7	8	11	10	9	10	12	12	11	13	11	14	12	13	15	12	16	15	16	14	17	15	17	16	16	13	17	16	17	18	18	17	19	19	18	17	19	19	17	22	19	22	19	20	20	20	22	23	24	26	25	25	27	31	0	1	2	2	0	1	5	4	4	5	5	4	7	6	8	13	13	11	13	24	13	11	18	19	16	16	24	16	27	22	33	19	20	16	30	17	26	21	30	33	33	20	30	28	35	32	30	39	40	19	31	46	30	49	44	35	53	28	50	48	0	8	1	1	1	1	1	3	3	2	1	1	3	3	1	2	2	1	2	1	1	1	2	1	1	1	2	1	2	2	1	1	1	2	1	1	1	2	1	2	2	1	1	3	2	2	2	2	1	2	1	5	1	1	2	1	3	3	2	6	2	2	1	9
14500	-392.691367153753902	-390.922332571676066	-1.769034582077810	0.000176218450274	0.000032452752590	0.184162058735724	0.661938294918476	2	3	5	4	5	6	6	7	7	7	9	10	8	10	11	13	10	11	10	14	12	13	15	12	16	15	16	14	17	17	17	15	16	16	17	18	17	19	18	19	18	19	18	18	19	18	17	21	20	23	21	20	21	20	22	23	23	25	24	26	29	31	0	1	2	2	0	4	5	6	6	7	10	9	7	8	9	19	13	11	13	19	19	10	17	19	16	10	19	24	24	32	33	24	24	20	20	22	32	20	30	27	33	34	27	25	30	31	32	42	41	38	35	36	36	30	25	48	53	56	39	58	0	12	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	1	2	2	1	2	5	2	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	1	2	1	1	1	1	1	2	1	2	1	3	1	2	1	2	1	1	11
15000	-414.521771733076037	-412.695480384441453	-1.826291348634573	0.000150868169407	0.000025735076703	0.170579896373230	0.524828307971967	2	3	5	4	4	5	8	7	7	7	11	10	8	9	12	13	11	13	11	15	12	13	15	13	15	15	17	15	18	17	14	15	17	17	16	17	15	17	18	18	18	19	18	18	19	20	17	21	19	20	18	21	21	21	22	22	23	25	25	27	29	30	0	1	2	2	0	4	5	4	6	5	5	6	5	6	14	13	5	21	7	13	13	19	18	17	16	7	28	24	38	21	11	24	37	16	31	20	11	37	30	17	37	13	28	28	30	40	28	36	41	32	27	34	30	27	43	53	53	37	48	56	0	1	1	1	1	1	1	1	2	2	1	2	4	3	2	2	2	2	3	1	2	4	2	1	1	1	1	4	1	1	1	2	1	1	1	2	1	1	3	1	1	3	2	6	1	2	1	2	1	2	1	2	1	2	1	2	1	1	1	2	2	2	1	14
15500	-391.426914428156635	-389.832401166437535	-1.594513261719108	0.000132260623220	0.000032063733003	0.242428413100069	0.617270979791543	1	2	4	4	4	5	8	7	7	8	10	9	9	10	10	13	11	13	12	14	12	13	14	13	16	16	17	15	18	17	16	15	16	14	16	17	19	18	17	17	18	18	18	18	19	19	17	21	19	20	20	20	21	21	20	23	24	26	24	26	30	29	0	1	2	2	0	4	5	6	6	5	10	9	10	8	12	11	11	11	13	16	7	10	18	10	17	32	28	20	16	19	28	20	34	19	18	25	26	25	31	24	16	16	32	16	40	43	21	41	40	42	40	36	22	49	29	30	53	59	48	41	0	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	2	1	2	3	1	2	3	1	1	1	3	3	1	1	1	1	1	1	1	1	1	2	3	3	2	2	1	1	2	1	1	1	1	1	3	1	1	3	1	1	2	4	1	14
16000	-390.258140701129093	-388.716868278492996	-1.541272422636084	0.000142291675361	0.000038262189607	0.268899705552261	0.596460278831210	0	1	4	3	5	5	6	7	7	8	8	9	8	10	11	12	11	11	12	14	11	13	15	14	16	16	18	13	16	18	16	16	17	16	15	17	18	18	19	18	18	18	19	17	17	19	18	20	20	22	19	21	21	21	21	24	21	26	25	27	29	31	0	1	2	2	0	4	5	6	6	7	7	8	7	6	12	21	13	11	17	16	13	17	18	16	20	24	16	7	19	28	22	24	26	10	22	28	32	33	42	33	32	34	45	28	22	34	33	28	42	27	35	46	39	26	51	26	28	57	53	58	0	14	1	1	2	1	1	1	1	1	2	1	1	1	1	3	1	1	1	2	1	1	2	1	2	1	1	1	4	3	2	2	1	1	1	3	1	2	1	1	1	1	1	2	1	2	3	1	1	3	1	2	2	1	1	2	1	4	4	3	2	1	1	11
16500	-415.174832871344108	-413.507494848838007	-1.667338022506129	0.000135428865013	0.000028998905395	0.214126474383546	0.600334326569152	2	3	4	4	4	5	7	7	7	8	10	8	9	10	12	13	11	12	12	14	13	14	15	13	14	16	17	14	17	18	16	16	16	15	16	17	18	19	18	18	18	19	19	19	18	18	18	20	20	22	19	21	21	22	21	24	23	26	26	26	28	29	0	1	2	2	0	4	5	6	6	5	7	9	5	4	14	17	7	17	7	17	10	19	18	13	17	16	17	17	19	22	22	16	28	13	22	22	32	24	19	33	27	16	30	27	35	21	33	30	20	27	39	27	31	27	26	48	53	48	48	53	0	15	1	1	1	1	1	1	2	1	1	2	2	1	3	3	1	1	2	1	2	2	2	1	1	2	2	1	3	2	2	2	1	2	1	2	1	1	1	2	2	1	1	2	1	1	1	2	2	1	3	2	1	1	3	4	3	2	1	3	4	3	1	5
17000	-390.992808110259318	-389.025277580588011	-1.967530529671304	0.000160387588871	0.000023061501321	0.143786071497478	0.576834712165749	2	3	5	4	4	5	9	6	7	7	11	8	8	10	11	12	12	12	11	14	12	13	15	12	15	14	17	15	16	17	16	14	17	16	17	17	19	19	19	19	18	20	18	18	20	19	18	22	19	21	21	20	21	22	22	23	24	25	25	26	30	29	0	1	2	2	0	4	13	6	6	5	13	9	5	4	12	10	13	10	7	17	19	11	18	7	20	19	31	20	28	31	32	7	28	21	22	20	47	26	30	33	35	47	33	27	35	35	33	17	33	34	45	46	34	49	50	26	45	53	53	58	0	1	1	1	1	1	1	1	1	1	1	2	2	1	2	3	2	3	2	2	2	1	1	1	2	2	1	2	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	5	1	3	1	1	2	1	1	5	1	2	3	1	1	9
17500	-429.521615315640304	-427.472852572859381	-2.048762742780903	0.000155691318344	0.000020474114524	0.131504535650106	0.597419045000762	0	2	5	4	5	5	8	7	7	8	10	9	8	10	11	12	9	12	10	15	11	14	16	13	16	15	18	15	17	18	17	14	16	16	17	18	19	19	19	18	18	20	18	19	19	19	19	21	20	21	21	18	21	21	21	21	22	27	25	25	28	27	0	1	2	2	0	4	5	6	6	5	17	8	5	8	12	19	5	10	7	11	10	16	18	19	28	10	25	16	20	34	33	24	24	19	28	24	16	35	30	17	16	38	33	26	28	26	33	37	43	37	35	20	30	43	28	37	46	59	55	56	0	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	4	1	2	2	1	1	4	1	2	1	1	1	1	1	4	1	3	4	1	1	5	3	1	2	2	2	3	2	1	1	1	4	1	2	2	3	1	1	1	2	2	1	9
18000	-376.183195387084027	-374.685549111192643	-1.497646275891382	0.000148231774945	0.000043921692888	0.296304168957860	0.641215030715103	2	3	4	4	4	5	7	7	7	8	9	10	9	10	12	11	10	11	12	14	12	13	15	13	14	15	17	14	16	18	16	13	15	16	17	17	18	19	18	19	18	19	17	17	19	20	19	21	19	22	21	20	22	21	22	23	24	24	26	24	27	29	0	1	2	2	0	4	5	6	6	5	7	8	10	6	12	10	10	11	16	32	17	19	7	16	24	28	26	13	28	31	22	16	25	19	22	22	26	29	35	34	36	34	19	34	26	45	29	27	41	27	45	40	35	34	48	35	48	40	58	48	0	14	1	1	1	1	1	1	2	1	1	2	1	2	1	3	1	1	1	2	1	1	1	1	4	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	3	2	2	1	1	1	7
18500	-416.912983570784775	-415.277579768520127	-1.635403802264653	0.000102713965527	0.000023176652898	0.225642664845085	0.390430920394087	0	2	4	3	3	5	8	8	6	7	10	8	8	10	11	12	12	11	11	15	13	14	16	13	15	15	15	13	17	18	17	15	16	16	14	17	17	18	18	17	17	19	18	18	19	19	17	21	18	22	20	19	21	21	23	24	23	26	24	27	30	30	0	1	2	2	0	4	5	9	6	5	13	9	5	8	12	7	19	7	10	13	13	19	18	19	21	16	28	19	20	35	27	28	16	26	24	22	19	24	26	28	19	33	24	20	35	35	24	7	13	26	35	36	20	26	42	45	53	39	48	59	0	3	1	1	1	1	1	1	2	1	1	2	1	2	3	1	1	2	1	1	2	3	2	2	2	2	1	2	2	1	1	2	1	1	2	1	1	2	3	2	1	2	2	2	2	2	2	3	2	6	4	3	3	2	3	3	2	3	1	4	2	2	1	11
19000	-410.628417698871544	-408.747984597297545	-1.880433101573977	0.000157157674485	0.000025040233133	0.159331914366613	0.646609934944485	1	3	5	4	4	5	8	8	7	7	11	8	8	9	12	12	11	13	10	14	12	13	16	12	16	15	17	14	17	17	17	15	16	15	15	17	18	17	17	17	17	20	18	18	20	19	16	20	20	22	19	21	20	21	21	23	23	25	24	26	29	30	0	1	2	2	0	4	5	6	6	5	19	9	5	8	12	19	10	11	10	16	17	16	18	19	16	24	24	7	20	20	35	7	16	13	7	34	47	28	34	13	16	47	35	24	31	47	24	35	25	42	32	46	39	41	27	30	53	42	48	59	0	32	1	1	1	1	1	1	3	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	2	2	2	2	3	2	1	1	3	2	2	3	1	2	1	1	3	2	2	1	2	1	2	2	2	2	1	2	1	2	3	2	2	1	2	1	1	1	8
19500	-406.876831134118731	-405.320435555740005	-1.556395578378734	0.000147570888723	0.000038476852830	0.260734709690938	0.563479162465021	2	3	4	4	4	5	8	7	7	7	11	10	8	10	12	12	11	11	11	14	13	14	16	10	16	15	18	15	17	17	17	15	16	17	15	18	19	19	18	18	18	18	19	18	18	19	18	21	20	22	20	20	21	22	22	23	23	26	25	26	29	30	0	1	2	2	0	4	5	6	6	5	13	6	10	8	12	24	10	10	24	19	17	19	18	13	28	13	16	20	32	35	24	24	35	20	19	35	24	40	20	33	25	17	28	32	34	30	33	39	22	32	31	27	35	26	27	53	53	59	51	59	0	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	2	2	2	4	1	1	2	2	1	1	1	4	2	1	2	2	2	3	1	2	2	2	3	2	1	1	1	1	2	3	3	2	1	3	2	2	1	1	1	2	1	1	7
20000	-400.679585959028373	-399.058817610354822	-1.620768348673532	0.000119445862606	0.000027635077956	0.231360696408742	0.653617963926721	2	3	4	4	5	5	9	7	7	8	10	9	8	11	11	12	11	12	11	15	13	13	16	13	16	14	17	14	17	16	16	15	16	16	17	17	18	18	18	17	19	19	18	17	20	20	18	22	21	21	20	20	21	21	23	22	24	25	25	26	29	30	0	1	2	2	0	4	10	6	6	5	13	9	5	9	12	7	13	11	13	22	17	10	18	16	19	21	32	10	20	22	22	19	32	32	22	31	33	29	30	19	40	34	34	24	31	36	22	47	47	42	35	19	39	41	37	32	48	56	48	56	0	14	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	3	1	1	2	1	2	2	1	2	1	1	3	1	2	1	1	1	1	2	1	1	1	2	2	1	2	1	2	1	2	3	1	2	2	2	4	2	1	2	3	1	1	2	2	1	14
20500	-392.051728641398086	-390.584972254954948	-1.466756386443121	0.000114646399827	0.000036745469148	0.320511321800511	0.508354810527960	2	3	5	4	4	5	9	8	7	7	10	9	8	11	12	13	11	11	11	13	13	14	14	13	15	15	18	14	17	17	16	15	16	16	16	17	18	18	19	18	17	19	18	19	19	19	18	22	21	22	19	21	22	22	22	23	23	24	25	27	29	29	0	1	2	2	0	4	5	6	6	5	10	9	5	8	8	7	10	10	13	19	13	18	18	7	16	20	28	20	20	31	28	19	22	16	22	24	26	16	30	33	22	34	20	27	35	22	22	39	32	27	36	34	39	24	27	39	48	56	56	56	0	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	2	2	3	2	1	1	2	2	2	2	1	1	2	1	2	1	2	2	2	1	1	2	2	2	1	1	1	2	2	1	2	2	1	2	3	3	1	2	2	4	2	2	1	1	1	2	1	14
21000	-393.344840722298613	-391.613441521012874	-1.731399201285747	0.000154654056832	0.000030041396489	0.194249003902936	0.546779017341947	0	3	2	3	5	5	9	8	7	8	10	9	9	9	11	12	11	11	12	14	12	13	14	14	16	16	17	14	17	17	16	13	16	16	16	18	16	18	18	18	18	19	17	18	19	19	18	22	21	22	20	20	22	21	22	23	23	24	24	26	30	31	0	3	1	3	0	4	5	6	6	5	10	9	10	6	12	17	11	7	13	19	10	21	10	32	20	11	33	32	26	19	24	17	28	24	13	35	17	29	16	33	37	34	34	35	47	30	33	51	42	32	10	39	39	41	30	48	53	42	56	58	0	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1	2	2	1	2	1	3	1	1	2	1	1	1	3	1	1	1	1	4	1	2	1	3	1	1	1	1	1	1	2	1	1	1	3	6	1	2	1	2	1	1	2	1	1	1	12
21500	-398.319228981762137	-396.694906959684715	-1.624322022077409	0.000146826829645	0.000033762023936	0.229944513667021	0.507420910108285	-1	3	2	3	3	5	8	8	7	7	10	10	9	11	12	12	11	13	11	14	12	14	15	14	15	15	17	14	17	18	16	15	15	15	16	18	17	18	17	17	19	19	18	19	19	19	18	21	20	23	20	21	21	21	22	23	23	26	25	27	30	30	0	3	1	3	0	4	5	4	4	5	10	9	10	4	12	13	13	11	7	17	19	16	16	11	28	16	21	19	26	39	32	13	16	11	24	28	16	7	22	32	19	33	26	37	22	37	40	20	38	28	35	46	45	49	25	42	53	36	30	56	0	9	1	1	2	1	1	1	3	3	3	2	2	1	1	3	1	2	2	2	2	1	1	1	1	2	1	2	2	2	1	1	1	3	2	3	1	2	3	5	1	1	4	2	1	1	2	1	1	3	1	5	2	1	1	1	3	2	1	4	3	2	1	13
22000	-381.794292664780130	-379.592216994459136	-2.202075670320979	0.000131971446612	0.000014860423608	0.112603324353871	0.574434783889634	0	4	2	3	3	5	7	7	7	7	9	9	9	11	11	13	11	12	11	13	13	14	14	13	14	15	17	14	17	18	14	15	14	16	17	17	18	18	19	16	19	18	19	17	19	19	18	20	20	22	20	20	21	22	21	23	23	27	26	27	30	31	0	3	1	3	0	4	5	6	6	5	10	9	7	8	12	19	7	11	13	19	7	24	18	19	19	19	32	19	26	35	19	16	20	19	26	20	34	24	42	25	21	32	32	34	35	31	40	36	42	42	30	21	46	49	43	42	53	48	56	56	0	14	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	1	3	2	1	1	4	1	1	1	2	3	1	2	1	1	2	1	1	2	1	2	1	2	1	1	3	3	2	1	1	2	1	1	1	2	1	4	1	1	1	2	2	4	1	2	1	9
22500	-413.639153627400560	-411.997167388264245	-1.641986239136292	0.000131873058156	0.000029429557756	0.223165809359067	0.574732275923247	0	2	5	3	5	5	9	7	6	7	11	10	9	11	11	11	11	13	12	13	12	14	15	13	16	15	17	14	18	16	17	15	15	16	14	17	18	19	17	16	19	20	19	17	19	20	19	22	19	21	20	20	21	21	22	23	23	26	25	26	30	31	0	1	2	2	0	4	10	6	3	5	7	9	10	9	12	13	5	11	16	19	13	17	18	16	33	13	19	20	34	17	34	24	21	19	16	24	20	27	35	33	40	27	20	26	35	20	40	31	40	25	36	28	28	30	27	48	53	59	56	56	0	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	3	2	1	1	2	2	1	1	1	3	2	1	1	3	1	1	1	2	1	2	2	1	1	1	2	2	3	1	1	3	1	1	3	3	1	4	2	3	2	1	2	1	1	3	1	14
23000	-392.788750939267004	-390.830478278748387	-1.958272660518627	0.000116773923651	0.000016968472208	0.145310456969363	0.506441680663685	2	3	5	4	3	5	8	8	7	8	11	9	7	9	11	12	10	11	11	15	12	13	15	13	15	15	18	15	15	17	15	16	17	16	14	18	18	17	19	18	18	20	18	18	16	19	18	20	20	22	20	20	20	21	22	24	22	23	25	25	29	30	0	1	2	2	0	4	5	6	6	5	10	9	5	6	12	10	13	10	10	24	17	19	11	16	24	24	28	24	19	35	22	24	22	16	19	35	35	29	45	28	24	28	26	32	22	29	25	33	40	16	35	16	35	49	40	48	53	48	39	58	0	1	1	1	1	1	1	1	3	2	1	2	2	1	3	2	1	2	2	1	2	1	1	1	2	1	1	1	2	1	3	2	1	1	2	2	2	2	2	1	2	2	4	2	2	1	1	2	1	2	1	5	3	3	3	1	2	3	1	2	3	1	1	12
