step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14
86000	-78.176903866745050	-85.032391817704422	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706263759892413	2	5	4	4	7	6	5	7	8	10	11	12	13	17	0	1	1	1	4	2	1	2	5	2	5	5	12	13	1	2	1	1	1	1	2	1	1	2	1	3	1	1
86500	-85.110804729436168	-91.966292680395540	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695284927819613	3	5	4	5	7	6	5	7	9	10	10	11	14	17	0	1	1	1	4	2	1	1	5	2	5	5	12	13	1	1	1	1	1	1	1	3	2	3	2	2	1	1
87000	-82.468419895222212	-89.323907846181584	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.829058714885740	3	5	4	4	7	6	5	8	8	8	10	11	14	16	0	1	1	1	4	1	1	2	5	2	5	5	12	13	1	1	1	1	1	1	1	2	1	1	1	3	2	1
87500	-85.452881958126412	-92.308369909085783	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.482527015370877	2	4	4	4	6	7	5	7	8	11	11	12	15	17	0	1	1	1	4	2	2	2	5	1	5	5	12	13	1	1	1	1	1	2	1	1	1	4	2	3	1	1
88000	-90.230913014747614	-97.086400965706986	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625356758923434	3	5	4	4	7	7	6	9	8	9	12	13	15	17	0	1	1	1	4	2	2	2	5	2	5	4	12	12	1	2	1	1	1	2	1	3	1	3	3	4	1	2
88500	-78.267614033777363	-85.123101984736735	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612510838594639	3	5	5	5	7	6	5	9	8	10	11	12	14	17	0	1	1	1	4	1	1	2	5	1	5	5	12	13	1	1	1	1	1	2	1	2	1	3	2	2	1	2
89000	-92.725504332853859	-99.580992283813231	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513275420480780	2	4	4	4	6	7	6	7	7	7	12	11	15	17	0	1	1	1	4	2	1	2	5	1	5	5	12	13	1	1	1	1	1	2	3	2	1	2	3	2	2	1
89500	-83.061653735384141	-89.917141686343513	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.940895808767519	2	4	3	4	8	4	5	9	9	10	11	12	14	17	0	1	1	1	4	1	2	5	5	5	5	11	12	13	1	1	1	1	2	1	1	1	1	1	2	1	1	2
90000	-99.277485622068156	-106.132973573027527	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644521015650705	2	4	4	4	6	7	6	5	8	10	12	12	14	18	0	1	1	1	4	2	1	2	5	1	5	5	5	13	1	2	1	1	1	2	3	1	1	4	2	3	5	2
90500	-82.758453633216661	-89.613941584176033	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.926991535231494	3	5	5	4	7	6	5	7	8	8	10	12	14	17	0	1	1	1	4	2	1	2	5	5	5	11	12	13	1	1	1	1	2	1	1	1	1	1	2	2	1	2
91000	-90.796263341777262	-97.651751292736634	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679971810613702	3	5	4	4	7	6	6	8	9	8	12	12	14	18	0	1	1	1	4	1	1	1	5	6	5	9	12	13	1	1	1	1	1	2	1	3	2	1	2	1	1	3
91500	-80.282327343175197	-87.137815294134569	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.755343583378479	2	6	3	3	7	7	6	8	8	10	11	12	13	17	0	1	1	1	4	2	1	2	2	2	5	11	12	13	1	2	1	1	1	1	2	1	1	2	2	1	1	2
92000	-80.370013524737232	-87.225501475696603	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580596361199155	3	6	5	4	7	6	5	8	9	11	11	13	15	17	0	1	1	1	4	1	1	2	5	2	5	11	12	13	1	1	1	1	2	2	1	2	1	3	2	1	1	1
92500	-94.388223543952407	-101.243711494911778	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.819162688068774	1	5	3	4	7	6	6	8	9	11	11	12	14	17	0	1	1	1	4	2	2	7	5	7	5	5	12	13	1	1	1	1	2	1	1	2	1	2	1	2	1	2
93000	-83.485842566056448	-90.341330517015820	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572739602711060	3	5	4	4	8	5	5	8	9	10	10	12	13	17	0	1	1	1	4	1	1	1	5	1	5	5	12	13	1	1	1	1	1	1	1	2	1	4	1	2	1	2
93500	-83.499649309581784	-90.355137260541156	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769361291925515	4	5	5	5	7	6	5	9	9	8	11	11	15	16	0	1	1	1	4	1	1	2	5	1	5	5	12	13	1	1	1	1	1	1	1	2	1	2	2	1	2	1
94000	-85.270112960243864	-92.125600911203236	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583158200139161	2	5	5	4	6	7	6	8	8	10	9	12	15	17	0	1	1	1	2	3	1	2	5	2	5	5	12	13	1	2	3	1	1	1	2	2	1	2	1	3	2	1
94500	-89.702687708314755	-96.558175659274127	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.860003286698166	3	4	4	5	7	6	5	9	8	10	11	13	14	17	0	1	1	1	4	2	2	1	5	2	4	11	12	13	1	1	1	1	1	2	1	3	1	2	3	1	1	2
95000	-91.484029340076489	-98.339517291035861	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.778965140219867	3	5	4	5	8	5	6	8	9	10	12	12	15	16	0	1	1	1	4	1	2	2	5	2	5	5	12	5	1	1	1	1	2	1	1	1	1	2	1	2	2	5
95500	-82.892329138836899	-89.747817089796271	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651470144487113	3	5	5	4	8	6	5	8	9	10	12	12	15	18	0	1	1	1	4	1	1	2	5	2	5	5	11	13	1	1	1	1	2	1	1	2	1	2	2	2	1	2
96000	-83.480834596044417	-90.336322547003789	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614085994551843	2	5	4	4	7	7	5	7	9	9	12	12	15	17	0	1	1	1	4	2	1	2	5	2	5	4	12	13	1	1	1	1	2	1	1	1	1	2	2	4	2	1
96500	-85.099880840571160	-91.955368791530532	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.469378026633691	1	5	3	3	7	7	6	8	9	10	12	13	15	17	0	1	1	1	4	2	1	2	5	2	5	11	12	13	1	2	1	1	1	1	1	2	1	2	3	1	1	1
97000	-80.773747054261307	-87.629235005220679	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.543494198498083	3	6	5	4	8	6	5	8	9	10	10	12	14	17	0	1	1	1	4	1	1	2	5	2	5	11	12	13	1	2	2	1	3	2	1	1	1	2	1	1	2	2
97500	-83.438902410706575	-90.294390361665947	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693780877448169	3	5	5	4	7	7	6	9	8	10	11	12	14	17	0	1	1	1	4	2	2	2	5	1	5	11	12	13	1	1	2	1	2	1	1	1	1	4	2	1	1	2
98000	-79.199798655585667	-86.055286606545039	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522138211478926	3	5	5	5	7	5	6	8	8	10	11	12	14	17	0	1	1	1	4	1	2	2	5	2	5	5	12	13	1	1	1	1	1	1	1	1	1	2	2	3	1	2
98500	-83.504317436161955	-90.359805387121327	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730933712147598	3	5	5	4	6	5	6	7	8	8	11	12	15	17	0	1	1	1	4	1	1	2	5	2	5	5	12	13	1	1	1	1	1	1	1	1	1	2	2	4	2	1
99000	-89.576646973949835	-96.432134924909207	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661410019282515	3	5	4	4	7	7	6	9	9	8	11	10	14	17	0	1	1	1	4	1	1	2	5	1	5	5	11	13	1	1	1	1	1	2	1	2	1	2	3	1	2	2
99500	-94.884416880653887	-101.739904831613259	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679914360013884	2	3	4	5	7	7	4	8	8	9	9	11	13	17	0	1	1	1	4	1	2	2	4	1	5	5	12	13	1	1	1	1	1	3	1	2	2	3	1	2	1	2
100000	-80.921691920439585	-87.777179871398957	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696807227609320	2	5	4	5	7	6	4	8	8	11	9	12	14	17	0	1	1	1	4	2	1	2	5	2	5	9	12	13	1	2	1	2	1	1	1	1	1	3	1	1	1	2
