step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72
5000	-413.311004749124891	-411.913339847603822	-1.397664901521092	0.000010453334149	0.000008361924940	0.799928981647714	0.702543992850919	-1	1	2	3	4	5	7	8	8	9	9	9	10	9	10	9	10	8	11	10	10	10	11	12	11	11	13	12	11	13	13	13	14	15	13	15	17	16	17	17	18	18	17	17	18	17	19	19	19	21	20	22	20	22	21	21	22	24	25	27	26	29	28	30	29	32	33	33	33	33	35	36	0	1	2	2	4	5	4	6	6	18	7	7	7	8	9	9	9	7	11	7	12	16	13	16	9	0	21	22	0	26	28	29	30	27	28	31	31	30	35	27	44	0	0	36	38	34	37	46	41	0	41	56	37	42	49	37	56	56	56	59	59	59	60	62	59	62	64	64	66	66	69	69	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	3	2	2	2	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	1	2	3	1	1	2	1	1	2	2	2	1	1	1	1	2
5500	-403.428263452220051	-402.046790287787189	-1.381473164432841	0.000015560658251	0.000011429765573	0.734529695892282	0.675219765701639	-1	1	2	3	3	5	6	7	6	9	8	9	10	9	9	8	12	7	11	10	10	11	11	10	10	11	13	14	11	12	14	13	13	16	14	15	16	16	17	14	18	18	17	19	18	18	18	20	19	20	21	22	20	22	21	21	23	24	25	26	26	29	28	30	28	31	33	32	32	33	34	36	0	1	2	2	2	5	4	6	6	18	7	7	12	8	9	9	9	7	11	7	12	16	13	16	9	0	21	22	0	26	22	29	30	40	22	31	31	30	35	21	37	0	0	37	38	34	37	46	37	0	41	56	44	50	31	44	56	56	56	59	59	65	60	65	59	62	64	64	66	66	69	71	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	1	1	2	1	2	2	1	1	2	1	1	1	2	1	1	2	2	2	2	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	3	2	1	1	1	1	2	1	1	2	1	1	1	1	2
6000	-371.101814541735621	-369.635177312268013	-1.466637229467604	0.000035488983437	0.000011378303519	0.320615087193942	0.699100312689597	-1	1	3	4	3	5	6	7	8	7	9	8	10	9	9	8	12	10	10	10	10	11	12	12	11	10	12	13	10	13	13	12	12	16	14	15	16	16	17	17	16	18	17	18	19	17	18	20	19	20	21	20	20	23	21	23	22	24	25	27	26	28	28	30	29	32	33	32	32	33	34	37	0	1	2	2	2	5	4	6	6	4	7	7	7	8	6	6	9	10	11	7	12	16	12	16	9	0	21	22	0	33	22	29	26	27	22	31	31	33	35	27	36	0	0	37	38	21	41	27	41	0	41	44	44	42	49	52	52	56	56	59	59	59	60	59	59	65	64	65	64	66	69	69	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	2	2	2	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	1	1	1	1	1	3	1	3	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1	3	2	1	1	2	1	1	1	2
6500	-379.156012371439601	-377.597907930724432	-1.558104440715154	0.000078725935600	0.000020456746350	0.259847611771366	0.676540902469591	-1	0	2	2	3	5	6	8	7	9	8	8	7	7	9	8	12	10	11	11	10	11	11	12	9	10	13	12	12	13	13	13	12	15	15	14	16	16	17	16	18	19	17	18	18	17	19	19	18	20	22	20	19	22	21	22	22	24	24	27	26	29	29	30	28	30	33	32	31	32	34	37	0	1	2	2	2	5	4	6	6	7	7	7	4	6	9	9	9	10	18	11	12	16	13	16	9	0	23	22	0	33	28	29	26	21	28	31	36	30	35	27	37	0	0	37	38	27	37	34	37	0	41	49	49	42	49	52	52	56	56	59	59	58	60	60	59	65	64	62	65	66	64	71	1	1	1	1	1	1	2	2	1	1	1	2	2	2	2	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	3	2	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	2	1	1	2	2	1	1	1	2	2	1	2	1	1	2	1	2	1	1	1	2	2
7000	-368.928391786041573	-366.782786943861197	-2.145604842180397	0.000077339248685	0.000009204410545	0.119013446620104	0.607201285447155	-1	0	1	3	4	6	6	8	7	8	9	8	8	9	9	7	11	7	11	10	10	12	11	11	10	10	12	10	11	13	14	13	12	17	12	13	17	15	16	16	16	18	17	19	18	17	18	16	18	21	21	20	20	22	22	23	22	25	25	27	26	26	27	30	29	30	33	32	31	32	34	37	0	1	2	2	2	5	5	6	6	18	18	7	7	8	9	4	25	7	11	12	12	28	11	16	9	0	21	16	0	33	36	29	26	27	28	28	36	33	35	21	31	0	0	41	38	27	41	21	41	0	41	49	47	42	37	52	52	56	56	59	59	56	62	62	59	62	62	64	66	66	69	71	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	3	1	1	1	2	2	2	2	3	1	1	2	1	1	2	3	1	1	1	2	1	1	2	1	2	3	2	4	1	1	1	2	2
7500	-370.659132766902530	-368.186729236860231	-2.472403530042311	0.000118410290610	0.000010463360611	0.088365297960493	0.756869042608863	-1	1	2	3	3	4	6	8	6	7	8	9	9	7	9	9	11	9	11	10	10	11	12	11	9	11	12	13	12	13	14	14	12	15	14	13	17	15	16	16	15	18	14	17	18	17	18	19	19	19	20	22	21	22	21	24	23	25	24	27	26	28	29	30	29	31	34	31	31	32	34	38	0	1	2	2	2	5	4	9	6	7	7	11	7	7	9	14	9	10	11	12	12	16	10	16	8	0	13	22	0	33	36	29	26	12	28	22	41	30	35	19	31	0	0	41	38	21	41	46	44	0	37	51	51	50	49	52	52	56	52	59	59	59	60	65	59	65	64	62	65	66	69	71	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	3	1	1	1	1	1	3	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	3	2	2	1	1	2	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	2
8000	-399.902298760702934	-397.714800416653588	-2.187498344049365	0.000099329622444	0.000011343774692	0.114203340481352	0.649489682582747	-1	1	3	2	4	5	7	8	7	8	9	8	9	8	10	8	10	9	11	10	10	11	12	9	10	11	12	13	10	13	14	12	12	16	14	13	16	14	16	14	17	17	17	18	19	17	19	19	18	20	20	21	20	22	22	22	22	23	25	27	24	28	29	30	28	33	32	32	33	33	35	38	0	1	2	2	2	2	4	9	5	2	7	4	12	7	6	5	2	10	11	7	7	16	20	16	7	0	21	22	0	33	36	29	26	40	28	22	31	33	35	21	37	0	0	37	38	34	44	23	37	0	41	49	49	42	47	52	52	56	61	59	56	59	60	62	59	68	61	62	65	62	66	69	1	2	1	1	1	2	3	1	1	2	1	2	1	1	3	2	3	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	3	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	6	2	3	2	1	2
8500	-386.585374172313550	-384.823332774938535	-1.762041397375036	0.000096117944200	0.000017874109040	0.185960167879919	0.775126417113200	-1	1	3	2	4	5	6	7	6	8	10	9	10	8	9	9	10	8	11	11	10	11	11	10	11	10	11	14	12	12	14	14	14	15	13	13	16	16	17	15	17	18	18	18	18	16	19	17	19	21	21	20	21	22	21	23	22	23	25	27	24	29	27	30	29	30	34	33	32	33	34	36	0	1	2	2	2	4	4	6	6	7	10	10	7	2	14	14	15	7	12	12	12	24	12	16	15	0	21	22	0	26	36	29	30	21	22	22	36	33	35	21	37	0	0	41	38	27	37	34	44	0	41	44	49	42	44	52	52	52	61	61	55	59	61	60	59	65	64	64	66	66	66	69	1	1	1	1	1	2	2	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	2	1	2	2	3	1	1	1	1	2	1	2	1	2	2	1	2	2	1	2	2	2
9000	-376.354922152797087	-374.759130471643346	-1.595791681153724	0.000100402868574	0.000024283755391	0.241863163234586	0.653963169353209	-1	1	3	3	4	6	6	8	8	7	9	6	9	9	9	8	11	9	11	10	9	10	10	11	10	10	12	12	11	13	13	14	12	15	15	15	15	16	16	16	17	17	17	16	18	17	18	20	19	20	20	21	21	22	21	23	22	24	26	27	25	29	28	30	28	33	34	31	32	32	34	37	0	1	2	2	2	5	2	6	6	12	5	4	12	8	9	5	9	10	12	11	7	16	7	16	9	0	21	22	0	33	28	29	26	21	28	31	31	33	35	21	37	0	0	37	38	27	41	46	44	0	44	49	41	42	41	49	51	49	61	59	58	56	60	62	59	62	64	62	62	62	69	71	1	1	1	1	1	1	2	1	1	1	3	1	2	1	1	2	2	1	2	1	1	1	2	2	1	1	2	1	1	1	1	2	1	3	1	2	1	2	1	3	1	1	1	1	1	2	1	2	2	1	2	1	2	2	2	2	1	3	1	1	1	3	1	1	1	2	2	1	2	2	1	1
9500	-381.010311216564446	-378.983889241390386	-2.026421975174086	0.000104533309704	0.000014080575396	0.134699412422915	0.703163779304871	-1	1	3	4	4	5	8	9	7	6	9	10	10	8	10	9	11	9	11	10	11	12	11	11	11	10	13	14	10	12	15	13	13	17	14	14	16	16	16	15	17	18	17	18	18	17	18	18	19	20	21	21	20	23	18	24	22	23	26	25	26	28	28	29	29	32	34	32	32	32	35	38	0	1	2	2	2	2	10	6	5	4	7	6	18	5	6	9	8	10	11	7	12	16	10	16	9	0	21	22	0	26	36	29	26	12	22	22	31	30	35	20	37	0	0	41	33	21	37	23	55	0	44	44	44	42	37	57	52	52	56	56	56	59	56	59	58	65	64	65	65	62	66	71	1	1	1	1	2	2	1	2	1	1	1	2	1	2	2	1	1	2	1	1	1	2	3	1	2	1	1	1	1	1	1	2	2	3	1	1	1	1	1	3	1	1	1	1	2	2	1	4	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	2	2
10000	-365.139407516111646	-363.526241567495958	-1.613165948615690	0.000075589197111	0.000017722123202	0.234453121334243	0.740977465517615	0	2	3	3	4	6	7	8	7	9	8	9	9	8	9	9	11	10	11	10	11	11	12	11	11	11	12	12	12	13	14	13	14	16	14	15	16	15	16	15	15	18	14	19	18	18	19	20	19	20	21	21	20	23	22	23	23	24	25	26	26	27	29	30	29	32	34	31	33	31	33	37	0	1	2	2	2	5	4	6	6	7	7	11	7	6	9	6	9	10	11	10	12	16	13	16	9	0	21	22	0	26	28	29	30	27	28	28	41	30	35	19	31	0	0	37	38	12	37	21	36	0	49	53	36	50	49	53	52	56	56	59	59	59	60	62	59	65	64	65	66	62	66	69	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	1	2	5	1	3	2	1	1	1	2	2	1	2	1	1	1	1	1	2	2	1	2	2	2	1	1	2	1	2
10500	-369.160213248960133	-367.275896248774984	-1.884317000185167	0.000108889352218	0.000017267272600	0.158576318511072	0.645158698454431	-1	1	2	3	3	5	7	7	7	8	9	10	9	9	9	9	11	10	11	10	10	11	11	11	10	10	12	13	12	13	14	13	14	15	14	14	17	15	16	16	16	17	17	18	18	17	18	19	19	20	20	21	19	23	21	23	23	25	25	26	26	28	28	30	28	30	33	33	32	33	35	37	0	1	2	2	2	5	5	6	6	7	7	7	7	8	9	9	25	10	11	7	7	16	13	16	9	0	10	22	0	26	28	29	26	27	16	28	41	30	28	34	35	0	0	37	38	27	37	40	44	0	44	51	44	50	49	52	52	56	56	59	59	59	59	59	59	62	64	62	62	66	69	69	1	1	1	1	2	1	3	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	2	1	1	2	1	4	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	1	2	2
