step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79
5000	-422.172076364208749	-431.222919744660089	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985904764958078	0	11	13	16	44	37	35	24	42	38	43	44	49	40	30	38	46	48	47	41	44	44	34	51	44	41	49	45	43	60	45	45	55	52	46	55	56	47	47	47	53	51	49	41	55	53	46	54	55	47	40	45	56	51	52	56	56	54	49	63	55	49	60	51	57	72	63	54	56	59	62	56	58	65	62	66	69	65	72	0	1	2	3	44	15	15	3	6	7	10	6	25	23	8	15	26	9	44	10	9	16	15	47	16	6	6	7	14	12	10	14	39	35	15	52	54	44	12	44	40	26	10	6	64	52	14	51	22	31	15	16	21	28	50	35	42	52	32	37	52	25	5	23	34	77	48	12	46	62	17	50	36	42	73	72	30	56	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-409.915185382793254	-418.966028763244594	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979352699425154	6	13	18	18	35	31	39	36	32	44	38	39	52	41	40	38	39	43	42	43	38	39	52	49	46	51	48	49	38	58	44	45	54	49	46	47	53	42	55	48	46	51	45	46	54	53	47	50	54	49	56	40	48	51	56	48	52	51	46	55	62	56	60	55	50	62	65	55	59	57	61	62	60	69	58	66	69	73	76	0	1	2	2	6	4	9	9	4	7	5	6	43	8	29	9	5	17	17	11	9	6	20	15	17	44	11	52	5	34	22	16	34	20	52	20	24	7	43	11	16	53	11	17	36	40	32	52	24	7	58	5	52	12	48	11	52	17	5	21	42	56	45	32	47	60	23	24	26	45	62	51	39	63	26	69	51	71	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-419.107984447666070	-428.158827828117410	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994287278001197	4	12	19	24	39	37	36	32	35	47	32	45	56	40	32	47	42	43	29	41	44	40	48	40	48	45	47	50	45	59	45	46	46	56	41	51	53	50	53	44	55	48	50	48	53	43	50	54	52	40	55	51	49	48	56	50	47	55	44	54	55	35	60	51	61	64	65	59	61	61	61	59	67	65	60	65	61	75	77	0	1	2	3	15	62	3	4	19	22	4	50	38	9	19	59	9	22	3	11	35	9	35	9	5	9	17	21	17	54	21	5	9	53	7	46	53	33	25	50	64	18	12	59	53	50	24	10	10	9	44	44	5	26	26	29	12	56	22	18	36	15	64	46	45	37	47	12	42	52	38	16	13	70	13	23	28	66	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-407.120137488317141	-416.170980868768481	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.958194032990403	3	15	10	22	39	44	37	34	33	38	44	49	46	40	38	42	43	50	39	43	44	42	41	50	44	47	48	47	46	61	43	51	54	46	38	49	55	46	50	45	53	50	51	49	52	51	45	51	53	50	49	51	59	44	49	53	58	55	53	64	62	53	56	52	57	66	65	57	59	59	62	61	61	62	58	70	69	55	77	0	1	1	2	8	19	8	4	4	8	8	17	35	7	8	10	15	14	9	15	10	15	35	22	23	20	23	40	17	45	19	54	54	23	8	16	36	22	47	22	18	28	13	31	47	11	5	25	50	5	8	44	43	23	21	46	12	14	43	64	63	25	45	47	40	52	40	51	48	51	33	62	75	46	39	66	61	32	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-424.017529023283601	-433.068372403734941	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.955766258988878	4	15	13	22	32	43	35	31	38	45	43	45	51	40	37	34	46	45	41	40	47	46	49	46	48	52	42	44	40	61	47	47	55	43	43	51	46	50	45	39	56	41	48	44	52	43	49	50	56	47	52	51	46	42	54	48	52	53	54	59	56	51	48	56	42	67	53	53	61	54	64	61	57	62	63	66	73	54	60	0	1	1	3	4	19	8	4	7	42	20	27	50	8	7	8	27	42	40	16	29	15	28	9	65	35	16	27	7	70	20	54	35	20	42	46	7	17	35	8	23	7	20	40	35	7	46	40	44	44	50	43	29	15	43	6	37	54	12	68	57	19	27	13	16	70	18	46	49	32	78	51	29	73	64	30	79	39	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-403.178772575340588	-412.229615955791928	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.967236847423575	5	14	12	24	38	42	39	36	33	44	32	43	55	38	32	37	44	50	41	37	48	37	51	39	44	46	45	46	47	57	44	50	59	55	40	47	49	49	51	42	46	41	50	51	50	52	48	54	55	47	50	52	52	46	52	53	54	55	55	63	54	47	62	49	49	59	62	53	55	55	64	63	68	57	67	65	72	68	76	0	1	1	2	11	7	9	9	4	22	4	15	53	15	4	9	5	31	20	15	25	11	40	15	4	6	5	7	16	36	14	24	29	28	5	14	41	41	12	7	24	20	62	40	42	17	10	36	64	40	54	12	41	24	17	32	54	64	52	49	45	35	13	12	54	37	32	24	65	64	74	66	67	68	59	37	63	58	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-404.310514050392385	-413.361357430843725	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999620289866456	6	18	16	23	40	44	37	36	42	45	45	43	54	41	42	36	38	49	33	44	48	46	55	49	39	49	51	47	37	58	49	48	57	50	44	53	55	47	53	46	49	50	43	42	46	50	51	54	49	45	43	53	57	53	53	50	55	55	49	53	60	50	56	46	58	58	59	57	62	62	59	61	58	64	63	61	72	66	72	0	1	1	3	29	25	19	19	7	5	5	7	18	29	7	2	19	6	4	25	15	16	41	15	16	12	12	15	3	42	64	17	10	64	16	64	27	19	42	14	16	15	7	8	5	9	18	43	10	16	16	24	32	6	31	15	9	18	45	42	46	14	42	35	41	26	28	22	23	65	55	27	62	53	23	63	78	66	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-423.855719997651931	-432.906563378103272	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987725451812464	5	14	16	21	41	43	40	35	40	42	38	45	55	29	38	36	46	49	35	42	47	37	44	50	43	47	32	48	27	60	39	46	51	54	38	46	51	46	44	45	53	47	49	44	49	51	40	52	50	50	48	52	52	48	54	33	56	54	50	59	62	48	53	53	57	62	62	56	58	54	66	57	66	56	66	68	77	73	71	0	1	1	2	22	14	35	56	8	16	16	8	18	3	56	29	31	44	27	35	15	27	16	35	47	15	3	10	4	63	56	35	20	17	56	27	47	8	16	5	49	47	20	27	40	17	15	22	17	54	32	36	28	15	42	29	62	48	7	52	34	16	37	10	45	74	50	46	53	59	65	49	70	7	30	67	79	76	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-421.726844846938718	-430.777688227390058	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997927695529628	4	18	20	13	36	35	31	34	40	42	42	47	48	38	37	43	44	44	42	42	48	42	46	49	45	50	46	45	39	59	47	51	53	47	43	50	54	40	55	32	50	46	41	50	52	49	48	49	44	45	52	49	58	51	39	54	54	52	52	58	61	55	59	57	60	68	68	53	56	56	50	56	64	58	68	62	73	64	81	0	4	4	1	8	3	2	3	5	40	8	29	10	7	7	9	7	6	5	15	11	6	55	34	38	47	14	9	7	51	19	17	24	29	9	42	50	8	52	2	9	22	29	11	55	42	20	38	5	38	6	20	52	31	5	25	28	26	50	54	59	41	57	26	41	56	10	44	58	46	27	19	72	46	61	51	30	22	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-418.108383565430643	-427.159226945881983	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989019260360760	0	15	18	24	37	44	41	36	42	44	40	41	53	42	32	38	46	49	32	39	37	41	52	46	38	52	42	42	43	64	45	52	58	51	35	46	53	49	46	28	55	45	45	49	48	54	48	50	47	50	53	41	52	53	54	56	45	44	54	65	55	56	58	52	63	68	60	57	59	59	63	56	66	58	52	60	71	72	81	0	1	2	2	15	5	25	4	25	25	40	19	27	8	40	15	27	6	40	8	40	21	58	21	19	44	8	25	35	33	28	25	31	57	19	5	57	20	27	4	25	16	16	58	28	7	25	7	22	31	49	21	9	28	31	48	16	35	9	61	53	50	58	10	70	69	61	26	50	48	50	23	71	72	39	53	71	60	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
