step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26
5000	-269.994568573028459	-267.926477391701042	-2.068091181327443	0.000011264406495	0.000028383752148	2.519773426112221	0.599949752383283	9	10	10	13	12	11	12	12	10	13	14	13	16	12	13	16	15	18	17	16	19	20	20	22	23	26	0	1	1	3	3	1	3	9	1	5	7	9	17	9	9	11	3	6	17	3	15	9	20	18	20	24	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	3	3	2	2	2	5	1	2	3	2
5500	-238.229306331190770	-236.569579728674029	-1.659726602516730	0.000017626152919	0.000026399471383	1.497744374723694	0.805131905950173	9	11	11	13	12	12	11	12	13	13	14	14	16	14	16	16	14	16	16	16	18	19	21	20	22	23	0	1	1	3	3	1	1	3	8	5	7	9	17	9	9	11	3	6	17	3	15	9	20	6	23	24	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1
6000	-206.728411136233944	-205.325732532852101	-1.402678603381854	0.000035960151834	0.000029415839695	0.818012110490959	0.655995460938478	8	9	10	13	12	10	13	13	11	13	14	14	16	14	16	16	14	16	16	17	18	19	21	21	22	25	0	1	1	3	1	1	5	9	3	5	7	9	17	9	9	7	3	6	17	14	15	14	20	18	20	24	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	2	4	3	3
6500	-188.783772062824283	-187.248622185017126	-1.535149877807158	0.000076680909778	0.000020886137097	0.272377273012226	0.589890195610092	8	10	10	13	11	11	11	13	12	14	14	14	17	14	16	17	15	17	18	17	19	18	20	20	23	25	0	1	1	1	3	1	2	9	3	4	7	9	4	9	9	11	3	6	17	9	15	14	20	18	23	24	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	2	2	3	1	1	1	3
7000	-187.334643193837024	-185.222140097967014	-2.112503095870024	0.000364047247651	0.000044797308133	0.123053555332891	0.723463469800085	8	10	11	13	11	11	11	13	13	13	13	15	16	13	15	16	13	17	17	15	20	18	20	21	22	24	0	1	1	5	1	1	1	2	5	3	5	4	17	1	14	11	5	17	17	2	20	12	12	19	21	22	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	2	1	2	2	2	2	2	2	2	1	2
7500	-189.492526474957685	-187.378687009643841	-2.113839465313854	0.000277261863362	0.000034071627543	0.122886094503379	0.391682895202398	9	11	11	12	12	12	14	12	14	13	12	14	15	15	16	16	15	16	17	17	19	19	21	22	23	24	0	1	1	1	1	1	11	3	1	4	1	3	6	12	14	11	3	1	18	17	9	9	1	20	9	17	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	2	2	3	1	1	2	2	6	4	4	3
8000	-176.784654863013145	-174.561706172786018	-2.222948690227140	0.000491683453278	0.000054269336362	0.110374542808640	0.661233565181153	8	10	11	13	12	12	13	10	12	12	14	15	15	14	15	16	14	18	16	16	18	19	21	20	23	25	0	1	2	3	1	3	3	1	1	3	7	14	6	9	4	5	6	20	17	3	15	5	12	14	21	23	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	3	3	3	3	2
8500	-194.829859080375542	-192.921480758595550	-1.908378321779986	0.000386106924511	0.000059473510409	0.154033783475879	0.631455278947321	7	11	10	12	12	12	14	13	13	14	14	14	17	14	15	16	15	17	17	16	19	18	21	22	22	25	0	3	1	3	3	3	9	3	3	5	3	8	9	3	8	7	12	12	8	9	3	14	15	18	18	24	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	2	2	4	2	3	2	4	2
9000	-193.612044402912261	-191.215626613199248	-2.396417789713027	0.000356976702768	0.000033657129487	0.094283826438922	0.663681012017914	9	10	11	14	13	11	11	13	12	14	14	13	16	14	14	17	14	17	17	16	17	19	22	21	22	26	0	1	2	8	9	1	1	9	3	5	7	9	10	3	9	12	9	1	12	8	14	15	1	4	14	22	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	4	2	1	1	2	4	3	4	3
9500	-160.236877291115036	-157.799603985071627	-2.437273306043409	0.000351087970520	0.000031958839632	0.091028010971422	0.800236422647015	7	10	11	13	12	12	14	12	13	14	13	13	15	14	15	16	14	18	17	15	18	18	20	21	22	25	0	1	2	3	1	3	11	3	3	5	3	2	5	9	9	11	3	6	17	3	14	14	14	18	22	24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	1	2	3
10000	-180.309036082953497	-178.484442739256934	-1.824593343696572	0.000269033028989	0.000045992784480	0.170955903267813	0.618273626370241	8	10	10	14	12	11	14	13	13	13	13	11	15	14	15	16	14	18	17	16	20	19	20	21	22	25	0	1	1	1	3	1	1	3	12	6	3	1	6	6	9	6	3	3	17	4	9	7	7	18	23	24	1	1	1	3	1	2	3	1	1	1	1	2	1	1	2	2	2	4	2	1	3	3	3	2	1	2
10500	-186.043566380694983	-183.884751729803469	-2.158814650891524	0.000373326032991	0.000043851468218	0.117461586770568	0.805007018189367	9	11	10	14	11	11	13	13	14	14	14	13	16	14	15	15	15	18	17	17	18	18	20	22	23	24	0	1	1	7	1	3	1	1	12	5	7	1	4	12	9	10	12	9	13	10	15	9	21	18	18	14	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	2	2	2	1	2	3	4
11000	-171.815132222374160	-168.760677972811919	-3.054454249562252	0.000321746915475	0.000018369777582	0.057093873161082	0.756676578243970	8	10	10	14	12	11	13	13	14	13	12	14	16	14	16	16	15	16	17	17	20	19	22	21	20	25	0	1	1	5	1	3	11	6	1	6	3	5	4	5	12	9	12	9	9	5	9	14	13	22	17	24	1	1	2	2	2	1	1	1	3	1	1	1	1	1	1	1	1	1	2	2	2	2	3	1	3	1
11500	-180.521829610613480	-178.055933277589588	-2.465896333023900	0.000333592766570	0.000029639513062	0.088849387734555	0.454024163074329	8	11	10	13	13	11	13	12	13	14	12	15	15	14	16	16	16	17	17	16	19	19	21	21	21	25	0	1	1	6	3	1	3	2	3	9	3	2	5	2	9	11	2	13	6	9	9	14	16	18	1	6	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	2	2	1	3	1	2	2	3	2	5	6
12000	-172.151837465512870	-169.695249991183232	-2.456587474329643	0.000415574851962	0.000037214323497	0.089549026659232	0.569482860311401	9	11	10	14	11	12	13	12	12	12	12	14	16	15	14	16	15	17	16	16	19	18	21	21	21	25	0	1	1	2	1	3	9	1	1	5	1	11	15	9	3	7	15	15	15	12	14	14	22	18	14	24	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	2	1	1	2	1	1	2	3	2
12500	-210.150829250061065	-208.004892795871456	-2.145936454189597	0.000456900096685	0.000054359268510	0.118974079682700	0.558486486804092	8	10	11	13	11	11	11	13	12	13	14	13	13	14	15	15	12	17	18	17	18	19	22	21	22	24	0	1	1	3	1	1	1	9	2	3	13	9	17	9	1	6	5	6	9	16	16	20	19	6	14	4	1	1	2	2	2	1	2	1	1	1	1	1	1	1	4	2	1	2	2	1	2	1	3	4	5	4
13000	-176.155613392814473	-174.268003097589286	-1.887610295225180	0.000327508771218	0.000051726934884	0.157940609320878	0.513194700973482	9	10	10	13	12	12	14	13	14	13	13	14	17	14	16	15	15	18	16	16	18	19	22	22	22	26	0	1	1	3	3	1	11	5	1	5	3	5	17	6	3	11	3	9	9	14	12	17	8	18	5	23	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	2	2	1	1	2	2	3	2	4	2
13500	-173.053293138834732	-171.397316042823064	-1.655977096011654	0.000300456455393	0.000065524470003	0.218083082678490	0.741428275774389	8	10	10	13	12	11	13	12	13	14	12	15	16	15	16	17	15	17	17	15	19	18	22	22	22	25	0	1	1	8	3	3	11	3	3	5	3	8	4	9	8	11	3	1	17	9	15	13	8	6	18	23	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	4	1	1	2	1	4	6	2	1
14000	-195.585622924364884	-192.478355871200307	-3.107267053164569	0.000335142113507	0.000018465460659	0.055097404697798	0.677521466579544	8	10	10	13	12	11	13	13	13	13	13	15	16	14	15	16	15	17	18	17	19	17	21	19	22	25	0	1	1	1	1	3	6	6	1	6	3	14	17	4	4	7	6	17	17	6	9	6	21	13	14	24	1	2	2	2	3	1	1	2	2	1	1	1	1	1	1	1	2	1	2	2	3	4	1	2	4	2
14500	-186.988242712095996	-184.527921217691897	-2.460321494404111	0.000271126206067	0.000024202722950	0.089267368510351	0.334261817470281	8	10	9	13	12	10	11	13	14	14	13	14	16	14	14	16	14	17	17	16	18	19	21	21	21	24	0	1	1	1	3	1	1	1	3	5	7	1	3	3	3	14	3	9	2	3	17	8	22	19	20	24	1	1	1	3	2	1	1	2	3	1	1	4	3	3	2	1	3	2	5	2	2	3	1	2	2	1
15000	-191.900549710891170	-189.812101972969174	-2.088447737921985	0.000310101104202	0.000039114227744	0.126133790607056	0.612513718116197	8	10	10	13	11	12	14	11	12	14	13	15	15	13	16	17	15	17	16	17	18	19	22	20	22	23	0	1	1	1	1	3	6	3	3	6	3	2	10	5	13	17	5	5	6	12	14	8	20	5	24	12	1	1	1	1	2	2	1	1	1	1	2	3	1	1	1	1	2	2	2	1	1	3	2	4	1	2
15500	-178.838554445100101	-176.893978029013311	-1.944576416086784	0.000300717329754	0.000044391182317	0.147617639307757	0.476973673781014	9	10	10	11	11	11	12	11	12	13	12	14	13	14	15	17	15	18	17	16	19	19	21	20	21	25	0	1	1	1	3	1	3	1	3	5	1	9	1	9	9	2	3	17	13	14	15	8	2	22	16	24	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	4	2	2	2	1	2	3	5	1	3	4
16000	-168.938096817469585	-166.614926910229713	-2.323169907239871	0.000329983980959	0.000033194546912	0.100594419205737	0.727826627841088	9	11	10	13	12	12	14	12	13	13	14	15	17	13	14	16	15	17	18	17	18	19	22	20	21	24	0	1	1	1	1	1	5	3	5	3	3	9	17	1	5	1	4	4	13	12	15	21	11	18	9	23	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	3	1	2	1	1	2	1	3	2	4	1
16500	-187.157566212931272	-184.718534211219549	-2.439032001711716	0.000313303631053	0.000028476725955	0.090891783984713	0.634041435516659	9	11	10	14	13	12	13	12	12	14	14	14	16	13	15	17	15	17	17	16	19	19	20	21	21	22	0	1	1	1	3	3	3	3	3	5	7	9	4	9	9	11	5	20	4	5	14	15	4	19	5	3	1	1	1	2	2	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	2	3	4	6
17000	-173.252674431678770	-171.324925630262129	-1.927748801416644	0.000385672649975	0.000058059524271	0.150540942622015	0.578964140107081	9	11	10	13	12	12	14	13	13	13	14	14	17	14	15	15	15	17	18	17	20	19	20	21	22	25	0	1	1	3	3	1	1	3	1	5	6	3	17	3	12	6	4	4	5	4	8	14	8	23	19	24	1	1	1	2	1	2	2	1	2	1	1	2	1	2	1	1	1	2	3	2	5	2	4	1	2	2
17500	-175.659449942088457	-173.379277269922369	-2.280172672166092	0.000448734824472	0.000046944093401	0.104614330871894	0.540320958469466	9	11	10	14	12	12	13	12	11	14	12	14	16	14	15	17	15	17	17	16	18	19	21	20	21	25	0	1	1	5	3	1	3	9	1	5	1	9	1	9	9	17	6	15	9	12	12	5	18	13	17	25	1	1	1	1	1	1	1	1	1	1	1	2	3	2	2	1	2	1	4	1	3	4	2	2	3	2
18000	-175.763193061804657	-173.610412265390693	-2.152780796413964	0.000311871962117	0.000036852755544	0.118166299061441	0.685018348630963	9	11	11	13	13	12	13	11	13	14	13	13	17	14	15	16	15	17	17	16	18	20	21	20	22	25	0	1	1	3	3	3	6	1	8	9	6	3	17	8	12	7	14	1	3	3	15	18	13	20	18	24	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	3	3	2	2	2	3	1	2
18500	-165.301320057904661	-163.394817710679376	-1.906502347225286	0.000225867013723	0.000034869266673	0.154379632943776	0.706243996197267	8	11	10	14	13	11	13	13	12	14	12	14	15	14	15	16	14	18	17	17	19	17	21	21	22	22	0	1	1	3	3	1	11	9	1	5	3	9	17	9	14	11	6	3	17	14	14	14	4	18	20	24	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	4	1	1	2	1	3	1	2	1
19000	-170.183627652052792	-167.810977976724359	-2.372649675328426	0.000512525751865	0.000049336753473	0.096261999116742	0.779862865919894	8	11	10	14	11	11	13	12	14	13	11	14	16	13	15	15	15	16	17	15	19	19	20	19	21	24	0	3	1	3	3	1	11	3	10	5	1	2	9	1	3	7	3	15	13	9	9	8	13	17	24	21	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	3	2	2	1	2
19500	-181.213336220692469	-179.045519422697453	-2.167816797995003	0.000406937245257	0.000047376805781	0.116422879283502	0.692027520434234	8	11	10	13	12	12	12	12	13	14	13	14	16	15	16	16	14	17	17	15	18	18	20	21	21	25	0	1	1	8	3	3	3	3	3	5	7	9	4	4	9	17	2	4	8	4	4	9	13	18	18	4	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	2	2	6
20000	-186.048315375242566	-183.103027080805532	-2.945288294437036	0.000304818196641	0.000018765791417	0.061563881762952	0.408272309071016	8	11	11	14	12	12	14	12	14	13	13	13	15	14	15	14	16	17	17	17	19	19	21	21	20	26	0	1	1	6	3	1	11	3	1	5	3	1	1	6	14	6	14	17	9	13	15	14	14	17	1	6	1	1	2	1	1	2	1	1	4	1	1	3	4	1	1	1	1	1	2	1	2	2	3	3	5	5
20500	-178.188816699714266	-175.881419288661220	-2.307397411053053	0.000346149079547	0.000035321116701	0.102040186692964	0.577984138660398	8	10	10	13	12	11	12	12	13	14	14	15	16	15	15	15	16	18	18	16	16	18	22	20	23	25	0	1	1	3	3	3	3	1	8	5	3	9	2	4	4	7	5	17	16	11	9	17	3	4	15	23	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	2	1	6	3	3	1
21000	-176.885271947567617	-174.729216181708750	-2.156055765858863	0.000241741444980	0.000028473020684	0.117782950649046	0.748995490834254	9	11	10	12	10	11	14	12	12	13	13	15	17	15	14	17	15	17	18	17	19	20	20	21	22	25	0	1	1	3	1	1	11	3	3	3	3	9	17	10	9	11	9	10	10	12	15	12	20	18	20	24	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	1	3	2	2	2	2	1
21500	-188.561605185193031	-185.806762315520473	-2.754842869672565	0.000374527380484	0.000026469514959	0.070674445551232	0.459827544463017	8	9	10	13	10	11	14	12	11	13	12	14	17	13	14	17	15	17	17	17	19	17	19	21	23	25	0	1	1	1	1	2	11	9	1	9	3	9	17	9	3	7	8	2	15	4	4	4	6	23	22	20	1	1	1	3	1	1	1	1	2	1	1	1	1	1	2	1	1	4	2	2	3	2	3	1	3	5
22000	-175.998079759641712	-173.299831868974081	-2.698247890667626	0.000351149879331	0.000025902748500	0.073765505913762	0.574261316250465	8	11	10	13	11	10	14	12	13	13	12	15	16	13	15	16	15	17	16	15	20	18	22	19	21	26	0	1	1	3	3	1	11	3	3	5	3	9	17	1	9	11	14	9	1	14	15	4	9	18	3	23	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	2	4	1	1	2	4	2	4	2
22500	-176.020677872255760	-173.412172081440872	-2.608505790814878	0.000269661727545	0.000021329364281	0.079096742706051	0.592668840229896	8	10	10	13	12	10	13	12	14	14	14	14	16	15	14	16	15	18	17	17	17	20	21	21	22	24	0	1	1	1	1	1	5	3	5	3	7	5	5	1	5	11	3	14	9	4	15	12	18	6	22	18	1	1	1	2	3	1	1	1	1	1	1	1	2	2	1	1	2	3	2	2	2	3	1	4	2	3
23000	-204.789706120013193	-202.574584019496712	-2.215122100516495	0.000322965798211	0.000035914393194	0.111201846736858	0.555695818169495	7	10	9	14	11	11	11	12	12	14	13	14	16	13	15	16	13	17	15	15	19	19	21	21	22	24	0	3	1	14	3	2	1	3	1	9	7	17	17	3	9	6	3	16	17	17	20	18	12	20	22	25	1	1	1	1	2	1	2	2	2	1	1	1	1	1	2	2	2	1	1	2	2	2	3	3	2	2
23500	-177.981334043453586	-176.058150400999097	-1.923183642454486	0.000286270507306	0.000043327473729	0.151351510629363	0.677403212797618	9	11	10	12	12	11	13	13	13	14	11	14	17	15	15	17	16	17	17	17	19	19	19	21	22	25	0	1	1	3	3	1	11	1	3	5	3	3	17	1	5	11	9	14	4	6	15	19	15	18	21	24	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	2	2	1	3	2	2	1	2	2	1	2
24000	-160.201854111601904	-158.291131631535251	-1.910722480066647	0.000273364940967	0.000041989822125	0.153603538100865	0.571895744371365	8	10	10	12	12	11	13	12	14	14	13	14	13	14	16	16	14	17	17	15	20	20	21	19	22	24	0	1	1	3	1	1	5	1	5	8	5	5	3	1	9	11	3	6	13	5	15	14	21	18	23	24	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	2	2	2	2	1	3	2	1	1	1	3
24500	-200.675199178695891	-199.111120374444027	-1.564078804251868	0.000398134009870	0.000102240530720	0.256799289148257	0.462152468052036	9	11	10	12	11	11	14	12	11	13	12	14	16	14	15	17	15	17	17	15	19	18	21	21	22	26	0	1	1	5	1	3	11	1	3	9	1	1	17	2	1	3	5	3	13	3	9	1	19	15	8	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	1	4	1	3	4	5	2	3	6	5
25000	-194.999309772440398	-193.131185400915626	-1.868124371524779	0.000466490272033	0.000075463930769	0.161769570114663	0.548199697169599	9	10	10	13	12	12	13	11	12	14	14	14	17	14	15	16	15	16	17	15	18	19	21	21	22	25	0	1	1	5	3	3	3	3	3	5	4	9	17	9	9	2	9	10	17	3	9	11	13	18	6	4	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	4	1	1	1	2	2	2	3	3	6	6
25500	-183.018569969150803	-180.892118853874933	-2.126451115275873	0.000329749618947	0.000040006565655	0.121324069404792	0.575488040943620	9	11	10	13	10	11	14	13	12	13	14	15	15	14	15	16	15	17	18	16	19	20	22	22	22	25	0	3	1	3	1	1	3	3	6	6	5	9	1	5	8	2	1	4	13	14	16	13	4	17	22	23	1	1	1	2	1	1	2	2	1	1	2	1	3	2	1	2	3	2	1	2	2	3	3	4	1	2
26000	-178.871986195634662	-176.827453554930202	-2.044532640704447	0.000440867568143	0.000058238429556	0.132099600343904	0.704020695439305	8	9	10	13	12	12	14	11	12	13	12	14	14	15	15	17	16	17	18	17	19	19	21	18	21	24	0	1	1	3	3	3	11	3	1	5	3	8	9	4	4	9	9	6	4	14	18	16	14	6	20	22	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	3	2	2	2	1	1	2	3	2	2	2
26500	-183.995313377565139	-181.806731406712061	-2.188581970853084	0.000299293921832	0.000034144389446	0.114083136861584	0.652746250820663	9	10	11	13	12	11	13	13	11	14	13	13	15	14	15	16	15	17	17	16	20	19	22	21	22	24	0	1	1	1	1	1	1	9	2	4	3	9	3	6	14	11	4	16	1	3	13	14	21	6	19	13	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	2	1	1	3	3	2	3	1	4	2	4
27000	-179.808703880555214	-177.184285386987511	-2.624418493567696	0.000336820710911	0.000026309109957	0.078110131309061	0.606463301236308	8	11	11	13	12	12	13	13	14	14	12	12	15	15	15	16	16	16	16	15	19	17	21	21	23	25	0	1	1	3	3	3	11	1	12	5	3	1	3	3	8	12	12	4	4	8	17	9	17	6	22	23	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	2	3	2	2	1	2	1	2	4	3	2
27500	-171.395069377187212	-169.144116938407365	-2.250952438779857	0.000391115944568	0.000042042595528	0.107493944216654	0.730728795160752	8	10	10	14	12	11	12	12	13	12	13	14	15	15	16	17	14	17	18	16	18	20	20	21	22	24	0	1	1	3	3	3	3	3	8	1	1	9	4	9	9	7	5	4	20	9	20	15	3	13	13	25	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	2	5	4	2	1
28000	-176.435588203677469	-174.841933655549553	-1.593654548127928	0.000375425176550	0.000091156875794	0.242809703471363	0.560780009922684	8	10	9	14	11	11	12	12	13	13	13	14	16	14	14	16	14	18	17	16	19	19	22	20	22	25	0	1	1	5	3	3	1	6	5	5	7	7	14	7	3	8	1	13	15	12	17	9	12	18	13	24	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	2	2	1	2	1	2	2	3	1	3	2
28500	-180.906591783670706	-178.478164529617118	-2.428427254053580	0.000359581359462	0.000032980093455	0.091718028721818	0.632154512523681	8	10	9	13	13	11	11	12	13	14	13	14	15	15	16	15	15	17	16	16	18	17	19	20	21	23	0	3	1	3	6	3	3	6	3	9	7	9	9	5	4	7	8	17	17	4	9	1	5	6	16	25	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	3	3	2	3	4	1
29000	-171.029373066124975	-168.541835029124798	-2.487538037000165	0.000403910794065	0.000035243212526	0.087254941051845	0.698299078856688	9	11	11	13	11	12	13	11	13	13	14	15	16	15	14	17	14	16	18	15	20	18	21	22	21	25	0	1	1	3	1	3	3	1	8	5	7	9	17	9	9	11	3	6	17	9	12	13	12	18	14	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	3	2	4	4
