step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57
5000	-249.110678649673076	-247.607844363135058	-1.502834286538025	0.000011073378307	0.000012282735662	1.109213044228010	0.619101183484794	0	1	2	2	3	6	5	5	4	6	6	6	7	7	10	8	7	8	9	8	8	8	8	9	8	8	9	10	10	10	10	10	10	11	12	12	12	13	13	13	11	14	11	16	15	13	17	17	17	17	20	16	17	18	19	21	21	0	1	1	2	3	0	0	4	0	0	0	7	7	9	9	11	12	17	13	13	11	12	12	18	12	17	13	13	21	17	24	24	17	23	41	31	41	41	35	31	33	46	31	45	46	37	52	44	45	45	49	42	45	50	54	55	54	1	1	2	1	1	1	1	2	1	1	1	1	2	2	4	2	1	1	2	1	2	2	2	1	2	1	2	1	2	1	1	1	2	3	1	2	1	2	1	2	1	1	1	1	2	1	1	1	2	2	2	1	2	1	1	2	2
5500	-245.163649867966541	-243.655945924686080	-1.507703943280450	0.000013343497276	0.000014969365037	1.121847198528218	0.754546394638920	-1	1	0	2	3	6	5	4	6	6	6	6	7	7	7	7	7	8	8	8	7	8	8	9	8	8	9	10	10	9	10	10	10	11	12	12	12	13	13	13	11	14	14	16	15	13	17	17	17	16	20	15	17	18	19	20	21	0	3	1	2	2	0	0	4	0	0	0	7	7	6	11	6	12	12	13	13	10	12	17	23	17	12	13	13	16	18	22	24	30	23	41	31	41	37	37	31	33	38	36	46	42	35	52	44	45	46	49	46	45	50	54	55	54	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	2	1	1	2	1	2	2	1	1	1	2	1	1	3
6000	-246.201898379762838	-244.831364166000327	-1.370534213762504	0.000020238677244	0.000009688809187	0.478727392629370	0.677670196350583	0	1	1	2	3	6	5	6	6	5	5	6	7	7	8	7	7	8	9	8	8	8	8	9	8	8	9	8	9	10	9	9	10	11	12	12	12	13	13	13	11	14	12	16	15	15	17	17	17	16	20	16	16	18	19	21	21	0	1	1	2	2	0	0	2	0	0	0	7	7	11	9	6	12	17	13	13	14	12	12	18	17	17	28	7	16	32	22	12	32	18	41	32	41	41	35	31	33	38	31	45	42	42	52	44	46	42	46	42	42	50	54	55	54	1	1	1	1	1	1	1	4	1	1	1	1	2	2	2	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	2	1	2	1	3	1	2	1	2	1	1	2	1	1	1	1	1	2	1	4	2	2	2	1	2	3
6500	-233.750713775332287	-232.140378416231755	-1.610335359100538	0.000036687423194	0.000008644549952	0.235627067779091	0.642324586559470	0	1	2	2	3	6	4	5	6	6	6	6	7	7	10	8	7	8	8	8	8	8	5	9	8	8	8	9	10	9	10	10	10	11	12	12	12	13	12	12	11	13	14	16	14	15	17	17	17	17	20	16	16	18	19	21	21	0	1	1	2	2	0	0	5	0	0	0	23	7	9	16	14	23	12	13	13	11	17	7	17	17	12	13	17	16	17	30	12	24	12	41	31	41	39	41	31	33	39	40	42	42	42	52	46	46	46	46	45	46	50	54	55	54	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	2	2	1	3	1	2	1	2	1	1	1	2	1	1	2	3	1	2	1	1	2	2	3	2	1	1	1	2	2
7000	-236.153892267655124	-234.655437079951156	-1.498455187703977	0.000059447417004	0.000017580551696	0.295732810315287	0.736469837999771	0	1	2	2	3	6	4	6	5	5	5	6	7	7	8	7	7	8	9	8	8	8	5	7	8	8	9	10	10	10	10	8	9	10	12	11	11	11	13	13	13	14	14	16	15	14	17	17	16	17	18	15	17	18	19	21	21	0	1	1	2	2	0	0	2	0	0	0	23	7	6	6	9	23	24	13	13	14	17	7	12	17	23	13	19	11	18	32	23	24	17	38	31	34	30	35	36	35	41	36	46	42	37	52	44	42	49	44	46	49	50	54	55	54	1	1	2	1	1	1	1	2	1	1	1	1	3	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	3	1	1	1	1	1	2	1	1	2	2	1	3	2	1	2	1	2	1	1	1	1	1	2
7500	-267.914968444213798	-266.529785392618919	-1.385183051594861	0.000062824615486	0.000027166661167	0.432420651630943	0.666071068955776	0	1	2	2	3	6	4	3	6	5	6	6	7	7	10	8	7	6	9	7	8	8	5	7	8	8	9	10	10	8	10	9	10	11	11	11	12	13	13	13	13	13	14	15	15	15	17	17	16	16	18	15	17	18	19	20	21	0	1	2	2	2	0	0	4	0	0	0	23	7	6	14	14	12	23	20	7	9	12	7	23	12	24	20	13	11	18	22	12	32	26	33	28	35	35	33	31	35	37	12	39	42	42	52	44	45	45	47	39	49	42	54	55	54	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	2	1	1	1	1	2	2	3	2	1	3	1	1	1	1	1	2	3	2	2	1	4	2	2	2	2	2	1	1	1	2	1	4	1	1	2
8000	-265.120448753910125	-263.211781058674603	-1.908667695235537	0.000072724391542	0.000011198142325	0.153980557102733	0.577136665212334	0	1	2	2	3	6	4	6	5	6	6	6	6	7	10	8	5	7	9	8	8	8	8	9	8	8	9	9	8	10	10	10	10	11	12	12	11	13	13	13	13	14	14	16	15	14	17	17	17	17	20	16	17	18	19	20	21	0	1	2	2	2	0	0	2	0	0	0	17	7	9	11	14	7	17	20	13	6	17	17	12	12	17	13	18	11	22	18	23	26	23	37	31	32	37	35	31	37	35	31	35	42	37	46	45	45	37	45	38	46	50	54	50	56	1	1	1	1	2	1	1	3	1	1	1	1	2	1	2	1	1	2	1	2	2	2	2	2	1	3	3	2	2	2	1	2	2	2	1	2	1	2	1	2	2	2	2	3	1	1	2	1	1	3	3	3	3	1	1	3	1
8500	-253.061755369524633	-251.220755563533032	-1.840999805991596	0.000102706472779	0.000017191521278	0.167384983756825	0.725473057775354	-1	1	2	2	3	6	4	6	6	6	6	6	7	7	10	8	5	8	9	8	8	8	8	9	8	8	9	10	10	8	8	7	9	10	12	12	10	11	13	11	13	13	11	16	15	15	16	17	17	17	17	17	15	18	19	21	20	0	1	2	2	4	0	0	4	0	0	0	17	7	9	21	14	7	32	13	13	14	17	32	12	32	32	13	19	14	12	13	12	22	23	38	40	12	37	38	31	35	35	31	46	41	39	46	45	53	46	39	47	39	49	54	55	50	1	2	1	1	1	1	1	3	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	2	1	1	2	1	3	2	1	1	1	2	1	1	1	1	2	2	1	1	3	1	2	1	1	1	1	1	1	1	2	1	1	2	1
9000	-257.208525812627443	-255.591333818907401	-1.617191993720063	0.000066107225653	0.000015390067736	0.232804622861224	0.638271468681760	0	1	2	2	3	6	4	3	6	4	6	6	7	7	10	8	5	7	9	8	8	8	8	9	6	8	9	10	10	9	10	10	10	10	12	12	12	10	13	13	12	14	14	16	14	14	16	17	17	17	20	16	16	18	19	21	21	0	1	1	2	3	0	0	4	0	0	0	17	7	11	21	11	7	17	13	13	9	17	18	17	17	12	13	19	16	23	22	17	30	18	38	31	38	24	38	31	38	41	40	45	35	35	39	44	53	42	42	39	37	45	54	55	54	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	2	1	1	1	2	2	1	2	1	1	3	1	2	2	2	2	1	2	2	2	2	1	2	1	2	3	1	1	3	5	3	2	3	1	2	2
9500	-257.066990157723410	-255.525480999295496	-1.541509158427916	0.000065928069975	0.000017719310830	0.268767322269875	0.713137344328749	0	1	2	2	2	6	4	6	6	5	5	6	7	7	10	7	5	6	9	6	7	8	6	9	8	8	9	7	9	9	10	10	9	11	11	12	12	13	13	13	13	13	14	16	15	15	16	17	17	17	19	17	17	18	18	21	18	0	1	1	2	2	0	0	4	0	0	0	17	20	11	21	9	7	17	28	7	9	12	17	18	18	7	13	7	6	18	24	18	25	32	30	31	35	37	35	31	35	37	36	39	42	42	45	45	46	45	49	47	45	50	50	55	50	1	1	2	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	4	2	2	3	3	1	2	1	1	1	2	1	1	2	2	1	1	2	2	2	2	1	1	2	2	1	1	2	1	1	3	1
10000	-261.059225821413634	-259.426339526954052	-1.632886294459581	0.000074828526256	0.000016956527532	0.226605124820479	0.602470333802716	0	1	2	2	3	6	4	6	6	6	6	6	6	7	10	8	5	8	9	8	8	8	8	7	8	8	9	8	10	9	10	10	9	11	12	12	10	13	13	13	13	14	14	16	15	15	17	16	17	17	20	17	17	17	19	20	19	0	1	1	2	2	0	0	4	0	0	0	17	7	9	11	11	7	17	13	13	14	12	17	12	24	17	13	13	21	12	25	18	28	32	37	31	33	37	37	31	37	41	31	45	42	42	46	46	45	42	52	42	46	42	50	55	54	1	1	2	1	2	1	1	2	1	1	1	1	2	1	4	2	1	2	2	2	1	2	2	1	1	2	2	2	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	1	1	1	2	1	2	3	1	3	1	2	2	1	2
10500	-267.682714041300358	-266.057886246589021	-1.624827794711316	0.000083407321683	0.000019162368251	0.229744438075714	0.607188800327982	-1	1	2	2	3	6	4	6	6	6	6	6	6	7	10	8	5	8	8	8	8	7	7	9	8	8	9	9	10	9	10	10	10	10	12	12	11	12	13	11	13	14	12	16	15	15	14	16	16	17	18	17	17	18	19	20	21	0	1	2	2	3	0	0	4	0	0	0	17	7	11	21	11	7	12	13	7	9	12	17	23	12	12	13	17	21	18	23	17	24	18	37	31	24	37	37	31	33	38	31	46	42	42	41	39	45	38	41	47	45	50	54	55	54	1	1	1	1	1	1	1	3	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	2	2	3	1	1	1	2	3	1	1	1	2	2	1	2	1	3	1	2	1	1	1	1	2	1	5	4	3	2	1	1	1	2
11000	-253.860053830681125	-252.066885354873136	-1.793168475807980	0.000092145360182	0.000016420327386	0.178200262641318	0.695137151319402	0	1	2	2	3	6	4	5	6	6	6	6	7	7	9	7	5	8	8	8	8	7	6	9	7	8	9	9	9	10	10	9	10	10	12	12	11	13	13	13	13	14	14	15	15	14	15	17	17	15	20	17	16	17	19	21	20	0	1	1	2	2	0	0	4	0	0	0	17	7	9	9	9	7	23	7	13	9	12	17	18	12	17	13	7	21	12	32	23	24	26	37	31	33	37	37	31	37	38	36	46	46	41	39	44	41	42	45	47	39	53	54	57	54	1	1	1	1	2	1	1	2	1	1	1	1	3	1	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	3	1	2	1	2	1	2	1	2	2	2	2	1	2	1	1	1	1	1	4	1	2	2	3	1	2	1	2
11500	-255.832785196398419	-253.839588770371648	-1.993196426026763	0.000074587894291	0.000010419991923	0.139700845857206	0.601745487263392	0	1	2	2	3	6	4	5	6	6	6	6	7	7	8	8	5	6	9	8	8	8	7	7	8	8	8	10	10	10	10	7	10	11	11	12	12	13	13	13	13	13	14	14	14	15	16	16	15	17	20	17	17	18	19	21	21	0	1	1	2	2	0	0	4	0	0	0	17	7	9	6	9	7	7	13	13	11	32	12	12	18	12	13	7	21	24	13	17	12	26	28	31	35	35	35	31	35	37	40	38	39	45	46	39	35	41	50	47	49	50	54	55	54	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	2	2	1	2	1	1	1	1	2	1	6	2	1	2	2	3	3	1	2	1	2	2	3	2	1	1	1	1	1	1	2	3	3	2	1	1	1	1	1	2
12000	-274.453586886480537	-272.968311423788293	-1.485275462692247	0.000097896955793	0.000029898507452	0.305407938476005	0.751817483603605	0	1	2	2	3	5	4	6	3	6	6	6	7	7	10	7	5	7	9	8	7	8	8	8	7	8	9	10	10	10	9	10	9	11	10	12	12	13	13	10	12	14	13	16	14	14	15	17	17	17	17	16	17	18	19	21	19	0	1	2	2	2	0	0	4	0	0	0	17	12	6	16	11	7	17	20	12	6	17	17	17	12	17	23	13	16	24	23	24	18	26	12	40	35	37	32	31	33	38	40	45	39	33	42	44	44	45	52	47	45	50	50	55	54	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	1	1	2	1	1	2	1	2	3	2	1	2	1	3	2	2	2	1	1	1	2	1	2	2	1	3	1	1	1	2	1	1	2	1	1	2	1
12500	-255.030490716686529	-253.123655971769267	-1.906834744917258	0.000096107726182	0.000014831176419	0.154318253153180	0.641523806290104	0	1	2	2	3	6	4	6	6	6	6	6	7	7	10	8	5	8	9	8	8	7	8	9	8	8	9	10	10	10	9	10	10	11	12	11	12	12	10	13	12	13	14	15	15	15	17	17	16	16	20	17	17	18	19	21	21	0	1	1	2	2	0	0	4	0	0	0	17	7	9	14	6	7	12	7	13	6	12	22	25	17	12	13	19	21	24	18	12	25	25	39	31	39	39	24	36	39	37	36	35	41	42	50	42	45	46	35	45	49	50	54	55	55	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	2	1	2	2	1	2	1	1	1	3	1	2	1	1	1	1	2	2	3	2	2	1	2	1	2	2	1	2	2	3	2	1	1	1	1	5	2	1	2	1	2	2
13000	-281.385787871529715	-279.707982805115307	-1.677805066414414	0.000081930171487	0.000017255108962	0.210607504526363	0.715214562083600	0	1	2	2	3	4	4	5	5	5	5	6	5	6	9	8	5	7	9	8	8	8	8	9	8	8	9	7	9	10	9	9	8	11	11	12	12	13	10	13	13	14	13	15	15	14	17	17	17	17	18	15	17	18	19	18	20	0	1	2	2	3	0	0	4	0	0	0	17	7	11	16	11	7	12	20	28	6	17	18	17	12	18	28	13	11	23	22	28	18	23	39	31	18	39	33	31	39	37	31	41	41	37	52	41	45	45	45	42	41	50	50	50	54	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	4	2	1	2	2	2	2	1	1	1	1	1	3	3	2	1	1	3	2	3	2	2	2	2	3	2	1	1	1	2	1	1	1	1
13500	-254.504208524557384	-253.003405661332636	-1.500802863224748	0.000066591002446	0.000019583760457	0.294090188422228	0.716210133780008	0	1	2	2	3	6	4	5	6	6	6	6	7	7	9	8	5	7	9	8	8	8	8	9	8	8	8	9	9	10	10	10	10	11	12	12	12	13	13	12	11	12	13	16	15	15	16	17	16	16	20	17	17	17	19	20	21	0	1	1	2	2	0	0	4	0	0	0	17	17	11	14	9	7	17	13	13	14	18	18	18	18	18	13	13	11	24	12	12	12	12	41	24	41	41	41	31	33	34	31	45	39	38	46	44	37	46	49	45	49	50	54	55	49	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	4	2	2	2	1	2	1	2	2	2	1	1	3	1	2	2	1	1	3	1	1	2	1	1	1	1	2
14000	-243.005538953153405	-241.575354103878226	-1.430184849275171	0.000065384234794	0.000023388425903	0.357707419484795	0.690299969693117	0	1	2	2	3	6	4	4	6	5	6	6	6	7	10	8	5	8	9	7	8	7	8	9	7	8	9	10	9	9	10	9	10	11	12	12	12	13	13	13	10	13	14	16	15	15	17	17	16	17	20	16	17	18	19	21	20	0	1	1	2	3	0	0	5	0	0	0	17	7	11	6	14	7	17	20	13	11	12	12	12	12	17	20	32	16	26	24	22	24	24	41	31	41	41	41	31	26	37	36	39	42	42	52	44	37	45	50	46	46	50	54	55	54	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	2	1	2	2	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	2	2	1	1	2	1	2	1	1	1	1	2	1
