step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30
5000	-200.033626846975210	-206.889114797934582	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.539898361320016	3	9	20	19	22	21	23	20	22	23	24	24	24	27	29	27	28	31	33	34	34	37	38	41	44	44	43	46	48	51	0	0	4	2	4	8	4	4	4	6	9	4	8	7	7	6	9	17	16	14	9	16	0	21	27	24	22	26	28	28	1	1	1	4	1	1	3	1	2	1	1	3	2	3	2	2	3	2	3	4	7	5	1	4	1	1	3	2	1	2
5500	-190.647708215756865	-197.503196166716236	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601430189286250	2	9	19	18	22	21	21	20	21	23	24	23	24	25	29	29	29	32	32	33	34	37	38	42	42	44	43	47	48	50	0	0	4	2	4	8	8	4	4	8	9	7	8	6	14	14	11	17	16	14	17	16	0	22	22	24	25	25	26	22	1	1	1	3	1	1	1	1	1	2	2	1	2	2	3	2	2	1	2	3	3	3	1	3	2	2	1	2	3	6
6000	-189.187612049531594	-196.043100000490966	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.537829483937190	3	9	19	18	21	21	22	20	22	23	23	23	24	27	30	29	29	31	32	34	34	38	38	42	44	45	44	48	47	50	0	0	4	2	3	8	8	4	4	8	9	6	8	8	14	14	11	17	14	16	17	19	0	22	24	24	22	26	24	29	1	1	1	3	2	1	2	1	2	2	1	2	2	3	1	1	3	1	3	2	3	3	1	3	1	2	3	2	2	2
6500	-181.629637112376571	-188.485125063335943	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569391375231413	3	9	21	18	20	20	22	22	23	23	24	24	25	27	29	29	28	31	33	33	35	36	38	41	44	44	43	47	49	50	0	0	4	2	4	4	6	6	3	3	9	7	3	6	14	14	11	4	16	13	17	16	0	22	24	24	24	26	28	26	1	1	2	3	1	1	1	1	1	1	1	2	2	3	2	1	2	6	2	4	3	2	1	2	1	1	1	2	1	3
7000	-189.582413719094717	-196.437901670054089	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.479820740397682	3	9	20	19	22	20	23	21	21	23	24	22	23	26	29	28	28	32	32	33	34	37	38	42	42	45	43	47	48	50	0	0	2	2	4	4	6	6	3	8	9	4	6	6	14	12	11	11	14	16	17	20	0	22	22	24	25	26	26	29	1	1	5	4	2	1	1	1	1	1	2	2	2	2	2	3	3	3	2	2	3	1	1	2	1	2	1	1	2	1
7500	-196.954222326684203	-203.809710277643575	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609524749109956	3	10	19	18	21	20	23	21	22	23	24	25	24	25	28	27	29	32	33	33	33	37	38	40	44	44	43	48	47	49	0	0	4	2	4	4	6	6	3	8	9	8	6	8	16	6	11	17	14	6	17	16	0	20	27	24	24	26	26	29	1	1	1	5	2	1	2	1	1	1	1	1	2	2	1	3	2	1	4	4	3	5	1	3	1	2	1	3	1	1
8000	-189.328111358570908	-196.183599309530280	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.488808659061851	3	9	20	18	21	20	21	21	23	23	21	24	24	27	29	27	28	32	32	34	33	37	39	40	45	43	42	48	48	51	0	0	4	2	3	4	6	6	3	6	6	7	8	7	14	13	9	17	16	13	17	20	0	22	26	24	22	25	22	28	1	1	1	5	1	1	1	1	2	2	1	2	2	3	1	2	3	2	3	4	2	2	1	2	1	2	2	1	5	2
8500	-194.402367265575776	-201.257855216535148	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570924295574234	2	9	21	19	21	21	22	22	22	22	24	24	25	27	30	29	28	31	32	32	35	36	38	42	44	45	43	47	48	50	0	0	4	2	4	4	6	6	4	6	9	7	6	8	14	13	9	17	16	14	17	19	0	22	24	24	22	24	28	29	1	1	1	6	1	2	1	1	2	1	2	1	1	2	2	1	3	1	1	3	3	2	1	3	1	2	3	2	1	2
9000	-189.214998881222755	-196.070486832182127	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627593852169771	4	8	21	19	22	20	22	21	22	24	23	23	24	25	30	28	28	33	32	32	35	38	38	42	43	45	43	46	48	51	0	0	4	2	3	4	4	6	4	8	9	7	6	6	14	14	9	17	16	13	17	20	0	22	22	22	22	24	28	28	1	1	1	5	1	1	1	1	2	1	1	1	2	2	3	1	3	2	2	5	3	3	1	2	2	3	3	2	1	4
9500	-179.575178209102717	-186.430666160062088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545833132723278	2	10	20	19	21	20	22	21	23	23	22	24	24	26	29	28	29	32	32	32	34	38	38	41	45	44	43	47	46	48	0	0	4	2	4	4	8	6	11	6	4	4	7	8	12	6	11	17	8	13	17	19	0	22	27	24	22	26	26	26	1	1	1	4	1	1	1	1	1	2	1	2	1	2	3	3	3	2	6	4	2	3	1	2	1	1	2	1	1	2
10000	-182.707842426826659	-189.563330377786031	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.464537637105930	3	10	20	18	21	20	22	22	22	23	23	25	24	26	29	27	27	31	31	34	35	38	39	42	45	45	42	46	47	49	0	0	4	2	3	4	4	6	4	8	4	7	6	6	14	8	11	11	14	16	18	19	0	22	24	24	22	26	26	26	1	1	1	3	1	1	2	1	2	1	3	1	2	2	2	2	2	3	3	4	2	3	1	2	1	2	2	1	1	2
10500	-189.516261864309200	-196.371749815268572	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.472941429565163	3	8	20	19	21	20	21	21	21	23	24	25	24	27	30	27	29	32	32	33	35	37	39	41	44	44	44	47	48	50	0	0	4	2	4	4	4	6	4	8	9	7	8	10	14	10	9	11	16	13	18	14	0	22	24	24	24	26	26	29	1	1	1	6	1	1	2	1	1	2	2	2	2	2	2	1	2	3	2	4	1	5	1	2	2	1	1	1	1	1
11000	-196.365687400547642	-203.221175351507014	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.457014582547035	1	9	20	18	22	20	22	22	22	24	24	24	24	26	29	28	26	32	32	32	33	38	38	41	44	45	42	47	47	51	0	0	2	2	3	4	4	6	4	8	9	7	7	13	14	14	9	17	13	13	18	4	0	22	27	24	22	26	26	29	1	1	6	4	1	1	2	1	2	1	2	1	1	2	2	1	2	3	4	4	1	10	1	1	1	2	2	1	2	2
11500	-183.374212257901348	-190.229700208860720	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544206751024892	3	9	21	16	21	19	23	21	22	24	23	24	24	26	30	28	28	31	32	33	34	38	38	42	44	44	43	47	48	50	0	0	2	2	4	4	8	6	3	3	9	7	8	10	16	10	9	9	16	13	17	16	0	22	22	24	22	25	24	29	1	1	4	2	3	1	1	1	1	2	1	1	1	1	1	2	3	4	2	4	2	4	1	2	3	1	2	1	3	1
12000	-179.647621753205129	-186.503109704164501	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630231801600142	3	9	21	19	21	20	23	22	21	23	23	24	24	26	30	28	28	32	31	33	35	38	38	41	42	45	44	48	48	50	0	0	4	2	4	4	8	6	4	4	9	7	4	6	7	14	11	17	16	13	18	20	0	22	22	25	25	25	26	24	1	1	1	4	1	1	1	1	1	2	1	1	2	3	3	1	2	3	2	3	1	3	1	2	2	2	1	3	1	5
12500	-187.751863485015519	-194.607351435974891	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579696463613928	3	9	19	17	21	20	23	21	21	24	23	24	24	27	29	26	29	33	32	32	34	38	38	40	42	44	43	47	48	50	0	0	4	2	4	4	6	6	4	6	9	7	6	7	7	13	11	17	14	14	17	19	0	22	24	24	22	22	26	29	1	1	1	3	2	2	2	1	2	1	1	1	2	3	2	1	2	2	3	3	1	3	1	1	1	2	1	4	2	2
13000	-188.039759252247620	-194.895247203206992	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.454895331399573	3	9	20	18	20	21	22	22	21	22	24	24	25	25	30	28	28	31	30	33	33	38	37	41	45	45	42	47	48	51	0	0	4	2	4	4	6	6	4	4	9	6	8	8	14	14	9	17	16	13	17	14	0	22	27	24	22	26	28	29	1	1	1	3	1	2	1	1	2	2	1	3	2	2	3	2	3	2	1	4	3	6	1	2	1	2	2	1	1	2
13500	-175.603577970008530	-182.459065920967902	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565842597028125	3	9	21	19	21	20	23	22	22	24	24	24	23	26	29	28	28	33	30	33	34	38	38	41	44	44	42	47	47	49	0	0	4	2	4	4	6	6	4	8	9	7	6	8	14	7	11	17	14	16	17	16	0	22	27	24	22	24	24	28	1	1	1	4	1	1	2	1	2	1	1	1	2	2	1	2	2	3	2	2	3	3	1	1	2	1	2	3	3	1
14000	-192.804661265827207	-199.660149216786579	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.499571883293932	4	9	21	19	21	20	22	22	22	24	24	24	25	24	28	29	28	32	32	33	33	37	37	41	45	44	43	46	49	51	0	0	4	2	4	4	4	6	4	4	4	7	6	7	7	14	11	17	16	13	17	16	0	22	26	24	22	26	28	26	1	1	1	6	1	1	2	1	1	2	2	1	3	1	2	2	2	2	1	3	3	5	1	4	1	2	3	1	2	4
14500	-177.518523605036648	-184.374011555996020	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.528719616412751	3	9	20	18	21	21	22	22	19	22	24	24	24	27	29	28	29	31	33	33	34	37	38	40	45	44	43	47	48	50	0	0	4	2	4	4	4	6	4	6	9	7	6	8	14	8	11	17	16	14	17	20	0	22	26	24	24	25	28	29	1	1	1	4	1	1	2	1	1	1	3	1	2	2	1	4	2	2	3	3	2	2	1	2	1	2	2	1	1	2
15000	-175.423742880120443	-182.279230831079815	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.517522050246555	3	10	20	19	22	21	22	22	22	23	23	24	24	25	29	28	28	32	33	32	35	37	39	41	45	44	44	48	48	50	0	0	4	2	3	4	4	6	4	6	9	7	8	6	7	6	11	17	16	6	17	20	0	22	24	24	22	25	26	29	1	1	1	4	1	1	2	1	1	1	1	1	1	2	3	3	2	2	3	4	3	3	1	1	2	2	3	2	2	2
15500	-176.451425090325728	-183.306913041285100	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.489613101604311	4	9	20	19	21	20	22	21	22	23	23	24	25	25	29	28	29	33	32	33	32	37	38	41	44	44	43	48	48	51	0	0	4	2	4	4	4	6	3	8	9	4	8	8	7	14	9	17	16	14	17	16	0	22	24	24	24	22	26	29	1	1	1	4	1	1	2	1	1	1	1	2	2	2	4	2	4	2	2	4	1	4	1	3	1	2	1	5	2	1
16000	-195.248441593542395	-202.103929544501767	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.498419162158773	4	9	21	19	21	20	22	22	22	23	24	23	24	24	29	27	29	31	32	32	34	37	38	42	45	45	42	47	47	51	0	0	4	2	4	4	4	6	5	4	9	7	7	6	16	8	11	17	16	13	4	21	0	22	22	24	22	26	22	26	1	1	1	4	2	1	1	1	1	2	1	1	1	2	1	2	2	1	3	4	9	1	1	3	4	2	3	1	4	3
16500	-195.797967240749273	-202.653455191708645	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.430470596879005	4	8	21	18	20	20	22	22	22	24	24	24	24	25	30	28	26	32	32	32	34	38	38	41	45	44	42	47	48	51	0	0	4	2	4	4	6	6	4	8	9	7	8	8	16	6	9	17	4	13	9	16	0	22	26	24	22	24	26	29	1	1	1	5	1	2	1	1	3	1	2	1	2	2	1	4	2	3	5	3	6	6	1	1	1	2	3	2	2	1
17000	-190.328363558780552	-197.183851509739924	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.474030820556079	4	10	21	18	20	20	23	21	20	23	24	25	24	27	28	28	27	33	32	33	34	36	38	41	44	45	40	46	48	50	0	0	2	2	4	4	8	6	4	6	9	7	3	10	7	14	11	17	16	14	17	16	0	22	27	25	22	24	26	29	1	1	6	4	1	1	1	1	1	2	2	1	2	3	2	1	1	3	2	2	3	3	1	2	2	1	3	3	1	1
17500	-183.845355935760296	-190.700843886719667	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.488600401585346	4	10	21	19	21	20	23	22	22	22	24	24	24	27	29	25	28	32	32	32	33	37	38	41	43	44	44	46	49	50	0	0	2	2	4	4	6	6	3	4	9	7	6	6	14	6	9	17	14	14	17	14	0	22	24	22	24	24	27	28	1	1	4	4	1	1	2	1	1	1	1	1	2	4	1	2	3	2	2	2	2	5	1	2	1	4	2	2	3	2
18000	-190.116005368669732	-196.971493319629104	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.396334630292061	3	10	19	18	22	19	23	21	22	23	23	24	24	27	29	27	28	32	31	33	34	37	37	42	44	43	43	46	48	50	0	0	2	2	3	4	8	6	3	8	9	4	6	12	4	6	11	9	15	13	18	14	0	22	26	22	24	26	28	26	1	1	4	4	1	1	1	1	1	1	1	3	2	1	5	4	3	6	1	4	1	4	1	3	1	3	1	1	1	3
18500	-184.091844443478038	-190.947332394437410	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.481858616535961	2	9	20	19	21	20	22	22	22	22	24	24	24	26	29	27	28	31	33	33	32	37	38	41	43	44	43	47	48	50	0	0	2	2	3	4	4	6	3	3	9	3	6	8	16	8	9	17	14	16	17	3	0	22	24	24	24	24	28	25	1	1	5	5	1	1	2	1	1	1	1	2	2	2	1	3	2	2	3	3	2	8	1	2	1	1	1	3	1	3
19000	-181.222943807821338	-188.078431758780710	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506113032417214	4	10	18	20	20	20	22	21	21	23	23	24	22	26	29	28	28	31	32	30	34	37	39	40	43	44	43	47	49	50	0	0	2	3	3	3	3	6	4	8	3	7	6	8	16	3	9	17	14	14	17	19	0	22	24	22	24	26	26	29	1	1	3	1	1	1	2	1	1	1	3	1	1	2	1	6	4	2	3	2	2	2	1	1	1	3	2	2	2	1
19500	-171.961363032763842	-178.816850983723214	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654870110358528	4	10	19	20	21	20	22	22	22	23	24	24	24	26	29	28	28	33	32	32	35	37	38	41	45	43	43	47	49	51	0	0	2	3	3	3	6	6	3	8	9	7	6	8	12	8	9	17	16	13	17	20	0	22	24	24	24	24	28	28	1	1	3	1	1	1	1	1	2	1	1	1	2	2	2	2	3	2	2	4	3	2	1	1	2	1	1	2	1	2
20000	-183.515898010608510	-190.371385961567881	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660759924479501	4	9	18	19	22	20	22	22	22	22	23	23	24	26	29	29	28	31	31	33	34	37	38	41	45	41	43	47	49	48	0	0	2	3	3	3	6	6	3	6	9	7	7	8	7	13	11	17	16	16	17	20	0	22	26	22	24	26	30	28	1	1	3	1	2	1	1	1	2	1	1	1	1	2	3	3	2	2	1	2	2	3	1	2	1	2	1	3	1	1
20500	-184.867922146846155	-191.723410097805527	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491762026397940	4	9	18	19	21	21	22	20	23	24	24	24	24	26	27	28	27	33	32	31	35	37	37	42	44	45	43	48	48	49	0	0	2	3	4	8	3	3	4	8	9	7	6	7	7	14	11	11	16	13	18	18	0	22	24	25	22	26	26	29	1	1	5	1	1	1	2	1	1	2	1	1	1	2	2	1	2	4	2	3	1	3	1	2	1	1	2	1	1	1
21000	-192.551874979528492	-199.407362930487864	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.383173291144269	3	8	19	20	21	20	21	22	23	24	23	24	23	25	28	29	28	32	31	33	34	37	37	41	45	43	43	45	48	50	0	0	2	3	3	3	3	6	3	6	3	7	6	8	14	8	11	9	16	13	17	16	0	22	24	24	24	22	26	29	1	1	6	1	1	1	1	1	3	3	2	2	1	2	2	3	2	5	1	4	3	4	1	2	2	1	2	5	2	1
21500	-200.965103972734539	-207.820591923693911	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.438695193676984	2	9	19	20	21	20	23	21	21	23	24	22	24	26	27	28	29	31	31	33	34	35	38	41	44	44	43	48	48	51	0	0	2	3	3	3	9	6	4	3	9	6	7	6	7	8	9	9	16	16	18	16	0	22	24	24	22	26	27	29	1	1	5	1	1	1	2	1	1	2	2	1	1	3	2	3	4	6	1	2	2	4	1	3	2	1	4	2	2	2
22000	-175.702628725099657	-182.558116676059029	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612850209715771	4	9	19	20	21	20	22	22	23	24	24	25	25	26	30	28	28	32	33	34	34	37	38	41	45	44	44	45	48	51	0	0	2	3	3	3	3	6	4	8	9	7	7	10	7	14	11	17	16	8	17	20	0	22	27	24	24	26	28	29	1	1	4	1	1	1	2	1	2	1	1	2	1	1	3	2	3	2	2	7	3	2	1	2	1	2	1	1	1	2
22500	-197.201656826789645	-204.057144777749016	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508219994960223	3	10	18	20	20	21	20	22	22	23	22	25	24	25	29	28	29	32	31	34	34	38	39	42	44	45	44	47	47	49	0	0	2	3	3	3	3	6	3	6	3	7	6	3	14	8	11	17	14	14	17	20	0	22	22	24	24	24	22	26	1	1	3	1	1	1	2	1	2	1	2	4	2	3	3	3	4	2	3	3	2	2	1	2	2	2	2	3	4	2
23000	-192.798822213444339	-199.654310164403711	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496333917827822	3	9	18	18	22	20	22	21	23	23	21	24	25	26	29	28	28	32	32	32	34	38	39	41	42	44	44	47	47	50	0	0	2	2	4	3	6	4	11	6	3	7	8	6	7	14	11	17	16	13	17	14	0	22	22	22	25	26	26	29	1	1	4	4	1	2	2	2	1	2	2	1	2	2	2	1	3	3	2	3	2	5	1	2	2	3	2	2	1	2
23500	-187.919375911069011	-194.774863862028383	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.442521761010501	3	9	21	18	21	20	21	22	23	23	22	24	24	25	29	28	28	33	32	33	34	37	37	41	45	44	43	46	47	50	0	0	2	2	4	4	4	6	11	6	3	3	3	10	14	14	9	17	14	13	17	19	0	22	24	24	24	24	26	29	1	1	6	3	2	1	2	2	1	2	1	2	2	2	2	1	2	3	4	5	2	2	1	2	3	3	1	3	1	1
24000	-189.773898742176868	-196.629386693136240	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.363954125421590	3	9	20	16	21	20	22	22	20	23	22	25	23	26	29	28	28	32	33	33	32	37	39	39	44	44	44	46	48	51	0	0	2	2	4	4	6	4	4	3	9	7	6	8	14	14	9	17	16	13	17	20	0	22	24	24	22	26	26	28	1	1	5	4	2	3	1	2	1	1	1	1	1	2	2	1	4	2	2	4	2	2	1	1	3	2	4	1	2	3
24500	-189.598942422649770	-196.454430373609142	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.337957754030527	3	9	21	18	20	20	22	22	19	24	23	24	25	26	30	29	27	32	33	33	33	37	38	41	44	45	43	46	49	50	0	0	6	2	4	4	4	6	4	6	9	7	8	6	7	10	11	17	6	16	17	19	0	22	24	24	24	25	24	26	1	1	1	4	1	1	2	1	1	3	2	1	2	2	4	2	2	1	6	2	4	2	1	2	2	2	1	1	4	3
25000	-198.210970852389408	-205.066458803348780	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.460815385011494	3	10	20	18	21	19	22	21	22	23	24	23	25	26	29	28	28	32	32	31	34	38	38	40	44	44	43	44	48	48	0	0	2	2	4	4	6	6	3	6	9	7	10	6	14	14	11	17	16	13	4	14	0	22	22	24	22	22	22	24	1	1	4	4	2	1	2	1	1	2	2	1	1	4	3	1	1	2	1	3	9	4	1	1	3	2	2	3	5	5
25500	-178.573884514986190	-185.429372465945562	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.464986640602482	3	10	21	19	20	21	22	22	22	24	24	24	24	27	29	28	29	31	32	33	34	37	37	41	45	44	43	45	48	50	0	0	2	2	4	4	6	6	4	6	9	3	8	8	7	6	11	17	16	14	17	19	0	22	24	24	24	24	26	29	1	1	5	4	1	2	1	1	1	2	1	1	1	3	3	3	3	2	2	2	3	2	1	2	2	1	1	2	1	1
26000	-202.732734893977721	-209.588222844937093	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534372487359797	3	10	19	19	22	21	22	22	22	23	24	24	23	27	29	27	28	32	32	33	34	37	38	40	45	44	43	47	48	51	0	0	2	2	4	4	4	3	3	7	9	6	7	13	7	10	9	17	16	14	18	19	0	22	22	24	24	26	26	29	1	1	3	4	2	2	3	1	2	1	2	2	1	2	3	2	3	1	2	4	2	2	1	1	4	2	1	1	1	2
