step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11
5000	-31.658326480736143	-38.513814431695515	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.761242425165106	1	3	5	6	6	9	7	8	10	12	14	0	1	2	3	2	5	3	5	8	9	10	1	1	1	1	1	1	1	1	1	1	1
5500	-42.101277260448754	-48.956765211408126	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632842691506890	1	3	5	7	7	6	7	7	9	11	14	0	1	2	2	3	3	3	6	5	7	10	1	1	1	2	1	1	1	1	1	2	2
6000	-48.425140449845536	-55.280628400804908	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577436801431953	1	4	3	6	6	9	6	7	8	11	15	0	1	1	1	2	1	3	3	7	1	8	1	2	1	1	1	4	1	3	1	5	4
6500	-38.224073140377776	-45.079561091337148	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.857521171988024	2	4	5	4	6	9	7	7	9	11	13	0	1	2	1	4	5	1	3	7	8	10	1	1	1	1	1	1	3	1	1	1	1
7000	-40.798543767824015	-47.654031718783386	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.347803266965015	2	4	4	7	6	8	7	6	10	12	13	0	1	1	2	3	3	3	3	8	8	1	1	1	1	2	1	3	1	1	3	2	5
7500	-38.311449987383085	-45.166937938342457	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.538025005284271	1	3	4	7	5	7	6	6	10	13	14	0	1	1	3	2	3	1	3	3	1	9	1	1	1	1	1	1	2	1	3	4	2
8000	-39.266842011715752	-46.122329962675124	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562521515574390	1	3	4	5	6	7	7	7	10	11	12	0	1	1	3	3	3	3	3	8	8	5	1	2	2	1	1	2	2	2	2	2	2
8500	-43.728981874827262	-50.584469825786634	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.376119004053994	1	3	4	6	5	8	8	7	10	13	14	0	1	1	2	2	4	1	1	2	1	9	1	1	2	1	1	1	4	3	3	6	2
9000	-45.062454627220745	-51.917942578180117	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506193227584336	1	3	4	7	6	8	6	8	9	12	14	0	1	2	5	3	4	1	5	3	3	10	1	1	1	1	1	1	2	1	2	4	1
9500	-43.954076807314294	-50.809564758273666	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785755792891564	2	3	5	4	4	8	7	7	10	10	14	0	1	2	2	1	1	3	3	7	8	10	1	1	1	1	1	2	1	1	1	2	1
10000	-37.815135273962440	-44.670623224921812	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.779762213779187	1	3	4	7	6	8	7	7	10	12	13	0	1	2	5	1	3	1	5	7	7	10	1	1	1	1	2	3	3	1	1	2	1
10500	-40.225333687929840	-47.080821638889212	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.884408279669376	1	3	5	7	7	7	8	7	10	11	14	0	1	2	3	2	3	3	3	8	5	10	1	1	1	1	2	1	1	1	2	2	1
11000	-44.493565003666632	-51.349052954626003	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.535378300469558	1	3	5	6	7	9	8	5	10	11	14	0	1	2	1	4	5	1	1	7	5	10	1	1	1	3	1	1	4	3	1	1	2
11500	-36.298175973851890	-43.153663924811262	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.989230584068654	1	3	5	6	7	7	7	6	10	12	13	0	1	2	2	3	8	3	2	5	9	10	1	1	1	1	1	1	1	1	1	1	1
12000	-47.806831701505430	-54.662319652464802	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557444677800479	1	2	4	5	6	8	7	6	10	12	14	0	1	2	2	3	3	1	1	5	8	6	1	1	1	1	2	3	2	2	2	2	2
12500	-45.471294506348258	-52.326782457307630	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.539916702638283	1	3	4	7	6	8	7	6	11	11	14	0	1	2	2	2	4	3	1	1	4	9	1	1	1	2	1	1	2	2	5	1	1
13000	-40.509311058681213	-47.364799009640585	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670274416557832	2	4	5	5	6	8	4	8	8	12	14	0	1	2	2	7	3	1	5	5	9	10	1	1	1	1	1	2	1	1	1	1	1
13500	-38.696995455205936	-45.552483406165308	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556213711663116	1	3	4	6	6	7	8	7	9	12	14	0	1	1	3	1	3	3	3	3	8	8	1	1	2	1	2	1	1	1	2	3	3
14000	-31.112899696806124	-37.968387647765496	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.779496035414371	2	4	4	6	7	8	8	6	9	11	14	0	1	1	3	8	4	8	3	5	6	10	1	1	1	1	1	1	1	1	1	1	1
14500	-41.302464490283683	-48.157952441243054	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.858911336247391	2	3	4	7	5	8	8	5	10	12	15	0	1	1	5	2	8	4	3	1	9	10	1	1	1	1	1	2	1	1	3	1	2
15000	-38.606313146970493	-45.461801097929865	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769223873462507	1	3	4	5	6	7	7	8	10	11	13	0	1	1	3	1	4	3	1	3	8	9	1	1	1	1	2	1	1	3	2	1	1
15500	-39.434648984698022	-46.290136935657394	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503513169404113	2	4	4	6	6	6	8	7	11	13	14	0	1	1	2	1	2	6	5	5	7	3	1	1	1	1	2	1	1	1	2	2	4
16000	-33.399118599852365	-40.254606550811737	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.923215074068577	1	3	3	6	5	8	7	8	10	12	14	0	1	1	2	3	4	5	7	8	9	10	1	1	2	1	1	1	1	1	1	1	2
16500	-32.126208147339526	-38.981696098298897	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.894093837609560	1	4	4	6	6	6	5	8	9	12	14	0	1	1	2	3	3	1	5	8	8	10	1	1	1	1	1	1	2	1	1	1	1
17000	-38.736948501387907	-45.592436452347279	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524348742679324	2	4	4	6	5	9	7	7	9	12	14	0	1	1	1	2	4	3	3	7	1	10	1	1	1	3	1	1	2	1	1	5	1
17500	-37.969648423953316	-44.825136374912688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665999775078876	2	3	4	5	6	8	6	6	9	11	14	0	1	1	3	3	1	1	3	6	8	10	1	1	1	1	1	3	2	2	1	2	1
18000	-32.762362946947235	-39.617850897906607	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.766944941035193	2	3	4	6	5	8	7	8	10	11	13	0	1	1	2	2	4	4	7	8	8	10	1	1	1	2	1	1	1	1	1	1	1
18500	-44.879399434431221	-51.734887385390593	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.439221740557149	1	3	5	6	6	8	7	5	10	13	14	0	1	1	2	8	4	4	1	5	8	1	1	1	2	1	1	1	1	2	2	4	4
19000	-45.106285899117069	-51.961773850076440	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.715551294207731	2	4	5	6	6	7	7	6	11	9	13	0	1	2	3	1	3	5	3	8	1	5	1	1	1	1	2	1	1	1	3	3	3
19500	-40.658970044728953	-47.514457995688325	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553706828857036	2	3	4	5	5	8	6	6	10	13	14	0	1	1	2	3	3	5	3	7	7	9	1	1	1	1	1	2	1	1	2	3	1
20000	-38.013704593037666	-44.869192543997038	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.760482096074262	1	3	5	7	7	7	7	7	11	11	15	0	1	1	3	2	3	1	3	8	3	10	1	1	2	1	2	1	2	1	1	2	3
20500	-35.960592827941277	-42.816080778900648	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658650274667760	1	4	3	6	6	8	7	7	9	12	14	0	3	1	2	2	5	1	3	8	8	3	1	1	1	1	1	1	3	1	1	2	5
21000	-46.112034209311808	-52.967522160271180	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.497868730677305	0	4	2	6	5	6	5	8	10	11	14	0	3	1	3	1	3	1	1	5	5	1	1	1	1	2	2	2	2	4	2	3	7
21500	-46.531253030464157	-53.386740981423529	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560218222392331	1	3	4	6	7	8	6	8	10	10	14	0	1	2	1	2	2	3	5	8	3	8	1	1	1	2	2	3	1	1	1	3	3
22000	-41.638337810382460	-48.493825761341832	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.822338438819965	1	4	4	6	5	9	8	6	10	12	14	0	1	1	2	2	3	5	5	5	9	10	1	1	1	1	1	1	2	1	2	1	1
22500	-32.196593245855539	-39.052081196814910	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707015427270365	1	3	4	6	7	9	8	6	10	12	13	0	1	1	3	3	3	8	3	7	7	10	1	1	1	1	1	2	1	1	1	2	1
23000	-40.295665553613858	-47.151153504573230	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586488688224330	2	4	4	7	5	8	6	7	10	11	13	0	1	1	1	1	5	5	1	3	1	3	1	1	1	2	2	1	1	3	3	3	3
23500	-38.595371247739187	-45.450859198698559	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524301805018561	2	4	4	6	7	8	8	7	10	9	14	0	1	1	3	1	3	5	1	7	1	1	1	1	1	1	2	2	1	2	1	3	7
24000	-48.602515791991991	-55.458003742951362	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.451688066251394	2	4	5	4	6	8	8	6	10	12	13	0	1	4	1	1	3	8	2	5	9	6	1	1	1	1	2	1	1	1	2	1	4
24500	-38.155220206633551	-45.010708157592923	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589800277864113	1	3	3	7	5	8	7	8	10	12	13	0	1	1	3	2	3	3	1	7	7	10	1	1	1	2	1	3	2	3	2	3	1
25000	-48.294180980829843	-55.149668931789215	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.471235305856401	1	3	5	7	6	8	7	7	10	12	14	0	1	2	5	2	2	1	1	7	8	8	1	2	1	1	1	3	3	2	2	4	4
25500	-45.270902712748956	-52.126390663708328	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.436364758999122	2	4	5	4	6	7	7	7	9	13	13	0	1	2	1	1	2	5	3	7	8	1	1	1	1	1	2	1	1	1	1	4	4
26000	-43.294584818808190	-50.150072769767561	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596384370486660	2	3	4	5	6	8	7	8	10	12	15	0	1	2	3	4	5	1	7	3	7	10	1	1	1	1	1	1	3	1	3	3	2
26500	-30.648443396359148	-37.503931347318520	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.902665560348025	1	4	4	5	6	8	8	6	10	12	15	0	1	1	1	3	5	8	3	7	9	10	1	1	1	2	1	1	1	1	1	1	2
27000	-35.296407435752748	-42.151895386712120	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.872879184533609	2	4	5	6	6	8	7	8	9	12	14	0	1	2	2	3	7	1	3	8	8	10	1	1	1	1	1	1	2	1	1	2	1
27500	-41.047241938116223	-47.902729889075594	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.956953977107735	1	3	4	6	7	8	7	8	9	10	14	0	1	2	2	3	5	4	4	8	5	10	1	1	1	2	1	1	1	1	1	1	2
28000	-34.989206665314988	-41.844694616274360	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586706682173672	2	4	4	7	6	8	7	8	9	13	14	0	1	1	3	2	5	1	3	3	7	10	1	1	1	1	1	1	2	2	3	3	1
28500	-44.819257418640284	-51.674745369599655	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532578930404189	2	3	5	7	6	8	7	7	10	9	14	0	1	2	2	3	2	3	1	8	8	10	1	1	2	1	1	2	1	2	2	1	2
29000	-47.537398590614856	-54.392886541574228	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.362377268106065	1	3	4	6	5	8	7	7	10	12	14	0	1	2	1	2	1	1	5	3	1	7	1	1	1	3	1	5	2	1	3	6	5
29500	-33.553324262012040	-40.408812212971412	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720364315814385	1	4	4	5	6	7	6	8	10	12	14	0	1	1	3	3	4	3	3	5	8	5	1	1	2	1	1	1	1	2	2	2	4
30000	-32.816961901794386	-39.672449852753758	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588051401373960	1	3	4	6	6	8	8	8	8	12	15	0	1	1	1	3	5	3	5	5	7	10	1	1	1	2	1	1	2	2	1	2	1
30500	-31.463967048101750	-38.319454999061122	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714170971053906	2	3	5	7	6	8	7	7	11	12	14	0	1	1	5	3	5	3	3	3	3	10	1	1	2	1	1	1	1	2	2	3	1
31000	-44.317072948838316	-51.172560899797688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560228460776289	2	4	5	6	6	6	7	7	9	11	13	0	1	2	1	2	2	1	3	1	7	8	1	1	1	2	1	1	2	1	3	2	4
31500	-50.987050711247562	-57.842538662206934	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.411724010499558	1	3	3	6	7	5	6	6	11	11	14	0	1	1	2	6	2	1	1	1	1	5	1	1	1	2	1	2	2	3	3	5	3
32000	-45.050151559494097	-51.905639510453469	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.883027263357537	2	3	4	7	6	5	7	6	9	13	15	0	1	1	2	2	1	1	1	8	9	10	1	1	1	1	2	1	1	2	1	1	1
32500	-29.534830602770064	-36.390318553729436	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.813060771095053	2	3	4	6	6	7	7	8	10	12	14	0	1	1	3	2	1	3	5	3	9	10	1	1	1	1	1	2	1	1	3	1	1
33000	-40.009843931592371	-46.865331882551743	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633759481700919	1	3	5	6	5	8	7	7	9	11	12	0	1	1	2	2	5	1	3	7	9	7	1	1	2	2	1	1	3	1	1	1	2
33500	-32.487194163443540	-39.342682114402912	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599377107947030	1	4	3	6	6	7	7	7	10	12	14	0	1	1	2	2	3	3	3	3	9	10	1	2	1	1	1	1	2	2	3	1	1
34000	-43.142305942800220	-49.997793893759592	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.771056317470123	2	3	4	5	7	8	6	7	9	11	13	0	1	2	1	4	1	3	1	3	5	10	1	1	1	1	1	3	1	2	2	2	1
34500	-52.492616377202935	-59.348104328162307	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.401004342601758	1	2	4	6	5	6	8	8	10	13	11	0	1	2	1	2	1	1	3	7	1	8	1	1	1	3	1	3	3	1	1	6	1
35000	-36.470990090079994	-43.326478041039366	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627822845432241	1	3	4	7	5	8	7	6	10	12	15	0	1	2	1	1	3	3	5	5	9	10	1	1	1	2	2	2	1	1	2	1	1
35500	-31.057784066039147	-37.913272016998519	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745718474587525	2	3	4	6	7	8	6	6	9	12	14	0	1	1	1	3	3	1	3	5	5	5	1	1	1	1	1	2	2	1	1	2	3
36000	-48.677464192971733	-55.532952143931105	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.458038232972089	2	3	4	4	6	7	7	7	9	9	13	0	1	2	1	4	5	1	4	7	5	10	1	1	1	1	1	1	3	2	1	2	2
36500	-31.383577538301296	-38.239065489260668	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588084887421783	2	3	4	5	6	8	7	8	10	11	14	0	1	1	1	3	5	3	7	3	5	5	1	1	1	1	1	1	1	1	2	2	3
37000	-47.049365731458444	-53.904853682417816	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.749725068753549	1	3	4	6	7	9	7	7	11	12	15	0	1	2	3	4	3	1	3	5	8	9	1	1	1	1	1	3	2	1	3	2	2
37500	-37.904099273446512	-44.759587224405884	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.798193374001826	1	3	5	6	6	8	6	7	10	11	14	0	1	2	2	2	5	1	5	3	8	10	1	1	1	1	1	1	2	1	2	2	1
38000	-43.589407574984406	-50.444895525943778	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.886208456391875	1	3	4	7	6	8	5	7	10	13	14	0	1	2	2	3	1	3	3	7	9	10	1	1	1	1	1	3	1	2	2	1	1
38500	-46.070195372291110	-52.925683323250482	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536074553008436	1	4	4	6	5	7	8	7	11	11	13	0	1	1	3	2	1	8	4	8	7	1	1	1	1	1	1	2	1	1	2	2	6
39000	-28.717127952403175	-35.572615903362546	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.868364761332677	2	4	4	6	6	9	7	7	10	12	14	0	1	1	3	1	5	5	3	8	8	10	1	1	1	1	2	2	1	1	1	2	1
39500	-39.891889276789591	-46.747377227748963	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.774054001447517	2	4	4	6	7	9	8	6	10	11	13	0	1	1	2	4	4	3	3	7	6	6	1	1	1	1	1	1	2	1	1	1	2
40000	-47.407499551839535	-54.262987502798907	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467263481000391	2	4	4	7	6	9	8	8	10	11	12	0	1	1	1	1	5	4	1	3	1	8	1	1	1	2	2	1	1	2	3	7	2
40500	-32.833664521752837	-39.689152472712209	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.943096194481652	2	3	5	6	6	8	5	7	9	11	13	0	1	2	1	7	3	1	7	8	9	10	1	1	1	2	1	1	1	1	1	1	1
41000	-33.395441797429591	-40.250929748388963	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560408904131988	2	4	4	6	6	9	6	7	10	12	14	0	1	1	3	3	4	3	5	3	6	3	1	1	1	1	1	2	1	1	2	2	4
41500	-44.535813531333218	-51.391301482292590	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606313257569281	1	4	4	4	6	8	7	7	10	12	12	0	1	1	1	2	2	3	3	5	3	8	1	2	2	1	1	1	2	1	2	3	2
42000	-33.561187072263301	-40.416675023222673	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.865197216307783	1	3	4	7	6	9	6	6	11	12	14	0	1	1	3	3	3	3	3	5	5	10	1	1	1	1	1	2	1	1	2	4	1
42500	-33.858387806382872	-40.713875757342244	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.815837683878416	1	3	5	6	7	8	8	7	9	12	14	0	1	2	3	4	4	1	3	8	9	10	1	1	1	1	1	1	2	1	1	1	1
43000	-35.215315689547339	-42.070803640506711	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.484911058947991	2	4	4	7	6	9	8	7	10	12	14	0	1	1	1	2	3	1	5	1	9	10	1	1	1	3	1	2	3	1	4	1	1
43500	-37.193687812232120	-44.049175763191492	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573790491564477	2	4	5	5	5	8	6	8	10	12	14	0	1	2	1	2	3	1	5	8	8	10	1	1	1	1	1	1	2	1	1	2	1
44000	-43.390232141973549	-50.245720092932920	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557183211269934	2	3	4	6	6	8	6	4	7	12	14	0	1	1	2	3	3	8	1	8	3	1	1	1	1	1	1	1	1	1	2	4	6
44500	-35.543503235127758	-42.398991186087130	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697261178205133	2	4	5	6	5	9	7	7	10	11	13	0	1	2	5	1	5	5	1	6	6	10	1	1	1	1	1	3	1	3	1	1	1
45000	-37.770125407095200	-44.625613358054572	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.426961803012188	1	3	5	6	5	8	7	7	9	13	13	0	1	2	1	1	1	1	5	5	1	1	1	1	1	2	2	4	3	1	2	6	5
45500	-42.737077255183756	-49.592565206143128	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610949860357064	1	3	3	7	6	7	6	8	10	12	14	0	1	1	2	1	5	3	1	5	9	5	1	2	1	2	3	1	1	2	2	1	5
46000	-36.593539064892489	-43.449027015851861	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.886566208283556	1	3	4	6	6	8	7	7	10	11	13	0	1	2	2	2	4	3	3	8	5	10	1	1	1	1	1	1	1	1	1	2	1
46500	-27.139458676100880	-33.994946627060251	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.894977577705942	2	4	4	6	6	7	7	8	10	12	14	0	1	1	3	2	3	3	7	8	8	10	1	1	1	1	1	1	2	1	1	1	1
47000	-35.756125339547900	-42.611613290507272	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.275759660242266	2	4	4	6	6	8	7	7	10	12	14	0	1	1	2	1	2	1	1	5	1	1	1	1	1	1	2	2	2	2	2	4	6
47500	-41.594206693049934	-48.449694644009305	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443569355329425	1	3	4	6	5	9	6	8	10	12	13	0	1	1	3	1	2	3	7	3	1	9	1	1	1	1	1	3	1	1	2	4	2
48000	-37.653811115861707	-44.509299066821079	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.819757291793577	2	3	4	6	6	9	6	7	11	13	15	0	1	2	2	3	1	3	4	8	9	10	1	1	1	2	1	3	1	1	2	1	1
48500	-39.895364007644531	-46.750851958603903	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515480339197518	1	3	5	7	5	8	7	7	11	11	15	0	1	1	3	2	2	5	3	7	7	10	1	1	2	1	1	3	1	1	1	2	2
49000	-39.536943092676204	-46.392431043635575	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.428260137584166	1	3	5	5	5	7	7	8	10	12	14	0	1	2	1	2	4	1	7	8	8	1	1	1	1	2	1	1	3	1	1	3	6
49500	-48.898355286958513	-55.753843237917884	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.753878548227768	2	4	3	6	4	9	8	8	9	11	13	0	3	1	3	3	4	5	3	5	5	10	1	1	1	1	1	2	1	3	1	3	2
50000	-54.795434925077508	-61.650922876036880	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.436463073355150	1	3	4	5	6	8	6	4	10	13	13	0	1	2	2	3	3	1	2	8	5	1	1	2	1	1	1	3	3	1	4	4	6
50500	-38.446504169447067	-45.301992120406439	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712043541863119	0	3	5	6	5	7	8	7	11	12	14	0	1	1	3	1	5	8	3	7	5	10	1	2	2	1	2	1	1	1	2	4	1
51000	-55.906633242106949	-62.762121193066321	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671308862118707	2	4	5	5	6	5	8	7	10	11	11	0	1	2	2	2	1	3	1	5	1	3	1	1	1	1	1	1	2	2	1	3	3
51500	-38.281054762693209	-45.136542713652581	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.444606029445543	2	3	4	6	5	8	8	6	10	12	14	0	1	1	3	2	1	3	3	6	3	3	1	1	1	1	1	4	2	1	2	3	6
52000	-34.252680388578781	-41.108168339538153	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.923838688346175	1	3	5	4	5	8	7	8	10	11	12	0	1	4	1	2	3	3	7	8	8	10	1	1	1	1	1	1	1	1	1	1	1
52500	-37.073628568663324	-43.929116519622696	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508101125673486	2	3	4	6	5	8	7	8	10	12	14	0	1	2	1	1	4	1	1	5	8	10	1	1	1	2	2	1	2	2	2	2	2
