step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8
11000	-34.825208719407541	-41.680696670366913	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602636714428686	8	10	11	12	14	15	14	17	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	3
11500	-37.878869518912595	-44.734357469871966	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.761249982859151	8	11	11	13	14	16	13	19	0	1	1	3	3	5	0	5	1	1	2	1	1	1	1	2
12000	-39.011853158530720	-45.867341109490091	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687881990537274	7	10	12	14	13	15	15	18	0	1	1	3	3	5	0	4	1	1	3	1	1	1	1	1
12500	-37.435724219037475	-44.291212169996847	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619916552560773	8	10	11	13	14	15	15	19	0	1	1	3	3	5	0	3	1	1	2	2	2	1	1	3
13000	-39.499201180364523	-46.354689131323894	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506581517821409	8	11	11	13	13	15	14	17	0	1	1	3	3	3	0	3	1	1	1	1	1	2	1	3
13500	-41.524523851814010	-48.380011802773382	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.474664133457725	7	10	11	13	15	13	15	17	0	1	1	3	3	3	0	4	1	1	2	2	2	1	1	2
14000	-37.466851765192786	-44.322339716152158	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741336788378901	8	10	11	12	14	16	13	19	0	1	1	3	3	5	0	3	1	1	1	1	2	1	1	3
14500	-43.430950195035074	-50.286438145994445	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558264233620442	8	10	11	13	14	16	12	16	0	1	1	3	3	3	0	3	1	1	1	1	2	3	1	2
15000	-32.024933430496688	-38.880421381456060	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.774414906936912	8	10	12	13	14	16	14	18	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	2
15500	-33.492489565997388	-40.347977516956760	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.900704209441807	8	10	12	13	14	15	15	17	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	2
16000	-37.259524207908441	-44.115012158867813	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.681870375205898	8	10	11	13	14	16	15	17	0	1	1	3	3	5	0	3	1	2	1	1	1	1	1	3
16500	-43.471332069787650	-50.326820020747022	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724150682963451	7	10	9	12	13	16	15	16	0	1	1	3	3	5	0	4	1	1	1	2	2	2	1	2
17000	-38.393117638502034	-45.248605589461405	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557174988160374	6	8	11	13	14	15	15	16	0	1	1	3	3	5	0	3	1	1	2	1	2	1	1	2
17500	-37.290808552686585	-44.146296503645956	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.809677031980636	8	9	11	12	14	15	14	16	0	1	1	3	3	5	0	3	1	1	1	1	1	1	1	2
18000	-37.620849096781917	-44.476337047741289	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631844267982489	7	11	10	13	14	15	13	18	0	1	1	3	3	5	0	3	1	2	2	1	2	1	1	3
18500	-33.740803207913565	-40.596291158872937	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.898869264986046	8	10	11	13	14	15	15	18	0	1	1	3	3	5	0	5	1	1	1	1	2	1	1	2
19000	-40.222875701104662	-47.078363652064034	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.384391411660662	6	10	12	13	13	15	14	18	0	1	1	3	1	5	0	5	1	2	3	1	3	1	1	2
19500	-42.236335289163890	-49.091823240123261	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.472484502614755	7	8	11	13	14	16	14	18	0	1	1	1	3	3	0	3	1	1	2	2	2	2	1	3
20000	-35.493886925282027	-42.349374876241399	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.823419995129797	8	10	11	13	14	16	12	18	0	1	1	3	3	5	0	3	1	1	1	1	1	1	1	3
20500	-36.516683727077364	-43.372171678036736	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.915514639745683	8	10	11	12	14	15	15	17	0	1	1	3	3	5	0	5	1	1	2	1	1	1	1	1
21000	-38.226390850435919	-45.081878801395291	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.773941827410842	8	10	11	12	15	15	15	18	0	1	1	3	3	3	0	5	1	1	2	1	2	1	1	1
21500	-33.410985473197954	-40.266473424157326	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.906203906704845	8	10	11	13	13	15	14	18	0	1	1	3	3	5	0	4	1	1	1	1	1	1	1	2
22000	-35.738185106163606	-42.593673057122977	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573958884747469	7	9	11	13	14	16	14	19	0	1	1	3	3	5	0	5	1	1	2	1	1	1	1	2
22500	-38.064067231560095	-44.919555182519467	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618975458281674	8	10	12	13	14	15	15	16	0	1	1	3	3	5	0	1	1	1	2	1	1	1	1	3
23000	-40.785977952492317	-47.641465903451689	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.863730228098328	7	8	11	13	15	14	14	16	0	1	1	3	6	3	0	5	1	1	2	1	1	1	1	1
23500	-36.491778595520373	-43.347266546479744	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584594056796240	7	10	11	12	14	16	15	16	0	1	1	3	3	5	0	5	1	1	2	1	2	1	1	1
24000	-35.410442359100315	-42.265930310059687	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649702957532996	7	11	11	13	14	16	15	19	0	1	1	3	3	5	0	5	1	2	2	1	2	1	1	2
24500	-36.375833389807433	-43.231321340766804	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785837137427143	8	11	12	13	14	15	15	18	0	1	1	3	3	5	0	3	1	1	1	1	1	1	1	2
25000	-37.833471563158000	-44.688959514117371	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754060353905788	7	9	11	13	13	16	13	18	0	1	1	3	3	5	0	3	1	1	1	1	1	2	1	3
25500	-33.607792580555085	-40.463280531514457	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714557099732807	7	9	11	13	14	15	14	17	0	1	1	3	3	5	0	3	1	1	2	1	2	1	1	3
26000	-34.764344856468597	-41.619832807427969	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.960614292672894	7	10	11	13	14	16	14	17	0	1	1	3	3	5	0	5	1	1	2	1	1	1	1	1
26500	-34.511510811548504	-41.366998762507876	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648297803398732	7	11	11	13	13	15	15	17	0	1	1	3	3	5	0	3	1	2	2	1	1	1	1	2
27000	-39.524541597586456	-46.380029548545828	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.834608299912711	7	10	10	12	13	14	15	18	0	1	1	3	3	5	0	5	1	1	1	1	1	1	1	2
27500	-32.989933212748895	-39.845421163708266	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507707913695656	7	9	11	13	14	16	14	18	0	1	1	3	3	5	0	5	1	1	2	1	2	1	1	2
28000	-38.504543884404868	-45.360031835364239	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.550571668685640	7	9	12	14	14	15	13	18	0	1	1	3	3	5	0	4	1	1	2	1	1	1	1	3
28500	-38.902618568833375	-45.758106519792747	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.559116416699268	7	10	12	14	15	15	15	18	0	1	1	3	3	3	0	3	1	2	3	1	1	2	1	2
29000	-38.124191223641112	-44.979679174600484	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575665595542422	8	10	10	13	14	16	14	19	0	1	1	3	4	5	0	5	1	1	1	2	1	1	1	2
29500	-36.038097964848816	-42.893585915808188	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.604664669221723	6	9	11	13	13	15	14	19	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	4
30000	-33.953428554142846	-40.808916505102218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663076039614920	7	9	11	13	13	15	13	17	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	2
30500	-37.041506821884646	-43.896994772844018	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713526697791586	7	10	11	12	14	16	14	17	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	4
31000	-41.569369790738392	-48.424857741697764	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.533073245825642	7	11	11	13	14	16	14	15	0	1	1	3	2	5	0	3	1	2	2	1	2	1	1	2
31500	-43.231616174780029	-50.087104125739401	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624346706167399	8	11	10	13	14	16	14	19	0	1	1	1	4	5	0	1	1	1	1	2	1	1	1	6
32000	-34.930861419776434	-41.786349370735806	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658233153665283	7	11	12	14	14	16	14	19	0	1	1	3	3	5	0	3	1	2	2	1	1	1	1	3
32500	-38.510613498724986	-45.366101449684358	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716199593810479	8	10	11	13	14	15	15	16	0	1	1	3	3	5	0	1	1	1	1	1	2	1	1	3
33000	-42.888464884632413	-49.743952835591784	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700356250348099	7	10	11	13	15	15	14	15	0	1	1	3	3	3	0	4	1	2	2	1	1	1	1	1
33500	-38.611639531193553	-45.467127482152925	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540083592996927	7	10	12	14	15	15	14	17	0	1	1	3	3	3	0	3	1	2	3	1	2	2	1	2
34000	-37.768271338254294	-44.623759289213666	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688969378480891	8	11	11	12	14	16	14	16	0	1	1	3	3	5	0	3	1	1	1	1	1	1	1	2
34500	-35.644167547325068	-42.499655498284440	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.870639347846996	8	10	11	13	14	16	13	19	0	1	1	3	3	5	0	3	1	1	1	1	1	1	1	3
35000	-36.542461899065387	-43.397949850024759	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.526218392339589	7	9	12	14	14	15	14	18	0	1	1	3	3	5	0	4	1	1	2	2	1	1	1	2
35500	-33.251609466684585	-40.107097417643956	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756767063760929	8	10	12	14	14	15	14	17	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	3
36000	-37.834617326973529	-44.690105277932901	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706568169197972	8	10	11	13	14	13	15	19	0	1	1	3	3	3	0	5	1	1	2	1	2	1	1	2
36500	-33.867597660017530	-40.723085610976902	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692582887866988	8	9	11	13	13	15	14	18	0	1	1	3	3	5	0	3	1	1	1	1	1	1	1	3
37000	-45.647757334028896	-52.503245284988267	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.760991952337181	8	11	11	12	13	16	12	19	0	1	1	3	3	5	0	4	1	2	2	1	1	2	1	3
37500	-38.957231622217080	-45.812719573176452	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.833233734573225	8	10	11	14	14	16	14	18	0	1	1	3	3	5	0	4	1	1	1	2	1	2	1	1
38000	-38.891012122859685	-45.746500073819057	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.457746935776442	6	11	11	12	14	16	15	18	0	1	1	3	3	5	0	3	1	3	2	1	1	1	1	3
38500	-41.727496693842234	-48.582984644801606	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754876320498153	8	9	12	14	15	15	12	16	0	1	1	3	3	3	0	3	1	1	2	1	1	1	1	1
39000	-37.507290334843539	-44.362778285802911	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.839346242238519	7	9	11	13	14	15	15	17	0	1	1	3	4	5	0	3	1	1	2	1	1	1	1	3
39500	-42.264204577351450	-49.119692528310821	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699129791996975	8	10	11	12	13	15	15	18	0	1	1	3	3	4	0	3	1	1	2	1	1	2	1	3
40000	-33.631722263533518	-40.487210214492890	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.806389338252681	7	9	11	13	13	15	15	18	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	2
40500	-42.114181363032515	-48.969669313991886	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600006494905134	8	11	11	12	13	14	12	16	0	1	1	3	3	5	0	3	1	1	1	1	1	1	1	2
41000	-41.188317764154753	-48.043805715114125	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667031612348772	7	9	10	13	13	16	14	16	0	1	1	3	3	5	0	3	1	1	1	2	1	2	1	3
41500	-40.182834726994898	-47.038322677954270	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.739280458171992	8	10	11	12	14	16	12	18	0	1	1	1	3	5	0	5	1	1	2	2	2	1	1	1
42000	-37.129326861671707	-43.984814812631079	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687545155093672	8	10	12	13	14	14	15	18	0	1	1	1	3	3	0	3	1	1	2	2	1	1	1	2
42500	-34.925318876928117	-41.780806827887488	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.776251214912932	7	10	12	14	13	15	15	18	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	3
43000	-37.425646571590555	-44.281134522549927	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496764768047063	8	10	12	14	14	16	14	18	0	1	1	3	3	5	0	4	1	1	2	1	1	2	1	2
43500	-34.574928324098394	-41.430416275057766	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680608830474908	7	10	11	13	14	16	15	18	0	1	1	3	3	5	0	3	1	1	2	1	2	1	1	2
44000	-38.967635310958187	-45.823123261917559	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613225873492651	8	10	11	13	14	15	15	17	0	1	1	1	4	4	0	4	1	1	2	3	1	1	1	2
44500	-40.717267590372245	-47.572755541331617	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.872335266622998	8	9	10	13	15	16	13	18	0	1	1	3	3	5	0	3	1	1	1	1	2	1	1	3
45000	-44.587812357584959	-51.443300308544330	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741891942554442	8	9	11	13	15	16	12	18	0	1	1	3	3	3	0	3	1	1	1	1	1	2	1	3
45500	-36.650737102773121	-43.506225053732493	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677986920192960	7	10	12	14	13	15	12	18	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	3
46000	-33.056428807147675	-39.911916758107047	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669236338827975	8	10	11	13	14	16	14	18	0	1	1	3	3	5	0	3	1	1	1	1	2	1	1	3
46500	-38.833259332694290	-45.688747283653662	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.690129976011780	8	10	12	14	14	16	14	18	0	1	1	3	3	3	0	3	1	1	1	1	1	2	1	2
47000	-37.754115046680809	-44.609602997640181	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.566283636045454	7	9	12	13	14	15	15	16	0	1	1	3	3	5	0	3	1	1	2	1	2	1	1	2
47500	-36.400843652681658	-43.256331603641030	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565907474363804	7	10	11	13	13	15	14	19	0	1	1	3	3	5	0	3	1	2	1	1	1	1	1	3
48000	-37.134703341539826	-43.990191292499198	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.746845881456545	7	10	11	13	14	14	14	17	0	1	1	3	3	3	0	5	1	1	2	1	2	1	1	2
48500	-41.689018755320660	-48.544506706280032	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618837742413783	7	10	10	13	14	15	14	19	0	1	1	3	3	5	0	3	1	1	1	2	2	1	1	2
49000	-37.011957692886305	-43.867445643845677	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.401064220654432	7	9	11	13	13	15	14	19	0	1	1	3	3	5	0	3	1	1	2	1	1	2	1	3
49500	-39.660682061239562	-46.516170012198934	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.780061163470215	7	10	12	14	15	16	11	18	0	1	1	3	3	5	0	5	1	1	2	1	2	1	1	1
50000	-38.977042460293475	-45.832530411252847	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619450336536735	7	10	10	13	15	16	14	19	0	1	1	3	3	5	0	5	1	1	1	1	2	1	1	1
50500	-41.240184533193968	-48.095672484153340	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.808583653078786	8	10	11	14	13	16	11	18	0	1	1	3	3	5	0	4	1	1	1	2	1	2	1	2
51000	-40.078516773006285	-46.934004723965657	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636000306602698	6	10	11	13	15	16	14	15	0	1	1	3	3	5	0	3	1	2	2	1	1	1	1	2
51500	-38.282289469606766	-45.137777420566138	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.772005273858834	7	10	11	12	13	14	14	17	0	1	1	3	3	5	0	3	1	1	1	1	1	1	1	3
52000	-33.100873181522154	-39.956361132481526	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769537522367317	7	10	11	13	15	16	14	17	0	1	1	3	3	5	0	5	1	1	2	1	2	1	1	1
52500	-34.715160769142905	-41.570648720102277	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608772726066366	8	11	12	13	14	16	14	19	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	3
53000	-40.012743697226639	-46.868231648186011	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658340882880426	7	10	11	12	14	16	14	18	0	1	1	3	1	5	0	3	1	1	2	1	4	1	1	4
53500	-41.528303796384968	-48.383791747344340	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.917615981383221	7	9	11	13	14	15	13	18	0	1	1	3	3	5	0	3	1	1	3	1	2	1	1	2
54000	-38.827717332729982	-45.683205283689354	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591416745364916	7	9	12	13	13	15	15	18	0	1	1	3	3	5	0	3	1	1	3	1	1	2	1	3
54500	-42.660357265543453	-49.515845216502825	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814071654261074	8	10	12	14	14	15	14	18	0	1	1	3	1	5	0	5	1	1	3	1	4	1	1	2
55000	-36.908672451863254	-43.764160402822625	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.809924598243770	6	9	11	13	13	15	13	18	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	2
55500	-38.731615704064154	-45.587103655023526	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727649670952818	8	11	11	13	14	16	14	18	0	1	1	3	3	5	0	3	1	1	1	1	2	1	1	5
56000	-42.074011028696141	-48.929498979655513	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536617835372188	7	10	11	13	14	16	12	18	0	1	1	3	1	3	0	3	1	1	2	1	4	2	1	3
56500	-39.848693674519822	-46.704181625479194	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.715080756345822	7	10	11	13	13	16	14	18	0	1	1	3	3	5	0	3	1	1	3	2	1	1	1	3
57000	-32.901559778311317	-39.757047729270688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.739386610238300	7	9	11	13	13	15	14	18	0	1	1	3	3	5	0	3	1	1	2	1	1	1	1	2
57500	-36.237742899724751	-43.093230850684122	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590782363146287	8	10	12	14	15	15	14	18	0	1	1	3	3	3	0	3	1	1	2	1	1	2	1	2
58000	-40.256336757158202	-47.111824708117574	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.853148909635034	7	10	11	13	12	14	13	17	0	1	1	3	3	5	0	4	1	1	1	1	1	1	1	2
58500	-45.055064568937460	-51.910552519896832	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.559568061155070	7	8	11	12	13	14	14	19	0	1	1	1	3	4	0	3	1	1	2	4	1	1	1	4
59000	-34.598832502146863	-41.454320453106234	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.502002527899092	7	9	11	13	13	15	14	18	0	1	1	3	3	5	0	3	1	1	2	1	2	1	1	3
59500	-34.551165575853531	-41.406653526812903	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680966122635060	8	9	11	13	13	15	15	18	0	1	1	3	3	5	0	3	1	1	1	1	1	1	1	3
60000	-36.911863332847147	-43.767351283806519	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669621842128355	7	9	11	13	13	16	14	18	0	1	1	3	3	3	0	3	1	1	2	1	1	2	1	2
60500	-37.765630898091061	-44.621118849050433	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.501985358351930	8	10	11	14	13	15	13	18	0	1	1	3	3	5	0	3	1	1	1	2	1	1	1	2
61000	-37.656276834450523	-44.511764785409895	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.836129076940824	7	10	11	13	14	16	14	18	0	1	1	3	3	5	0	4	1	2	2	1	1	1	1	1
61500	-36.977646315435742	-43.833134266395113	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.778802340706148	7	9	11	13	13	16	15	19	0	1	1	3	3	5	0	3	1	1	2	1	1	2	1	3
62000	-41.830831350052051	-48.686319301011423	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494934708178960	7	10	11	14	13	16	14	17	0	1	1	5	3	5	0	4	1	2	2	1	1	2	1	2
