step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80
5000	-482.780002719366053	-489.635490670325453	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573474683009638	2	1	5	4	4	7	6	6	10	10	11	13	12	11	10	9	15	13	13	15	12	13	12	13	14	13	14	16	13	14	15	15	15	14	17	16	16	15	17	15	17	15	17	18	19	18	17	17	19	18	20	20	20	20	19	19	21	20	22	21	21	23	25	26	27	24	26	28	25	27	26	29	31	31	30	32	34	34	36	36	2	0	4	1	1	7	4	4	8	16	10	16	9	8	7	0	11	15	16	13	15	8	15	14	29	10	26	34	10	10	18	30	14	18	36	21	27	18	14	19	40	23	21	30	36	12	38	16	13	40	47	55	44	49	19	47	48	17	56	46	52	58	59	49	59	62	62	9	39	63	62	69	64	68	68	72	75	72	75	77	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	1	2	1	2	1	1	3	1	1	1	2	1	2	1	2	1	1	2	1	1	2	1	1	3	1	1	1	2	2	2	2	1	3	4	2	1	1	1	1	5	1	2	3	1	2	1	2	1	3	2	1	1	7	3	1	1	2	2	1	2	2	2	2	2	1
5500	-469.954043742651663	-476.809531693611063	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594461166044618	2	1	3	4	4	6	5	8	8	9	9	12	11	11	11	8	13	13	13	15	13	12	13	13	14	14	15	16	15	14	14	14	16	13	16	15	16	14	17	18	16	18	17	19	18	18	17	17	20	19	19	20	20	21	20	20	22	20	23	23	22	22	24	26	27	25	27	28	24	26	27	29	29	31	33	32	34	30	36	36	2	0	1	1	3	4	4	4	6	16	16	16	9	9	9	0	16	14	16	23	22	8	15	13	16	10	12	34	26	10	18	19	23	14	14	21	30	34	23	19	25	13	21	48	21	26	28	29	33	41	47	48	25	45	46	47	52	19	56	46	53	58	59	49	59	62	62	49	49	63	66	64	64	68	68	78	75	64	75	77	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	1	2	1	1	3	2	2	1	1	2	1	1	1	1	3	1	1	1	2	2	1	3	3	1	2	2	1	1	2	2	1	1	4	2	1	2	1	2	1	3	1	1	1	3	2	2	3	4	2	1	1	2	2	1	2	1	1	2	2	1
6000	-478.882223843125132	-485.737711794084532	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655977068733946	2	1	4	3	4	3	5	6	8	10	11	13	12	11	12	9	14	11	13	15	13	13	12	12	14	14	13	14	14	14	15	15	16	15	15	16	16	16	18	17	16	18	18	18	19	18	17	17	19	18	19	19	21	20	21	20	21	20	21	22	22	23	23	26	26	22	25	27	26	27	28	29	29	31	31	35	34	33	35	37	2	0	4	2	6	1	4	3	8	16	16	16	14	9	14	0	11	8	16	23	23	14	14	14	16	16	10	18	12	16	18	27	23	28	21	21	27	34	23	41	30	33	21	48	36	27	38	12	33	41	47	48	44	45	26	47	52	46	47	12	48	58	56	49	59	58	58	39	39	65	62	64	68	68	72	78	75	73	75	77	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	3	2	2	2	1	3	2	1	1	1	1	2	1	1	3	1	1	1	2	1	2	2	1	2	2	1	1	1	2	1	4	2	2	1	2	4	3	2	1	3	2	1	2	3	3	1	3	2	1	2	1	1	2	2	2	2
6500	-493.940068561936357	-500.795556512895757	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590543078982481	1	-2	4	3	5	6	7	7	10	10	10	11	12	10	11	9	14	11	12	14	12	12	12	12	15	13	14	14	14	14	14	14	16	15	15	16	15	16	17	17	14	18	17	18	18	19	18	18	19	17	20	19	20	21	19	19	22	20	22	21	22	23	24	26	26	24	24	26	24	27	28	29	28	30	31	34	33	32	35	36	2	0	1	1	3	5	4	4	8	16	16	16	9	8	14	0	11	9	16	15	14	9	14	9	19	10	16	18	12	19	9	12	20	28	23	21	27	28	13	30	26	20	21	29	36	29	38	27	28	41	47	29	48	45	44	47	52	46	47	55	52	58	47	23	59	62	58	39	49	63	66	69	64	64	72	72	72	68	77	77	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	1	1	1	2	1	2	1	2	1	2	3	2	2	2	2	1	1	1	1	1	2	1	1	3	2	1	2	3	2	1	3	2	1	2	1	1	2	1	2	1	1	2	1	1	2	2	2	2	6	2	1	2	5	2	2	2	3	1	2	1	3	2	3	1	1
7000	-495.376195679228715	-502.231683630188115	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527095798074620	1	-2	3	2	4	6	5	7	9	10	10	12	11	11	11	8	14	13	12	14	13	13	13	14	15	14	15	15	15	15	16	13	15	16	16	16	16	16	18	17	16	17	18	18	17	18	18	17	19	19	19	19	21	20	20	19	21	20	22	22	22	22	24	27	26	22	27	27	26	26	27	29	31	31	32	35	34	34	34	36	2	0	1	2	3	5	1	4	8	16	16	16	7	9	9	0	11	14	10	15	13	15	9	14	32	12	11	18	10	10	18	16	9	28	21	21	29	28	24	41	10	22	21	19	21	29	38	26	42	41	38	48	48	21	26	47	52	30	56	46	57	58	56	33	63	58	66	49	49	63	66	69	68	64	69	72	75	68	75	75	2	1	1	2	1	1	2	2	1	2	1	2	2	1	1	1	2	1	2	2	1	2	2	2	1	1	2	1	2	2	1	2	2	1	1	3	1	1	2	1	2	3	2	4	2	2	1	2	2	3	1	1	1	4	3	1	2	3	2	2	1	1	3	5	1	2	2	3	3	1	2	1	2	2	3	3	1	3	1	2
7500	-464.855925872871580	-471.711413823830981	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600464833052129	2	1	4	4	4	5	7	7	9	9	10	12	12	11	11	8	15	12	12	15	12	12	13	13	15	13	14	14	14	14	16	15	15	17	16	16	16	16	18	17	17	17	17	18	19	18	18	18	20	18	20	19	21	20	20	19	20	20	21	23	23	23	24	26	26	24	25	28	27	26	28	28	31	32	33	31	35	33	35	36	2	0	2	1	1	2	4	6	4	16	10	16	14	7	7	0	11	15	16	23	9	9	14	22	26	16	12	18	11	12	18	26	14	33	21	21	27	28	23	26	19	23	36	29	36	12	38	10	24	41	47	30	44	45	46	47	46	48	56	55	57	58	47	49	59	62	62	42	49	63	66	64	69	68	76	72	75	72	75	77	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	2	1	2	1	2	2	1	1	1	2	1	2	3	1	2	1	2	2	2	2	1	1	2	2	3	3	1	2	2	3	1	4	3	1	1	4	1	1	1	1	1	2	1	1	1	2	2	3	2	1	1	4	2	1	2	1	3	1	1	2	1	2	2	1
8000	-456.492003717807449	-463.347491668766850	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636527686196988	1	0	2	2	4	6	5	7	9	10	11	12	11	11	11	8	14	12	12	14	12	12	13	13	14	12	15	15	14	13	15	15	14	16	15	16	16	14	16	18	16	17	17	18	20	19	19	17	20	18	19	17	20	21	21	17	20	21	22	22	22	23	24	26	24	24	26	27	26	26	28	29	31	32	32	35	34	32	34	36	2	0	1	2	3	5	4	7	8	16	16	10	9	9	9	0	11	14	10	14	15	9	15	13	26	10	30	18	19	16	18	26	15	28	21	21	27	18	20	48	30	23	21	26	43	44	56	16	39	41	28	29	44	45	46	28	52	48	47	46	57	58	59	23	47	58	62	33	49	65	66	69	68	73	68	78	75	72	75	75	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	3	2	1	1	1	1	2	1	2	1	2	2	1	1	2	1	1	1	1	1	2	2	2	2	1	1	4	2	1	2	1	1	1	1	1	2	2	1	2	1	1	2	6	3	2	2	6	3	1	2	2	2	1	2	1	1	2	1	2
8500	-482.972666179653459	-489.828154130612859	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569706304216867	2	1	3	3	4	6	4	6	9	9	11	12	12	11	10	8	14	11	12	14	12	12	13	14	14	13	13	13	15	15	15	15	15	16	14	16	17	15	18	18	15	16	18	17	19	18	18	18	20	19	20	20	20	20	20	17	21	19	22	23	23	24	24	25	25	23	26	28	27	26	28	28	29	31	32	34	35	34	34	37	2	0	2	2	1	1	4	4	8	16	16	16	14	9	9	0	26	9	16	9	9	15	15	15	10	10	19	18	26	16	28	19	20	18	21	21	30	28	33	41	19	33	21	29	43	29	56	19	39	41	56	48	44	36	46	38	52	30	47	55	52	58	56	39	59	58	62	42	33	63	67	64	49	73	68	72	68	73	75	77	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	3	2	1	2	2	2	2	1	2	1	3	1	2	1	2	1	2	2	1	2	1	2	1	2	1	1	1	1	3	1	2	1	1	1	2	2	1	1	3	1	2	2	2	2	3	2	2	1	5	5	1	1	2	5	1	2	3	4	2	1	1
9000	-495.659117434041377	-502.514605385000777	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592362696832639	2	0	4	3	4	7	6	6	8	10	10	12	12	11	11	9	14	12	13	14	12	13	14	14	14	11	15	15	14	14	16	15	15	16	16	16	16	16	17	16	17	18	18	18	20	19	19	17	17	18	20	18	19	19	20	19	21	20	22	21	22	24	24	25	24	24	26	28	26	26	27	27	29	32	31	34	34	33	36	36	2	0	2	2	1	5	1	4	4	16	16	16	9	9	9	0	26	15	26	14	14	8	9	14	26	16	10	18	16	16	18	17	15	18	21	21	12	28	20	29	40	33	36	27	36	30	38	12	33	41	47	48	44	36	44	28	52	26	56	55	52	58	56	49	59	58	66	14	39	65	66	64	64	73	68	72	75	69	75	75	1	1	2	2	1	1	2	1	3	1	1	2	3	2	1	1	2	1	1	1	1	4	3	2	2	1	2	2	3	2	2	1	2	2	2	2	2	1	2	1	1	1	1	2	2	3	1	3	1	1	1	1	1	1	2	2	2	3	2	1	2	3	3	3	2	1	1	7	3	1	2	1	2	1	2	4	2	3	2	3
9500	-491.328282103763229	-498.183770054722629	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492776848809544	1	0	3	3	2	7	6	8	9	10	11	12	11	12	10	9	13	12	13	14	11	13	13	12	15	14	15	14	14	13	15	14	15	16	17	15	17	15	17	16	15	18	18	17	19	17	18	18	20	19	19	18	20	18	20	19	21	19	21	21	21	23	24	24	27	25	25	28	27	26	27	28	31	32	32	35	35	33	34	36	2	0	5	1	1	7	3	2	7	16	10	16	8	15	9	0	11	15	16	15	8	14	9	8	16	16	17	18	10	16	13	12	15	28	36	21	26	28	33	41	19	24	36	12	36	25	38	19	23	41	47	44	48	21	26	47	52	16	56	46	52	58	59	49	70	62	62	33	49	59	66	64	69	73	68	78	75	69	75	77	1	1	1	1	1	1	1	4	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	3	2	1	1	2	2	2	1	3	1	2	2	1	1	1	1	2	2	2	3	2	1	1	3	3	2	1	1	1	3	3	1	2	5	2	2	2	2	2	2	1	1	1	6	4	3	2	2	2	1	2	1	2	2	1	1
