step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78
5000	-428.366709122261682	-435.222197073221082	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541201302587607	0	3	8	10	13	13	15	17	17	19	19	18	18	21	21	20	20	22	21	22	23	25	24	24	28	26	26	27	26	27	28	26	28	29	26	27	28	28	29	30	30	30	30	28	31	33	32	30	32	32	31	33	30	34	31	33	32	36	34	34	32	35	38	36	34	36	36	37	38	39	38	40	41	46	46	48	49	50	0	0	2	0	4	4	6	6	6	8	8	9	8	9	8	5	0	16	12	0	17	18	20	20	32	21	22	35	17	23	32	20	32	22	24	35	22	32	32	44	33	37	39	36	31	34	44	25	43	38	44	33	39	56	53	55	53	50	40	48	33	55	67	55	50	49	55	52	62	58	65	68	70	73	73	74	75	0	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	2	1	1	3	1	1	2	1	3	1	1	1	2	2	1	2	1	1	1	2	2	2	1	2	3	2	2	1	1	1	2	1	2	2	2	2	2	1	2	1	3	2	2	2	2	2	2	1	2	2	1	2	1
5500	-437.215603596337985	-444.071091547297385	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588043393800783	-2	3	8	11	12	14	15	17	17	18	19	17	18	21	20	20	20	22	23	23	23	23	25	24	25	26	26	26	27	27	28	27	28	26	27	25	28	29	29	30	27	31	28	28	31	32	32	31	30	33	31	32	31	34	33	32	33	37	33	34	33	34	37	35	35	35	38	38	36	41	37	40	42	45	47	46	49	50	0	0	2	0	4	5	5	5	7	6	9	6	7	12	12	8	0	16	12	0	17	16	20	20	20	21	22	24	26	23	41	25	25	22	36	24	27	30	23	44	25	22	23	36	31	18	40	25	43	39	25	24	39	56	53	53	53	50	40	48	32	56	66	53	50	55	58	51	62	63	65	68	70	73	73	74	75	0	1	1	2	1	1	1	1	3	1	3	1	1	2	2	2	2	1	2	3	1	2	2	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	3	1	1	3	1	2	2	6	1	2	1	2	3	4	1	1	2	1	1	2	2	1	3	1	1	2	1	1	1	3	1	2	1	1	1	1	2	1	1	1
6000	-415.428406505331850	-422.283894456291250	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595396840110496	0	3	8	10	12	13	16	15	18	17	18	18	17	23	20	21	21	18	22	23	25	24	25	24	27	26	25	26	25	28	27	27	29	27	28	27	28	29	29	29	29	30	30	30	30	31	31	31	32	33	31	32	30	34	34	32	32	36	34	35	34	35	37	35	36	37	36	37	37	40	39	41	43	46	47	48	48	49	0	0	2	0	4	5	6	6	5	6	6	7	8	19	12	18	0	7	15	0	17	16	20	20	24	17	18	24	17	23	20	20	32	27	28	28	27	23	23	25	24	16	30	40	25	34	40	32	43	39	40	39	30	56	53	53	38	50	40	32	41	50	58	56	50	58	56	61	62	66	65	68	58	73	73	74	75	0	1	1	2	1	1	1	2	1	2	2	2	1	1	1	1	2	1	1	1	1	3	2	1	1	2	3	3	1	2	2	2	1	1	1	1	1	2	2	2	1	3	4	1	1	1	2	2	2	1	2	1	2	1	1	2	1	1	2	2	3	2	1	1	2	2	1	2	2	1	2	3	2	3	2	2	1	1	1
6500	-397.860282642178618	-404.715770593138018	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735818274852303	-1	4	8	10	12	13	15	16	16	17	18	17	17	21	21	20	21	21	23	23	24	24	25	25	27	26	25	26	25	27	27	25	27	28	27	27	28	29	29	30	29	29	30	28	31	32	31	31	31	34	32	32	31	34	32	33	33	36	33	33	32	34	38	34	35	37	36	36	38	39	38	39	42	47	45	48	48	49	0	0	2	0	4	5	6	5	7	7	9	8	8	10	12	8	0	16	15	0	17	18	20	20	32	29	22	24	21	23	32	20	32	27	28	28	22	25	30	44	25	27	38	36	31	42	44	31	43	57	44	32	39	55	53	53	53	50	40	45	41	56	50	56	50	50	53	52	58	66	65	68	70	75	73	74	75	0	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	2	1	1	2	1	2	2	1	1	2	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	3	1	2	1	2	1
7000	-404.977466716519416	-411.832954667478816	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624041040323099	0	2	7	10	12	14	15	16	18	18	19	17	17	22	20	21	21	21	23	23	24	25	25	25	25	26	26	26	25	27	27	27	27	28	27	27	28	29	30	30	29	29	30	29	30	29	31	30	32	33	32	33	31	34	32	34	32	36	34	34	34	33	37	35	35	38	36	37	38	41	39	41	43	46	46	49	49	50	0	0	2	0	4	5	6	6	7	6	9	7	8	12	6	12	0	15	12	0	17	16	20	20	20	29	16	24	21	23	25	25	25	18	28	28	22	30	30	44	25	37	38	35	31	22	44	25	43	53	44	41	43	53	53	53	53	50	36	52	41	57	50	53	50	58	53	61	54	63	65	68	70	73	73	74	75	0	1	1	2	1	1	1	1	1	1	2	1	2	1	2	3	2	1	1	5	1	1	2	1	1	1	1	3	1	1	1	1	1	1	3	1	1	2	1	2	1	2	1	1	1	2	2	2	2	1	1	2	2	1	2	1	2	1	2	3	1	3	1	2	2	1	1	2	2	2	2	2	2	2	1	1	2	2	1
7500	-424.579005074769668	-431.434493025729068	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636751715080545	0	3	8	10	12	14	15	17	17	18	18	18	16	23	21	20	21	22	23	22	24	24	24	24	25	25	27	26	25	28	28	27	28	27	28	27	28	29	30	28	28	30	30	30	30	30	31	31	31	33	31	31	31	33	33	34	32	36	34	35	34	35	35	36	36	37	37	38	36	39	37	40	40	46	44	48	48	48	0	0	2	0	4	5	5	5	5	9	6	5	7	15	12	11	0	8	15	0	17	18	20	20	20	17	22	24	21	23	32	25	24	22	28	28	27	30	33	36	32	34	38	40	31	27	40	24	39	43	40	41	30	53	53	55	53	49	47	52	32	53	50	56	50	50	53	45	56	67	65	61	58	73	73	74	75	0	1	1	3	1	1	2	1	2	2	1	2	3	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	2	3	1	1	2	2	1	1	1	1	1	2	2	2	4	2	1	2	2	2	4	3	1	1	1	4	2	2	2	1	2	1
8000	-394.180158629615732	-401.035646580575133	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.723677910537985	-1	3	8	10	12	14	15	17	17	17	19	17	16	21	20	20	20	21	22	23	24	23	25	24	28	25	26	26	26	27	27	27	25	28	28	27	27	29	29	29	29	30	30	30	30	32	31	32	31	33	32	32	31	34	34	33	32	37	35	34	32	33	37	35	35	37	36	37	36	41	38	40	42	46	46	48	47	49	0	0	2	0	4	5	5	13	6	7	9	7	6	12	12	8	0	16	15	0	17	16	20	20	32	17	22	24	26	23	33	33	20	22	33	28	22	30	30	35	32	37	38	40	31	34	40	25	39	39	40	25	39	50	53	53	53	64	51	41	25	53	43	53	50	50	53	61	62	71	65	68	63	73	73	73	75	0	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	3	2	1	1	1	1	1	1	3	2	1	2	1	2	1	1	2	1	1	1	2	1	2	1	2	2	2	1	1	2	1	1	2	2	2	2	1	4	2	1	2	2	2	1	1	2	2	2	2	2	3	1	1
8500	-404.036617667487064	-410.892105618446465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654160067316676	0	3	7	10	13	14	15	17	16	18	17	18	18	21	21	19	21	20	23	22	24	24	25	24	27	26	26	27	24	26	27	27	25	28	25	27	29	29	28	28	29	31	30	29	30	32	31	31	33	33	32	33	30	34	33	33	32	34	34	33	34	35	37	35	35	37	37	37	36	39	38	39	42	46	45	49	48	49	0	0	2	0	4	5	5	7	6	7	9	6	8	12	12	13	0	16	15	0	17	18	20	20	20	21	18	35	17	23	33	33	20	27	24	35	22	39	30	36	32	27	38	40	31	42	44	25	43	43	40	41	38	56	53	53	53	50	44	28	41	57	50	56	50	58	64	60	64	66	65	68	58	73	73	73	75	0	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	4	2	2	1	1	1	2	1	1	1	3	1	1	1	1	2	1	1	2	1	1	2	2	1	2	2	1	1	2	2	2	1	2	3	2	2	2	1	1	2	1	1	1	1	2	1	3	2	2	3	2	1
9000	-426.513411582516369	-433.368899533475769	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551570338392589	1	3	7	10	12	14	16	16	16	18	19	16	19	22	19	20	20	21	22	22	24	23	24	24	26	26	26	26	27	27	27	28	25	27	27	27	28	29	30	28	30	30	29	30	30	32	31	31	33	34	31	32	31	33	33	33	33	36	34	33	34	34	38	36	34	35	37	38	37	39	37	40	43	46	44	47	48	48	0	0	2	0	4	5	5	6	5	9	5	6	8	15	12	7	0	16	15	0	17	18	20	20	33	21	16	24	26	23	33	25	20	22	28	28	22	23	23	36	32	37	23	40	31	27	40	25	30	38	40	32	38	53	53	53	53	53	40	45	45	55	58	55	49	38	57	41	64	71	65	68	70	73	73	74	75	0	1	1	2	1	1	1	2	2	3	1	4	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	3	3	3	1	1	2	2	2	2	2	2	2	3	2	2	3	1	1	2	1	1	2	3	1	2	1	1	1	1	2	3	4	1	1	2	1	3	2	1	1	2	1
9500	-389.808821868040297	-396.664309818999698	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689058129364861	0	4	8	8	11	13	14	16	17	18	18	16	18	22	19	20	20	21	22	22	24	24	25	24	27	27	26	26	26	27	28	26	28	29	28	27	28	29	29	29	30	30	30	30	30	30	31	30	32	33	32	32	31	33	33	33	33	36	34	34	31	34	38	35	35	37	36	37	35	39	38	41	42	45	46	49	48	49	0	0	2	0	4	5	4	7	6	12	9	6	8	15	12	8	0	16	12	0	17	16	24	20	32	29	22	24	21	23	32	23	25	22	28	23	27	30	30	36	25	27	30	40	31	34	40	32	43	49	40	33	43	53	53	53	53	50	44	52	48	55	58	53	55	58	53	48	56	66	65	48	70	73	73	74	75	0	1	1	2	1	2	1	3	1	2	1	1	2	1	1	2	2	1	1	3	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	2	2	1	1	2	2	1	1	1	2	2	1	1	2	3	1	1	2	5	2	1	1	1	1	1
