step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69
5000	-225.420998677807432	-223.958916593288563	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.746004508292118	3	1	3	3	5	5	4	6	6	9	5	9	12	10	8	10	8	10	10	10	12	12	12	11	15	11	13	14	16	13	15	17	16	16	19	18	18	18	20	20	21	22	22	22	23	24	24	22	25	24	23	24	25	25	26	25	25	25	26	25	27	25	27	27	27	29	31	35	37	2	0	2	2	2	4	3	6	5	11	7	15	26	8	11	15	5	11	12	11	18	24	10	12	28	15	14	21	28	13	30	28	19	28	33	33	31	16	35	38	29	41	29	33	39	37	39	41	45	45	39	31	47	48	44	52	45	52	47	51	53	51	53	56	54	56	66	66	68	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	4	1	1	2	1	2	2	1	2	2	1	1	1	2	3	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1
5500	-202.455262299111865	-200.993180214592996	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.843032695304038	3	1	5	3	4	5	6	7	7	9	7	10	11	9	8	10	9	11	11	10	11	11	13	12	14	11	13	14	14	14	15	16	16	17	19	19	18	18	20	20	21	24	22	22	23	21	23	23	24	24	21	24	25	25	24	24	27	27	25	26	26	26	26	26	28	29	30	35	38	2	0	4	2	1	1	3	6	6	6	5	9	12	6	9	11	11	17	16	15	12	14	24	15	13	9	22	21	20	11	27	28	30	29	27	37	32	32	37	35	36	48	40	41	46	35	41	40	44	44	40	39	41	48	44	39	54	53	47	49	56	56	44	50	59	61	62	67	68	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	3	1	1	1	2	2	4	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	3	1	1	1	1	3	1
6000	-203.262237819520152	-201.800155735001283	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.738111467543374	3	1	4	3	2	5	6	6	6	7	4	10	11	9	8	10	10	10	9	7	13	12	11	12	14	12	13	14	15	13	15	16	14	17	19	17	18	19	20	20	21	24	22	22	23	23	24	22	24	25	23	24	25	26	26	24	26	27	26	26	27	26	25	27	26	30	31	33	35	2	0	5	2	2	4	6	3	11	7	5	19	14	20	10	14	8	15	20	9	26	12	16	18	21	17	16	13	28	26	20	28	24	23	34	21	32	32	28	37	37	39	35	39	41	41	43	40	48	48	40	48	51	51	49	48	56	47	47	53	52	56	44	59	53	65	62	67	68	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	4	1	1	2	1	2	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1
6500	-186.703922985076161	-185.241840900557293	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.989941515118540	4	2	3	4	4	5	5	7	5	8	6	10	10	9	7	11	10	11	9	8	12	12	12	12	14	10	13	13	15	14	15	16	17	17	20	19	18	20	20	21	22	23	20	22	24	23	25	23	24	26	24	24	25	25	25	25	27	27	26	25	27	27	26	26	27	31	32	34	38	2	0	2	2	2	4	3	4	3	9	7	8	20	10	6	11	20	10	8	11	13	12	14	20	22	19	18	24	28	21	25	23	27	29	32	32	33	34	36	37	40	40	37	43	48	40	45	44	46	60	44	39	44	46	44	51	63	60	48	46	60	54	48	51	50	59	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
7000	-231.604189166194089	-230.142107081675221	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.692617642513716	3	2	5	4	5	6	5	6	7	8	8	10	10	9	7	10	9	12	10	11	11	12	11	11	13	9	13	11	16	15	15	16	16	18	18	19	18	20	19	20	20	23	22	22	24	23	24	23	23	23	24	24	24	27	26	26	27	26	27	26	26	26	27	28	28	31	31	35	37	2	0	1	2	4	7	4	1	7	8	8	10	15	9	7	11	15	23	10	9	13	7	13	17	23	9	13	14	27	18	23	27	30	30	30	29	29	36	22	37	34	39	37	36	41	44	41	38	38	43	41	36	42	53	44	32	51	52	51	44	45	44	50	58	62	63	46	54	68	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	3	1	1	2	1	1	2	1	2	2	1	1	1	2	1	2	2	3	1	1	2	2	1	2	1	1	1	2	3	3	1
7500	-184.010855589148832	-182.548773504629963	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.816511459931502	3	1	4	3	4	5	5	6	6	8	7	10	12	9	9	11	8	11	10	10	12	11	13	11	14	12	13	14	16	14	15	16	16	18	18	17	18	19	20	20	21	22	22	21	22	24	25	23	24	26	24	25	23	25	26	25	27	25	27	27	26	25	26	27	27	30	31	34	36	2	0	2	2	1	1	1	6	7	6	7	17	12	11	8	19	5	11	10	10	19	12	16	14	21	19	16	16	13	26	23	21	26	25	33	32	29	35	38	35	38	37	38	35	44	42	53	44	43	53	43	53	43	53	51	48	63	46	63	53	53	51	52	47	51	54	65	67	68	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1
8000	-167.064792423044224	-165.602710338525355	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.969326593386406	4	2	5	4	4	6	6	6	5	8	8	9	11	9	8	10	9	11	11	10	13	11	13	11	14	10	13	14	15	14	15	15	16	18	19	17	18	18	20	21	21	23	22	22	23	23	24	24	24	24	22	23	24	25	25	26	26	27	26	27	26	26	25	27	27	29	31	34	36	2	0	5	2	2	1	1	5	1	8	7	6	17	15	8	15	10	11	14	10	26	12	24	15	19	8	22	17	23	27	23	18	21	25	36	29	36	33	37	35	32	39	39	41	39	41	43	42	43	51	39	40	45	52	43	47	47	55	53	55	48	52	41	55	54	64	59	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
8500	-183.541981458180061	-182.079899373661192	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.923900557728179	3	1	5	3	4	5	6	5	7	7	7	11	9	9	9	10	9	11	10	8	12	11	12	11	15	12	13	14	14	15	15	17	15	17	19	18	18	19	20	20	21	23	20	21	23	23	24	23	24	24	20	23	25	26	24	25	26	27	26	27	26	24	25	27	26	30	31	35	37	2	0	1	2	1	4	5	1	7	8	3	13	11	11	11	10	9	17	9	11	9	10	19	19	12	12	19	21	12	23	23	28	28	33	32	34	34	36	37	35	36	51	37	51	41	41	44	44	48	44	37	44	52	48	43	46	62	63	52	59	49	41	52	61	55	57	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
9000	-160.108758666411603	-158.646676581892734	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.963000629618017	3	2	5	3	5	5	4	6	7	8	7	10	11	7	8	10	9	12	11	10	11	11	13	12	14	10	13	14	15	14	15	15	17	17	19	18	18	19	21	20	21	22	22	23	23	24	24	24	24	25	22	25	24	26	25	23	25	27	27	26	27	26	26	28	27	28	31	34	36	2	0	7	2	7	4	1	5	5	3	5	17	12	6	5	17	10	26	15	15	26	16	16	20	24	9	18	24	30	18	28	28	29	28	37	33	34	37	38	35	36	37	36	39	39	44	43	56	56	44	40	47	42	47	44	51	56	57	55	49	57	55	46	61	60	54	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-160.024716331018254	-158.562634246499385	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.997153222486488	4	2	4	3	4	5	6	5	6	9	7	10	12	8	6	10	9	12	9	10	11	12	12	12	14	11	13	14	15	13	15	16	15	16	19	19	19	18	21	20	21	23	22	22	23	23	23	24	25	25	23	22	25	26	26	25	26	24	26	25	27	26	25	27	28	30	31	34	36	4	0	4	2	2	3	6	1	3	8	6	10	26	7	5	19	11	16	11	19	17	20	12	12	23	14	24	18	30	26	25	28	30	30	29	33	34	29	38	36	35	41	40	37	39	37	52	44	47	51	41	39	45	56	53	47	48	43	58	58	62	56	58	63	55	65	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-195.921522954296364	-194.459440869777495	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.860202171932005	4	1	5	3	4	6	3	6	6	8	7	10	12	10	8	10	9	11	10	11	12	11	13	10	14	11	12	15	15	15	16	16	16	17	18	18	18	20	21	21	20	22	22	22	23	23	23	24	24	26	22	24	24	24	26	25	27	26	26	26	27	26	26	28	28	31	32	35	38	7	0	5	2	2	7	2	7	5	8	5	7	20	15	9	11	15	19	15	24	17	14	19	15	18	6	24	23	23	23	29	28	13	30	30	32	33	35	38	41	37	39	41	40	38	39	38	43	40	41	35	46	38	42	53	51	50	54	51	49	49	52	47	63	59	57	61	67	68	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
10500	-169.932954249679796	-168.470872165160927	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.980466722062449	3	2	5	3	4	5	6	6	7	8	8	9	11	9	8	10	10	12	11	11	13	11	13	10	14	11	12	15	14	14	16	17	16	16	19	18	18	18	20	21	22	23	22	22	24	24	24	22	23	23	22	24	25	26	25	25	25	26	27	25	27	26	26	27	27	29	31	33	38	2	0	4	2	4	1	4	5	7	8	3	3	16	15	8	11	15	20	17	10	26	10	19	11	18	24	20	23	27	20	25	34	29	25	31	31	31	30	36	32	39	44	39	39	40	48	49	39	51	51	35	48	49	52	50	45	52	49	42	45	57	42	55	54	54	64	59	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-198.700284366466605	-197.238202281947736	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.826388678258987	4	2	3	4	4	6	5	7	6	7	7	8	12	8	9	10	9	11	10	10	12	12	12	11	13	10	13	15	16	14	15	14	14	18	20	18	16	20	20	21	22	23	22	22	24	22	24	23	24	26	24	23	24	27	25	25	26	25	26	25	25	26	26	27	28	30	31	34	36	3	0	2	3	2	2	3	7	1	4	7	11	17	3	11	11	10	11	17	11	20	24	5	15	13	10	16	25	30	21	33	16	21	29	37	29	30	34	36	38	40	38	39	40	46	35	44	38	46	44	35	44	46	59	52	52	55	52	42	48	47	47	58	60	54	56	65	66	68	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
