step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24
5000	-172.489251869756629	-179.344739820716001	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677207389276480	2	3	7	4	5	7	7	8	10	9	10	12	13	14	15	12	16	14	20	22	23	25	25	27	0	1	0	2	2	4	2	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	17	22	1	1	1	1	1	1	3	1	1	1	2	2	2	2	3	2	2	1	1	2	1	3	5	2
5500	-149.592339185211216	-156.447827136170588	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620824149021468	2	4	6	6	5	6	7	8	10	9	11	12	14	14	16	15	17	17	21	26	24	27	26	28	0	1	0	2	2	5	2	0	10	8	6	10	9	12	9	10	16	16	0	21	19	21	17	20	1	2	1	1	1	1	1	1	1	1	2	2	2	1	3	2	1	1	1	1	1	2	4	1
6000	-156.789449540885670	-163.644937491845042	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524830765878102	2	4	7	5	5	6	8	5	9	8	11	11	10	15	17	13	16	17	21	25	24	27	26	28	0	1	0	2	2	4	2	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	17	21	1	1	1	1	1	1	2	1	1	2	2	1	1	2	3	2	2	2	1	2	2	4	4	2
6500	-155.739156616046102	-162.594644567005474	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554012146477655	0	3	6	4	5	6	7	7	10	8	10	11	13	14	16	13	16	18	21	25	24	27	25	28	0	1	0	2	2	4	5	0	10	8	6	10	9	12	9	10	10	17	0	19	19	19	17	20	1	2	1	1	2	2	1	1	1	1	2	2	1	2	3	2	4	1	1	2	1	3	4	1
7000	-148.997338289485640	-155.852826240445012	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590081668109419	1	3	6	5	5	6	7	7	10	9	11	12	13	14	16	13	15	18	22	26	23	27	25	28	0	1	0	2	2	4	2	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	17	20	1	1	1	1	1	1	2	1	1	1	3	2	2	1	3	2	1	1	1	2	1	2	5	1
7500	-152.612905151558834	-159.468393102518206	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735540049135641	2	4	7	5	5	6	8	6	10	9	10	11	13	15	15	14	17	18	22	26	24	27	25	28	0	1	0	2	2	4	4	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	17	20	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	2	1	2	1	2	2	1
8000	-149.027599537317627	-155.883087488276999	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642517933467341	1	4	6	6	5	5	7	7	10	8	10	12	13	14	16	14	16	17	22	25	24	26	26	29	0	1	0	2	2	2	5	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	16	22	1	2	1	1	1	1	1	1	1	1	2	2	1	2	3	3	1	1	1	2	1	2	5	1
8500	-160.207889844221398	-167.063377795180770	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.748573866798043	1	4	5	6	5	7	7	7	10	9	10	10	13	15	16	14	17	18	20	24	23	26	25	26	0	1	0	2	2	4	5	0	10	8	6	10	9	12	13	10	16	16	0	19	19	19	16	20	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	2	2	3	4	1
9000	-157.363438951646771	-164.218926902606142	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683318122724037	2	4	5	6	6	7	7	7	10	9	11	11	13	14	16	15	17	18	20	23	23	28	25	28	0	1	0	2	2	4	2	0	10	8	6	10	9	12	13	10	16	16	0	19	19	21	17	20	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	4	1	1	1	2	2	2	4	3
9500	-153.501430771939624	-160.356918722898996	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644181625511017	2	4	6	5	6	6	7	8	10	9	11	10	13	14	14	14	16	16	21	26	23	27	25	29	0	1	0	2	2	4	2	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	18	22	1	1	1	1	1	1	2	1	1	1	3	1	1	2	2	2	1	2	1	3	1	3	5	1
10000	-141.350032785302290	-148.205520736261661	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.770009883446788	2	5	5	4	6	7	7	8	10	9	10	11	13	14	16	14	17	15	22	25	23	27	25	27	0	4	0	1	2	4	2	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	17	20	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	2	4	1
10500	-149.396341316215398	-156.251829267174770	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.535110436988030	1	6	5	3	5	7	8	7	10	9	11	12	13	14	17	13	17	17	22	25	23	27	25	28	0	5	0	1	4	4	2	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	17	22	1	1	1	1	2	2	1	1	1	1	2	1	2	1	3	2	2	2	1	2	1	3	3	1
11000	-151.319543315007024	-158.175031265966396	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718690737265141	2	4	6	3	5	6	7	8	10	9	9	11	13	15	14	13	17	18	22	25	24	27	24	29	0	4	0	1	4	4	5	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	18	22	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	3	1	2	1	2	2	1
11500	-146.436016382256071	-153.291504333215443	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703518038942015	2	6	6	4	5	6	7	7	10	9	10	12	13	14	16	14	16	18	21	25	23	28	22	29	0	5	0	1	4	4	5	0	10	8	6	10	9	12	9	10	16	16	0	19	19	21	17	22	1	1	1	1	1	1	1	1	1	1	3	2	1	1	3	2	1	2	1	2	1	3	2	1
12000	-148.291500395489493	-155.146988346448865	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675619927753043	2	6	6	4	5	5	8	6	10	9	10	11	14	14	16	15	17	17	22	25	23	26	25	29	0	5	0	1	4	4	2	0	10	8	6	10	9	12	13	10	16	16	0	19	19	19	17	22	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	2	2	1	1	2	1	3	4	2
12500	-141.756205445122134	-148.611693396081506	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610983191314636	2	5	7	4	6	6	8	7	10	9	10	11	12	14	16	14	16	16	22	26	24	27	25	28	0	4	0	1	2	4	5	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	17	22	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	3	1	1	1	2	2	2	4	1
13000	-155.830222492672334	-162.685710443631706	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597336999355551	2	5	7	3	6	5	7	8	10	9	11	12	14	14	16	13	17	17	22	25	24	27	23	28	0	4	0	1	2	4	2	0	10	8	6	10	9	12	9	10	16	16	0	19	19	21	17	19	1	1	1	1	1	1	1	1	1	1	2	2	2	2	4	2	2	2	1	2	1	1	3	5
13500	-144.769417508885425	-151.624905459844797	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.566006863666732	1	6	6	3	5	6	6	7	10	9	10	11	13	14	16	14	16	18	22	25	23	27	25	29	0	5	0	1	4	4	5	0	10	8	6	10	9	12	13	10	16	16	0	19	19	19	17	22	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1	1	2	1	2	4	1
14000	-158.322340069178438	-165.177828020137810	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687259240746406	2	5	6	3	4	7	7	8	10	9	11	10	14	14	16	12	15	17	22	25	24	26	25	28	0	5	0	1	4	4	2	0	10	8	6	10	9	12	13	10	16	16	0	19	19	21	17	22	1	1	1	1	1	3	1	1	1	1	3	1	2	3	1	1	1	2	1	2	1	2	4	1
14500	-141.606537517871942	-148.462025468831314	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591921739942151	2	6	7	4	5	7	7	7	10	9	11	11	13	13	16	14	17	17	22	26	24	27	25	28	0	5	0	1	4	4	5	0	10	8	6	10	9	12	13	10	16	16	0	21	19	19	17	20	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	3	1	1	1	1	1	2	3	1
15000	-142.673205961791950	-149.528693912751322	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785443841223132	2	6	7	4	5	7	8	7	10	9	9	11	13	13	16	13	16	15	21	24	23	28	24	28	0	5	0	1	4	4	2	0	10	8	6	10	9	12	13	10	16	16	0	19	19	20	17	20	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	2	4	2
15500	-152.035179776606299	-158.890667727565670	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588108072795120	2	6	6	4	5	7	7	9	10	9	10	11	13	13	16	15	14	16	21	25	23	27	23	28	0	5	0	1	4	4	5	0	10	3	6	10	9	12	13	10	10	17	0	19	19	19	17	20	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	4	3	1	1	2	1	2	4	2
16000	-142.113620207241809	-148.969108158201180	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634950213258353	2	6	6	4	5	7	8	8	10	9	11	11	13	14	16	14	17	17	22	25	24	27	24	29	0	5	0	1	4	4	5	0	10	8	6	10	9	12	9	10	16	16	0	19	19	21	17	22	1	1	1	2	1	2	1	1	1	1	2	1	1	2	3	2	2	1	1	2	1	2	4	1
16500	-154.045135423121280	-160.900623374080652	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.766602956420980	1	5	7	4	6	6	7	7	10	9	10	11	11	14	17	13	16	18	22	26	23	27	25	29	0	4	0	1	2	4	2	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	17	20	1	1	1	1	1	2	1	1	1	1	2	1	1	2	3	2	1	3	1	2	1	2	3	2
17000	-155.138220691824273	-161.993708642783645	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622742260050678	3	5	6	4	6	6	8	8	10	9	10	12	13	14	17	12	14	17	22	24	24	28	23	29	0	4	0	1	2	4	5	0	10	8	6	10	9	12	13	10	16	16	0	19	19	20	17	20	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	2	2	6	2
17500	-143.520757680389750	-150.376245631349121	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507740213330444	3	5	6	4	6	6	8	7	10	9	9	11	13	15	16	13	17	18	22	24	23	27	24	28	0	4	0	1	2	4	5	0	10	8	6	10	9	12	13	10	16	16	0	19	19	20	17	22	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	3	3	1	1	1	2	3	1
18000	-148.110062779874312	-154.965550730833684	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635995046877048	2	5	7	4	6	6	7	6	10	9	9	11	12	14	17	14	16	18	21	26	23	26	26	28	0	4	0	1	2	4	2	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	17	22	1	1	1	1	1	2	1	1	1	2	2	1	1	2	2	3	2	2	1	2	1	2	5	1
18500	-148.167319941024573	-155.022807891983945	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693263751394604	2	6	6	4	5	6	6	7	10	9	11	11	12	15	14	14	16	17	23	26	24	27	25	29	0	5	0	1	4	4	5	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	17	22	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	3	1	2	1	2	1	2	5	1
19000	-160.417363592797813	-167.272851543757184	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633178434997072	1	4	5	3	6	5	7	7	10	9	10	10	14	14	17	14	15	16	21	25	24	28	23	28	0	4	0	1	2	4	2	0	10	8	6	10	9	12	9	10	10	17	0	19	19	20	17	20	1	1	1	1	1	1	1	1	1	2	2	1	2	2	4	3	2	1	1	2	2	3	4	1
19500	-148.562465135354103	-155.417953086313474	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592466817570191	2	5	5	4	6	7	7	6	10	9	10	12	13	14	16	14	16	18	22	26	23	27	24	29	0	4	0	1	2	4	5	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	16	20	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	3	1	2	1	3	1	1	5	1
20000	-152.528432043728174	-159.383919994687545	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.770095218637090	1	5	4	4	6	6	7	6	10	9	9	12	14	14	16	14	17	17	22	25	23	26	24	28	0	4	0	1	2	4	2	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	17	20	1	1	1	2	1	2	2	1	1	2	1	2	2	1	3	2	1	1	1	2	1	2	4	2
20500	-150.938574979329957	-157.794062930289329	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655331566769350	2	6	6	4	5	7	7	7	10	9	10	12	13	15	16	15	17	18	21	25	23	28	25	27	0	5	0	1	1	4	5	0	10	8	6	10	9	12	13	10	16	16	0	19	19	19	16	20	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2	3	1	2	1	2	1	3	3	1
21000	-149.717060078215411	-156.572548029174783	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636944205619396	2	5	3	4	6	6	7	8	10	9	9	12	13	13	15	15	16	17	23	25	24	28	24	28	0	4	0	1	2	2	2	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	17	20	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	2	4	2
21500	-149.225223523020475	-156.080711473979846	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583997129689141	2	6	5	4	5	6	7	7	10	9	10	12	13	15	15	14	16	17	22	26	23	26	24	29	0	5	0	1	4	4	5	0	10	8	6	10	9	12	9	12	16	16	0	19	19	19	17	22	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	2	1	2	1	2	3	2
22000	-151.502522470083676	-158.358010421043048	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683670795153135	2	6	6	4	5	6	8	7	10	9	10	10	13	13	15	14	16	18	22	26	23	27	25	25	0	5	0	1	4	4	2	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	18	19	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	2	1	2	1	2	3	1
22500	-147.539742663891047	-154.395230614850419	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709281264006384	3	6	7	4	5	6	7	7	10	9	9	10	13	13	17	15	16	17	21	25	23	27	24	28	0	5	0	1	4	4	5	0	10	8	6	10	9	12	9	10	16	16	0	19	19	21	17	20	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	2	4	1
23000	-145.467200425523885	-152.322688376483256	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524513907653266	2	6	6	4	5	6	8	8	10	9	10	11	13	14	16	14	17	16	22	25	23	27	24	28	0	5	0	1	4	4	2	0	10	8	6	10	9	12	10	10	16	16	0	19	19	20	17	20	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	2	2	1	1	2	1	1	3	2
23500	-148.454354223488508	-155.309842174447880	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527345302546338	2	5	5	3	6	6	7	7	10	9	10	11	13	12	17	14	17	16	22	26	24	26	25	28	0	4	0	1	2	4	2	0	10	8	6	10	9	12	13	10	10	16	0	19	19	19	17	20	1	1	1	1	1	2	1	1	1	1	2	1	3	1	2	3	4	1	1	2	1	2	3	1
24000	-145.219005583390015	-152.074493534349386	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.786480986268322	1	5	6	3	6	6	7	8	10	9	10	11	12	13	16	15	17	16	22	25	24	27	24	29	0	4	0	1	2	4	5	0	10	8	6	10	9	12	13	10	16	16	0	19	19	20	17	20	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	3	2
24500	-150.268858790549615	-157.124346741508987	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691817023605734	2	5	6	4	6	5	7	7	10	9	10	11	13	14	14	14	17	18	22	25	23	26	26	27	0	4	0	1	2	4	2	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	17	20	1	1	1	1	1	1	1	1	1	1	3	1	2	2	2	3	1	2	1	2	1	2	6	1
25000	-150.476312992297920	-157.331800943257292	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.822129670386038	2	4	4	3	6	6	8	7	10	9	10	11	13	13	15	15	16	16	22	25	24	28	24	27	0	4	0	1	2	4	2	0	10	8	6	10	9	12	9	10	16	16	0	21	19	20	17	20	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	4	1
25500	-150.415141373075329	-157.270629324034701	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642149193712509	1	4	6	2	5	5	7	8	10	9	10	12	13	15	15	14	17	17	21	23	23	26	25	28	0	4	0	1	2	4	2	0	10	8	6	10	9	12	13	10	16	16	0	19	19	20	17	22	1	1	1	1	1	2	2	1	1	1	3	2	2	2	1	2	2	2	1	1	1	1	4	1
26000	-152.125383673186974	-158.980871624146346	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631052331363197	1	5	5	4	6	7	7	7	10	8	9	11	14	15	16	14	15	17	21	24	22	26	25	28	0	4	0	1	2	4	5	0	10	8	6	10	9	12	13	10	10	16	0	19	19	19	17	22	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	3	3	1	1	2	1	2	6	1
26500	-148.006848120353936	-154.862336071313308	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.715532352481465	1	5	6	3	6	7	8	8	10	9	10	11	14	14	17	13	16	18	22	26	24	27	23	29	0	4	0	1	2	2	2	0	10	8	6	10	9	12	13	10	16	16	0	19	19	19	17	20	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	2	2	1	2	1	2	3	1
27000	-152.842196809339697	-159.697684760299069	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567379593667094	2	5	7	3	6	7	6	6	10	8	10	12	13	14	16	13	15	17	20	24	24	26	25	28	0	4	0	1	2	4	2	0	10	8	6	10	9	12	9	10	10	16	0	19	19	19	17	22	1	1	1	1	1	2	1	1	2	2	1	2	1	1	3	3	3	2	1	2	2	3	4	1
27500	-157.328959937013451	-164.184447887972823	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575730007203890	0	6	7	3	5	6	8	6	10	7	9	12	14	14	15	14	17	17	21	25	23	26	25	29	0	5	0	1	4	4	2	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	17	22	1	1	1	2	1	1	1	1	1	1	2	2	2	1	3	4	1	1	1	2	1	2	4	2
28000	-146.364512275070553	-153.220000226029924	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694473076590861	2	6	7	4	5	7	7	7	10	9	11	11	13	14	14	13	16	17	21	25	23	27	23	29	0	5	0	1	4	4	2	0	10	8	6	10	9	12	9	10	16	17	0	19	19	20	17	22	1	1	1	2	1	2	1	1	1	1	2	1	2	1	2	3	2	1	1	2	1	1	3	1
28500	-142.478535619818445	-149.334023570777816	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665564364892353	2	5	5	4	6	6	7	7	10	9	10	11	13	14	15	14	16	17	22	25	23	26	25	28	0	4	0	1	2	4	2	0	10	8	6	10	9	12	9	10	16	16	0	19	19	19	17	22	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	1	2	1	2	5	1
29000	-145.871532820558087	-152.727020771517459	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742835997532501	2	5	5	3	6	6	7	8	10	9	10	12	13	15	16	13	16	18	22	26	23	27	25	28	0	4	0	1	2	4	2	0	10	8	6	10	9	12	9	10	16	17	0	19	19	20	17	20	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	1	1	2	1	1	4	1
29500	-153.415358425594519	-160.270846376553891	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696309367703073	2	5	6	4	6	6	7	7	10	8	10	11	12	13	14	14	16	16	21	25	22	27	24	27	0	4	0	1	2	4	4	0	10	8	6	10	9	12	9	10	16	16	0	19	19	20	18	20	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	4	1
30000	-148.425341012933586	-155.280828963892958	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562743019815093	2	5	7	4	6	7	7	5	10	9	10	11	13	14	16	14	16	18	21	25	23	26	25	28	0	4	0	1	2	4	4	0	10	8	6	10	9	12	13	10	16	16	0	19	19	19	18	22	1	1	1	1	1	2	2	1	1	2	2	1	2	1	1	3	1	2	1	2	1	2	4	1
30500	-149.985615216522007	-156.841103167481378	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803868010328158	1	5	5	4	6	6	8	8	10	9	11	12	12	15	16	14	16	17	21	26	22	26	25	28	0	4	0	1	2	4	5	0	10	8	6	10	9	12	9	10	16	16	0	19	19	21	17	20	1	1	1	2	1	1	1	1	1	1	2	2	1	1	3	3	1	1	1	2	1	2	5	1
31000	-141.858902814932662	-148.714390765892034	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616544563183424	2	6	6	4	5	6	7	8	10	9	10	12	13	14	16	15	17	17	21	25	23	27	25	28	0	5	0	1	4	4	2	0	10	8	6	10	9	12	9	10	16	16	0	19	19	20	17	20	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	2	1	1	1	2	1	1	6	1
