step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
5000	-511.787703838612344	-510.258361637049688	-1.529342201562655	0.000015720086207	0.000018506227902	1.177234504868380	0.636764645124883	4	2	5	5	3	5	10	7	8	7	10	12	11	11	12	13	12	15	14	13	15	14	16	14	16	15	16	18	18	18	18	18	19	19	20	19	21	20	22	21	21	21	21	20	21	21	23	23	23	24	22	24	23	25	24	24	27	26	26	26	28	26	28	29	29	29	29	31	31	30	31	31	33	34	34	39	2	0	1	5	2	5	3	3	8	3	3	8	11	8	11	15	14	19	13	17	15	15	16	10	24	14	15	26	21	12	26	19	28	16	30	29	28	23	37	34	36	30	44	23	34	35	41	37	33	42	44	0	42	51	51	45	48	50	49	53	54	48	42	58	62	59	61	61	65	61	31	62	71	69	73	75	1	1	1	1	1	1	2	1	1	1	1	3	1	2	2	1	1	1	2	1	2	1	1	2	1	3	2	2	1	3	2	2	1	3	1	1	2	2	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	2	1	1	2	1	1	1	1	1	3	2	1	2	1	2	1	1	7	2	1	1	1	2
5500	-476.598746796367948	-475.070775729716843	-1.527971066651082	0.000021496682810	0.000025231881691	1.173756989081252	0.717972584549145	3	2	5	6	5	4	9	7	8	10	10	11	12	10	13	15	13	17	14	13	16	14	17	13	17	14	16	17	18	16	17	18	20	19	18	19	22	22	21	21	20	19	22	21	22	21	22	23	23	22	22	23	23	24	25	24	26	26	25	25	27	27	28	28	28	29	28	30	32	30	31	30	34	33	36	39	2	0	1	6	6	2	8	3	3	9	9	11	11	8	11	15	14	19	13	14	15	15	16	8	24	14	15	17	21	19	20	30	28	27	30	29	31	23	31	34	36	30	23	23	34	35	41	37	39	42	44	0	50	51	54	45	48	42	49	53	54	33	58	58	57	59	61	61	72	67	37	62	71	72	73	75	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	3	1	2	2	1	1	2	2	2	2	2	1	1	2	1	2	2	1	1	2	2	2	1	1	1	3	2	1	1	1	1	1	2	1	1	1	1	1	2	2	3	1	1	1	2	1	1	1	2	1	2	2	1	4	2	1	2	1	2
6000	-443.714139455209590	-442.327275880020920	-1.386863575188656	0.000034018348918	0.000025780450620	0.757839561290938	0.697289215555524	4	3	5	6	5	4	8	7	9	10	10	11	12	13	12	17	14	17	15	14	16	14	16	15	17	16	16	17	18	18	18	17	20	20	20	19	21	21	22	20	21	20	23	21	23	22	23	23	24	22	23	24	25	25	24	26	26	27	27	27	28	27	25	28	27	28	29	31	32	30	32	30	34	34	36	37	2	0	1	1	6	2	3	3	8	8	8	11	11	11	11	27	14	19	13	14	15	15	15	10	24	17	15	26	21	19	28	19	26	27	30	29	31	27	28	16	36	30	44	23	34	35	41	31	37	42	44	0	50	51	51	45	39	50	49	53	54	48	42	58	31	59	61	51	72	61	65	48	71	69	73	75	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	1	2	1	2	2	1	1	2	3	1	1	2	2	2	2	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	3	1	2	1	3	3	1	4	1	1	5	1	1	2	3	1	1	1	1
6500	-451.681507822215053	-450.270715864059810	-1.410791958155267	0.000070165105214	0.000026929572936	0.383802929595810	0.732882516279976	5	3	6	7	4	4	9	7	8	9	10	11	11	11	12	16	13	16	14	13	14	13	17	15	16	16	15	17	17	17	17	18	20	18	19	19	21	22	20	20	21	21	21	20	23	22	24	23	23	23	23	23	25	25	25	27	28	25	26	27	29	26	27	27	29	28	29	31	31	31	31	32	33	34	36	39	2	0	1	5	2	2	8	3	8	8	3	11	10	10	11	15	14	19	13	14	15	15	27	7	17	14	22	17	21	13	17	30	28	27	30	29	31	23	28	34	27	30	23	23	40	30	41	31	39	42	43	0	50	38	51	45	62	30	49	53	55	26	58	58	62	49	54	67	57	61	62	65	71	69	73	75	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	2	2	3	2	1	2	2	1	1	3	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	2	1	4	2	1	3	4	1	1	2	3	2	1	2	1	3	2	1	2	1	1
7000	-478.975908085144852	-477.431279156020082	-1.544628929124775	0.000121890309402	0.000032549197792	0.267036796864607	0.579024572923416	5	2	6	6	4	4	9	8	9	10	10	11	13	12	13	16	14	16	14	12	16	13	17	15	17	15	16	16	19	18	16	17	20	18	19	18	21	22	21	20	20	20	22	21	22	23	23	23	23	24	23	22	24	25	25	26	28	26	26	26	29	24	27	28	28	28	25	30	31	31	33	32	33	34	36	40	6	0	5	6	2	2	8	3	3	9	9	11	9	10	10	13	10	19	8	3	15	11	15	20	26	20	15	26	21	13	17	19	28	22	13	16	31	40	26	34	36	32	34	27	34	42	36	31	39	30	43	0	42	51	38	45	62	42	49	50	55	37	50	63	37	49	51	67	65	54	65	69	69	72	73	73	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	3	2	2	2	2	2	1	2	1	1	2	2	1	2	2	1	4	1	2	2	4	2	1	2	2	3	1	2	3	3	1	3	1	1	2	2	1	2	2	3	2	1	2	1	2	1	4	4	1	3	1	3	3	1	1	1	2	3
7500	-558.294784980024247	-556.714652686708632	-1.580132293315606	0.000212212300465	0.000052839063823	0.248991522673878	0.593392993169152	5	3	6	6	5	4	9	7	9	10	9	11	12	13	14	17	13	16	13	14	15	13	16	15	17	12	16	18	19	18	18	16	19	18	20	17	21	19	21	21	20	22	22	20	22	23	22	24	23	24	24	20	24	25	24	26	27	25	27	27	27	26	28	28	29	28	27	30	31	30	33	31	32	33	36	39	2	0	1	2	6	2	3	3	8	6	8	9	7	11	8	17	9	19	26	3	10	11	21	19	27	7	20	7	36	10	24	20	25	16	25	14	24	23	33	34	36	25	23	27	44	30	37	33	31	35	16	0	37	55	37	45	39	50	49	37	54	48	50	37	59	39	37	61	65	54	69	62	57	69	71	71	1	1	1	1	1	1	2	1	1	3	1	1	1	2	4	1	3	1	1	4	1	2	1	1	1	2	1	4	1	4	1	1	1	1	2	2	4	2	2	2	2	2	3	2	1	2	1	2	2	2	3	1	1	1	2	3	3	1	3	3	1	1	2	4	1	3	3	2	1	3	1	2	2	1	2	2
8000	-525.960654520973094	-524.405689140371919	-1.554965380601187	0.000136885940181	0.000035793274191	0.261482473245308	0.519450631823055	4	2	5	6	4	3	8	8	10	9	10	11	12	13	14	17	14	16	14	12	16	13	16	12	16	15	15	17	18	17	17	17	18	18	19	19	21	20	21	20	21	21	23	21	20	22	23	23	22	23	23	23	24	26	26	25	27	26	24	26	28	25	27	29	28	29	28	30	31	30	32	31	33	34	36	38	2	0	1	2	2	2	3	3	7	6	3	10	8	9	24	11	8	13	13	3	13	24	15	3	11	10	8	26	27	19	13	24	25	13	20	21	31	36	28	16	29	30	44	38	34	35	36	49	14	32	38	0	50	44	15	45	62	42	14	42	43	48	60	51	49	57	54	16	62	67	65	62	72	62	73	75	1	1	1	1	1	1	2	2	1	3	3	1	2	2	1	3	2	2	1	4	2	1	1	3	3	2	3	1	2	2	2	4	1	3	3	2	3	1	2	2	2	2	1	1	1	2	2	1	4	3	2	1	1	2	4	3	2	2	4	3	3	1	1	3	2	1	1	7	4	1	2	3	2	5	2	1
8500	-560.592064745469088	-559.004855440262077	-1.587209305206980	0.000150780688013	0.000037048894310	0.245713789993462	0.382973404727590	4	2	6	7	4	5	9	7	9	10	10	12	12	13	12	17	14	17	15	12	17	13	16	16	16	15	16	18	19	18	18	17	19	19	20	19	21	21	21	20	21	20	22	21	22	22	23	23	24	23	24	23	23	23	24	26	26	26	26	25	28	26	28	29	28	28	26	28	30	30	32	30	34	35	36	39	2	0	1	6	2	2	8	3	3	1	8	9	3	8	10	20	10	19	10	8	9	10	13	9	8	10	20	24	25	17	13	25	4	14	30	27	26	27	12	23	36	24	44	27	34	30	29	25	37	30	43	0	42	29	44	27	49	21	37	50	67	39	50	60	28	39	54	11	24	61	72	57	72	48	73	74	1	1	1	1	1	2	1	1	1	3	1	2	3	4	1	3	2	1	2	3	5	2	2	5	6	2	3	1	2	2	3	1	6	3	1	2	3	2	4	2	2	3	1	1	2	2	2	3	2	3	1	1	1	2	1	5	1	4	2	1	1	2	2	1	5	3	2	9	6	1	1	3	1	5	1	2
9000	-518.892317481512805	-517.400823559427863	-1.491493922084929	0.000125966550990	0.000037883609864	0.300743408198326	0.411528120427674	5	2	6	7	4	6	9	7	10	8	10	12	12	14	12	17	13	17	15	12	15	13	16	15	16	15	15	17	18	18	15	17	19	19	19	20	21	20	21	20	21	22	22	21	22	23	24	23	23	24	24	23	24	25	25	25	27	26	26	26	27	26	26	29	28	29	28	29	31	31	32	30	33	34	35	39	5	0	1	2	2	5	8	3	3	3	8	8	9	13	9	21	11	13	20	3	15	12	15	11	13	17	15	26	24	19	17	13	26	9	18	16	28	15	17	24	34	18	40	27	40	35	29	25	28	34	44	0	42	21	43	45	39	50	49	30	55	48	50	58	48	48	55	55	62	34	72	65	69	69	73	75	1	1	1	2	1	1	1	1	2	1	1	3	1	2	1	1	1	3	1	3	3	1	2	4	2	1	3	2	2	2	1	2	2	3	1	2	2	3	4	3	1	2	1	3	1	2	4	3	4	3	2	1	1	6	2	2	3	1	1	3	1	2	1	2	2	4	1	3	2	6	1	2	1	1	1	2
9500	-529.129128733490688	-527.571860363863379	-1.557268369627345	0.000167854283337	0.000043689242094	0.260280769877297	0.530924062887839	4	3	5	6	5	5	9	7	9	10	11	12	13	13	13	15	13	15	15	10	17	14	17	15	15	15	16	17	19	17	17	17	19	18	20	19	21	21	22	21	19	21	21	21	23	23	23	24	22	23	23	24	25	24	23	27	28	25	27	27	28	27	26	28	28	29	26	31	31	31	32	31	34	35	36	39	2	0	1	6	2	2	8	3	3	8	9	9	11	9	11	15	7	3	20	3	18	9	15	17	14	17	15	26	21	19	19	11	26	23	32	21	20	15	33	34	27	32	27	41	34	35	29	28	18	37	22	0	50	44	44	27	49	30	39	58	54	49	51	63	33	48	55	54	59	43	62	59	62	69	74	73	1	1	1	1	1	1	1	1	3	2	1	1	1	2	1	1	2	5	4	2	1	2	2	1	1	1	2	2	1	1	1	2	2	1	2	1	5	4	2	2	2	2	3	1	3	3	2	4	4	1	5	1	1	1	1	4	3	4	3	1	1	3	2	1	3	2	2	3	2	4	1	3	3	2	1	2
10000	-529.092355153821245	-527.698882009757995	-1.393473144063279	0.000116901456811	0.000048397674175	0.414004029504187	0.506094240498825	4	3	6	5	5	4	10	7	10	9	10	10	13	13	12	16	14	15	15	11	16	12	15	15	17	15	17	16	17	17	18	17	18	19	19	18	21	22	21	20	21	21	21	21	23	23	23	22	24	23	23	24	24	24	24	26	28	26	26	27	26	27	27	28	29	28	28	29	32	29	32	31	32	34	35	36	2	0	1	2	2	2	10	3	3	8	10	2	11	20	9	23	20	8	13	10	11	3	15	8	24	14	16	26	21	18	17	24	26	16	24	29	26	21	33	27	36	30	15	15	27	42	44	33	37	30	44	0	24	40	16	45	39	53	33	58	55	48	53	53	62	37	51	61	72	51	62	62	72	69	73	73	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	2	3	2	1	2	2	1	4	1	1	1	1	1	1	2	1	2	2	2	1	3	2	2	1	2	4	7	4	3	1	1	2	1	4	2	1	5	3	3	2	3	1	4	1	1	2	1	2	1	3	3	2	1	2	2	2	1	1	2	2
