step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72
5000	-425.545393831080503	-424.013584140603371	-1.531809690477156	0.000014361250013	0.000016996293929	1.183482908096084	0.597702959988219	1	3	6	4	4	5	6	5	6	7	7	6	8	8	8	9	9	8	8	8	9	8	10	9	11	10	10	12	13	12	13	11	12	12	11	13	13	13	14	16	13	16	14	15	15	14	15	15	16	17	16	16	16	19	18	17	18	17	18	18	19	19	17	20	17	21	20	22	25	24	23	27	0	1	1	2	1	1	5	1	4	6	6	8	7	3	11	6	10	10	11	7	15	8	16	19	20	22	20	27	27	15	22	19	25	11	7	30	32	32	16	38	0	46	36	36	32	30	39	26	38	38	0	46	30	39	43	44	38	38	58	52	53	53	39	45	44	63	52	49	0	71	65	0	1	1	3	1	2	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	1	3	3	1	1	2	2	1	2	1	2	2	3	1	1	3	1
5500	-420.122853932550470	-418.749303367947675	-1.373550564602821	0.000020100025772	0.000009382619504	0.466796391733142	0.577955329342081	1	3	4	4	3	4	6	6	6	6	6	7	8	7	9	7	8	7	8	7	9	9	9	10	10	11	9	11	12	11	13	11	12	12	12	13	13	13	15	15	16	14	15	15	16	13	17	16	16	17	15	16	15	19	17	17	19	19	19	18	20	19	17	19	17	20	20	25	25	24	22	27	0	1	1	2	1	1	3	3	4	6	6	8	7	7	11	10	6	6	11	7	11	8	16	19	20	22	20	27	13	21	26	24	20	11	13	30	32	32	13	32	0	46	36	36	32	30	39	26	32	38	0	46	46	39	42	44	49	38	49	42	53	53	39	32	44	63	52	57	0	71	65	0	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	2	3	1	1	1	2	1	3	1	1	2	3	2	1	2	1	2	2	1	2	3	2	2	2	2	1	4	1	2	2	2	1	1	2	1
6000	-410.337276011766733	-408.970144887759830	-1.367131124006909	0.000041751781126	0.000020675318723	0.495196089008246	0.712976758417284	0	1	6	3	4	4	4	5	6	7	6	6	8	6	8	7	8	7	8	8	9	8	9	9	10	10	10	12	12	11	14	11	11	14	13	13	13	14	14	16	16	15	15	15	15	14	16	15	17	16	17	17	16	17	18	17	17	17	18	18	19	18	17	20	18	20	19	23	23	23	22	28	0	1	5	2	1	1	1	1	4	6	6	8	10	7	11	6	18	3	11	7	15	3	10	19	20	22	20	27	20	15	26	24	25	21	13	30	32	32	18	32	0	30	36	36	32	30	39	31	32	32	0	30	30	39	43	44	38	32	40	30	62	53	39	40	44	63	30	57	0	71	65	0	1	1	1	1	2	1	2	2	2	2	2	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	2	1	2	5	2	1	2	1	1	2	1	1	1	2	3	1	2	3	1	2	1	1	2	1	2	1	1	1	2	1	2	3	2	1	1	2	1
6500	-397.161835373694032	-395.585557795648754	-1.576277578045271	0.000077974864013	0.000019557482081	0.250817777349915	0.635303893987162	1	3	3	4	3	4	5	5	6	5	6	7	8	8	8	8	9	7	8	8	9	10	9	8	10	10	10	12	12	12	13	13	12	14	13	13	13	11	14	15	16	15	16	16	16	15	16	16	17	17	16	16	15	19	17	18	18	18	19	17	18	19	17	20	18	21	22	24	24	22	21	27	0	1	1	2	1	1	6	3	4	3	6	1	7	7	11	10	6	10	11	12	15	8	10	11	14	8	20	27	25	21	22	24	13	15	22	21	38	24	17	38	0	36	34	46	32	21	39	31	40	37	0	42	34	39	43	44	40	40	45	42	53	53	47	58	44	47	55	49	0	71	65	0	1	1	1	1	1	2	1	2	1	1	2	3	2	2	1	2	2	1	1	1	1	3	2	2	1	2	2	1	1	2	2	2	2	2	1	2	2	1	2	2	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	1	2	2	1	1	2	2	1	1	1	3	2	3	1	1	1	1
7000	-411.308604724250358	-409.739413059465221	-1.569191664785132	0.000114862678946	0.000029204270919	0.254253785359973	0.668257687932267	1	2	5	4	3	4	5	5	6	6	7	6	8	7	8	9	8	7	8	8	9	10	10	9	9	10	10	10	12	10	13	11	13	14	11	13	14	13	16	16	17	15	15	16	15	13	17	16	16	15	16	14	15	18	17	17	17	18	18	19	19	19	17	20	19	21	20	24	24	24	21	25	0	1	1	2	1	1	6	6	4	8	3	5	7	7	10	3	10	10	11	7	15	8	16	11	20	8	20	17	20	21	22	16	25	30	20	21	32	32	16	38	0	46	52	52	38	30	39	22	32	32	0	19	46	39	36	44	38	40	40	43	53	53	39	45	42	39	60	58	0	71	44	0	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	2	2	1	1	2	1	3	1	2	1	3	1	1	2	1	2	1	2	2	1	2	1	1	3	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	1	2	1	1	2	3	2	1	2	2	3	1	2	1	2	3	1
7500	-405.043304541414614	-403.297963422649275	-1.745341118765359	0.000081197129827	0.000015459272089	0.190391854018172	0.684379599654461	0	3	3	4	4	5	5	5	5	7	6	7	8	8	8	8	9	7	8	7	9	9	10	9	9	8	9	12	12	12	13	11	12	13	13	13	13	13	16	16	15	14	14	15	15	14	16	16	16	16	16	16	14	18	17	17	17	18	17	18	19	16	17	16	16	21	20	24	24	23	21	27	0	1	1	2	1	3	3	1	4	6	6	8	7	7	10	10	10	6	11	7	11	26	16	19	20	8	20	27	20	21	22	24	25	15	7	15	32	32	23	32	0	34	30	42	38	11	46	31	32	32	0	43	30	47	46	44	40	32	49	34	62	42	39	32	46	63	52	58	0	71	65	0	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	2	2	4	2	2	2	2	3	1	1	1	1	1	4	1	2	2	2	1	1	2	1	2	1	1	2	1	2	2	1	1	2	2	2	2	3	1	1	2	1
8000	-436.436137820954116	-434.946508510267620	-1.489629310686477	0.000092614749090	0.000027981018258	0.302122702194669	0.581393228566806	1	3	5	5	5	4	5	6	6	4	7	6	8	7	9	9	8	7	8	9	10	9	8	9	10	11	11	11	11	12	13	12	12	13	14	12	11	13	16	15	16	16	15	14	14	14	14	16	16	16	16	15	14	18	17	17	17	18	18	18	18	18	16	20	18	20	21	24	24	24	21	28	0	1	10	2	1	1	6	6	2	1	5	10	9	7	11	13	1	10	11	7	11	8	5	10	17	22	20	17	17	19	26	37	25	21	30	21	24	37	17	32	0	52	19	30	32	11	34	26	32	32	0	36	11	47	36	43	32	32	40	34	52	53	30	57	44	63	36	40	0	71	65	0	1	1	1	1	3	2	1	1	2	1	1	1	1	1	1	1	4	1	1	2	2	1	1	4	1	1	1	2	1	3	2	1	1	2	2	1	1	1	4	2	1	1	4	1	2	3	1	2	2	2	1	1	3	3	2	1	3	2	1	2	2	2	2	2	3	2	4	4	1	1	1	1
8500	-485.853579067806379	-484.114639699305087	-1.738939368501291	0.000126026734443	0.000024215346430	0.192144520262106	0.580975268481250	1	2	4	4	4	4	6	5	6	6	7	7	7	6	9	9	8	6	9	8	9	8	10	10	10	10	10	8	12	11	13	12	11	10	14	13	13	13	16	15	15	15	15	16	15	14	16	17	17	16	16	14	15	17	18	17	19	17	18	18	19	19	15	19	18	19	20	24	24	23	22	28	0	1	1	2	1	1	5	3	2	1	6	8	7	6	6	9	6	6	7	9	6	8	16	10	20	22	10	10	27	24	22	19	10	11	16	11	32	15	17	24	0	36	52	30	32	11	46	26	32	38	0	11	36	47	42	30	59	30	50	36	42	53	9	45	44	47	58	57	0	65	56	0	1	1	1	1	2	1	1	1	3	3	2	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	2	2	2	2	2	3	1	2	3	2	1	1	1	2	1	3	1	4	2	2	1	3	2	1	2	4	1	2	1	4	2	3	4	2	1	3	2	2	1	2	3	1
9000	-442.895426335350805	-441.258029770715837	-1.637396564634973	0.000129892259754	0.000029211057932	0.224886825336583	0.591451199496498	1	2	3	4	5	4	5	5	6	7	8	6	8	7	9	7	6	8	8	8	10	9	10	10	9	10	10	11	11	13	14	12	11	12	12	14	14	13	16	14	15	16	13	16	14	14	13	14	15	16	15	16	15	19	16	17	18	16	16	19	20	17	16	19	18	20	22	25	25	23	23	28	0	1	1	2	3	1	3	1	4	17	6	6	7	7	19	6	6	17	6	16	15	5	17	11	20	22	20	27	25	21	26	24	20	15	20	34	32	24	47	21	0	46	21	43	32	43	23	22	32	38	0	46	15	56	36	43	37	32	45	55	62	52	23	40	34	39	60	57	0	65	56	0	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	2	1	1	2	2	1	1	1	1	1	1	2	2	1	2	2	2	1	1	2	2	2	1	1	2	1	1	1	1	3	2	2	1	1	3	1	1	3	2	2	2	1	2	1	4	3	4	2	2	3	1	2	3	1
9500	-425.246874735026609	-423.595578241647502	-1.651296493379127	0.000105204964141	0.000023119511279	0.219756847675445	0.667042227000778	2	3	4	4	5	4	5	6	6	6	7	7	8	7	9	9	8	7	9	7	8	9	9	10	11	10	10	11	11	11	13	11	12	13	13	14	14	13	17	13	17	15	15	15	15	14	16	15	16	16	16	16	15	16	17	18	18	19	15	18	18	18	15	19	19	20	20	23	25	22	23	26	0	1	1	2	3	1	2	1	4	6	6	8	7	7	21	3	6	10	21	7	18	8	17	19	7	22	20	20	13	15	26	21	7	16	13	34	40	32	16	32	0	30	34	34	38	19	63	26	32	37	0	46	36	16	43	36	50	50	40	52	34	46	16	50	44	47	52	58	0	65	65	0	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	3	2	1	1	1	1	1	1	1	3	1	1	2	2	1	2	2	2	1	2	1	1	2	4	2	1	2	1	2	1	3	1	2	2	1	1	1	1	3	1	2	1	1	1	1	2	2	2	2	2	3	2	3	1	2	1	1
10000	-434.936527936333619	-433.203489215832747	-1.733038720500894	0.000114523828568	0.000022193302773	0.193787642715086	0.616642224768075	1	2	5	4	5	3	6	5	6	7	7	6	8	7	7	9	8	7	8	8	9	8	10	9	9	9	10	10	12	11	13	11	12	13	13	12	13	13	15	15	15	14	14	14	16	12	17	15	15	15	17	16	16	18	18	17	18	18	17	17	19	17	17	19	19	20	21	23	24	22	24	28	0	1	1	2	1	1	8	1	4	6	6	3	7	5	5	6	6	3	15	7	15	5	17	19	5	3	20	7	20	15	22	24	13	8	29	24	32	32	34	32	0	30	36	46	32	30	16	31	17	32	0	30	34	39	30	11	45	24	50	36	62	53	39	40	44	63	55	40	0	65	70	0	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	3	2	1	1	1	1	2	1	1	2	2	1	2	3	2	3	1	1	3	1	2	1	2	2	2	1	2	1	1	2	1	5	1	2	3	1	2	1	2	3	4	2	4	1	2	1	1	2	2	2	2	1	3	1	2	1	1
10500	-461.493185340441642	-459.764658865812692	-1.728526474628950	0.000092234406608	0.000017991475872	0.195062520953080	0.464120383850793	1	3	4	4	2	5	5	5	6	6	7	5	8	7	8	8	7	6	8	9	9	10	10	9	8	11	11	12	12	12	13	13	13	13	13	13	12	14	14	16	17	12	15	15	15	14	16	16	14	16	15	15	15	17	18	17	18	18	19	18	20	19	17	18	18	20	21	23	25	23	24	27	0	1	1	2	1	5	1	5	4	5	6	1	7	3	11	10	3	1	10	10	25	8	16	19	3	1	25	20	20	19	26	24	25	15	10	15	24	32	1	37	0	11	42	34	38	11	46	22	37	38	0	15	36	39	43	44	38	38	38	36	53	42	39	45	21	63	15	58	0	65	65	0	1	1	2	1	1	2	1	1	1	2	1	2	2	2	1	1	1	3	2	2	1	2	1	1	2	4	2	2	2	2	1	2	1	2	3	4	2	1	5	2	1	2	1	1	1	4	1	3	1	1	1	4	2	1	2	1	2	2	3	2	2	3	2	2	3	2	6	2	1	2	3	1
