step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19
6500	-235.024462056348995	-233.663534231955026	-1.360927824393968	0.000183779921763	0.000102918965753	0.560012022891316	0.436128172745106	0	2	5	6	5	8	8	9	11	13	19	21	23	24	27	28	29	32	34	0	1	1	2	1	3	4	5	8	9	3	11	11	13	14	14	14	15	18	1	1	2	1	2	2	1	2	1	1	4	1	2	1	2	2	2	2	1
7000	-259.760989098823131	-258.400077005434071	-1.360912093389083	0.000351046555461	0.000196882398090	0.560844124594604	0.567901792854006	1	3	5	6	7	8	9	9	10	14	19	22	24	26	27	28	29	31	34	0	1	2	2	1	4	3	3	3	4	7	11	10	13	14	14	16	16	18	1	1	1	1	3	2	3	2	2	2	3	1	5	1	1	1	1	1	2
7500	-251.889412490373786	-250.255327059519516	-1.634085430854273	0.000742284682990	0.000167864432159	0.226145623108637	0.393926867735863	2	3	6	7	5	8	9	8	11	11	19	21	23	25	28	26	29	31	34	0	1	5	1	2	5	3	5	7	7	2	6	12	13	13	11	11	11	12	1	1	1	3	1	2	1	1	1	1	7	7	1	2	2	3	5	7	4
8000	-231.094063912598500	-229.535362083938821	-1.558701828659676	0.001048824821714	0.000272211065931	0.259539114917569	0.410918085841846	1	3	5	7	6	8	8	9	10	14	19	21	25	23	26	28	29	32	34	0	1	2	3	2	4	4	6	4	6	10	10	12	11	12	12	12	12	12	1	1	2	1	1	1	1	1	1	3	3	5	2	2	2	3	5	5	6
8500	-212.128005175412881	-210.610581767954613	-1.517423407458273	0.000656684438449	0.000185892685665	0.283077647010428	0.355735204156631	1	3	5	6	6	8	9	8	11	13	20	20	23	26	28	27	28	30	33	0	1	2	3	3	5	2	1	3	6	9	9	11	12	12	11	13	12	11	1	1	1	1	1	1	3	4	3	3	6	5	2	5	4	3	2	5	6
9000	-278.892087617126776	-277.424479144699603	-1.467608472427183	0.000614731762407	0.000196573985952	0.319771968805911	0.309581891518896	1	3	5	6	5	8	7	9	11	10	20	22	23	26	26	28	29	32	33	0	1	1	2	2	7	3	4	8	7	4	5	11	11	11	11	13	11	13	1	1	2	1	2	1	1	1	1	1	5	13	2	3	3	4	3	7	4
9500	-234.442682271663500	-232.984695179243232	-1.457987092420266	0.000567529627335	0.000186379577332	0.328405017738023	0.266809773820645	0	2	4	5	7	9	7	8	9	10	19	21	25	25	26	27	28	31	34	0	1	1	2	4	1	1	4	1	1	10	3	11	11	11	11	12	12	12	1	1	2	2	1	3	4	2	2	4	5	7	3	3	3	3	4	5	5
10000	-237.722092114642180	-236.193358113820153	-1.528734000822033	0.000842789825409	0.000232725655616	0.276137239202448	0.559391113123753	1	3	5	7	7	9	8	10	10	14	18	21	23	26	28	29	29	32	33	0	1	2	3	3	4	3	4	7	7	10	5	12	12	12	10	12	12	13	1	1	1	1	1	1	1	2	1	4	2	5	1	2	3	4	2	6	5
10500	-232.650720446743179	-231.151248895508019	-1.499471551235166	0.001072667086617	0.000316457011262	0.295018850872509	0.320336222760822	0	2	4	6	5	8	5	10	11	14	20	22	25	22	28	28	29	31	30	0	1	1	7	1	4	2	6	8	6	10	10	10	11	12	10	11	12	12	1	1	2	1	3	1	1	1	1	3	3	3	5	1	4	8	4	5	4
11000	-255.758110046245207	-254.308338502166919	-1.449771544078288	0.000536785963417	0.000180531135315	0.336318658866509	0.274587515690547	1	2	6	3	5	7	8	9	9	14	19	21	24	26	26	28	29	30	32	0	1	1	2	1	1	4	1	1	5	10	8	10	12	10	12	10	10	15	1	1	2	1	2	4	2	5	4	5	2	10	5	3	3	3	8	9	4
11500	-220.761592973590922	-219.310757345965413	-1.450835627625496	0.000579577615471	0.000194310824347	0.335262817541526	0.271990293161294	1	2	5	5	4	8	8	8	10	12	20	19	22	23	26	28	30	30	33	0	1	5	5	2	2	2	4	1	4	9	10	11	12	11	13	9	13	12	1	1	1	1	1	3	3	2	5	5	8	4	1	2	3	2	9	4	9
12000	-195.823492128780941	-194.347640943290287	-1.475851185490642	0.000656316968595	0.000205329320650	0.312850848713646	0.343043935838654	0	2	5	6	6	8	8	9	9	12	19	21	24	25	27	27	29	30	32	0	1	1	2	1	2	5	7	7	1	10	10	12	11	12	12	12	12	12	1	1	3	3	3	3	1	1	1	5	4	5	2	2	3	3	5	3	7
12500	-244.784851618801895	-243.239624075747685	-1.545227543054217	0.000599255672060	0.000159826102353	0.266707700577772	0.405181982054523	1	3	6	7	4	9	8	9	11	13	19	22	24	25	24	28	30	30	33	0	1	2	2	2	1	1	7	1	8	10	6	12	11	12	13	15	12	12	1	1	2	2	1	4	4	1	3	2	3	6	2	3	1	3	4	4	6
13000	-206.998620629057172	-205.398113613789860	-1.600507015267299	0.000539288151022	0.000129322763529	0.239802716385099	0.439904639673006	0	2	5	6	5	8	7	9	10	13	20	19	24	26	26	29	29	31	30	0	1	1	1	1	3	3	6	1	4	9	9	11	11	11	12	11	11	11	1	1	2	3	2	2	1	1	7	3	7	6	3	3	3	6	3	5	4
13500	-219.224384628481516	-217.720495091888779	-1.503889536592730	0.000653674491598	0.000190850068346	0.291964992972986	0.335679523884336	1	3	4	6	6	9	8	9	11	13	20	20	25	25	27	28	30	31	31	0	1	1	3	3	3	3	7	2	3	10	7	12	11	11	12	11	12	12	1	1	1	1	1	4	2	1	3	6	6	5	4	2	4	3	5	5	4
14000	-208.044454564918908	-206.501718910443458	-1.542735654475443	0.000593743143858	0.000159172969141	0.268083885747183	0.239400932118958	0	2	6	7	5	7	8	9	10	11	20	20	24	25	27	28	29	32	33	0	1	5	2	2	1	3	3	3	5	10	4	11	12	11	11	12	12	11	1	1	1	3	1	4	1	1	2	3	6	7	3	2	5	4	3	5	7
14500	-250.335983541380102	-248.899320616689067	-1.436662924691023	0.000547641570330	0.000191775217954	0.350183821579760	0.342163693619807	0	3	5	7	7	9	8	10	10	12	19	20	24	26	28	29	29	31	33	0	1	2	3	3	3	3	7	5	1	1	10	12	13	12	13	10	11	12	1	1	1	1	1	3	2	1	2	6	10	5	2	1	5	3	9	5	6
15000	-207.786867857978280	-206.398501261845979	-1.388366596132294	0.000391654484791	0.000166425066977	0.424928281023495	0.487869072618611	1	2	4	7	6	6	9	10	11	14	19	21	23	25	27	27	29	30	33	0	1	2	6	3	3	4	5	4	5	10	11	11	13	14	14	14	17	15	1	1	1	1	1	2	1	2	2	4	2	1	2	1	1	1	2	1	3
15500	-211.917295581922758	-210.498739400127249	-1.418556181795520	0.000305675955635	0.000113898160266	0.372610793118203	0.840595913400139	1	2	5	6	6	8	8	10	10	13	20	21	23	25	27	28	29	31	33	0	1	2	3	3	4	4	5	3	5	8	11	11	13	13	14	16	16	18	1	1	1	1	1	1	1	2	2	2	5	1	2	1	2	1	1	1	1
16000	-225.857791124778231	-224.323446369738775	-1.534344755039453	0.000318842890974	0.000086993879585	0.272842462691449	0.437654306867377	0	3	5	7	6	7	9	9	10	14	19	22	22	25	28	29	30	32	34	0	1	2	3	3	5	4	5	5	9	8	11	11	13	14	14	15	17	18	1	1	2	1	1	1	1	2	2	2	6	1	2	1	1	2	1	1	1
16500	-207.297904354762409	-205.921270668216749	-1.376633686545653	0.000317411102282	0.000144818561811	0.456249201018997	0.798188650597177	1	2	5	6	6	8	8	9	10	14	17	21	24	25	28	29	30	31	33	0	1	2	3	3	4	4	5	5	4	10	11	12	13	14	14	16	16	18	1	1	1	1	1	1	1	2	3	5	2	2	2	1	2	2	1	1	1
17000	-221.496891190877676	-219.929766143821411	-1.567125047056257	0.000923186560596	0.000235667211875	0.255275826071978	0.343202438481796	0	2	4	6	7	8	6	10	10	14	20	21	25	25	28	28	27	28	32	0	1	2	3	7	4	3	7	6	7	10	10	10	11	11	12	11	11	11	1	2	1	1	1	1	1	3	2	4	4	3	5	2	4	2	4	2	3
17500	-260.967338349256124	-259.514380658107768	-1.452957691148369	0.000982616577693	0.000327393503977	0.333185406607189	0.220840992154433	2	3	6	6	4	7	7	9	10	12	19	19	24	25	28	28	27	32	33	0	1	5	5	1	1	2	2	3	3	9	10	10	11	12	10	12	9	11	1	1	1	2	1	3	2	4	2	3	5	5	5	4	7	8	5	11	7
18000	-218.640801679217930	-217.157119211124581	-1.483682468093336	0.000514067682401	0.000157630278392	0.306633316562725	0.359962896547932	1	3	3	6	6	8	8	10	9	11	20	22	25	25	27	28	28	31	34	0	1	1	1	3	3	4	7	5	6	10	10	12	12	12	12	14	14	17	1	1	1	2	1	1	1	1	1	3	5	8	2	1	2	3	2	2	3
18500	-188.621149486239005	-187.211958963041894	-1.409190523197098	0.000516227135594	0.000199398460938	0.386261099406208	0.439648622812547	1	3	5	6	6	9	6	9	10	14	19	22	24	26	26	29	29	29	33	0	1	1	1	2	1	1	2	7	7	10	6	12	13	13	12	13	13	15	1	1	2	2	1	4	2	2	2	4	3	6	1	1	1	3	2	2	2
19000	-236.303273950116846	-234.797233169825176	-1.506040780291659	0.000885430424421	0.000257223159350	0.290506348388221	0.308942356085490	1	2	5	6	6	8	7	7	10	11	19	21	25	25	28	28	29	30	33	0	1	1	1	1	3	1	2	1	1	4	9	12	12	12	12	12	12	11	1	1	2	3	2	1	4	3	5	3	6	3	2	2	4	3	3	4	6
19500	-209.391485943520848	-207.983194237335994	-1.408291706184865	0.000527521988084	0.000204502144801	0.387665631803501	0.404930515279840	1	2	5	6	7	9	7	10	10	14	19	20	24	24	25	29	29	32	33	0	1	2	2	2	1	1	7	3	3	6	6	12	12	14	12	12	12	12	1	1	1	2	3	4	3	2	2	2	5	6	3	1	1	5	4	7	6
20000	-221.114164843294787	-219.558215458981465	-1.555949384313333	0.000670569952129	0.000174996946218	0.260967473509058	0.262025414853671	1	2	4	6	3	8	8	10	10	14	20	21	25	26	27	28	29	30	32	0	1	1	3	1	5	4	4	3	7	9	8	12	11	12	11	12	12	12	1	1	2	1	1	4	2	3	3	3	5	5	2	3	4	4	3	4	7
20500	-179.493722717261988	-178.020634383266724	-1.473088333995256	0.000685524374724	0.000216026196844	0.315125478843487	0.270446126841620	1	3	5	7	6	8	8	9	10	14	20	22	25	25	28	27	29	31	33	0	1	2	1	3	3	5	5	7	7	10	10	12	12	12	12	12	12	12	1	1	1	3	1	2	1	1	1	5	3	5	2	2	3	3	3	5	6
21000	-225.091766501925463	-223.532974256981987	-1.558792244943482	0.000512412525161	0.000132967204916	0.259492495571243	0.401229435465569	1	2	5	5	6	8	7	9	10	13	17	20	25	25	28	28	27	31	33	0	1	2	2	3	2	3	3	7	7	6	4	12	12	12	12	12	12	12	1	1	2	3	1	3	1	2	1	3	5	8	4	2	4	4	4	6	8
21500	-224.232147410317765	-222.600982022507537	-1.631165387810236	0.000755721747417	0.000171751353269	0.227267977738840	0.346696394533410	1	2	3	7	7	8	6	10	10	14	18	21	24	25	27	28	29	31	33	0	1	2	1	2	2	3	2	7	6	8	4	4	11	12	12	12	12	11	1	1	1	4	2	3	3	5	2	3	5	7	7	3	3	4	4	5	6
22000	-273.056620032887224	-271.590570418929644	-1.466049613957557	0.000679674358031	0.000218262569039	0.321128149767582	0.270152445362225	1	3	6	7	6	9	8	8	10	14	20	21	24	24	28	29	28	32	34	0	1	1	2	1	1	2	5	8	3	10	6	10	12	11	10	10	14	12	1	2	2	2	2	4	3	1	1	3	3	7	6	1	4	7	7	4	6
22500	-204.095142648071516	-202.566594460775747	-1.528548187295772	0.000777582889000	0.000214805696245	0.276247972124783	0.281095013528670	1	3	5	7	6	9	5	9	10	14	18	22	25	25	26	29	29	31	33	0	1	2	3	1	2	1	7	7	3	10	10	12	12	12	12	12	12	10	1	1	1	2	2	4	2	3	4	6	2	4	2	2	2	4	3	5	8
23000	-298.499131062350273	-296.938832512871215	-1.560298549479054	0.000604981509718	0.000156519980927	0.258718619350022	0.334686392928415	2	3	5	6	7	8	7	9	10	12	20	22	24	25	27	29	29	32	33	0	1	2	3	3	4	3	5	3	4	4	7	12	12	12	15	13	15	15	1	1	1	1	1	1	1	1	3	2	10	8	1	3	2	1	2	3	3
23500	-242.638010814888389	-241.066098644103818	-1.571912170784584	0.000449070136980	0.000113579826346	0.252922243082632	0.338204956315967	0	2	4	6	7	7	7	9	10	13	19	21	25	24	28	28	29	29	30	0	1	2	3	3	4	2	6	8	3	2	7	12	12	12	11	12	13	12	1	2	1	1	1	1	3	1	1	3	9	9	2	2	5	5	5	2	7
24000	-242.558856471668747	-241.125800446911683	-1.433056024757072	0.000729918407714	0.000258618502728	0.354311523034624	0.338680056877876	1	2	4	6	6	9	8	9	10	13	20	22	24	25	27	28	30	31	33	0	1	2	3	3	3	4	4	7	7	10	8	12	11	13	13	16	13	12	1	1	1	1	1	1	1	1	1	3	4	6	1	3	2	2	1	4	5
24500	-242.531487988232556	-241.033558922438317	-1.497929065794244	0.000589737777316	0.000174623779088	0.296104108986507	0.394224925362351	0	3	5	6	7	8	9	9	10	13	20	21	23	26	28	28	29	30	32	0	1	2	2	3	1	3	5	5	5	6	5	11	12	13	12	11	11	12	1	1	1	3	1	3	3	1	1	4	6	7	1	3	3	3	3	5	5
25000	-202.883133579492409	-201.336430817528651	-1.546702761963767	0.000662748669044	0.000176225317578	0.265900673677752	0.323684782606456	1	2	4	7	6	9	9	8	10	14	20	22	24	26	26	28	28	31	34	0	1	2	5	3	5	5	5	1	7	9	6	11	11	12	11	12	12	11	1	1	1	1	1	2	1	1	5	2	5	6	2	3	3	3	2	5	7
25500	-186.427712611850041	-185.008567718786111	-1.419144893063938	0.000476648978267	0.000177221287415	0.371806707861241	0.329136854489637	1	3	5	7	6	9	7	9	11	13	20	21	23	24	26	28	28	31	34	0	1	2	2	1	3	2	3	3	1	10	10	11	11	13	13	13	13	17	1	1	1	2	2	2	2	3	4	7	5	4	1	2	2	3	2	4	5
26000	-252.311860208763818	-250.824349432176660	-1.487510776587145	0.000682478983872	0.000207275535964	0.303709771088317	0.291562418460986	1	2	6	5	7	8	8	8	10	12	18	22	24	26	26	27	30	32	33	0	1	2	2	1	3	1	4	7	7	10	10	11	12	12	12	12	12	12	1	1	2	2	3	1	4	2	1	2	4	6	2	2	2	2	4	4	5
26500	-268.723906368539588	-267.084388904461321	-1.639517464078292	0.000672557565843	0.000150712170744	0.224088135199135	0.272211356214145	0	1	6	6	7	8	9	10	11	12	20	18	24	24	27	27	26	31	31	0	1	2	1	1	5	4	7	7	4	10	5	11	11	11	11	11	11	13	1	1	2	3	3	1	1	1	1	2	5	4	2	1	4	4	4	4	4
27000	-229.774281340646837	-228.282083254395673	-1.492198086251158	0.000644474780181	0.000193488545662	0.300226714236098	0.342039815243709	1	3	5	6	7	8	6	9	11	11	20	22	23	25	26	28	30	30	33	0	1	2	1	3	5	2	5	5	2	10	10	11	13	11	12	11	11	12	1	2	1	2	1	1	1	1	1	3	5	6	1	2	4	5	4	4	7
27500	-234.204051629257407	-232.675070405777888	-1.528981223479509	0.000454809799885	0.000125522990361	0.275990074076304	0.356584572347732	0	2	6	3	6	8	9	9	11	13	18	22	24	25	26	29	29	31	34	0	1	1	1	2	4	4	6	8	8	5	5	12	12	12	12	12	12	12	1	1	4	2	3	3	3	1	1	1	5	9	2	3	3	4	2	5	5
28000	-218.559605921730537	-217.043661698795063	-1.515944222935471	0.000700694327477	0.000199008886961	0.284016694808311	0.573464823823983	1	2	6	6	6	7	8	9	10	13	20	22	24	24	28	27	29	30	32	0	1	1	2	2	1	1	2	4	7	8	3	12	11	12	12	13	12	13	1	1	3	2	2	3	4	4	1	2	5	5	1	2	3	3	2	2	3
28500	-222.916767792963185	-221.336093684306462	-1.580674108656721	0.000835298037505	0.000207769677228	0.248737178706225	0.410718518018127	2	3	5	6	6	8	8	9	10	14	19	21	23	26	26	29	26	32	33	0	1	1	2	2	1	2	4	5	1	6	10	12	10	13	11	12	11	12	1	1	3	2	1	4	2	2	2	6	5	3	1	6	2	4	2	6	5
29000	-209.712196503207224	-208.163069914902650	-1.549126588304566	0.000689185684612	0.000182349491583	0.264586882250283	0.381360239746651	1	3	4	7	5	8	6	9	10	14	20	22	23	26	27	27	28	29	33	0	1	2	3	1	2	2	4	1	1	10	10	11	13	11	11	13	11	11	1	1	1	2	2	3	1	1	4	7	4	4	1	2	3	4	3	4	6
29500	-200.176654815934626	-198.707586296478127	-1.469068519456511	0.000698293309576	0.000222417482084	0.318515842889752	0.385130790692591	-1	2	4	6	6	8	7	10	9	13	20	21	23	25	25	29	30	31	32	0	1	2	3	3	7	4	3	7	3	8	8	11	11	11	12	13	11	12	1	2	1	1	1	1	1	4	1	4	5	5	1	3	3	4	4	6	5
30000	-202.003633080257543	-200.486806636105058	-1.516826444152475	0.000704776330880	0.000199772878065	0.283455713979342	0.275949943087020	2	3	4	6	6	8	8	8	10	10	20	21	24	26	26	28	29	31	34	0	1	2	2	2	5	1	2	2	2	7	7	11	11	11	11	11	11	11	1	1	1	2	1	1	5	2	3	3	5	3	2	3	2	5	4	5	7
30500	-215.247238475870063	-213.754908188576110	-1.492330287293949	0.000505964040905	0.000151854968650	0.300129962553165	0.319601217642244	2	3	4	6	4	8	7	9	10	13	20	22	25	24	27	28	29	30	32	0	1	2	3	1	5	5	1	7	4	8	10	11	12	12	12	14	11	12	1	1	1	1	1	3	2	3	2	3	8	7	3	1	2	3	3	4	3
31000	-201.606640568396102	-200.109112267302322	-1.497528301093783	0.000707448903629	0.000209679175656	0.296387731439495	0.229292855672996	1	3	4	5	6	5	8	6	10	13	19	21	23	25	27	27	30	31	33	0	1	1	2	4	2	5	6	3	6	10	10	10	12	10	12	12	12	12	1	1	2	1	1	1	2	1	3	5	4	5	6	2	8	3	3	4	8
31500	-238.686066169631175	-237.159159114393560	-1.526907055237614	0.000854086297340	0.000236778854292	0.277230597223862	0.347949951404313	1	3	5	6	7	7	7	9	10	13	20	21	24	25	26	29	30	31	34	0	1	1	1	4	1	2	7	5	7	10	3	11	11	11	11	11	11	11	1	1	2	2	1	2	1	1	1	2	3	8	2	2	3	4	4	5	7
32000	-220.826075591296103	-219.168778537963249	-1.657297053332866	0.001004555919302	0.000218607208681	0.217615768799614	0.364312659905635	1	2	5	4	6	8	7	10	9	14	19	20	25	25	27	29	29	31	34	0	1	2	2	4	7	5	7	7	7	10	10	11	12	12	11	12	12	12	1	1	2	2	2	1	1	2	1	4	3	3	3	3	4	5	4	4	6
32500	-235.280932246043136	-233.848305892595306	-1.432626353447821	0.000760177569119	0.000269721129506	0.354813323179670	0.310652814312402	0	2	6	5	6	9	9	8	10	13	19	21	23	24	28	28	30	32	34	0	1	1	2	2	5	2	4	5	6	3	3	12	11	11	11	12	12	12	1	1	2	2	1	2	4	1	2	2	5	4	1	2	5	3	4	6	6
33000	-194.983995224840157	-193.479541232202166	-1.504453992637992	0.000604977264617	0.000176399574166	0.291580501422286	0.382326891635087	1	3	4	6	6	8	8	10	10	13	20	21	24	24	28	28	28	32	33	0	1	1	1	2	2	5	7	7	1	6	10	11	11	11	11	12	11	11	1	1	2	2	1	3	1	2	1	5	7	5	3	2	4	4	3	5	6
33500	-228.478606585314850	-227.042738546612156	-1.435868038702687	0.000601383209384	0.000211134084866	0.351080777733283	0.411664202239150	0	2	5	6	5	8	8	9	10	13	18	22	24	25	26	28	29	32	33	0	1	1	1	2	1	1	4	4	8	4	9	12	12	14	12	15	12	12	1	1	2	2	1	3	3	1	3	3	4	6	1	2	1	3	1	6	6
34000	-219.479288605688652	-217.978939068216107	-1.500349537472550	0.000567573601696	0.000167096836224	0.294405581452597	0.388581821658884	1	3	4	7	5	8	8	8	10	13	20	21	25	24	27	28	29	31	34	0	1	2	3	3	3	3	5	4	7	4	10	12	12	12	11	11	12	11	1	1	1	2	1	2	2	2	1	3	8	6	3	2	3	4	4	5	6
34500	-181.707169064766617	-180.268259034212633	-1.438910030553985	0.000486071182919	0.000168999881848	0.347685457988269	0.333477779717316	1	3	4	7	6	8	8	9	8	13	20	22	23	26	27	28	29	31	32	0	1	2	5	3	3	3	1	5	6	8	8	11	11	13	11	13	11	11	1	1	1	1	1	2	2	5	1	2	7	7	1	3	2	3	3	4	5
35000	-207.193899149019785	-205.730927706379333	-1.462971442640439	0.000564405818446	0.000182784614740	0.323853172249982	0.476681893845159	1	2	4	6	7	6	8	9	10	10	19	21	25	24	26	26	29	31	33	0	1	1	2	3	1	6	2	7	1	10	10	12	12	12	12	14	12	12	1	1	2	2	2	2	1	3	1	4	4	6	2	1	3	3	2	5	7
35500	-226.991614109495686	-225.492360183381635	-1.499253926114054	0.000913969581949	0.000269777643633	0.295171359048810	0.454687825651621	1	3	6	6	7	9	8	10	10	13	20	21	24	25	26	28	28	31	31	0	1	2	2	4	5	5	6	4	2	9	10	12	12	10	12	12	12	12	1	1	2	1	1	1	1	1	1	4	7	4	2	2	7	3	3	4	5
36000	-221.686498695402861	-220.113536997253021	-1.572961698149830	0.000821109042888	0.000207258355722	0.252412706347774	0.288008091350349	2	3	6	5	5	5	8	10	10	14	20	21	23	25	28	28	29	31	33	0	1	5	2	2	1	2	7	4	2	7	10	12	12	10	10	12	12	12	1	1	1	1	1	1	3	2	1	4	6	4	1	2	9	6	4	5	7
36500	-203.492796249340273	-202.069281678071263	-1.423514571268998	0.000722912795469	0.000264595473340	0.366012989392465	0.403901896502907	1	3	6	7	7	9	9	8	9	13	19	21	24	26	27	29	30	31	31	0	1	2	2	1	3	1	2	4	2	7	10	11	12	11	12	12	11	11	1	1	1	2	2	1	5	3	1	4	5	5	2	3	4	4	5	6	7
37000	-239.397010607114396	-237.907571753470904	-1.489438853643503	0.000709922458043	0.000214584360340	0.302264504959199	0.464716455858799	2	3	4	6	6	8	9	9	8	13	20	21	22	25	28	28	29	31	32	0	1	2	3	3	2	4	3	3	7	9	10	11	11	13	11	14	11	11	1	1	1	1	1	3	1	2	2	2	4	7	1	1	2	3	2	5	5
