step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31
19500	-218.774982897538194	-225.630470848497566	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.469523497857201	-1	11	14	12	15	17	17	18	17	18	21	19	20	22	22	24	24	26	24	27	30	34	43	51	53	54	55	57	58	60	63	0	1	2	0	2	2	2	6	4	7	6	9	12	11	9	13	6	19	2	0	18	19	22	23	24	24	25	27	27	28	29	1	6	1	1	2	4	2	1	2	1	2	2	1	1	2	3	4	1	5	1	2	5	3	4	1	2	1	1	2	2	3
20000	-227.200066970905084	-234.055554921864456	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.455938706958965	-1	11	16	12	13	17	16	17	17	18	19	19	20	21	23	25	25	26	24	26	29	35	44	52	52	55	56	55	59	60	63	0	1	2	0	2	2	2	2	4	7	6	9	12	11	12	13	6	19	2	0	18	19	22	23	23	24	28	25	27	27	29	1	5	2	1	1	3	2	2	3	1	1	2	1	2	2	2	4	1	5	1	2	6	3	4	3	2	1	2	1	3	2
20500	-233.782432861143036	-240.637920812102408	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.484266031898101	-1	11	13	12	16	14	17	18	17	19	20	19	19	22	23	25	23	25	23	26	30	34	44	52	52	56	56	55	59	58	63	0	1	2	0	3	2	2	2	4	2	6	9	9	11	12	13	6	19	8	0	19	19	22	23	23	28	25	25	27	27	29	1	6	1	1	2	2	3	3	2	5	3	1	2	1	2	3	4	1	3	1	5	6	5	5	4	1	3	1	2	1	1
21000	-224.967891620174299	-231.823379571133671	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.359577382988411	-1	12	16	12	15	15	16	18	17	18	19	19	20	21	22	25	26	26	25	24	31	35	44	52	52	55	56	57	58	61	63	0	1	5	0	2	2	2	5	4	7	6	9	9	11	12	13	6	19	2	0	19	19	22	23	23	24	26	26	25	26	25	1	5	1	1	2	2	2	1	2	2	2	1	1	1	2	2	6	1	6	1	3	4	4	5	5	1	1	1	3	3	7
21500	-238.248429436933776	-245.103917387893148	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549096557468087	-1	11	15	13	16	17	17	18	17	15	19	20	21	22	22	24	24	25	24	24	31	35	44	49	52	55	54	57	58	60	62	0	1	2	0	3	2	2	3	4	2	6	9	9	11	12	13	11	19	2	0	18	19	22	23	24	27	25	25	27	27	27	1	6	2	1	1	2	3	1	3	2	1	2	2	2	2	1	3	1	5	1	3	6	4	2	1	1	1	2	2	2	4
22000	-224.244521879709993	-231.100009830669364	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.501600966333795	0	12	15	12	16	16	17	18	17	16	20	19	21	22	20	25	25	26	24	27	30	35	44	51	53	55	56	57	58	60	62	0	1	2	0	3	3	2	3	4	2	6	9	9	11	12	13	2	8	8	0	18	19	22	23	24	24	25	27	24	24	29	1	6	1	1	1	1	2	2	3	2	2	1	2	1	1	2	5	4	3	1	2	5	5	3	1	2	2	1	5	3	1
22500	-229.539607443966190	-236.395095394925562	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.415696527703311	-1	12	15	13	16	17	19	18	18	18	20	19	20	21	21	24	26	26	25	27	30	36	45	51	53	56	56	55	58	61	61	0	1	2	0	2	2	10	5	4	6	6	9	4	6	12	9	6	8	2	0	19	19	22	23	24	25	25	25	25	26	29	1	6	1	1	3	3	1	1	2	1	3	1	3	2	1	3	4	3	7	1	2	5	4	3	1	2	2	1	2	2	2
23000	-225.111538340548066	-231.967026291507437	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.465736276648553	-1	11	14	13	16	15	18	17	17	18	20	18	20	22	23	25	25	24	24	26	30	36	44	51	53	55	56	57	58	59	61	0	1	2	0	3	3	2	2	4	2	6	9	12	11	12	13	10	2	8	0	19	19	22	23	24	25	25	26	27	24	29	1	6	2	1	1	1	2	4	1	5	3	1	1	1	2	3	3	6	3	1	3	6	4	5	1	1	2	1	1	4	2
23500	-229.715999685393740	-236.571487636353112	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.478530273414061	-1	10	15	13	13	15	19	18	17	18	20	19	19	23	22	24	25	25	23	27	30	35	44	51	52	55	57	57	59	59	61	0	1	5	0	2	2	5	5	4	2	2	9	9	11	12	13	3	19	8	0	18	19	22	23	24	24	26	26	27	27	29	1	7	1	1	2	3	2	3	2	4	4	1	1	2	1	2	5	1	2	1	3	7	5	3	1	2	2	2	1	1	1
24000	-223.183105004210603	-230.038592955169975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.376310393187150	0	12	15	14	14	16	18	18	16	18	20	19	20	22	21	24	25	26	24	25	29	35	44	51	53	55	56	55	59	60	62	0	1	5	0	2	2	2	3	4	2	2	4	9	2	9	13	19	19	2	0	18	19	22	23	24	24	26	24	27	27	29	1	6	1	1	1	2	3	1	1	3	4	2	1	4	2	2	1	1	6	1	1	7	4	4	1	2	1	3	2	2	1
24500	-225.665809822756671	-232.521297773716043	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.425854890435263	0	12	15	13	15	16	18	18	17	18	20	20	21	23	22	25	25	26	25	26	30	35	43	50	53	56	56	54	58	58	63	0	1	2	0	2	2	2	2	4	2	7	9	9	11	12	9	7	19	8	0	18	19	22	23	24	28	25	25	24	27	29	1	5	1	1	2	2	4	2	2	3	1	2	2	1	1	2	4	1	3	1	1	5	4	4	1	1	2	1	3	1	2
25000	-225.237398355555399	-232.092886306514771	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.501759518003205	0	10	15	13	14	16	17	18	16	18	19	20	20	23	22	24	25	26	25	26	30	35	44	51	52	55	56	57	59	61	62	0	1	5	0	2	2	2	5	4	7	6	9	9	11	9	13	2	19	8	0	18	19	22	23	24	25	25	27	26	27	29	1	5	1	1	3	2	3	2	2	1	1	2	2	2	4	2	7	1	3	1	3	5	5	3	1	2	4	1	3	3	2
