step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32
5000	-222.714691777757537	-229.570179728716909	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492602640881384	2	4	6	9	8	6	8	8	9	8	8	10	9	10	12	10	9	12	10	13	13	15	13	15	15	17	18	18	19	19	22	26	0	1	1	10	2	1	3	6	5	3	6	10	1	11	6	2	10	6	6	9	10	23	13	18	23	25	24	20	21	23	28	28	1	2	2	1	3	2	1	1	1	1	1	1	4	2	3	4	1	2	2	2	2	1	2	3	1	1	2	2	4	4	2	3
5500	-210.671432557069835	-217.526920508029207	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506023332833202	2	4	6	8	7	7	9	9	10	8	8	9	10	10	12	11	11	11	12	12	13	15	12	15	14	17	18	17	19	19	21	25	0	1	1	1	2	3	10	10	7	5	2	11	3	4	6	14	11	10	9	10	10	13	13	18	23	25	24	20	21	25	28	31	1	1	2	3	1	1	1	1	1	1	3	1	1	1	3	1	2	2	1	2	3	2	1	2	1	1	1	3	3	2	2	2
6000	-217.733258722139226	-224.588746673098598	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492923390269582	3	4	6	8	8	5	8	10	10	6	8	10	10	9	12	11	10	11	12	13	14	15	13	15	13	17	19	18	19	19	21	24	0	1	1	3	2	1	3	10	7	1	1	5	14	3	7	10	7	11	8	10	12	25	13	18	13	25	24	20	21	23	28	31	1	1	2	1	3	1	2	2	1	2	2	1	1	2	2	2	1	2	1	3	2	1	2	1	2	2	2	2	2	3	1	2
6500	-208.266075701481611	-215.121563652440983	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608758386328293	2	3	7	8	8	6	8	9	9	7	9	10	11	11	12	10	10	11	11	11	13	15	13	14	13	16	19	18	17	19	21	26	0	1	1	3	6	1	10	10	6	1	5	5	5	8	6	11	6	3	6	10	4	13	13	18	13	25	24	20	21	23	28	31	1	1	2	1	1	3	1	2	1	2	1	1	1	1	3	1	2	2	1	3	2	1	1	2	1	1	2	3	1	2	2	2
7000	-205.289653812428639	-212.145141763388011	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692627851834121	2	4	7	9	9	7	9	9	9	8	10	10	12	10	11	11	10	10	9	11	13	15	14	13	14	16	19	19	18	18	21	26	0	1	1	10	3	1	3	3	3	6	10	10	3	3	3	11	6	6	3	6	11	13	13	18	13	25	24	20	21	23	28	31	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	3	2	2	2	1	2
7500	-215.445857012091693	-222.301344963051065	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.722856738462540	3	4	5	8	7	6	7	9	9	8	9	10	11	11	12	10	11	11	11	13	13	13	14	13	15	16	20	18	17	20	22	25	0	1	1	5	6	2	3	7	5	2	5	4	4	11	10	11	10	4	10	4	16	13	13	18	13	23	24	20	21	25	20	31	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	1	1	1	2	1	3	2	2	2	3	1
8000	-217.509357806642839	-224.364845757602211	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664718262666690	2	3	5	8	7	6	8	8	9	8	8	9	10	10	12	11	9	12	11	11	13	14	12	14	14	16	20	18	18	18	22	25	0	1	1	3	3	3	3	1	5	3	6	1	12	11	6	11	3	16	8	9	10	13	13	18	23	25	24	20	21	25	28	31	1	1	2	1	1	1	2	2	1	1	1	3	1	2	3	1	1	1	2	1	1	1	1	1	1	1	2	3	3	2	2	2
8500	-233.741167466475957	-240.596655417435329	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603236459749860	1	2	7	5	8	7	9	8	8	6	8	10	11	9	12	11	10	11	12	12	14	15	12	13	14	17	18	17	16	16	22	26	0	1	10	2	10	10	3	10	3	4	10	10	10	8	6	8	10	9	11	9	12	13	13	18	23	25	24	20	21	23	28	31	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	3	3	2	2	2	2	1	2	1	1	2	3	1	2	2	2
9000	-203.130614465740109	-209.986102416699481	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.559827633207210	2	3	6	8	7	6	9	9	9	8	9	10	11	10	12	11	10	11	11	13	14	15	14	13	15	17	19	18	18	18	22	25	0	1	1	1	2	1	5	3	6	2	6	4	10	11	6	5	4	5	11	4	8	13	13	18	13	25	24	20	10	23	28	31	1	1	2	3	2	3	1	2	1	3	2	1	1	1	3	2	1	2	1	3	2	2	1	1	2	1	4	2	4	2	1	2
9500	-215.095972129901924	-221.951460080861295	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642105650681719	3	4	7	8	9	6	9	9	8	7	9	9	11	10	12	11	11	10	11	11	14	15	13	14	15	17	19	18	19	20	21	26	0	1	1	10	3	1	3	10	10	6	10	4	10	11	6	11	5	10	7	9	10	23	13	18	23	25	24	20	11	23	28	28	1	1	2	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	2	2	1	2	1	1	2	4	4	2	1	4
10000	-201.093525919240705	-207.949013870200076	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707819906511360	3	4	7	8	7	6	9	9	9	8	8	11	11	10	11	11	10	11	10	13	14	15	13	15	14	16	19	19	17	19	21	26	0	1	1	3	2	1	5	4	1	3	3	7	9	11	6	11	3	1	6	9	16	13	13	18	13	23	24	20	21	23	28	31	1	1	2	1	1	2	1	1	3	1	1	1	1	1	2	2	1	4	2	2	1	2	1	1	2	2	2	3	2	3	1	3
10500	-235.480488781719686	-242.335976732679057	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.447421379304579	2	4	5	7	7	5	6	8	9	8	9	9	12	11	12	11	10	10	10	13	15	16	13	14	14	16	20	17	17	17	22	26	0	1	1	7	3	1	2	7	7	7	7	10	8	11	8	8	2	8	3	8	11	13	13	18	13	25	24	20	21	23	28	31	1	1	2	1	1	1	1	1	2	1	2	1	2	1	2	2	2	2	2	2	3	3	1	2	1	1	2	2	1	2	2	3
11000	-207.217281797471060	-214.072769748430431	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529544950064621	2	4	5	6	6	6	8	9	9	9	9	9	11	11	11	11	9	11	10	11	14	14	13	15	14	17	19	19	17	18	21	27	0	1	1	1	2	1	3	3	7	1	4	4	6	11	6	11	5	10	6	10	4	23	13	18	23	25	24	20	21	23	20	31	1	1	1	2	1	2	1	1	1	3	1	2	3	1	2	1	2	1	2	1	4	1	1	2	1	1	2	3	2	3	4	4
11500	-205.145704149950660	-212.001192100910032	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622459821900015	3	4	5	7	9	6	8	9	8	8	10	10	12	10	12	11	11	11	11	12	14	15	13	14	14	15	20	18	16	16	20	26	0	1	1	1	10	1	3	4	2	3	2	10	11	4	11	14	14	11	6	7	11	13	13	18	13	25	24	20	21	23	20	31	1	1	1	2	1	1	2	1	1	1	3	2	2	2	1	1	1	1	2	1	2	2	1	2	1	1	3	3	1	2	4	3
12000	-218.581782259031030	-225.437270209990402	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549893287188855	2	3	6	7	8	5	7	9	10	8	10	10	12	9	12	10	8	11	10	13	13	14	13	14	14	17	19	17	18	18	21	26	0	1	2	6	4	1	3	10	10	4	5	3	4	10	12	10	2	4	10	9	11	13	13	18	23	25	24	20	21	23	28	31	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	2	3	1	1	2	1	1	2	1	2	2	2	2	1	3	2
12500	-203.476717214176745	-210.332205165136116	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658363627166846	3	4	6	8	7	6	8	10	9	8	9	10	12	9	11	10	10	11	12	12	14	14	13	15	14	15	18	17	18	19	21	25	0	1	1	1	2	1	3	10	4	6	10	9	16	10	6	11	5	4	15	5	19	13	13	18	23	23	24	20	21	23	28	31	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	3	1	1	1	2	1	1	1	3	2	3	2	2
13000	-213.725096643599954	-220.580584594559326	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580561646445463	1	3	6	9	8	6	9	9	8	6	8	11	12	11	13	11	10	11	9	11	14	15	13	14	15	16	18	17	19	18	21	27	0	1	1	10	3	1	6	6	6	2	6	3	8	11	4	7	4	6	3	9	7	23	13	18	23	25	24	20	21	25	28	28	1	1	3	2	1	2	2	2	1	1	1	3	2	2	2	1	1	2	3	2	2	1	1	2	1	1	2	3	2	1	1	5
13500	-225.890900236707012	-232.746388187666383	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611669686765166	2	3	5	8	7	6	8	9	10	7	9	10	11	9	12	11	11	10	10	12	14	15	12	14	14	16	18	19	17	19	21	26	0	1	1	6	6	1	6	6	10	1	3	10	10	10	6	6	10	11	6	1	2	13	13	18	23	25	24	20	20	23	28	31	1	1	2	2	1	3	2	1	1	2	2	2	2	1	2	2	2	1	2	5	7	1	1	3	1	1	2	3	2	2	1	2
14000	-195.371741512989701	-202.227229463949072	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584079084307668	3	4	5	8	7	7	8	9	10	8	9	10	11	10	13	10	9	12	11	12	13	15	12	14	14	16	19	18	18	19	21	27	0	1	2	1	2	3	3	10	10	3	6	5	5	5	19	11	5	4	6	9	11	13	13	18	23	25	24	20	21	22	28	28	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	3	1	1	1	1	2	3	3	1	2	4
14500	-209.167167608272791	-216.022655559232163	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555989200222987	3	4	5	8	9	7	7	9	9	8	9	11	12	9	12	11	10	10	11	12	15	16	14	15	15	16	19	18	17	19	22	24	0	1	1	1	2	3	3	4	6	6	3	11	5	10	4	5	5	6	6	9	10	13	13	18	23	25	24	20	21	25	20	20	1	1	1	2	3	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	4	2	1	2	1	1	2	3	1	2	3	5
15000	-214.771951249981868	-221.627439200941240	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605572324017024	2	3	5	9	9	6	8	9	10	7	9	10	10	10	13	10	9	11	11	13	14	16	13	14	15	16	18	18	18	18	21	26	0	1	1	10	10	3	3	10	10	3	10	10	17	1	14	2	3	16	6	14	10	25	16	18	23	23	24	20	21	23	28	20	1	1	1	1	1	1	1	1	2	1	1	1	1	4	2	5	1	1	2	2	2	1	2	2	2	1	2	2	2	2	1	5
15500	-218.119078155366310	-224.974566106325682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665728546290102	3	4	6	8	8	6	7	10	7	6	8	10	12	10	12	9	11	12	12	12	15	14	11	14	13	16	18	18	17	19	21	27	0	1	1	2	2	1	3	4	3	2	10	9	23	11	3	10	5	12	6	9	12	23	3	18	23	25	24	20	21	22	28	28	1	1	2	1	3	2	1	1	1	1	1	3	1	1	2	1	2	1	2	3	2	2	2	1	2	2	2	3	1	3	2	4
16000	-206.763540074575786	-213.619028025535158	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579388974377063	2	4	6	9	8	7	8	10	9	6	8	11	12	9	12	10	10	11	12	13	15	14	11	15	14	17	19	18	19	19	22	27	0	1	1	1	2	10	3	5	10	2	3	4	23	11	4	11	9	4	4	9	9	23	5	18	23	23	24	20	21	25	28	20	1	1	2	3	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	3	1	2	1	1	2	2	2	3	2	2	4
16500	-206.491750902032607	-213.347238852991978	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724452252992550	2	3	6	9	9	7	8	9	10	8	9	10	11	9	11	7	10	11	10	13	15	16	13	14	14	17	18	19	19	19	22	25	0	1	1	10	3	3	3	10	10	3	16	10	3	16	6	3	3	10	6	9	12	23	13	18	23	25	24	20	21	23	28	28	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	2	1	1	2	1	1	2	2	2	3	2	2
17000	-206.549815329511631	-213.405303280471003	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556147087984725	3	4	6	7	9	5	8	9	9	9	10	10	11	10	10	8	8	11	11	12	14	15	14	14	15	16	18	17	18	18	21	27	0	1	1	1	16	1	3	7	16	6	16	4	4	2	6	3	3	10	10	14	10	23	13	18	23	23	24	20	21	23	28	31	1	1	2	2	1	1	1	1	1	3	1	2	2	2	2	1	1	1	1	1	3	1	1	2	1	1	2	2	2	1	3	3
17500	-218.341475015329337	-225.196962966288709	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645204364505427	3	4	6	8	8	7	7	10	8	6	7	11	12	10	12	10	10	10	10	12	14	16	14	14	14	16	19	18	17	18	22	26	0	1	2	3	2	10	1	9	11	1	1	9	7	10	6	10	3	5	6	16	12	23	13	18	13	25	24	20	21	23	28	31	1	1	1	1	2	1	2	1	1	2	2	1	3	2	2	2	3	1	2	1	2	1	1	2	2	1	2	3	2	2	2	3
18000	-190.576317788062880	-197.431805739022252	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657409625672712	1	3	6	9	9	7	7	9	10	8	9	11	11	10	11	10	11	11	12	11	14	15	12	15	14	16	19	17	18	20	22	26	0	1	1	1	7	1	1	6	6	6	10	16	4	4	4	3	4	4	6	9	4	23	13	18	23	25	24	20	21	22	28	31	1	1	3	4	1	3	2	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	1	2	1	1	2	2	2	2	3	2
18500	-202.560099800873871	-209.415587751833243	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684775808962550	3	4	5	8	7	6	8	9	9	8	10	11	11	11	12	10	9	11	11	13	14	15	13	15	14	16	20	18	17	19	20	25	0	1	1	1	2	1	3	4	7	6	10	4	16	11	6	3	3	16	6	4	10	25	13	18	23	23	24	20	21	23	20	31	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	3	2	1	1	3	2	1	1	2	1	1	2	2	1	2	4	2
19000	-207.926893599937841	-214.782381550897213	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.520019313385637	2	4	6	9	8	7	8	9	8	7	9	10	10	11	13	10	10	11	10	12	14	15	12	14	14	17	19	18	17	20	21	26	0	1	1	6	1	3	3	5	3	1	10	8	5	11	11	11	5	6	5	9	12	13	13	18	13	23	24	20	21	23	20	31	1	1	2	1	3	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	3	2	1	2	2	3	4	3	2	5	5	2
19500	-218.086173262668098	-224.941661213627469	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556049261967859	2	3	5	7	6	6	6	9	8	7	8	9	11	11	11	10	10	11	12	12	15	15	12	14	15	16	19	17	18	20	21	27	0	1	1	3	2	1	1	10	7	7	6	7	17	11	6	11	6	7	11	9	11	23	13	18	13	23	24	20	21	26	28	31	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	3	2	1	2	3	2	1	1	2	3	3	2	1	2	2	3
20000	-209.217118125839335	-216.072606076798706	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.484970721120625	3	4	6	8	7	7	8	8	10	8	9	9	12	10	12	11	10	11	11	11	13	15	14	14	14	16	19	18	18	20	19	23	0	1	1	1	2	1	1	5	10	1	5	4	10	10	6	9	6	7	6	10	10	13	13	18	13	25	24	20	21	23	20	31	1	1	1	1	2	2	2	1	1	3	1	1	2	1	2	1	3	2	2	1	2	2	1	1	1	1	2	4	4	3	5	3
20500	-211.637141708641025	-218.492629659600397	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.538727964081909	2	4	5	9	7	6	7	8	9	8	7	10	11	11	10	9	11	11	9	12	14	15	13	15	15	17	19	18	18	18	21	26	0	1	1	5	2	1	3	6	6	1	6	6	10	11	2	2	10	5	7	16	14	13	13	18	23	25	18	20	21	23	20	31	1	1	1	1	2	2	2	1	1	4	1	2	2	3	3	3	2	2	1	2	2	1	1	1	1	1	5	3	2	3	3	3
21000	-208.443953532477877	-215.299441483437249	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549412225133839	1	3	7	8	7	6	8	9	8	7	8	10	11	11	11	10	11	11	11	12	15	14	14	14	13	16	19	18	18	19	22	26	0	1	6	10	1	1	3	10	10	1	10	8	5	11	6	11	5	8	10	8	3	13	13	18	13	23	24	20	21	23	28	31	1	1	1	1	3	2	1	1	1	3	1	1	2	2	2	1	2	2	2	2	5	1	2	2	1	1	2	3	3	2	2	2
21500	-197.059765197490634	-203.915253148450006	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586048869364929	2	3	5	8	8	6	7	10	7	8	10	10	11	11	12	8	10	10	9	13	15	15	13	14	15	16	20	18	18	19	22	26	0	1	1	1	2	3	3	4	3	6	16	1	12	4	4	3	5	4	6	9	11	23	13	18	23	25	24	20	21	23	28	28	1	1	1	4	2	1	1	1	1	1	1	4	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	3	1	3	3	3
22000	-197.828319623772444	-204.683807574731816	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593145883100553	3	4	6	9	8	6	7	10	10	8	7	9	12	10	12	10	11	10	10	13	14	15	13	14	15	17	18	16	18	19	22	27	0	1	1	6	2	1	1	5	6	1	3	11	6	4	6	11	10	10	6	9	10	23	13	18	23	25	24	20	21	23	20	31	1	1	2	2	2	2	2	1	2	2	1	1	2	1	2	2	2	1	2	2	3	1	1	2	1	1	2	2	2	3	4	2
22500	-207.722418789711298	-214.577906740670670	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.512542941732477	2	3	6	8	8	7	9	9	8	8	10	10	12	10	12	7	10	10	11	11	15	15	13	12	14	16	18	18	17	19	21	26	0	1	1	3	16	1	4	1	3	2	4	6	8	5	6	1	6	6	6	10	11	13	13	18	13	25	24	20	21	22	20	31	1	1	2	1	1	2	1	2	1	3	1	1	2	1	2	3	2	2	2	2	2	2	1	1	1	1	3	4	1	2	6	1
23000	-206.398061292820131	-213.253549243779503	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600819395703248	2	3	5	9	9	7	8	9	10	7	9	9	11	11	12	10	9	9	10	12	14	15	13	14	15	15	18	18	18	17	21	26	0	1	1	1	3	3	1	6	10	1	7	1	4	4	6	11	3	7	6	7	4	13	13	18	23	23	24	20	21	23	20	31	1	1	2	3	2	1	2	1	1	2	1	4	1	1	2	1	2	1	2	2	3	2	1	3	1	1	2	3	1	2	5	2
23500	-183.013407697756008	-189.868895648715380	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503061008038027	3	4	5	8	7	6	7	9	8	8	9	10	11	10	13	10	10	12	12	12	13	15	13	13	14	16	19	18	18	18	22	26	0	1	1	6	6	1	3	1	1	6	9	9	9	9	8	11	8	8	8	10	8	13	13	18	23	25	24	20	21	25	20	31	1	1	1	1	1	2	1	4	3	1	1	1	2	1	2	1	1	2	2	2	2	2	1	1	1	2	3	3	3	2	4	2
24000	-194.780975272769950	-201.636463223729322	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613209616493604	2	3	6	8	7	5	8	7	10	8	9	11	11	10	12	10	9	11	10	13	12	14	13	13	15	17	18	17	16	20	21	24	0	1	1	5	2	1	3	6	5	2	7	10	10	11	10	11	10	10	10	9	10	13	13	18	23	25	24	20	21	25	20	31	1	1	2	1	2	1	2	1	2	4	1	1	2	1	3	1	1	3	1	2	2	2	1	1	1	1	2	1	3	2	4	2
24500	-214.440034825975516	-221.295522776934888	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.475640596081234	3	4	5	8	7	6	9	8	9	8	9	10	12	10	10	11	10	11	12	13	12	15	13	14	14	16	18	18	17	19	21	25	0	1	1	3	2	1	3	6	5	2	10	2	5	10	6	11	5	10	12	1	10	13	13	18	23	25	24	20	21	25	20	31	1	1	1	2	1	1	2	1	1	2	1	2	2	1	2	1	1	2	1	3	2	2	1	2	1	1	3	3	2	3	5	2
