step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12
95000	-39.609543755535235	-38.089160910133415	-1.520382845401821	0.000035397316181	0.000009954479067	0.281221294176724	0.864311575849300	-1	2	6	4	5	7	8	7	9	9	7	12	0	1	5	2	4	5	5	3	6	8	5	9	1	1	1	1	1	1	1	1	1	1	1	1
95500	-43.756083238117995	-42.380419732726430	-1.375663505391566	0.000043754285847	0.000030919154188	0.706654298881640	0.893862335344569	0	2	6	4	5	7	9	7	8	9	8	12	0	1	4	2	2	5	11	5	6	4	8	10	1	1	1	1	2	1	1	1	1	2	1	1
96000	-40.885914524880206	-39.116214864830631	-1.769699660049578	0.000074216366543	0.000013655274126	0.183992760113460	0.982218766476854	0	3	5	5	6	7	8	6	8	9	8	12	0	1	2	2	4	3	6	2	4	6	4	10	1	1	1	1	1	1	1	1	1	1	1	1
96500	-44.619400639117082	-43.117762660724750	-1.501637978392331	0.000051235489705	0.000056671491649	1.106098370004478	0.952908641756099	0	2	6	4	5	7	9	6	8	10	6	11	0	1	4	2	2	5	9	5	11	9	5	7	1	1	1	1	1	1	1	1	1	1	1	1
97000	-47.166829469484412	-45.513250388111217	-1.653579081373197	0.000087626132696	0.000019184631792	0.218937332988018	0.682931828948017	0	3	7	5	5	6	8	7	9	8	9	12	0	1	6	2	2	5	6	4	7	5	6	4	1	1	1	1	1	1	1	1	1	1	1	3
97500	-36.535263874659591	-35.146128022771428	-1.389135851888161	0.000076847705610	0.000032522149788	0.423202612620462	0.937769627034281	0	3	7	5	5	7	8	7	9	10	7	12	0	1	5	2	2	5	3	4	7	9	5	10	1	1	1	1	1	1	1	1	1	1	1	1
98000	-46.489216981297432	-45.113504839047295	-1.375712142250140	0.000058873128440	0.000027038066901	0.459259896963768	0.856789354530771	0	4	6	5	6	7	8	8	9	9	8	13	0	1	4	2	2	4	5	5	3	7	6	8	1	1	1	1	1	1	1	1	1	1	1	1
98500	-37.808268653250330	-36.426650645392492	-1.381618007857836	0.000040693109952	0.000017969827457	0.441593858966299	0.978491908911701	0	2	6	5	4	7	8	7	8	10	9	12	0	1	4	2	2	4	6	4	3	8	7	10	1	1	1	1	1	1	1	1	1	1	1	1
99000	-41.929695708572844	-39.436118831739947	-2.493576876832899	0.000065841145233	0.000005716187296	0.086817859495550	0.959448540833500	-1	2	6	5	5	6	8	7	9	8	8	10	0	1	4	2	2	5	3	4	11	8	5	10	1	1	1	1	1	1	1	1	1	1	1	1
99500	-53.705304115233666	-52.086366513882609	-1.618937601351059	0.000085214584585	0.000019778089899	0.232097474811424	0.732224207348445	-1	4	5	6	5	6	8	8	9	8	9	11	0	1	2	2	2	2	3	2	4	4	3	9	1	2	1	2	1	1	1	2	1	1	1	1
100000	-50.725582195309045	-49.080017544413550	-1.645564650895491	0.000066114419144	0.000014667005460	0.221842763654739	0.684009524734638	0	3	6	5	4	7	8	7	8	9	8	13	0	1	5	2	1	1	4	4	4	6	3	4	1	1	1	1	2	3	1	1	1	1	1	3
