step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24
5000	-176.274192356586752	-183.129680307546124	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.525396406086996	5	9	11	10	10	11	12	15	17	18	19	21	20	21	24	23	24	23	22	24	26	29	31	32	0	1	4	2	2	2	4	7	7	8	2	11	11	10	9	13	12	12	11	12	18	11	22	23	1	2	1	1	1	1	1	2	2	1	5	1	1	2	4	1	2	2	1	2	1	6	1	1
5500	-175.414211126432889	-182.269699077392261	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745635888563818	4	10	10	9	12	12	13	15	16	18	18	21	21	20	23	22	23	23	23	25	25	30	31	33	0	4	4	1	2	2	4	4	8	8	6	11	11	10	9	13	12	12	16	12	12	11	22	23	1	1	1	3	1	1	2	2	1	1	3	2	2	1	4	1	2	1	1	2	1	5	1	1
6000	-173.811377912360683	-180.666865863320055	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714187611087158	4	10	10	9	12	13	11	15	15	18	19	22	20	20	23	22	25	24	24	25	26	28	30	31	0	4	4	1	2	4	4	7	4	8	6	11	11	10	9	13	12	12	16	18	18	17	22	23	1	1	1	2	1	2	1	2	3	2	3	1	1	1	3	1	1	1	1	1	1	2	1	1
6500	-172.681582312172623	-179.537070263131994	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591104772420734	5	11	11	9	10	13	12	15	15	18	19	20	20	20	24	22	24	22	23	24	27	29	31	32	0	5	4	1	4	2	4	7	7	8	6	11	11	10	9	13	11	11	16	18	20	17	22	23	1	1	1	1	1	1	2	2	2	2	3	1	1	1	3	2	3	1	1	2	2	2	1	1
7000	-178.282411945409478	-185.137899896368850	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480713696011593	3	10	11	9	12	11	13	15	14	17	19	21	20	21	22	22	23	23	24	25	27	27	31	33	0	4	4	1	2	2	4	7	4	8	6	11	11	10	9	13	11	12	16	18	20	11	22	22	1	1	1	3	1	1	2	1	3	2	4	1	1	3	2	1	2	1	1	1	1	4	2	4
7500	-178.756430079552189	-185.611918030511561	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610845594575600	4	10	11	9	12	11	13	15	16	19	19	20	20	21	22	22	21	23	24	25	26	30	31	32	0	4	4	1	2	2	4	7	7	8	6	11	11	10	9	13	11	11	16	12	18	11	22	23	1	1	1	1	1	1	3	1	1	2	3	1	1	1	3	1	1	2	1	3	2	5	1	1
8000	-176.012726993483852	-182.868214944443224	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.525130139392947	5	10	10	9	12	12	12	16	15	18	20	21	21	20	21	22	25	23	24	24	27	28	31	32	0	4	4	1	2	2	4	9	4	8	6	11	11	10	9	13	11	12	16	18	18	11	22	22	1	1	1	1	1	1	2	1	4	1	4	1	1	1	3	1	3	1	1	1	2	3	1	2
8500	-174.779929252741567	-181.635417203700939	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560872713838791	5	10	9	8	11	12	11	16	15	18	19	21	21	19	20	22	24	23	23	23	26	29	30	32	0	4	4	1	2	2	3	7	4	8	6	11	11	8	9	13	12	12	16	12	20	11	22	23	1	1	1	2	1	2	1	3	4	1	4	2	1	1	3	1	2	1	1	1	1	3	1	1
9000	-178.256610037462849	-185.112097988422221	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621247286572796	5	10	11	9	12	12	12	14	17	18	19	22	20	20	23	22	25	24	23	24	26	29	30	32	0	4	4	1	2	2	4	7	4	8	6	13	6	10	9	13	12	11	13	11	18	11	22	22	1	1	1	2	1	1	1	1	3	2	4	1	4	1	5	2	1	2	1	3	1	4	1	1
9500	-173.288148484390717	-180.143636435350089	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647487307815942	4	10	10	8	12	13	12	14	15	18	18	21	20	20	23	22	23	23	23	25	26	29	31	32	0	4	4	1	2	5	4	7	7	8	6	11	6	10	9	13	11	12	13	18	20	11	22	22	1	1	2	2	1	1	2	1	1	2	3	1	3	1	3	1	2	1	2	2	1	6	1	2
10000	-184.431125611657194	-191.286613562616566	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.497847528339697	4	10	10	8	11	13	12	15	17	18	17	20	20	20	23	22	24	23	24	24	26	29	31	32	0	4	4	1	2	5	3	7	8	7	6	11	6	10	7	13	11	12	13	18	20	11	22	22	1	1	2	2	1	1	1	2	2	3	2	2	4	1	4	1	4	1	2	1	1	4	1	2
10500	-166.081061500319237	-172.936549451278609	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610435820819315	4	10	10	8	11	11	12	16	17	18	20	22	21	21	23	23	24	23	24	23	27	29	31	32	0	4	4	1	2	2	4	7	7	8	6	11	11	10	9	13	12	11	16	11	20	11	22	22	1	1	1	2	1	1	2	2	2	1	4	1	1	2	3	1	1	2	1	2	2	3	1	2
11000	-174.056009084526693	-180.911497035486065	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564074532918911	4	10	11	9	12	12	11	16	17	18	19	21	20	20	24	21	22	23	23	24	26	27	31	33	0	4	4	1	2	2	4	7	7	8	6	11	11	10	9	13	11	11	16	18	20	11	22	22	1	1	1	3	1	1	1	2	4	2	4	1	1	1	3	1	2	2	1	1	1	2	2	3
11500	-175.966347306971159	-182.821835257930530	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.559109726767535	4	10	11	8	12	12	10	15	16	19	19	22	20	20	23	21	24	21	24	24	26	28	30	32	0	4	4	1	2	2	4	7	4	8	6	18	11	10	9	13	11	11	16	18	20	11	22	23	1	1	2	2	2	1	1	3	3	3	4	1	1	1	3	1	2	1	2	2	1	4	2	1
12000	-171.012138107907731	-177.867626058867103	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623101884989819	4	10	11	9	11	13	13	15	16	17	18	21	20	20	22	22	22	23	23	24	26	29	31	32	0	4	4	1	2	2	4	7	7	7	6	11	11	10	9	13	11	11	16	18	18	11	22	22	1	1	1	2	1	1	2	1	2	2	4	2	1	2	3	1	2	3	1	1	1	4	1	2
12500	-165.723226279968941	-172.578714230928313	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678926755481103	5	10	11	9	12	13	12	14	16	19	19	21	20	20	21	22	25	24	24	23	25	29	31	33	0	4	4	1	2	2	4	7	7	8	6	11	11	10	9	13	11	20	16	12	20	17	22	22	1	1	1	2	1	1	1	2	2	2	3	1	1	1	2	1	3	1	1	1	1	2	1	1
13000	-190.549794215478528	-197.405282166437900	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.548958292730732	5	10	10	9	11	13	10	15	14	19	19	21	21	20	22	22	22	23	23	25	26	28	31	32	0	4	4	1	2	2	4	7	4	8	6	11	11	10	9	13	11	11	13	18	18	11	22	23	1	1	1	3	1	1	1	2	2	1	2	2	1	1	6	1	2	2	1	2	1	4	2	1
13500	-174.627289705907089	-181.482777656866460	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650631316947968	5	10	10	8	11	13	11	14	16	19	20	22	19	20	23	23	24	23	22	24	26	29	30	32	0	4	4	1	2	5	4	7	8	7	13	11	6	10	9	13	11	12	13	18	20	17	22	22	1	1	1	1	1	1	1	2	1	4	1	1	3	1	3	2	2	1	1	1	2	2	1	2
14000	-173.249095831173776	-180.104583782133147	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583606722367638	5	10	11	9	12	12	12	15	16	17	20	22	20	20	22	22	24	22	23	24	27	29	31	32	0	4	4	1	2	2	4	7	7	8	6	13	6	10	9	13	12	11	13	18	20	11	22	22	1	1	1	1	1	1	2	2	1	1	3	1	3	1	2	1	1	1	2	1	2	4	1	2
14500	-187.604724236315576	-194.460212187274948	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532561178552045	3	10	10	9	12	13	13	15	16	17	19	20	21	20	21	23	24	24	22	23	26	29	30	30	0	4	4	1	2	2	3	7	7	7	6	11	6	10	9	13	11	11	13	12	11	11	22	22	1	1	1	3	1	2	2	2	2	2	2	1	4	3	3	1	2	2	1	2	3	5	1	1
15000	-173.524547066271992	-180.380035017231364	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540527904112898	4	10	10	9	11	12	12	15	17	16	18	21	20	20	23	22	24	24	22	21	26	29	30	32	0	4	4	1	2	2	4	7	8	8	6	11	6	8	9	13	12	20	13	11	18	11	22	22	1	1	1	2	1	1	2	2	1	1	4	2	3	3	3	1	1	1	1	1	1	5	1	1
15500	-193.271455049026855	-200.126942999986227	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630255925287740	5	9	11	8	11	12	12	14	16	18	20	21	20	21	24	22	25	23	23	23	26	29	31	31	0	4	4	1	2	5	5	7	4	8	6	13	5	8	9	13	11	12	13	12	18	11	22	22	1	1	1	1	2	1	1	2	3	2	5	1	5	3	4	1	2	1	2	2	2	4	1	1
16000	-170.052230127957785	-176.907718078917156	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553407017387450	4	8	10	11	11	12	12	14	16	18	19	21	20	19	21	22	23	22	23	24	26	29	30	33	0	1	2	3	2	2	3	7	7	8	6	11	11	10	9	13	11	12	16	18	18	11	22	23	1	2	1	1	1	2	1	1	1	2	3	1	1	1	4	1	2	1	1	2	2	5	1	2
16500	-158.458734760035526	-165.314222710994898	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561409335668663	5	8	10	12	11	13	12	15	16	18	19	21	20	20	23	22	24	23	23	24	26	29	30	32	0	1	2	3	2	2	3	7	7	8	6	11	6	10	9	13	11	12	13	18	20	11	22	22	1	2	1	1	2	2	1	1	2	2	3	1	5	1	4	1	2	1	1	1	1	5	1	2
17000	-176.489412699390670	-183.344900650350041	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.504585761388707	4	8	11	12	11	12	13	16	16	19	18	21	20	20	23	22	25	23	22	25	26	29	31	32	0	1	2	3	2	5	3	7	3	8	6	11	5	8	9	13	12	11	13	12	18	17	22	22	1	2	2	1	2	1	1	2	3	2	3	1	3	2	4	1	2	2	1	2	1	2	1	2
17500	-177.973891102688526	-184.829379053647898	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728552039938616	4	9	10	11	10	11	12	16	16	19	19	21	18	20	23	22	25	24	23	24	26	28	30	32	0	1	2	3	2	2	3	7	7	8	13	13	6	10	9	13	11	12	13	12	18	17	22	22	1	2	1	1	1	1	1	2	2	1	1	1	4	1	4	3	2	2	1	2	2	1	1	2
18000	-174.803414288909465	-181.658902239868837	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527851824614096	5	8	10	12	12	10	13	15	15	18	20	22	20	20	22	22	24	23	22	24	25	29	30	31	0	1	2	2	2	2	3	7	3	8	6	11	5	10	9	13	11	12	13	18	18	11	22	22	1	2	2	2	2	1	1	1	2	1	5	1	5	2	3	1	2	1	1	1	1	3	1	1
18500	-164.344389460877920	-171.199877411837292	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.764393989849614	5	9	10	12	11	13	12	15	16	17	19	21	20	21	20	22	24	22	24	25	27	29	31	33	0	1	2	3	2	5	3	7	7	8	6	11	11	10	9	13	11	12	16	18	20	17	22	23	1	2	1	1	1	1	1	1	2	1	3	1	1	2	2	2	2	1	1	1	1	2	1	1
19000	-171.295890227827755	-178.151378178787127	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.479893146519427	5	8	10	11	12	12	12	15	17	18	19	21	20	21	24	22	23	22	23	24	27	28	30	32	0	1	2	3	2	2	3	7	8	8	6	11	2	8	9	13	13	11	13	18	18	11	22	22	1	2	1	1	2	2	1	2	1	3	4	1	6	3	3	1	2	1	1	1	2	3	1	2
19500	-182.994216462477738	-189.849704413437109	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.412552482365349	4	10	9	11	11	13	12	15	16	17	19	21	20	18	22	22	24	24	24	22	26	29	31	33	0	3	1	3	2	2	3	4	3	8	6	11	6	8	9	13	11	20	13	11	11	11	22	22	1	1	2	2	1	1	1	2	3	1	4	1	3	2	4	1	2	1	2	1	2	5	1	2
20000	-173.489843225675855	-180.345331176635227	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577711238090499	5	10	9	11	11	13	12	15	16	17	18	21	21	21	22	23	24	23	24	25	27	28	30	31	0	3	1	3	2	2	4	7	7	8	5	11	11	10	9	13	11	12	13	12	20	17	22	22	1	1	2	1	1	2	1	2	2	1	3	2	2	3	2	1	3	1	2	2	1	2	1	1
20500	-184.375602035594994	-191.231089986554366	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.518252476514803	5	10	9	11	11	13	11	16	16	19	20	22	21	21	23	23	23	24	24	25	26	27	31	31	0	3	1	2	2	5	3	7	7	8	6	11	11	10	7	13	11	11	13	18	18	11	22	22	1	1	2	1	1	1	1	3	3	2	3	1	1	1	6	1	1	2	1	1	1	2	2	2
21000	-168.266878536733913	-175.122366487693284	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612227751028485	3	11	9	11	12	12	13	15	15	17	19	21	20	20	24	22	24	23	24	23	27	28	31	33	0	3	1	3	2	2	3	7	7	7	6	11	11	10	9	13	11	12	16	11	18	11	22	23	1	1	2	1	1	1	3	1	1	2	4	1	1	2	4	2	2	1	1	3	2	5	2	1
21500	-171.641045310653311	-178.496533261612683	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529836808245528	4	10	9	10	11	12	12	15	17	18	19	21	20	20	23	21	24	22	24	24	26	28	30	32	0	3	1	3	2	3	3	7	7	8	6	11	11	10	9	13	11	12	16	18	20	11	22	23	1	1	2	1	1	1	2	2	2	1	2	1	1	1	2	1	2	1	1	2	1	4	1	1
22000	-161.199396697894684	-168.054884648854056	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.771630529215387	4	11	10	11	12	12	13	15	16	17	19	21	21	20	23	22	24	23	23	24	26	28	30	32	0	3	1	3	2	2	3	7	7	8	6	11	11	10	9	13	11	12	13	18	20	11	22	23	1	1	3	1	1	1	2	1	1	1	2	1	2	2	2	1	2	1	1	1	1	4	1	1
22500	-192.961489219676736	-199.816977170636108	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503609601207351	5	10	8	11	12	11	11	14	15	17	19	21	19	20	22	23	23	21	24	22	27	29	31	32	0	3	1	3	2	2	3	3	3	8	6	11	6	10	9	13	11	11	13	18	20	11	22	22	1	1	2	1	1	1	1	2	4	2	3	1	3	2	3	2	3	1	3	1	2	4	2	2
23000	-165.996438664131745	-172.851926615091116	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496811120430030	4	10	9	11	11	13	13	16	15	18	19	21	20	20	23	22	25	23	23	25	26	28	30	32	0	3	1	3	2	5	3	7	4	8	6	11	11	10	9	13	11	12	16	18	18	17	22	23	1	1	2	1	1	1	2	2	2	1	3	1	1	1	3	2	3	2	1	2	2	1	1	1
23500	-165.174804279313918	-172.030292230273290	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638198572531563	4	11	9	11	12	13	12	15	16	19	19	21	21	21	23	23	25	23	24	25	27	28	30	31	0	3	1	3	2	2	3	7	7	8	6	11	11	10	9	13	11	12	16	18	20	11	22	23	1	1	2	1	1	1	1	2	2	2	2	1	1	1	3	1	3	1	1	1	1	3	1	1
24000	-174.804257542568649	-181.659745493528021	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480425301950767	4	11	9	11	12	12	12	15	16	18	19	22	20	20	23	22	25	24	24	24	27	29	31	33	0	3	1	3	2	2	3	3	7	8	6	11	11	8	9	13	20	12	16	12	20	11	22	22	1	1	4	1	1	1	1	4	3	1	4	1	1	3	4	1	1	1	1	2	2	4	1	2
24500	-173.282857960868427	-180.138345911827798	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561238440817335	4	10	8	10	11	13	12	16	17	18	19	20	19	20	23	21	24	23	23	22	27	29	31	33	0	3	1	3	2	2	3	7	7	8	6	11	6	10	9	13	11	20	16	12	18	11	22	22	1	1	1	1	1	2	2	2	2	1	2	1	2	1	2	1	2	1	1	1	2	6	1	2
25000	-188.067194682021295	-194.922682632980667	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.440480663742803	4	10	8	10	11	12	12	16	15	17	19	22	18	20	23	21	24	23	24	25	27	29	31	33	0	3	1	3	2	2	4	7	4	9	13	11	6	8	9	13	11	12	16	18	20	17	22	23	1	1	1	1	1	1	1	2	3	1	1	1	2	2	3	2	3	1	2	1	1	4	1	1
25500	-184.092036540382225	-190.947524491341596	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592653602917247	5	10	8	10	11	13	11	15	17	17	17	21	20	20	23	22	24	24	24	23	26	29	31	32	0	3	1	3	2	5	4	7	3	8	6	11	11	10	9	13	12	20	13	12	18	17	22	22	1	1	1	1	1	1	1	2	3	2	3	2	1	2	3	1	2	1	3	1	1	3	1	1
26000	-170.660139265992882	-177.515627216952254	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.725659082835910	4	10	9	11	11	13	12	15	17	18	19	21	20	20	22	22	24	22	23	24	26	29	31	33	0	3	1	3	2	5	3	7	8	8	6	11	6	8	9	13	11	12	13	18	20	11	22	22	1	1	2	1	1	1	2	2	1	1	2	1	3	3	2	1	2	1	1	2	1	5	2	2
26500	-173.788175748629158	-180.643663699588529	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608255872296194	4	11	9	12	12	13	13	15	17	18	19	21	20	21	24	22	23	24	24	23	26	29	31	32	0	3	1	3	2	2	4	7	3	7	6	11	11	10	9	13	11	20	16	12	20	11	22	22	1	1	2	1	1	1	1	1	3	3	3	2	1	2	3	1	2	1	1	1	2	4	1	2
27000	-174.450703276469540	-181.306191227428911	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646485532848236	5	10	8	11	11	12	11	15	16	18	20	22	21	19	22	22	24	23	23	24	26	29	30	32	0	3	1	3	2	2	3	7	4	8	6	11	11	10	9	13	11	12	16	18	18	11	22	22	1	2	1	2	1	1	2	2	2	3	3	1	1	1	3	1	2	1	1	1	2	3	1	2
27500	-175.408213366576803	-182.263701317536174	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623113740206120	4	11	8	12	10	12	12	16	17	17	19	21	20	20	22	23	22	23	22	24	27	28	30	32	0	5	1	3	3	5	3	3	7	8	6	11	11	10	8	13	11	12	13	18	20	11	22	22	1	1	3	2	1	1	2	5	2	1	3	1	1	1	2	1	1	1	1	1	1	3	1	2
28000	-171.902091525678202	-178.757579476637574	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608887311453605	4	10	8	10	12	12	12	15	17	17	18	22	20	19	23	22	24	23	24	23	27	28	31	32	0	3	1	3	2	2	3	7	8	8	6	11	11	10	9	13	11	11	16	12	20	11	22	22	1	1	2	1	1	1	2	2	1	1	2	2	1	1	3	1	2	2	1	1	2	3	2	2
28500	-166.022105845743425	-172.877593796702797	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.423339838421369	4	11	10	12	12	13	12	14	16	18	19	22	20	19	23	22	24	23	24	25	27	29	30	33	0	3	1	3	2	2	3	3	3	8	6	11	11	10	9	13	11	12	16	18	20	11	22	22	1	1	3	1	1	1	1	2	3	2	4	1	1	1	3	1	3	1	1	1	2	5	1	2
29000	-169.500910127549076	-176.356398078508448	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712545721599794	4	10	7	11	11	12	13	15	16	18	19	21	21	21	23	22	24	23	23	24	27	27	29	32	0	3	1	3	2	5	4	7	7	8	6	11	11	10	9	13	11	11	16	12	18	17	22	22	1	1	1	2	1	1	1	2	2	1	4	1	1	2	3	1	3	2	1	1	2	1	1	2
29500	-176.486101961608000	-183.341589912567372	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560853323673562	5	11	10	12	12	13	13	15	16	18	19	21	20	21	22	22	24	22	24	25	26	28	31	32	0	3	1	3	2	5	4	7	4	7	6	11	11	10	9	13	18	12	16	18	18	11	22	22	1	1	3	1	1	1	1	1	2	2	3	1	1	1	3	1	1	1	1	2	2	3	2	2
30000	-160.686646180407735	-167.542134131367106	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565333948934421	4	10	9	11	12	12	12	15	16	18	18	21	20	20	23	21	24	24	23	23	26	28	30	33	0	3	1	3	2	2	3	7	8	8	6	11	11	10	9	13	11	20	16	12	18	11	22	22	1	1	2	1	1	1	2	2	1	1	3	2	1	1	3	1	2	1	1	1	1	5	1	2
30500	-171.350877044706635	-178.206364995666007	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506119059314532	3	10	9	10	11	13	12	15	17	17	20	22	20	19	24	22	24	23	23	25	26	29	31	32	0	3	1	3	2	5	3	7	3	8	6	11	6	10	9	13	12	11	13	18	18	11	22	22	1	1	2	1	1	1	2	2	3	1	4	2	3	1	4	1	1	2	2	1	2	4	1	1
31000	-196.275637553383120	-203.131125504342492	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.482300782697550	4	9	8	10	10	12	12	15	17	19	17	21	19	20	22	23	23	24	21	22	26	28	30	32	0	3	1	3	2	2	3	7	7	7	6	11	6	10	9	13	11	11	13	12	18	11	22	23	1	1	2	1	1	1	2	2	3	3	1	2	3	1	2	2	3	3	1	1	1	6	1	1
