step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71
5000	-370.403570255339957	-379.454413635791298	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999659757088150	-4	4	8	2	2	5	9	6	12	0	23	7	10	10	6	6	12	14	31	13	19	17	11	8	15	14	14	14	10	20	21	18	13	16	19	18	10	24	20	17	16	19	29	20	18	21	23	29	27	14	25	23	26	33	42	18	31	33	44	25	51	49	34	23	43	41	41	35	48	48	46	0	1	10	1	1	10	12	1	8	1	26	4	10	6	5	5	8	14	38	13	28	18	6	4	8	13	6	3	10	36	41	14	24	3	50	24	15	31	23	2	9	37	64	26	13	36	39	64	52	3	30	34	21	40	19	18	47	11	11	22	55	67	30	27	54	57	19	11	59	66	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-368.433574226894962	-377.484417607346302	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988505561055241	-4	3	15	1	4	1	7	6	9	4	19	5	8	11	10	10	12	14	29	12	13	1	11	14	13	23	16	16	12	29	23	20	10	20	19	17	21	22	23	17	20	24	29	26	21	19	29	30	24	20	19	24	22	28	42	28	33	36	34	37	47	43	42	37	44	39	38	41	45	50	52	0	1	14	1	6	1	6	2	8	6	29	22	4	12	12	4	6	4	46	33	13	1	8	15	8	50	3	14	12	34	22	3	13	17	24	14	21	8	23	33	2	20	46	34	29	25	42	42	34	3	25	29	9	27	68	41	48	47	54	44	64	58	60	47	67	48	44	58	58	63	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-362.496301248790132	-371.547144629241473	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990278629811432	-8	7	13	3	-2	-4	-1	8	9	4	22	5	9	5	8	8	12	1	26	14	15	16	14	13	8	15	12	23	15	17	23	19	20	13	18	10	22	21	18	25	20	16	37	28	24	21	36	29	29	24	30	27	24	29	37	23	29	38	37	30	53	43	35	32	39	43	43	39	43	52	55	0	6	16	6	1	1	1	12	12	5	17	6	18	6	10	14	16	6	11	2	17	3	7	16	12	4	2	29	14	23	17	25	26	2	24	18	23	35	9	41	12	12	45	11	32	20	54	56	46	38	41	31	32	45	48	38	45	57	48	34	66	51	40	52	47	60	59	44	63	65	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-365.501022104293327	-374.551865484744667	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991722654754900	-7	0	12	-2	2	5	3	7	9	6	14	7	6	13	13	13	10	7	33	3	17	11	14	14	8	19	8	23	1	28	20	20	20	11	16	15	21	21	20	19	24	19	34	20	18	25	32	27	30	26	26	18	28	24	40	21	23	32	43	34	47	40	39	38	33	43	40	16	45	52	47	0	1	29	1	1	5	1	2	6	2	25	2	4	25	12	12	12	5	51	4	23	6	7	18	6	16	20	35	1	40	36	25	15	27	8	18	68	24	16	10	52	23	32	22	24	42	41	42	52	26	56	14	46	14	58	23	14	54	43	49	43	19	57	43	41	62	60	25	63	59	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-369.583263180023721	-378.634106560475061	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989061555214477	-5	5	14	-1	6	5	5	2	6	3	22	8	10	11	7	14	10	14	27	15	22	10	9	14	10	18	1	18	6	24	19	19	17	20	17	16	20	15	13	19	23	25	27	19	19	24	31	22	28	27	28	22	28	31	38	24	28	35	43	34	38	46	39	28	37	45	44	38	40	47	57	0	27	15	1	10	27	27	1	27	27	20	4	15	9	4	7	7	12	21	5	20	4	2	17	7	24	1	27	27	23	33	18	12	33	27	22	13	17	12	15	31	32	40	39	13	26	50	22	35	44	35	38	40	40	49	13	44	37	65	51	60	68	60	40	57	55	58	35	64	60	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-359.670488957973703	-368.721332338425043	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979165830763748	-1	7	12	2	5	0	5	4	9	6	17	4	10	7	5	11	8	13	28	13	19	6	15	16	10	7	12	16	14	22	22	19	21	14	18	14	23	22	19	25	24	21	32	24	27	21	33	27	29	26	28	22	24	32	45	22	28	38	39	38	52	46	36	35	41	42	32	38	41	51	56	0	1	7	1	6	1	1	6	4	6	29	6	2	1	6	8	1	10	31	25	29	4	7	17	6	4	26	18	13	20	28	9	34	26	9	7	39	2	34	34	3	34	37	35	41	23	19	32	39	52	28	15	3	30	66	27	46	53	68	40	65	58	30	48	51	58	40	19	60	66	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-363.515293647451131	-372.566137027902471	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.963316841706891	-4	-1	13	4	-2	3	5	8	10	4	17	9	9	9	12	13	5	7	26	14	19	11	13	15	13	24	9	20	12	27	20	19	14	14	19	14	23	25	17	25	15	17	30	26	28	20	34	31	24	21	24	25	28	27	39	19	34	34	35	34	53	41	41	32	40	44	39	42	50	49	56	0	1	7	1	1	5	1	10	18	5	29	1	18	5	2	8	2	1	22	17	15	13	27	13	10	46	17	8	7	42	29	11	15	14	15	17	36	36	16	20	8	9	26	3	31	34	52	35	11	9	39	24	28	39	60	29	43	45	31	49	66	58	51	49	55	59	58	57	68	66	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-377.854876722811071	-386.905720103262411	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985600104161101	-8	4	14	4	5	5	0	-2	8	2	17	7	11	11	11	12	6	12	30	15	17	14	13	9	10	23	15	24	14	31	18	18	19	18	21	17	20	19	20	9	21	27	33	27	26	20	28	26	17	21	26	23	25	28	42	19	30	40	37	33	44	49	40	28	38	37	41	31	34	42	47	0	8	2	1	7	8	8	1	2	1	16	7	2	2	17	25	10	2	52	14	23	7	13	6	2	49	10	20	13	39	25	6	14	16	5	23	12	18	21	17	24	46	37	25	39	16	29	39	23	20	16	49	35	38	66	21	53	51	64	46	57	61	30	26	30	64	66	56	53	69	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-365.716134811024631	-374.766978191475971	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978968307444098	-9	5	12	-4	-6	2	8	0	9	0	18	4	5	7	12	12	10	13	33	9	21	5	7	17	11	24	13	22	13	23	15	13	17	13	16	15	21	24	19	21	21	23	38	20	26	14	32	26	25	23	24	27	27	25	47	27	29	38	44	35	44	47	34	36	41	43	33	34	47	51	56	0	5	13	1	1	5	22	1	22	4	17	5	10	22	12	22	12	10	42	14	9	4	1	32	23	33	20	18	17	34	7	9	3	14	17	22	11	34	25	11	15	46	54	3	26	20	37	16	30	36	39	41	16	44	43	26	11	68	57	45	58	61	26	53	63	63	53	39	66	61	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-365.104746043152034	-374.155589423603374	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976886054312651	-4	6	11	6	0	4	3	10	11	7	17	9	12	10	14	8	11	11	29	12	19	13	8	13	13	19	10	22	15	26	20	18	22	15	18	21	21	27	13	21	16	19	30	20	29	21	31	28	25	27	26	22	26	18	45	23	35	33	38	33	51	45	41	35	38	32	43	43	44	52	48	0	5	16	6	1	1	1	7	7	5	14	6	6	5	4	2	4	4	36	4	9	10	4	4	18	7	4	29	18	39	54	25	13	17	8	12	35	11	14	27	9	11	46	22	31	41	36	36	54	21	40	34	21	13	63	9	30	30	66	30	69	60	66	49	66	56	43	47	60	69	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-357.919311500521189	-366.970154880972530	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999906352044655	-4	5	9	2	3	0	7	6	13	2	19	8	9	5	11	14	8	11	30	15	20	16	12	12	10	14	14	24	14	18	20	13	16	10	17	15	25	23	18	22	22	18	27	25	25	26	26	26	28	30	21	26	25	29	46	21	33	39	40	25	52	49	38	39	44	40	37	33	49	54	53	0	6	5	6	1	1	6	6	4	1	17	6	8	4	4	18	5	8	49	2	33	14	12	17	10	25	18	35	17	29	25	7	2	14	34	17	41	16	27	36	27	8	38	40	20	38	40	32	30	41	3	56	11	45	59	25	44	43	50	23	69	65	44	68	57	67	44	43	68	55	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-371.291216774654515	-380.342060155105855	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995634508110322	-6	3	9	6	5	2	5	7	6	-2	13	8	12	12	10	10	11	14	28	17	15	12	2	13	6	24	16	26	16	19	21	11	15	3	18	17	24	18	20	21	17	17	34	28	19	21	28	18	19	26	23	26	20	27	43	27	26	36	42	35	44	44	40	35	41	35	32	32	47	49	60	0	10	23	34	10	10	10	23	1	1	5	6	23	7	10	7	5	16	49	15	6	7	10	12	6	21	17	37	25	14	29	25	9	10	17	33	35	15	21	32	15	22	47	46	18	20	39	12	24	14	46	48	33	31	28	40	53	30	50	47	64	63	47	67	60	19	48	56	60	61	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-376.961025785341292	-386.011869165792632	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996604953120773	-9	5	14	-1	-7	0	6	6	5	8	15	-2	12	11	8	12	11	12	28	15	12	15	1	10	9	15	15	18	10	18	21	19	20	15	22	17	19	25	23	24	24	15	27	15	26	21	25	20	27	26	30	15	28	22	42	27	29	35	47	34	50	48	40	20	35	34	37	33	49	46	50	0	4	9	5	1	1	6	23	6	2	24	1	10	7	23	9	8	7	48	29	29	2	12	9	23	2	18	27	7	25	13	18	34	9	52	15	17	21	30	52	17	15	30	4	36	22	54	27	32	42	30	10	37	3	65	37	34	51	63	38	65	55	58	44	51	40	38	44	58	58	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
