step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72
5000	-608.131321276060589	-606.769679796943819	-1.361641479116779	0.000013145593923	0.000007876466297	0.599171581269982	0.682982264640728	-2	8	2	1	4	5	9	18	12	14	15	9	12	16	12	27	29	26	22	17	27	24	30	27	27	33	32	32	33	35	34	34	40	36	34	37	38	36	40	43	41	42	44	40	45	44	48	41	50	43	46	45	41	48	54	56	47	48	50	40	52	58	55	53	61	68	71	76	74	81	76	72	0	1	0	1	1	1	1	6	3	12	9	4	12	9	12	20	10	13	20	15	19	0	19	0	0	21	23	24	24	17	21	21	26	20	23	0	28	27	29	36	26	27	28	31	27	37	36	38	31	34	38	40	26	60	40	61	50	52	44	38	48	63	52	0	62	58	65	69	66	72	69	66	1	2	1	1	1	1	2	2	2	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	4	1	1	1	1	2	1	2	1	1	1	2	2	2	1	3	1	2	1	2	2	1	1	2	1	1	1	2	1	2	1	1	4	2	1	1	2	1	1
5500	-581.094800915716405	-579.609044477348448	-1.485756438367972	0.000016661376214	0.000005082393862	0.305040459826936	0.706090709295866	1	13	2	3	3	4	7	20	7	19	13	16	20	15	22	27	29	29	24	18	30	31	29	28	36	33	31	34	33	33	35	35	38	32	36	35	38	35	44	43	45	39	41	38	42	44	46	43	47	46	43	48	47	50	55	53	51	52	52	47	57	58	55	56	60	65	68	75	72	82	78	79	0	1	0	1	1	1	5	6	3	12	9	4	12	9	12	20	12	13	20	12	19	0	19	0	0	21	23	24	24	17	21	21	26	20	23	0	28	27	29	25	26	27	28	31	27	37	25	38	31	34	38	40	33	60	47	48	50	52	44	48	56	58	52	0	63	63	65	69	66	72	69	66	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	2	1	1	1	2	1	2	2	3	2	2	1	2	1	1	2	2	1	3	2	1	1	1	1	1	1	2	1	2	1	1	1
6000	-566.740894814424450	-565.074006990811995	-1.666887823612467	0.000029836524992	0.000006393385209	0.214280490462487	0.684038013060424	1	10	2	5	7	6	15	19	5	12	14	10	19	10	23	25	23	30	27	18	29	30	30	29	35	33	33	32	35	31	34	34	39	34	35	36	38	38	43	41	36	39	41	41	49	40	46	42	45	46	44	47	48	50	56	48	51	50	56	47	53	57	52	52	60	66	71	79	71	79	77	72	0	1	0	1	1	1	1	6	3	12	9	4	10	9	12	20	12	13	20	12	19	0	19	0	0	21	23	24	24	17	21	21	41	16	23	0	28	27	29	36	26	27	28	21	42	37	25	38	21	34	38	40	41	60	63	48	50	25	44	48	56	58	52	0	62	58	65	72	66	72	66	66	1	2	1	1	1	1	2	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	2	2	2	2	1	2	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	3	2
6500	-544.144968628044808	-542.186303699614427	-1.958664928430361	0.000075057475955	0.000010901745637	0.145245300333379	0.683125081434483	-1	12	-1	4	1	3	12	19	9	15	15	12	18	14	23	27	25	26	24	21	30	28	33	29	31	32	35	34	36	33	36	36	40	31	36	32	37	41	46	36	42	42	41	39	47	42	47	43	44	44	38	43	41	50	56	50	50	46	52	44	52	56	53	59	61	65	66	77	70	77	80	83	0	1	0	1	1	1	1	6	3	12	9	4	10	9	10	20	4	13	20	12	19	0	19	0	0	21	20	24	24	17	21	21	26	16	23	0	28	51	29	36	26	51	28	31	42	37	25	51	33	34	27	40	26	60	47	48	50	52	44	48	48	58	52	0	62	47	62	66	66	69	69	70	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	5	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	3	1	1	2	1	1	2	2	1	2	1	1	2	1	2	1	2	1	2	1	3	1	1	1	2	1
7000	-582.107549690254132	-579.740878028534325	-2.366671661719853	0.000132552577572	0.000012827078358	0.096769739171995	0.709760496590771	-4	-1	-1	1	7	6	11	15	10	15	13	10	16	17	20	27	26	29	26	24	29	19	27	31	36	31	32	34	36	33	39	32	37	35	34	29	36	41	43	42	45	41	42	37	46	41	47	45	50	49	38	49	50	51	53	56	52	44	55	44	52	58	54	58	62	64	69	68	75	73	80	82	0	1	0	1	1	1	1	7	3	4	3	4	7	11	10	20	7	12	20	7	19	0	20	0	0	16	23	24	24	17	34	21	26	16	23	0	28	27	29	25	26	27	28	16	38	37	25	42	31	34	27	58	41	38	40	61	20	40	44	51	45	47	47	0	63	52	62	40	67	66	52	66	1	1	1	1	1	2	2	1	2	1	2	2	1	1	1	1	2	2	1	3	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	3	1	1	2	2	1	2	1	1	2	1	2	2	1	1	1	3	2	1	3	1	3	1	1	1	2	1	1	2	2	4	1	1	3	3
7500	-540.420721279563168	-537.692648447970896	-2.728072831592242	0.000113126489132	0.000008157788403	0.072112097398318	0.706607801729564	-1	11	-1	2	7	5	11	20	9	15	14	15	18	17	18	28	30	30	25	22	28	29	30	27	31	31	32	29	34	35	34	38	39	37	38	37	35	40	41	39	41	37	39	42	43	43	48	44	48	46	43	48	49	47	49	55	41	43	53	51	56	57	53	51	58	67	65	71	73	73	79	80	0	5	0	1	1	1	1	1	3	7	9	4	7	9	12	20	10	13	20	12	19	0	19	0	0	21	23	24	24	17	21	21	26	16	23	0	28	27	29	36	26	31	28	21	27	37	40	38	31	34	38	58	33	48	58	51	34	40	44	54	48	52	58	0	63	62	65	66	66	63	69	70	1	1	1	1	2	1	1	3	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	2	1	2	1	1	2	2	2	1	1	2	2	1	2	2	1	1	2	1	1	2	1	2	1	2	1	1	2	2	1	1	2	2	1
8000	-564.310992685200517	-561.693910391734562	-2.617082293466010	0.000130062832080	0.000010218083647	0.078562672235702	0.662856544044545	-1	11	5	4	7	6	4	15	7	13	18	14	20	17	24	28	22	23	24	20	23	28	30	28	35	35	34	33	35	34	32	33	35	38	33	39	35	39	44	42	43	41	41	39	48	40	49	45	49	49	45	46	47	51	54	53	44	52	57	52	55	52	47	58	63	71	73	72	69	78	71	81	0	5	0	1	4	4	1	10	3	4	9	4	12	9	12	20	10	13	12	12	20	0	19	0	0	21	23	24	24	17	21	21	16	16	23	0	28	27	29	25	26	23	28	31	27	37	63	42	57	41	38	25	21	45	63	48	16	63	44	51	45	63	36	0	52	65	65	69	63	52	63	71	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	1	1	2	2	2	1	1	1	3	2	1	1	1	1	2	2	3	1	2	2	3	1	3	2	2	1	1	1	3	1	1	1	2	3	3	2
8500	-554.839076782760003	-552.894152843583697	-1.944923939176271	0.000128845942057	0.000019012289735	0.147558312130075	0.681328797593057	1	8	2	4	6	4	6	13	10	18	15	15	19	16	12	28	26	29	23	25	25	30	31	25	31	32	28	31	33	30	38	38	40	34	36	39	35	38	37	44	42	38	44	41	40	38	45	44	45	40	45	40	47	48	50	48	48	48	58	51	54	57	54	55	55	71	66	77	76	82	74	75	0	1	0	1	4	1	1	6	3	12	9	15	4	9	4	20	13	13	10	19	19	0	27	0	0	21	19	24	24	10	34	21	26	16	23	0	28	27	29	25	26	27	28	34	27	37	25	38	45	34	38	25	26	48	40	51	50	47	31	54	56	58	25	0	40	67	65	66	66	72	63	66	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	2	2	3	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	1	3	1	1	2	3	1	1	1	2	1	1	1	4	1
9000	-561.920584339938046	-559.260422110286299	-2.660162229651762	0.000111608827203	0.000008477834540	0.075960251110151	0.687664962415288	0	12	2	4	7	3	16	15	9	15	18	9	19	12	19	29	26	28	22	25	26	26	31	27	34	31	27	29	35	29	38	33	37	36	38	32	39	40	46	41	41	37	39	41	47	42	43	43	41	43	42	47	44	46	51	51	47	52	54	51	49	50	54	57	58	67	67	78	67	79	75	79	0	5	0	1	1	1	2	6	3	1	14	4	10	3	8	20	12	13	10	19	19	0	27	0	0	19	19	24	24	17	21	21	26	16	23	0	29	42	29	36	26	27	28	26	27	37	25	42	19	16	27	40	26	48	52	38	16	52	44	54	48	52	47	0	58	55	65	66	62	71	58	71	1	1	1	1	1	1	1	1	1	3	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	2	1	2	2	1	3	2	1	2	1	3	2	3	1	2	1	1	2	2	1	2	1	2	1	3	1	1	2	1	1	3	1	3	1
9500	-535.815095484157268	-533.587157437693122	-2.227938046464199	0.000095642034079	0.000010506497821	0.109852304192084	0.704585610927735	-1	14	2	2	8	3	10	16	5	12	15	8	17	12	18	23	30	22	20	26	31	31	31	28	34	32	27	33	34	33	36	36	35	38	36	39	39	40	43	42	42	35	40	38	38	43	39	40	49	42	45	44	44	47	55	54	51	51	56	51	50	55	53	56	59	67	71	78	77	80	78	82	0	5	0	1	4	1	5	6	3	12	14	4	12	9	10	19	15	15	15	16	19	0	27	0	0	19	19	24	24	17	21	21	26	19	23	0	28	45	24	47	33	27	29	31	27	37	25	42	31	34	38	47	26	48	36	61	50	52	34	54	48	52	52	0	55	58	65	69	66	71	66	66	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	2	2	2	1	1	1	2	1	3	1	2	2	3	1	2	2	2	1	1	2	2	1	2	1	2	2
10000	-543.413522707561697	-541.019982103902635	-2.393540603659098	0.000105492433948	0.000009971134588	0.094519902663374	0.727356877344674	-2	9	0	5	3	2	13	21	7	11	15	17	19	17	23	28	24	27	26	21	31	30	30	27	29	33	27	30	34	30	34	33	34	36	34	36	34	40	43	40	36	37	37	40	45	41	43	43	45	40	46	46	44	51	56	51	44	52	54	45	55	58	53	57	63	59	69	75	71	78	79	82	0	4	0	1	1	1	5	7	3	4	9	10	10	9	10	19	12	13	20	4	19	0	27	0	0	20	20	24	24	17	21	21	16	16	23	0	28	27	29	36	33	27	37	31	27	37	36	42	26	34	38	40	26	60	40	45	34	47	49	48	56	55	52	0	62	63	55	66	67	69	69	70	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	2	2	1	2	2	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	2	2	1	1	2	1
10500	-535.160407806760986	-532.099251623194391	-3.061156183566564	0.000135729784217	0.000007714180167	0.056834837040490	0.709542051633566	-3	5	4	-1	6	1	9	18	8	15	17	17	19	15	13	24	25	29	22	25	27	31	29	28	35	32	34	33	37	34	40	36	37	38	36	33	39	40	33	40	39	40	41	38	45	43	45	39	51	46	45	46	44	48	53	54	46	51	52	51	54	54	52	57	61	69	68	75	74	71	80	81	0	1	0	1	6	1	2	6	3	4	9	15	5	9	4	19	12	13	15	19	19	0	19	0	0	21	23	24	39	17	34	21	26	16	23	0	28	48	24	36	26	27	28	21	35	37	25	27	31	31	42	40	33	45	47	48	19	52	44	48	48	58	52	0	62	63	65	66	70	66	69	70	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	2	2	1	2	1	2	1	1	2	3	1	2	2	2	1	1	1	1	2	1	1	1	1	1	2
