step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72
5000	-583.923883440914551	-582.527825884698473	-1.396057556216135	0.000014001861202	0.000011116969461	0.793963695305796	0.622232132879620	1	11	10	23	23	16	25	33	32	30	39	32	35	39	47	47	46	52	55	54	58	54	61	61	61	63	63	67	67	67	69	73	69	77	75	75	79	75	75	78	80	90	79	84	79	78	64	80	80	80	81	86	84	84	90	88	90	88	93	92	87	92	92	90	94	98	93	107	102	99	97	102	0	3	1	6	2	2	4	4	5	4	4	6	8	13	14	13	14	16	18	16	19	16	20	22	18	21	21	23	22	26	47	26	47	24	30	33	29	30	25	47	33	39	35	39	0	38	23	40	0	35	46	48	50	50	51	54	40	38	40	54	35	57	58	35	56	62	57	57	65	59	38	57	1	1	1	2	2	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	2	2	3	2	1	2	2	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	3	1	1	2	1	1	1	3	2	1	2	2
5500	-583.290078369183789	-581.883533009892062	-1.406545359291729	0.000018284683534	0.000015203475269	0.831486924031177	0.689550120993714	5	15	11	20	22	29	24	32	32	31	41	33	29	42	40	48	47	46	52	55	56	59	57	59	53	59	62	65	68	66	67	71	70	77	70	72	78	77	75	78	77	89	79	83	80	83	78	83	80	80	84	87	82	86	88	83	90	96	86	89	91	93	93	95	94	97	93	107	100	95	94	98	0	3	1	3	3	4	3	6	5	4	13	13	4	15	13	18	14	15	16	18	19	16	16	23	16	21	21	23	22	26	23	30	31	22	30	31	29	35	29	31	33	44	38	39	0	50	31	33	0	35	35	48	38	38	51	35	47	56	47	35	56	57	50	54	56	57	57	57	65	59	54	67	1	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	1	2	2	1	2	1	1	2	1	1	2	2	1	2	1	2	1	2	1	1	2	2	1	2	2	2	1	2	2	1	3	2	1	3	1	1	2	2	2	2	1	3	1	2	1	1
6000	-554.630506130764502	-553.255957398766100	-1.374548731998387	0.000031119488468	0.000014415395524	0.463227264776453	0.670565336630353	3	10	17	24	23	26	24	31	37	27	37	32	43	34	48	43	51	52	52	54	60	59	57	53	64	64	65	66	67	64	66	71	70	73	72	75	74	78	76	76	76	87	83	83	82	82	75	75	75	82	80	86	84	85	88	84	90	80	84	87	86	92	95	92	88	95	94	105	95	95	98	100	0	1	2	3	3	4	2	6	5	4	6	6	4	4	14	14	13	16	15	16	19	20	20	11	20	21	21	23	25	21	18	21	23	24	30	28	29	30	25	31	33	39	38	39	0	51	31	33	0	35	38	48	58	35	50	35	47	35	40	35	50	57	53	54	58	57	57	57	65	59	38	67	1	1	2	1	1	1	2	1	3	1	2	2	3	1	3	1	2	1	1	2	2	1	1	2	2	1	1	2	1	1	2	1	3	3	1	2	2	1	2	2	2	2	1	1	1	1	2	1	1	2	1	2	1	2	1	2	2	2	1	2	1	1	2	1	2	1	1	2	1	2	3	1
6500	-575.951132440749575	-573.885080738140800	-2.066051702608755	0.000052463544938	0.000006774019369	0.129118598001652	0.692574307459380	3	7	13	21	19	24	25	29	35	30	39	36	39	36	43	46	52	53	54	54	59	63	56	57	60	62	67	65	67	67	68	69	73	73	74	71	77	77	72	71	77	85	83	82	77	84	76	76	79	84	82	84	85	86	91	82	86	91	83	86	88	95	95	95	94	97	88	104	97	98	89	98	0	1	2	1	2	5	4	4	8	4	8	8	14	8	14	13	15	16	16	16	23	18	15	18	20	21	21	23	25	26	22	26	23	24	30	28	29	35	25	28	31	44	38	39	0	38	40	40	0	30	35	48	56	35	54	35	22	35	31	50	50	57	56	50	50	62	47	57	38	59	38	67	1	1	1	3	2	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	3	2	2	1	1	3	3	2	2	1	2	2	2	2	2	1
7000	-591.423594340228419	-589.754446498678931	-1.669147841549456	0.000072552855358	0.000015490729238	0.213509573977782	0.551640267200516	-2	13	3	18	23	28	24	28	30	25	38	31	40	42	49	49	53	52	58	53	52	58	57	59	62	62	63	65	66	67	67	71	70	71	69	71	75	71	72	74	75	88	83	83	80	84	79	82	78	77	83	87	85	87	86	89	83	94	90	90	92	94	93	91	93	89	93	105	102	98	96	99	0	3	1	3	4	3	2	2	5	4	8	8	12	11	13	14	6	16	16	16	13	16	20	8	20	21	21	23	16	26	23	26	22	24	26	31	29	19	16	31	33	39	50	39	0	30	31	47	0	38	50	48	38	50	51	35	31	38	47	50	54	57	53	54	54	57	57	67	58	59	50	67	1	1	1	3	1	6	1	2	1	1	2	1	2	1	1	1	4	1	2	1	3	2	1	3	2	2	3	2	3	2	2	1	1	2	2	2	1	1	3	2	1	2	1	2	1	2	2	1	1	2	1	1	1	1	1	3	1	4	1	1	1	2	1	1	1	1	2	2	2	2	4	1
7500	-572.979395700914552	-570.907902804553260	-2.071492896361333	0.000075800298423	0.000009731444112	0.128382662257896	0.593822638418738	2	13	8	21	24	28	26	32	36	20	41	31	41	37	44	47	48	50	52	52	56	59	57	60	62	61	64	62	65	64	65	71	71	67	75	73	72	71	75	72	80	83	79	80	82	83	80	79	81	82	79	86	86	89	91	84	91	93	93	87	88	89	90	94	91	97	94	101	102	96	97	103	0	3	1	2	4	3	2	12	5	2	4	4	14	8	13	11	14	16	16	16	19	20	16	17	15	21	21	23	25	26	20	26	31	24	27	31	29	30	37	31	33	39	35	39	0	38	31	28	0	38	35	36	46	35	35	38	48	35	47	43	38	41	53	54	35	48	57	47	54	52	55	67	1	1	1	2	1	3	2	1	2	1	3	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	2	2	2	2	2	1	1	3	3	1	1	1	2	2	2	1	2	1	2	1	3	3	3	1	3	2	2	2	2	1	1	2	2	1	3	2	1	1	2
8000	-568.017416918563185	-565.893873443063171	-2.123543475499997	0.000088286463350	0.000010742810113	0.121681282780389	0.745540972306470	4	12	14	20	23	24	16	34	34	30	41	33	39	42	47	44	52	47	56	56	55	55	57	59	65	61	65	62	68	66	65	67	71	74	76	74	74	73	73	75	76	87	79	83	76	85	76	83	82	79	79	86	82	78	92	81	92	91	93	87	92	86	95	96	91	92	92	98	101	98	99	104	0	1	2	2	2	4	2	6	5	6	12	2	8	13	13	2	14	14	16	17	16	18	15	22	20	23	21	18	28	28	22	26	28	24	38	33	29	32	29	33	31	39	38	37	0	51	40	31	0	38	35	47	54	38	46	50	62	50	66	54	60	40	65	56	35	28	62	57	50	59	58	67	1	2	1	1	1	1	1	2	2	2	1	2	1	1	1	5	1	1	2	1	1	1	2	1	1	1	1	3	1	1	2	1	2	3	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	3	2	4	2	1	3	1	1	2
8500	-659.070748453742681	-656.889488542882418	-2.181259910860214	0.000105301108379	0.000012099030734	0.114899367352775	0.468789994779658	1	14	10	21	21	26	24	33	27	24	38	31	43	36	46	40	53	47	53	53	60	58	55	59	64	65	64	62	68	66	68	75	72	78	69	75	76	79	75	74	73	89	82	78	76	84	73	85	79	79	76	83	85	88	88	86	89	95	89	89	84	90	96	95	92	90	96	103	98	95	94	103	0	1	1	3	3	3	2	7	2	4	4	4	6	6	13	14	15	9	16	8	20	16	11	20	20	21	19	15	23	18	17	26	28	24	21	28	40	35	16	28	31	39	50	39	0	26	28	33	0	35	26	36	50	50	38	50	47	50	25	51	30	36	54	50	30	40	25	40	54	59	43	66	1	1	1	1	1	3	2	1	3	1	1	2	2	2	1	1	2	2	2	3	1	1	2	1	2	1	2	2	2	3	2	1	2	2	3	2	1	2	5	3	1	2	1	1	1	3	2	2	1	1	3	2	1	2	2	2	3	2	4	3	4	3	2	4	4	2	6	4	2	2	3	2
9000	-600.196447172139642	-598.175249061863497	-2.021198110276099	0.000093178822285	0.000012622508764	0.135465425023881	0.621493838912030	0	10	16	24	22	26	26	33	35	28	40	35	40	43	48	48	52	50	53	56	60	53	55	56	61	62	66	67	67	64	67	70	72	79	72	73	75	76	78	74	72	90	75	85	81	69	80	77	80	84	83	80	86	81	92	87	90	95	91	84	89	87	95	93	89	99	97	104	96	99	95	104	0	1	2	3	3	4	4	6	5	4	8	6	6	6	8	13	11	6	18	22	19	15	18	12	14	21	21	22	25	18	23	26	31	41	30	31	29	35	25	33	16	39	35	29	0	26	40	28	0	27	46	33	50	35	60	38	31	60	62	35	51	40	53	60	54	62	62	66	61	59	61	57	1	1	2	2	1	1	1	1	2	2	1	2	3	2	1	2	1	5	1	1	1	1	1	5	3	1	2	2	1	2	2	2	2	1	1	1	1	1	2	1	5	1	2	3	1	1	2	2	1	3	2	2	1	1	1	2	3	2	1	2	2	2	2	1	1	2	2	1	1	2	2	2
9500	-605.925339126048812	-604.321194973465367	-1.604144152583460	0.000080381468852	0.000019150006142	0.238239066985482	0.545706908212643	5	12	15	19	21	26	26	31	37	26	37	33	36	40	45	45	51	51	53	55	62	62	53	57	63	58	65	66	67	65	70	71	66	76	72	72	73	78	74	67	73	84	78	80	77	82	79	74	79	78	80	87	86	87	92	89	89	95	89	88	83	86	96	95	94	94	94	106	98	100	95	98	0	1	2	3	2	1	4	4	5	5	12	3	4	12	14	14	15	16	16	16	20	20	16	16	20	6	26	23	22	21	16	30	22	24	30	26	29	26	22	23	40	39	35	39	0	35	33	40	0	30	50	36	35	50	54	53	62	61	47	30	43	47	60	50	61	62	62	66	60	47	26	47	1	1	1	1	1	3	2	2	2	2	1	3	3	1	1	1	1	1	1	3	2	1	2	2	1	5	3	2	1	1	5	1	1	3	2	2	1	4	2	2	2	2	1	1	1	3	2	1	1	2	1	3	2	2	1	1	1	2	1	3	1	1	1	2	2	2	1	2	1	3	4	2
10000	-606.931031569567608	-605.160954966246436	-1.770076603321210	0.000104585419797	0.000019232938426	0.183896937671479	0.595956592783895	6	16	13	19	24	28	27	31	34	31	38	25	34	38	45	50	49	47	56	52	60	61	59	56	60	64	62	62	62	67	64	75	70	76	72	71	78	76	71	67	65	87	79	84	81	79	81	82	81	80	84	86	86	79	91	88	93	94	86	88	92	93	94	92	92	94	96	103	103	99	93	99	0	3	1	3	2	4	4	7	5	7	12	4	5	8	13	18	13	14	16	18	16	20	17	15	18	27	21	16	16	21	16	26	40	24	30	31	39	35	25	23	22	47	30	39	0	35	40	41	0	35	46	47	54	38	50	43	59	56	47	35	54	22	60	60	50	59	57	47	60	59	46	23	1	1	2	1	1	2	2	1	2	1	1	1	1	2	2	1	2	2	1	1	1	2	2	2	1	1	1	1	2	2	3	1	1	4	1	2	1	2	2	2	1	1	2	2	1	1	3	4	1	2	1	1	2	1	2	1	1	2	1	2	1	5	1	1	2	2	1	2	2	2	3	7
10500	-598.460746313975278	-596.459862714671203	-2.000883599304080	0.000106151576342	0.000014703676442	0.138515855804816	0.595719147146257	1	11	15	21	21	30	27	33	33	28	42	31	43	37	47	47	48	48	56	57	57	63	60	61	66	63	62	65	61	66	64	71	62	66	75	68	64	80	72	78	80	84	76	82	80	83	79	81	79	78	79	85	86	85	86	88	88	93	84	91	85	95	96	94	90	95	94	104	94	98	93	102	0	1	2	3	3	7	4	4	3	4	4	4	14	5	14	14	13	6	15	15	18	23	13	14	20	21	21	33	16	27	23	21	13	24	30	31	20	35	37	23	28	39	32	39	0	51	31	40	0	35	30	48	43	26	51	30	47	32	47	35	35	28	56	54	50	57	47	52	38	59	35	62	1	1	1	1	1	1	1	2	3	2	3	2	1	2	2	2	1	3	2	2	1	1	2	2	1	1	1	1	2	1	1	2	2	1	1	1	2	2	2	3	3	2	1	2	1	1	2	1	1	1	1	1	2	4	1	3	2	2	1	3	1	5	2	2	2	1	4	3	2	2	2	1
