step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101
14000	-878.532855465670082	-876.910288370587182	-1.622567095082880	0.000664889740395	0.000153351223870	0.230641585443773	0.525390552995518	1	2	1	1	4	3	0	4	4	5	5	4	4	7	4	6	4	5	6	4	3	8	6	7	6	6	6	6	6	7	8	7	6	6	6	7	8	8	10	6	6	7	7	9	7	10	9	9	8	8	11	10	8	9	10	9	9	11	9	10	9	11	10	11	11	14	13	13	13	11	13	13	12	12	14	12	15	15	14	12	15	16	15	13	17	17	14	16	17	18	17	16	18	19	20	21	23	23	25	26	30	7	1	7	0	2	2	0	1	4	15	1	3	21	26	3	5	7	17	9	7	3	40	17	23	17	15	7	13	15	26	10	12	20	20	3	26	16	21	12	20	5	12	18	22	8	28	28	26	17	20	16	47	5	22	12	22	22	28	20	49	38	29	24	23	38	47	27	51	26	20	49	46	65	63	49	38	70	68	51	65	64	69	62	74	71	92	11	22	55	85	50	76	68	62	91	85	90	90	0	0	0	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	2	1	1	1	1	3	1	1	1	1	1	1	1	3	1	1	3	3	1	1	2	1	1	1	2	2	1	3	3	2	1	1	1	2	1	1	2	2	1	1	2	2	2	1	2	3	1	4	3	4	2	1	1	3	1	3	1	2	1	2	2	1	1	2	1	4	3	3	1	4	1	2	4	2	3	3	2	1	1	1
14500	-959.117447630683955	-957.558809987912127	-1.558637642771878	0.000629603699286	0.000163427630709	0.259572221214980	0.401246796450447	1	2	2	0	3	4	1	4	4	3	5	3	3	7	5	4	5	6	6	4	4	7	6	6	7	5	5	5	6	9	8	8	5	8	7	7	7	8	8	8	8	8	4	8	7	10	10	10	9	8	9	10	9	10	11	9	8	9	8	10	10	10	11	11	11	14	12	12	14	12	12	14	13	11	13	13	12	15	14	12	14	16	14	13	15	18	15	14	16	17	18	17	18	19	20	19	21	21	25	26	29	4	4	7	0	7	10	0	12	12	3	12	7	7	18	2	13	12	5	1	3	13	28	6	5	18	9	12	7	9	36	13	29	9	19	19	12	26	9	18	23	19	18	1	28	1	1	1	3	43	19	28	18	17	39	15	8	23	3	16	18	2	19	7	7	17	8	19	3	68	3	48	29	47	8	47	54	59	16	35	31	56	29	29	70	28	67	62	49	80	31	45	35	59	54	48	54	86	87	0	0	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	2	2	1	1	1	2	1	2	1	2	1	1	1	2	3	4	4	3	2	1	2	2	2	1	4	4	1	3	2	3	4	2	4	5	5	5	3	5	2	8	1	6	2	2	2	1	2	4	3	2	2	4	4	1	4	2	2	2	2	4	4	5	5	5	5	4	2	3	1	1	1
15000	-895.378979166694990	-893.782570852812455	-1.596408313882543	0.000682539961305	0.000164895880721	0.241591540523885	0.492417701976597	0	2	2	-1	2	3	1	4	2	4	5	3	4	8	6	6	6	7	5	4	5	5	7	7	5	6	6	6	7	9	9	7	8	8	7	7	7	9	9	7	7	6	7	9	8	9	8	10	9	8	10	9	9	10	10	9	9	9	8	11	9	11	11	11	12	15	12	12	13	12	12	14	10	12	13	13	13	15	15	13	15	16	15	15	17	18	15	16	16	17	17	18	18	20	21	21	22	22	25	26	30	4	4	7	0	1	3	0	1	1	3	10	7	3	19	19	25	22	13	3	9	7	8	8	8	12	4	21	20	19	50	45	20	16	6	13	12	25	24	41	19	6	11	6	11	5	15	16	23	11	10	18	11	34	23	23	15	22	34	19	25	45	61	13	19	50	56	38	41	12	52	24	55	47	41	37	53	13	52	5	41	63	23	71	52	83	83	60	53	56	83	83	81	41	48	86	68	83	68	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	1	2	2	1	4	1	1	1	1	1	1	1	2	1	2	1	1	1	1	3	1	2	2	2	2	1	2	2	2	1	2	1	2	2	1	2	1	2	3	1	1	2	2	2	2	2	2	5	2	2	1	1	2	3	3	3	2	8	3	3	4	1	3	2	2	2	4	2	1	1	1	6	5	2	5	4	5	1	1	1
15500	-899.684050590289303	-898.062322543685809	-1.621728046603524	0.000757862378665	0.000175048351959	0.230976436998737	0.580922875684616	0	2	1	-1	4	2	1	4	4	4	5	3	5	7	5	5	5	6	4	5	4	7	6	6	7	6	6	5	6	7	9	8	7	7	7	6	6	8	10	8	8	7	7	8	9	9	11	9	9	8	10	10	10	10	11	9	10	11	10	11	10	9	8	11	12	13	12	13	13	11	13	14	10	12	13	14	14	15	14	11	14	16	15	12	15	17	15	17	15	17	19	18	19	19	20	22	21	24	22	26	29	4	4	1	0	2	7	0	6	7	7	7	7	8	19	5	12	8	6	1	9	7	16	9	19	9	17	8	9	13	26	25	19	16	12	18	9	3	7	26	18	15	11	11	9	33	34	13	22	6	1	25	45	45	25	50	8	3	14	24	49	45	28	34	34	8	22	59	53	58	11	58	58	40	73	52	55	49	59	58	26	38	8	49	56	65	53	66	66	74	72	53	77	61	72	87	87	58	85	0	0	0	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	4	2	1	1	1	1	1	1	1	3	1	3	3	2	1	1	2	3	2	6	3	2	1	1	3	1	2	3	3	1	2	1	2	1	1	1	1	1	1	4	3	2	2	2	3	3	2	1	2	2	2	1	2	5	2	4	1	3	3	4	4	1	1	1
16000	-907.505760660918668	-905.840932265854349	-1.664828395064355	0.000645071687957	0.000138682609149	0.214987902488917	0.487297953632538	1	2	1	0	2	2	-1	3	3	4	5	3	4	8	4	6	5	5	5	4	5	8	6	7	6	5	6	5	7	8	9	8	7	8	7	7	7	8	9	8	7	8	8	9	10	10	8	10	7	7	10	9	9	9	10	10	9	9	10	10	9	10	11	11	12	14	13	13	12	11	13	15	11	12	12	15	13	15	14	13	13	17	14	14	15	15	13	14	16	15	19	17	18	20	20	22	22	22	23	26	28	4	1	7	0	4	7	0	7	4	6	12	7	5	19	2	26	9	8	12	5	12	23	6	25	4	8	13	12	5	35	7	25	8	6	25	28	26	28	17	19	10	5	25	41	42	34	19	52	17	15	50	6	12	41	28	41	4	29	35	18	25	34	54	8	6	73	41	35	40	10	50	55	22	29	34	45	42	68	34	64	55	7	65	61	35	67	54	63	84	34	50	63	85	65	88	63	86	83	0	0	0	1	1	1	1	1	2	1	3	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	3	1	1	2	3	1	5	1	2	3	1	1	1	2	3	2	2	3	1	1	2	1	1	1	1	1	2	3	4	1	3	1	4	1	1	2	2	2	1	4	4	1	3	3	2	4	2	3	2	2	2	3	3	1	4	1	1	7	1	3	3	1	2	2	1	3	6	3	2	3	4	5	4	3	1	1	1
16500	-948.472963556612285	-946.958386554720732	-1.514577001891598	0.000691461753721	0.000196991536521	0.284891442601205	0.556808050788944	1	2	1	0	3	3	-1	5	2	3	5	4	3	8	5	6	5	5	5	5	4	8	4	6	7	6	6	4	6	8	8	7	8	7	7	6	8	9	9	6	7	8	8	9	9	9	11	10	8	8	10	10	10	9	11	7	10	10	9	9	10	10	8	12	13	15	13	12	13	12	12	14	12	12	14	15	14	14	15	12	15	16	13	13	15	17	13	18	18	18	17	17	18	19	20	21	21	22	24	26	30	4	4	7	0	7	7	0	13	7	7	3	2	1	8	3	18	23	23	5	3	13	1	4	9	11	3	23	13	2	23	20	29	23	16	8	17	10	6	34	1	20	16	1	17	15	4	2	9	34	16	16	17	31	36	17	8	16	13	35	5	59	16	29	32	33	55	55	35	33	55	30	63	60	50	7	27	61	35	50	30	73	78	53	58	83	65	23	79	76	82	51	62	82	83	87	50	85	66	0	0	0	1	2	1	1	2	2	1	1	3	2	2	2	1	1	1	1	1	1	1	2	1	4	2	2	2	3	1	1	1	2	2	1	2	1	1	1	1	3	1	1	1	1	4	3	2	5	4	3	1	1	3	2	2	2	3	1	2	5	1	3	1	3	1	3	2	2	1	2	2	1	2	3	2	2	7	4	3	2	4	2	2	1	2	1	1	2	3	1	2	1	3	7	1	3	3	6	3	3	1	1	1
17000	-940.034367683615415	-938.411937866264452	-1.622429817350981	0.000640100732094	0.000147668871118	0.230696300932367	0.488716008131702	1	1	2	0	3	4	1	5	3	5	4	4	3	8	5	6	6	4	5	4	4	7	5	6	6	5	5	6	7	6	8	7	6	6	7	6	8	8	9	9	5	7	7	7	10	9	11	10	9	8	10	8	10	8	10	9	9	11	10	11	9	8	10	12	13	15	10	12	12	11	12	13	12	11	13	13	14	15	14	13	13	16	14	13	16	17	16	16	14	16	17	18	19	19	21	21	22	23	24	27	29	4	4	7	0	7	7	0	1	4	5	13	3	3	30	5	18	9	1	4	1	1	16	2	19	12	20	3	6	4	5	16	27	23	6	24	23	30	8	24	41	1	9	6	41	7	23	38	38	13	8	15	30	38	23	23	17	19	38	62	37	20	35	42	43	32	30	27	23	20	59	45	5	20	56	23	54	54	47	61	43	20	81	68	56	64	35	83	57	45	65	63	69	82	78	64	85	83	82	0	0	0	1	1	1	1	1	2	1	3	2	1	1	2	1	1	2	1	1	1	3	3	1	1	2	1	1	1	1	1	4	1	1	1	1	1	1	1	1	2	1	3	2	2	2	1	3	2	2	1	3	2	1	1	1	2	2	2	2	2	1	2	2	1	1	2	4	5	3	4	4	1	1	5	6	1	3	2	4	2	2	3	3	1	1	2	2	5	2	3	2	2	3	4	2	3	6	3	3	3	1	1	1
17500	-892.490035665967866	-890.981974622139433	-1.508061043828456	0.000580983986966	0.000167993196975	0.289152886729503	0.488814856057240	1	1	2	-1	3	4	1	4	3	4	6	2	3	8	4	5	6	6	6	5	4	7	6	6	7	5	7	6	6	8	8	8	7	8	7	5	7	8	10	9	8	8	8	8	9	10	10	10	10	8	10	9	9	10	10	9	9	10	9	9	9	10	11	11	12	13	11	13	11	12	12	14	12	11	13	15	13	16	14	13	14	15	14	15	16	15	14	17	14	17	17	15	18	19	21	20	22	23	24	27	30	4	4	7	0	7	3	0	1	1	5	6	7	7	5	5	9	8	5	9	10	13	18	8	10	12	5	17	8	36	7	19	20	16	6	19	12	12	13	34	18	37	24	6	36	18	28	33	33	61	19	37	36	36	17	5	1	27	14	17	34	6	16	20	37	54	73	30	40	26	59	34	38	34	57	37	14	19	59	50	57	59	8	51	55	29	37	34	80	77	78	83	39	39	34	88	70	25	95	0	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	4	1	1	1	3	1	2	3	3	1	2	1	1	2	2	1	2	2	1	1	1	2	2	1	3	4	4	1	2	1	1	3	4	4	2	2	1	2	2	3	2	2	2	3	1	3	4	4	3	2	3	3	6	2	2	7	3	2	3	1	1	1	3	4	5	2	4	6	1	1	1	1
18000	-878.340100108692923	-876.829429856895217	-1.510670251797727	0.000608344492530	0.000174855086690	0.287427746674411	0.488813880557819	1	2	2	-1	3	4	1	4	3	5	6	3	4	7	4	6	4	6	6	4	4	7	5	5	5	6	7	5	7	8	8	7	6	8	6	5	7	9	9	5	8	7	8	7	9	8	10	9	10	9	10	9	7	9	10	10	10	10	9	10	9	11	10	12	12	15	12	12	13	11	12	15	11	12	14	13	14	15	15	12	14	13	14	15	17	17	15	18	18	17	19	16	18	18	19	21	22	23	23	26	30	4	1	7	0	3	12	0	5	1	17	25	3	3	40	3	4	12	6	4	7	3	25	5	8	12	12	25	20	10	19	20	23	9	8	15	3	25	8	32	1	40	33	18	18	19	15	24	15	19	35	3	17	8	31	10	23	40	5	31	6	53	31	39	51	22	58	34	61	55	59	58	67	23	58	55	30	33	59	62	22	59	80	43	56	45	72	61	80	45	63	54	55	61	82	51	89	86	61	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	1	1	2	1	2	1	1	2	1	2	1	2	2	2	1	3	4	1	1	4	2	2	3	1	3	1	2	1	1	2	2	3	2	2	2	1	2	2	1	2	2	4	3	2	3	3	1	5	2	4	1	3	3	6	4	4	3	4	2	4	1	2	9	1	1	1
18500	-903.273399789638461	-901.679098001814509	-1.594301787823955	0.000632649264325	0.000153431486430	0.242522192123848	0.435966605531671	1	2	2	0	3	3	2	4	3	4	5	4	4	8	4	3	6	6	6	5	4	6	5	6	7	5	6	5	7	8	8	7	7	8	5	6	6	7	10	9	6	7	8	9	9	8	10	9	9	8	9	7	9	10	9	10	9	10	10	9	10	10	10	11	12	13	12	12	13	11	11	12	11	12	14	14	15	15	13	13	15	14	14	12	17	18	15	18	18	17	17	18	19	20	21	22	23	21	25	26	29	4	4	1	0	3	3	0	7	1	16	6	3	3	19	5	3	23	6	1	10	7	21	1	8	19	6	8	13	13	18	10	8	20	6	8	23	16	13	49	41	5	28	37	38	16	8	32	5	6	20	16	7	23	46	52	1	7	17	52	26	30	34	13	54	49	41	48	35	26	45	50	29	57	34	37	39	63	45	45	40	10	34	39	51	63	37	20	64	60	54	64	53	63	20	54	49	61	54	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	2	1	1	1	1	1	1	3	1	1	3	1	1	2	2	1	2	3	1	1	1	3	2	3	3	3	1	3	3	2	1	1	3	2	3	1	4	1	2	3	1	2	4	2	4	3	1	1	3	1	3	3	3	2	3	2	2	5	2	3	2	3	7	5	5	5	3	3	4	4	7	5	7	9	5	1	1	1
19000	-949.158973487420440	-947.669591670554041	-1.489381816866443	0.000604738772172	0.000182816766702	0.302307004468841	0.503331755447397	1	2	1	0	3	3	2	4	3	4	5	4	4	6	4	6	5	6	5	4	5	8	5	6	7	6	5	6	6	7	7	8	7	7	7	7	7	8	10	5	7	7	7	8	9	9	10	10	9	7	10	8	10	9	9	10	9	9	10	11	8	10	10	12	13	13	12	13	13	12	12	14	12	10	13	13	14	15	14	13	14	16	14	12	16	17	15	17	16	16	15	16	17	17	21	21	19	24	23	24	29	4	4	4	0	1	7	0	1	3	5	1	6	3	15	5	19	8	8	9	5	8	11	5	40	12	12	9	40	20	29	8	7	9	18	1	3	17	27	61	4	3	40	6	6	38	21	41	7	36	20	24	12	30	20	15	33	7	28	54	55	43	36	57	31	55	70	40	57	11	20	57	25	45	33	35	35	33	84	35	32	31	71	20	23	78	47	53	39	72	70	80	77	81	41	79	39	51	90	0	0	0	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	4	2	1	3	3	1	2	1	3	2	1	3	2	1	2	2	5	2	1	3	2	3	2	3	2	3	2	1	1	1	1	1	4	2	1	3	2	5	4	2	4	1	2	2	3	2	2	5	1	3	2	3	5	1	4	3	3	1	2	1	1	1	2	2	5	4	5	1	1	1
19500	-952.938174711578654	-951.303770379247680	-1.634404332330917	0.000762704075570	0.000172389234147	0.226023748487084	0.516275822189783	0	2	1	-1	3	3	1	4	3	3	4	4	4	7	4	5	3	6	3	4	5	6	6	5	6	5	7	5	6	8	5	7	8	5	4	6	7	8	8	8	8	7	7	6	8	9	11	10	8	8	11	10	9	9	10	9	9	9	9	10	10	9	10	11	13	14	12	13	14	11	11	14	12	13	14	13	14	16	15	12	15	15	13	13	17	16	14	18	17	17	19	16	18	19	20	21	22	24	25	26	29	4	1	4	0	7	7	0	3	4	7	9	6	7	44	17	19	3	24	2	2	5	4	24	2	12	19	31	2	35	37	9	20	2	2	9	34	2	28	42	20	11	24	22	9	24	32	58	49	11	35	21	25	39	44	27	1	32	28	16	18	39	17	21	32	45	49	21	67	67	59	59	54	33	71	11	71	33	33	27	41	67	3	59	40	32	41	61	49	40	67	2	87	87	72	83	54	90	93	0	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	2	2	5	3	1	1	1	4	1	2	1	2	1	3	3	3	2	3	4	1	1	1	2	3	2	2	4	1	3	5	4	1	2	7	2	3	5	4	2	6	4	2	11	1	2	2	3	5	3	4	1	1	1
20000	-876.607237375533145	-874.967548838052267	-1.639688537480883	0.000668001392272	0.000149648322785	0.224023968387800	0.488905621841085	1	3	1	0	3	4	1	4	3	2	6	3	3	7	5	5	6	6	5	4	4	6	7	5	7	5	6	6	5	9	8	7	7	7	6	5	8	8	9	7	7	8	8	9	8	9	10	10	9	6	9	9	9	8	10	9	8	11	9	10	8	10	9	11	12	15	12	11	13	11	13	13	11	11	12	13	14	15	12	14	14	17	14	13	16	16	15	18	17	17	18	16	18	18	21	21	21	24	24	27	29	4	1	4	0	7	3	0	4	1	3	16	7	3	36	5	2	8	3	9	10	13	13	18	21	12	12	15	5	13	1	27	5	22	28	20	12	1	22	27	8	8	24	41	12	28	13	56	45	28	20	35	17	29	28	5	7	18	61	15	6	15	32	45	63	31	16	39	62	74	39	35	63	9	8	18	20	46	35	53	61	53	63	60	23	55	66	63	84	57	25	86	54	41	86	59	82	86	89	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	3	1	2	1	1	1	2	4	1	2	1	2	3	1	3	1	3	1	1	2	1	2	2	3	1	4	3	1	1	2	3	2	2	1	1	3	5	2	1	1	1	4	2	4	4	2	4	3	5	2	4	2	3	1	3	3	1	3	2	4	4	1	3	7	2	5	2	3	3	1	1	1
20500	-905.148982691548895	-903.647065402853173	-1.501917288695775	0.000572861259597	0.000168030771200	0.293318440346746	0.550748984032454	1	3	2	-1	3	4	1	2	3	4	5	3	3	8	5	4	4	7	5	5	5	6	4	6	7	6	6	5	6	9	8	6	8	7	6	7	8	9	8	9	7	7	8	6	8	8	10	9	10	9	10	10	9	9	11	9	8	10	8	10	8	10	10	12	10	13	11	12	12	11	11	15	11	12	12	15	15	16	15	12	14	15	14	15	17	17	16	16	17	18	17	16	18	19	20	21	20	23	24	27	29	4	1	7	0	3	12	0	1	1	2	6	3	3	26	16	3	12	26	9	5	13	10	8	16	12	12	8	13	3	35	41	16	36	10	5	12	24	42	41	23	13	7	44	6	15	36	35	20	36	10	35	9	61	10	24	16	23	5	11	34	32	3	20	53	27	27	28	63	37	42	56	61	8	23	26	53	65	71	73	45	68	61	61	40	82	66	70	62	72	61	77	61	85	58	77	83	64	42	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	3	1	3	1	1	1	1	3	2	2	2	2	3	1	3	2	4	2	3	1	2	1	5	3	2	3	4	2	1	2	3	1	6	6	4	3	3	3	3	2	1	1	3	3	2	1	2	3	2	1	4	1	4	1	5	2	5	3	5	1	1	1
21000	-929.612849796825458	-927.997104220941537	-1.615745575883877	0.000648298389482	0.000151308976417	0.233394034093265	0.508065164790864	0	2	2	2	3	2	-1	5	3	4	6	3	4	8	6	5	5	7	5	5	4	8	5	7	7	5	6	6	5	8	8	8	8	6	5	6	8	8	9	9	6	6	7	9	9	10	10	8	8	8	11	10	10	8	8	6	9	10	8	11	9	11	9	12	12	14	12	12	14	10	12	14	13	13	13	14	13	14	15	13	14	16	15	13	17	14	15	18	18	17	18	18	16	19	21	21	22	23	24	26	29	7	1	7	0	4	1	0	4	1	5	1	7	12	11	5	7	12	35	3	5	7	56	4	21	26	9	5	7	13	36	21	56	42	17	10	3	12	26	3	5	9	13	26	13	26	31	38	5	6	24	47	6	21	35	35	3	16	3	27	49	35	37	36	37	23	22	27	52	16	27	35	26	61	67	25	44	47	52	53	53	68	66	45	61	84	29	67	49	52	69	64	87	63	66	85	20	66	90	0	0	0	1	1	1	1	1	1	1	2	2	1	3	1	1	1	1	4	1	1	1	1	2	1	1	2	1	1	1	4	1	1	2	1	1	1	1	2	3	2	3	2	2	1	1	3	2	1	1	2	3	1	1	4	4	2	1	2	4	3	1	2	3	2	2	2	3	3	3	1	4	2	3	4	3	1	3	3	1	2	2	2	1	1	3	4	1	4	2	6	5	1	3	2	2	3	4	8	4	4	1	1	1
21500	-947.808616374276653	-946.229570783286704	-1.579045590989969	0.000730902107405	0.000182362552074	0.249503387973579	0.498982256952248	1	1	2	0	3	3	1	3	3	5	5	3	3	6	5	4	5	5	6	4	4	7	6	6	6	5	4	5	4	8	7	8	7	6	7	6	8	8	10	9	8	7	7	8	9	9	10	9	10	7	11	10	9	10	10	10	8	11	9	11	10	10	8	10	13	14	12	10	13	11	12	15	13	13	13	13	15	15	14	13	15	15	14	15	14	17	14	15	17	17	19	17	18	19	20	22	20	24	24	27	29	4	4	7	0	7	7	0	4	1	16	6	7	7	6	5	9	8	29	9	5	5	28	7	27	3	12	9	6	9	19	8	23	17	4	19	18	43	7	38	13	17	19	29	29	27	27	59	57	12	15	10	46	43	50	4	48	1	35	25	26	53	34	19	19	64	62	51	29	25	59	68	45	30	22	52	59	59	8	38	38	71	69	53	58	50	69	59	39	45	64	87	76	49	81	79	35	92	97	0	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	4	1	1	1	3	1	4	1	1	2	3	3	2	1	1	3	1	4	1	1	2	7	1	2	2	2	2	1	2	1	2	2	2	1	3	5	2	1	3	3	4	2	2	4	7	3	2	2	1	2	3	5	2	2	3	4	4	3	2	3	2	4	7	2	2	1	1	1
22000	-918.924475391789997	-917.433959295582895	-1.490516096207119	0.000688517712161	0.000207563788261	0.301464703950285	0.442271373507742	1	3	2	2	4	4	0	4	3	4	6	3	4	7	5	5	5	7	5	4	5	7	7	6	6	5	6	6	6	8	7	7	7	7	7	6	5	8	8	8	6	8	7	9	9	9	10	8	8	8	9	9	8	8	11	9	10	10	8	10	9	11	9	12	13	14	12	13	13	12	12	13	13	13	12	14	14	15	13	13	14	16	15	14	16	18	14	17	17	16	17	17	19	19	21	20	21	23	24	26	28	7	4	7	0	3	1	0	4	1	3	5	7	12	21	8	7	20	6	9	7	8	20	13	19	20	20	13	13	8	23	1	16	16	6	29	20	12	8	43	3	10	16	4	49	14	21	32	24	18	8	40	6	43	13	38	31	21	28	31	12	43	52	50	32	50	22	26	35	11	10	20	60	54	64	43	68	71	47	47	48	50	8	57	54	71	32	65	66	55	33	71	87	68	40	88	62	53	47	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	3	1	1	2	1	1	1	2	1	2	1	1	2	1	1	3	2	2	1	2	1	3	1	2	1	1	3	2	1	3	1	1	1	3	2	3	4	2	4	5	3	2	3	1	3	1	2	4	2	3	2	6	3	2	2	5	1	2	3	6	3	1	3	5	2	4	6	7	1	1	1
22500	-997.611465485955250	-996.102822066671251	-1.508643419284010	0.000686001282886	0.000198093586400	0.288765620913259	0.443973643420579	1	3	2	0	3	4	1	3	2	4	6	3	4	7	6	5	6	6	5	4	4	7	6	7	6	5	7	6	6	9	9	7	8	6	5	6	6	8	10	8	7	6	8	8	9	10	9	10	10	5	10	7	9	8	10	8	10	9	9	9	9	10	10	12	12	14	11	13	13	11	12	15	12	13	14	14	15	16	14	11	14	14	14	14	16	15	16	17	16	16	18	14	19	19	20	20	21	21	25	25	29	4	1	7	0	3	3	0	3	4	3	5	7	7	25	5	4	20	6	9	7	7	42	12	50	20	20	42	19	21	50	44	20	13	1	5	35	3	16	34	42	21	3	6	16	37	19	1	10	37	8	24	16	29	9	10	23	44	42	10	13	7	30	32	42	40	56	53	42	30	53	31	57	51	73	33	62	75	20	63	22	42	24	59	80	42	32	57	28	57	57	46	63	55	48	64	33	66	76	0	0	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	2	2	2	1	2	1	1	1	1	1	2	2	1	1	3	2	1	1	1	1	2	1	3	2	2	2	2	2	4	3	2	1	2	1	2	3	4	1	1	2	2	3	4	1	2	4	2	3	1	4	3	1	1	2	1	1	3	1	1	7	2	1	3	4	3	1	2	5	4	4	2	2	3	2	3	5	4	6	4	3	1	1	1
