step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29
5000	-201.754026751051782	-208.609514702011154	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.415486434880895	0	1	2	4	6	11	10	10	13	15	19	20	22	22	23	25	25	28	28	30	35	33	35	34	38	43	46	45	47	0	1	2	2	2	8	0	4	6	8	10	10	11	10	12	13	10	0	16	19	13	19	19	19	23	23	25	23	25	1	1	1	1	2	1	1	3	1	3	2	3	2	3	2	2	5	1	2	1	5	3	3	3	2	3	3	7	3
5500	-197.586419849566369	-204.441907800525740	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.406924068138466	-1	0	3	4	5	10	10	11	14	14	17	20	20	19	24	25	28	27	29	28	34	33	33	34	39	43	44	44	48	0	1	2	2	3	4	0	4	6	6	10	10	10	11	12	13	12	0	13	16	19	16	19	22	21	25	26	19	27	1	1	1	2	1	4	1	4	2	2	1	2	3	1	2	2	3	1	4	2	2	4	2	1	2	1	1	7	2
6000	-190.032682217818632	-196.888170168778004	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.371736553995601	0	1	3	4	4	10	8	11	14	14	18	20	21	22	22	24	27	26	27	30	35	33	33	36	39	42	45	46	48	0	1	2	2	2	4	0	4	6	6	10	10	12	12	12	13	11	0	16	19	23	16	19	19	21	25	26	23	25	1	1	1	2	1	4	1	3	3	2	1	3	1	1	1	1	5	1	2	2	1	3	2	3	2	2	1	6	3
6500	-178.867283175770211	-185.722771126729583	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.412692912882774	0	1	3	3	4	9	12	11	14	14	18	20	22	22	21	26	26	28	28	30	35	33	33	34	39	42	45	46	47	0	1	2	2	2	4	0	6	6	6	10	11	11	11	12	13	11	0	16	16	23	16	16	16	21	25	26	23	27	1	1	1	1	2	2	1	2	3	2	2	1	2	2	1	2	4	1	1	2	1	3	3	4	2	1	2	7	1
7000	-208.170283838480032	-215.025771789439403	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509000573133888	0	1	3	4	5	10	10	12	14	14	18	20	22	22	22	24	27	28	27	28	35	33	34	34	39	42	46	46	48	0	1	2	2	2	4	0	4	6	8	10	10	10	11	10	13	10	0	16	19	22	17	19	19	23	25	25	23	27	1	1	1	1	2	4	1	4	2	1	2	4	4	1	3	1	5	1	3	1	1	3	4	3	2	1	4	6	2
7500	-193.815139865414949	-200.670627816374321	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540464896151232	-1	1	2	3	6	11	11	10	15	15	19	21	19	22	23	26	27	28	28	30	35	34	35	33	39	42	45	45	49	0	1	2	2	3	8	0	4	6	8	10	11	10	11	12	13	11	0	16	16	22	19	13	19	21	25	26	23	26	1	1	1	1	2	1	1	2	2	2	2	2	2	1	1	3	3	1	1	3	1	3	7	3	3	2	2	4	4
8000	-201.056740258248851	-207.912228209208223	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.436012074076154	0	2	3	4	4	9	12	12	14	15	17	18	22	22	22	25	25	29	28	30	35	34	34	32	38	42	44	45	48	0	1	2	2	2	4	0	2	6	6	10	10	10	12	12	13	13	0	13	19	23	24	16	19	21	23	26	23	26	1	1	1	1	1	3	1	5	3	3	1	2	5	2	3	2	1	1	3	1	1	2	4	2	2	4	2	5	3
8500	-198.251697460547120	-205.107185411506492	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.452082390296624	-1	1	3	2	5	10	12	11	13	14	15	20	22	21	23	26	28	27	29	29	34	33	32	36	39	41	45	45	47	0	1	2	2	2	4	0	4	8	8	10	10	10	10	14	13	11	0	13	16	23	19	13	22	21	25	25	23	27	1	1	1	1	2	3	1	5	1	1	1	4	3	4	1	2	7	1	2	2	1	2	4	1	2	1	3	7	1
9000	-190.479481076054668	-197.334969027014040	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492247069680845	-1	1	2	4	5	10	11	12	14	14	18	20	21	21	24	25	28	28	28	29	32	33	34	35	36	40	45	45	48	0	1	2	3	2	4	0	6	6	6	10	10	10	11	12	12	11	0	16	19	13	19	21	22	23	25	26	21	27	1	1	1	1	2	3	1	1	1	2	2	4	3	3	2	2	4	1	2	1	4	2	1	2	1	2	2	6	2
9500	-186.063366656558770	-192.918854607518142	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.448996748144707	0	1	2	4	5	10	10	11	14	13	18	20	22	22	23	26	27	29	28	28	34	33	34	35	38	42	45	45	46	0	1	2	2	3	4	0	4	6	6	10	10	11	11	12	13	14	0	16	13	16	16	19	22	21	25	26	23	27	1	1	1	2	2	3	1	4	2	2	2	3	3	2	2	2	2	1	1	3	3	3	3	2	2	2	2	5	1
10000	-176.741284482823318	-183.596772433782689	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553568535386729	0	1	3	3	6	10	12	12	14	14	18	20	21	22	23	26	27	28	28	30	34	33	34	35	38	41	45	46	48	0	1	2	2	3	4	0	6	6	6	10	11	11	12	12	13	15	0	16	19	19	19	22	22	21	21	26	21	27	1	1	1	1	1	3	1	1	2	2	2	1	2	1	2	2	2	1	1	1	3	2	1	1	2	3	2	6	1
10500	-177.873447762238499	-184.728935713197870	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.528210260604641	0	1	2	3	6	11	11	12	14	13	19	21	21	21	23	26	27	27	28	29	34	33	33	35	38	42	45	45	49	0	1	2	2	2	4	0	4	8	6	10	11	11	11	12	13	11	0	16	16	23	19	16	22	22	25	26	25	27	1	1	1	1	2	3	1	5	1	2	2	1	1	1	1	3	4	1	2	1	1	2	3	1	2	2	2	3	2
11000	-186.255970292274299	-193.111458243233670	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613822824862666	0	1	3	3	3	11	11	12	14	14	19	19	21	20	23	25	27	28	28	29	35	33	34	36	39	41	44	44	49	0	1	2	2	2	4	0	4	6	8	10	10	11	10	11	13	11	0	16	13	23	20	20	22	21	25	26	25	27	1	1	1	1	1	4	1	5	1	1	2	2	1	2	1	2	3	1	2	4	1	2	3	1	2	1	2	2	2
11500	-195.744951800518891	-202.600439751478262	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.456698627155865	-2	1	2	4	5	11	11	10	13	14	19	21	21	21	23	24	26	29	29	29	34	32	34	36	39	42	44	46	47	0	1	2	2	3	2	0	4	6	6	10	11	11	11	11	13	10	0	16	16	19	19	22	22	21	25	26	25	27	1	2	1	1	2	4	1	3	1	1	2	1	1	1	2	2	7	1	2	4	2	2	1	2	3	1	1	5	2
12000	-200.472671439705948	-207.328159390665320	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.501100004432612	0	1	3	4	5	9	11	11	14	14	18	21	22	20	24	25	27	28	28	28	35	33	33	34	38	43	45	44	48	0	1	2	2	4	4	0	4	6	6	10	11	11	11	12	13	11	0	16	13	22	20	19	19	21	25	21	23	26	1	1	1	1	1	3	1	3	3	3	1	1	2	1	2	1	4	1	1	2	2	3	3	2	1	2	4	5	2
12500	-192.644641365676051	-199.500129316635423	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.456442085428203	-2	0	2	3	5	10	11	12	14	14	19	18	21	21	23	23	28	28	28	30	34	33	34	35	38	43	46	45	48	0	1	2	2	4	4	0	4	6	8	10	10	10	12	13	13	11	0	16	19	19	19	19	19	23	25	26	25	27	1	1	1	2	1	4	1	4	2	1	2	2	4	2	1	1	4	1	2	1	3	2	3	4	3	2	2	5	1
13000	-194.663827065325194	-201.519315016284565	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.419071570585108	0	2	2	3	5	11	10	11	15	15	18	20	22	20	23	26	27	29	28	29	35	34	34	35	39	42	45	44	49	0	1	1	2	3	4	0	4	6	6	10	10	14	11	11	13	11	0	16	19	23	19	16	13	21	25	25	23	26	1	1	1	1	1	4	1	4	2	3	1	3	2	1	3	2	4	1	1	1	1	3	4	6	2	2	3	4	3
13500	-193.554434076402657	-200.409922027362029	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.465714409996155	0	2	3	4	4	11	8	8	13	14	18	20	22	21	22	26	27	29	28	29	34	32	32	35	38	42	43	45	48	0	1	2	2	2	8	0	4	6	6	10	10	12	10	12	13	11	0	16	16	22	13	16	16	21	25	25	24	27	1	1	1	1	1	1	1	2	2	2	2	2	1	3	1	2	5	1	1	2	1	5	3	4	2	2	3	6	2
14000	-184.998464252409633	-191.853952203369005	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529381047420283	0	1	3	3	5	10	11	11	14	15	19	20	21	21	22	25	27	27	28	29	34	33	34	36	39	40	44	45	48	0	1	2	2	2	4	0	4	8	8	10	11	11	11	12	13	11	0	13	19	19	16	19	22	21	25	26	23	25	1	1	1	1	1	3	1	4	1	2	2	1	1	1	1	2	3	1	3	1	3	4	3	2	2	1	3	5	2
14500	-192.966552907937455	-199.822040858896827	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.488525631429198	0	1	3	3	6	9	9	11	12	13	18	20	22	22	22	25	26	28	28	29	35	33	35	33	39	42	46	44	48	0	1	2	2	4	4	0	4	6	8	10	10	12	11	12	13	11	0	16	13	22	13	22	16	21	25	26	23	27	1	1	1	1	2	4	1	5	1	2	2	3	1	1	1	2	3	1	2	3	1	4	1	4	2	2	2	4	1
15000	-183.057646342146342	-189.913134293105713	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582471498646102	0	1	2	3	6	10	11	11	13	14	19	20	20	21	24	25	27	28	27	29	34	32	33	35	38	42	45	44	49	0	1	2	2	2	4	0	6	6	6	10	11	10	11	12	13	13	0	16	19	22	20	16	19	21	25	26	25	27	1	1	1	1	2	3	1	1	2	3	2	1	3	1	2	3	4	1	1	1	1	2	3	4	2	2	1	2	2
15500	-187.322620068321072	-194.178108019280444	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.490002858497724	0	2	3	3	6	10	11	12	14	14	17	20	22	21	22	25	26	29	28	29	35	33	34	34	39	41	44	46	49	0	1	2	2	2	5	0	4	6	8	10	10	11	11	11	13	11	0	16	13	23	20	16	22	21	25	26	23	27	1	1	1	1	2	1	1	4	2	1	2	2	3	2	2	2	4	1	1	4	1	2	5	1	2	1	2	7	3
16000	-187.764779991365970	-194.620267942325341	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621114442894230	0	1	3	3	5	10	8	11	14	15	18	20	21	20	23	25	25	28	28	30	34	34	32	35	38	42	44	45	48	0	1	2	2	3	4	0	6	6	9	10	11	10	11	12	13	13	0	16	19	23	20	16	22	21	25	26	23	27	1	1	1	1	1	4	1	1	3	1	1	1	3	2	2	2	2	1	1	1	2	2	3	1	2	2	1	6	2
16500	-191.635666865742252	-198.491154816701624	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.428361502378308	-2	1	3	3	6	11	11	8	15	15	18	20	20	20	24	25	27	29	29	30	34	33	35	35	39	42	45	43	49	0	1	2	2	2	8	0	4	6	6	10	11	11	11	12	13	11	0	16	19	20	19	16	22	23	25	26	23	27	1	1	1	1	3	1	1	3	2	2	3	2	1	1	2	3	5	1	2	1	2	2	5	1	2	2	1	4	2
17000	-206.647444087401198	-213.502932038360569	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.476105324701371	-1	1	3	3	6	11	9	10	15	14	17	19	21	21	23	24	24	28	29	29	35	32	34	35	39	43	45	44	48	0	1	2	2	4	8	0	4	6	8	10	10	11	12	12	13	12	0	16	16	19	20	22	22	21	25	25	23	25	1	1	1	1	1	1	1	3	2	2	2	2	4	1	2	2	3	1	3	3	2	2	1	2	2	3	3	6	3
17500	-194.952540556204752	-201.808028507164124	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.376048511860978	0	1	2	3	5	11	11	10	14	15	17	21	21	20	24	25	27	29	28	29	35	33	33	35	38	42	45	44	48	0	1	2	2	2	4	0	4	8	6	10	10	11	11	12	13	11	0	16	19	23	16	19	13	21	23	25	23	27	1	1	1	1	2	4	1	3	2	3	1	3	2	2	2	2	4	1	1	1	1	4	3	6	2	4	3	7	1
18000	-188.728609118192850	-195.584097069152222	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.435455314727259	0	1	2	3	4	10	10	10	15	14	19	21	22	21	23	25	28	27	29	28	33	32	34	35	38	43	45	46	47	0	1	2	2	2	4	0	4	6	6	10	11	11	11	12	13	11	0	16	16	22	19	16	19	21	25	26	23	25	1	1	1	1	2	5	1	3	2	3	2	1	1	1	1	2	4	1	2	1	1	2	4	5	2	3	1	6	4
18500	-185.558757350673005	-192.414245301632377	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532392555915604	-1	1	3	3	6	10	12	11	14	15	17	20	21	21	22	25	27	28	28	29	34	34	33	35	39	42	46	46	47	0	1	2	2	2	4	0	6	6	6	10	10	10	12	12	13	10	0	16	16	23	19	19	19	21	25	26	23	26	1	1	1	1	3	4	1	1	3	2	1	3	3	1	1	2	5	1	1	2	1	3	2	3	3	1	2	6	3
19000	-182.141101015244914	-188.996588966204285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.426200907231101	0	1	2	3	5	10	11	11	13	14	18	20	22	21	24	26	27	28	28	29	35	33	32	34	37	41	44	43	48	0	1	2	2	2	4	0	4	6	6	10	11	11	11	12	13	11	0	13	19	23	20	16	22	21	25	26	23	26	1	1	1	1	2	5	1	4	1	2	3	1	2	2	2	2	6	1	4	1	1	2	3	1	1	2	2	4	3
19500	-190.552431356233370	-197.407919307192742	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.476736439570793	0	1	3	3	3	10	10	11	15	14	18	20	21	21	23	24	25	28	27	29	34	33	35	36	38	42	45	45	48	0	1	2	2	2	4	0	4	6	6	10	11	11	10	10	13	14	0	16	16	16	20	22	22	23	21	26	21	27	1	1	1	1	2	4	1	4	3	2	2	1	2	3	4	1	2	1	1	3	5	2	1	1	2	4	2	5	2
20000	-194.861359708726269	-201.716847659685641	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.485189066402483	0	1	2	3	4	11	12	10	15	15	19	18	22	21	23	25	26	29	28	28	34	32	34	33	39	42	46	46	47	0	1	2	2	2	4	0	4	6	8	10	10	10	10	12	13	15	0	16	13	22	20	22	22	21	25	25	25	26	1	1	1	1	2	4	1	4	2	2	2	2	4	3	3	1	2	1	1	2	1	2	1	1	3	1	3	4	2
20500	-199.577094713266831	-206.432582664226203	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561167492050206	-1	1	3	3	4	10	12	11	14	15	17	19	22	22	23	26	26	27	29	29	32	34	35	35	39	42	46	43	49	0	1	2	2	2	4	0	6	6	6	10	10	10	12	12	13	10	0	16	16	16	16	19	22	23	25	25	23	27	1	1	1	1	2	4	1	1	1	2	1	2	3	2	2	2	6	1	1	2	3	4	2	1	3	1	3	4	1
21000	-198.044317959836008	-204.899805910795379	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.487109316657606	-1	1	3	3	6	10	11	9	15	15	19	21	22	20	23	26	26	29	28	29	35	33	34	34	37	42	46	44	49	0	1	2	2	2	8	0	4	6	6	10	11	11	10	12	13	11	0	13	13	16	19	20	22	21	25	26	19	27	1	1	1	1	2	1	1	2	2	2	2	1	2	2	1	2	3	1	3	4	4	2	1	1	2	3	2	8	1
21500	-182.858442650146486	-189.713930601105858	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508837991907954	-1	1	3	4	5	11	11	9	15	14	17	21	22	22	23	25	27	27	28	30	34	33	35	35	39	43	45	43	49	0	1	2	2	2	8	0	4	6	4	10	10	12	12	12	13	11	0	13	19	19	16	16	22	23	25	26	23	27	1	1	1	2	2	1	1	3	2	4	1	3	1	1	2	2	4	1	3	1	3	4	5	1	2	2	1	4	2
22000	-185.353643153775380	-192.209131104734752	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443880833353437	0	1	3	3	5	11	11	10	14	14	18	21	20	22	23	25	28	27	28	29	35	33	33	34	38	42	46	44	48	0	1	2	2	3	8	0	4	6	8	10	11	11	12	10	13	14	0	16	16	23	19	19	19	21	25	26	25	27	1	1	2	1	2	1	1	5	1	2	2	2	1	1	5	3	3	1	2	2	1	2	2	3	2	3	2	2	1
22500	-186.368284614662684	-193.223772565622056	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.411486471081404	-1	1	3	4	6	11	8	10	14	14	18	20	20	21	23	25	26	27	29	30	35	34	34	36	38	43	45	46	47	0	1	2	2	2	8	0	5	6	8	10	10	11	12	12	13	11	0	16	16	22	13	19	19	21	25	26	22	27	1	1	1	1	2	1	1	2	2	2	2	3	1	1	1	2	5	1	2	2	1	7	2	4	2	2	1	5	1
23000	-190.940861294653530	-197.796349245612902	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.462739152947027	-1	0	3	3	4	11	9	9	14	14	19	20	20	21	22	26	27	29	29	30	34	33	32	35	39	42	44	46	48	0	1	2	2	2	8	0	3	6	8	10	10	11	11	12	13	11	0	17	16	23	20	16	19	21	25	25	25	27	1	1	1	2	2	1	1	4	2	3	3	3	1	1	1	3	4	1	1	2	1	2	2	3	3	1	3	4	2
23500	-200.446153229262592	-207.301641180221964	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.426754268940929	0	1	3	3	6	11	12	10	14	15	19	21	22	21	22	26	27	28	29	28	34	34	34	36	37	41	43	43	48	0	1	2	2	3	8	0	5	6	6	10	10	10	10	14	13	11	0	16	13	16	19	16	22	23	25	26	23	27	1	1	2	1	2	1	1	2	2	2	2	3	5	4	1	2	4	1	2	4	4	2	4	2	1	2	1	5	3
24000	-182.101160150079835	-188.956648101039207	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.502449090966480	1	2	3	3	5	11	12	10	14	14	18	20	22	19	23	24	28	29	28	30	33	34	35	35	38	41	45	45	47	0	1	2	2	2	8	0	4	6	8	10	10	11	11	12	13	11	0	16	19	13	16	21	22	23	25	26	21	27	1	1	1	1	1	1	1	4	2	2	2	2	3	1	2	1	4	1	2	1	4	4	1	1	2	2	2	6	1
24500	-200.785548876717854	-207.641036827677226	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.364651732471577	0	2	3	4	4	11	11	10	13	15	17	20	20	22	22	25	27	28	27	30	34	33	34	35	38	42	45	46	48	0	1	2	2	2	8	0	4	6	6	10	11	10	12	12	13	10	0	13	13	16	20	20	20	23	21	21	26	27	1	1	1	2	1	1	1	2	1	3	1	1	2	2	1	3	4	1	4	5	5	2	2	3	2	4	4	2	1
25000	-185.694762461704812	-192.550250412664184	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545344882447102	0	2	1	4	5	11	11	8	13	15	18	20	21	21	22	23	24	29	28	28	35	32	33	35	38	42	45	45	48	0	3	1	2	2	8	0	4	6	6	10	10	11	11	12	13	11	0	13	13	23	19	20	22	21	25	26	23	27	1	1	1	1	2	2	1	2	1	1	2	2	2	1	1	1	3	1	3	3	1	2	4	1	1	2	2	6	2
25500	-199.868503205534097	-206.723991156493469	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.424326642880538	0	2	1	3	5	9	8	11	15	14	19	20	21	22	23	26	28	27	28	29	34	33	34	34	37	42	46	44	45	0	3	1	2	2	4	0	4	6	6	10	11	10	11	12	11	11	0	16	13	22	16	20	20	21	25	26	23	26	1	1	1	1	1	3	1	3	3	3	2	1	4	1	2	3	5	1	1	5	1	4	2	2	2	2	3	6	1
26000	-189.109132916621178	-195.964620867580550	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.539136760748319	-3	2	1	3	6	11	11	11	13	14	18	19	20	21	23	26	28	27	29	28	35	33	34	35	38	43	44	46	48	0	3	1	3	2	4	0	4	6	6	10	10	12	12	12	13	11	0	16	16	23	19	16	19	21	25	25	23	27	1	1	2	1	2	3	1	4	1	2	2	3	1	2	3	3	5	1	2	1	1	2	5	3	2	3	3	5	2
26500	-199.269496632145234	-206.124984583104606	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.420279906766678	-2	1	3	4	6	11	11	10	14	15	18	20	21	21	24	26	26	28	28	30	35	33	34	36	37	43	46	46	47	0	1	2	2	2	8	0	4	6	8	10	10	11	10	12	13	12	0	13	16	23	16	19	16	22	21	26	23	21	1	1	1	2	2	1	1	4	2	2	2	3	2	3	2	2	3	1	4	1	1	3	3	5	2	3	2	5	8
