step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56
5000	-350.021677406562162	-347.950415263552827	-2.071262143009307	0.000015599401309	0.000039438026874	2.528175671097494	0.652990282833554	-1	4	3	6	7	9	9	8	9	8	8	8	12	11	9	10	9	12	10	12	13	11	12	12	13	12	13	13	13	14	13	16	15	15	18	17	19	21	19	21	24	18	22	22	21	24	24	25	24	25	25	25	28	26	29	28	0	1	1	2	4	4	0	2	5	4	2	2	7	7	0	4	0	8	11	12	15	16	8	8	19	0	11	24	16	24	19	29	30	24	33	34	0	33	33	36	35	33	38	38	39	0	43	43	45	38	0	41	38	41	52	54	1	3	2	1	1	2	1	2	1	2	2	2	1	1	1	3	1	2	1	1	2	1	2	2	2	1	2	1	2	1	1	2	1	2	2	1	1	3	1	2	2	1	1	1	1	1	1	2	2	2	1	1	3	1	2	1
5500	-369.970122989903189	-368.339523758800453	-1.630599231102754	0.000016542895896	0.000023608793182	1.427125778338069	0.634373502796675	0	4	4	5	7	10	7	8	10	9	9	7	13	11	9	9	10	12	11	10	13	13	10	12	12	12	15	13	13	14	13	17	16	16	18	18	19	21	20	21	22	22	22	21	23	24	25	24	24	25	25	26	29	27	30	28	0	1	1	2	4	5	0	2	16	12	5	4	7	7	0	12	0	8	11	12	15	16	8	8	11	0	11	18	16	24	11	29	30	30	33	34	0	33	35	36	35	38	34	34	39	0	48	43	45	35	0	42	38	38	52	54	1	2	2	1	1	1	1	2	1	1	2	1	2	2	1	1	1	3	2	2	2	1	2	2	1	1	3	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	3	3	1	1	1	1	1	3	1	2	5	4	2	1
6000	-326.479100672591869	-325.103027978263185	-1.376072694328659	0.000029172161952	0.000020675528260	0.708741720754747	0.572550913092748	0	5	2	7	7	9	8	7	9	8	8	7	13	10	9	10	10	13	11	11	13	12	12	12	12	12	13	14	13	16	13	17	15	15	17	18	19	22	19	20	23	21	21	22	22	24	24	25	24	25	24	26	29	27	28	29	0	1	1	2	2	4	0	2	5	2	2	2	7	7	0	5	0	8	11	12	15	16	8	8	19	0	19	24	16	33	25	29	24	24	33	34	0	35	35	35	35	35	35	30	39	0	43	43	45	38	0	42	41	41	52	54	1	3	1	1	1	1	1	1	1	2	1	1	3	1	1	2	1	2	2	2	2	1	3	3	1	1	1	1	2	1	1	3	1	1	2	2	1	2	2	1	3	3	2	3	2	1	2	2	1	2	1	2	4	2	1	1
6500	-325.062812673980602	-323.667230816813003	-1.395581857167589	0.000056753683191	0.000023258856312	0.409821090083461	0.744678890198367	-2	4	4	6	8	8	7	9	10	6	10	10	12	10	9	9	10	12	9	11	13	12	12	11	11	12	14	13	14	14	13	17	16	15	18	18	20	21	20	20	22	22	21	23	23	23	25	23	23	24	25	26	26	28	29	29	0	1	1	2	4	4	0	2	8	2	5	5	7	7	0	2	0	8	2	4	15	16	8	8	19	0	11	24	22	8	25	29	24	30	33	34	0	33	35	36	39	36	36	34	39	0	43	38	39	42	0	38	38	53	52	53	1	3	3	1	1	1	1	3	1	1	1	1	2	1	1	2	1	1	3	2	2	2	1	1	1	1	2	1	1	2	1	2	2	1	2	2	1	2	1	1	1	2	2	3	1	1	2	1	1	1	1	2	2	1	2	1
7000	-341.294219286541534	-339.661289911992753	-1.632929374548800	0.000135827417702	0.000030776942124	0.226588583104193	0.653067113705420	-1	5	4	6	7	8	8	8	11	9	9	8	13	10	9	9	11	10	10	11	13	12	13	13	13	12	15	13	13	16	13	16	16	15	17	18	20	20	20	20	23	22	22	21	22	24	24	23	24	24	24	26	26	28	29	27	0	1	1	1	4	5	0	2	16	5	2	5	7	7	0	5	0	5	11	12	14	16	18	8	4	0	19	18	22	23	19	29	25	24	33	34	0	24	33	36	24	35	33	30	39	0	48	43	45	33	0	42	39	56	52	53	1	2	2	3	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	2	1	2	2	4	1	2	2	1	1	2	2	2	1	1	2	1	4	2	1	3	2	3	2	1	1	1	1	1	4	1	2	2	1	2	1
7500	-367.220562536419948	-365.512901334256526	-1.707661202163407	0.000095961284572	0.000019305074361	0.201175655859345	0.492251733759869	-1	5	4	7	7	10	7	8	9	8	9	9	12	9	10	9	11	13	11	12	13	11	12	12	12	12	12	13	13	16	12	16	14	16	18	16	20	20	20	22	23	20	21	21	23	24	24	25	23	26	24	25	25	29	29	27	0	1	1	3	1	8	0	4	5	5	4	5	7	7	0	4	0	5	11	5	15	16	5	8	5	0	2	24	5	28	5	22	12	33	33	28	0	18	33	38	39	35	39	36	38	0	38	43	35	41	0	35	41	56	52	38	1	4	2	2	3	1	1	1	1	1	1	1	2	1	1	1	1	3	2	2	2	1	2	2	4	1	3	1	4	1	1	3	3	1	2	2	1	4	3	2	2	1	1	2	2	1	2	2	2	1	1	2	1	1	2	3
8000	-366.353569838567068	-364.722134093348473	-1.631435745218598	0.000125800188902	0.000028577220600	0.227163574626324	0.536132189060124	-1	2	2	4	8	10	8	9	10	8	9	10	11	10	9	9	10	12	10	12	12	13	12	12	12	12	13	14	14	15	11	15	16	15	18	18	19	22	20	19	23	22	20	23	22	23	24	23	22	26	25	27	27	29	30	27	0	1	1	2	1	10	0	4	16	4	2	4	7	7	0	5	0	11	5	5	15	16	8	11	31	0	12	11	11	24	5	22	30	24	12	34	0	39	36	34	11	39	36	39	28	0	43	43	36	38	0	41	38	56	52	33	1	2	2	1	4	1	1	3	1	2	4	3	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	3	3	2	1	1	1	2	5	2	1	1	1	2	6	1	1	1	3	1	3	2	2	2	1	3	3	1	2	4
8500	-350.535518954479357	-349.153254637977625	-1.382264316501732	0.000107741488619	0.000047391270611	0.439860922832853	0.596173727897434	-2	5	2	4	7	6	8	8	10	7	9	8	13	10	9	8	11	12	11	10	11	12	12	12	12	12	15	12	13	15	11	17	16	14	18	16	19	21	20	20	23	21	21	22	21	24	23	24	23	25	24	26	29	29	27	28	0	4	1	1	2	2	0	6	16	2	6	6	7	7	0	5	0	8	6	8	15	16	8	8	19	0	31	8	22	24	11	29	34	18	33	28	0	33	30	35	33	33	39	34	33	0	43	43	38	44	0	42	41	38	35	41	1	1	1	3	2	1	1	2	1	1	2	1	2	1	1	1	1	2	2	1	1	2	2	2	1	1	2	2	1	2	1	2	1	1	1	2	1	2	2	1	2	3	1	4	2	1	1	2	2	2	1	3	4	4	5	2
9000	-367.442470920688550	-366.061682056071106	-1.380788864617426	0.000127333813022	0.000056519310448	0.443867258086434	0.638284342596829	0	5	2	4	7	9	8	9	11	9	9	9	12	10	9	8	10	12	9	11	12	12	13	11	11	12	13	14	14	16	13	16	14	14	15	18	19	21	18	22	23	22	20	21	21	24	25	24	22	25	25	26	28	27	30	27	0	1	1	1	2	5	0	5	16	5	16	5	7	7	0	4	0	8	5	4	15	9	8	2	19	0	20	6	22	24	19	29	18	24	23	33	0	20	35	36	49	45	35	34	35	0	43	49	39	49	0	35	52	41	54	36	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	1	2	2	1	1	1	4	1	2	2	1	1	2	1	2	1	6	2	2	1	1	3	4	2	1	2	1	3	2	1	5	1	2	1	4
9500	-340.085711624619876	-338.542282510151153	-1.543429114468715	0.000103246770153	0.000027639083682	0.267699257237541	0.582469063531287	0	4	2	6	7	6	9	8	10	8	8	8	12	11	8	9	10	12	10	12	12	11	12	13	12	13	15	14	13	15	14	17	16	16	17	17	20	21	20	21	23	21	21	22	22	24	25	24	23	26	25	26	27	28	30	28	0	1	1	2	4	1	0	6	5	2	2	6	7	15	0	5	0	11	11	12	15	16	8	23	19	0	19	8	9	28	25	29	9	18	30	30	0	30	33	34	28	33	36	38	38	0	30	43	45	47	0	33	47	41	38	41	1	2	1	1	1	3	1	1	2	2	2	1	1	3	1	1	1	2	1	2	2	1	2	1	1	1	2	3	2	1	1	1	2	3	1	1	1	3	2	2	4	2	2	1	1	1	5	2	1	1	1	4	1	2	5	2
10000	-349.754238737874630	-348.318744158285256	-1.435494579589401	0.000099940372325	0.000035129503531	0.351504629344716	0.541022966104569	-1	4	3	6	6	8	8	9	10	8	9	8	12	10	10	8	7	11	10	10	12	12	12	13	13	12	11	11	14	16	12	16	15	15	17	18	19	20	20	21	22	21	21	23	21	23	24	25	23	25	25	26	27	27	29	29	0	1	1	1	3	5	0	4	16	2	4	5	7	7	0	4	0	8	2	12	7	16	18	8	8	0	4	8	22	24	11	22	28	24	33	34	0	35	36	36	35	39	36	36	30	0	43	38	38	38	0	33	41	36	36	54	1	3	2	3	1	1	1	2	1	2	1	1	2	1	1	1	1	1	3	1	2	2	1	2	1	1	2	1	1	1	1	2	2	1	1	2	1	2	1	1	2	1	3	3	2	1	2	2	2	2	1	6	2	4	6	1
10500	-378.302487509857372	-376.792168432309779	-1.510319077547612	0.000123118326124	0.000035416027527	0.287658455425609	0.453728539083526	-3	4	4	7	6	8	8	8	11	8	10	9	10	10	9	8	11	13	10	11	12	13	13	12	12	12	14	13	14	14	13	16	15	15	18	18	19	19	20	21	23	21	20	22	22	24	24	22	22	25	24	25	29	29	29	27	0	1	1	5	2	4	0	5	12	4	2	2	7	7	0	5	0	6	16	4	15	16	25	8	6	0	24	4	22	11	25	12	18	24	28	24	0	24	30	43	38	24	34	34	36	0	48	35	43	38	0	39	49	39	44	49	1	3	3	1	1	1	1	1	1	1	3	3	1	1	1	1	1	3	2	2	2	2	1	2	2	1	1	2	1	2	1	3	1	1	3	3	1	3	4	1	1	5	2	4	2	1	1	2	2	2	1	3	3	4	4	2
11000	-375.224270181670647	-373.850398106402452	-1.373872075268175	0.000105001802009	0.000048891878128	0.465628943427162	0.554900378137927	-1	3	4	6	6	10	8	9	10	7	9	8	12	10	8	9	11	13	11	9	12	13	12	12	13	11	14	14	13	16	13	17	14	15	16	17	18	22	19	20	23	22	21	22	22	25	24	25	24	25	25	25	29	28	29	28	0	1	2	1	2	2	0	5	8	5	5	5	7	7	0	5	0	8	5	12	15	16	5	8	11	0	11	24	19	33	19	29	24	8	33	8	0	35	30	24	30	24	36	36	40	0	41	34	36	49	0	43	41	41	42	41	1	3	1	4	2	3	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	2	1	2	2	1	1	1	2	2	4	1	2	1	4	2	3	3	3	2	2	1	1	1	4	3	1	1	2	4	4	3	2
11500	-364.303053076011395	-362.845591483551345	-1.457461592460071	0.000149756477391	0.000049254220366	0.328895425587078	0.617929871546367	-1	5	3	6	7	9	8	8	10	9	10	9	13	10	9	9	11	13	10	12	12	12	13	11	12	13	15	13	11	16	13	15	15	14	18	18	19	22	20	20	22	21	21	22	22	22	24	25	24	26	26	27	27	27	29	26	0	1	1	3	1	4	0	4	16	5	6	2	21	7	0	4	0	8	4	16	15	9	24	5	19	0	31	8	5	12	11	29	20	28	33	34	0	42	36	30	36	36	36	35	39	0	36	44	33	43	0	38	39	41	41	49	1	4	2	1	3	1	1	2	1	2	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	2	3	2	2	1	1	2	2	1	1	1	2	2	1	2	2	1	1	3	3	5	3	1	2	3	2	3	1
12000	-370.908348197244607	-369.523010039059955	-1.385338158184671	0.000117948972838	0.000050958853180	0.432041517223887	0.661269953432186	0	5	3	6	7	9	9	8	11	8	8	10	11	10	10	9	10	13	10	11	13	13	12	11	13	11	14	13	13	16	13	16	15	16	18	18	19	21	19	20	23	22	21	21	22	22	25	24	23	25	26	25	27	28	30	29	0	1	1	1	1	4	0	2	16	5	4	11	7	7	0	5	0	9	11	2	15	8	8	5	19	0	11	16	5	28	11	20	24	24	23	33	0	33	33	34	33	38	34	35	39	0	30	38	38	49	0	43	43	53	53	48	1	2	1	2	4	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	2	2	2	1	3	2	2	2	2	3	1	2	3	1	1	2	2	2	4	1	4	1	2	1	5	3	1	1	1	2	4	1	1	3
12500	-349.933496747314621	-348.566688254554151	-1.366808492760462	0.000122993459116	0.000061127998676	0.497002028526955	0.602832712242532	0	4	1	6	8	8	9	8	10	8	9	9	13	11	9	10	10	13	11	12	13	13	12	12	12	12	14	11	12	16	14	17	14	15	17	18	18	21	19	20	23	20	22	22	22	25	25	25	24	24	25	27	28	27	29	26	0	3	1	2	2	4	0	4	6	4	10	4	7	7	0	6	0	19	2	12	15	16	8	8	6	0	25	8	6	34	25	29	25	24	33	30	0	33	32	36	43	35	36	34	42	0	38	33	45	41	0	41	41	38	41	38	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	3	2	2	2	2	1	1	1	1	1	1	3	1	2	2	1	1	3	1	1	1	1	2	3	1	1	2	6	1	1	1	2	3	3	3	3
13000	-389.356226614030277	-387.900737637709938	-1.455488976320334	0.000109699020289	0.000036283492607	0.330754937571644	0.537789102280416	-1	2	3	6	6	10	9	8	11	8	7	9	12	11	9	10	11	13	10	10	11	12	12	13	12	12	14	13	13	15	13	16	14	14	16	17	19	18	20	19	24	21	22	21	20	25	23	24	23	25	26	26	28	29	28	28	0	1	1	2	1	12	0	4	6	3	4	4	7	7	0	4	0	9	11	4	15	16	12	4	8	0	19	8	16	6	19	29	8	23	23	34	0	18	38	38	18	24	34	36	38	0	39	34	45	30	0	39	41	42	41	41	1	2	2	2	4	1	1	2	1	4	1	2	1	1	1	2	1	2	2	2	2	1	2	3	2	1	2	3	1	3	2	2	3	1	2	1	1	2	2	1	6	4	4	1	1	1	1	5	2	4	1	3	2	6	2	1
13500	-378.000327308841690	-376.590101813298588	-1.410225495543093	0.000128323572265	0.000049361725927	0.384666083213967	0.458100764251406	-1	3	3	5	7	8	8	8	10	7	9	9	13	10	9	10	10	14	10	11	12	12	12	9	13	11	14	13	13	15	13	16	16	15	18	17	19	19	19	21	24	19	22	23	21	24	25	23	22	25	26	25	25	27	29	29	0	1	1	1	3	2	0	4	8	2	6	5	7	7	0	8	0	6	11	6	15	16	24	8	8	0	19	24	4	24	16	22	30	24	29	8	0	33	18	35	38	30	35	42	30	0	43	33	38	39	0	42	39	53	47	54	1	2	2	2	2	3	1	2	1	3	1	1	2	1	1	1	1	3	1	2	2	1	2	1	2	1	2	1	3	4	1	2	1	3	3	4	1	1	2	2	2	2	2	2	3	1	2	3	1	3	1	3	2	1	3	1
14000	-347.608220600345646	-346.196804703806663	-1.411415896538974	0.000093486089848	0.000035792090159	0.382860062040907	0.670059597368637	-1	5	4	6	7	9	8	8	10	8	9	8	12	10	9	10	8	13	10	11	13	12	12	10	13	12	13	13	12	15	13	17	15	16	17	16	20	22	20	21	24	21	22	23	23	24	24	24	23	25	25	26	25	29	30	27	0	1	1	2	4	4	0	5	8	2	5	4	7	7	0	2	0	24	11	12	15	6	8	8	9	0	16	24	16	28	20	29	28	33	33	28	0	36	34	34	30	35	39	34	34	0	43	43	36	35	0	49	49	45	41	41	1	4	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	3	2	2	1	2	1	2	2	1	1	1	3	1	1	1	2	1	2	2	2	4	3	1	3	3	1	1	1	5	2	1	1	1	3	3	2
