step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64
38000	-193.417763009707443	-191.955680925188574	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.849509472268249	1	3	4	4	2	3	5	6	7	6	5	5	6	7	7	8	8	7	7	6	7	6	8	10	7	7	9	8	11	10	9	10	9	9	10	9	9	9	10	10	12	12	12	13	13	11	13	13	12	15	14	14	15	15	17	16	18	16	18	19	21	21	23	23	0	1	5	5	1	5	6	7	11	12	2	5	2	8	12	3	10	22	11	11	12	3	18	26	11	1	20	10	36	12	19	7	25	7	33	18	25	10	37	16	23	33	46	43	28	40	32	49	24	46	42	43	51	47	50	40	56	38	56	58	60	60	62	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	4	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	3
38500	-203.917304941654294	-202.455222857135425	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.596131871121893	1	3	3	4	3	3	5	6	7	6	6	5	5	9	6	9	7	7	7	8	6	7	6	8	8	7	7	8	12	9	10	9	9	10	10	8	9	9	11	10	11	12	9	12	11	13	13	13	13	15	14	14	15	16	17	16	18	19	19	19	20	23	22	23	0	1	1	2	1	1	3	4	12	6	12	6	3	24	1	11	7	12	10	15	4	13	6	15	7	10	2	3	31	7	20	23	36	25	5	11	26	26	17	20	34	41	9	37	33	41	42	41	36	48	16	39	49	49	41	47	56	53	51	54	60	61	58	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	2	1	1	3	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	2	1	2	3	1	1	1	2	1
39000	-166.142968250083840	-164.680886165564971	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.933940008619671	1	3	3	3	2	2	5	6	6	6	4	5	5	8	7	8	7	7	9	7	7	6	7	10	8	8	8	8	12	8	9	9	8	9	10	10	8	9	11	10	11	13	12	14	13	11	10	13	14	15	14	14	14	15	16	18	19	17	20	18	20	23	22	22	0	1	6	1	1	1	11	3	7	11	4	2	4	21	13	7	9	8	9	7	10	4	10	28	22	12	17	22	38	11	21	10	18	15	14	19	15	15	35	25	16	46	39	39	41	24	25	19	47	45	29	29	45	45	53	55	52	54	60	50	58	56	59	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1
39500	-151.307975525217330	-149.845893440698461	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.983959420963300	1	2	3	5	3	3	4	5	6	6	5	6	4	8	7	8	8	7	8	8	7	5	8	9	8	6	7	9	12	10	9	9	9	9	11	10	10	9	10	12	11	14	13	14	13	13	13	12	12	15	14	15	16	15	16	18	17	18	20	19	21	23	21	23	0	1	1	5	2	2	6	1	5	4	6	4	3	10	7	26	9	26	10	9	8	6	21	14	12	6	22	16	39	23	20	16	18	18	39	32	27	21	25	37	37	39	37	43	40	37	36	38	38	40	35	47	44	46	51	57	54	55	57	55	60	63	60	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40000	-187.265442041751953	-185.803359957233084	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.862069295363595	1	3	3	4	2	3	5	6	6	4	6	6	6	9	5	8	7	7	8	8	7	7	7	10	9	8	9	9	11	9	9	8	9	9	11	8	8	10	10	11	11	13	12	13	13	11	12	13	12	14	15	14	15	16	17	16	17	17	20	18	18	22	24	22	0	5	1	3	1	1	2	7	4	5	10	7	15	17	6	17	4	2	21	1	11	7	3	9	22	15	23	23	26	18	16	9	22	9	13	17	8	23	20	31	27	49	28	43	43	27	14	46	39	47	45	24	44	52	54	45	50	53	49	54	51	60	64	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	2
40500	-150.937654599992584	-149.475572515473715	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.956159873712191	1	3	4	5	2	3	6	7	6	5	5	6	6	9	7	6	7	8	9	8	7	4	6	10	7	7	8	7	11	9	8	10	9	10	11	8	9	9	11	11	11	13	13	13	13	12	14	13	12	14	14	14	15	14	16	17	18	18	19	21	20	22	24	23	0	1	6	2	1	5	22	16	22	6	6	22	10	15	13	11	10	15	15	28	4	5	4	9	4	11	16	22	33	20	4	15	8	30	14	28	23	28	37	37	19	24	41	41	41	40	35	41	24	46	44	40	48	48	53	52	47	55	56	59	57	60	61	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
41000	-173.563236599623167	-172.101154515104298	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.921474829214303	1	2	4	4	3	3	4	6	6	4	6	6	5	8	7	8	9	7	8	9	6	6	8	9	8	7	7	8	11	9	9	8	10	9	11	10	8	8	10	10	12	13	13	13	13	13	11	12	11	12	14	15	15	15	17	14	17	18	20	18	20	22	23	22	0	1	2	2	2	1	2	7	3	5	3	6	5	13	3	8	37	22	18	21	4	4	26	19	8	12	9	12	14	18	8	9	37	12	33	15	11	13	17	28	36	39	48	29	48	36	28	29	40	33	41	35	45	45	54	39	54	57	46	55	58	61	64	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
41500	-151.873565285484631	-150.411483200965762	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.979282588574778	-1	1	2	4	3	2	4	6	6	6	6	6	5	9	7	7	8	7	9	7	8	6	6	9	9	8	8	8	9	10	7	10	10	9	9	10	10	9	9	12	11	13	11	12	13	12	14	13	14	14	14	14	15	15	17	18	19	18	20	20	21	22	24	22	0	1	2	3	2	2	2	7	7	7	5	7	4	16	9	11	23	11	20	22	23	13	4	20	18	11	20	10	15	21	23	28	38	27	20	12	29	21	31	30	19	41	39	33	46	37	46	46	40	41	48	44	45	51	53	48	55	53	58	56	57	59	64	60	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42000	-191.746007200646659	-190.283925116127790	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.828249464601105	1	3	3	4	3	3	5	7	6	5	5	5	5	6	7	8	9	8	6	6	7	6	6	10	7	7	8	8	12	10	8	9	9	8	10	10	9	9	10	11	12	12	12	12	14	12	13	14	13	13	15	13	16	15	15	17	16	17	21	21	20	24	23	23	0	1	1	3	1	1	3	10	11	5	4	4	2	4	10	15	14	14	2	4	5	3	6	18	10	13	23	9	33	15	9	28	22	26	18	18	28	20	34	21	14	32	17	40	47	38	39	35	43	43	46	26	49	49	40	54	54	55	61	61	53	60	59	61	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2
42500	-170.178843785523100	-168.716761701004231	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.997964748211403	0	3	4	3	1	2	5	5	5	6	6	5	6	6	6	8	9	7	8	7	7	6	8	9	8	7	8	8	10	6	10	9	9	7	11	8	9	9	9	11	11	12	11	13	13	12	14	13	14	13	14	12	14	15	18	17	17	19	21	18	19	21	23	22	0	5	4	6	1	5	3	4	6	8	12	4	9	3	12	11	22	11	13	22	8	4	15	20	13	12	15	34	18	12	16	34	15	30	24	18	26	21	25	38	24	29	24	42	29	29	43	38	29	41	42	25	35	50	47	54	51	56	60	47	55	61	59	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
43000	-173.508272229247751	-172.046190144728882	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.959761985876242	1	2	4	4	3	2	6	7	6	4	3	6	5	7	7	8	7	5	6	9	6	6	8	9	8	8	8	9	11	10	8	10	10	9	10	10	8	10	10	11	11	13	12	13	14	12	12	12	13	13	13	14	15	15	17	17	18	19	20	19	21	23	22	24	0	1	6	6	2	1	10	18	4	2	6	13	10	21	18	22	7	4	4	37	2	2	22	37	19	19	22	37	19	28	17	16	25	19	8	37	14	25	16	27	28	32	32	40	49	23	39	34	26	43	38	40	42	44	54	53	53	56	53	56	57	58	60	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
43500	-161.056598288477090	-159.594516203958221	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.937743947184035	1	2	3	4	3	3	5	6	6	4	6	5	5	8	6	7	7	7	8	6	4	7	8	9	8	7	9	8	11	10	9	8	9	8	11	10	9	7	10	11	11	13	12	13	12	10	14	13	14	13	13	15	15	15	17	17	15	18	21	20	20	23	23	23	0	1	1	2	1	1	21	6	21	6	7	21	10	22	7	13	12	11	18	5	5	13	5	17	8	7	32	17	24	19	17	15	15	8	46	34	16	12	18	39	39	45	41	41	30	24	48	31	45	40	29	51	42	47	54	53	44	54	55	56	58	60	61	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44000	-171.323658945595099	-169.861576861076230	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.955905873540197	1	3	3	5	3	3	5	7	7	5	4	4	5	8	6	9	8	8	9	9	8	6	7	10	8	7	8	7	12	8	7	9	8	10	9	9	10	10	10	11	11	11	12	13	13	12	14	14	14	14	13	14	16	15	16	17	18	18	20	19	20	24	22	23	0	1	1	5	1	1	2	7	15	2	1	1	2	13	13	8	26	22	31	27	12	12	22	30	8	10	26	22	38	10	7	26	9	18	26	26	35	13	14	33	20	24	27	39	39	40	37	24	40	43	46	34	45	41	47	55	56	54	58	58	57	64	61	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44500	-148.633873068762000	-147.171790984243131	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.982856091508428	1	3	3	3	2	3	5	7	7	4	5	5	5	8	6	8	8	7	9	9	8	7	6	10	9	6	8	8	11	10	8	8	9	10	11	9	9	10	11	11	11	14	11	13	13	11	14	13	13	15	15	15	16	15	17	17	18	17	19	21	20	24	22	22	0	5	1	1	1	5	3	23	15	3	6	2	5	9	1	23	15	7	8	23	13	26	4	28	18	10	15	18	33	21	11	23	16	36	36	22	22	33	19	30	37	44	21	39	35	19	38	40	29	47	47	47	50	49	52	53	53	52	56	61	56	63	60	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45000	-159.669810290353922	-158.207728205835053	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.940935229035683	1	3	2	4	3	3	6	7	6	5	6	6	5	9	6	9	8	8	9	8	4	5	7	10	9	7	6	9	12	7	8	10	10	9	10	9	8	8	11	11	11	13	12	12	14	11	13	14	12	14	14	14	15	15	17	17	19	19	21	20	21	23	22	23	0	1	1	3	3	1	4	4	13	6	4	4	6	26	5	31	15	11	27	9	3	2	7	25	8	11	6	13	34	22	30	16	37	18	26	26	27	12	25	34	20	46	36	28	49	36	35	47	33	44	42	29	48	42	54	48	50	55	57	57	55	59	59	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45500	-166.521568187627508	-165.059486103108640	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.920458616578272	1	2	3	4	3	3	6	6	7	5	4	5	6	7	6	9	8	7	7	8	8	6	7	7	8	6	9	8	12	8	10	8	9	9	10	10	10	10	9	9	12	10	12	14	12	12	14	14	13	14	14	14	14	15	18	16	17	18	20	19	20	24	22	23	0	1	1	3	2	2	12	11	26	5	1	4	6	7	11	7	8	4	12	9	8	3	12	4	26	10	24	18	18	23	32	24	23	25	20	25	23	17	8	18	31	16	31	45	37	42	41	41	46	46	29	49	45	46	56	48	46	54	55	55	57	63	61	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46000	-165.903890399645150	-164.441808315126281	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.833225694007202	1	3	4	4	3	2	6	5	7	6	5	5	6	8	7	9	9	8	8	8	8	6	7	7	8	8	7	8	11	10	8	9	10	9	10	9	9	9	10	11	11	12	12	13	12	12	13	11	12	15	15	14	15	16	17	17	19	18	19	20	21	21	23	23	0	1	6	6	6	1	4	6	11	5	2	3	8	7	13	15	19	8	12	7	9	6	8	8	7	4	12	10	34	26	22	20	31	21	17	4	18	31	25	28	16	28	32	29	16	17	41	30	41	52	47	49	49	48	53	50	56	50	50	58	57	59	62	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
46500	-182.542812097683026	-181.080730013164157	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.917797962374025	1	3	4	4	2	2	4	6	6	5	5	5	6	7	6	7	9	8	8	6	7	6	7	10	8	7	8	8	11	8	9	9	9	9	10	10	9	8	10	9	11	14	13	12	13	12	14	13	11	14	13	13	16	16	16	18	19	18	21	20	20	22	24	23	0	1	6	6	1	1	5	7	11	6	2	7	2	7	7	9	9	13	9	7	4	6	2	31	13	20	14	10	35	21	21	38	38	16	33	17	16	22	21	9	32	17	27	35	49	36	48	39	37	41	49	41	35	42	50	55	58	54	55	56	56	60	64	61	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1
47000	-159.072796679811574	-157.610714595292706	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.865276193595854	0	3	4	4	2	2	4	6	6	3	5	6	6	8	4	8	8	7	7	8	7	6	7	10	7	7	8	8	11	9	9	10	9	10	10	8	10	9	11	12	10	14	12	13	13	11	12	13	13	14	14	14	16	15	16	18	18	19	21	20	21	23	23	22	0	5	1	5	1	1	5	7	4	6	15	15	15	3	6	19	18	11	4	26	8	15	11	14	8	15	8	22	31	25	16	36	19	38	36	3	27	18	35	41	20	49	31	39	37	35	34	29	40	40	39	40	52	47	50	53	50	55	60	57	60	59	64	60	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
47500	-157.685915652219933	-156.223833567701064	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.943115341195194	1	3	3	3	2	3	5	6	7	5	5	5	5	8	7	8	7	8	9	8	7	7	6	9	9	7	9	8	11	9	9	8	9	9	10	10	9	9	10	11	11	13	13	10	14	13	13	12	14	15	15	13	16	15	17	15	17	17	20	19	20	23	24	23	0	1	5	1	1	1	3	12	7	2	4	2	2	26	10	11	10	8	8	8	13	7	13	23	8	11	26	23	36	26	21	23	14	28	30	14	14	32	21	30	25	36	41	25	44	36	33	39	43	42	43	35	54	45	50	43	49	51	58	52	60	61	62	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
48000	-155.397895281370751	-153.935813196851882	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.930182505958509	1	2	3	4	2	3	5	7	5	5	4	4	6	7	6	6	8	7	7	7	8	6	7	9	9	7	8	7	10	9	9	9	10	9	11	9	10	9	11	11	11	12	12	13	14	13	12	13	13	15	14	14	15	15	18	16	19	18	21	19	20	23	22	24	0	1	1	2	1	2	4	22	3	2	2	6	9	22	6	7	16	7	22	10	14	7	22	14	28	9	20	10	17	18	8	27	32	14	34	17	21	18	25	24	24	16	40	39	48	39	39	39	39	48	39	46	44	44	51	50	56	54	57	56	55	61	61	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1
48500	-146.460935834378773	-144.998853749859904	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.972512803846262	1	2	4	3	2	2	5	7	7	6	5	5	6	8	6	7	8	8	9	8	7	6	6	10	8	7	8	8	11	10	9	10	10	9	11	10	10	10	11	11	10	14	12	13	13	12	14	13	12	14	13	15	15	14	16	17	18	19	21	20	21	23	22	24	0	1	4	5	1	1	5	15	3	12	3	4	3	13	11	11	9	22	27	11	3	11	5	17	11	3	8	26	31	18	17	16	25	21	38	27	28	14	34	24	27	43	30	35	24	39	43	35	24	35	29	48	47	35	54	53	42	56	58	58	60	59	60	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
49000	-152.810173066975381	-151.348090982456512	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.970250888255423	0	3	3	4	2	2	5	6	6	4	6	6	5	8	7	8	9	8	8	5	7	7	7	9	8	7	8	8	9	9	9	9	10	10	8	9	9	9	10	11	11	13	11	13	14	12	12	14	13	14	13	14	16	16	16	16	19	17	21	21	21	23	23	24	0	6	5	6	1	1	10	4	7	6	2	10	2	8	10	23	27	26	26	3	13	9	9	18	9	7	8	15	21	26	14	35	14	18	21	19	16	15	27	31	32	39	29	34	51	18	37	51	33	44	41	47	48	48	48	48	55	53	53	57	57	60	59	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1
49500	-175.272570161627073	-173.810488077108204	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.907823714858913	1	3	4	3	3	3	5	5	7	5	5	6	5	7	5	7	8	5	7	8	7	7	8	9	8	7	9	7	12	9	8	10	9	10	9	10	10	9	11	11	10	13	12	13	14	12	13	11	14	14	13	14	16	16	17	18	17	19	21	21	20	23	23	22	0	1	2	1	1	1	5	5	10	2	1	15	6	12	4	18	7	3	13	26	15	18	19	16	12	18	21	18	38	14	28	24	25	20	17	20	21	13	35	36	25	27	36	40	36	41	37	24	42	32	40	37	44	46	42	45	49	55	57	58	58	64	64	56	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1
50000	-160.461255759439695	-158.999173674920826	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.991215078438182	1	3	4	2	3	3	5	6	6	5	5	4	5	7	5	8	7	7	9	9	6	7	7	9	8	7	8	8	11	10	9	9	9	10	11	6	8	9	10	11	11	13	12	12	13	12	14	14	13	14	14	13	13	16	14	17	15	18	19	21	20	22	23	24	0	1	4	1	4	1	3	3	3	3	4	5	12	7	12	14	13	12	22	26	11	15	8	9	21	12	21	21	38	31	18	9	27	14	20	12	21	18	27	32	31	41	37	34	25	30	43	35	40	35	43	40	29	45	52	48	47	54	56	59	56	60	62	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
50500	-173.048081394637364	-171.585999310118495	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.860297297534621	1	2	3	4	3	3	5	6	7	5	5	5	5	6	7	8	8	6	8	9	7	6	7	10	7	8	8	7	10	8	8	8	10	9	11	6	10	9	10	11	11	13	12	13	13	12	14	13	13	15	14	15	15	14	18	18	18	18	20	20	20	21	23	22	0	1	1	2	1	1	6	13	12	3	6	5	6	6	14	25	8	4	7	25	4	2	7	16	4	8	8	8	30	5	8	15	28	26	32	10	36	25	28	32	19	35	24	39	40	24	44	40	43	44	49	42	49	24	50	42	54	52	50	58	56	60	62	61	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1
51000	-141.220797591476980	-139.758715506958112	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.983298661083302	1	3	3	4	3	2	5	6	6	5	5	6	6	8	6	9	9	7	8	7	8	7	7	9	7	8	8	7	11	9	10	9	8	9	9	9	9	10	10	12	12	14	12	13	13	12	11	12	13	11	14	14	16	15	17	17	17	18	21	21	19	23	24	23	0	1	1	6	6	1	5	5	4	2	4	4	2	8	4	28	14	15	18	11	13	13	10	13	12	8	25	7	31	18	14	18	20	18	19	27	23	14	32	39	17	29	24	40	47	50	38	38	50	38	43	40	52	44	54	54	54	53	58	61	57	60	59	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
51500	-164.053309447245226	-162.591227362726357	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.979209622882097	1	2	2	4	3	2	4	7	6	6	5	5	5	8	7	8	7	7	8	8	7	6	8	10	6	7	8	9	11	9	10	8	9	9	11	10	9	9	10	10	11	12	12	13	14	13	13	11	13	14	15	15	14	16	17	17	18	18	20	20	19	23	22	23	0	1	1	3	2	1	2	2	13	12	3	4	7	9	11	18	11	12	9	15	22	3	9	34	11	7	25	16	38	16	32	11	20	20	32	30	32	17	16	23	36	26	36	41	29	43	41	40	37	27	35	45	43	50	50	50	54	54	57	55	56	60	61	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
