step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77
5000	-392.134788857301260	-401.185632237752600	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995188984068660	6	9	11	24	13	20	25	34	34	32	24	29	30	36	30	38	30	32	34	40	37	36	49	44	25	40	47	38	44	39	46	48	40	40	41	41	44	48	55	55	50	47	46	47	55	52	51	53	52	50	63	57	56	53	58	50	57	69	65	64	59	59	60	62	68	60	71	59	65	58	69	59	68	74	88	70	77	0	1	1	6	2	3	3	4	25	7	6	11	4	25	7	19	11	12	17	22	12	7	24	28	1	10	19	18	30	9	30	16	18	14	30	22	36	16	50	35	26	34	21	20	46	42	21	56	24	42	46	50	27	44	50	29	48	72	64	55	46	45	45	49	56	46	66	23	72	23	72	41	68	71	73	39	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-414.556016436990490	-423.606859817441830	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999756028400622	2	11	14	21	27	18	23	27	31	33	24	32	30	25	29	39	25	38	37	41	30	25	48	42	36	32	46	35	44	34	45	39	42	43	49	50	47	53	55	54	49	48	39	52	58	46	49	57	50	56	53	63	44	56	58	43	50	76	68	58	66	60	61	65	62	65	69	51	66	57	65	65	65	63	87	76	68	0	1	2	3	6	2	3	4	14	15	4	15	17	4	7	8	2	26	13	11	22	7	18	10	10	8	16	22	12	4	28	25	32	10	32	29	24	35	35	57	18	56	14	37	36	18	20	38	13	29	47	70	18	38	54	43	56	67	74	30	72	16	45	60	51	45	65	16	39	49	35	60	38	36	58	59	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-392.559334745893466	-401.610178126344806	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.965974669690745	4	8	14	14	24	21	21	21	35	30	30	29	29	31	30	33	26	37	32	38	31	36	48	37	30	41	44	38	43	34	39	43	43	42	48	46	40	51	58	58	55	45	47	50	57	49	53	55	55	57	59	62	52	61	64	56	59	69	69	57	61	54	57	65	67	63	70	50	64	62	65	56	66	59	87	68	78	0	1	2	2	7	3	4	4	14	5	7	6	5	5	5	13	8	25	5	22	7	25	31	11	5	30	14	30	20	25	12	9	25	30	33	33	14	29	44	49	23	20	14	18	33	33	34	33	18	41	62	39	23	63	49	44	32	66	74	38	49	35	31	44	57	41	66	37	61	62	49	43	40	48	77	66	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-400.209888684963687	-409.260732065415027	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.967852753208421	8	11	15	20	20	20	21	33	30	21	26	33	26	26	31	37	29	36	37	35	33	37	52	40	29	38	46	40	29	35	41	43	35	44	52	43	48	48	53	52	50	46	44	53	59	52	57	51	47	47	61	59	53	59	63	48	52	73	72	61	67	59	67	56	67	68	64	54	71	58	62	59	67	67	78	74	76	0	1	1	3	2	3	3	14	4	3	4	14	3	2	10	15	7	8	21	9	15	15	38	20	14	8	15	29	4	17	13	16	14	31	43	18	36	26	38	42	43	13	19	24	46	36	23	26	16	36	52	41	38	44	72	42	27	66	73	56	67	40	46	39	52	23	45	34	65	57	35	39	52	45	58	66	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-412.088441970370582	-421.139285350821922	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995961866838305	7	11	12	24	28	21	26	32	33	34	26	35	30	30	29	41	29	39	31	36	37	36	50	34	27	40	43	38	45	35	43	47	42	42	49	49	47	43	54	58	50	39	47	49	51	55	47	57	42	55	59	60	49	57	54	56	62	69	68	54	61	51	62	60	67	62	64	65	64	60	68	60	70	70	81	68	69	0	1	1	6	6	3	4	11	4	7	6	7	7	5	4	10	3	24	15	8	15	25	34	15	7	15	20	15	26	6	21	21	11	9	42	24	34	13	35	53	33	19	20	33	38	53	16	35	30	27	46	43	42	34	32	53	28	70	67	35	45	29	36	55	63	48	48	62	60	46	66	43	35	69	58	52	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-407.846418437939576	-416.897261818390916	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989439728911989	6	10	15	23	25	18	22	33	26	32	28	29	30	27	23	40	31	39	33	37	30	37	52	40	35	43	48	41	38	41	44	48	39	45	43	46	39	53	54	53	51	46	47	53	56	50	58	57	49	51	61	63	54	57	54	49	57	74	67	63	68	54	65	63	54	62	69	57	68	59	53	59	64	67	70	72	79	0	1	2	6	3	2	6	4	3	15	4	5	14	6	3	12	14	6	17	21	4	14	36	10	10	5	10	22	12	9	20	31	10	13	22	29	21	29	41	46	26	20	37	30	41	34	41	37	26	24	57	47	43	53	49	24	40	75	57	70	73	32	48	53	31	48	63	71	70	55	42	40	55	71	72	71	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-410.435854467120748	-419.486697847572088	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.962778393211665	6	13	11	18	24	21	24	29	30	28	18	31	32	31	34	28	32	37	35	38	36	35	41	42	29	37	46	35	39	35	43	45	43	45	48	47	46	48	59	43	56	46	44	46	44	45	43	53	54	53	60	66	53	56	59	56	57	70	73	62	61	55	63	61	62	64	56	64	64	60	68	53	71	71	81	74	83	0	1	1	2	3	3	3	5	4	4	1	7	6	7	9	5	8	15	10	25	12	7	14	9	5	9	40	7	22	9	8	40	28	18	18	47	22	34	31	26	34	19	9	45	23	9	28	37	27	36	53	66	42	36	37	35	36	68	63	49	50	49	57	44	49	67	72	41	72	54	60	45	71	68	74	58	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-410.186914259029663	-419.237757639481003	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999688985698482	6	12	14	22	23	17	24	34	33	30	22	28	23	32	28	38	25	33	29	37	37	38	48	33	35	38	43	37	42	38	32	43	40	32	49	44	45	51	55	50	46	39	46	49	50	56	50	49	46	51	54	52	57	52	55	44	51	67	66	61	60	53	62	62	59	58	60	63	65	58	63	63	64	73	77	73	72	0	1	2	2	3	2	11	12	19	5	3	4	6	7	7	9	6	7	4	19	4	31	22	10	34	31	22	17	24	8	4	30	21	7	29	22	26	21	43	27	28	19	36	16	33	56	21	29	20	41	41	24	23	23	16	18	36	72	51	70	48	41	66	55	48	50	51	70	60	62	39	52	61	58	59	58	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-390.565174991543302	-399.616018371994642	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995497870407707	2	12	14	20	17	18	21	30	35	29	22	30	24	33	33	37	32	39	29	36	35	33	50	44	34	37	44	42	41	32	44	47	42	45	49	45	41	49	52	50	55	43	44	50	57	53	56	57	56	49	64	62	45	57	58	53	58	70	74	62	61	61	64	55	66	60	65	63	65	57	67	62	60	74	81	74	79	0	1	2	2	2	3	2	11	10	11	6	4	6	13	10	30	13	21	7	15	10	4	27	16	12	19	18	21	30	12	20	42	9	16	9	18	10	53	31	14	35	16	10	29	39	20	31	34	38	43	48	23	21	56	49	43	23	69	65	70	47	50	66	34	57	45	61	47	60	56	60	64	44	64	59	69	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-406.941947973215520	-415.992791353666860	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994656679892705	3	6	12	20	16	20	25	28	34	34	29	31	27	30	35	35	35	36	35	42	28	34	48	41	27	38	43	40	32	36	35	43	42	31	47	40	46	51	58	58	57	43	49	50	54	46	49	49	51	48	59	57	47	61	62	54	57	72	74	54	63	59	60	58	59	67	64	65	70	58	67	65	72	68	80	71	78	0	1	1	5	3	5	3	7	11	11	25	13	4	13	11	34	21	12	21	9	7	7	27	16	3	30	28	17	6	29	8	9	11	4	29	11	18	28	48	48	48	21	20	37	42	17	42	29	27	24	56	43	30	45	39	18	36	67	52	28	39	45	37	49	45	39	56	52	67	27	39	39	54	57	73	68	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-388.440833735862441	-397.491677116313781	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998584681749813	5	11	12	21	25	21	17	35	25	31	27	31	27	31	34	42	35	36	28	42	35	36	50	43	29	37	46	26	43	35	42	45	39	39	49	45	45	50	59	50	56	41	47	46	52	52	55	55	52	48	51	60	56	57	59	53	59	71	73	64	62	57	66	66	65	62	63	59	72	57	70	60	72	72	88	65	77	0	1	1	7	6	1	3	19	2	13	6	5	6	13	10	22	25	9	7	10	14	19	42	21	28	13	24	7	14	14	30	33	25	26	33	31	21	33	56	24	40	21	33	34	16	43	36	40	42	18	42	70	23	46	38	36	24	70	67	54	54	40	47	52	72	53	46	70	76	40	60	36	41	52	77	68	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
