step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78
5000	-464.170069002065873	-471.025556953025273	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622565899646198	0	5	6	8	7	8	9	10	10	10	11	11	12	11	14	11	12	13	12	13	13	13	14	14	15	14	15	14	16	16	15	15	14	15	17	17	18	21	21	20	18	21	21	19	21	22	25	19	22	23	24	24	24	24	26	26	24	24	26	24	26	26	26	27	28	28	30	29	29	30	31	32	33	31	34	34	37	41	0	0	2	2	2	3	2	4	5	7	5	10	8	5	19	8	11	12	11	13	14	17	16	17	18	19	19	17	18	15	17	19	0	15	27	31	27	26	31	34	34	44	48	36	34	43	43	41	44	45	46	49	0	43	47	23	0	43	52	48	57	38	0	47	63	56	63	46	63	66	67	0	70	69	69	69	0	0	1	1	1	1	1	1	2	1	1	1	2	1	1	3	2	1	1	1	1	1	2	1	2	2	1	2	2	2	2	1	1	2	1	1	1	1	2	2	3	2	2	2	1	1	3	1	2	1	2	2	1	1	1	1	1	7	1	2	1	2	1	2	1	1	2	2	1	3	2	1	1	1	2	1	3	3	1	1
5500	-446.052992887946459	-452.908480838905859	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677160564073450	-1	5	6	9	7	8	8	10	8	10	10	10	13	11	14	12	11	12	11	12	13	13	14	15	15	13	14	15	15	16	14	15	15	17	18	16	19	20	21	19	18	19	21	20	22	23	24	19	21	23	22	23	24	26	25	27	24	25	26	26	26	26	24	28	28	28	30	31	30	31	31	31	32	33	34	34	40	41	0	0	2	2	2	3	2	7	5	7	9	7	8	2	19	8	11	7	11	8	5	17	16	22	12	19	19	22	18	15	17	19	0	26	27	31	32	34	36	34	34	36	48	36	40	43	43	34	42	45	43	49	0	46	47	21	0	43	52	55	57	38	0	58	63	63	65	58	66	66	67	0	66	69	69	69	0	0	1	1	1	2	1	1	1	1	1	1	2	2	2	3	2	1	1	2	1	1	2	1	1	1	2	2	2	1	2	1	2	2	1	3	2	1	2	2	3	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	7	1	2	2	1	2	2	1	1	2	1	1	3	1	2	1	1	2	1	1	2	1	1
6000	-419.513127379466084	-426.368615330425484	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.755056006341542	0	5	6	8	7	8	10	12	11	8	10	10	10	9	13	12	12	12	12	12	13	13	14	16	15	14	15	16	15	15	15	15	15	16	18	16	18	21	20	19	18	21	21	20	22	23	23	20	22	23	23	23	24	24	25	26	23	25	27	24	26	27	27	28	28	28	29	30	31	30	30	32	33	33	33	34	40	41	0	0	2	2	2	3	2	4	14	2	14	10	4	4	19	7	11	12	11	13	9	11	16	17	12	19	19	22	18	19	22	19	0	15	27	22	27	41	36	34	34	44	48	31	40	43	43	41	44	45	43	49	0	43	60	4	0	43	52	48	57	50	0	47	63	63	63	64	66	66	67	0	70	69	69	73	0	0	1	1	1	2	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1	2	2	1	1	1	1	1	1	1	1	7	1	2	2	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1
6500	-461.386459234254573	-468.241947185213974	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703184853178540	-1	4	6	7	6	8	8	12	9	9	10	10	11	11	13	11	12	12	12	13	12	14	13	15	13	14	13	16	14	16	15	16	15	15	18	16	18	19	19	17	19	21	22	20	21	23	25	21	24	24	23	23	23	24	24	27	24	25	26	26	26	27	26	28	28	28	29	30	30	31	31	32	33	33	33	34	39	42	0	0	2	2	2	3	4	13	5	7	5	10	4	9	19	4	11	12	11	13	2	17	16	17	12	15	19	17	12	26	17	15	0	21	26	31	26	40	28	34	40	44	48	36	38	48	43	41	44	45	48	44	0	48	43	29	0	48	52	55	57	45	0	54	63	56	63	64	66	66	66	0	66	70	70	70	0	0	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	3	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	2	1	1	2	1	1	1	3	1	1	2	1	2	1	1	2	1	1	1	10	1	3	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1
7000	-461.120399307703451	-467.975887258662851	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642306572151661	0	5	6	9	7	7	10	11	10	9	9	10	13	11	12	12	12	12	11	12	14	14	15	15	15	13	15	15	16	14	16	15	13	15	16	17	18	18	20	19	17	21	21	20	21	22	23	20	24	24	24	23	24	25	24	27	24	25	26	27	26	27	26	29	29	28	28	31	30	29	32	32	32	33	35	34	38	42	0	0	2	5	2	3	4	4	5	2	5	4	8	5	19	8	11	12	11	8	9	26	8	17	12	11	11	17	7	15	24	15	0	19	27	31	32	34	36	41	27	44	48	36	38	43	43	34	52	45	43	44	0	43	47	26	0	46	49	55	57	41	0	58	63	56	63	64	66	66	67	0	66	69	69	73	0	0	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	3	3	1	3	1	1	1	1	2	1	1	2	2	2	1	1	1	1	2	1	1	1	3	1	2	2	1	1	2	1	8	1	2	1	2	1	5	1	2	2	1	1	1	1	1	1	1	2	2	3	1	1	1
7500	-440.204371374813149	-447.059859325772550	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.792414176645980	0	5	7	7	8	6	8	10	10	9	11	10	12	11	13	13	12	13	12	13	13	13	12	15	15	14	14	15	16	16	15	15	15	15	17	17	17	20	21	19	18	20	22	19	22	23	23	21	24	24	23	23	24	25	24	26	24	25	25	26	26	28	26	28	28	29	29	30	31	30	31	32	33	34	34	35	39	41	0	0	6	2	2	2	4	4	5	7	9	5	8	9	19	23	11	12	11	8	14	17	8	22	12	19	15	22	18	26	22	19	0	26	15	31	32	34	24	35	34	44	48	24	40	48	43	41	52	40	43	44	0	43	47	18	0	43	52	55	57	50	0	51	56	56	63	64	66	65	65	0	71	73	73	70	0	0	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	1	2	1	1	2	1	3	1	2	1	2	1	6	1	1	1	1	1	2	1	2	1	2	2	1	1	1	2	1	1	1	1	2	1	1
8000	-428.107869102354414	-434.963357053313814	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.747684565461880	0	4	6	7	7	8	8	10	9	9	10	10	12	11	14	11	13	13	13	13	13	13	14	16	15	12	14	14	15	15	15	16	14	17	17	15	18	21	20	18	18	20	21	18	22	22	24	20	24	23	23	22	24	25	25	28	24	25	26	27	26	25	27	28	28	29	29	31	30	31	32	30	33	33	35	35	38	41	0	0	2	3	2	3	4	4	5	7	9	10	8	9	19	8	11	12	26	13	9	11	16	28	18	11	26	17	12	15	22	15	0	15	19	17	32	40	36	34	34	44	48	31	40	43	46	41	52	38	43	44	0	46	47	61	0	43	52	55	57	50	0	58	63	65	63	64	66	66	70	0	66	69	73	73	0	0	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	3	3	1	2	1	2	1	1	2	1	2	1	2	1	2	3	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
8500	-387.940527883207039	-394.796015834166440	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668289305356536	0	4	6	7	8	8	9	11	10	9	10	10	13	11	13	13	12	13	13	13	13	13	15	15	15	11	14	16	15	16	15	15	15	16	17	17	19	20	20	20	18	21	22	20	22	23	25	21	24	24	24	21	24	25	25	27	23	24	26	27	26	27	25	28	28	27	30	28	31	30	30	30	32	34	35	35	39	40	0	0	2	2	2	3	4	4	5	4	5	4	8	9	26	8	11	12	26	8	9	17	16	17	18	11	26	24	12	19	17	19	0	19	27	31	26	34	36	34	34	44	48	36	38	43	51	38	52	38	46	44	0	43	58	63	0	43	52	55	57	50	0	58	63	63	65	58	66	66	65	0	65	73	73	73	0	0	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	3	2	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	2	2	1	1	2	1	1	1	1	1
9000	-410.294158282101762	-417.149646233061162	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719408360697331	0	5	6	8	7	7	9	10	11	10	10	11	12	12	14	12	12	12	13	12	14	14	14	16	16	12	15	14	14	15	15	15	12	16	18	16	18	20	20	18	18	21	22	20	22	23	24	21	24	24	24	23	23	26	24	28	25	26	26	26	27	27	25	27	28	29	29	31	31	31	31	30	34	33	33	34	37	41	0	0	2	5	2	3	5	4	5	4	5	4	8	11	19	8	11	10	26	8	9	17	16	17	18	11	11	17	12	26	11	26	0	15	15	31	32	40	36	34	34	31	48	31	40	48	43	41	52	40	46	42	0	46	48	63	0	46	52	55	57	50	0	58	63	65	63	51	66	66	67	0	66	69	69	70	0	0	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	2	1	1	2	2	1	3	1	2	1	3	2	1	1	2	1	1	1	2	2	1	2	1	2	2	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	4	1	1	1	1	2	1	1	2	1	1
9500	-414.463769652997030	-421.319257603956430	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727047024147062	1	5	6	8	8	7	9	10	11	9	10	10	12	9	11	11	12	12	13	13	14	13	14	15	15	13	15	16	15	15	15	15	15	17	17	16	18	21	21	18	19	21	22	20	22	23	24	21	24	22	23	23	24	25	24	28	24	25	26	27	26	27	26	27	29	28	29	28	30	30	32	30	33	34	35	34	40	41	0	0	2	2	2	3	5	4	14	4	5	10	8	5	11	8	11	12	15	13	14	17	16	17	18	15	19	17	18	19	22	15	0	32	27	31	26	34	36	34	40	44	48	36	38	43	46	34	52	40	43	44	0	43	48	63	0	47	49	58	57	50	0	46	63	63	63	58	66	66	67	0	69	67	69	67	0	0	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	1	2	2	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	2	2	1	2	2	1	2	2	2	1	2	1	1	2	2	2	1	1
