step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45
57000	-222.955372208678824	-229.810860159638196	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.779571605862475	-1	1	2	3	3	3	3	6	5	7	9	8	9	9	9	10	11	11	13	15	16	17	20	21	20	22	23	28	32	33	34	35	33	34	34	37	36	36	36	36	38	41	42	44	45	0	1	2	2	2	3	3	5	3	6	3	8	12	10	10	13	15	15	0	19	20	21	21	23	21	23	24	0	28	29	30	30	29	30	29	33	35	35	30	33	32	39	42	43	44	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1
57500	-226.231549295462116	-233.087037246421488	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.836597739590100	0	1	2	4	3	3	3	6	5	7	8	9	9	9	10	11	11	10	14	15	17	18	20	21	22	21	23	28	32	34	34	35	34	34	35	38	36	36	38	37	38	41	42	44	46	0	1	2	5	2	3	3	5	7	6	7	8	8	10	10	13	18	10	0	19	20	21	21	23	23	23	24	0	28	28	29	30	29	29	30	40	35	35	30	33	32	30	42	43	44	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	1	1	1	1	2	2	1	3	1	1	1
58000	-235.401896820609750	-242.257384771569122	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.863407954618145	-1	3	3	4	1	4	2	5	6	7	7	9	9	9	8	10	12	11	13	15	17	18	21	20	22	22	23	28	32	33	33	34	34	34	34	38	35	35	37	36	39	39	42	45	44	0	5	7	5	1	3	1	4	7	6	4	8	8	10	10	13	18	14	0	19	20	20	22	21	23	24	23	0	28	29	29	30	29	29	30	40	35	35	32	33	39	39	42	45	43	1	1	1	1	1	1	1	1	2	1	2	3	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
58500	-236.218316663886611	-243.073804614845983	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716283794536257	0	2	2	4	3	3	4	6	6	7	6	8	9	8	9	10	12	10	12	14	17	18	20	19	21	21	23	28	32	35	33	36	34	34	35	37	36	36	37	35	39	41	42	46	44	0	1	1	5	2	3	3	4	3	6	7	8	8	10	10	13	18	15	0	19	20	20	21	21	23	24	24	0	28	28	29	31	31	29	29	40	35	35	31	34	39	39	42	43	43	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	3	1	2	1	2	2	2	1	1	2	1	1	2	1	2	1
59000	-235.661828575520019	-242.517316526479391	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.764898960783825	0	2	3	4	3	3	1	4	5	6	9	8	9	7	9	11	10	10	13	15	16	18	21	19	21	21	23	28	31	36	32	34	33	35	35	38	36	36	38	36	38	41	43	44	46	0	1	7	1	1	7	1	2	3	6	10	8	12	10	10	13	15	15	0	19	20	21	21	21	24	24	24	0	28	32	29	31	28	32	29	40	35	35	32	32	32	30	42	43	44	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	3	1	1	1	1	1	2	1	2	3	1	1	1
59500	-247.057645582561747	-253.913133533521119	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718013121202653	0	2	4	4	1	3	2	6	7	7	9	9	9	8	9	8	11	11	13	16	18	18	21	20	21	21	23	26	32	35	33	36	34	35	35	38	36	35	37	36	38	40	42	45	46	0	5	7	7	1	7	1	7	4	6	7	8	16	10	10	8	14	15	0	19	20	20	21	21	24	24	24	0	28	31	29	30	29	31	29	33	35	29	32	33	30	32	29	43	44	1	1	1	1	1	1	1	1	1	2	4	2	1	1	2	1	2	1	1	2	1	1	2	1	1	1	2	1	3	1	1	1	1	1	2	2	1	2	1	1	1	2	3	2	1
60000	-243.866756030279134	-250.722243981238506	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728386300526546	-1	1	4	3	3	4	3	5	6	7	7	8	9	8	9	11	10	10	13	16	17	18	20	19	22	21	22	29	32	36	34	34	35	34	37	37	35	36	38	36	39	41	42	45	46	0	1	5	2	2	7	2	2	7	6	7	4	8	10	14	13	14	10	0	19	20	21	24	21	23	24	24	0	28	32	29	29	29	29	38	32	29	37	32	33	31	30	42	43	44	1	1	1	1	1	1	1	1	2	2	3	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	2	1	2	2	1	2	1
60500	-254.539290790909121	-261.394778741868492	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.726949373342567	0	1	3	5	2	4	2	6	7	6	8	7	10	8	9	11	10	11	13	15	17	18	20	21	21	22	24	26	32	35	33	34	35	34	35	38	37	35	38	36	40	39	41	44	46	0	1	7	2	1	7	1	4	3	6	1	4	8	10	10	13	14	15	0	19	20	21	21	23	23	23	24	0	28	32	28	31	31	31	29	40	35	31	32	32	30	40	33	43	44	1	1	1	2	1	1	1	1	2	1	4	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2	1	2	2	1	2	2	1	2	2	2	1	1
61000	-250.763279656002936	-257.618767606962308	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644717614856136	0	1	4	4	4	4	3	6	6	7	9	9	9	8	10	11	11	8	14	15	17	18	19	20	22	21	23	29	32	34	33	36	35	35	34	39	37	35	38	34	39	41	42	44	46	0	1	7	2	1	7	2	4	4	6	4	8	8	6	6	13	10	6	0	19	20	21	21	23	23	23	26	0	28	28	28	30	40	29	29	40	35	35	32	29	32	39	42	43	44	1	1	1	2	1	1	1	1	1	2	3	2	2	2	2	1	2	2	1	1	1	1	2	1	2	1	1	1	2	2	3	1	1	2	2	3	1	1	1	1	2	2	1	1	1
61500	-229.357662258264156	-236.213150209223528	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.878933135160269	-1	2	3	4	3	4	2	6	6	6	7	9	9	9	9	11	11	10	13	16	17	18	21	20	22	22	23	28	31	36	33	36	34	34	34	38	37	34	38	36	39	41	41	43	45	0	1	7	5	2	3	1	4	3	6	7	8	8	10	10	13	15	15	0	19	20	21	24	21	23	23	24	0	28	34	29	35	29	29	29	33	35	29	30	33	31	39	36	43	44	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1
62000	-227.477034334168707	-234.332522285128078	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.738647428544275	0	2	4	3	4	4	3	5	6	6	7	9	8	8	9	10	10	11	13	14	17	18	20	21	22	22	23	27	32	35	33	36	33	33	35	38	37	36	38	37	39	41	42	46	45	0	1	7	2	4	7	1	5	3	6	3	8	8	10	10	13	15	15	0	19	20	21	21	23	23	21	24	0	28	31	29	30	29	29	29	33	35	35	30	33	39	39	42	43	43	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	1	1	3	2	1	2	2	1	1	1	2	1
62500	-239.304429189042366	-246.159917140001738	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660002978278920	0	3	3	5	4	3	2	6	6	6	10	9	10	8	10	11	12	11	13	15	17	18	20	21	22	22	22	28	31	34	34	36	34	35	34	39	36	36	38	37	40	40	42	44	46	0	1	7	5	1	7	1	3	3	6	7	8	8	10	14	13	15	15	0	19	20	21	21	23	23	23	23	0	28	29	29	30	29	30	29	39	35	35	30	30	40	39	42	43	44	1	1	1	1	1	1	1	1	2	2	3	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	2	2	2	1	2	1	1
63000	-235.346865333209962	-242.202353284169334	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641064292476526	0	2	2	4	2	3	3	6	7	6	8	8	9	8	10	11	10	8	11	14	18	17	21	21	22	19	23	28	31	35	33	35	33	34	34	38	36	35	38	35	39	41	42	45	44	0	1	1	2	1	3	3	2	4	6	3	8	8	10	18	13	18	10	0	19	22	20	21	21	24	21	24	0	28	35	29	31	29	31	29	40	35	35	31	33	32	39	39	45	43	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	3	1	2	2	2	1	1
63500	-231.717144856122246	-238.572632807081618	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.757120016057498	0	1	2	4	4	4	4	6	6	7	8	9	8	8	8	10	12	10	13	15	17	16	19	21	21	21	23	29	32	33	34	35	34	34	34	38	36	35	36	36	39	41	43	44	45	0	1	1	2	1	3	3	4	1	6	9	8	8	10	10	13	18	15	0	19	22	20	21	23	23	23	24	0	28	29	29	30	29	28	29	39	35	35	29	33	31	32	42	43	44	1	1	1	1	2	1	1	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	3	1	1	1
64000	-234.939428976075078	-241.794916927034450	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.813958171979010	-1	3	3	4	3	4	2	6	6	6	8	8	9	8	9	11	11	10	14	15	18	17	19	22	21	21	24	28	31	35	33	34	35	33	35	39	37	36	37	36	38	39	43	44	45	0	1	7	7	1	3	1	5	2	6	9	8	8	10	6	13	10	15	0	19	22	20	22	23	23	23	24	0	28	29	29	29	32	29	32	33	35	35	29	33	39	30	42	43	44	1	2	1	1	2	1	1	1	1	1	1	1	2	1	3	1	2	1	1	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1
64500	-243.859440194845632	-250.714928145805004	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.801819168853062	0	2	2	4	4	4	4	5	6	6	10	9	8	8	9	10	10	10	13	14	18	16	20	22	21	22	23	28	32	35	34	33	34	35	35	38	37	36	38	36	40	42	40	44	45	0	1	1	2	2	3	3	4	7	6	7	8	8	6	10	13	15	15	0	19	22	20	21	23	23	23	24	0	28	32	29	29	32	29	32	33	35	35	32	33	36	43	32	43	44	1	1	1	1	1	1	2	1	1	1	3	2	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	4	2	1
65000	-243.249874374721998	-250.105362325681369	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.750784108550946	0	2	3	4	3	3	2	5	5	6	9	9	9	8	8	10	11	9	12	15	17	17	19	20	22	22	22	27	31	34	33	35	34	34	35	39	37	36	36	36	39	41	42	45	46	0	1	7	3	1	7	1	5	3	6	3	8	8	10	10	13	15	15	0	19	20	20	21	21	24	23	24	0	28	29	29	34	29	29	29	31	35	35	32	32	32	36	31	43	44	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	3	1	1	1	1	2	1	4	2	1
65500	-239.595385478915688	-246.450873429875060	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659397129520225	-1	1	4	4	3	4	2	6	7	7	8	8	9	8	9	11	11	10	13	15	17	17	19	21	22	21	23	29	32	33	33	35	34	34	36	39	36	34	37	36	39	41	42	45	44	0	1	7	5	2	7	2	4	3	6	3	8	8	6	10	13	14	14	0	19	20	20	20	23	24	23	24	0	28	29	29	30	29	29	38	30	38	30	30	33	32	30	39	43	43	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	2	1	2	3	2	2	1
66000	-228.327834194956580	-235.183322145915952	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.827942379533067	-1	2	4	4	3	4	3	6	6	6	8	9	8	8	8	10	10	11	14	15	18	17	20	22	21	22	24	28	32	35	33	35	34	33	36	38	37	35	38	36	36	41	42	45	46	0	1	7	1	2	7	1	5	4	6	7	8	8	10	6	13	15	15	0	19	22	20	21	23	23	23	24	0	28	31	29	31	29	28	38	40	35	34	32	33	30	39	42	43	44	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1
66500	-219.940532240613123	-226.796020191572495	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.849080882193016	0	2	2	3	3	4	4	6	6	7	8	8	8	8	9	10	11	11	13	14	17	18	19	20	21	21	22	29	30	36	33	33	34	35	36	38	37	34	37	36	39	41	43	45	46	0	1	1	2	2	3	3	4	7	6	7	8	8	10	10	13	15	15	0	19	20	21	21	23	23	23	24	0	28	34	29	29	29	29	38	40	35	32	33	33	34	41	42	43	44	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	1	2	1	1	1	1
67000	-222.782797132013172	-229.638285082972544	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727231699344401	-1	2	4	5	4	4	3	6	6	6	10	8	10	7	9	11	12	10	13	15	17	18	21	22	22	22	23	29	32	34	33	34	35	34	34	39	36	35	36	37	39	40	42	44	46	0	1	7	5	7	7	1	4	3	6	5	8	8	10	7	13	18	15	0	19	20	21	21	23	23	23	24	0	28	29	29	29	29	29	29	32	35	35	30	33	32	30	42	43	44	1	2	1	1	1	1	2	1	1	1	3	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	1	1	1
67500	-246.623859896917452	-253.479347847876824	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.778778183859989	-1	3	2	4	3	3	3	6	7	6	8	8	10	8	10	9	11	10	11	14	16	17	19	20	21	21	22	27	31	36	34	34	34	33	33	39	37	35	38	34	40	42	43	45	46	0	1	1	2	1	3	3	4	3	6	3	8	16	10	14	8	14	14	0	19	20	21	21	23	24	23	24	0	28	32	34	34	29	29	29	30	38	35	30	29	40	36	42	43	43	1	1	1	1	2	1	1	1	1	1	3	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	2	2	1	1	1
68000	-224.346123780487147	-231.201611731446519	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.847066513085037	-1	1	3	4	2	4	2	6	5	7	8	9	9	8	10	9	12	11	12	14	17	18	20	22	21	21	24	28	32	34	33	36	34	35	36	38	37	33	38	36	39	40	43	44	45	0	1	7	5	2	3	1	4	7	6	3	8	8	10	10	8	15	15	0	19	20	21	21	23	23	23	24	0	28	31	29	30	29	30	38	40	35	29	40	33	31	39	42	43	44	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
68500	-217.266426653890221	-224.121914604849593	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.824300391001401	0	2	2	5	4	4	3	7	5	6	8	8	9	8	9	8	12	10	13	15	16	18	19	21	21	21	23	29	32	35	34	33	35	35	35	38	37	33	37	37	38	41	42	45	46	0	1	1	5	2	3	3	5	7	6	4	8	16	10	10	8	15	15	0	19	20	21	21	23	23	23	24	0	28	32	29	29	29	32	38	33	35	29	30	32	31	41	42	43	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1
69000	-218.690092947438501	-225.545580898397873	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.907931872184542	-1	1	4	4	3	4	2	6	6	6	8	8	8	8	7	10	11	9	13	15	16	17	20	22	22	22	23	28	32	34	33	36	35	33	34	38	37	35	37	36	40	42	43	44	46	0	1	7	1	2	7	1	4	7	6	4	8	8	10	10	13	15	15	0	19	20	21	21	23	23	23	24	0	28	31	29	30	29	29	29	30	35	35	32	34	40	39	42	43	44	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1
69500	-236.492232468376045	-243.347720419335417	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.807622430746021	0	2	1	4	3	4	3	6	5	6	9	8	7	8	10	9	11	11	12	15	16	17	19	21	20	22	24	28	31	35	34	33	33	35	34	38	36	35	37	36	40	39	42	44	45	0	1	1	5	1	3	3	4	3	6	4	8	8	10	10	13	15	15	0	19	20	21	21	23	23	23	24	0	28	32	29	29	28	32	32	33	35	35	29	33	39	39	42	43	43	1	1	1	1	1	1	1	1	2	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	2	1	1
70000	-226.718909413210042	-233.574397364169414	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.892069442750380	-1	1	3	3	3	4	4	6	5	7	8	8	8	9	9	10	11	11	11	13	17	18	19	20	21	22	21	28	32	34	34	35	33	35	36	37	37	35	38	36	38	40	42	44	45	0	1	2	2	2	3	3	5	4	6	4	8	8	10	10	13	15	15	0	19	19	21	21	23	23	23	24	0	28	29	29	30	29	29	38	32	35	29	30	33	40	39	42	43	44	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	3	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1
70500	-220.359583748162692	-227.215071699122063	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.811042818863071	0	1	3	4	3	4	4	6	6	6	8	8	9	7	9	11	11	11	14	15	17	18	19	21	21	19	24	29	31	34	33	35	35	34	34	37	36	35	38	37	38	40	43	45	46	0	1	2	5	2	3	3	4	7	5	3	8	8	10	14	13	15	15	0	19	20	21	21	23	23	21	24	0	28	29	29	30	34	29	29	33	35	35	30	33	36	39	42	43	44	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1
71000	-245.943290349106263	-252.798778300065635	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626610915345099	0	1	3	4	2	4	1	7	7	6	9	9	8	8	9	11	11	11	14	15	17	18	19	21	22	21	23	28	32	33	34	35	34	34	36	38	37	34	37	36	39	39	43	44	45	0	1	2	5	1	3	1	2	4	6	9	8	8	6	6	13	10	15	0	19	20	21	21	21	23	21	24	0	28	29	30	29	29	29	38	33	35	29	30	33	31	39	42	43	43	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	2	2	1	1	1	1	1	1	2	2	3	1	1	2	1	1	1	1	1	2	2	1	2	2	2	2	1	2	1	1
71500	-230.587964360948092	-237.443452311907464	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.767197740324708	-1	2	4	4	4	4	2	6	7	5	9	8	9	8	9	11	11	11	13	15	18	17	21	21	20	22	23	28	32	36	34	35	34	34	36	39	36	34	36	37	39	39	42	44	45	0	1	7	2	2	7	1	2	3	6	3	8	8	10	10	13	15	15	0	19	22	20	25	25	21	23	24	0	28	29	29	34	29	29	38	40	38	29	29	33	30	39	30	43	43	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	4	1	2
72000	-215.526870427999000	-222.382358378958372	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.765518199472213	-1	1	4	4	3	3	3	6	6	6	8	9	8	8	9	10	11	11	14	16	18	17	19	22	22	22	24	28	32	34	34	35	34	33	36	38	37	35	37	36	39	40	43	45	46	0	1	7	5	2	2	2	4	7	6	3	8	8	10	10	13	15	15	0	19	22	20	21	23	23	23	24	0	28	29	29	31	29	29	38	33	35	29	30	33	39	32	42	43	44	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	3	2	1	1
72500	-217.543336277567363	-224.398824228526735	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.817130237115431	-1	1	4	3	3	4	2	6	7	6	9	8	8	8	9	11	11	10	13	15	18	16	20	21	22	21	23	28	32	34	33	35	34	35	36	37	36	35	38	36	38	41	42	43	46	0	1	7	2	1	5	2	5	5	6	3	8	8	10	10	13	15	15	0	19	22	20	21	23	24	23	24	0	28	29	29	30	29	30	38	40	38	29	32	33	34	39	42	43	44	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1
73000	-229.310715002218956	-236.166202953178328	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.818610040287343	0	2	4	4	1	4	3	6	7	6	9	8	9	9	8	11	11	10	14	15	18	17	20	21	21	21	23	29	31	35	33	35	34	34	34	38	36	36	38	37	38	40	42	45	46	0	1	7	5	1	7	1	4	7	6	9	8	8	10	10	13	18	15	0	19	20	20	21	21	23	21	24	0	28	33	29	29	29	29	29	33	35	35	30	32	32	41	42	43	44	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	2	2	1	1	2	1
73500	-231.710007027063909	-238.565494978023281	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730288585471988	0	2	4	4	4	4	2	5	6	6	9	9	9	8	8	11	10	11	12	15	16	17	21	22	22	20	23	28	31	33	33	36	35	34	35	39	37	36	37	35	37	41	42	44	46	0	1	7	2	1	7	1	2	3	6	7	8	8	10	10	13	15	15	0	19	20	21	26	26	26	21	24	0	28	29	29	30	29	30	29	39	35	35	30	29	31	30	42	43	44	1	1	1	1	2	1	1	1	1	2	3	1	2	2	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	1	2	2	2	3	1	1	1
74000	-220.015805922565107	-226.871293873524479	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.864198444731114	0	2	3	4	4	4	2	6	6	6	9	9	9	8	9	11	12	10	13	15	18	16	20	21	22	21	23	29	31	35	33	34	35	35	37	38	37	36	37	36	38	40	42	44	45	0	1	7	2	2	7	1	4	5	6	2	8	8	10	10	13	18	15	0	19	22	20	21	21	23	23	24	0	28	29	29	29	29	32	38	33	38	32	30	33	30	36	42	43	43	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1
74500	-237.460246750125606	-244.315734701084978	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769232747350106	-1	2	4	3	4	3	2	5	6	7	9	8	8	9	9	9	11	11	13	15	18	17	20	22	22	22	23	28	31	33	33	35	33	35	36	38	37	36	34	36	39	41	42	44	46	0	1	4	1	2	7	1	4	3	7	3	8	8	10	10	13	10	15	0	19	22	20	21	23	23	23	24	0	28	29	29	29	29	30	30	34	38	39	29	33	30	32	42	43	44	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2	2	3	2	1	1	1
75000	-231.480621274726872	-238.336109225686243	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.781477853294695	0	2	4	5	3	4	3	6	6	7	9	8	9	8	9	11	10	10	13	15	17	18	20	22	22	22	22	29	32	35	34	34	34	34	37	38	37	35	38	36	39	41	42	44	45	0	1	7	2	1	7	2	4	3	6	7	8	8	10	10	13	14	15	0	19	20	21	21	23	23	21	23	0	28	29	29	29	29	29	30	33	30	29	29	33	39	39	42	43	44	1	1	1	2	2	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1
75500	-231.524222554447761	-238.379710505407132	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710383575640220	0	2	4	4	4	4	3	6	5	6	9	8	8	8	9	10	11	11	13	14	17	18	19	22	21	19	23	28	32	34	34	35	34	35	36	37	37	35	36	36	39	41	43	45	46	0	1	7	2	2	7	2	5	7	6	7	8	8	6	14	13	10	15	0	19	20	21	21	21	26	21	24	0	28	29	29	30	29	29	38	33	29	29	30	33	40	34	42	43	44	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	2	2	1	1	2	3	1	1	1
76000	-235.153252411615313	-242.008740362574684	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632628543705858	0	2	3	5	3	4	2	6	6	6	9	8	8	8	9	10	11	10	13	15	17	18	20	22	22	22	22	28	31	32	33	34	35	34	37	37	36	35	37	37	38	40	42	44	46	0	1	7	5	1	3	1	5	3	6	5	8	8	10	14	13	14	15	0	19	20	20	21	23	23	23	21	0	28	29	29	30	29	30	38	33	38	29	32	33	31	39	42	43	44	1	1	1	1	2	1	1	1	2	2	3	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	3	1	2	1	2	1	1	1	1	1	1	2	2	1	2	2	1	1	1
