step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78
5000	-405.995759564269065	-415.046602944720405	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993689718896345	4	1	17	13	35	12	21	32	29	29	36	40	35	49	48	55	53	54	46	44	54	64	69	69	72	73	73	79	79	81	84	79	104	77	79	83	84	84	92	85	84	87	89	93	90	97	82	95	90	80	83	101	89	83	85	91	105	94	90	87	91	93	95	87	98	94	104	97	87	94	94	100	100	102	105	90	95	100	2	0	6	1	9	1	3	9	7	7	8	13	10	12	12	3	20	19	5	13	19	18	16	22	22	22	25	27	27	25	27	25	78	24	27	34	28	27	29	32	32	38	60	31	37	44	23	49	31	24	34	46	28	32	28	60	45	60	37	30	60	30	43	51	58	59	78	59	28	45	49	62	61	68	52	34	64	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-415.842989784136648	-424.893833164587988	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993449439333879	8	-2	17	9	26	23	25	32	29	29	35	44	38	54	51	40	50	55	56	59	55	68	69	66	70	74	67	72	77	82	86	76	104	84	87	71	86	85	89	86	96	89	89	94	83	96	84	86	84	90	87	96	93	87	91	91	109	81	91	93	82	94	94	87	103	92	104	94	90	95	97	103	100	103	101	98	98	100	2	0	1	2	3	1	1	5	6	5	10	10	11	12	12	11	12	17	14	17	15	19	18	18	18	23	17	27	25	22	30	25	62	29	26	24	27	61	49	58	51	45	32	58	36	64	29	34	26	64	29	39	37	26	48	49	73	28	49	59	26	38	47	30	35	35	73	47	31	64	54	68	60	76	51	54	41	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-421.673369948226252	-430.724213328677592	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997458100808729	8	-1	19	12	37	21	25	23	28	30	27	41	31	48	40	52	53	56	56	53	50	69	64	74	70	73	77	83	77	80	84	80	93	87	84	82	78	84	88	87	90	87	96	94	88	96	75	85	83	92	85	84	94	87	86	94	96	95	94	93	91	91	93	82	102	92	99	99	93	89	94	106	102	99	103	95	100	101	2	0	4	1	10	1	8	1	8	8	3	5	3	15	5	14	16	21	21	15	12	21	20	25	23	22	22	32	47	47	30	26	39	32	23	26	23	47	38	64	32	51	52	28	28	49	23	26	25	52	64	27	31	37	26	39	54	61	62	24	29	55	42	26	43	30	57	62	41	36	42	75	66	58	71	45	57	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-396.707134924476350	-405.757978304927690	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969564586481228	6	1	14	14	37	18	25	32	30	25	25	35	38	44	42	41	46	53	52	62	56	70	67	73	74	77	76	76	80	73	81	81	94	83	89	84	86	90	90	83	94	82	95	93	91	94	90	90	84	92	91	102	96	88	87	85	109	87	86	87	91	90	95	94	98	83	104	93	87	94	95	91	98	104	100	99	100	95	2	0	1	1	9	4	6	7	10	6	6	7	9	5	13	13	15	15	17	21	19	23	18	20	22	23	25	23	30	23	23	28	48	31	49	32	34	69	59	24	35	26	38	58	34	38	55	60	28	56	34	41	58	29	26	31	78	28	66	32	66	56	72	56	60	30	76	48	26	39	56	58	41	75	39	43	34	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-412.768039939678658	-421.818883320129999	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977607282523320	7	-2	17	16	41	27	20	25	25	32	36	32	34	43	34	55	46	53	48	53	57	69	65	69	73	65	79	75	78	78	85	87	89	77	88	87	88	86	90	79	90	73	79	92	84	89	90	83	86	85	85	101	94	89	86	93	104	90	87	93	92	79	85	95	102	82	107	96	91	96	90	102	106	98	99	93	100	99	2	0	1	1	10	4	3	4	4	6	4	9	9	15	9	19	12	19	5	14	19	21	21	26	24	18	25	24	28	42	30	29	31	22	51	45	40	29	55	24	63	26	25	62	43	63	62	29	27	43	30	35	36	29	45	54	68	50	28	39	48	28	62	71	64	30	72	41	36	76	32	36	74	44	69	37	61	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-404.358233193656304	-413.409076574107644	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986863167016983	10	2	13	16	39	29	26	32	30	24	30	41	38	54	53	43	47	52	57	59	57	66	62	75	74	69	76	79	73	79	85	81	102	83	80	82	86	86	89	81	90	82	96	95	91	86	85	93	90	92	88	104	86	86	90	95	103	83	87	91	93	96	94	90	105	89	103	98	95	87	97	101	94	101	94	95	99	103	2	0	1	3	6	4	3	4	10	1	10	8	9	17	17	8	13	8	18	21	18	18	21	26	22	23	25	25	22	24	29	25	75	42	29	25	30	30	58	30	42	30	66	36	47	30	42	39	58	59	46	72	36	28	53	66	60	28	32	42	70	41	51	36	33	37	49	54	55	35	64	66	53	68	47	66	55	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-405.742709552499832	-414.793552932951172	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981721452524233	8	-1	15	14	40	23	17	30	25	31	21	38	33	48	50	49	55	45	54	60	39	64	67	69	72	76	77	67	83	81	86	84	90	77	88	87	88	86	93	84	93	89	86	87	93	93	90	87	91	85	87	101	91	83	83	96	102	91	93	94	93	96	94	90	101	88	105	97	86	90	92	98	92	103	97	97	99	105	2	0	1	1	9	4	1	11	3	11	4	8	11	5	18	5	16	12	10	17	13	20	22	20	23	23	24	19	26	27	27	27	32	28	54	30	32	34	38	34	69	29	26	55	55	37	31	32	36	27	50	71	51	34	34	31	62	43	48	53	35	33	64	48	71	55	77	43	26	32	54	64	42	58	71	25	42	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-403.286624190241980	-412.337467570693320	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997487328940754	7	1	13	15	40	26	21	33	28	23	30	44	35	52	41	54	53	54	46	54	50	74	69	75	75	68	77	82	82	82	87	84	101	81	82	81	86	86	91	83	93	86	94	91	82	82	94	93	83	88	89	101	84	86	88	93	102	91	93	96	94	87	94	88	95	83	107	94	94	94	86	101	94	96	102	101	101	104	2	0	1	3	7	3	3	6	7	4	7	13	11	19	8	15	15	21	15	12	19	26	18	26	26	18	22	25	24	22	28	27	65	26	22	22	30	29	45	22	66	46	53	53	24	27	54	64	45	30	53	47	24	66	66	49	60	30	64	34	37	46	42	29	34	22	72	55	64	53	30	68	55	58	58	59	58	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-410.772769030612551	-419.823612411063891	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976896665971424	5	-3	11	12	41	30	20	32	28	29	36	42	37	53	48	54	49	56	48	60	58	69	68	67	62	75	74	82	77	69	82	83	102	79	83	78	84	88	80	84	92	81	90	87	78	96	86	92	85	87	88	98	94	86	88	91	108	79	89	95	92	92	95	86	87	85	102	91	90	96	92	102	100	80	100	89	97	96	2	0	1	1	8	9	3	10	7	7	6	13	6	19	12	15	19	15	5	14	14	21	20	21	16	24	20	27	22	16	30	30	52	24	45	30	27	34	29	58	55	30	66	39	22	53	45	65	26	34	28	68	68	42	31	65	72	26	40	47	50	31	48	31	31	26	78	64	50	38	55	78	50	22	71	42	41	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-407.700504356314866	-416.751347736766206	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988213606522057	6	2	13	16	34	30	21	22	17	26	27	43	38	55	53	48	51	52	54	59	59	71	66	70	62	69	76	74	76	80	82	86	99	83	88	84	85	85	93	84	93	87	91	87	78	96	94	89	83	89	90	104	94	86	84	96	109	87	92	84	94	86	92	91	103	93	103	90	87	93	94	102	105	96	103	97	92	91	2	0	1	1	7	4	9	3	1	9	4	5	6	16	16	12	12	12	16	15	14	23	25	25	17	14	23	23	22	28	45	55	70	24	31	23	22	45	62	24	64	31	37	30	22	44	44	60	28	40	62	74	37	34	30	62	78	45	36	27	69	29	38	60	71	44	41	69	45	42	37	40	76	66	71	40	34	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
