step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12
5000	-75.676283769463708	-74.215344121809608	-1.460939647654101	0.000010817446272	0.000010783075138	0.996822620263752	0.682495637529181	-1	1	3	4	7	5	6	7	8	8	12	16	0	1	2	3	7	4	2	6	7	7	10	11	1	1	1	1	1	1	2	1	1	1	2	2
5500	-83.325222348608420	-80.900377700404988	-2.424844648203432	0.000009091936041	0.000032083981593	3.528839341803657	0.630542432868497	0	1	3	4	6	6	5	7	8	8	12	16	0	1	2	3	7	4	2	6	5	5	10	11	1	1	1	1	1	1	2	1	1	1	3	2
6000	-80.794458325420223	-78.229862387155393	-2.564595938264832	0.000011606890863	0.000045999255131	3.963098789609508	0.613532533525641	0	1	3	4	6	5	5	7	8	8	12	15	0	1	2	3	7	4	2	6	7	5	10	11	1	1	1	1	1	1	2	1	2	1	2	1
6500	-68.749778273928513	-67.209599598865765	-1.540178675062742	0.000020805711051	0.000025062307179	1.204587871009632	0.889149976209393	0	1	3	4	5	5	7	6	9	8	12	16	0	1	2	3	2	4	5	6	7	5	10	11	1	1	1	1	2	1	1	1	1	2	2	2
7000	-65.723637420769634	-64.306571486610636	-1.417065934159000	0.000038683355987	0.000033518984583	0.866496293510119	0.769196371773268	0	1	2	3	7	5	5	7	9	9	12	17	0	1	2	3	7	4	2	6	7	5	10	11	1	1	1	1	1	1	2	1	2	1	2	2
7500	-68.018659001108986	-66.608828398729884	-1.409830602379096	0.000092280264437	0.000035552992184	0.385271893191656	0.807560040346821	-1	1	3	4	5	5	6	7	10	8	13	16	0	1	2	3	2	4	3	6	7	5	9	11	1	1	1	1	2	1	1	2	2	2	2	2
8000	-63.128503054907327	-61.559690404525242	-1.568812650382083	0.000092432310372	0.000023518526849	0.254440538754114	0.785114774602889	-1	1	2	3	5	5	6	8	9	9	13	16	0	1	2	3	2	4	2	6	5	5	10	11	1	1	1	1	1	1	2	1	2	2	1	1
8500	-68.646278461153656	-66.811558046736948	-1.834720414416708	0.000167057401264	0.000028188517167	0.168735518173233	0.552723747471612	0	1	3	4	6	6	6	8	9	8	12	16	0	1	2	3	3	4	2	3	7	5	7	11	1	1	1	1	2	1	2	2	2	1	3	2
9000	-70.575942071131252	-69.173014028162640	-1.402928042968609	0.000146175269200	0.000057951608902	0.396452896710351	0.743429973756598	0	1	4	2	5	6	7	8	8	8	9	17	0	1	2	2	3	3	5	6	3	7	10	11	1	1	1	1	1	1	1	1	2	1	1	3
9500	-65.138026619968144	-62.683952148959619	-2.454074471008520	0.000087887430995	0.000007886961332	0.089739354567271	0.615406821709933	-1	1	2	3	6	5	7	7	9	8	10	17	0	1	2	3	2	4	2	6	5	7	10	11	1	1	1	1	2	1	3	1	1	1	1	3
10000	-70.240507361684678	-68.711228129037551	-1.529279232647128	0.000141990779207	0.000039162892126	0.275812924929346	0.792206618336300	0	1	3	4	6	5	4	7	9	8	11	17	0	1	2	3	3	7	2	6	8	5	10	11	1	1	1	1	1	1	1	2	1	1	1	3
10500	-64.270838738050060	-62.422062864782859	-1.848775873267205	0.000107610456200	0.000017835307157	0.165739536725373	0.819273560525078	-1	2	3	4	5	6	6	8	9	8	10	16	0	1	2	3	2	4	5	6	5	5	10	11	1	1	1	1	2	1	1	1	2	2	1	2
11000	-73.914090165311848	-72.552173926708889	-1.361916238602966	0.000118091577868	0.000071319285672	0.603932024279655	0.651625690617637	0	1	2	3	7	6	6	8	9	8	13	16	0	1	2	3	7	4	2	6	5	7	10	10	1	1	1	1	1	1	3	2	1	1	2	4
11500	-61.301089755788084	-59.078534719453685	-2.222555036334395	0.000165049759173	0.000018224120461	0.110415916707424	0.823305405961273	0	1	3	4	5	5	6	7	9	9	11	16	0	1	2	3	2	4	2	6	7	5	10	11	1	1	1	1	2	1	2	1	2	2	1	2
12000	-71.013244718078184	-69.642146875407946	-1.371097842670235	0.000136837222095	0.000065181896832	0.476346244349960	0.549793705150602	-2	1	3	4	5	5	7	7	7	9	12	16	0	1	2	3	2	4	3	6	5	7	7	11	1	1	1	1	2	1	2	2	1	1	2	2
12500	-70.224791722461433	-68.728600604828117	-1.496191117633321	0.000142493720145	0.000042368948651	0.297339058923595	0.747264387171946	0	1	3	4	7	6	6	7	9	8	10	15	0	1	2	3	7	4	2	7	5	7	7	11	1	1	1	1	1	1	2	1	1	1	3	2
13000	-64.159679632000788	-62.798094245076882	-1.361585386923901	0.000087281395232	0.000052203841625	0.598109614147155	0.770942114521911	0	1	2	4	4	5	6	7	10	7	12	16	0	1	2	3	2	4	5	6	7	7	10	11	1	1	1	1	1	1	1	1	2	1	3	2
13500	-67.239477039510959	-65.658816180291922	-1.580660859219030	0.000074715245797	0.000018584923639	0.248743391540608	0.809850127891789	0	1	2	3	5	5	6	7	10	8	13	17	0	1	2	3	2	4	5	6	10	5	10	11	1	1	1	1	1	1	1	1	2	2	1	2
14000	-65.489025179027550	-63.976588482899409	-1.512436696128139	0.000099004086321	0.000028342307745	0.286274120576317	0.833157457931973	0	1	3	4	6	6	6	8	10	7	10	14	0	1	2	3	2	4	2	6	5	5	10	11	1	1	1	1	2	1	2	1	1	1	1	2
14500	-65.870016745257004	-63.653703532385862	-2.216313212871142	0.000119298810847	0.000013251150941	0.111075297787622	0.556690502573391	-1	1	3	4	7	5	5	7	9	8	13	15	0	1	2	3	3	4	2	6	7	7	10	11	1	1	1	1	1	1	3	1	2	2	2	1
15000	-62.119257452591334	-60.412986802917949	-1.706270649673389	0.000122375247361	0.000024670405957	0.201596372547172	0.772825612306774	0	2	3	4	4	5	7	7	9	9	11	16	0	1	2	3	2	4	5	6	7	7	7	11	1	1	1	1	1	1	2	1	1	1	2	3
15500	-65.267669942222014	-63.852495414162462	-1.415174528059557	0.000097504961817	0.000036793120301	0.377346133115582	0.674459355987009	0	1	3	4	6	5	6	7	10	8	13	15	0	1	2	3	3	4	2	6	10	5	10	11	1	1	1	1	2	1	2	1	1	2	3	2
16000	-62.217173706336027	-60.647944930573658	-1.569228775762370	0.000113855893802	0.000028946211911	0.254235516007444	0.702531805938631	0	2	3	4	7	6	6	8	9	8	12	16	0	1	2	3	7	4	2	6	5	7	10	11	1	1	1	1	1	1	1	2	1	1	2	3
16500	-61.816910799855613	-60.193313742060262	-1.623597057795349	0.000167088010777	0.000038468996477	0.230231937637090	0.660530072029764	0	2	3	4	6	5	6	8	9	9	12	16	0	1	2	3	3	4	3	6	5	5	10	11	1	1	1	1	1	1	1	2	2	2	2	2
17000	-65.620544135019529	-64.229123120105541	-1.391421014913993	0.000086405142335	0.000067069149945	0.776217110840127	0.586506616732591	0	2	3	4	6	5	6	7	9	7	10	16	0	1	2	3	2	4	2	6	5	7	10	11	1	1	1	1	2	1	2	1	1	1	2	3
17500	-70.942751176163682	-68.717626507071586	-2.225124669092096	0.000162626960601	0.000017912756685	0.110146291971264	0.879220097094258	-1	1	2	4	6	6	6	7	8	9	12	16	0	1	2	3	3	4	2	6	7	5	10	11	1	1	1	1	3	1	2	1	1	1	2	3
18000	-65.061053599135818	-63.578245253992748	-1.482808345143072	0.000073408852820	0.000022559362401	0.307311196590007	0.686697106930566	0	1	2	3	5	6	5	8	9	9	13	15	0	1	2	3	2	4	3	6	5	7	10	11	1	1	1	1	2	2	1	1	2	2	2	1
18500	-61.469170065958444	-59.960561379220152	-1.508608686738294	0.000154974840731	0.000044754979885	0.288788681274375	0.723124307435596	0	1	3	4	7	6	4	8	9	9	13	16	0	1	2	3	3	4	2	6	5	5	10	11	1	1	1	1	1	1	2	1	1	1	2	1
19000	-59.743817925996396	-58.203917776637326	-1.539900149359072	0.000074531722871	0.000020098976558	0.269670091921947	0.695932959528299	0	1	3	4	6	6	5	7	9	8	12	16	0	1	2	3	2	4	2	6	5	7	10	11	1	1	1	1	2	1	2	1	1	1	2	2
19500	-64.996103200761880	-63.399106698976212	-1.596996501785664	0.000106276825185	0.000025648111682	0.241333062377224	0.729363519980631	0	1	2	4	6	6	7	8	8	8	12	17	0	1	2	3	2	4	5	6	5	5	5	11	1	1	1	1	3	1	1	1	1	1	2	2
20000	-67.165539010699106	-65.770090707431677	-1.395448303267428	0.000074412260328	0.000030515049790	0.410080941712033	0.643224711813199	0	1	3	4	6	5	5	8	8	9	12	16	0	1	2	3	7	4	3	6	4	7	10	11	1	1	1	1	1	1	1	2	2	2	2	2
20500	-76.552580329432288	-74.526955286564458	-2.025625042867834	0.000286351553284	0.000038604712953	0.134815797259949	0.743357245834567	1	2	3	4	7	5	6	8	9	8	10	16	0	1	2	3	2	4	4	7	2	3	10	11	1	1	1	1	2	1	1	1	2	3	1	3
21000	-65.052326679969340	-63.655055748320216	-1.397270931649119	0.000101930945706	0.000041444169935	0.406590654566802	0.751909654113331	0	2	3	4	4	6	6	8	10	8	13	17	0	1	2	3	2	4	5	6	5	5	10	11	1	1	1	1	1	1	1	2	3	2	2	2
21500	-66.860241881332584	-65.489375640998276	-1.370866240334306	0.000093354979913	0.000044559745299	0.477315139916665	0.700242590477679	-1	1	2	3	7	6	5	8	9	8	11	16	0	1	2	3	2	4	2	6	7	7	10	11	1	1	1	1	3	2	1	1	2	2	1	2
22000	-58.935218444986752	-57.512922977748836	-1.422295467237914	0.000090174281694	0.000033148015232	0.367599437551121	0.701974083883815	0	1	3	4	6	6	6	7	9	8	12	16	0	1	2	3	2	4	2	6	7	5	10	11	1	1	1	1	2	1	2	1	2	1	1	2
22500	-63.978068580615520	-62.604681520655724	-1.373387059959797	0.000095978797748	0.000044860192236	0.467396896901824	0.696506291612716	-1	1	3	4	5	5	6	7	10	7	12	16	0	1	2	2	2	4	3	6	5	7	9	11	1	1	1	1	2	1	2	1	2	1	1	2
23000	-65.543964938890014	-63.120755069375448	-2.423209869514562	0.000151101317511	0.000013920783275	0.092128801418384	0.793245838567986	0	1	3	4	6	5	5	7	9	8	13	15	0	1	2	3	1	4	2	6	7	7	10	11	1	1	1	1	3	1	2	1	1	2	2	1
23500	-67.180434143132587	-65.185349086848291	-1.995085056284294	0.000059488832463	0.000008293225617	0.139408108611834	0.496735352588524	0	1	2	3	5	5	6	8	9	8	12	14	0	1	2	3	2	4	2	6	5	5	10	11	1	1	1	1	3	1	2	2	2	2	2	1
24000	-61.541194275125484	-60.106425232525133	-1.434769042600351	0.000069199188513	0.000024381128601	0.352332579680150	0.868632854771083	0	1	3	4	5	5	6	6	9	8	12	14	0	1	2	3	2	4	5	6	5	5	10	11	1	1	1	1	2	1	1	1	2	2	2	1
24500	-54.898307953296310	-53.189811735408455	-1.708496217887856	0.000107322147781	0.000021563578601	0.200923845140820	0.940755655014663	0	2	3	4	5	6	7	7	9	9	12	16	0	1	2	3	2	4	5	6	7	5	10	11	1	1	1	1	1	1	1	1	1	2	1	1
25000	-64.202130237200834	-62.830110379747943	-1.372019857452886	0.000141185600095	0.000066725995557	0.472611905973387	0.817773912118592	0	2	3	4	6	6	5	7	9	9	11	16	0	1	2	3	2	4	3	6	7	5	10	11	1	1	1	1	3	1	1	1	1	2	1	2
25500	-73.817570448862398	-72.027609159626763	-1.789961289235628	0.000172741095116	0.000030915755782	0.178971632435847	0.509379022706618	-1	1	3	2	6	5	6	7	7	9	12	16	0	1	2	2	2	4	6	6	2	5	9	11	1	1	1	1	2	2	1	1	2	1	3	2
26000	-63.027674863661701	-61.607621749523716	-1.420053114137989	0.000164315588079	0.000060891661525	0.370577510247213	0.880192327345984	-1	1	3	4	7	5	6	7	9	8	12	16	0	1	2	3	3	4	3	6	5	3	10	11	1	1	1	1	1	1	1	1	1	3	1	2
26500	-77.861759047735802	-76.239114297903370	-1.622644749832431	0.000051875283228	0.000073029753682	1.407794794293039	0.601424448424713	0	1	2	3	4	4	6	7	9	8	11	16	0	1	2	3	1	4	5	6	7	7	10	11	1	1	1	1	2	1	1	2	2	2	3	3
27000	-68.024475048170231	-66.088825476938041	-1.935649571232184	0.000178378733857	0.000026606248824	0.149155946163345	0.833895134295698	0	1	2	4	6	4	6	7	10	9	12	17	0	1	2	3	6	3	6	6	7	5	9	11	1	1	1	1	1	2	1	1	2	1	1	2
27500	-64.061375911962642	-62.296136180192846	-1.765239731769797	0.000103525432958	0.000019166046935	0.185133704706326	0.635315701505927	-1	1	3	4	6	5	6	6	9	8	12	16	0	1	2	3	4	4	3	6	7	7	10	11	1	1	1	1	1	1	1	1	2	1	3	2
28000	-69.643041399676846	-67.913010537140835	-1.730030862536009	0.000167951342048	0.000032689323673	0.194635680040749	0.476433644965277	0	2	3	4	5	5	6	7	10	9	12	16	0	1	2	2	2	4	5	6	5	7	10	11	1	1	1	1	2	1	1	2	2	1	2	2
28500	-60.872489530879953	-59.213854003713479	-1.658635527166474	0.000139685713272	0.000030331911670	0.217143979579503	0.776383501893087	1	2	3	4	4	6	6	7	9	8	12	17	0	1	2	3	3	4	5	6	7	7	10	11	1	1	1	1	1	1	1	1	2	1	2	2
29000	-62.034657051081744	-60.156384443747712	-1.878272607334033	0.000181921026230	0.000029062796341	0.159755015364862	0.815731477171722	-1	1	2	4	4	6	6	7	9	8	11	16	0	1	2	3	3	4	5	6	7	5	10	11	1	1	1	1	1	1	1	1	1	2	2	2
29500	-61.338802076567255	-59.954222569650248	-1.384579506917007	0.000141280722012	0.000061303224734	0.433910754851720	0.883843103909740	0	2	3	4	7	5	5	7	10	7	12	15	0	1	2	3	7	4	2	4	5	7	10	11	1	1	1	1	1	1	1	1	1	1	2	1
30000	-63.565750581469409	-61.907634029494552	-1.658116551974859	0.000137053479699	0.000029785375244	0.217326661892847	0.923729846543805	0	2	3	4	5	6	7	7	10	9	13	16	0	1	2	3	3	4	5	6	5	5	9	11	1	1	1	1	1	1	1	1	2	2	2	1
30500	-75.286665817886885	-73.854852302668462	-1.431813515218421	0.000092671192791	0.000032969509379	0.355768695603192	0.669938486080188	0	2	3	4	6	6	4	8	7	6	10	16	0	1	2	3	7	4	3	6	7	7	5	11	1	1	1	1	1	1	1	1	1	1	1	4
31000	-63.859730547012369	-61.917524165802227	-1.942206381210141	0.000104776919321	0.000015509430388	0.148023347967102	0.802266327954952	0	1	2	3	6	5	6	7	8	8	12	15	0	1	2	3	2	4	3	6	7	2	10	11	1	1	1	1	2	1	2	1	1	4	1	1
31500	-61.205253539312068	-59.649920131105169	-1.555333408206900	0.000125758712458	0.000032859441995	0.261289586640717	0.755396589216599	0	1	3	4	3	6	6	8	9	8	11	16	0	1	2	3	2	4	5	6	7	7	10	11	1	1	1	1	1	1	1	1	2	1	2	2
32000	-67.318311616768312	-65.860094517922221	-1.458217098846087	0.000093726244237	0.000030760111483	0.328191017713702	0.567383979157453	-1	2	3	4	6	6	3	7	9	8	12	16	0	1	2	3	2	4	2	6	5	7	10	11	1	2	1	1	2	1	1	1	2	2	2	2
32500	-60.127092571621930	-58.590932594598662	-1.536159977023270	0.000106968839437	0.000029073733096	0.271796284310284	0.799587546599783	-1	1	3	4	5	5	6	7	9	7	13	16	0	1	2	3	3	4	5	6	7	7	10	11	1	1	1	1	1	1	1	1	2	1	2	2
33000	-62.849774572887611	-61.285595934993879	-1.564178637893735	0.000112738541352	0.000028945511879	0.256749036592222	0.865279036673526	-1	1	3	4	7	6	5	8	9	8	11	16	0	1	2	3	7	4	2	6	5	5	10	11	1	1	1	1	2	1	1	1	1	1	2	2
33500	-62.578399350860899	-61.173335498076945	-1.405063852783957	0.000060225660076	0.000023660648176	0.392866564621892	0.632017290622542	0	1	2	3	5	5	6	7	10	8	13	15	0	1	2	3	2	4	5	6	5	7	10	11	1	1	1	1	2	1	1	1	2	1	2	1
34000	-72.441113152564895	-71.043555266644304	-1.397557885920589	0.000078996468757	0.000063160405165	0.799534538175017	0.650528932265272	0	1	2	3	6	6	7	7	10	8	13	15	0	1	2	3	2	4	2	6	7	5	10	11	1	1	1	1	2	1	2	1	2	1	4	1
34500	-71.546351828450497	-69.594360526029561	-1.951991302420940	0.000126625655167	0.000018533025386	0.146360746260322	0.687913760277989	-1	1	3	4	4	5	6	7	8	8	12	17	0	1	2	3	2	4	5	6	2	2	10	10	1	1	1	1	2	1	1	1	2	3	2	4
35000	-62.470829678279095	-60.680731717926463	-1.790097960352630	0.000119082606255	0.000021308478951	0.178938634459420	0.789621662217256	0	2	3	4	5	5	6	8	8	8	12	14	0	1	2	3	2	4	5	6	7	5	10	11	1	1	1	1	1	1	1	1	2	2	2	1
35500	-66.190664549975125	-64.774595145549341	-1.416069404425788	0.000100044489360	0.000037624047667	0.376073164128151	0.610521532161576	1	2	3	4	5	6	7	7	8	9	13	17	0	1	2	3	2	4	5	6	2	7	10	11	1	1	1	1	2	1	1	1	3	1	2	2
36000	-65.090345026745055	-63.719092275524879	-1.371252751220179	0.000078469713501	0.000053552866892	0.682465431592457	0.637840174150466	0	1	2	3	4	5	7	7	10	8	12	16	0	1	2	3	2	4	5	6	7	7	10	11	1	1	1	1	2	1	2	1	2	1	2	2
36500	-72.300681466256989	-70.325823767876997	-1.974857698379995	0.000190979416813	0.000027233484035	0.142599053286495	0.886790994640438	-2	1	2	3	6	6	4	8	9	8	13	16	0	1	2	3	7	4	2	6	5	7	10	11	1	1	1	1	1	1	1	1	3	2	2	1
37000	-65.600512310368558	-63.907190939022577	-1.693321371345984	0.000191261013093	0.000039323068278	0.205598975150092	0.676469591051505	1	2	3	4	6	5	5	7	9	9	13	16	0	1	2	3	7	4	2	6	7	7	9	10	1	1	1	1	1	1	1	1	2	2	2	3
37500	-64.951892777066604	-63.588063013906876	-1.363829763159731	0.000096272813258	0.000049794216877	0.517219921092066	0.909317094587021	0	1	3	4	4	5	6	7	8	8	12	15	0	1	2	3	2	4	5	6	7	7	10	11	1	1	2	1	1	1	1	2	1	1	2	1
38000	-66.644543458526826	-64.784023208136276	-1.860520250390546	0.000114056222302	0.000018626426620	0.163309166688059	0.709039113641768	0	1	3	4	7	6	5	8	10	9	12	16	0	1	2	3	2	4	2	6	7	5	10	11	1	1	1	1	2	1	2	2	3	1	2	2
38500	-55.031103343809392	-53.011321692663344	-2.019781651146048	0.000153804404013	0.000020867320878	0.135674404199951	0.833198747479266	0	1	3	4	5	6	7	7	9	8	12	16	0	1	2	3	3	4	5	6	7	7	10	11	1	1	1	1	1	1	1	1	1	1	2	2
39000	-65.256769314764412	-63.895278830700207	-1.361490484064212	0.000059322158310	0.000035369241521	0.596223106653539	0.813230411247019	0	1	3	4	6	5	6	7	9	8	13	17	0	1	2	3	2	4	1	6	7	5	10	11	1	1	1	1	2	1	3	1	2	1	2	2
39500	-58.565917661423917	-56.592070422826346	-1.973847238597569	0.000172173831231	0.000024579836488	0.142761744408417	0.819503107184473	0	1	3	4	5	5	6	7	9	8	10	15	0	1	2	3	2	4	4	6	7	7	10	11	1	1	1	1	2	1	1	1	1	1	1	2
40000	-59.901237331176702	-58.424157594836259	-1.477079736340446	0.000133801185761	0.000041726354213	0.311853396329352	0.808257333406536	0	2	3	4	6	5	6	8	8	8	12	16	0	1	2	3	4	4	2	6	5	5	10	11	1	1	1	1	1	1	2	2	1	1	2	2
40500	-61.316689934300719	-59.094017622828432	-2.222672311472285	0.000123881602862	0.000013676973470	0.110403588219971	0.750440120976899	0	2	3	4	6	6	6	7	10	8	13	16	0	1	2	3	2	4	2	6	7	5	9	11	1	1	1	1	2	1	2	1	2	1	1	2
41000	-61.460047427201722	-60.010168414384026	-1.449879012817699	0.000117517170562	0.000039510634263	0.336211585708134	0.956951027982305	1	2	3	4	6	6	5	8	10	8	12	14	0	1	2	3	7	4	2	6	7	5	10	11	1	1	1	1	1	1	1	1	2	1	2	1
41500	-72.891048391119199	-71.069533488303989	-1.821514902815216	0.000086490410186	0.000014845341806	0.171641477638588	0.668973589685883	-1	2	3	4	7	6	6	8	9	8	12	17	0	1	2	3	3	4	2	6	7	5	10	11	1	1	1	1	1	1	2	2	2	1	3	3
42000	-69.683406149222108	-68.321209263986248	-1.362196885235863	0.000063079937730	0.000033669614721	0.533761064654076	0.531743399893873	-1	0	2	3	6	5	5	7	9	8	13	17	0	1	2	3	2	4	2	6	5	7	5	11	1	1	1	1	3	1	2	1	1	2	4	2
42500	-60.031844192781250	-58.358280612845007	-1.673563579936244	0.000093291793201	0.000019779665502	0.212019351580828	0.849037254256395	0	2	4	3	6	5	7	8	10	8	12	16	0	1	2	2	3	4	5	6	7	5	10	11	1	1	1	1	1	1	1	2	2	1	2	2
43000	-61.825150469750604	-60.319935984046282	-1.505214485704318	0.000134249188437	0.000039075168258	0.291064465366384	0.868967903012914	0	1	3	4	4	6	6	7	9	8	11	16	0	1	2	3	2	4	5	6	5	7	10	11	1	1	1	1	1	1	1	1	2	1	2	1
43500	-64.335708722672408	-62.934397115546645	-1.401311607125759	0.000068360496755	0.000055587669918	0.813154856328122	0.848896454132680	0	1	2	3	6	6	7	5	9	8	12	16	0	1	2	3	3	8	5	4	7	5	10	11	1	1	1	1	2	1	1	1	1	1	2	2
44000	-63.648591572522939	-62.080606803005594	-1.567984769517344	0.000200135008534	0.000051004313884	0.254849535107742	0.750424902485879	0	1	3	2	6	5	5	8	9	7	11	15	0	1	2	2	7	4	3	6	5	7	10	11	1	1	1	1	1	1	1	1	1	1	2	2
44500	-72.675649695735501	-71.293874475489787	-1.381775220245714	0.000124254530669	0.000054817277711	0.441169246836388	0.816865546331009	-1	1	2	4	7	5	3	8	9	9	11	15	0	1	2	3	7	4	2	6	5	7	9	11	1	1	1	1	1	1	1	2	2	2	1	2
45000	-58.741948927696470	-56.826838030270949	-1.915110897425519	0.000105537447862	0.000016126518933	0.152803760746104	0.808051791471394	0	1	3	4	6	5	3	7	9	8	12	16	0	1	2	3	7	4	2	6	5	5	10	11	1	1	1	1	2	1	1	1	1	1	2	2
45500	-65.889277706882709	-64.019797928017155	-1.869479778865551	0.000066603773056	0.000010756367984	0.161497877524931	0.794008170986003	0	1	4	3	6	5	6	8	9	9	12	16	0	1	2	2	2	4	3	6	5	7	10	11	1	1	1	1	3	1	1	1	2	2	2	2
46000	-61.988348115663300	-60.623289958756644	-1.365058156906655	0.000088839419319	0.000045123854405	0.507926039484609	0.881233112511787	1	2	4	4	6	5	7	7	9	8	13	15	0	1	2	2	3	4	2	6	7	5	10	11	1	1	1	1	1	1	2	1	1	2	2	1
46500	-67.433006246385347	-66.052333075295095	-1.380673171090247	0.000072112454913	0.000052706120357	0.730887894760202	0.690290100221047	0	2	3	3	7	5	7	7	8	9	12	14	0	1	2	2	2	4	2	6	5	7	5	11	1	1	1	1	2	1	2	1	1	1	3	1
47000	-61.588184385418010	-60.226263835787449	-1.361920549630562	0.000111570625975	0.000067388864440	0.604001849511699	0.753398845585279	-1	1	3	4	5	5	7	8	9	9	12	16	0	1	2	3	2	4	2	6	7	7	10	11	1	1	1	1	2	1	2	1	1	1	1	2
47500	-62.517415115675256	-60.932468326985600	-1.584946788689655	0.000089818755942	0.000022162897406	0.246751329093936	0.676760533062736	0	2	3	4	7	6	7	7	8	8	13	16	0	1	2	3	2	4	2	6	5	7	10	11	1	1	1	1	2	1	3	1	1	1	2	1
48000	-80.494039774781470	-78.863658560569078	-1.630381214212391	0.000097488179292	0.000022185518262	0.227571367353858	0.403444788296187	0	1	3	4	6	6	7	8	10	7	13	17	0	1	2	2	1	4	5	6	7	2	10	11	1	1	2	2	3	1	1	1	3	2	2	3
48500	-61.600570927469143	-60.152236861830239	-1.448334065638903	0.000106859764553	0.000036092999502	0.337760425106193	0.714904008072729	-1	1	2	3	5	5	7	7	10	8	13	16	0	1	2	3	2	4	5	6	7	5	10	11	1	1	1	1	2	1	1	1	2	1	2	2
49000	-65.315723880149861	-63.948964436260340	-1.366759443889525	0.000073725736669	0.000036662437351	0.497281397339887	0.734944920490043	0	1	2	3	7	5	6	7	8	9	12	17	0	1	2	3	2	4	2	6	7	7	10	11	1	1	1	1	2	1	2	1	1	1	2	1
49500	-62.064347781494206	-60.638965149189310	-1.425382632304895	0.000092102309844	0.000033490673979	0.363624691237346	0.701581112873837	0	1	3	4	4	5	6	8	10	8	13	15	0	1	2	3	2	4	5	6	7	7	10	11	1	1	1	1	1	1	1	2	1	1	2	1
