step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24
15000	-180.927789110341820	-179.326248826329675	-1.601540284012136	0.000406245927430	0.000097237505767	0.239356259844298	0.619973436490621	3	6	5	6	9	8	9	9	12	10	12	11	9	13	14	14	12	15	13	18	22	23	23	24	0	1	1	3	4	2	4	4	2	4	6	13	4	0	9	8	6	11	12	15	9	16	0	21	1	1	1	1	2	1	1	1	3	2	2	1	1	1	1	2	2	2	1	3	6	3	1	1
15500	-200.074388609954269	-198.506454568427074	-1.567934041527207	0.000267883261449	0.000068276650921	0.254874644096192	0.467298567301794	3	5	4	6	8	9	7	9	12	9	12	10	11	13	13	14	14	15	12	17	19	23	23	23	0	1	1	3	1	3	2	4	8	4	6	5	2	0	11	7	15	11	8	16	13	21	0	16	1	1	1	1	2	2	1	2	1	1	2	1	3	1	1	3	1	2	2	3	2	2	1	4
16000	-203.779529692483464	-202.091185731527503	-1.688343960955960	0.000517934209042	0.000107305403058	0.207179601548749	0.687038892420557	4	6	5	6	8	8	8	7	11	11	12	12	9	14	13	13	11	15	12	16	22	23	23	25	0	1	1	3	1	3	4	1	6	6	17	9	2	0	19	10	13	17	17	5	12	12	0	21	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	3	1	4	4	5	1	1
16500	-205.406620198898167	-203.827611021696214	-1.579009177201951	0.000471284687016	0.000117595228496	0.249520580099732	0.465285532537907	3	5	5	6	8	8	7	9	12	10	12	10	11	14	13	14	12	14	14	16	21	23	22	25	0	1	1	1	4	7	1	7	5	4	2	7	12	0	10	3	2	10	3	9	6	20	0	22	1	1	1	2	1	1	1	1	2	2	2	1	1	1	3	5	2	2	3	2	6	5	1	1
17000	-182.088312559369371	-180.563451689350643	-1.524860870018731	0.000368678011677	0.000102664848891	0.278467512677899	0.625640357489553	3	5	4	6	7	9	8	10	9	9	12	10	12	13	13	15	10	13	11	17	21	24	23	24	0	1	1	1	4	4	1	5	5	4	17	5	9	0	7	2	7	11	9	15	12	20	0	21	1	1	1	1	1	1	3	2	1	1	1	1	2	1	2	4	1	1	1	2	5	3	1	1
17500	-192.498863197467131	-190.916503685389898	-1.582359512077239	0.000309936321082	0.000076848602654	0.247949651031023	0.516682301131097	4	6	5	6	8	8	8	10	11	10	11	11	12	13	13	15	12	15	14	17	19	23	23	24	0	1	1	1	1	4	2	4	5	4	6	7	9	0	3	1	6	17	13	17	12	16	0	21	1	1	1	1	2	1	1	2	1	1	2	1	1	1	5	5	3	2	1	3	5	3	1	4
18000	-208.272278443660014	-206.534364700796260	-1.737913742863761	0.000780301020301	0.000150151916333	0.192428194282435	0.563974316982204	3	5	5	6	7	9	7	9	11	10	12	12	12	12	13	14	11	13	13	16	20	23	21	26	0	1	1	1	4	7	2	3	2	4	10	6	5	0	12	13	10	17	17	12	12	12	0	9	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	4	4	1	9
18500	-199.415509960480449	-197.733736612180962	-1.681773348299482	0.000460515455082	0.000096387523785	0.209303559135071	0.489825893316997	3	5	4	7	8	8	7	10	11	10	13	11	12	14	13	13	14	13	10	17	21	23	23	25	0	1	1	3	1	2	2	1	1	1	1	7	2	0	7	2	9	4	4	15	15	9	0	16	1	1	1	1	3	1	2	3	4	4	5	1	3	1	3	4	2	3	1	2	4	6	1	7
19000	-194.804786254334488	-193.415340736572460	-1.389445517762032	0.000291742709058	0.000123266115770	0.422516525496196	0.398990350433614	3	5	5	6	8	9	9	10	10	11	12	11	12	14	14	15	13	13	13	18	20	24	22	26	0	1	1	2	4	1	2	6	7	7	4	4	5	0	3	18	3	4	9	15	15	20	0	15	1	1	1	1	1	2	2	1	1	1	3	3	2	1	4	1	4	3	2	2	3	4	1	5
19500	-257.836580570635249	-256.300127415962834	-1.536453154672391	0.000352129712761	0.000095648359915	0.271628199634974	0.484807361795755	2	6	4	6	8	7	8	9	10	8	10	12	9	14	12	13	12	13	14	18	20	24	23	25	0	1	1	1	1	4	1	10	1	1	13	10	3	0	7	4	13	2	12	3	15	15	0	9	1	3	2	2	2	1	3	1	4	3	1	2	3	1	1	4	2	2	1	5	4	5	1	11
20000	-203.849706166685195	-202.355703631721212	-1.494002534963983	0.000388697166664	0.000116186623474	0.298912967312955	0.433837371457036	2	5	4	6	8	9	8	10	11	9	12	11	12	12	13	14	13	12	14	17	20	23	23	23	0	3	1	3	4	7	2	7	5	1	1	7	8	0	4	8	6	4	7	1	11	15	0	11	1	1	1	1	1	1	2	1	2	3	4	2	1	1	4	3	1	4	2	7	4	5	1	3
20500	-194.524797596108954	-192.658913726380661	-1.865883869728286	0.000382700497195	0.000062081859602	0.162220483268603	0.354051477406606	3	5	4	7	9	8	9	8	12	10	11	10	12	13	14	13	14	12	13	18	21	24	22	25	0	1	1	1	4	4	4	2	2	4	10	6	4	0	13	2	11	11	8	16	10	10	0	16	1	1	1	2	1	1	1	1	3	2	1	1	3	1	1	4	2	1	4	3	4	7	1	6
21000	-237.794571602995291	-236.261800509330783	-1.532771093664507	0.000347858063582	0.000095228628448	0.273757139527424	0.394474068987872	2	5	4	6	8	7	6	9	10	10	11	8	11	13	13	15	13	13	13	17	20	21	23	26	0	1	1	3	4	3	2	5	5	12	4	4	9	0	6	9	3	6	8	17	16	20	0	12	1	2	1	1	1	1	1	1	1	1	3	1	1	1	3	3	5	2	3	3	3	2	1	12
21500	-213.608902153747778	-212.177666007904747	-1.431236145843037	0.000350131740083	0.000124805232081	0.356452208677880	0.327089608206915	2	4	4	7	7	7	7	9	10	11	13	12	10	13	12	13	14	14	12	17	21	23	22	25	0	1	1	2	1	1	2	6	6	1	4	8	4	0	10	19	15	2	2	4	16	19	0	21	1	1	1	2	2	3	1	1	2	5	3	1	1	1	1	1	1	5	4	5	4	5	1	3
22000	-194.393245113524728	-192.834877757150508	-1.558367356374207	0.000482732513071	0.000125371299468	0.259711736982932	0.596299635776464	3	5	4	6	8	9	7	8	9	9	13	11	13	12	12	14	13	15	14	17	21	22	22	24	0	1	1	3	1	8	3	1	8	4	6	9	15	0	10	13	10	15	5	16	12	9	0	22	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	2	1	4	1	5	5	1	1
22500	-198.235236880027145	-196.647733361280075	-1.587503518747057	0.000312195984625	0.000076668956244	0.245579571871225	0.468105726246057	3	6	5	6	8	8	8	10	10	10	12	12	12	13	13	14	14	13	12	16	21	21	22	25	0	1	1	3	1	1	1	5	1	1	3	4	6	0	12	2	9	10	10	17	2	12	0	21	1	3	1	1	2	3	4	1	3	3	4	2	2	1	1	3	2	2	1	1	8	2	1	3
23000	-191.444358421589016	-189.935185664162844	-1.509172757426157	0.000399460092221	0.000115210176127	0.288414733713054	0.669047682239735	4	5	5	7	7	8	9	8	8	10	12	10	13	13	14	14	13	15	13	16	21	23	22	26	0	1	1	3	3	2	2	4	4	7	12	3	12	0	6	8	8	6	1	15	13	20	0	21	1	1	1	1	1	1	2	1	1	1	1	2	2	1	3	4	2	3	6	1	5	3	1	3
23500	-242.530844218190225	-240.875092291913660	-1.655751926276552	0.000542267379821	0.000118302681456	0.218163005666043	0.431839774912887	3	5	5	6	9	9	9	9	12	10	12	11	11	14	13	14	11	14	13	14	19	23	22	25	0	1	1	1	1	4	1	4	7	3	17	5	8	0	17	13	7	17	12	4	2	4	0	16	1	1	1	2	3	2	2	1	2	3	1	1	1	1	1	1	1	2	1	3	6	10	1	6
24000	-184.983503520066790	-183.458341952882506	-1.525161567184285	0.000374815210179	0.000104305418547	0.278284914044822	0.518822345188569	3	4	5	6	8	9	8	10	10	11	13	9	13	13	11	14	14	14	13	18	18	23	21	25	0	1	1	3	4	1	2	7	7	12	3	4	9	0	7	2	15	15	9	11	13	16	0	22	1	1	1	1	1	3	2	1	1	1	3	1	2	1	1	4	2	2	2	3	2	5	1	1
24500	-209.763389390807106	-208.178890793274832	-1.584498597532285	0.000363961920990	0.000089883308497	0.246958001135045	0.557323010537761	2	4	4	7	8	8	6	7	10	10	12	11	12	13	14	14	14	14	13	17	20	23	22	23	0	1	1	7	7	8	2	1	1	8	9	7	4	0	4	5	11	11	5	16	19	9	0	15	1	1	1	1	1	1	1	1	5	1	1	4	2	1	4	3	1	1	4	2	3	8	1	2
25000	-202.190564093573158	-200.581024334554115	-1.609539759019040	0.000419111945716	0.000098893357406	0.235959290631570	0.688959574590421	3	6	5	6	8	8	8	9	11	10	12	8	13	13	13	14	13	14	12	18	19	23	23	24	0	1	1	1	4	4	2	7	5	4	6	1	9	0	2	11	6	2	5	17	18	17	0	22	1	1	1	2	1	1	1	1	2	2	2	2	1	1	3	1	3	3	2	2	2	4	1	1
25500	-189.632758930808905	-188.081471950047131	-1.551286980761775	0.000309250258845	0.000081465305109	0.263428413652605	0.468337899383071	3	5	5	6	9	8	8	9	10	11	12	10	12	13	14	14	13	14	14	17	22	23	22	25	0	1	1	2	4	4	1	1	1	5	7	4	2	0	3	8	10	11	10	15	16	4	0	22	1	1	1	1	1	1	3	3	4	1	2	2	2	1	5	3	1	2	3	1	3	10	1	2
26000	-187.252494818872236	-185.446195141932890	-1.806299676939346	0.000396792340917	0.000069480492905	0.175105428557663	0.671008314899917	2	6	4	6	8	8	9	10	12	10	11	11	12	13	13	15	13	14	13	17	19	22	23	25	0	1	1	3	4	2	1	5	8	4	2	7	10	0	11	4	11	11	13	8	2	16	0	21	1	2	1	1	1	1	3	1	1	2	2	1	1	1	1	4	1	2	1	3	7	2	1	2
26500	-194.239305565981994	-192.694916215040053	-1.544389350941951	0.000446502455131	0.000119291512787	0.267168772346744	0.691638268220299	3	5	5	7	8	9	8	9	11	11	12	10	11	13	13	13	14	14	14	18	20	20	21	25	0	1	1	3	4	1	2	5	5	5	9	4	6	0	11	12	11	4	13	16	12	20	0	21	1	1	1	1	1	4	1	1	2	1	1	1	1	1	1	1	1	2	1	2	4	2	1	2
27000	-197.296571314110707	-195.672579769662519	-1.623991544448194	0.000403644761111	0.000092868747351	0.230075443306072	0.684748885596889	3	5	4	6	7	8	8	9	11	10	13	12	13	13	13	13	13	14	13	15	21	23	21	23	0	1	1	3	2	3	2	6	4	5	6	10	12	0	9	7	6	6	6	11	20	20	0	21	1	1	1	1	1	2	2	1	3	1	2	1	1	1	1	2	2	2	2	1	3	5	1	1
27500	-189.861524696890882	-188.269983233952189	-1.591541462938683	0.000516462077850	0.000125889460130	0.243753540732933	0.550630611444860	2	4	4	6	9	8	9	8	11	10	12	11	10	13	13	15	13	15	12	17	21	24	22	26	0	1	1	3	4	2	6	4	13	4	5	8	6	0	10	15	12	12	7	5	16	11	0	20	1	2	1	1	2	3	1	1	1	2	2	1	1	1	1	1	1	2	1	5	3	7	1	5
28000	-207.785081325964455	-206.041347322897650	-1.743734003066798	0.000427752828901	0.000081627628798	0.190828963089699	0.624381647816727	2	5	4	6	7	8	6	9	10	10	13	12	13	13	12	15	13	14	12	17	22	22	22	23	0	1	1	2	4	7	2	2	7	5	9	9	12	0	10	7	9	6	10	8	12	20	0	16	1	1	1	1	1	1	1	1	3	2	1	2	1	1	1	3	2	2	1	4	4	2	1	3
28500	-188.220388766861788	-186.426351052585119	-1.794037714276665	0.000466889210009	0.000083102667708	0.177992264389016	0.484593656101021	2	6	4	7	9	9	9	8	11	11	12	11	13	13	12	14	14	13	13	17	22	24	22	23	0	1	1	3	4	2	1	4	8	4	10	6	5	0	7	7	13	6	8	16	16	19	0	21	1	2	1	1	1	2	3	1	2	2	1	1	2	1	2	2	1	3	3	2	4	4	1	1
29000	-188.577527242851204	-187.003179706534382	-1.574347536316833	0.000625930082448	0.000157573758311	0.251743385929507	0.726012508251259	2	5	4	6	9	9	7	10	11	11	13	9	11	13	13	13	13	14	12	17	21	23	22	24	0	1	1	3	4	7	2	2	12	12	8	7	5	0	12	10	8	6	12	16	16	20	0	21	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	3	3	2	1	2
29500	-182.587035275673685	-180.602912991615710	-1.984122284057975	0.000555874236782	0.000078446158784	0.141122134456005	0.358092865905172	4	6	5	6	8	9	8	10	11	8	12	11	13	13	13	13	12	14	12	17	21	23	22	26	0	1	1	3	4	7	2	7	5	2	6	8	19	0	6	9	7	6	12	4	16	4	0	20	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	1	2	2	1	6	4	8	1	5
30000	-191.488974391961989	-189.853133486308366	-1.635840905653623	0.000633809894044	0.000142909187920	0.225476423234949	0.591534459956097	3	5	5	6	7	9	7	9	9	10	11	11	11	14	13	15	13	14	12	16	18	23	23	24	0	1	1	3	2	7	2	5	5	9	6	8	10	0	6	6	11	11	13	10	18	10	0	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	2	1	6	1	4
30500	-228.425278502563799	-226.940605698176597	-1.484672804387208	0.000650137871269	0.000198857681667	0.305870016890948	0.557559822434601	3	6	4	6	9	8	7	9	11	10	11	11	12	13	12	14	13	15	11	17	22	22	22	25	0	3	1	3	7	7	2	1	8	7	5	4	10	0	12	11	12	11	2	16	16	9	0	5	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	3	3	3	5	1	9
31000	-192.883981682029059	-191.337022908411029	-1.546958773618023	0.000353226423544	0.000093873876707	0.265761195793699	0.731791015898477	3	6	4	4	8	9	8	10	10	11	12	11	13	11	10	15	14	14	13	17	22	23	21	24	0	4	1	1	1	2	2	4	2	15	6	7	12	0	3	19	11	11	12	16	16	20	0	21	1	1	1	1	2	1	1	2	3	1	1	2	1	1	4	1	1	1	1	2	4	2	1	1
