step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34
6000	-154.583990859682245	-161.439478810641617	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.747343075562764	0	2	5	4	3	5	2	4	6	6	5	9	8	7	8	9	7	9	7	8	10	10	8	9	12	9	14	11	12	11	12	12	13	16	0	1	5	2	7	5	1	5	4	8	8	8	6	10	11	10	11	15	0	3	13	12	10	17	19	19	16	12	12	23	26	28	30	32	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	1	1	1	1	2	1	3	1	2	2	1	1	1	2
6500	-155.670864194272895	-162.526352145232266	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.862638767711990	1	2	6	3	3	5	4	4	5	6	5	10	7	8	7	9	8	9	8	8	9	10	9	10	10	10	13	11	12	12	12	12	14	15	0	1	5	2	1	8	5	5	4	7	5	21	6	10	11	10	11	15	0	8	13	13	10	17	19	19	16	21	22	23	26	28	27	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2
7000	-156.723431546223139	-163.578919497182511	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.849997308468536	1	2	6	3	3	5	4	5	6	6	5	9	7	8	8	9	7	9	8	8	7	9	8	9	10	9	13	10	11	12	12	9	15	16	0	1	5	2	1	5	5	5	4	7	5	21	6	10	11	10	11	15	0	5	6	13	10	17	19	19	16	32	22	23	26	21	23	28	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	4	2
7500	-168.940898001967838	-175.796385952927210	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.801341882909651	0	2	5	3	3	5	5	4	5	6	4	9	8	8	7	9	7	9	7	7	9	11	9	9	11	9	13	11	11	11	11	12	15	15	0	1	11	2	1	5	8	5	2	5	5	6	20	10	5	7	6	15	0	3	6	21	10	17	26	19	23	21	21	23	19	28	23	32	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	2	1	1	1	1	2	2	1	1	1	2	1	2	1
8000	-143.129543350613773	-149.985031301573144	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.869562932707894	1	2	5	4	3	5	4	4	5	6	6	9	7	7	8	8	8	9	8	9	7	10	8	10	10	10	13	10	11	10	12	12	14	16	0	1	5	2	1	8	5	5	4	7	3	21	6	10	11	10	11	15	0	21	6	13	10	17	19	19	23	21	22	23	26	12	23	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2
8500	-167.157416913976220	-174.012904864935592	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.772721955716599	0	1	5	3	2	5	4	3	6	6	6	9	7	8	8	8	7	7	8	6	8	10	8	10	11	10	11	11	10	11	12	11	14	15	0	1	5	2	1	8	5	5	2	7	3	6	7	10	18	10	11	11	0	5	6	13	10	20	19	19	10	21	20	23	26	21	23	28	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	2	2	1	1	2	2
9000	-173.283702857966261	-180.139190808925633	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693231899695730	0	2	5	1	2	5	5	4	7	6	5	10	6	7	8	9	6	9	8	7	8	10	8	9	11	10	12	10	10	10	11	12	13	16	0	4	8	1	1	8	5	5	2	5	5	21	6	10	11	10	11	15	0	3	6	13	10	11	19	19	30	21	13	23	26	28	30	28	1	1	1	1	1	1	2	1	3	2	2	1	1	1	2	2	1	1	1	1	2	2	1	2	2	1	2	1	2	1	1	2	1	3
9500	-139.122607907986634	-145.978095858946006	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.877202569377331	0	2	5	4	3	6	4	4	6	6	5	10	8	7	7	8	7	8	7	8	8	10	8	10	11	9	13	12	11	10	11	11	12	16	0	1	5	2	1	8	5	5	4	7	5	21	6	10	11	10	11	15	0	8	6	20	10	17	19	19	30	32	22	23	26	21	30	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	2
10000	-152.987431776352395	-159.842919727311767	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754459914515047	0	2	6	4	2	6	4	4	6	6	5	8	8	7	7	9	7	9	8	8	10	9	8	9	11	9	12	11	11	11	11	12	15	16	0	1	5	2	1	5	5	5	4	7	8	3	6	6	11	10	11	15	0	11	12	3	10	17	19	19	16	3	22	23	26	28	30	28	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2
10500	-159.713830583489539	-166.569318534448911	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.760773908256557	0	2	6	5	2	6	5	4	6	6	5	10	8	8	7	9	7	8	8	8	9	11	8	9	12	9	14	10	12	12	12	12	14	15	0	1	8	2	1	5	5	5	2	7	8	20	6	10	11	10	11	15	0	11	6	6	10	11	19	19	16	21	22	23	26	28	30	21	1	1	1	2	1	2	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	1	1	2	1	1	1	4
11000	-165.217710628307287	-172.073198579266659	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664670044137509	0	2	5	4	2	5	5	4	6	5	4	7	8	7	8	8	7	9	8	7	10	9	8	8	11	9	14	12	11	11	11	11	14	16	0	1	5	2	1	8	5	5	2	5	5	7	6	7	11	10	7	15	0	6	12	6	10	17	19	19	30	32	22	23	26	13	30	28	1	1	2	1	1	1	2	1	3	1	1	1	2	1	2	2	1	1	1	1	2	2	2	1	2	1	2	1	1	2	1	1	2	2
11500	-165.048845933697123	-171.904333884656495	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.785891296818621	1	3	5	2	3	6	5	5	4	6	5	9	8	8	8	9	7	9	7	8	9	10	8	8	11	9	13	10	11	10	11	12	14	15	0	4	5	1	1	8	5	5	4	7	5	6	6	10	11	10	11	15	0	8	20	11	10	11	19	19	16	20	12	23	26	28	30	32	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	1	3	1	2	2	1	2	1	1	1	1	1	2	2
12000	-171.422157935449832	-178.277645886409204	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768973992849504	1	2	6	3	3	6	4	4	7	6	5	9	8	8	6	9	7	8	7	7	8	10	8	8	11	9	14	12	12	12	11	12	14	16	0	1	8	2	1	8	5	5	2	7	7	21	6	10	11	10	11	15	0	6	6	13	10	17	19	19	29	12	22	23	26	13	23	32	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2
12500	-160.912644475712824	-167.768132426672196	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.767111223255438	0	3	4	5	2	4	5	5	6	6	4	8	7	7	9	9	7	7	8	8	9	10	9	9	11	9	12	10	11	12	12	11	13	15	0	1	5	2	1	5	5	11	4	8	5	3	6	7	18	20	3	8	0	8	12	20	10	17	19	19	10	12	22	23	26	28	30	32	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	2
13000	-169.119220778839093	-175.974708729798465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.674716109833920	1	2	6	4	3	5	4	4	6	6	5	8	8	8	8	8	7	8	8	5	10	10	8	10	10	9	13	10	12	11	10	11	15	17	0	1	5	2	1	8	5	5	2	7	5	6	6	10	3	10	3	8	0	8	12	13	10	20	19	19	30	12	22	23	26	28	30	28	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	3	1	1	1	1	2	2	1	1	2	3
13500	-152.511808491168694	-159.367296442128065	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.863412843329297	1	3	5	5	3	5	4	2	6	5	5	8	7	7	7	8	7	9	8	7	10	9	8	9	10	9	12	12	11	12	10	12	14	16	0	1	8	2	8	8	8	1	4	7	8	6	3	3	3	10	11	15	0	5	20	13	10	17	19	19	10	21	22	23	19	21	30	32	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	3
14000	-166.562145446784285	-173.417633397743657	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638399497698910	0	3	5	2	3	5	5	4	7	6	5	7	7	8	8	8	7	7	6	8	9	10	8	9	11	8	13	10	11	11	12	12	14	14	0	1	5	1	1	8	5	5	2	7	8	6	6	10	18	10	11	11	0	8	12	13	10	17	19	19	16	6	20	23	25	28	30	32	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	3	2	2	2	1	1	2	1
14500	-148.431646798199637	-155.287134749159009	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.822218590580010	0	2	4	4	3	5	4	5	5	6	5	9	7	8	8	8	7	7	7	8	8	9	8	10	9	10	12	12	11	11	11	11	15	15	0	1	5	2	1	3	5	3	4	7	5	21	6	10	18	10	11	11	0	5	6	13	10	17	19	19	16	32	22	23	26	12	23	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	3	1
15000	-143.055702555852321	-149.911190506811693	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.863529228680806	0	2	6	4	3	6	4	5	6	6	5	8	7	8	9	8	7	7	6	8	9	10	8	9	11	9	13	11	11	12	10	12	14	16	0	1	8	2	1	8	5	5	4	5	5	6	6	10	18	10	11	11	0	3	12	20	10	17	31	19	30	21	13	23	26	28	30	32	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2
15500	-168.317893185482916	-175.173381136442288	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.772446659368005	1	3	4	4	2	5	4	4	6	6	5	7	8	7	9	9	7	8	8	7	9	10	9	9	11	9	13	10	11	11	12	12	14	17	0	1	5	2	1	5	5	5	3	7	3	6	6	10	18	10	5	17	0	3	20	13	20	11	19	19	30	13	22	23	26	12	30	28	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	4	1	1	2	1	1	1	2	2	1	1	1	1	2	1	3	2	3
16000	-171.036865275506898	-177.892353226466270	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.738595588284994	0	2	4	5	2	5	4	4	7	6	6	9	8	7	9	8	7	7	7	7	7	10	9	10	11	10	13	12	11	10	12	11	14	16	0	1	5	2	1	5	5	5	4	7	8	21	6	7	18	10	11	4	0	3	8	13	16	17	19	19	16	32	20	23	26	12	23	21	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	1	2	4
16500	-176.412260860646597	-183.267748811605969	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636243530720257	0	2	4	4	3	6	4	4	5	6	6	8	8	8	7	9	7	9	8	7	10	11	8	9	11	10	11	10	11	11	11	12	14	16	0	1	5	2	1	9	5	1	2	7	5	6	8	10	3	10	11	15	0	3	12	13	10	17	19	19	10	12	13	23	26	28	30	12	1	1	1	1	2	1	1	2	2	1	2	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	4
17000	-169.265633037302877	-176.121120988262248	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.810106615814411	1	2	6	4	3	5	5	3	4	6	6	8	8	7	8	8	8	9	7	7	7	10	8	9	11	10	12	11	11	12	12	12	14	16	0	1	5	2	1	5	8	1	2	7	5	21	6	5	11	10	11	15	0	3	6	13	7	11	19	19	16	12	13	23	26	13	30	32	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	2	1	2	1	2
17500	-155.825196706186546	-162.680684657145918	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.823654003643228	0	3	5	5	2	5	4	3	6	6	5	7	7	7	8	8	7	9	7	7	8	10	9	9	11	9	12	10	12	12	11	12	15	16	0	1	8	2	1	8	5	5	2	7	5	6	6	10	11	10	11	15	0	3	6	11	10	17	19	19	16	12	22	23	26	28	27	32	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	1	1	1	1	2
18000	-173.855712427496741	-180.711200378456113	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.873208713350397	0	2	4	4	3	5	5	5	6	6	5	7	8	7	7	8	6	8	7	8	9	11	9	9	10	9	13	10	12	9	11	11	15	16	0	1	1	2	1	5	3	3	4	5	3	6	6	7	11	10	11	15	0	12	12	20	10	17	19	19	10	12	21	16	26	28	23	32	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	2
18500	-166.853827879841191	-173.709315830800563	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.788224736761620	-1	1	5	4	2	5	5	3	4	6	5	10	7	8	7	8	7	9	8	8	8	9	9	8	11	9	12	11	10	11	11	9	13	16	0	1	5	2	1	8	8	5	2	7	8	21	6	10	3	10	11	15	0	8	11	20	16	17	19	19	10	20	22	23	26	21	30	12	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	3	2	1	1	1	1	1	3
19000	-162.539731230743399	-169.395219181702771	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727467588975227	0	2	5	4	3	6	5	5	6	6	2	9	8	7	9	8	6	8	7	8	7	10	8	9	10	9	14	12	12	11	10	10	14	17	0	1	5	2	11	8	5	5	4	7	1	21	6	10	18	10	11	17	0	5	17	13	10	17	19	19	30	32	22	23	26	12	23	32	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	1	2	1	1	2	1	1	3	3
19500	-162.636124758211110	-169.491612709170482	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713267044326858	0	1	4	2	2	6	3	4	5	6	4	8	8	7	9	9	7	6	8	7	10	10	8	10	12	10	14	12	11	11	12	12	14	16	0	1	5	2	1	8	5	5	4	7	5	6	6	10	18	10	11	11	0	3	12	13	10	17	19	19	16	12	22	23	26	21	23	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	2	1	2	1	2	3	2
20000	-155.652587684528640	-162.508075635488012	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655040692285969	0	2	5	4	3	5	4	4	7	5	5	10	7	7	9	8	7	6	8	8	8	10	9	10	11	10	13	11	12	11	12	11	14	16	0	1	5	2	1	8	5	5	4	7	5	20	6	10	18	10	11	11	0	11	6	13	10	20	19	19	16	21	22	23	26	20	30	32	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	2	1	2	2	1	1	1	2	2	2
20500	-153.149361045902793	-160.004848996862165	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769888215872186	0	2	6	4	2	5	4	4	6	6	5	10	7	7	9	8	7	7	8	9	8	10	8	8	11	9	13	10	12	12	12	12	14	16	0	1	8	1	1	8	5	5	4	7	8	21	6	7	18	10	11	11	0	5	3	13	10	17	19	19	30	21	22	23	26	12	30	28	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	2	2	1	2	1	1	1	1	2	1	1	1	3
21000	-164.581061301708161	-171.436549252667533	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633604148311067	0	2	6	4	2	5	5	4	7	7	5	9	8	6	9	9	7	7	8	7	9	10	9	10	12	10	13	11	12	11	11	12	15	16	0	1	8	2	1	8	5	5	4	8	8	7	6	7	18	10	11	7	0	8	6	13	10	17	26	19	16	21	22	23	26	28	30	20	1	1	1	1	1	1	2	1	1	2	1	2	2	1	2	2	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	2	3
21500	-156.311802951237581	-163.167290902196953	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680713020668485	0	3	6	5	2	5	4	3	7	6	5	8	7	7	8	8	7	6	8	8	10	10	7	10	11	10	13	10	12	12	11	12	13	16	0	1	8	2	1	8	8	5	2	7	8	6	6	10	18	10	11	8	0	3	12	9	10	17	19	19	16	12	22	23	26	28	30	32	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2
22000	-153.525338007000755	-160.380825957960127	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696099418485012	1	3	5	4	3	5	4	4	6	6	6	7	7	7	9	9	7	8	7	8	10	9	8	9	10	9	13	11	11	12	12	10	14	16	0	1	8	2	1	5	5	5	2	7	5	6	6	10	18	10	11	5	0	6	12	13	10	17	19	19	16	20	22	23	26	12	30	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	2
22500	-162.459005769476903	-169.314493720436275	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.781816698483202	1	3	6	3	2	6	3	5	6	6	6	10	7	8	9	8	8	8	8	8	10	10	8	9	11	10	13	12	11	12	12	11	14	16	0	1	5	1	1	5	5	5	4	8	5	17	6	10	18	10	8	8	0	6	6	17	10	17	19	19	16	32	8	23	26	21	30	32	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1
23000	-173.235779997422725	-180.091267948382097	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803839580654240	0	2	6	5	3	5	4	4	7	6	5	7	7	7	9	9	7	8	8	8	8	10	9	9	12	9	14	12	12	12	10	12	15	16	0	1	8	2	1	5	5	5	1	7	5	6	6	10	18	10	11	11	0	3	12	13	9	17	19	19	16	6	9	23	26	22	30	28	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	2	2	2	1	1	2	2
