step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34
70000	-232.732857736383664	-239.588345687343036	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601935787022552	3	6	5	8	9	6	9	7	11	12	10	11	10	11	13	13	15	16	16	18	17	19	22	22	25	33	34	36	39	39	40	41	43	44	0	3	1	3	8	3	8	6	4	5	7	8	2	6	4	14	12	14	15	19	15	19	18	16	24	25	26	0	27	0	29	29	31	32	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	2	2	2	1	2	2	2	5	1	3	1	1	2	1	1	1	1	2
70500	-222.413644978990959	-229.269132929950331	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558638342333799	3	6	5	7	10	8	11	9	10	13	12	11	12	13	12	13	13	15	15	19	16	18	21	22	23	33	34	35	38	40	40	41	43	45	0	3	1	3	8	4	8	6	4	11	8	5	2	6	4	4	12	14	15	21	19	21	18	16	24	25	26	0	26	0	29	31	32	33	1	1	1	1	1	1	1	1	2	1	2	1	3	3	2	3	1	1	2	2	1	1	2	5	1	4	1	1	3	1	1	1	1	1
71000	-228.163482915232436	-235.018970866191808	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591798976697831	3	6	5	7	9	8	10	8	10	11	11	11	11	12	14	13	14	15	16	18	15	18	21	21	25	33	34	35	38	40	40	41	44	45	0	3	1	3	8	3	5	3	6	7	7	5	2	3	4	14	12	14	15	15	15	19	18	15	24	25	26	0	27	0	29	31	32	33	1	1	1	1	1	2	1	2	1	1	1	1	2	4	3	1	2	2	1	3	1	1	4	4	2	4	1	1	2	1	1	1	1	1
71500	-230.339959623305901	-237.195447574265273	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549431605185433	3	6	5	8	9	7	10	8	11	12	11	10	10	13	13	13	14	15	17	17	18	18	21	21	25	33	35	35	37	40	41	41	42	44	0	3	1	3	8	3	8	6	4	5	5	5	2	6	4	4	12	14	15	15	20	20	18	16	16	24	26	0	27	0	29	29	32	32	1	1	1	2	1	1	2	1	2	2	1	1	2	2	2	2	2	1	2	2	1	1	4	3	6	3	1	1	1	1	2	2	1	1
72000	-230.263743915544239	-237.119231866503611	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527761868445365	3	6	5	8	10	7	11	9	11	13	12	12	11	11	13	13	14	15	16	19	17	18	20	21	26	33	34	36	37	40	39	41	43	45	0	3	1	3	8	3	5	6	4	8	8	5	2	6	4	14	12	6	15	19	15	21	18	16	24	24	26	0	26	0	29	26	32	33	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	4	1	2	2	1	3	3	3	6	1	1	2	1	1	4	1	1
72500	-240.665795378223692	-247.521283329183063	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480556889008590	3	6	5	7	10	9	10	8	10	12	11	12	11	13	14	13	13	15	16	18	17	15	21	23	25	33	35	35	39	39	40	41	43	44	0	3	1	3	8	3	8	4	4	7	7	5	2	4	4	6	12	6	15	15	22	15	18	16	24	24	26	0	27	0	29	29	29	32	1	1	1	2	2	3	1	1	2	1	1	1	2	3	3	3	1	5	2	2	1	1	4	5	1	7	1	1	2	1	1	1	2	2
73000	-208.334977319954305	-215.190465270913677	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571804191115723	3	6	5	8	10	8	11	9	10	12	11	12	11	13	13	14	14	15	16	19	18	17	23	22	24	33	34	36	38	40	40	41	42	44	0	3	1	3	8	3	8	6	4	8	8	7	2	6	4	4	12	14	15	19	15	19	18	16	24	25	26	0	26	0	29	29	32	33	1	1	1	2	1	2	1	1	1	2	1	1	2	2	2	3	1	1	2	2	2	1	3	3	1	5	1	1	3	1	1	1	1	1
73500	-234.950703774282147	-241.806191725241518	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540901639880541	3	6	5	8	9	7	10	8	11	12	10	12	12	12	12	14	15	15	17	18	16	19	23	22	25	33	34	35	38	39	39	41	42	43	0	3	1	3	8	3	5	6	4	5	5	11	2	6	4	15	12	14	15	15	15	21	18	16	24	24	26	0	27	0	29	26	26	32	1	1	1	2	1	1	1	1	2	1	1	1	3	2	2	2	1	1	1	3	3	1	3	4	1	4	1	1	2	1	1	3	4	1
74000	-224.552474577344753	-231.407962528304125	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697100612962645	4	6	5	7	9	9	9	7	10	12	11	11	10	12	13	14	14	15	15	17	18	17	22	20	25	32	34	35	38	38	40	41	43	44	0	3	1	3	8	3	8	3	4	11	5	7	2	6	4	14	12	14	15	15	20	15	18	16	24	25	26	0	27	0	29	29	32	33	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	1	2	1	3	1	2	2	2	2	4	1	1	2	1	1	2	1	1
74500	-230.560924203509074	-237.416412154468446	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615832838730662	4	6	5	8	10	8	11	9	10	13	11	11	8	12	12	14	15	15	16	19	17	19	22	23	25	33	34	36	39	40	41	41	44	42	0	3	1	3	8	3	8	6	4	7	5	8	2	6	4	15	7	6	15	21	15	19	18	16	24	24	26	0	27	0	29	29	32	32	1	1	1	2	1	2	2	1	1	1	1	2	1	2	3	2	2	3	2	2	3	1	4	5	1	4	1	1	3	1	1	1	2	1
75000	-238.826302062491152	-245.681790013450524	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584297549397477	3	6	5	7	10	10	10	6	11	12	11	12	12	12	13	13	14	15	16	18	17	18	22	22	25	33	34	36	36	40	40	40	43	43	0	3	1	3	8	3	8	3	4	7	8	5	2	6	4	4	12	6	15	19	19	21	18	9	24	25	26	0	27	0	29	29	32	32	1	1	1	1	2	2	2	1	2	1	2	2	3	2	2	3	1	2	2	1	1	1	2	5	2	4	1	1	1	1	2	1	1	2
75500	-224.181986277151566	-231.037474228110938	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605146825281200	3	6	5	7	10	8	11	9	9	13	12	12	10	11	12	14	15	15	15	18	16	18	23	23	25	33	35	34	38	38	40	41	43	45	0	3	1	3	8	3	5	6	4	7	5	8	2	6	4	15	12	14	4	21	15	19	18	16	24	24	26	0	26	0	29	29	32	33	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	1	2	2	3	2	3	1	4	5	1	4	1	1	2	1	1	1	1	1
76000	-224.571016016958112	-231.426503967917483	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689923092465054	3	6	5	7	10	8	11	9	11	13	12	12	10	12	13	14	14	15	16	17	17	19	21	20	26	33	35	35	39	40	40	40	43	45	0	3	1	3	8	3	5	6	4	5	8	5	2	6	4	15	12	14	15	15	15	21	18	15	24	25	26	0	27	0	29	26	32	33	1	1	1	1	1	2	1	1	2	3	2	1	2	2	3	1	1	2	1	2	1	1	2	3	3	4	1	1	3	1	1	2	1	1
76500	-233.115508335670256	-239.970996286629628	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540073698984849	3	6	5	8	10	8	11	9	10	13	12	12	12	12	14	13	13	16	17	18	15	18	21	22	23	33	34	36	38	39	39	41	43	43	0	3	1	3	8	3	8	6	4	8	5	5	2	6	14	4	12	14	21	19	15	21	18	16	24	24	26	0	27	0	29	31	32	29	1	1	1	2	1	1	2	1	1	1	1	2	3	2	1	2	1	2	1	1	1	2	3	4	1	3	1	1	1	1	1	1	1	2
77000	-217.106692228071438	-223.962180179030810	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496721878839079	3	6	5	8	10	9	11	9	10	12	11	11	11	12	12	12	14	16	15	18	16	18	21	21	25	33	34	35	38	40	40	41	42	44	0	3	1	3	8	3	8	3	4	5	5	8	2	6	4	4	12	14	4	19	19	19	18	16	24	25	26	0	27	0	29	29	32	33	1	1	2	2	1	3	1	2	1	1	1	1	2	2	1	2	2	2	3	1	1	1	2	4	2	2	1	1	2	1	1	1	1	1
77500	-206.608789095530938	-213.464277046490309	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754048103915582	3	6	5	7	10	8	10	9	8	12	11	11	12	13	13	14	14	15	15	18	17	19	23	22	26	32	34	36	38	40	40	41	42	44	0	3	1	3	8	3	8	6	4	7	8	7	2	6	4	15	12	14	15	21	15	21	18	16	24	25	26	0	27	0	29	29	32	33	1	1	1	1	1	2	1	1	1	1	1	1	3	2	2	1	2	1	1	1	2	1	2	4	2	2	1	1	2	1	1	1	1	1
78000	-244.759831819440620	-251.615319770399992	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.533805440536126	3	6	5	8	9	10	9	7	10	11	12	12	11	12	12	14	14	16	15	16	17	17	23	21	26	32	35	34	38	40	40	39	42	44	0	3	1	3	8	3	8	3	4	8	7	5	2	6	4	15	12	14	4	15	15	15	18	19	24	25	26	0	27	0	27	29	32	33	1	1	1	2	1	2	1	1	1	3	3	1	2	2	2	1	1	2	4	2	2	3	4	3	2	2	3	1	1	1	2	1	1	1
78500	-237.496237072718145	-244.351725023677517	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641281227153159	3	6	5	6	9	9	11	8	10	13	11	11	10	12	13	10	14	15	15	17	16	18	22	22	26	32	35	36	39	38	39	41	44	45	0	3	1	3	8	3	5	3	4	7	5	5	2	6	4	6	12	14	15	15	15	21	14	15	24	25	26	0	27	0	27	29	32	33	1	1	2	1	1	2	2	1	2	1	1	1	2	2	3	1	2	2	1	2	2	1	4	5	1	2	2	1	2	1	2	1	1	1
79000	-213.226719885906022	-220.082207836865393	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524689271844940	2	6	5	7	10	9	9	8	10	12	11	11	11	12	14	13	13	13	16	18	16	18	22	22	26	33	35	34	38	40	41	42	43	45	0	3	1	3	7	3	8	3	4	5	7	8	2	6	4	4	12	6	15	15	15	21	18	16	24	25	26	0	27	0	29	29	32	33	1	1	2	1	1	2	1	2	2	1	1	1	3	2	3	3	1	2	1	2	1	1	4	4	2	3	1	1	2	1	1	2	1	1
79500	-226.037266599549696	-232.892754550509068	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544781523519111	3	6	5	7	10	8	11	9	10	13	11	11	11	12	13	14	13	15	16	18	17	18	23	22	24	32	34	34	37	41	40	40	44	45	0	3	1	3	8	3	8	6	4	5	5	5	2	6	3	15	12	14	15	21	15	15	18	16	24	25	26	0	26	0	29	29	29	33	1	1	1	1	1	2	1	1	2	1	1	1	2	2	3	1	1	3	1	1	2	2	4	3	1	4	1	1	3	1	1	2	2	1
80000	-228.877558897785775	-235.733046848745147	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560281444479444	3	6	5	8	9	8	11	10	10	12	12	11	10	11	12	14	13	15	16	15	17	18	23	23	25	32	33	36	38	40	40	41	44	44	0	3	1	3	6	3	5	5	4	8	5	5	2	6	4	15	12	14	15	15	15	19	18	16	24	24	26	0	26	0	29	29	32	32	1	1	1	2	1	1	2	1	2	1	1	1	2	2	2	2	1	1	2	1	3	1	5	6	1	4	1	1	3	1	1	2	2	2
80500	-247.468012208486385	-254.323500159445757	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581018642718719	3	6	5	6	8	10	9	10	11	12	11	11	12	12	12	13	14	15	14	18	17	16	21	21	25	33	34	34	37	41	40	40	42	44	0	3	1	3	3	3	5	7	4	11	7	5	2	6	4	15	12	6	15	21	22	19	18	16	24	25	26	0	26	0	29	26	32	32	1	1	1	1	2	3	1	1	2	1	2	1	3	1	4	1	2	3	2	1	1	2	3	2	2	4	1	1	2	1	2	4	1	3
81000	-234.240035505462657	-241.095523456422029	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595529961688437	3	6	5	7	8	7	11	10	10	13	11	12	12	13	11	14	15	14	14	18	17	18	22	22	26	33	35	35	38	41	41	41	43	44	0	3	1	3	6	3	8	5	4	11	5	8	2	6	3	15	11	14	15	15	19	21	6	16	24	25	26	0	27	0	29	29	32	33	1	1	1	1	1	1	1	1	2	1	2	1	2	2	3	2	3	1	2	3	2	1	7	3	2	4	1	1	1	1	2	2	2	1
81500	-221.266989041906669	-228.122476992866041	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.563674073396783	2	6	5	8	8	7	11	9	10	12	10	12	11	13	12	13	14	16	16	18	17	19	20	22	24	32	35	36	38	41	40	41	44	43	0	3	1	3	6	3	8	5	4	7	8	5	2	6	4	15	12	14	15	21	15	21	18	16	24	25	26	0	27	0	29	29	32	32	1	1	1	2	1	1	1	1	1	1	1	2	2	3	3	1	1	2	2	1	2	1	3	5	1	5	2	1	2	1	1	2	2	1
82000	-225.674134578302159	-232.529622529261530	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645809033018432	3	6	5	7	7	10	10	9	11	10	12	12	12	11	13	14	13	15	16	19	16	19	22	23	25	33	35	35	38	40	40	41	42	45	0	3	1	3	3	3	5	5	6	8	8	7	14	3	4	15	12	14	15	15	15	21	18	16	24	24	26	0	27	0	29	29	32	33	1	1	1	1	1	3	2	1	1	1	1	2	1	3	3	1	1	2	1	3	1	1	3	4	1	4	2	1	1	1	1	2	1	1
82500	-216.388049767868210	-223.243537718827582	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.500704941602410	4	6	5	8	9	8	11	10	11	12	11	11	11	12	13	13	15	16	16	19	17	18	22	23	25	32	34	35	38	41	40	41	43	44	0	3	1	3	6	3	5	5	4	5	8	8	2	6	4	4	12	14	15	15	15	21	18	16	24	24	26	0	27	0	29	29	32	33	1	1	1	1	1	2	2	1	2	1	1	1	3	2	2	2	2	2	1	2	2	1	2	5	1	4	1	1	2	1	2	1	1	1
83000	-223.465388280044920	-230.320876231004291	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687627182486629	3	6	5	8	8	10	11	9	11	11	12	12	11	13	12	14	14	15	16	18	17	18	21	21	25	34	35	36	38	40	41	42	44	44	0	3	1	3	3	3	8	5	4	8	7	8	2	15	4	15	12	14	15	19	15	19	18	16	24	25	26	0	26	0	29	29	32	32	1	1	1	2	2	2	1	1	1	1	1	1	2	1	2	1	1	1	3	1	3	1	3	3	2	3	1	1	3	1	2	2	1	1
83500	-217.110074333551097	-223.965562284510469	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673395115359851	3	6	5	7	9	8	11	10	10	12	11	12	11	13	12	13	15	15	15	17	17	19	21	22	25	33	35	35	39	41	40	41	43	44	0	3	1	3	6	3	8	5	4	8	5	11	2	6	4	4	12	14	15	15	19	21	18	15	24	25	26	0	27	0	29	29	32	33	1	1	1	1	1	1	1	1	2	1	1	1	3	2	3	3	2	1	2	2	1	1	2	5	2	5	1	1	3	1	1	1	1	1
84000	-226.055059291276962	-232.910547242236333	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605068205773404	2	6	5	7	8	9	11	10	10	12	12	11	11	12	12	14	14	14	15	18	17	19	21	22	26	33	34	35	39	40	41	42	41	44	0	3	1	1	3	3	8	5	4	8	5	5	2	6	4	4	12	6	15	19	19	20	18	16	24	25	26	0	26	0	29	33	29	33	1	1	2	2	2	2	1	1	2	1	3	1	2	2	2	2	2	2	2	2	1	1	2	3	2	3	1	1	3	1	1	1	1	1
84500	-239.749162333372453	-246.604650284331825	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524438644655847	3	6	5	7	6	9	9	9	10	12	10	9	12	11	12	13	13	14	16	19	17	17	22	23	25	32	34	36	39	41	41	41	43	42	0	3	1	3	3	3	5	5	4	7	5	5	2	6	4	15	12	6	15	22	15	15	18	16	24	24	26	0	26	0	29	29	32	32	1	1	1	1	1	2	1	2	2	2	2	2	3	1	3	1	2	2	3	1	3	3	3	5	2	6	1	1	3	1	1	1	1	1
85000	-218.687664435330618	-225.543152386289989	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546062166735818	3	6	5	8	9	8	10	10	10	12	11	11	12	12	13	13	14	15	17	18	16	18	23	22	26	33	35	35	38	41	40	40	42	44	0	3	1	3	6	3	5	5	4	7	5	5	2	6	4	4	12	14	15	21	15	21	18	16	24	25	26	0	27	0	26	29	32	32	1	1	1	1	1	2	1	1	1	1	1	1	4	2	2	2	2	1	1	2	1	1	4	5	3	4	1	1	2	1	3	1	1	2
85500	-242.321313653165305	-249.176801604124677	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618837727944503	3	6	5	7	10	8	11	9	10	12	10	12	10	11	10	13	15	14	15	18	17	19	22	23	25	32	35	36	39	39	40	41	42	45	0	3	1	3	3	4	11	6	4	11	8	5	2	6	4	9	12	6	15	19	19	21	18	16	24	24	26	0	27	0	29	29	32	33	1	1	1	1	1	1	1	1	2	1	1	1	3	1	2	1	2	2	2	2	1	1	3	4	1	3	1	1	2	1	1	1	1	2
86000	-223.528387325574869	-230.383875276534241	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643954599220817	3	6	5	7	10	8	11	9	10	13	11	12	12	11	13	14	15	16	16	19	17	18	21	22	25	32	33	33	38	40	41	41	43	44	0	3	1	3	8	3	8	6	4	7	8	8	2	6	3	15	12	14	15	15	15	19	18	16	24	25	26	0	26	0	29	29	32	32	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	1	2	2	2	2	1	1	2	4	1	3	1	1	3	1	2	2	1	2
86500	-242.146145437716967	-249.001633388676339	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557461358992405	3	6	5	8	9	9	10	8	11	12	10	12	10	12	12	13	15	14	15	18	18	17	23	21	22	33	35	36	39	41	40	41	43	44	0	3	1	3	8	3	5	3	4	11	5	11	2	6	3	15	12	14	4	19	22	15	18	16	24	24	26	0	27	0	29	29	29	33	1	1	1	2	1	1	1	3	2	1	1	1	2	2	4	1	1	2	4	2	1	3	5	4	1	6	1	1	2	1	1	1	2	1
87000	-217.060699843172614	-223.916187794131986	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572395051928442	3	6	5	7	10	8	10	9	10	12	11	11	11	13	13	13	14	16	15	18	17	19	21	22	24	33	34	36	38	40	40	42	43	44	0	3	1	3	8	3	8	6	4	8	8	8	2	6	4	4	12	14	15	21	15	19	14	16	24	24	26	0	26	0	29	29	29	33	1	1	1	1	1	2	1	1	2	2	1	1	3	2	3	3	2	2	1	1	2	2	4	4	1	6	1	1	2	1	1	2	2	1
87500	-241.009058149677031	-247.864546100636403	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.563754165400525	3	6	5	8	9	9	10	8	11	12	10	11	11	11	13	13	13	15	15	17	17	18	21	23	25	33	34	35	38	40	41	40	42	45	0	3	1	3	8	3	8	3	4	7	5	5	2	6	9	4	12	14	15	19	15	21	18	4	24	24	26	0	26	0	29	26	29	32	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	2	1	3	8	1	4	1	1	3	1	2	4	2	2
88000	-235.670427544901116	-242.525915495860488	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625790071220063	3	6	5	7	9	8	11	8	8	12	12	11	11	12	13	14	15	14	16	18	18	19	21	22	25	33	35	36	38	41	40	41	43	44	0	3	1	3	8	3	8	3	3	5	8	5	2	6	4	15	12	6	15	19	19	19	18	16	24	24	26	0	27	0	29	29	26	32	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	1	3	3	2	1	1	1	3	4	1	5	1	1	2	1	1	1	4	1
88500	-226.739672265918784	-233.595160216878156	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665778037554106	3	6	5	7	10	8	10	9	10	11	11	12	10	11	13	13	14	16	16	18	16	18	21	21	26	31	33	35	39	40	41	41	41	45	0	3	1	3	8	3	8	6	4	8	8	7	2	6	4	4	12	14	15	19	15	21	18	16	24	25	26	0	27	0	29	29	29	33	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	2	3	2	2	1	2	2	4	2	2	1	1	2	1	1	1	1	2
89000	-224.833886174620176	-231.689374125579548	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581534096286869	3	6	5	7	10	8	10	9	11	12	12	12	10	12	14	13	15	14	16	18	16	18	21	21	25	32	35	34	37	39	40	42	43	45	0	3	1	3	8	3	8	6	4	5	8	5	2	6	4	4	12	6	15	15	15	21	15	16	24	25	26	0	27	0	29	31	32	33	1	1	1	1	1	1	1	1	2	1	3	1	3	2	4	4	1	3	1	2	1	1	3	3	2	3	1	1	1	1	2	1	1	1
89500	-224.660437035720832	-231.515924986680204	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562133656322400	3	6	5	8	10	8	10	9	10	13	11	12	11	10	13	13	14	15	16	17	16	19	22	22	25	32	34	36	38	40	40	40	44	43	0	3	1	1	8	3	8	6	4	11	7	8	6	4	4	4	12	6	15	21	15	21	18	16	24	25	26	0	26	0	29	29	32	32	1	1	1	4	1	2	1	1	1	1	1	1	2	1	2	2	1	3	1	1	1	2	3	5	1	2	1	1	3	1	1	1	2	2
90000	-237.085591637397016	-243.941079588356388	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562135466946691	3	6	5	8	10	6	11	8	10	12	12	12	10	12	13	14	13	14	16	17	17	19	22	22	25	31	34	36	38	39	40	41	43	44	0	3	1	1	8	3	5	6	4	8	8	8	2	6	4	15	11	6	15	15	15	21	18	16	24	24	26	0	27	0	27	29	32	33	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	1	1	3	1	3	2	2	4	4	1	5	1	1	2	1	4	2	1	1
90500	-228.015656709964048	-234.871144660923420	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.518737414481082	3	6	5	6	10	7	10	8	9	12	11	12	11	13	10	13	14	15	16	19	16	19	22	23	24	33	35	34	37	41	40	41	43	45	0	3	1	3	8	3	8	6	4	7	7	7	2	6	4	15	12	14	4	19	15	21	14	16	24	24	26	0	26	0	29	26	32	33	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	4	1	3	2	4	5	1	5	1	1	2	1	2	3	1	1
91000	-216.832812157581998	-223.688300108541370	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713104807573039	3	6	5	8	10	8	11	9	11	13	12	12	10	11	14	12	15	15	16	19	18	19	23	22	25	33	34	35	39	40	40	41	43	44	0	3	1	3	8	3	5	6	4	7	5	8	2	6	4	4	12	14	15	19	19	21	18	16	24	24	26	0	27	0	29	29	32	33	1	1	1	2	1	2	1	1	2	1	2	2	2	2	3	2	1	1	1	2	1	1	4	4	1	4	1	1	3	1	1	1	1	1
91500	-213.553077742591171	-220.408565693550543	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.770070581816027	4	6	5	8	10	7	11	9	10	12	11	12	11	11	13	13	14	15	15	18	16	17	23	21	23	31	34	35	38	40	40	40	43	45	0	3	1	3	8	3	5	6	4	5	8	7	2	6	4	4	12	14	15	21	15	21	18	16	24	25	26	0	26	0	29	29	32	33	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	3	3	1	4	2	1	3	1	1	1	1	1
92000	-222.906382600307921	-229.761870551267293	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540426918282305	3	6	5	7	9	8	10	7	11	12	11	11	12	12	12	14	15	15	16	18	16	18	22	21	26	32	34	35	37	40	40	41	44	45	0	3	1	3	8	3	8	3	4	8	5	8	2	6	4	4	12	14	15	19	15	21	18	16	24	25	26	0	27	0	29	31	32	32	1	1	1	1	1	1	2	1	2	3	1	2	3	2	2	2	2	1	2	1	2	1	4	2	3	4	1	1	1	1	2	1	1	2
92500	-221.043770875961798	-227.899258826921169	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.765264083353515	3	6	5	7	10	7	8	9	10	12	11	12	11	11	13	14	14	14	16	19	17	18	19	19	25	33	35	36	37	39	40	40	42	44	0	3	1	1	8	3	6	7	4	11	5	7	2	6	4	15	12	14	15	15	19	21	18	16	24	25	26	0	27	0	29	29	32	32	1	1	1	2	1	1	1	1	1	1	1	2	2	2	3	1	1	2	2	2	1	1	2	2	3	3	1	1	1	1	1	2	1	2
93000	-219.786265195584463	-226.641753146543834	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719314539287454	3	6	5	7	9	7	8	10	10	12	12	11	12	12	13	14	14	15	16	17	16	17	22	20	25	33	35	35	38	40	40	41	43	45	0	3	1	3	7	3	6	7	4	5	7	7	2	6	4	4	12	14	15	21	15	21	18	16	24	25	26	0	26	0	29	29	32	33	1	1	1	1	1	1	1	1	2	1	3	1	3	2	2	3	1	1	2	1	1	1	2	2	3	3	1	1	2	1	1	1	1	1
93500	-224.550398010458878	-231.405885961418250	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651972737023124	3	6	5	7	10	7	8	10	9	12	11	11	12	12	13	14	15	14	16	18	17	19	23	21	26	32	34	36	39	40	41	40	43	44	0	3	1	3	7	3	6	7	3	8	5	8	2	6	4	15	12	14	15	19	15	15	18	16	24	25	26	0	27	0	29	29	32	33	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	2	1	2	1	2	3	5	3	2	4	1	1	2	1	2	1	1	1
94000	-232.298080802415541	-239.153568753374913	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570275991661769	3	6	5	8	9	7	8	10	10	13	10	11	10	13	13	13	15	15	15	19	17	17	23	22	25	32	35	34	37	40	40	41	42	44	0	3	1	3	7	3	6	5	4	8	5	5	2	6	4	4	12	14	15	15	4	19	18	16	24	25	26	0	26	0	29	27	31	32	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	4	1	5	4	2	3	1	1	1	1	2	3	1	2
94500	-227.966901939184993	-234.822389890144365	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636274871714791	3	6	5	8	8	7	9	10	10	12	11	11	12	11	13	13	15	15	15	18	17	17	21	22	25	32	34	36	37	40	40	41	43	45	0	3	1	3	3	3	5	5	4	8	7	8	14	4	4	4	12	14	15	21	19	15	14	16	24	25	26	0	27	0	29	29	32	33	1	1	1	2	2	2	1	1	1	1	1	1	1	2	3	3	2	2	1	1	1	2	4	3	1	3	1	1	2	1	1	2	1	1
