step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102
24500	-404.363230136456878	-402.852342450778281	-1.510887685678571	0.000116387740279	0.000033436466938	0.287285128635499	0.729089542010595	0	1	4	3	2	3	4	5	4	4	7	5	8	5	7	5	7	7	7	9	10	7	7	8	7	10	11	11	9	9	8	10	10	10	10	10	11	9	10	11	12	9	12	11	11	11	10	11	12	10	12	12	11	14	9	14	13	12	12	11	12	13	15	12	13	13	12	12	12	15	14	15	15	13	15	14	13	15	16	17	17	14	15	17	16	17	16	16	17	17	17	19	16	16	18	20	19	19	19	21	21	20	0	1	5	2	1	1	4	10	5	5	7	6	11	4	7	9	16	8	7	23	14	5	14	23	6	14	26	4	22	18	18	17	29	30	15	24	35	24	19	29	50	11	1	36	42	50	11	20	38	22	47	45	55	11	15	67	60	27	28	32	38	28	44	27	21	48	21	47	15	82	67	59	65	21	45	52	28	74	77	63	72	27	40	65	54	72	74	78	68	72	72	81	27	64	94	98	75	79	91	80	94	84	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	1	2	2	1	4	1	1	1	1	1	1	1	1	1	1	2	2	1	1	5	1	1	1	2	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	1	2	3	2
25000	-420.917875890481071	-419.516299701485195	-1.401576188995886	0.000082319695664	0.000032828060371	0.398787436056995	0.706770705931109	1	2	4	2	3	3	5	5	6	5	8	7	7	6	6	5	8	7	8	10	9	8	8	8	7	9	11	10	8	9	9	9	10	10	10	11	9	9	9	11	11	10	12	11	10	11	10	11	10	10	11	13	11	14	12	13	13	13	12	11	14	15	15	12	12	14	14	13	14	15	15	13	14	15	15	13	12	15	16	15	17	15	16	16	15	16	17	16	18	17	16	17	17	16	19	19	18	17	20	20	21	19	0	1	2	1	1	2	6	2	7	5	1	8	10	10	6	2	16	15	16	14	25	2	15	9	10	13	21	30	7	24	29	19	18	26	37	26	1	25	13	37	34	30	45	39	18	16	17	26	8	32	47	20	33	20	29	33	27	27	22	39	11	25	21	44	35	26	20	47	39	60	66	10	20	47	69	19	17	76	58	68	82	64	62	65	20	61	85	68	68	77	77	80	74	44	81	92	61	53	84	86	72	21	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2	1	1	2	1	2	2	3	1	1	1	2	3	3	1	1	3	1	3	1	3	2	1	1	1	1	1	1	2	2	1	1	1	3	3	1	1	1	2	1	1	2	3	2	2	3	3
25500	-428.859833707167923	-427.003537575564394	-1.856296131603542	0.000127065831519	0.000020861141492	0.164175854697980	0.677008716380633	0	1	3	1	3	3	2	4	6	5	7	6	7	6	7	7	7	6	6	9	9	8	8	8	4	8	10	11	9	8	9	9	11	10	10	9	10	9	7	11	11	11	13	11	11	11	11	11	11	11	10	13	11	13	11	13	13	12	12	14	10	12	15	12	10	13	13	14	12	14	13	14	15	15	15	15	14	14	15	16	17	15	16	16	16	15	15	15	15	17	17	18	16	18	19	17	19	16	20	21	21	20	0	1	7	1	4	7	1	7	8	5	3	25	19	25	6	5	8	5	8	16	26	9	4	19	3	5	30	21	25	25	15	13	12	21	20	15	31	39	14	38	38	11	13	24	17	30	29	29	6	27	31	50	26	33	23	4	29	24	44	55	17	61	60	50	39	53	50	36	17	58	29	39	30	64	67	44	28	42	43	78	88	29	68	48	44	56	56	71	45	75	83	80	68	83	96	87	56	70	93	95	92	92	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	4	1	1	1	2	1	1	4	2	1	1	1	2	1	1	1	2	1	1	3	3	1	3	3	3	1	1	3	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	3	1	2	1	1	2
26000	-443.979509080711239	-442.529103059294130	-1.450406021417090	0.000109083389899	0.000036617978602	0.335687941451009	0.611137104227023	0	1	4	2	3	3	4	5	4	5	7	6	8	6	7	5	9	8	8	8	9	7	8	8	8	9	10	10	9	8	9	7	10	10	10	10	11	9	10	11	12	10	13	10	12	11	11	11	11	10	11	12	11	13	10	13	13	12	11	13	12	13	13	13	13	13	14	15	12	15	15	14	14	15	14	13	14	14	16	16	17	15	14	15	13	17	18	13	17	17	18	19	17	18	18	19	18	18	20	21	20	20	0	1	2	1	1	2	1	9	2	9	10	5	8	2	4	4	32	4	16	16	11	7	12	14	4	15	15	9	20	3	11	4	23	8	19	38	34	13	18	21	36	21	33	19	27	42	19	20	36	20	15	28	19	48	4	38	69	38	17	47	27	47	27	40	32	37	36	39	55	4	64	25	46	69	60	33	66	49	54	66	79	57	37	33	59	68	56	58	6	46	80	70	51	39	80	94	75	45	90	87	97	70	1	1	1	1	2	1	2	1	2	1	1	2	1	2	2	1	1	3	2	1	1	1	1	1	2	1	1	2	1	2	1	3	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	3	2	1	1	1	1	1	1	1	1	3	1	2	3	2	5	1	4	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	5	3	1	3	3	4	2	1	2	3	1	1	1	2
26500	-440.316124412160491	-438.404586179206547	-1.911538232953955	0.000076300907108	0.000011708703206	0.153454312009057	0.653651662022735	0	1	3	2	2	3	3	4	6	4	8	6	7	7	5	7	9	6	7	9	10	8	8	9	8	10	10	11	9	7	8	9	7	11	10	11	10	8	9	12	11	10	13	12	11	11	10	10	11	10	11	12	9	12	10	12	12	11	12	14	13	15	14	12	12	13	13	15	14	16	14	13	15	16	14	15	14	15	14	14	14	14	15	18	16	16	16	16	17	18	16	17	18	18	15	19	17	17	20	22	20	21	0	1	2	1	1	5	1	2	1	5	4	1	12	15	6	10	19	15	12	31	16	9	3	25	19	7	31	18	14	15	18	16	7	17	13	25	12	30	23	55	25	53	11	13	53	32	24	31	38	9	22	50	19	48	39	34	37	33	41	66	49	20	57	58	24	35	51	46	35	50	36	18	45	61	21	25	39	36	65	52	40	54	72	54	40	82	68	69	80	60	34	87	62	63	52	68	82	68	96	99	74	55	1	1	1	1	1	1	1	2	2	1	3	3	1	1	1	2	1	1	1	1	1	1	3	1	1	4	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	3	2	3	1	3	2	5	2	2	1	1	1	2	2	3	1	1	1	1	1	2	3	1	1	2	2	2	2	1	1	1	1	6
27000	-433.730769358811415	-432.139692082567421	-1.591077276244014	0.000131969030491	0.000032195421587	0.243961946732901	0.649522317990592	0	2	4	2	3	4	3	5	5	5	7	5	5	6	6	6	9	7	7	10	10	7	9	7	8	8	11	10	10	9	8	9	10	9	11	9	9	10	10	12	11	9	11	11	12	11	10	9	9	11	10	12	12	12	11	10	12	12	13	12	14	14	13	12	12	13	14	14	12	14	14	13	15	17	13	14	12	14	15	17	18	16	15	16	15	16	18	16	18	17	17	18	18	17	18	19	17	19	21	20	21	21	0	1	4	1	4	5	1	5	4	6	13	4	2	6	10	3	11	12	15	34	19	8	24	9	12	8	26	14	25	11	12	19	24	11	22	10	3	42	24	41	48	22	36	32	42	28	34	9	3	29	22	37	51	49	36	8	42	50	45	21	40	11	47	38	47	36	51	60	38	53	60	42	63	38	45	75	14	54	47	85	94	30	54	46	52	69	80	68	54	45	59	64	74	76	94	92	64	46	80	59	81	34	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	2	2	3	1	1	3	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	3	1	1	2	1	1	1	2	2	1	1	1	1	2	2	1	1	2	2	1	2	1	2	2	2	3	1	1	3	1	2	2	1	4	1	2	1	2	1	1	3	2	1	4	1	1	1	1	3	5	1	3	1	4
27500	-428.386206758881372	-426.711143699817740	-1.675063059063631	0.000123914604156	0.000026210176513	0.211518058680006	0.856404971785044	0	1	3	2	2	3	3	5	6	5	5	6	8	7	6	6	8	8	7	8	9	8	8	9	7	9	10	11	10	7	8	9	10	10	9	9	10	9	10	11	11	10	12	11	12	12	10	11	10	9	10	12	11	13	9	13	12	12	10	12	13	14	15	12	12	13	15	14	13	14	14	15	14	16	14	14	13	14	14	16	17	13	16	16	14	15	17	15	14	17	15	18	16	17	19	20	17	18	19	21	18	20	0	1	4	2	2	4	2	5	4	6	3	6	14	10	6	11	9	9	8	15	13	25	10	30	11	18	18	26	11	11	16	31	35	9	16	20	17	10	35	47	47	36	25	36	51	29	36	18	19	10	31	26	37	40	31	9	26	37	10	59	60	48	85	13	49	44	82	49	57	52	66	65	64	68	46	66	28	37	65	43	73	20	76	67	37	28	70	62	47	52	54	93	68	86	97	83	57	78	90	99	63	66	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1	1	1	1	1	2	3	1	2	1	1	1	2	2	1	1	1	1	3
28000	-397.600726166844026	-395.995945786877598	-1.604780379966438	0.000090273662887	0.000021482224358	0.237967793388995	0.676038601452944	0	2	3	1	2	3	3	3	4	5	7	6	7	6	5	7	8	7	8	9	9	8	8	8	6	7	10	10	10	7	7	7	9	10	7	10	10	9	9	10	11	10	13	11	12	11	11	8	11	9	11	13	8	13	11	13	14	12	12	14	14	14	15	13	11	14	13	14	14	15	14	15	12	17	14	13	13	14	16	16	17	16	16	18	16	16	17	17	16	17	16	15	17	16	18	18	18	19	19	19	20	19	0	1	4	1	1	4	4	1	2	8	15	8	7	9	6	1	32	15	14	5	16	30	30	13	8	8	20	10	19	10	3	8	30	26	12	24	13	22	23	31	32	21	3	36	49	32	32	14	34	16	33	65	31	58	31	42	27	27	19	52	49	44	58	39	19	46	41	54	33	58	54	46	25	63	32	30	73	49	76	78	57	69	71	86	71	57	92	94	60	70	69	78	52	68	68	75	94	63	92	78	94	92	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	2	1	4	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	4	1	1	2	2	1	4	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	2
28500	-440.209687754493984	-438.689721325564676	-1.519966428929322	0.000200066195182	0.000056314775755	0.281480715436147	0.548668646961695	0	2	3	3	2	4	5	5	6	4	7	6	8	7	6	5	8	7	8	10	10	8	7	7	8	9	10	9	8	8	9	9	10	9	10	9	9	9	10	12	11	9	13	12	9	12	10	10	11	10	11	13	12	14	12	13	13	11	13	14	12	14	15	13	11	12	14	14	12	14	14	12	15	14	15	14	12	15	16	16	15	15	15	17	16	16	17	16	14	17	17	18	16	17	19	19	17	19	20	19	19	21	0	1	2	5	1	5	4	4	10	4	6	5	6	5	7	3	11	8	12	15	42	10	8	5	23	8	18	24	23	5	16	14	11	9	24	10	23	12	19	30	20	14	24	33	25	21	13	19	38	14	14	36	23	53	39	11	27	31	39	56	20	58	25	32	29	35	46	65	17	72	50	15	31	8	19	15	26	56	60	68	89	26	59	60	33	62	81	20	58	31	78	50	66	75	91	88	60	39	84	97	97	25	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	3	1	1	1	2	1	2	1	2	2	1	2	1	1	3	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	3	2	2	1	1	1	1	4	2	2	1	2	2	1	1	2	3	3	7	3	5	2	1	1	1	1	4	1	2	3	1	1	2	2	5	1	4	1	1	1	2	1	3	2	1	1	8
29000	-453.103812972647631	-451.730236491336768	-1.373576481310865	0.000091219397013	0.000063455107550	0.695631736537261	0.688035374715854	0	1	3	2	2	3	5	4	5	3	7	7	7	6	5	5	8	7	7	8	10	6	8	9	7	9	10	11	10	9	9	9	10	8	9	9	10	8	10	11	11	10	13	11	11	11	11	10	11	11	11	13	10	12	11	13	13	12	12	13	14	15	13	12	12	13	14	14	13	16	14	13	15	16	14	14	13	14	16	14	18	14	15	18	15	16	18	17	18	17	16	18	16	17	18	19	18	19	20	22	19	21	0	1	2	2	1	2	5	2	10	4	14	15	16	16	10	10	14	14	14	22	38	8	6	25	9	34	24	17	36	7	34	23	34	9	19	14	30	19	38	19	13	23	4	31	36	22	33	12	19	24	37	40	17	24	36	42	26	46	41	59	26	30	47	45	51	65	52	39	51	75	63	11	45	24	59	19	33	41	82	63	62	46	56	75	59	75	62	73	79	68	59	65	63	73	79	87	73	61	95	102	92	61	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	4	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	3	3	3	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	3	1	1	1	1	2	4	1	1	1	4
29500	-374.592767176467419	-372.919477932109885	-1.673289244357516	0.000089909240382	0.000019070767992	0.212111323721689	0.738970438973562	0	2	3	3	2	4	2	5	6	5	7	7	7	6	7	7	8	7	7	10	8	9	8	9	7	9	9	10	9	8	7	9	10	11	10	9	9	9	10	11	12	10	14	12	10	12	10	10	9	11	11	11	12	11	11	14	13	13	12	13	13	15	14	12	12	13	13	15	14	14	14	15	13	15	15	15	13	13	14	15	17	16	15	16	16	13	16	16	17	17	18	18	18	16	17	19	19	18	20	20	21	21	0	1	2	1	1	4	1	6	10	3	14	6	10	10	10	8	15	8	6	23	9	10	3	25	9	19	8	21	25	12	8	1	37	37	38	11	4	23	49	39	20	17	64	29	23	32	27	23	3	33	32	48	55	39	11	19	33	55	47	54	32	73	64	42	20	55	54	66	52	20	59	65	19	60	40	24	65	35	60	70	69	24	60	68	64	12	58	72	79	80	68	63	76	71	68	90	76	80	81	72	98	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	4	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	1	1	3	1	1	2	3	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1
30000	-422.287150412409687	-420.743905421205795	-1.543244991203889	0.000123167091877	0.000032984301941	0.267801256314344	0.747052123293282	0	2	4	3	3	3	5	5	5	5	7	5	7	7	6	6	8	8	7	10	9	9	8	8	7	8	10	9	9	8	6	9	11	10	10	11	10	9	8	10	11	11	13	11	11	12	11	11	10	10	10	11	11	12	12	13	14	11	13	13	13	15	13	12	11	12	14	12	13	16	14	13	15	15	15	13	12	13	15	15	16	14	14	15	16	15	17	16	18	17	17	18	17	17	17	18	18	19	21	20	20	21	0	1	6	2	2	2	2	6	6	4	8	5	31	4	7	10	12	4	5	12	23	25	7	8	4	3	39	14	17	12	12	10	22	21	17	21	17	11	16	38	39	27	41	11	29	44	21	19	4	30	24	21	19	36	37	39	55	34	53	50	32	78	48	40	21	35	26	45	54	60	26	29	60	11	61	14	51	58	30	76	79	64	36	60	57	43	59	52	50	68	72	88	85	63	62	86	61	60	84	96	75	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	3	2	1	4	1	2	1	1	3	1	1	1	1	1	1	1	2	2	5	2	2	1	1	2	1	2	2	2	2	1	2	5
30500	-406.096069690693980	-404.654013984020480	-1.442055706673507	0.000087857122781	0.000030247168653	0.344276795042912	0.667246873456213	1	2	4	3	3	3	5	3	5	4	5	6	8	5	6	6	8	7	7	9	10	8	7	8	7	9	11	11	10	8	8	8	10	9	11	11	10	9	8	12	11	10	13	10	11	9	10	10	11	11	12	12	11	13	11	10	14	12	13	13	14	15	14	12	13	13	13	15	13	14	15	15	14	16	14	14	10	14	16	16	17	14	16	17	14	16	17	16	17	16	17	18	17	17	18	19	19	18	20	18	20	20	0	1	8	2	2	2	8	1	4	6	4	14	16	2	14	14	16	7	14	17	20	8	14	12	11	9	20	48	39	23	16	3	22	18	20	39	39	15	16	48	77	9	47	39	26	15	38	11	3	48	45	42	38	49	26	24	58	19	53	25	43	51	59	13	36	37	27	48	33	33	59	40	51	78	65	44	12	67	85	76	60	38	48	88	46	59	41	57	71	37	62	87	73	74	79	84	93	88	95	91	89	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	3	2	2	1	1	1	1	1	2	1	1	1	1	1	3	3	1	2	1	2	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1
31000	-413.821368962601355	-412.042941790490147	-1.778427172111218	0.000114416480406	0.000020800684218	0.181797973022930	0.763740910492451	1	2	3	2	3	4	3	4	6	5	7	6	7	6	6	7	9	6	7	10	9	8	8	7	8	10	11	10	9	8	8	9	11	10	10	10	10	9	10	11	12	10	11	10	11	12	7	10	10	9	9	12	11	13	12	13	13	12	12	12	13	14	11	12	13	13	13	13	10	16	12	14	14	17	15	15	13	14	16	16	17	15	15	17	17	14	18	16	15	16	18	17	17	17	18	17	17	19	20	20	21	22	0	1	1	1	4	2	4	2	8	8	14	5	10	7	6	10	13	3	10	22	23	14	15	12	14	15	51	31	47	13	12	5	21	25	12	30	30	24	31	48	63	25	36	38	17	48	9	47	4	16	30	37	17	69	69	63	13	42	69	48	49	42	44	13	28	40	45	63	30	60	33	58	28	65	67	34	13	59	62	54	64	78	43	46	30	41	97	53	53	32	92	41	78	82	84	86	65	79	91	95	41	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	2	1	1	4	3	1	1	2	2	1	2	2	3	1	1	2	2	3	1	2	1	1	1	1	2	1	1	1	4	4
31500	-413.710683886956872	-411.885834135194727	-1.824849751762142	0.000229347822524	0.000039195319708	0.170899026973149	0.632467829241635	0	2	3	3	3	3	3	5	5	4	7	7	6	7	6	7	9	5	7	9	9	9	9	8	7	9	10	10	9	8	9	8	11	11	11	10	11	8	9	12	11	11	13	12	11	11	11	11	10	9	12	13	10	13	12	13	14	10	11	13	14	14	13	12	11	11	14	13	12	15	13	15	14	16	15	15	11	14	14	15	18	15	16	17	16	17	15	16	18	15	16	18	18	17	18	19	18	16	20	21	20	21	0	1	1	1	1	2	1	4	3	3	8	5	7	8	10	8	24	2	8	12	38	10	25	5	8	3	19	21	38	9	25	11	38	50	15	15	50	9	11	66	12	39	31	9	10	29	5	24	39	14	49	36	38	13	24	55	17	13	50	24	49	55	33	49	14	26	54	11	17	60	40	54	47	10	63	65	22	40	52	62	59	17	12	71	30	75	57	90	77	35	47	88	86	90	39	98	21	10	80	81	59	31	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	3	2	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	2	3	3	1	3	2	1	1	2	3	1	3	1	1	2	2	1	2	2	1	1	1	3	1	1	3	2	2	1	1	2	4	1	1	1	1	1	1	3	2	4	2	3	1	1	1	4	2	2	1	1	2	3	1	4	4	3	1	4	5
32000	-444.860334335193784	-443.294836784694667	-1.565497550499128	0.000087996020654	0.000022534656173	0.256087218547359	0.579494878889680	-1	1	3	2	3	4	5	4	5	3	7	6	5	6	7	7	9	7	6	8	9	9	6	7	7	10	10	8	8	8	9	9	11	11	10	10	10	10	9	11	11	10	14	8	10	11	11	10	12	11	11	12	10	13	12	13	13	12	12	13	14	15	13	10	13	14	15	15	12	15	14	14	14	15	14	13	11	15	16	16	17	13	16	16	16	17	17	16	17	16	16	18	18	18	19	19	18	18	21	21	20	21	0	1	2	1	2	10	4	3	5	2	23	10	10	8	9	6	25	3	13	13	19	18	5	13	19	44	18	19	23	19	10	19	11	29	28	20	20	16	14	31	35	39	4	12	31	29	39	18	53	21	12	37	31	33	45	11	20	14	31	31	45	61	41	16	46	58	66	54	19	51	49	46	41	40	17	53	25	56	69	61	67	29	62	82	46	54	79	54	75	55	12	58	70	91	81	86	67	19	96	83	87	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	3	2	2	1	1	1	1	2	2	1	1	1	6	1	1	2	1	2	1	1	2	1	1	1	1	2	2	4	2	2	2	1	1	2	1	1	1	1	3	2	1	3	2	2	3	2	2	1	2	1	2	3	1	1	3	1	1	1	2	2	3	3	2	1	1	1	2	6	1	3	2	1
32500	-380.866681833809707	-379.172145526327938	-1.694536307481745	0.000133029456516	0.000027299877268	0.205216784182900	0.751953452501423	0	2	4	2	3	4	4	5	5	4	7	5	7	6	6	5	8	7	6	9	9	8	9	9	7	9	10	9	9	8	8	9	11	10	10	10	11	9	9	12	10	10	13	11	11	11	10	8	11	10	11	11	12	13	11	12	13	13	12	13	13	13	15	13	12	13	13	14	14	15	15	13	14	17	15	15	13	14	16	16	17	15	13	15	16	16	17	14	18	16	18	19	18	17	17	18	18	16	20	21	21	21	0	1	5	1	4	4	4	7	1	2	14	5	7	6	3	5	15	10	10	48	11	25	17	7	8	11	38	6	19	13	12	14	25	21	25	28	23	18	25	37	48	38	29	27	50	23	13	2	19	31	47	26	27	46	21	21	49	45	41	37	37	42	3	52	42	45	38	45	24	33	77	52	47	78	78	39	45	43	53	77	69	36	41	72	66	60	88	60	95	38	80	58	90	64	71	85	87	36	93	85	92	92	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	1	1	1	2	2	3	2	1	1	2	2	1	3	1	1	2	2	1	2	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	2	1	1
