step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12
30500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.642696322969287	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
31000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.441688147981374	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
31500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.478443953151146	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
32000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.344614425544319	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
32500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.327835595543917	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
33000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.513647767219369	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
33500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.557921778777186	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
34000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.383921264829166	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
34500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.438167456937178	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
35000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.523262494271816	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
35500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.480826667906125	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
36000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.343699588685505	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
36500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.394774194650372	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
37000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.396274304614222	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
37500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.475792901696981	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
38000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.279560431531307	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
38500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.381192874380935	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
39000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.456348534650831	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
39500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.399766605769984	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
40000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.399251857839799	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
40500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.443435480744852	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
41000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.474868927572872	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
41500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.385672314448395	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
42000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.419725752690306	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
42500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.316164862056919	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
43000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.363352559862092	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
43500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.530103802049450	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
44000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.580696303639011	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
44500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.521895048351015	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
45000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.395965680489223	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
45500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.409622996597787	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
46000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.443652658021727	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
46500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.346713693570488	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
47000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.261245744027281	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
47500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.578958928639530	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
48000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.448744532933014	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
48500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.475862770234899	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
49000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.474350045202171	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
49500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.514725430201461	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
50000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.537265871279564	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
50500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.338597533472914	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
51000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.355038047060572	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
51500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.298622422174716	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
52000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.540749191395589	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
52500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.333309866018677	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
53000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.506777938357066	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
53500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.595461518932966	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
54000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.546665818639374	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
54500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.382876649040790	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
55000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.431280340081886	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
55500	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.561753564337403	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
56000	-nan	-nan	-nan	0.000000000000000	0.000000000000000	1.000000000000000	0.393678868655318	0	0	1	2	2	5	4	4	5	6	7	12	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	4	6
