step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25
57000	-141.248650715155208	-148.104138666114579	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652220374451099	0	5	6	7	8	9	11	11	14	11	15	12	12	14	15	15	15	14	15	16	17	16	16	17	18	0	0	2	2	3	5	5	5	6	5	12	5	8	10	14	6	6	12	9	12	20	11	7	20	16	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	3	3	1	1	2	1	1	4	1	1
57500	-119.983350699860082	-126.838838650819454	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.809215575656174	0	4	5	6	7	8	11	11	14	10	15	13	12	13	16	16	16	15	14	15	16	15	17	17	21	0	0	2	2	3	5	5	10	7	6	19	10	8	7	22	9	10	14	12	12	12	10	18	20	9	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	3
58000	-127.836381270732915	-134.691869221692286	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.748832020460260	1	3	5	6	8	9	10	10	13	12	15	12	12	15	17	16	16	14	15	15	17	13	17	17	20	0	0	2	2	3	5	5	6	6	6	22	5	8	22	22	22	22	10	22	12	20	6	17	12	16	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	2	2	1	3	2
58500	-121.403392726000362	-128.258880676959734	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.869333218684818	0	5	6	7	7	9	11	11	14	10	14	12	12	13	16	16	16	14	14	15	17	15	17	17	20	0	0	2	2	3	5	6	5	7	5	12	6	8	10	22	7	18	7	12	12	11	7	17	20	16	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	1	2	1	2	1	1	1	1	1
59000	-131.567901938728767	-138.423389889688139	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579318264274635	0	5	6	6	7	8	11	11	14	11	15	13	13	14	14	16	14	13	13	15	18	17	16	17	20	0	0	2	2	3	5	6	5	7	5	12	7	8	7	5	9	7	10	7	12	20	5	17	12	22	1	1	1	1	1	1	3	2	1	2	1	1	1	2	3	1	2	2	1	1	1	6	1	2	1
59500	-127.169868093010052	-134.025356043969424	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665508797517764	1	5	6	6	7	9	11	12	13	12	15	12	13	14	15	14	15	13	13	15	16	16	17	16	20	0	0	2	2	3	5	6	6	7	6	19	5	8	10	10	6	18	6	12	12	12	15	17	12	16	1	1	1	1	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	2	2	1	1	1	2
60000	-122.261509741644574	-129.116997692603945	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657620064065572	0	5	6	7	8	9	12	12	13	11	15	11	13	13	15	17	15	14	13	15	17	16	18	17	20	0	0	2	2	3	5	6	5	7	6	19	5	8	10	7	22	10	9	12	12	20	18	17	20	16	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	3	1	2
60500	-127.138167272167976	-133.993655223127348	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686801489299811	1	4	5	7	7	9	11	11	14	12	16	13	12	14	13	17	15	13	15	15	18	17	17	18	19	0	0	2	2	3	5	6	6	15	7	20	6	8	6	6	9	18	10	15	12	20	17	15	12	16	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	2	2	2	2	1
61000	-138.798792701208185	-145.654280652167557	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644175369761463	-2	3	6	6	7	9	11	11	13	11	15	13	12	14	17	17	15	13	14	14	17	15	17	17	19	0	0	2	2	3	5	5	5	7	5	18	10	6	18	17	9	10	10	7	12	12	18	22	12	16	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	3	2	2	1	1	2	1	2	1	1
61500	-119.651031457471163	-126.506519408430535	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730389684374618	-2	5	6	6	7	9	11	10	14	11	16	12	12	13	14	16	15	12	13	16	17	16	17	18	21	0	0	2	2	3	5	6	5	7	6	9	7	8	10	18	9	18	10	12	12	12	15	17	20	16	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	3
62000	-128.116304382725843	-134.971792333685215	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.842092082788435	0	3	5	7	7	9	11	12	14	11	14	12	10	14	14	16	15	13	15	15	16	16	17	18	19	0	0	2	3	3	5	6	13	7	6	7	7	6	18	7	10	7	10	11	12	12	15	17	21	16	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	2	1	1	2	2	2	1	1	2
62500	-143.403867830851851	-150.259355781811223	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602287800245890	1	5	6	6	8	10	12	11	14	11	16	13	13	14	14	16	15	14	14	14	17	16	18	17	21	0	0	2	2	3	5	5	5	5	5	19	5	6	10	10	15	10	10	7	7	7	15	17	20	22	1	1	1	1	1	2	2	1	2	1	1	4	2	1	1	1	3	2	1	1	3	1	2	2	3
63000	-129.969165466203151	-136.824653417162523	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624589794952217	-1	5	6	6	8	9	11	10	15	10	16	12	11	15	16	16	14	14	14	15	17	15	17	18	20	0	0	2	2	3	5	5	6	6	5	22	6	8	18	22	22	10	10	12	12	12	7	17	11	9	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	2	2	2	2	2	2	2	1	3
63500	-124.917022242104764	-131.772510193064136	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.809594626078214	1	5	6	7	7	9	11	11	14	11	15	11	12	15	16	16	15	13	15	15	16	13	18	17	19	0	0	2	2	3	5	5	6	22	6	18	6	8	18	7	9	10	10	22	12	12	5	17	21	16	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	2	2	2	1	1	2
64000	-135.735754917028913	-142.591242867988285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.782497598034427	0	5	6	7	8	7	12	10	14	12	15	12	13	15	16	15	15	14	15	15	18	15	17	16	18	0	0	2	2	6	3	6	5	10	6	10	5	8	10	20	10	10	10	7	12	22	7	17	12	15	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	1	1	1	2	1	2	1	2	1
64500	-137.627216921240915	-144.482704872200287	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.740931235943132	0	5	6	6	8	7	11	10	13	11	15	12	12	14	16	15	15	12	14	15	17	14	17	16	19	0	0	2	2	6	3	5	6	5	6	9	7	8	10	7	7	18	10	9	12	12	18	17	12	16	1	1	1	1	1	1	1	2	3	2	1	1	1	2	2	2	2	1	1	1	3	1	2	3	3
65000	-110.023091559601994	-116.878579510561366	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.865959540598898	-1	4	6	6	8	7	10	11	15	11	16	12	13	14	17	17	15	13	14	14	16	15	17	18	19	0	0	2	2	6	3	5	7	7	5	19	7	8	18	9	9	10	10	12	12	20	7	17	21	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
65500	-138.384859502908711	-145.240347453868083	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.568909820261963	1	4	5	6	8	7	11	10	14	12	13	13	13	14	16	16	15	12	14	15	18	16	17	17	18	0	0	2	2	6	3	6	5	5	5	6	7	10	10	18	18	10	5	18	12	20	14	9	12	9	1	1	1	1	1	1	3	1	3	2	2	1	1	1	2	2	1	2	1	1	2	1	2	2	2
66000	-144.444600803482473	-151.300088754441845	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607242883781211	0	4	5	6	8	6	11	10	14	11	14	12	12	14	16	16	16	15	14	16	17	16	17	17	20	0	0	2	2	6	3	6	6	6	5	12	5	8	5	14	3	18	10	7	12	7	9	17	20	7	1	1	1	1	1	1	2	2	3	2	1	2	1	3	1	3	1	1	1	2	3	1	1	1	4
66500	-131.976459049382299	-138.831947000341671	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.848137818607223	-1	4	6	5	7	10	10	10	14	9	15	12	13	13	16	17	15	15	14	16	15	13	17	17	20	0	0	2	2	3	5	5	5	22	5	19	6	8	6	18	9	6	10	12	21	12	7	17	21	16	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	2	2	1	1	2	1	1	1	1
67000	-132.842138402123965	-139.697626353083336	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684136343363538	1	4	6	7	8	10	11	10	13	12	15	12	12	14	16	17	16	14	15	15	17	17	18	14	20	0	0	2	2	4	5	6	5	7	6	12	6	8	6	7	18	18	7	18	12	12	10	17	6	15	1	1	1	2	1	1	1	1	1	1	2	1	1	2	3	1	1	2	1	1	2	2	1	2	2
67500	-134.357754149881998	-141.213242100841370	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680463348130917	0	4	6	6	7	9	11	11	13	11	14	11	13	15	17	17	16	14	15	15	17	15	17	18	21	0	0	2	2	3	5	5	6	7	5	10	5	8	18	22	22	11	10	12	12	19	7	22	21	22	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	2	2	3	1	2	1	1	3
68000	-136.711977996138700	-143.567465947098071	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707946086978107	-1	4	5	6	8	10	11	11	14	11	14	12	12	14	16	16	15	13	15	13	17	16	17	18	20	0	0	2	2	3	3	6	6	7	5	18	6	10	10	5	18	14	5	11	12	20	7	17	21	22	1	1	1	2	2	2	1	1	2	2	1	2	1	2	3	2	1	2	1	1	2	2	1	1	2
68500	-137.264019367221437	-144.119507318180808	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675450090947227	0	4	5	6	8	9	10	11	13	11	15	10	13	14	16	15	14	14	14	15	17	16	18	17	18	0	0	2	2	3	5	5	6	7	6	17	5	8	10	14	9	7	5	12	12	12	17	17	20	18	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	3	1	2	2	1	1	1	2
69000	-138.952265349003483	-145.807753299962854	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768236540302998	-2	4	6	6	8	9	11	12	14	12	15	12	11	14	16	16	15	14	14	15	16	13	17	18	21	0	0	2	2	3	5	6	5	6	5	22	5	6	10	22	5	22	10	22	22	12	5	17	21	16	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	3	2	1	1	1	2	2	1	2	3
69500	-125.896598840548279	-132.752086791507651	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.845367587886866	1	3	6	5	7	9	10	12	13	11	14	11	13	15	17	16	15	13	13	14	16	16	17	18	18	0	0	2	2	3	5	6	7	5	5	19	6	8	18	22	9	18	6	10	12	12	18	17	21	16	1	1	2	1	1	1	1	1	2	3	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1
70000	-139.057325070136102	-145.912813021095474	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.732430905004069	1	3	5	7	7	10	11	11	14	11	15	12	12	15	17	16	16	15	13	15	15	17	18	18	17	0	0	2	2	3	5	5	5	6	5	19	7	8	10	18	9	14	7	6	12	5	9	17	21	9	1	1	1	2	2	2	2	1	2	2	1	1	1	2	1	1	1	2	2	2	3	2	1	1	2
70500	-111.050333001277039	-117.905820952236411	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728480251336433	0	4	5	5	7	9	11	11	14	12	15	13	12	14	16	16	16	14	14	15	17	17	18	17	21	0	0	2	2	3	5	5	6	7	3	12	6	8	10	9	10	18	7	10	12	20	15	17	12	16	1	1	1	1	1	1	2	1	1	3	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2
71000	-133.523623454521669	-140.379111405481041	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684879302902354	-1	5	6	7	7	9	11	11	13	10	16	13	12	15	17	17	15	14	15	15	17	16	17	18	20	0	0	2	2	3	5	5	5	10	6	12	7	7	7	22	9	10	10	9	12	12	17	17	20	15	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	2	1	2	2	1	1	2	1
71500	-125.167880613509851	-132.023368564469223	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639508235044217	0	5	6	6	7	10	12	11	15	11	15	13	12	14	15	16	15	14	14	15	16	17	18	17	18	0	0	2	2	3	5	6	5	6	5	19	10	8	7	18	9	10	7	7	12	12	6	17	19	16	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	2	1	2	3	2	2	1
72000	-144.573681019577407	-151.429168970536779	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634187809641827	1	5	6	7	7	9	12	11	14	10	15	13	12	13	17	17	16	14	14	16	18	16	17	18	17	0	0	2	2	3	5	5	5	6	5	7	10	8	7	5	6	10	7	7	12	20	18	17	20	10	1	1	1	1	1	2	3	2	2	1	2	2	1	1	4	5	4	1	1	1	1	1	1	1	3
72500	-131.323378295102145	-138.178866246061517	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649553569538665	0	4	5	6	7	9	11	10	14	11	15	12	12	14	15	17	15	14	14	15	17	16	17	17	20	0	0	2	2	3	5	6	6	7	5	6	6	8	10	6	22	18	6	12	12	20	5	17	12	9	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	4	1	2	2	4	1	3	3
73000	-123.541804833391126	-130.397292784350498	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.777187090806222	0	4	6	6	8	9	11	11	13	11	16	12	13	14	16	16	14	15	14	15	16	16	17	17	20	0	0	2	2	3	5	5	6	10	5	12	10	8	10	18	9	10	17	10	12	12	5	17	20	16	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	2	4	2	1	3
73500	-114.238084124249326	-121.093572075208698	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.877097085910325	0	4	6	6	8	10	10	11	14	12	16	13	12	14	15	16	15	13	13	15	16	17	16	18	20	0	0	2	2	3	5	3	7	7	7	9	7	8	10	9	9	7	10	6	12	20	15	17	21	16	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
74000	-118.718995613289536	-125.574483564248908	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.826510161454436	0	4	5	5	7	9	11	10	14	12	14	13	12	14	15	16	15	14	15	15	16	16	17	14	20	0	0	2	2	4	5	6	5	10	7	12	5	8	10	7	9	10	10	11	24	20	7	22	12	16	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	3	1	1	2
74500	-133.317325586698047	-140.172813537657419	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617333379085059	0	4	5	6	7	9	11	11	14	11	15	12	13	14	16	16	16	14	15	14	16	17	17	18	19	0	0	2	2	3	5	5	5	6	5	12	7	8	10	18	18	10	10	7	12	9	7	15	21	16	1	1	1	1	1	2	2	2	3	2	2	1	1	2	2	1	2	2	2	1	1	4	1	2	1
75000	-125.257649014417211	-132.113136965376583	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659252541380986	0	5	6	7	7	9	10	10	13	11	15	12	13	13	16	15	15	14	14	15	17	16	17	18	18	0	0	2	2	3	5	5	5	6	5	9	7	8	10	18	5	7	10	10	12	20	18	17	21	15	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	3	2	2	1	2	1	1	1	1	1
75500	-130.681213512243914	-137.536701463203286	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751022426588560	-1	5	6	6	8	10	12	12	14	11	16	11	12	15	16	15	16	14	13	15	17	16	17	17	20	0	0	2	2	3	5	6	5	5	6	20	5	6	7	7	7	16	10	12	12	20	7	18	20	16	1	1	1	1	1	1	1	2	3	1	1	2	1	2	2	2	1	2	1	1	1	2	2	1	2
76000	-109.814676094804781	-116.670164045764153	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.874418231544229	0	4	6	6	7	9	11	11	14	11	15	11	12	15	15	17	15	14	15	15	17	16	18	18	21	0	0	2	2	3	5	6	6	7	6	18	6	8	18	9	9	18	10	12	12	20	15	17	20	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2
76500	-118.583003298468981	-125.438491249428353	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.869268205301867	0	5	6	6	7	10	11	11	15	11	13	12	12	14	16	16	15	14	14	14	17	15	18	17	19	0	0	2	2	3	5	6	6	7	5	6	6	8	10	22	9	18	10	11	12	12	7	17	12	16	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1
77000	-113.646226963370509	-120.501714914329881	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814212423355478	1	4	5	6	8	10	11	12	14	12	15	12	13	14	16	15	16	14	14	16	17	15	18	18	20	0	0	2	2	3	5	5	6	6	6	19	7	8	10	22	7	18	10	7	12	12	18	17	20	16	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2
77500	-105.004630400843482	-111.860118351802853	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.867785487929046	1	4	6	6	7	10	11	12	15	12	14	12	13	15	16	16	15	14	15	14	16	17	17	18	21	0	0	2	2	3	5	6	6	11	7	6	6	8	18	18	9	10	10	11	12	20	15	17	21	16	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2
78000	-136.068238482879110	-142.923726433838482	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642115778642863	1	4	5	7	7	9	11	10	14	12	13	11	12	13	15	17	16	14	15	14	18	16	18	17	19	0	0	2	2	3	5	6	5	5	6	6	6	6	7	18	9	18	5	11	12	20	18	17	18	16	1	1	1	1	1	2	1	2	3	2	2	1	1	1	1	1	1	4	1	1	2	1	1	1	2
78500	-116.718216138491812	-123.573704089451184	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.828825653353814	1	4	6	5	8	10	12	12	14	11	15	12	13	15	15	17	15	13	14	15	18	16	17	16	20	0	0	2	2	3	5	6	5	6	5	12	6	8	18	9	9	18	10	12	12	24	15	17	12	15	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2
79000	-124.004277532643499	-130.859765483602871	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.786135281407573	0	5	6	6	7	9	11	10	13	11	15	11	12	14	17	17	15	14	13	14	15	16	17	17	21	0	0	2	2	3	5	5	6	7	5	19	5	8	10	22	9	10	12	12	10	12	7	17	21	22	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	2	2	1	1	2
79500	-123.265480644238352	-130.120968595197724	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.766066585583498	-1	4	6	6	8	9	11	11	13	11	15	13	13	13	16	17	16	15	15	15	18	17	16	18	19	0	0	2	2	3	5	5	5	6	5	10	7	8	7	11	15	18	10	12	12	20	18	10	20	16	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	3	1	1
80000	-119.288094471285874	-126.143582422245245	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.829015484894264	0	5	6	6	8	10	12	11	14	11	16	13	13	14	15	16	15	13	15	15	17	16	17	18	20	0	0	2	2	3	5	6	6	10	5	12	7	8	10	6	9	18	10	7	12	12	15	17	20	16	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	1	1	2	2	2	1	1	1	2
80500	-112.347917804760215	-119.203405755719587	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716913207723035	-1	4	6	6	8	9	11	12	14	11	13	12	13	15	17	15	15	14	14	15	14	16	17	16	20	0	0	2	2	3	5	6	7	7	6	12	6	8	18	17	9	10	10	11	12	12	18	17	21	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
81000	-122.096821776066520	-128.952309727025892	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.844202527757696	0	3	5	6	6	9	12	11	14	12	13	12	12	14	14	16	15	14	14	15	16	16	18	17	20	0	0	2	3	3	5	6	6	7	6	12	6	8	10	7	15	9	7	11	12	12	18	17	21	16	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	2	1	1	1	2
81500	-145.034970346814134	-151.890458297773506	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719705277835689	1	3	5	5	7	8	10	11	13	10	14	12	12	15	17	16	14	15	15	15	17	16	16	17	20	0	0	2	2	3	3	6	7	7	5	9	6	8	5	18	9	10	7	11	12	20	17	17	20	16	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	3	3	1	1	2	1	1	1	1	2
82000	-137.826067269795004	-144.681555220754376	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.466141649907437	-1	4	5	6	7	10	12	11	14	11	15	13	13	15	16	14	14	14	14	15	16	17	15	18	19	0	0	2	2	3	5	10	5	7	5	19	7	8	18	9	7	7	7	7	12	12	9	7	12	16	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	3	3
82500	-135.211619523804274	-142.067107474763645	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565778984155527	-1	5	6	6	7	9	11	11	14	11	13	12	13	14	17	17	15	13	15	16	17	17	15	17	20	0	0	2	2	3	5	5	6	7	6	7	6	8	10	11	7	6	10	11	12	12	18	10	12	15	1	1	1	1	1	2	2	1	1	1	2	2	1	1	3	3	3	1	1	2	2	3	2	2	2
83000	-145.112969922769878	-151.968457873729250	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.705760377471860	0	3	5	7	7	10	11	9	15	11	14	11	11	13	13	16	15	13	14	14	18	15	17	16	21	0	0	2	2	3	5	6	5	7	5	12	6	8	10	5	7	7	7	12	12	24	7	14	11	16	1	1	1	2	1	1	1	1	2	2	2	1	1	1	2	2	2	1	2	2	1	2	3	1	2
83500	-142.881842811452515	-149.737330762411887	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610971810434738	0	4	6	6	8	10	12	11	13	11	15	13	13	13	15	17	15	13	15	16	17	15	18	18	21	0	0	2	2	3	5	6	5	7	6	12	6	8	10	5	9	10	10	6	18	20	7	18	20	9	1	1	1	1	1	1	2	2	1	1	2	1	1	1	4	2	2	2	2	2	1	1	3	1	4
84000	-131.649792297463989	-138.505280248423361	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712682696304650	0	3	5	6	8	9	10	11	14	12	14	12	12	14	15	17	16	14	15	15	15	16	18	18	20	0	0	2	2	3	5	6	5	7	7	12	5	8	10	14	22	15	7	11	12	12	14	15	20	16	1	1	1	1	2	1	1	1	2	1	2	2	1	2	1	1	1	1	1	2	2	1	1	1	1
84500	-147.276295597772332	-154.131783548731704	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572888464025724	1	4	6	6	7	9	11	11	15	11	15	12	12	13	14	15	15	13	15	16	17	17	17	18	19	0	0	2	2	3	5	2	5	18	6	15	7	8	10	6	18	7	5	15	12	12	20	18	22	22	1	1	1	1	1	2	4	2	2	1	1	1	1	2	3	1	2	2	1	2	2	1	2	1	1
85000	-113.499276573328856	-120.354764524288228	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.842051491863522	1	4	5	5	7	9	10	10	14	11	15	12	12	15	16	17	15	14	15	15	17	16	17	18	20	0	0	2	2	3	5	6	5	6	6	9	7	8	10	18	15	18	10	18	12	20	18	17	12	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1
85500	-116.365746428878722	-123.221234379838094	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524217940057356	0	4	5	6	7	9	11	10	14	12	14	12	12	15	16	15	15	14	15	15	17	17	17	17	19	0	0	2	2	3	5	6	5	10	7	12	6	8	18	9	7	10	7	11	11	20	16	17	12	16	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	2	1
86000	-123.024943407176210	-129.880431358135581	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.829201931619818	1	5	6	6	7	9	11	11	14	12	14	12	13	13	16	16	15	14	15	16	16	17	17	17	20	0	0	2	2	3	5	3	6	7	6	12	6	8	10	6	7	18	7	11	12	12	18	15	20	16	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	2	1	2	1	2	2	1	1	1	2
86500	-127.023272821533453	-133.878760772492825	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.468240906939690	0	5	6	6	7	9	11	10	13	11	15	13	11	14	17	16	15	13	13	14	17	16	17	18	20	0	0	2	2	3	5	5	5	7	6	18	7	8	10	9	9	18	5	7	10	12	6	17	12	15	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	3	1	2	2	4	1	2	1
87000	-119.719906786957779	-126.575394737917151	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710794152405584	0	4	6	7	8	9	11	11	14	11	15	13	12	15	17	16	15	12	14	15	18	16	18	17	20	0	0	2	2	3	5	5	6	10	5	12	7	8	18	22	9	10	5	12	12	20	9	17	20	16	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	2	2	1	1	1	2	1	1	1	2
87500	-134.969096187971900	-141.824584138931272	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686774937854364	0	4	6	5	7	9	12	12	15	12	15	13	13	14	14	16	15	13	14	15	18	17	17	17	20	0	0	4	2	3	5	5	6	15	5	12	5	7	7	7	9	10	10	6	12	11	14	17	20	16	1	1	1	1	1	1	2	1	1	2	1	3	1	2	1	1	2	1	3	1	1	1	1	1	1
88000	-107.070478064944780	-113.925966015904152	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.903666502994642	0	3	5	5	8	10	12	11	14	12	15	12	13	15	16	16	15	14	13	15	17	16	17	17	20	0	0	2	2	3	5	5	5	7	6	12	6	8	10	9	9	18	10	12	12	20	9	17	20	16	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1
