step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72
5000	-452.565600700018933	-459.421088650978334	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.749645292053438	-1	1	2	2	2	1	5	3	4	7	4	8	8	6	8	7	8	10	9	8	12	11	11	12	14	12	15	13	16	15	17	18	17	18	18	17	19	18	19	17	17	19	20	20	20	21	22	20	20	22	22	23	24	22	22	21	21	22	24	22	24	26	25	25	25	25	28	28	28	28	30	29	0	1	1	1	2	0	2	2	6	1	6	7	11	5	7	14	14	12	15	14	18	19	18	20	26	19	24	20	28	28	29	29	29	33	41	30	31	29	31	29	28	35	30	36	35	40	37	38	33	36	32	35	45	45	0	48	48	28	49	32	52	60	51	48	55	52	60	65	64	0	70	70	1	1	1	2	1	1	3	1	1	3	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	2	3	2	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	2	2	2	1	2	2	2	2	2	1	1	1	1	5	2	2	1	2	1	2	2	1	3	1	1	1	2	1
5500	-473.497609976411525	-480.353097927370925	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606815738661293	0	1	4	2	2	0	5	3	4	6	4	6	9	7	8	8	9	10	10	10	11	11	11	11	13	12	15	13	15	15	18	16	18	18	16	18	19	19	19	18	18	19	19	19	19	21	21	20	20	22	22	23	21	22	24	22	23	21	24	24	24	23	24	26	26	25	28	28	29	29	30	31	0	1	1	1	2	0	5	2	6	2	6	2	11	12	12	12	14	14	15	14	12	19	12	14	15	19	28	20	28	24	29	29	29	29	24	30	31	31	31	29	35	36	30	30	35	34	37	40	40	30	32	35	41	43	0	48	48	10	49	34	41	31	62	48	55	61	62	65	64	0	70	70	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	1	1	2	1	1	2	1	3	2	3	1	1	1	1	2	1	1	2	2	3	2	1	1	1	2	1	1	3	2	1	1	1	1	1	4	2	2	2	1	1	1	2	7	2	2	3	3	1	3	1	1	2	1	2	1	1	1
6000	-475.491045372220469	-482.346533323179870	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609112691462990	0	1	2	1	3	1	5	3	5	7	4	6	8	8	8	7	8	10	9	10	12	12	12	11	12	13	13	13	16	16	17	18	18	18	17	15	20	20	19	19	19	19	20	18	18	20	21	21	21	21	22	21	22	22	24	23	23	21	25	23	24	25	24	25	26	24	26	28	28	29	31	31	0	1	1	1	2	0	5	3	11	4	6	5	11	12	12	12	12	14	15	12	18	19	18	20	15	19	24	24	27	36	29	29	29	29	36	28	39	29	31	29	35	35	36	36	30	31	37	38	33	44	32	42	42	45	0	48	48	1	51	32	42	51	60	57	55	53	60	55	57	0	70	70	1	1	2	1	1	1	1	1	1	3	2	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	2	1	2	1	2	2	1	1	1	8	1	3	3	2	1	1	2	1	2	3	3	1	1	1
6500	-490.914935526692261	-497.770423477651661	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666511321357327	0	1	3	1	3	2	5	3	5	4	5	6	9	7	9	8	9	10	10	10	11	12	11	12	11	13	14	13	16	16	18	17	19	15	16	14	20	19	18	19	17	19	18	19	19	20	21	21	22	22	22	22	23	23	23	23	22	20	25	22	24	25	23	25	25	24	29	28	29	28	30	30	0	1	1	1	2	0	5	2	6	4	6	5	11	12	14	12	14	12	15	12	18	19	14	14	15	19	24	24	34	36	29	34	29	24	36	20	39	31	34	29	35	35	36	30	35	39	39	39	39	30	32	35	50	45	0	48	39	26	33	32	52	32	60	48	55	52	62	65	48	0	70	70	1	1	2	1	1	1	1	1	2	1	2	2	3	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	2	2	2	1	2	1	1	3	2	3	1	2	1	1	2	3	3	2	1	2	1	2	2	2	2	2	4	1	1	1
7000	-473.242098890611203	-480.097586841570603	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633396225883422	0	1	3	2	3	2	5	4	4	7	4	8	7	4	8	7	6	10	9	10	12	10	11	13	13	13	15	11	16	15	18	18	18	18	17	18	20	20	19	18	19	20	19	19	20	19	22	21	22	21	22	22	22	23	23	23	22	22	23	25	24	23	24	26	25	24	27	27	29	28	29	30	0	1	1	1	2	0	5	5	6	4	6	14	11	5	14	14	14	12	17	12	18	15	18	28	22	15	24	20	27	28	29	29	29	29	30	30	31	31	31	29	30	35	30	30	35	40	37	38	37	44	32	41	41	45	0	48	48	22	40	34	52	40	51	38	55	52	60	65	64	0	70	70	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	1	1	2	1	1	2	2	1	1	1	2	1	1	2	2	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	6	2	4	1	3	1	4	2	1	1	1	2	1	1	1
7500	-464.418993112932924	-471.274481063892324	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719077021689114	0	1	4	1	2	2	4	3	4	6	4	6	8	7	9	8	9	9	10	10	11	11	11	11	13	12	13	14	14	15	19	18	17	19	18	16	19	19	18	18	19	20	18	19	20	21	20	21	21	21	22	23	21	22	22	22	22	22	23	24	25	26	24	26	25	24	29	29	28	29	30	31	0	1	2	1	2	0	2	5	6	8	6	2	11	7	14	14	12	14	15	12	18	19	17	20	15	22	24	24	27	28	39	29	29	29	36	30	33	39	29	33	35	35	30	36	35	33	37	38	33	41	32	50	41	45	0	48	48	43	34	32	52	60	51	57	55	52	51	65	64	0	70	70	1	1	1	1	1	1	2	1	1	1	1	2	3	2	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	1	1	3	2	2	1	1	1	2	2	1	3	2	1	1	1	2
8000	-486.005244011572472	-492.860731962531872	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665573140632992	0	1	3	2	3	2	6	4	4	6	4	7	8	6	7	8	7	11	10	11	11	9	12	12	12	12	13	13	15	15	17	17	16	19	17	17	20	19	19	17	19	19	18	19	19	18	21	20	20	23	22	23	24	22	24	22	23	22	24	24	23	24	25	25	26	25	27	28	27	27	30	30	0	1	1	1	2	0	2	5	6	4	6	5	11	2	14	7	7	12	22	14	7	15	14	20	22	22	20	24	24	28	29	29	29	33	30	30	39	31	31	29	35	36	28	30	35	31	37	39	33	30	32	42	42	45	0	48	48	13	29	32	41	51	60	48	55	61	51	55	48	0	70	70	1	1	2	1	1	1	2	1	1	2	1	2	2	2	1	1	1	2	1	2	2	1	3	1	3	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	1	3	2	1	1	1	1	2	4	2	2	2	2	1	1	2	7	4	4	2	1	1	2	2	1	3	2	2	1	2	1
8500	-503.783527262057305	-510.639015213016705	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671607020680452	0	1	4	2	3	2	5	3	4	5	5	7	8	6	8	7	8	9	10	9	11	8	11	12	10	12	14	14	16	16	17	18	18	19	17	18	19	19	20	18	18	20	19	20	19	20	22	21	22	23	22	22	24	21	24	23	23	20	23	23	24	25	25	25	26	24	27	28	28	29	31	30	0	1	1	1	2	0	5	2	6	4	6	7	11	7	7	14	7	14	22	14	14	14	18	20	15	22	24	24	27	28	27	29	29	29	27	30	31	31	33	29	30	35	36	45	35	33	37	33	29	36	32	42	54	45	0	48	48	4	33	32	52	32	49	48	55	52	60	65	64	0	70	70	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	2	3	1	2	1	1	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	4	2	2	1	1	2	1	1	1	7	3	2	1	3	2	3	2	1	2	1	2	1	1	1
9000	-419.698148445707261	-426.553636396666661	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756019094713677	0	1	3	1	2	1	5	2	4	5	5	7	8	7	8	8	9	8	10	11	11	9	11	12	12	12	16	14	17	15	18	18	19	19	18	18	20	19	20	17	19	19	19	20	20	20	21	21	21	22	22	20	23	22	24	23	23	22	23	23	22	25	25	25	25	25	28	28	29	29	30	30	0	1	1	1	2	0	2	2	6	4	6	7	11	5	14	12	12	12	22	14	18	15	18	20	15	22	24	24	24	28	29	29	40	40	30	30	31	29	31	27	35	36	30	30	35	31	37	38	33	36	32	41	41	42	0	48	48	13	34	32	52	60	60	48	55	61	60	65	64	0	70	70	1	1	1	1	1	1	2	1	1	2	2	1	3	2	1	1	1	1	1	2	2	1	2	1	2	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	1	1	1	2	6	2	2	1	1	1	2	1	2	2	2	2	1	1	1
9500	-484.020837279898785	-490.876325230858185	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710997759532232	0	1	3	1	2	1	5	4	4	5	5	6	9	4	8	8	7	8	10	10	10	10	10	11	12	13	13	13	16	15	18	17	18	17	16	17	20	20	19	18	17	20	19	19	18	20	21	21	20	22	22	22	24	23	23	22	23	21	23	22	24	24	25	24	26	25	27	27	29	29	31	30	0	1	1	1	2	0	8	5	6	4	6	14	11	5	12	12	12	14	15	18	18	15	18	20	15	19	24	24	27	28	29	29	34	29	30	30	39	31	31	34	35	35	30	28	35	29	31	38	33	30	32	35	52	42	0	48	48	7	49	32	52	32	60	48	55	52	60	55	64	0	70	70	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	2	2	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	3	1	2	1	1	1	3	1	3	1	1	1	1	1	5	2	3	1	4	2	1	2	2	4	1	2	1	1	1
10000	-450.715050119102500	-457.570538070061900	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716209809953125	-1	1	2	1	3	3	5	3	4	5	5	8	8	7	8	7	9	11	9	11	12	11	11	13	13	11	15	14	15	16	17	17	19	18	17	18	19	20	19	18	19	19	19	19	20	20	22	21	21	23	22	21	21	22	22	23	23	21	24	24	25	25	25	26	26	24	29	28	29	29	30	31	0	1	1	1	2	0	5	2	6	2	6	14	11	5	14	7	14	14	15	12	14	19	14	17	22	19	24	20	24	28	29	29	29	29	24	30	31	31	31	29	35	35	36	30	35	40	37	33	34	43	32	41	45	42	0	48	48	21	34	51	45	60	32	57	55	41	60	65	57	0	70	70	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	3	1	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	2	1	1	1	1	1	2	2	3	1	3	1	3	2	2	3	2	1	3	1	1	1
10500	-464.786012992965823	-471.641500943925223	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579632120829545	0	1	4	2	2	1	5	4	5	6	3	7	9	5	8	8	6	10	9	10	12	12	11	13	13	11	15	13	16	16	18	18	19	18	18	17	20	20	19	18	18	20	19	20	20	20	22	21	21	23	22	22	23	22	23	22	23	21	23	24	25	25	24	25	25	23	28	28	27	27	30	30	0	1	1	1	2	0	5	5	6	7	6	7	11	2	14	12	2	12	14	17	23	26	14	14	15	19	28	20	24	24	29	29	40	24	24	24	29	31	31	29	30	35	30	35	35	31	37	38	34	30	49	41	41	45	0	48	48	24	33	51	66	32	51	48	55	52	59	65	64	0	70	70	1	1	2	1	1	1	2	1	2	1	1	1	5	2	1	1	3	2	2	2	1	1	3	3	2	1	1	1	2	2	1	1	1	2	2	2	3	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1	3	2	1	1	4	1	2	2	1	2	1	1	1	1	2
