step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63
5000	-170.641385107130390	-169.179303022611521	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.921888144518589	-1	2	0	2	3	2	4	5	4	5	7	10	7	7	7	10	8	8	9	9	9	9	11	10	12	12	12	10	12	12	12	13	14	16	14	15	13	14	15	17	17	16	17	17	17	17	16	18	18	16	16	19	19	19	19	20	21	19	20	19	23	25	26	0	1	1	3	4	3	4	5	6	4	4	17	8	9	8	15	10	13	11	10	17	13	12	15	20	24	16	18	19	28	28	30	23	36	37	37	21	32	32	34	38	27	38	32	36	51	35	42	45	36	33	34	42	43	50	55	53	42	49	51	57	61	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-179.412969736526463	-177.950887652007594	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.920504184643102	-1	2	1	3	4	2	3	4	4	5	6	10	7	8	6	10	8	8	10	9	8	9	11	9	11	13	12	14	12	13	13	13	13	18	14	14	12	15	15	16	16	17	16	15	17	18	18	17	18	16	16	17	19	19	21	20	19	21	20	22	23	25	26	0	1	1	3	3	1	6	3	2	8	8	17	15	10	9	20	15	15	18	15	11	9	22	17	13	22	14	27	16	23	25	19	25	52	33	30	12	26	33	37	29	35	39	30	30	50	43	39	39	44	28	44	52	48	47	47	48	54	52	59	54	55	62	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
6000	-151.543445048135567	-150.081362963616698	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.990138462700108	-1	1	1	2	3	2	2	4	5	6	6	10	7	6	7	9	7	7	8	9	9	10	11	9	10	13	11	12	12	12	12	14	14	17	15	15	13	14	16	16	16	18	18	15	17	17	17	17	17	17	16	18	19	20	21	19	19	20	21	21	24	24	26	0	1	1	3	2	2	3	7	5	9	5	10	10	4	9	13	11	9	15	15	18	13	22	15	17	22	15	12	24	12	20	31	37	41	33	32	30	28	32	35	33	41	51	37	41	44	35	36	44	36	30	41	50	42	53	47	51	56	56	43	60	59	62	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-163.608075043486480	-162.145992958967611	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.931329296560200	0	1	2	3	4	1	4	4	5	5	7	9	6	8	6	10	6	7	10	8	9	8	11	10	11	11	13	13	13	11	12	12	12	17	14	15	14	15	15	16	16	18	18	15	19	17	18	18	19	17	17	19	20	19	22	20	20	21	22	22	24	24	25	0	1	6	6	6	1	1	3	3	4	7	15	10	9	3	20	9	9	17	17	20	13	12	14	16	22	25	16	30	14	20	23	14	38	31	27	33	28	28	29	35	46	40	37	42	36	41	50	43	41	40	34	43	46	45	41	42	53	56	54	55	59	61	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
7000	-172.379970950083020	-170.917888865564152	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.902692403371438	0	1	1	2	4	3	3	4	4	6	6	9	6	8	6	9	7	7	9	9	10	10	11	8	10	12	12	14	13	12	12	13	13	16	15	15	12	14	13	15	14	17	17	16	18	18	18	16	19	16	17	19	20	19	21	20	19	19	21	21	24	23	26	0	1	1	1	6	3	3	2	1	5	5	14	8	13	6	13	10	13	13	18	12	14	24	10	20	20	23	39	26	21	25	25	20	33	32	29	24	33	30	30	39	38	35	26	44	35	34	29	47	38	29	51	57	43	52	49	44	46	45	57	59	59	61	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-183.652257228536939	-182.190175144018070	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.787234475822617	0	2	2	2	3	2	4	5	4	4	7	9	7	6	7	9	7	8	10	8	9	8	9	9	12	12	10	13	12	12	12	12	14	17	14	12	14	14	14	16	16	17	16	16	18	16	16	17	19	18	18	18	18	19	21	21	20	21	21	21	25	23	26	0	1	1	1	2	1	6	10	3	3	4	15	8	10	8	11	7	15	21	13	17	8	14	20	16	21	20	25	21	16	21	15	36	35	28	27	23	31	26	36	39	31	30	24	40	28	39	35	48	48	43	37	34	42	51	52	41	54	52	53	60	58	56	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	2	2	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	3
8000	-204.391637183879453	-202.929555099360584	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.873431027353679	-1	1	2	1	2	1	3	5	3	5	6	9	8	8	8	9	7	9	9	7	8	10	11	9	11	12	12	14	12	11	12	11	11	17	14	12	13	13	16	15	16	18	18	17	18	17	16	17	19	17	15	18	19	19	22	20	21	19	21	21	24	26	24	0	1	2	1	6	1	6	5	4	9	7	17	17	17	7	17	8	17	13	9	10	21	19	13	20	25	23	38	18	12	16	21	21	27	25	17	30	25	22	29	28	34	39	28	47	38	40	40	28	31	31	51	47	34	60	46	42	44	42	54	60	61	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	3	1	3	1	1	3	1	1	1	1	1	1	2	1	1	2	3	2	1	1	1	1	1	1	1	2	1	1	1	1
8500	-205.220181102592335	-203.758099018073466	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.835776976822286	0	2	1	2	4	2	3	5	4	6	8	9	6	7	8	10	6	9	9	7	10	8	9	8	11	13	13	10	11	12	11	12	14	17	13	15	12	14	16	16	15	17	18	16	19	18	16	16	19	17	16	19	18	20	18	21	20	20	21	22	24	26	26	0	1	1	1	6	1	3	9	1	5	14	24	6	10	13	24	6	22	24	8	24	10	13	10	23	29	29	22	28	16	12	18	30	51	28	18	16	29	38	16	26	48	26	26	39	51	38	33	50	51	41	38	34	44	51	51	49	39	57	52	56	61	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	1	1	2	1	1	3	1	2	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	2	1	1
9000	-155.554248124580170	-154.092166040061301	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.997347755056822	0	2	2	2	3	3	3	4	5	4	6	9	6	7	7	10	7	7	9	6	9	8	11	7	11	12	12	13	10	13	12	14	13	18	15	14	13	14	15	16	16	18	17	15	17	17	18	17	18	17	17	19	19	19	21	21	20	20	21	21	23	25	27	0	1	1	1	2	1	3	2	4	2	7	13	7	8	9	13	9	9	14	2	18	11	17	9	12	25	16	16	21	23	21	37	27	46	38	26	31	27	38	38	44	40	39	33	35	39	46	35	46	35	44	48	47	43	34	34	49	47	51	45	55	60	62	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-162.077291130129765	-160.615209045610897	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.971092469365564	0	1	2	3	3	2	4	1	5	4	6	10	7	8	8	8	7	9	10	5	9	10	10	9	10	12	13	13	11	12	12	13	14	16	15	15	11	13	14	16	15	17	17	16	19	17	16	17	18	16	18	18	18	18	22	21	20	20	20	22	24	25	26	0	1	1	8	2	1	6	1	4	2	4	14	20	11	20	11	20	17	18	4	17	18	16	17	16	23	31	22	12	25	22	26	32	28	38	28	18	12	26	35	28	41	44	26	51	41	33	36	46	28	39	40	48	41	45	58	51	46	34	59	55	59	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
10000	-147.608000783242574	-146.145918698723705	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.944528083788808	-1	1	1	3	3	1	3	4	5	5	7	10	8	7	8	10	7	7	10	8	8	9	10	7	11	12	13	14	13	12	12	13	14	18	14	14	12	13	14	16	16	17	16	16	19	17	17	17	18	17	18	19	19	19	22	20	18	20	21	21	23	22	25	0	1	1	2	6	1	6	5	5	5	10	20	14	10	18	22	8	10	20	9	10	17	15	8	23	16	16	26	31	16	12	16	31	41	38	31	23	31	31	38	35	44	28	39	50	27	43	44	43	33	48	49	48	44	45	49	41	34	45	49	59	58	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-175.653848582143667	-174.191766497624798	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.948142420226694	-1	1	2	2	2	3	3	5	5	5	6	10	7	7	7	10	8	8	7	8	10	9	10	10	12	13	13	14	11	13	12	14	14	17	15	14	14	14	16	16	16	17	18	16	18	16	18	17	18	15	16	18	19	19	21	21	21	21	21	22	23	25	27	0	1	2	1	2	2	2	5	6	5	8	18	7	9	4	19	13	8	10	10	18	13	22	18	24	16	24	26	22	29	22	27	27	36	37	26	25	31	38	32	38	28	40	30	41	32	46	39	44	26	26	51	46	40	47	45	53	52	47	52	57	54	61	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	3	1
11000	-161.448428597948094	-159.986346513429226	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.943125864353118	0	1	1	2	3	2	4	4	5	5	7	10	7	7	8	9	7	9	9	9	10	9	11	10	10	11	12	12	12	12	12	14	13	17	15	14	13	14	15	16	14	18	17	15	18	18	16	17	16	16	15	16	19	18	21	20	20	19	22	21	24	26	25	0	1	1	3	6	3	3	6	1	5	10	19	7	7	13	11	9	17	17	14	19	13	19	22	20	22	18	24	19	12	12	31	29	39	36	29	23	25	37	41	31	43	49	33	32	33	32	44	32	37	37	35	49	34	45	45	51	45	56	56	55	61	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-183.355401590721016	-181.893319506202147	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.762146789368980	0	1	2	2	4	1	3	4	3	5	7	10	6	7	6	8	6	7	10	9	9	9	11	9	12	13	11	11	11	11	12	14	13	17	15	13	14	14	15	16	15	17	16	17	19	17	17	17	18	18	16	19	19	19	21	21	19	21	21	22	24	26	25	0	1	1	2	2	1	4	2	6	9	5	16	8	15	8	13	8	10	16	15	11	11	22	11	30	19	12	22	19	14	19	25	31	43	36	29	36	25	28	29	23	39	37	40	46	39	40	39	35	47	41	50	43	40	57	39	48	45	34	49	57	63	56	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	2	1	2
12000	-161.581651607633887	-160.119569523115018	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.936366266626888	-1	1	1	3	4	3	3	5	5	5	8	9	7	7	8	9	6	8	10	8	9	9	11	10	11	12	13	13	11	12	13	14	11	15	14	14	13	15	15	16	16	18	16	17	18	17	17	18	16	17	15	18	18	18	21	18	20	21	19	20	23	25	26	0	1	1	3	3	2	2	4	7	6	17	10	17	9	17	18	6	17	20	10	13	13	19	12	21	15	19	30	19	21	23	27	11	28	31	26	23	37	32	32	39	40	34	49	43	34	49	40	36	49	25	47	43	50	56	43	42	56	56	52	55	61	62	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-153.003615192856387	-151.541533108337518	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.956573284385738	0	2	1	3	3	3	3	5	5	5	7	9	6	7	6	9	7	9	10	8	9	10	10	9	12	12	12	14	12	12	11	13	13	17	14	14	14	15	15	16	16	17	17	17	18	17	17	16	18	17	16	19	19	20	20	20	20	19	22	21	23	25	27	0	1	1	1	3	3	3	5	7	5	9	17	8	8	4	11	10	20	24	15	14	17	11	9	19	19	21	19	11	16	12	23	30	38	31	25	29	30	26	29	36	51	38	35	41	38	48	35	41	38	37	41	45	49	58	49	43	41	54	56	60	61	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
