step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56
30500	-355.077645317847384	-353.340652466048596	-1.736992851798788	0.000125698044078	0.000024219949953	0.192683586530864	0.554022644566982	-2	0	3	4	6	10	9	8	9	10	10	11	12	11	12	11	12	12	11	14	14	15	14	14	16	14	14	15	15	16	18	16	16	21	19	18	19	21	20	21	19	24	21	22	22	22	24	25	28	26	27	29	27	28	30	30	0	1	2	3	4	5	8	5	5	8	0	7	12	7	10	11	7	5	7	13	14	13	9	14	18	14	13	24	18	21	17	9	13	35	23	32	13	35	36	28	23	40	35	35	35	36	37	47	37	47	48	49	50	50	49	54	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	3	2	2	2	2	2	2	2	1	1	1	2	1	2	2	2	1	2	1	3	1	1	3	2	2	1	2	2	2	2	1	4	1	1	1	1	1	1	1
31000	-365.246234959682226	-363.741699194539819	-1.504535765142408	0.000147328451491	0.000042949912817	0.291524904950095	0.637814183378883	-1	1	4	3	6	9	10	9	8	10	8	12	11	9	12	11	10	10	13	13	13	14	13	14	15	14	15	16	17	16	17	17	16	20	18	15	19	20	19	22	21	23	22	22	23	24	23	25	28	26	27	27	28	30	31	31	0	1	4	2	3	5	5	5	5	9	0	7	9	5	10	11	14	9	7	9	14	10	17	12	21	14	18	17	36	21	19	33	22	35	31	9	33	35	36	34	13	41	31	35	34	36	37	37	48	48	47	50	50	48	53	50	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	2	2	2	2	1	1	2	2	3	1	2	2	1	1	2	1	3	2	1	1	1	6	1	2	2	1	5	3	2	2	1	2	1	1	2	1	2
31500	-339.615810620486570	-337.954256055993653	-1.661554564492919	0.000165122396768	0.000035686624867	0.216122255767172	0.770526704102750	-1	1	4	3	6	9	9	9	9	10	10	11	10	10	12	11	13	13	14	13	12	14	12	15	15	13	14	17	18	16	17	16	17	20	18	17	19	21	20	21	21	23	21	23	22	23	25	25	27	26	27	30	28	28	29	31	0	1	4	2	4	3	5	5	5	8	0	9	9	9	6	11	21	9	23	23	9	20	8	14	21	7	14	19	25	24	25	13	18	28	27	32	33	34	32	34	34	43	34	34	34	39	33	46	48	48	48	53	50	50	47	54	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	2	2	1	1	1	2	2	2	2	1	1	1	2	1	1	1	1	2	1	3	4	1	2	1	1	1	1	1	2	1
32000	-366.471555952650704	-364.853054307114348	-1.618501645536379	0.000136834686895	0.000031783092882	0.232273655192484	0.469083633867467	-1	0	2	4	6	8	9	10	7	9	8	12	11	11	12	11	12	12	13	14	12	14	14	15	15	14	15	16	17	15	18	16	17	20	19	18	19	22	20	21	21	21	22	21	21	24	24	25	27	26	26	27	28	30	31	30	0	1	2	3	1	9	9	5	3	9	0	14	5	7	10	11	7	9	8	19	14	9	17	14	7	21	17	19	18	9	12	20	13	23	27	29	33	34	36	29	35	27	34	34	23	36	33	37	48	48	47	50	50	48	48	52	1	1	1	1	3	1	1	2	2	1	1	1	3	1	2	2	2	2	2	1	1	3	1	2	3	1	2	2	2	2	3	1	2	3	2	1	1	1	1	2	1	3	1	1	3	4	4	4	1	1	1	1	1	2	3	2
32500	-337.121620479090382	-335.688861642740846	-1.432758836349538	0.000158162882842	0.000056093789415	0.354658364891139	0.652850652665254	-1	1	3	4	7	8	10	9	10	9	10	12	11	10	13	12	12	13	13	13	13	14	13	14	14	14	14	17	16	16	16	16	16	20	19	16	18	22	18	22	21	23	22	23	22	24	24	25	27	26	26	29	28	29	31	31	0	1	2	3	3	4	8	5	6	6	0	7	9	6	10	11	7	13	14	9	14	20	12	14	6	21	7	19	18	19	19	25	25	23	27	25	33	34	25	35	35	28	31	34	35	39	33	46	48	47	48	50	50	48	53	52	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	3	1	3	2	2	2	1	1	1	2	2	1	1	1	2	1	1	2	4	1	2	3	3	1	1	1	1	1	1	2	2	2
33000	-339.825505301492626	-338.400525505501093	-1.424979795991528	0.000142962568972	0.000052057738577	0.364135444344014	0.753606641388936	0	2	3	3	7	10	9	8	10	10	8	11	11	10	13	12	13	12	13	13	13	14	11	13	16	14	15	16	17	15	17	15	16	20	18	17	19	22	19	23	19	22	23	22	22	24	25	23	28	27	26	29	29	28	31	32	0	1	2	2	3	7	5	5	8	8	0	7	14	5	14	11	23	9	7	13	12	13	7	7	22	14	24	12	25	24	12	22	20	31	23	33	33	34	36	34	35	31	42	17	34	39	37	37	47	47	48	50	47	48	53	53	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	4	1	2	1	1	1	1	2	1	4	1	2	2	2	2	1	1	1	2	2	1	1
33500	-348.244020980479149	-346.715637886074319	-1.528383094404828	0.000112175049981	0.000030999176351	0.276346445633983	0.616956644171617	-2	1	2	3	7	9	9	8	9	10	9	11	10	11	12	11	12	12	13	12	13	15	13	15	15	14	14	16	18	17	16	15	17	20	19	16	18	21	18	23	21	24	22	21	19	22	25	24	26	26	27	28	29	30	31	31	0	1	2	3	2	5	5	5	8	8	0	7	9	5	10	11	12	13	7	9	14	18	7	14	13	21	12	19	36	21	17	18	9	27	23	13	33	45	32	31	35	43	35	35	17	33	48	37	48	47	48	50	50	53	52	54	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	2	2	2	1	2	1	1	3	2	2	4	3	4	4	1	1	2	4	1	1	1	1	3	2	1	2	1	1	2	2	1	1	2	1
34000	-374.768845774064800	-373.327983742231368	-1.440862031833442	0.000191061604450	0.000066022945179	0.345558414881916	0.559465553678041	-2	1	3	3	6	9	8	10	9	10	7	12	12	9	12	10	11	11	12	14	13	15	13	13	14	14	15	17	17	16	18	16	16	21	18	16	18	21	18	21	21	24	23	23	23	23	23	24	28	26	26	29	28	30	32	32	0	1	2	2	4	5	4	5	5	7	0	7	18	5	10	11	6	14	6	13	6	21	9	8	12	9	21	17	10	24	24	20	12	28	27	20	32	31	36	28	31	41	27	40	38	39	26	37	50	48	48	49	48	53	50	54	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	2	1	1	2	1	2	1	2	1	1	3	1	3	3	2	2	1	2	2	2	1	1	2	1	1	3	1	4	1	1	3	5	3	1	1	1	1	2	1	3	1
34500	-363.955706223263576	-362.268795690037280	-1.686910533226305	0.000125572020227	0.000026073684861	0.207639287910857	0.586375039296244	-1	2	4	3	6	10	9	8	8	9	10	11	11	11	11	12	12	12	13	13	12	14	13	14	16	14	15	16	16	17	17	16	16	20	17	18	18	19	19	23	21	21	23	23	22	22	24	25	27	27	27	29	28	31	32	29	0	1	2	1	3	5	5	5	3	3	0	8	6	7	10	11	7	6	7	13	7	17	17	14	20	21	21	19	5	24	12	6	12	27	23	31	33	35	33	41	35	31	42	35	31	36	37	33	47	47	47	53	50	56	50	50	1	2	1	3	1	2	2	1	2	2	1	2	1	1	1	2	2	1	2	1	2	1	1	2	2	1	1	2	5	2	3	3	3	2	2	1	1	1	1	1	2	2	1	3	4	2	2	4	2	3	2	1	1	1	2	1
35000	-400.986276335648199	-399.214942506506475	-1.771333829141697	0.000227767434492	0.000041813094182	0.183578017968381	0.620982705065624	0	2	3	4	7	8	10	8	10	10	11	11	12	11	12	12	13	12	14	13	13	15	11	15	13	15	14	16	17	17	16	14	16	20	16	18	17	21	17	22	20	20	23	23	23	24	24	25	27	26	26	29	28	29	32	30	0	1	2	3	4	4	6	3	6	8	0	7	1	7	6	11	23	9	17	9	14	32	7	14	9	21	5	10	32	21	17	20	20	26	19	32	33	13	32	30	31	33	38	38	28	38	38	47	48	48	48	50	50	49	50	48	1	1	1	1	2	2	1	2	1	1	1	1	4	1	1	1	2	2	1	1	1	1	1	2	1	1	2	3	1	2	2	1	2	3	2	1	1	5	1	3	2	2	1	1	3	2	1	1	1	1	1	1	1	1	3	2
35500	-353.339625473550768	-351.737514167259008	-1.602111306291782	0.000155778101878	0.000037248148441	0.239110298507096	0.671874617683316	-1	0	3	3	7	8	9	9	9	10	10	10	11	10	13	11	12	13	13	13	12	14	14	15	15	14	14	17	16	16	16	16	17	21	18	18	18	22	20	20	21	21	21	23	22	24	24	25	25	26	27	29	28	28	31	31	0	1	2	2	4	3	6	6	5	8	0	7	9	5	10	11	5	6	12	9	14	8	17	14	13	21	17	12	18	21	23	22	9	35	31	25	22	40	36	17	28	31	25	40	28	39	40	33	47	48	50	54	50	50	52	54	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	2	1	2	2	1	1	4	2	2	1	1	2	1	1	1	2	1	1	4	1	2	2	1	2	1	2	4	1	1	1	1	1	1	1	2
36000	-368.458272589573539	-366.839844879737427	-1.618427709836120	0.000155013377754	0.000036010159881	0.232303562458715	0.630751393446941	-1	1	3	2	6	10	9	9	10	10	10	12	12	11	13	11	13	13	14	14	11	14	14	15	15	13	14	16	14	16	17	16	16	20	18	18	18	21	17	22	21	24	23	22	23	23	24	25	26	27	26	30	28	29	31	31	0	1	4	2	3	3	5	5	4	7	0	9	9	7	12	11	21	9	17	7	7	6	12	26	5	8	7	20	18	26	23	29	20	17	31	25	20	31	25	38	34	45	31	34	40	36	33	43	48	47	47	50	50	48	50	54	1	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	2	1	3	1	2	1	1	3	2	2	1	1	1	2	1	1	3	1	1	2	2	1	1	1	1	3	1	1	2	4	2	1	1	1	2	1	2	2	1
36500	-396.749386009159423	-395.119328824391857	-1.630057184767583	0.000219608998002	0.000050004305320	0.227696978607723	0.553913886749658	-4	2	3	4	5	9	9	8	7	10	10	11	11	11	12	11	11	12	14	14	13	14	13	14	15	13	13	17	17	15	17	17	16	21	19	16	19	22	19	22	21	23	22	21	21	23	23	26	27	26	27	29	29	31	31	32	0	1	2	3	2	9	8	9	2	8	0	7	6	7	10	11	7	12	18	6	14	4	17	18	6	14	17	19	15	21	19	25	27	24	31	22	22	27	13	20	22	41	23	35	35	29	37	47	37	47	47	51	48	52	52	47	1	3	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	3	1	5	1	1	2	1	1	2	2	1	1	2	1	3	1	2	2	5	4	2	2	1	5	1	1	2	2	2	3	2	2	1	1	1	1	4
37000	-374.366063469563926	-372.374400450206849	-1.991663019357100	0.000146141317838	0.000020450913458	0.139939298209320	0.613182275881015	0	1	3	4	7	9	9	9	10	9	10	11	12	10	13	11	11	12	13	14	12	12	13	14	15	14	14	17	16	16	18	17	16	20	18	18	18	20	17	23	22	22	22	23	22	24	23	25	27	26	25	27	28	30	31	31	0	1	1	3	4	5	5	5	5	5	0	7	6	3	7	11	14	14	12	7	17	9	17	18	5	21	14	14	9	26	14	13	18	31	20	39	33	31	13	34	31	31	29	43	34	39	37	37	47	47	47	47	47	48	47	50	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	1	3	1	1	1	1	3	1	2	3	3	1	4	1	2	1	2	1	2	1	2	2	1	2	2	1	1	3	2	3	2	1	1	2	2	3	4	2
37500	-339.244101679192283	-337.768819210413028	-1.475282468779242	0.000128092099133	0.000040133236845	0.313315474700921	0.695453565061805	-2	1	3	4	7	8	9	9	9	11	10	11	10	10	13	11	13	12	12	13	14	15	14	13	14	14	15	16	17	16	17	15	17	21	19	18	19	20	19	23	21	22	21	21	23	23	23	25	27	25	26	30	28	29	32	32	0	1	2	3	4	5	5	5	6	8	0	7	9	7	10	11	12	13	12	13	14	6	24	12	20	14	23	19	22	21	17	20	32	28	27	32	20	35	36	35	35	31	31	35	31	36	37	47	48	47	48	54	50	48	54	54	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	2	1	2	2	1	1	3	2	3	3	1	1	2	1	2	1	1	2	2	2	1	1	1	1	1	1	3	1	2
38000	-359.699349957572963	-358.230794537920872	-1.468555419652115	0.000153501754884	0.000048960266660	0.318955745469750	0.564213269395264	-1	1	3	4	7	9	9	10	9	10	10	12	12	10	12	11	13	12	13	12	12	14	13	14	16	15	15	16	18	16	16	16	17	21	18	18	19	22	20	22	21	23	23	22	22	23	22	24	26	26	27	28	27	29	32	32	0	1	2	3	4	3	5	9	5	5	0	7	9	7	10	11	7	9	21	9	6	12	7	7	24	14	5	19	31	14	5	13	6	30	23	22	31	41	37	41	31	35	35	34	41	39	37	47	47	48	48	53	47	53	48	52	1	1	1	1	2	3	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	2	2	1	2	3	2	1	3	4	2	4	3	3	2	2	1	1	1	2	3	2	1	1	1	1	1	2	1	2	1	3	2	5	2
38500	-373.118530474194870	-371.423196317799579	-1.695334156395306	0.000139118540527	0.000028514649152	0.204966563363096	0.631887939660748	-1	1	3	4	5	8	9	9	8	10	10	12	11	10	12	12	13	13	13	12	13	14	14	13	14	14	14	17	17	16	18	15	16	19	18	15	18	22	19	21	18	23	19	22	22	23	24	25	28	26	26	29	29	29	30	31	0	1	2	2	3	3	6	5	5	9	0	7	9	7	8	11	7	7	13	9	14	8	17	14	17	21	12	19	32	21	26	18	18	23	24	18	33	35	29	31	23	43	13	34	35	32	37	37	47	47	47	47	47	48	53	49	1	1	1	2	1	3	1	2	1	1	1	2	2	1	2	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	3	2	1	1	2	1	2	2	2	2	2	2	4	3	3	3	2	1	2	2	2	1	2
39000	-365.197518422404585	-363.709773801531639	-1.487744620872944	0.000185163206917	0.000056203242177	0.303533531920503	0.608886181305215	-1	1	4	2	6	9	9	9	8	11	10	10	12	11	12	12	12	13	13	13	13	15	12	15	14	15	15	17	17	14	18	17	16	21	17	18	18	19	20	22	21	24	22	21	22	23	23	26	27	27	25	30	28	30	29	28	0	1	4	2	3	3	5	5	4	8	0	5	8	7	10	11	12	8	6	12	14	12	12	21	13	20	13	24	13	21	18	22	13	35	23	32	33	35	31	17	31	35	35	27	31	36	37	51	47	48	47	50	50	56	49	49	1	1	2	1	1	3	1	2	3	1	1	2	1	1	1	1	1	2	2	1	1	2	2	1	1	1	2	1	2	1	2	1	2	3	2	1	1	1	1	5	1	2	2	2	2	3	2	1	3	1	1	2	1	1	1	1
39500	-298.842971282672352	-297.321142761038573	-1.521828521633806	0.000119499962516	0.000033498841570	0.280325121989891	0.765153851203199	0	2	3	4	6	8	9	9	10	10	10	11	8	11	12	12	12	11	13	14	13	14	13	13	16	15	14	16	17	17	18	16	16	20	18	18	19	22	20	22	20	21	22	21	20	23	24	26	27	26	26	30	28	29	32	31	0	1	2	3	4	5	13	5	13	8	0	7	5	7	10	11	9	9	17	18	17	9	17	14	20	21	23	19	22	21	28	20	20	31	23	32	33	45	36	34	35	31	42	45	35	39	37	47	48	47	47	54	50	50	47	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	1
40000	-350.053691076921211	-348.371006244497721	-1.682684832423497	0.000183367082168	0.000038324880886	0.209006329996600	0.675717016486248	-1	1	4	3	7	10	8	10	9	9	9	11	12	10	12	12	12	11	14	14	14	13	13	13	16	14	14	16	16	16	15	17	15	19	17	18	18	22	20	21	22	23	21	22	22	22	24	26	27	27	26	29	28	30	31	32	0	1	4	2	3	4	5	10	5	5	0	7	18	7	10	11	5	9	17	13	24	18	17	14	31	6	23	17	19	24	13	31	23	35	23	25	33	35	36	27	43	43	31	40	34	32	37	47	48	48	47	50	50	52	52	54	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	2	3	1	3	1	1	3	1	1	2	3	1	1	1	2	1	1	1	1	1
40500	-361.565080312864495	-359.819210795395463	-1.745869517469034	0.000145926727954	0.000027762349321	0.190248556313364	0.604951586230820	-3	0	2	4	7	10	9	10	9	10	10	12	11	11	12	11	13	12	14	13	14	13	13	13	16	15	15	17	17	17	17	15	16	21	18	15	18	19	20	22	22	23	21	21	23	23	25	25	27	26	26	29	28	31	32	31	0	1	2	3	4	9	5	5	5	5	0	7	9	7	10	11	12	13	12	5	14	12	7	14	18	24	17	7	13	21	19	20	32	23	20	23	33	17	28	35	34	34	31	38	34	39	33	28	48	47	48	50	47	52	48	50	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	3	2	1	2	1	2	1	1	5	4	2	2	1	1	3	2	1	2	3	2	2	1	1	2	1	1	1	4	4	1	1	1	1	1	2	2	2
41000	-365.201282751126257	-363.678101612519640	-1.523181138606643	0.000117047505675	0.000032713940133	0.279492843047574	0.516489582682653	-1	1	4	3	7	7	10	9	10	10	9	10	11	10	12	11	13	12	14	14	13	15	12	14	15	15	14	16	18	16	17	16	16	20	18	18	18	22	19	23	22	22	22	22	22	23	24	25	27	26	26	29	28	30	30	32	0	1	4	2	3	4	3	5	5	6	0	6	14	5	7	11	7	9	12	9	14	5	14	14	18	21	7	7	7	26	17	22	13	23	23	32	33	34	33	43	34	28	34	34	31	32	33	37	47	47	47	47	50	50	48	54	1	2	1	1	2	2	3	1	2	2	1	2	1	2	1	1	1	1	2	2	1	4	1	2	2	1	2	2	3	1	2	1	3	3	3	2	1	2	1	1	1	2	2	1	3	3	3	4	2	1	2	3	2	2	1	1
41500	-380.282003688023508	-378.740058968569997	-1.541944719453528	0.000181560308440	0.000048753327815	0.268524151750363	0.635809901858428	-1	1	4	4	6	10	8	10	9	11	10	11	12	9	12	12	11	11	13	12	13	15	14	14	14	13	15	15	18	17	17	16	16	18	18	18	17	20	20	20	21	24	22	23	21	23	24	26	27	26	26	28	28	31	31	31	0	1	2	2	4	7	5	9	7	8	0	14	9	7	10	11	7	9	17	9	14	25	17	19	20	14	26	12	32	21	24	9	20	21	19	13	13	31	37	28	31	43	29	31	31	39	33	31	47	47	47	50	50	47	52	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	3	2	2	1	2	2	3	1	2	4	3	3	2	2	2	2	1	2	3	2	1	3	4	2	1	1	1	1	2	2	3
42000	-352.541799929735191	-351.109905496818612	-1.431894432916558	0.000119501070207	0.000042503331498	0.355673228906117	0.729107548639460	-1	1	3	4	5	8	9	10	10	9	9	11	12	10	13	12	12	12	13	12	12	14	13	14	15	13	15	17	17	16	17	17	16	20	16	17	19	20	18	22	19	22	22	22	23	22	24	23	26	26	27	30	28	29	31	32	0	1	2	3	3	5	5	6	10	5	0	14	9	6	10	11	9	7	18	9	14	13	17	14	13	14	23	19	13	21	27	20	7	35	23	18	33	41	33	34	23	31	41	34	41	36	37	37	48	47	50	54	49	50	48	54	1	1	1	1	1	2	3	1	1	2	1	1	1	1	2	2	1	2	1	1	1	2	1	2	1	1	1	2	2	2	1	2	3	1	1	2	2	1	1	1	3	2	2	1	2	3	2	2	2	2	1	1	1	1	3	2
42500	-378.256996904801213	-376.586093943563185	-1.670902961238049	0.000177552957617	0.000037803641065	0.212914735820880	0.579736543660659	0	2	4	3	7	9	9	9	10	9	9	11	12	11	11	11	12	11	13	13	13	14	14	14	14	12	14	15	16	17	16	16	14	20	16	16	19	19	19	21	21	23	21	21	21	23	25	25	27	26	27	29	29	30	31	30	0	1	4	2	3	4	3	4	6	5	0	7	10	5	8	11	6	9	7	18	26	9	14	8	17	12	17	14	24	28	17	13	13	23	23	28	33	24	36	24	35	45	34	38	35	39	33	37	37	37	48	50	48	53	49	49	1	1	1	1	2	3	2	4	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	3	1	1	1	3	1	1	2	2	1	2	1	1	2	2	1	2	2	1	1	1	3	2	6	2	3	3	1	2	3	1	2	2
43000	-429.475392446927515	-427.828582303313397	-1.646810143614141	0.000171920806675	0.000038060868786	0.221386052809985	0.534950489889359	-2	1	3	3	6	10	9	9	10	11	10	12	10	10	12	11	13	11	13	14	13	13	14	15	14	14	14	15	16	16	17	17	16	18	18	15	18	18	20	21	22	24	22	23	23	24	24	24	27	27	27	29	28	30	29	32	0	1	1	2	4	3	4	4	3	7	0	13	5	7	9	11	12	8	12	7	7	18	7	7	7	7	9	9	5	23	17	22	9	17	26	22	13	23	32	38	34	35	31	35	34	9	33	32	8	46	48	50	33	48	46	54	1	1	2	2	2	3	2	3	3	1	1	1	2	1	1	1	1	1	1	1	2	1	3	3	1	2	2	3	3	1	2	2	2	3	2	1	4	1	2	2	2	4	3	2	3	6	4	2	7	2	2	1	5	2	2	2
43500	-388.905236044437004	-387.213467439901706	-1.691768604535295	0.000230224647319	0.000047446881898	0.206089497584829	0.534901523783709	-1	0	3	2	5	9	9	9	8	11	10	12	11	10	11	11	11	11	13	13	13	13	14	13	15	14	14	16	17	16	17	16	16	20	19	16	18	19	19	20	21	23	22	22	23	23	24	25	27	27	24	29	27	31	32	30	0	1	4	2	3	4	3	5	5	7	0	14	7	9	7	11	8	8	6	13	14	6	12	13	13	12	19	22	25	14	28	22	13	28	31	6	32	23	36	28	35	38	28	35	35	34	33	37	37	48	32	51	48	49	52	48	1	1	1	1	1	3	3	2	2	1	1	2	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	2	1	3	1	2	3	2	2	2	1	2	1	3	1	2	3	1	2	2	4	2	4	1	4	3	1	2	2	3
44000	-380.176234332879574	-378.561196177200486	-1.615038155679093	0.000172156361290	0.000040230094072	0.233683459448374	0.546106988150494	-1	1	3	4	6	10	9	8	9	10	10	10	10	10	13	12	12	11	13	13	14	14	13	14	15	15	14	16	17	16	18	15	17	20	19	15	19	22	19	23	21	24	23	22	21	23	24	25	28	26	26	29	28	31	31	31	0	1	2	3	4	5	5	5	8	7	0	9	9	9	9	11	7	13	7	13	12	13	17	14	18	6	9	24	32	19	23	18	9	23	25	27	20	31	6	41	35	34	25	35	31	33	33	39	47	48	33	53	50	52	51	48	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	3	2	2	1	1	1	2	3	3	3	1	1	3	2	5	1	1	3	3	2	2	3	4	3	2	1	5	1	1	1	2	2
44500	-360.801142549741655	-359.200956978596025	-1.600185571145631	0.000159969000494	0.000038383277557	0.239941972750064	0.473267935819333	0	2	3	4	7	8	9	9	9	10	9	12	11	11	12	11	13	12	14	13	14	13	13	14	14	15	13	16	17	15	17	14	17	19	18	17	19	21	19	23	22	24	22	23	22	23	24	23	27	26	27	28	28	29	32	31	0	1	2	3	3	3	5	4	5	5	0	7	9	6	10	11	7	13	12	13	14	6	5	17	12	24	10	19	13	21	17	13	22	31	17	32	22	35	32	43	23	45	19	45	17	39	37	33	47	47	48	51	50	53	50	54	1	1	1	1	2	2	1	2	1	2	1	2	1	1	2	1	2	1	1	2	1	3	3	1	1	1	3	1	3	1	2	2	2	1	2	2	3	2	3	1	3	1	3	1	4	2	2	2	1	1	2	1	1	1	2	1
45000	-365.732019421644338	-364.162836641490003	-1.569182780154324	0.000140113265421	0.000035624941003	0.254258159608529	0.532754932393214	0	1	4	2	7	8	9	9	10	10	10	11	11	10	12	12	13	13	14	13	14	13	12	14	15	14	13	16	17	16	16	15	17	19	18	18	17	22	20	22	20	24	23	23	21	22	24	24	26	27	26	29	28	31	30	31	0	1	4	2	3	4	5	6	5	6	0	7	5	6	10	11	12	8	7	9	12	13	7	6	9	9	7	7	25	24	17	20	18	25	27	32	13	35	36	35	35	43	45	34	31	39	37	33	48	47	47	50	48	52	53	53	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	2	1	3	2	2	1	1	2	2	2	2	3	2	1	1	2	1	1	2	2	1	2	2	1	2	1	1	1	2	2	1	4	4	1	2	1	2	2	1	1	3
45500	-381.260692762745464	-379.480903363387938	-1.779789399357504	0.000172439981876	0.000031290930126	0.181459831910375	0.458535635502899	-1	1	2	4	6	9	8	8	9	9	10	11	11	11	11	11	13	12	11	13	13	15	13	15	15	14	14	17	16	17	17	15	16	20	18	16	18	21	20	22	21	23	20	22	23	24	24	24	26	25	26	29	28	27	31	31	0	1	2	3	3	4	5	5	7	8	0	5	6	7	10	11	12	9	7	18	14	17	12	18	20	13	6	12	22	21	13	9	20	30	23	20	33	35	36	35	28	27	28	27	38	28	39	39	47	47	50	47	54	47	47	54	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	2	2	2	1	1	1	1	2	1	1	2	3	1	3	2	3	2	2	2	2	1	2	2	2	3	5	2	5	1	4	2	2	1	1	1	2	1	1	3	2
46000	-365.403971014344734	-363.711114409073502	-1.692856605271259	0.000129700057097	0.000026685209964	0.205745552938549	0.593210398216943	-1	1	3	4	6	9	9	8	8	10	10	11	10	10	11	11	11	12	13	11	12	15	13	14	15	14	15	17	18	17	17	17	17	20	18	18	19	20	19	22	20	23	20	22	22	23	24	24	27	27	26	30	28	29	30	32	0	1	2	3	4	5	8	5	5	8	0	7	9	7	8	11	6	8	8	9	14	26	20	12	18	9	23	19	33	24	12	20	20	23	23	20	33	31	32	43	35	31	19	34	31	39	32	37	48	48	48	50	47	53	48	54	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	2	3	3	1	1	1	2	2	4	2	2	1	2	3	3	3	4	2	3	1	2	1	1	1	3	2	1	2	1	2	3	2	2	1	1	3	1	3	2
