step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21
5000	-216.317215457940534	-214.507010337343019	-1.810205120597511	0.000012465217947	0.000023230589862	1.863632867038205	0.552404053670244	3	7	7	13	13	15	16	15	17	16	18	16	20	20	22	21	23	26	27	30	32	0	1	1	1	2	4	4	5	5	6	4	0	7	12	13	12	14	15	15	19	20	1	2	2	5	3	1	2	1	2	1	2	1	2	1	1	2	2	3	2	1	2
5500	-191.608955921548073	-189.530372628321459	-2.078583293226604	0.000017374685236	0.000044263922402	2.547610031463646	0.542229309004311	3	7	8	13	13	14	15	14	16	16	18	18	19	20	21	20	22	24	26	30	32	0	1	1	1	2	3	6	5	2	6	4	0	7	12	13	12	14	15	18	19	20	1	2	2	4	3	2	1	1	4	1	2	1	2	1	1	1	1	1	1	2	1
6000	-173.210517573042495	-171.848311824839357	-1.362205748203141	0.000035539082962	0.000018965363224	0.533648075411406	0.591667896891792	2	8	7	13	13	14	15	15	16	16	17	18	20	19	22	22	23	24	27	30	33	0	1	1	3	2	4	4	5	5	6	4	0	7	12	13	12	14	13	18	19	20	1	3	3	4	3	1	1	1	1	1	2	1	2	1	1	2	2	3	2	2	1
6500	-143.945516298508721	-142.555144418470235	-1.390371880038493	0.000084532005840	0.000035545073228	0.420492485353875	0.478058441400155	3	7	9	14	15	14	16	14	18	16	17	17	19	21	21	22	23	24	27	31	33	0	1	1	2	4	3	4	2	8	6	4	0	7	12	13	14	14	15	13	19	20	1	2	3	5	1	2	1	3	2	1	1	1	1	2	1	1	1	2	4	2	1
7000	-152.193550404757787	-150.683085435114066	-1.510464969643726	0.000158260807354	0.000045509882002	0.287562554258447	0.382515004986356	3	7	8	14	15	14	16	13	18	16	16	17	19	21	21	22	23	26	24	30	33	0	1	2	3	1	2	5	2	5	5	4	0	5	12	13	14	14	15	15	19	20	1	2	1	3	6	4	1	3	2	1	1	1	1	2	1	1	1	3	1	3	1
7500	-158.189399829462502	-156.561395454726323	-1.628004374736187	0.000247256752553	0.000056497213564	0.228496140067064	0.597917291681049	2	7	9	11	12	13	15	15	14	16	16	18	19	20	21	22	24	23	24	29	33	0	1	2	3	3	4	3	9	2	6	9	0	6	12	13	14	16	15	15	18	20	1	2	2	1	1	1	3	1	3	1	1	1	3	1	1	1	1	1	1	2	2
8000	-158.085410124779173	-156.122790966301750	-1.962619158477425	0.000175291048046	0.000025345561773	0.144591307174016	0.357354307400647	2	7	8	14	15	14	14	14	16	16	18	18	19	21	21	20	23	25	25	30	33	0	1	1	1	8	3	3	3	4	7	6	0	7	12	7	12	14	13	15	19	20	1	2	4	6	1	2	3	3	1	1	2	1	2	1	3	1	1	4	2	4	2
8500	-179.551450224643077	-177.944559832576715	-1.606890392066356	0.000179567040964	0.000042570470280	0.237072850629374	0.405378064929155	2	6	9	14	13	15	16	14	18	17	18	17	19	20	22	20	24	24	26	29	33	0	1	1	1	1	1	4	2	6	5	6	0	3	12	4	12	12	6	13	15	13	1	2	5	5	7	5	1	5	2	2	2	1	5	2	4	2	5	4	5	3	8
9000	-189.106117612605800	-187.324864617039339	-1.781252995566456	0.000272435725611	0.000049337521289	0.181097839418237	0.326917939926207	3	6	7	15	14	14	13	13	17	16	16	16	19	20	21	22	23	23	26	30	34	0	1	2	7	1	2	2	1	6	7	1	0	11	12	3	12	12	8	5	13	13	1	2	1	1	4	5	3	6	1	1	6	1	2	3	8	3	3	4	7	3	8
9500	-151.491598013750348	-150.088248986626013	-1.403349027124348	0.000169536895301	0.000067091908465	0.395736328343875	0.446159523388771	3	7	8	13	15	14	15	13	17	16	17	17	20	20	22	22	23	24	26	30	32	0	1	2	1	1	4	4	2	8	6	4	0	7	12	13	14	14	13	18	15	18	1	2	1	5	6	1	1	4	2	1	2	1	2	2	1	1	1	2	2	5	3
10000	-156.591605854167483	-155.202351566661690	-1.389254287505783	0.000147919280167	0.000062560926704	0.422939637305884	0.440372466544703	3	7	6	13	13	14	15	15	15	16	16	17	17	20	22	21	23	25	26	30	32	0	1	1	1	1	5	2	4	5	6	4	0	7	12	13	14	14	13	15	15	20	1	2	1	5	4	1	2	1	1	1	2	1	1	1	2	1	1	5	2	4	1
10500	-151.471528412086997	-149.916747450699745	-1.554780961387241	0.000181282710315	0.000047419795654	0.261579251388637	0.589939954656574	1	8	9	15	13	13	15	15	17	15	16	18	19	20	22	21	23	26	26	30	34	0	1	2	6	2	2	6	2	8	6	2	0	11	12	13	14	14	15	15	18	20	1	4	1	1	2	2	1	3	1	1	5	1	2	1	2	1	2	2	2	2	3
11000	-173.988642732254306	-172.356748469844007	-1.631894262410307	0.000230767730534	0.000052381214640	0.226986739086185	0.490366640185130	1	4	8	14	15	12	15	13	16	15	16	17	20	19	23	21	24	25	27	30	33	0	1	2	6	8	3	6	6	4	6	4	0	7	12	6	14	16	7	15	18	19	1	1	2	1	1	2	2	1	1	2	1	1	4	2	4	1	1	4	1	2	2
11500	-153.591892160432081	-152.100769484673890	-1.491122675758201	0.000219596172877	0.000066102123364	0.301016736757235	0.433877044902183	3	7	8	14	13	13	15	15	17	16	17	17	19	21	22	22	23	26	25	29	34	0	1	1	5	2	3	6	6	5	5	5	0	9	12	7	14	14	13	7	15	20	1	1	2	1	3	3	1	1	3	1	2	1	1	1	3	1	1	3	5	3	2
12000	-165.825078601727284	-164.297796131301396	-1.527282470425894	0.000158960274995	0.000044032804164	0.277005082969185	0.401832316391581	3	5	8	14	15	14	16	11	18	16	17	17	19	19	22	22	24	24	26	30	33	0	1	2	1	4	1	4	2	8	4	8	0	11	12	7	14	16	13	13	19	15	1	1	1	5	1	5	1	3	3	1	4	1	1	1	3	1	1	3	4	2	4
12500	-171.470735568396918	-169.761059775443329	-1.709675792953596	0.000183251330377	0.000036754568748	0.200569178254924	0.352407775181624	2	7	9	14	13	13	16	15	18	17	17	18	19	19	22	22	23	25	27	29	33	0	1	1	2	2	3	5	4	2	6	4	0	4	12	4	14	16	4	4	18	15	1	2	3	5	4	2	2	1	6	2	2	1	2	1	3	1	1	6	7	2	5
13000	-161.931428306783346	-160.240989336863692	-1.690438969919653	0.000294393297358	0.000060795566227	0.206511380429988	0.445435859362872	2	7	7	12	14	14	15	14	16	16	18	17	18	20	21	22	23	26	26	30	34	0	1	1	3	4	4	4	4	4	6	9	0	9	12	7	12	14	4	7	15	20	1	2	3	2	1	1	2	1	4	1	1	1	1	1	2	3	1	6	5	3	2
13500	-158.447504770236662	-156.952404418386436	-1.495100351850213	0.000249053493726	0.000074248035675	0.298120835666682	0.465716664059585	2	7	7	15	13	15	16	13	18	17	17	17	19	20	22	21	23	25	27	31	34	0	1	1	5	3	8	6	3	5	2	4	0	3	12	7	12	12	7	15	19	20	1	3	3	1	2	1	1	3	3	6	1	1	5	1	3	1	3	6	2	2	2
14000	-164.689211945076778	-163.117533483539830	-1.571678461536934	0.000177497304374	0.000044913211370	0.253036019494642	0.444968668277634	1	5	9	14	13	14	15	15	16	16	15	18	20	21	23	21	23	26	26	30	33	0	1	1	3	3	2	3	5	6	3	4	0	6	12	3	12	14	13	13	18	20	1	2	4	2	2	5	4	1	1	2	1	1	4	2	5	1	1	2	3	2	2
14500	-139.904807251524829	-138.286827356348141	-1.617979895176678	0.000172936046170	0.000040205015828	0.232484879345568	0.637963075740351	3	6	7	13	14	14	16	14	17	16	17	17	20	20	23	22	22	25	26	31	34	0	1	1	1	4	4	4	2	8	6	8	0	7	12	13	14	14	13	18	19	20	1	1	2	4	1	1	1	3	1	1	1	1	3	2	1	1	1	2	1	3	1
15000	-157.683839665002438	-155.906273942978203	-1.777565722024242	0.000209469688967	0.000038126084666	0.182012418378876	0.372349935617454	2	7	9	12	15	14	15	15	17	16	16	17	18	20	23	22	23	25	26	30	34	0	1	1	3	4	4	4	4	5	3	2	0	7	12	13	14	14	15	11	18	20	1	2	3	2	2	1	1	1	1	3	4	1	1	2	4	1	2	1	6	2	2
15500	-171.693107089824053	-170.244351711937583	-1.448755377886480	0.000149162085587	0.000050317740864	0.337335997053000	0.366856999532242	2	7	7	15	13	14	16	15	18	15	18	16	20	19	23	22	23	26	25	29	31	0	1	1	1	3	5	4	5	4	6	4	0	7	12	3	14	12	7	4	13	18	1	2	4	5	3	1	1	1	2	1	2	1	2	2	8	1	3	6	5	4	2
16000	-155.893412730615324	-154.072319023201430	-1.821093707413900	0.000180833915655	0.000031055633767	0.171735670569939	0.335680312295512	3	8	9	14	14	14	15	14	17	16	16	15	19	20	21	22	24	25	23	31	33	0	1	2	2	2	2	6	2	4	5	4	0	7	12	13	14	14	15	13	19	20	1	2	1	3	3	2	1	3	2	1	1	1	2	2	1	2	2	3	2	4	1
16500	-163.809609308767364	-161.932588447858109	-1.877020860909249	0.000149364384195	0.000023898461395	0.160001070699119	0.417447411830338	3	7	9	12	14	14	15	13	17	16	17	17	19	20	21	22	23	25	26	31	33	0	1	2	1	4	3	6	1	8	4	4	0	4	12	13	14	12	15	13	18	20	1	2	1	5	1	2	1	3	3	2	3	1	6	2	1	1	3	2	3	3	1
17000	-147.319901800321361	-145.733301740570141	-1.586600059751216	0.000139575682649	0.000034334534082	0.245992234681533	0.606370508458495	3	7	9	13	14	13	15	15	17	16	17	17	20	21	22	19	23	25	27	31	34	0	1	1	1	6	3	4	4	4	4	4	0	7	12	7	12	14	15	15	18	20	1	2	2	5	1	2	1	1	2	2	2	1	2	2	3	1	1	2	2	3	2
17500	-148.065881860592583	-146.356345741436286	-1.709536119156305	0.000116732804799	0.000023417897597	0.200611110447917	0.444584214423702	2	8	9	12	15	13	14	14	18	17	17	17	20	20	22	22	23	26	27	30	32	0	1	1	1	8	3	4	4	4	4	4	0	7	12	13	12	14	15	13	18	20	1	3	4	5	1	3	1	1	3	3	3	1	3	2	1	2	1	3	4	2	1
18000	-166.102231859527933	-164.404944004504443	-1.697287855023492	0.000135485079272	0.000027687241135	0.204356385840398	0.414045116544707	2	6	8	14	12	14	14	14	15	17	17	17	19	21	22	21	23	26	25	29	33	0	1	1	2	2	5	1	5	4	6	7	0	4	12	13	12	14	15	13	19	18	1	3	2	5	3	2	7	1	1	2	2	1	3	2	2	1	1	2	3	2	4
18500	-167.823279372946587	-166.184061122325005	-1.639218250621571	0.000175123205967	0.000039262702777	0.224200456815494	0.395359405115664	1	7	7	14	14	12	15	13	17	16	16	16	20	21	22	21	23	25	26	30	34	0	1	1	1	6	2	2	1	10	3	6	0	8	12	10	12	16	13	18	13	19	1	3	3	6	1	4	3	6	1	4	2	1	4	2	3	3	1	3	1	5	4
19000	-159.660192765441792	-157.804243870723127	-1.855948894718665	0.000203559154353	0.000033434075731	0.164247468197014	0.425705056012845	3	7	8	15	14	13	15	14	18	16	15	17	20	19	22	21	23	24	26	31	32	0	1	1	5	1	3	6	3	8	6	5	0	5	12	5	14	14	13	15	18	19	1	1	3	1	6	2	1	3	2	2	1	1	4	1	4	1	2	2	2	2	3
19500	-161.534731654432392	-159.860696805091465	-1.674034849340914	0.000143695098907	0.000030443465473	0.211861543675513	0.469409754453561	2	7	8	14	12	14	15	15	17	16	17	17	19	20	21	21	23	24	26	29	34	0	1	1	5	2	3	3	2	8	6	4	0	7	12	5	12	14	13	7	13	20	1	2	3	1	3	3	3	4	1	1	2	1	2	1	4	2	1	3	6	3	2
20000	-156.666800272378566	-154.532699797914091	-2.134100474464481	0.000195939955532	0.000023589704428	0.120392517001642	0.575254743264078	3	6	9	13	12	14	16	14	17	16	18	17	19	20	23	21	23	25	27	31	33	0	1	2	2	3	4	3	5	4	6	4	0	4	12	13	12	14	15	13	18	20	1	1	2	4	1	1	3	1	2	1	4	1	3	2	2	2	2	1	5	3	1
20500	-156.592055236342162	-154.975577371163695	-1.616477865178481	0.000136143850322	0.000031734482592	0.233095233587957	0.541309945478041	3	7	9	15	15	13	16	14	17	15	16	17	20	19	21	21	23	25	26	30	32	0	1	2	8	8	3	8	2	8	6	8	0	7	12	7	14	16	15	13	18	18	1	2	1	1	1	1	1	5	1	1	1	1	2	1	3	1	1	2	2	4	2
21000	-162.294994787892051	-160.680454340517741	-1.614540447374311	0.000202331899352	0.000047322910736	0.233887542632270	0.344316940267943	3	7	9	14	13	12	16	14	17	16	16	17	19	20	21	21	22	24	26	29	32	0	1	2	1	2	3	5	2	8	6	8	0	4	12	7	12	12	15	15	15	18	1	2	1	6	4	1	2	4	1	3	1	1	2	2	2	2	2	3	3	4	4
21500	-175.145773093294480	-173.332859490079727	-1.812913603214760	0.000257658961185	0.000044725475217	0.173584008144098	0.459401003881119	3	6	7	15	14	15	16	14	17	16	16	17	20	20	22	22	23	25	24	29	32	0	1	1	3	1	3	5	1	4	8	8	0	5	12	7	14	16	6	13	7	18	1	2	2	3	5	4	1	5	1	1	2	1	4	2	3	1	1	3	3	6	2
22000	-175.953913567394579	-174.502621689327498	-1.451291878067069	0.000151244229427	0.000050638537841	0.334813024154555	0.230908832575194	0	8	8	15	14	15	14	14	18	16	18	18	19	20	22	22	22	25	26	30	34	0	1	1	8	1	5	3	3	2	6	3	0	3	12	7	14	14	7	7	13	18	1	5	4	1	8	1	4	4	5	1	4	1	5	2	4	1	1	4	6	4	5
22500	-164.791239319612401	-163.306073388815463	-1.485165930796929	0.000187952919341	0.000057418072832	0.305491785035605	0.488677912024782	2	8	7	13	14	14	16	15	18	16	17	17	18	19	22	19	23	26	24	30	32	0	1	1	1	3	1	4	5	4	5	4	0	3	12	7	12	14	15	15	19	20	1	3	2	4	4	6	1	1	2	2	2	1	5	1	2	1	2	2	1	2	2
23000	-164.102662138627409	-162.435776337278014	-1.666885801349388	0.000237400971048	0.000050870560874	0.214281182797754	0.363938194726010	1	7	9	13	13	14	15	12	18	17	17	18	20	20	22	21	23	25	25	30	32	0	1	1	2	3	8	5	3	5	6	4	0	7	12	3	12	14	13	4	18	20	1	2	5	3	3	1	1	2	2	2	2	1	2	1	4	1	2	3	6	3	1
23500	-166.806792542354998	-165.254528995375011	-1.552263546979986	0.000253771727699	0.000066718760216	0.262908562828543	0.545969944716682	2	7	8	14	14	14	13	14	18	16	17	16	19	18	22	20	22	24	26	30	33	0	1	1	7	3	3	3	3	5	5	4	0	3	12	13	12	14	7	15	19	20	1	3	3	1	2	3	3	3	2	1	1	1	5	1	1	2	2	7	1	1	2
24000	-166.279916593072841	-164.819506928256459	-1.460409664816380	0.000227355683720	0.000074156715724	0.326170494228283	0.449035801196587	3	6	7	12	14	14	15	15	17	17	16	16	19	20	22	21	24	25	26	30	34	0	1	1	3	4	4	3	5	4	7	3	0	4	12	13	12	14	13	13	15	18	1	2	2	2	1	1	2	1	3	1	4	1	3	2	2	3	2	2	4	4	4
24500	-148.930969352223087	-147.530162890311232	-1.400806461911857	0.000153563070395	0.000061446767398	0.400140263152634	0.597600304040037	3	5	8	12	14	14	12	15	17	15	16	17	19	20	22	21	23	25	26	30	32	0	1	1	1	4	7	3	4	8	6	4	0	6	12	7	12	16	13	15	18	20	1	1	3	3	1	1	2	2	1	1	2	1	2	2	4	2	1	3	2	2	1
25000	-165.816169284442481	-163.939414577210073	-1.876754707232409	0.000192990177478	0.000030888748692	0.160053475756495	0.335215495692356	2	7	8	13	14	14	15	13	17	16	16	17	19	19	21	21	21	26	26	30	33	0	1	1	1	4	2	8	2	2	4	4	0	4	12	13	12	12	13	6	18	20	1	3	2	5	1	3	1	2	4	2	1	1	3	1	1	2	3	3	6	2	1
25500	-163.291453776921998	-161.436832546106587	-1.854621230815414	0.000239293962385	0.000039369074286	0.164521803618041	0.467294061655404	3	6	8	13	14	15	15	15	18	16	17	17	20	20	23	22	22	24	27	30	33	0	1	1	1	4	4	2	5	4	7	4	0	4	12	4	14	12	13	18	19	15	1	1	1	3	1	1	3	1	2	1	2	1	4	2	5	1	2	2	1	2	4
26000	-162.088670312397966	-160.642790989781133	-1.445879322616826	0.000183315697290	0.000062375863240	0.340264713619538	0.383859557043546	2	6	7	14	12	14	15	11	17	16	17	18	20	21	22	21	22	24	27	30	34	0	1	1	5	1	5	3	2	5	7	5	0	11	12	5	12	16	13	18	18	20	1	1	3	1	4	1	4	2	4	1	3	1	2	1	4	2	1	2	2	3	3
26500	-173.212115459673413	-171.752127540407912	-1.459987919265503	0.000180254894516	0.000058863396729	0.326556440462181	0.628432056322051	3	7	8	12	14	14	15	11	16	17	17	17	20	21	22	21	23	25	26	30	32	0	1	1	8	4	4	4	2	5	6	4	0	4	12	7	12	14	13	15	18	19	1	2	2	1	1	1	1	2	1	2	2	1	4	1	4	2	1	3	2	4	2
27000	-156.357334997846351	-154.646861586557606	-1.710473411288752	0.000115577852437	0.000023153716898	0.200330049483801	0.580547603577066	3	6	9	14	15	13	16	15	18	17	17	18	19	20	22	20	22	26	27	30	33	0	1	1	3	4	3	6	4	4	6	4	0	4	12	7	12	12	15	15	18	20	1	1	4	3	1	3	2	1	2	1	2	1	3	1	2	1	3	2	2	2	2
27500	-157.533878809289206	-155.723493990345929	-1.810384818943281	0.000278593730545	0.000048520670632	0.174162823181228	0.659958675018150	3	4	9	14	14	13	15	13	15	15	15	17	19	19	22	21	23	25	26	30	33	0	1	1	3	6	3	6	1	6	6	6	0	6	12	6	14	16	13	18	19	20	1	1	2	2	1	2	1	7	1	1	1	1	2	1	3	1	1	3	1	2	2
28000	-170.273164456205961	-168.791190365254181	-1.481974090951770	0.000150484528130	0.000046343491033	0.307961832417311	0.537119084141398	2	7	9	15	12	13	15	14	18	16	16	17	20	19	22	22	23	25	26	31	31	0	1	1	1	1	5	3	3	11	6	1	0	6	12	13	12	12	13	18	19	18	1	2	5	6	4	1	2	3	1	2	7	1	4	1	1	3	3	3	1	2	3
28500	-165.327251066331144	-163.324300122969277	-2.002950943361854	0.000213405747020	0.000029492695157	0.138200098024812	0.436041507928155	2	7	9	15	14	12	15	15	16	16	18	17	18	20	23	21	22	25	26	29	33	0	1	2	1	6	3	6	5	2	3	10	0	9	12	4	12	16	13	15	19	20	1	3	1	5	1	1	2	1	4	4	1	1	1	1	4	2	1	4	1	3	3
29000	-166.506565375166332	-164.641208512324823	-1.865356862841519	0.000201528653813	0.000032713516442	0.162326874235136	0.373019021004011	3	7	9	14	14	13	16	15	16	15	16	17	19	20	21	22	23	26	26	30	33	0	1	2	1	1	2	6	6	4	3	5	0	5	12	7	14	16	10	13	19	20	1	3	1	6	6	3	1	1	1	3	1	1	3	2	4	1	1	4	5	2	2
29500	-172.915423821517692	-171.128665752256609	-1.786758069261083	0.000207630452360	0.000037321217168	0.179748282314525	0.354178483787434	3	7	8	15	12	14	16	14	18	16	16	17	20	20	22	21	23	24	27	31	33	0	1	1	3	1	3	5	2	4	6	5	0	8	12	4	12	14	5	13	13	20	1	1	2	4	4	3	3	2	1	2	2	1	3	1	3	2	2	7	4	4	1
30000	-162.908934792695334	-161.444270158939872	-1.464664633755472	0.000201759096861	0.000065036315791	0.322346386371389	0.409068218761545	3	7	8	12	14	13	16	13	18	16	17	18	19	21	21	21	23	25	27	30	32	0	1	2	2	4	2	6	1	6	4	2	0	10	12	7	12	16	10	18	19	18	1	2	1	2	1	4	1	5	3	3	5	1	2	1	2	2	1	4	1	2	3
30500	-170.711969474559368	-169.073381919512713	-1.638587555046669	0.000223174638339	0.000050088779306	0.224437595950991	0.389701746823908	2	7	7	14	15	12	15	14	17	16	17	18	20	19	23	20	22	25	27	30	33	0	1	1	3	1	1	4	6	8	7	7	0	4	12	7	12	14	13	6	18	20	1	2	2	3	8	5	1	1	2	1	1	1	2	1	3	1	2	2	8	2	2
31000	-151.073462427655869	-149.327665882543812	-1.745796545112065	0.000152221133035	0.000028962861319	0.190268333587493	0.500652125083064	2	6	7	14	15	13	16	13	16	17	17	17	19	19	22	20	23	24	26	29	33	0	1	1	2	8	2	6	2	8	8	8	0	7	12	7	12	14	13	18	19	20	1	2	2	3	1	3	1	5	1	2	2	1	2	1	3	1	2	2	1	2	3
31500	-154.252812060579089	-152.633657198299574	-1.619154862279528	0.000270766221906	0.000062820411516	0.232009779778475	0.580146369935167	0	6	9	15	13	15	15	14	17	17	17	18	18	21	22	20	23	24	26	31	33	0	1	2	5	3	5	5	3	5	6	4	0	7	12	8	12	14	13	18	19	19	1	2	1	1	2	1	1	2	1	1	1	1	2	1	3	1	1	2	1	2	2
32000	-153.625861392763369	-151.462927143269752	-2.162934249493610	0.000230343195236	0.000026946556044	0.116984380703890	0.673293911217984	2	7	9	15	15	13	16	13	15	17	17	18	19	20	22	21	24	26	26	30	32	0	1	2	6	6	2	6	2	8	8	6	0	10	12	13	12	12	13	13	19	20	1	2	1	1	1	2	2	3	1	1	2	1	1	1	1	1	4	3	2	2	1
32500	-144.888210638552692	-143.311977900222331	-1.576232738330375	0.000312194883593	0.000078310713542	0.250839195827925	0.627042508158751	2	6	8	14	15	14	15	13	17	17	17	18	18	21	21	20	23	25	26	30	33	0	1	1	8	4	8	6	3	5	6	4	0	5	12	13	12	12	15	18	19	20	1	1	3	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	2
33000	-155.264632104778542	-153.692516454029033	-1.572115650749500	0.000146382855841	0.000037008993174	0.252823276071681	0.492366230014838	2	6	9	13	14	15	16	15	16	17	16	18	19	20	23	21	22	26	27	30	33	0	1	2	2	2	5	5	1	2	5	5	0	7	12	7	12	14	15	18	19	20	1	2	2	4	6	1	1	8	5	1	1	1	1	1	4	2	1	2	1	1	1
33500	-150.885845175663064	-149.207005031493622	-1.678840144169452	0.000172125411329	0.000036192090925	0.210265820982004	0.600998887218760	3	6	8	15	14	13	14	15	17	16	17	17	19	21	21	22	23	25	26	30	33	0	1	2	6	6	2	6	6	6	7	6	0	11	12	7	12	14	15	18	19	20	1	3	2	1	1	4	1	1	2	1	2	1	1	2	3	2	1	2	1	2	2
34000	-156.448073256328712	-155.060525648204418	-1.387547608124285	0.000159253934748	0.000067969599744	0.426800128055370	0.743918475601548	3	8	8	14	14	14	15	13	17	16	18	16	19	21	22	20	23	25	26	30	32	0	1	1	8	2	3	8	1	8	6	4	0	7	12	13	12	14	13	13	19	19	1	2	2	1	3	3	1	4	2	1	2	1	2	1	1	2	1	3	3	1	2
