step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96
5000	-681.862515490861369	-688.718003441820770	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561170089331973	0	1	4	3	6	6	7	8	8	8	7	8	10	10	13	10	13	13	12	11	11	13	11	13	13	12	12	13	12	14	12	10	13	14	12	12	14	13	14	15	15	14	13	16	16	15	16	16	13	15	17	17	16	15	16	17	18	19	16	18	18	18	17	21	19	18	20	19	17	19	21	20	22	22	22	21	22	22	23	23	24	25	21	23	23	24	24	24	24	24	25	27	25	28	28	30	0	1	1	2	3	0	6	5	6	3	4	3	10	9	6	7	7	7	10	10	9	21	7	14	16	9	14	27	32	7	20	0	20	31	13	8	18	29	7	22	42	29	32	30	15	17	43	34	32	43	38	16	32	49	49	34	29	0	41	28	44	39	17	47	63	40	61	35	38	0	60	63	70	42	37	17	67	39	77	64	63	70	39	62	67	74	57	17	73	83	74	69	41	67	82	94	1	1	1	2	1	1	1	1	1	3	2	2	1	1	3	1	3	3	3	1	2	1	1	1	2	2	1	1	1	4	1	1	1	1	2	2	1	1	3	1	1	1	1	1	2	1	3	1	1	1	1	3	4	1	2	2	2	1	1	3	1	1	2	3	1	1	1	4	2	1	2	1	1	2	3	4	1	4	1	1	2	3	3	2	2	1	3	6	1	2	1	6	4	3	1	1
5500	-505.098782172821245	-511.954270123780645	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601471257575710	-1	2	3	4	6	5	8	8	7	8	10	8	10	10	13	10	12	12	10	13	9	13	11	12	13	13	12	13	12	14	13	12	13	14	13	11	14	14	13	14	15	14	15	15	17	15	16	16	16	16	18	18	15	16	16	15	17	20	17	18	19	19	16	21	19	18	20	18	18	19	20	21	22	21	21	21	21	22	22	23	25	24	23	23	24	20	25	25	24	25	26	25	28	27	28	30	0	1	1	3	2	0	6	4	6	9	21	5	6	12	19	7	16	19	21	32	10	17	7	36	17	27	14	36	14	28	29	0	36	35	23	7	16	32	16	31	36	26	32	39	56	25	32	34	32	36	63	37	38	56	38	17	38	0	39	36	52	56	42	69	52	47	69	20	38	0	60	71	70	28	50	56	61	64	37	72	84	70	39	58	73	41	64	75	73	54	88	69	76	90	81	94	1	2	2	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1	2	1	1	1	2	2	1	3	2	2	1	1	1	1	1	1	2	3	1	2	1	1	1	1	1	2	2	1	1	1	1	2	3	3	1	1	2	1	1	2	4	2	1	2	2	2	1	2	1	6	4	1	1	2
6000	-660.137341371014827	-666.992829321974227	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616748089168184	-1	2	5	4	6	5	7	8	7	10	9	8	10	9	14	10	13	12	11	12	12	13	11	12	12	11	12	14	11	13	12	12	13	14	12	13	14	13	13	15	14	14	16	14	14	16	15	16	16	17	17	17	16	16	16	16	18	20	18	17	18	16	17	21	19	18	18	17	19	21	21	19	21	20	22	22	20	21	21	23	23	25	22	23	23	24	25	25	25	25	23	25	28	28	28	30	0	1	4	1	4	0	6	9	6	3	7	5	14	6	22	11	23	12	11	6	9	11	11	23	10	11	13	18	7	25	10	0	35	35	19	31	16	32	27	22	25	36	14	21	7	30	32	23	32	22	55	42	38	42	42	27	43	0	52	24	62	19	45	57	63	26	43	22	43	0	42	30	58	65	50	45	72	68	52	71	73	83	52	78	70	83	69	79	80	24	58	72	76	50	51	72	1	1	1	3	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	5	1	3	1	2	3	2	3	1	2	1	1	1	2	1	1	1	3	1	2	1	2	1	3	1	3	1	1	5	3	1	1	2	4	1	2	2	1	1	2	2	1	1	2	2	2	1	4	1	2	4	5	6	6
6500	-646.484520643191445	-653.340008594150845	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546193040334200	0	2	4	4	6	6	8	8	7	7	10	7	10	9	13	11	12	11	10	12	11	13	10	13	12	12	11	14	13	14	12	12	12	15	13	12	15	14	13	14	14	15	15	16	16	14	15	17	16	16	17	17	16	15	16	17	18	19	17	17	18	18	17	22	19	18	19	18	17	20	20	21	21	21	19	21	21	21	22	24	24	26	20	23	24	23	22	26	24	24	25	26	25	28	27	30	0	1	1	2	3	0	12	6	6	4	3	6	6	10	13	19	8	13	9	11	9	11	12	18	7	7	3	20	10	7	6	0	16	18	23	12	30	14	27	22	17	46	32	29	39	11	38	35	31	25	54	37	38	39	30	41	32	0	47	55	45	30	6	56	55	26	31	49	38	0	60	44	70	42	52	54	61	70	75	79	68	93	65	66	77	50	38	79	73	77	70	69	76	95	85	94	1	1	2	1	1	1	1	1	1	1	2	1	3	1	1	1	2	1	2	1	2	2	2	1	1	1	3	1	3	3	3	1	1	2	1	2	1	3	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	1	4	1	1	1	1	4	4	2	1	3	5	1	2	1	2	2	1	2	1	2	2	1	2	1	3	1	1	2	2	2	3	2	1	1	2	6	2	1	2	1
7000	-581.060015041687052	-587.915502992646452	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631937871593331	-1	1	4	3	5	6	8	8	8	9	10	9	9	7	12	10	13	11	11	11	13	14	10	11	13	13	12	11	12	13	12	12	14	12	13	12	14	13	14	14	15	15	16	16	14	14	15	17	17	16	16	17	16	15	16	15	18	20	18	17	18	15	18	22	20	18	18	20	19	20	21	19	22	20	20	22	21	20	23	24	24	26	21	23	23	23	23	24	25	24	25	27	26	29	26	31	0	1	1	2	4	0	6	14	6	5	14	3	7	3	19	7	7	10	13	13	13	21	7	12	29	28	11	16	16	24	7	0	31	24	34	23	26	32	26	15	25	29	32	45	28	36	32	33	47	15	25	45	38	15	24	37	38	0	39	24	47	34	48	74	51	48	42	35	49	0	17	51	58	63	61	65	67	13	75	86	83	81	59	77	68	83	43	79	70	76	65	87	90	82	18	94	1	1	3	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	3	1	2	1	1	2	1	1	3	2	1	4	2	1	1	1	1	1	3	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	2	7	1
7500	-525.365035121245796	-532.220523072205197	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706730967071152	-2	1	3	3	5	6	7	7	8	9	8	9	11	10	12	11	9	13	11	13	11	14	12	13	12	13	12	12	12	13	13	11	13	14	11	12	14	14	13	15	15	14	15	15	17	15	16	16	16	16	18	18	17	16	17	17	19	21	17	18	17	19	18	21	19	17	20	19	19	20	20	21	22	21	20	20	21	20	20	22	23	27	21	23	23	23	26	25	24	24	24	27	26	29	28	31	0	1	1	2	4	0	6	3	6	9	7	7	6	11	13	17	7	28	11	16	9	12	35	36	12	36	12	14	13	17	27	0	25	14	17	19	16	32	27	33	17	27	32	33	16	30	32	35	43	42	53	50	38	29	49	31	56	0	41	41	34	66	41	47	17	46	51	42	47	0	60	62	58	59	45	63	71	53	52	66	57	88	66	66	74	74	56	66	73	83	70	87	66	93	85	94	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	2	1	3	1	3	3	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	3	6	1	1	2	1	1	1	1	1	2	2	1	1	1	1	3	2	1	2	3	1	1	3	5	1	1	2	1	5	1	1	2
8000	-689.533741263717616	-696.389229214677016	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.563609556008619	-1	1	4	3	5	6	8	7	8	9	9	8	11	9	13	11	12	11	11	12	11	13	11	10	13	12	13	13	11	11	12	10	13	15	12	13	15	13	13	14	14	14	14	15	15	15	16	15	17	16	17	17	16	14	16	16	17	19	17	19	19	18	17	21	19	17	19	19	19	20	20	21	21	20	21	21	22	21	22	23	24	24	22	24	24	23	25	23	23	25	26	25	26	28	28	31	0	1	1	2	4	0	6	3	6	9	8	6	9	8	29	24	18	14	12	23	9	7	24	12	23	32	30	21	11	10	13	0	9	13	23	24	16	32	30	27	17	38	32	27	16	39	20	19	32	38	33	20	38	23	19	54	53	0	54	36	55	54	34	42	20	27	57	32	49	0	60	62	58	17	45	65	69	40	37	38	49	79	41	73	77	59	69	52	73	70	84	44	86	93	92	93	1	1	3	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	2	2	2	1	4	1	3	1	2	2	1	1	3	1	1	1	2	2	1	2	1	4	2	2	1	4	1	1	1	1	1	3	2	2	2	4	3	6	4	1	4	1	1	2	5	2	1	3	1	5	1	1	1	3
8500	-622.328509622836691	-629.183997573796091	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678903202952668	0	1	4	4	6	5	7	6	8	9	9	8	7	8	14	10	12	12	11	13	12	12	11	13	10	13	10	12	11	14	12	11	13	15	13	12	14	14	14	14	15	15	15	16	16	15	16	17	16	16	18	17	15	15	17	17	18	20	18	19	19	18	17	20	19	19	19	19	17	19	21	20	22	20	21	21	22	20	22	23	23	26	21	22	23	22	25	25	24	22	24	26	26	29	28	30	0	1	2	2	3	0	8	6	6	13	12	4	3	13	22	7	25	10	6	29	9	8	7	36	7	36	4	25	11	17	16	0	29	28	25	27	18	32	22	22	17	40	32	17	37	16	43	35	32	18	30	37	38	16	44	41	53	0	45	46	59	46	41	32	39	69	52	36	38	0	60	55	58	63	68	55	71	69	56	72	38	76	63	53	68	83	69	84	73	51	65	69	85	67	93	65	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	2	3	1	2	2	2	1	2	1	3	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	3	1	2	3	2	2	1	1	2	1	2	2	1	1	3	1	1	1	4	2	1	1	4	2	1	1	1	1	2	1	1	1	1	2	1	4	2	2	2	2	1	5	2	1	2	2	4	1	5	1	6
9000	-501.463767643819438	-508.319255594778838	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638249315253228	-1	1	3	3	5	5	7	6	8	9	9	9	10	10	14	11	12	12	11	12	12	13	12	13	10	11	12	14	13	14	13	12	13	13	11	12	13	13	13	14	15	15	15	15	16	15	15	16	16	15	17	17	15	13	16	15	17	20	15	17	19	18	17	21	19	19	20	19	19	21	19	20	21	22	21	22	22	21	22	24	24	26	22	23	23	23	26	25	25	23	25	27	27	27	28	30	0	1	1	2	4	0	6	6	8	9	7	7	10	4	18	11	25	7	25	35	9	12	35	25	7	11	14	23	21	11	23	0	11	23	25	26	19	32	19	19	30	38	38	28	16	30	32	23	32	32	44	37	38	27	59	54	32	0	24	39	53	50	25	51	51	62	30	62	57	0	44	30	58	72	30	67	69	68	33	77	90	89	67	70	69	39	69	75	58	76	90	57	76	91	80	67	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	1	1	2	2	1	2	2	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	2	1	2	1	1	1	1	2	1	1	1	2	2	2	2	1	1	3	1	1	1	2	3	1	2	2	1	1	1	4	1	1	1	1	1	2	4	5	2	3	1	1	5	2	1	2	4
9500	-540.347865563694313	-547.203353514653713	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579823529264741	-1	1	5	3	5	6	8	8	8	10	9	8	11	10	14	11	12	11	10	12	12	13	11	12	11	12	10	14	13	13	12	13	13	15	13	12	14	14	14	14	15	14	15	16	15	16	15	17	16	16	17	17	16	15	16	16	16	21	16	18	18	18	18	21	16	16	19	18	20	20	19	20	21	21	21	22	21	20	22	22	25	26	22	24	24	21	23	25	23	23	25	25	26	28	28	30	0	1	2	2	2	0	6	6	6	7	3	6	10	6	22	27	27	7	8	14	9	20	7	23	19	19	8	26	18	7	14	0	10	23	23	16	16	32	36	19	17	35	19	47	30	39	32	23	43	20	54	45	38	37	29	3	38	0	35	36	45	46	30	40	28	21	57	35	43	0	36	53	70	71	45	63	48	52	77	69	76	18	63	77	70	34	69	75	73	17	79	69	90	84	77	76	1	1	3	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1	3	1	1	2	1	4	1	1	1	1	2	1	1	6	1	1	2	3	1	1	3	3	1	2	2	2	2	1	3	2	1	1	3	2	3	1	1	1	2	7	2	1	2	2	2	2	1	4	2	2	1	2	3	4
10000	-670.893461555372483	-677.748949506331883	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561350199404281	0	1	3	3	5	6	7	9	8	8	10	7	10	10	14	11	13	13	10	13	13	14	10	12	9	12	11	13	12	14	11	11	12	15	12	12	15	14	11	14	14	14	14	14	15	15	16	15	15	15	17	18	16	16	17	16	19	20	18	17	17	17	17	22	19	18	19	19	19	20	20	21	22	21	20	22	19	21	22	23	25	26	22	24	22	23	26	24	24	25	25	27	27	28	27	30	0	1	1	2	3	0	6	12	6	5	10	5	10	8	21	25	6	16	25	27	19	24	25	19	7	16	9	33	10	25	13	0	31	28	23	11	16	32	14	12	19	27	32	26	20	17	33	9	38	40	47	63	38	21	46	49	43	0	28	9	41	30	19	78	41	41	63	38	43	0	19	18	58	60	37	44	60	46	37	65	85	76	61	21	44	54	17	37	73	72	80	69	78	76	91	94	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	1	2	1	1	1	1	1	2	1	2	3	1	1	1	1	1	1	2	2	1	3	3	1	2	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	2	5	1	1	4	1	3	2	1	2	3	1	4	3	1	2	2	5	1	3	3	1	2	3	2	5	2	3	6	4	1	2	1	3	4	3	1	1
10500	-694.439086155418181	-701.294574106377581	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567231494475328	0	1	4	4	6	6	7	8	7	10	10	8	11	10	13	10	10	13	12	11	12	11	10	12	12	12	12	13	12	13	11	11	13	14	12	13	13	13	13	14	15	14	15	15	15	14	15	17	17	16	17	17	15	14	17	17	18	19	16	19	17	18	17	21	19	19	20	19	19	20	19	20	22	21	22	19	22	22	23	23	24	24	21	24	23	24	26	26	24	24	26	26	27	29	28	30	0	1	1	2	4	0	6	3	6	8	12	4	8	8	31	7	7	19	17	12	9	6	8	23	17	16	20	19	17	17	8	0	31	35	23	13	16	32	13	21	17	39	32	20	31	19	32	50	44	45	23	45	38	21	24	59	38	0	46	8	19	11	22	68	54	56	22	48	57	0	36	55	70	41	45	45	68	57	64	83	69	78	65	64	72	67	53	52	73	74	56	67	74	80	84	94	1	1	2	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	2	4	1	2	1	1	1	3	1	1	1	3	1	3	1	1	6	2	5	3	1	2	1	4	1	1	1	3	1	1	3	3	3	1	2	1	2	3	1	2	1	1	2	3	6	1	1	5	2	4	4	2	1
11000	-609.342470216259471	-616.197958167218871	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.674550374791062	0	1	4	3	5	6	8	9	7	10	10	8	10	9	14	11	12	11	11	11	12	12	11	13	10	12	12	11	13	13	12	12	12	14	13	13	14	14	14	14	14	14	14	16	17	15	16	16	17	14	18	17	16	16	16	15	17	19	16	16	18	17	16	20	18	18	19	18	19	20	21	20	21	22	21	21	22	19	23	23	23	26	22	22	24	24	25	26	24	24	26	26	28	27	28	30	0	1	2	2	4	0	6	7	6	14	5	6	8	9	8	7	25	14	14	13	13	10	25	23	7	10	11	7	31	25	16	0	11	23	23	28	16	32	20	18	17	36	32	24	16	8	43	23	53	21	44	37	19	34	30	24	50	0	56	36	54	46	17	68	48	42	62	27	57	0	59	66	58	39	52	66	58	51	75	51	83	57	29	78	72	83	80	79	74	12	74	87	90	90	92	94	1	1	1	1	1	1	1	1	1	1	4	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	3	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	4	1	1	2	2	3	1	1	1	2	1	6	5	1	1	1	1	2	1	4	2	1	2	2	1	2
11500	-633.042944374294962	-639.898432325254362	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494722934841909	0	2	4	4	3	6	8	8	7	9	9	8	10	10	13	10	13	12	10	13	11	14	10	12	10	12	10	13	12	13	13	12	13	13	12	11	13	14	13	14	13	14	16	14	16	15	16	16	17	15	16	17	16	15	16	17	19	20	17	18	19	18	17	20	19	18	19	19	20	18	19	20	21	22	21	21	21	22	22	22	23	25	21	24	23	23	26	24	24	24	25	25	27	27	27	30	0	1	5	2	2	0	6	6	6	2	2	2	8	6	21	9	25	12	9	32	8	14	7	23	7	7	3	10	13	25	11	0	27	35	23	8	16	32	35	14	25	34	27	32	37	30	32	23	32	31	18	16	38	36	39	26	38	0	38	51	59	46	40	48	41	45	50	45	32	0	42	65	58	41	51	29	51	45	45	67	68	81	17	74	68	74	38	52	21	83	68	49	90	76	86	90	1	2	1	1	1	1	2	1	1	4	3	3	2	3	1	3	2	3	1	1	2	2	1	1	1	2	3	3	1	1	2	1	2	1	1	2	2	1	1	2	2	1	3	1	1	1	2	2	3	1	2	3	1	1	1	3	2	1	1	2	1	1	3	2	3	1	1	1	6	1	3	1	1	6	2	4	3	3	3	2	1	1	5	1	2	1	7	5	4	2	2	4	2	2	2	4
12000	-603.627246590544928	-610.482734541504328	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.472478904782094	-2	0	4	3	5	5	7	8	7	7	8	8	11	10	13	11	12	10	10	12	12	14	10	12	13	13	12	13	12	12	13	11	13	14	12	13	14	12	14	14	15	15	15	14	16	15	16	16	16	15	18	16	17	13	14	16	19	20	17	18	19	18	18	21	19	16	18	19	18	21	21	20	22	21	20	21	21	22	22	22	24	26	21	24	24	23	25	26	22	23	25	26	26	27	28	31	0	1	1	2	4	0	6	3	6	3	7	6	7	2	7	12	23	2	8	12	9	27	7	9	30	12	18	13	10	12	30	0	29	20	23	11	17	32	25	21	25	26	32	27	36	17	38	28	32	6	44	37	38	38	24	44	32	0	8	36	22	30	42	68	31	23	8	9	38	0	7	49	58	30	52	65	23	67	42	68	71	84	36	44	73	83	53	79	7	65	86	69	65	91	79	94	1	1	3	1	1	1	2	2	1	2	1	2	2	5	2	2	2	5	2	2	3	2	2	1	1	3	1	1	4	3	1	1	1	1	1	3	1	1	1	1	1	1	2	1	2	1	3	1	2	5	2	1	3	1	1	1	4	1	4	2	2	3	1	1	3	3	4	7	3	1	5	2	1	4	3	1	5	2	3	2	2	1	5	3	1	2	2	1	4	2	2	5	4	1	4	2
12500	-534.260596255444739	-541.116084206404139	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588123018048578	0	2	4	4	6	6	8	8	8	10	8	9	10	9	12	11	10	12	12	12	11	11	11	12	12	12	12	13	13	13	13	12	14	13	11	13	15	13	13	14	14	14	15	14	16	16	16	15	16	17	18	17	16	15	15	16	17	20	17	16	17	18	17	20	19	19	20	19	19	20	20	19	21	21	21	22	21	22	22	23	23	25	21	23	23	24	25	23	25	25	24	27	27	28	27	31	0	1	2	1	4	0	6	6	6	11	6	5	6	7	10	7	7	13	16	7	9	14	7	23	17	13	23	23	23	17	24	0	20	35	12	24	39	32	16	13	25	21	32	26	29	30	32	27	32	54	45	37	38	26	31	54	38	0	43	35	55	30	41	72	63	57	59	51	38	0	36	52	58	33	52	83	69	34	41	70	78	69	34	75	73	78	81	37	58	76	73	87	74	74	72	94	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	1	3	2	1	1	1	1	1	2	1	3	1	1	2	3	1	1	5	4	1	1	3	4	1	1	1	2	5	3	1	2	2	2	3	4	1
13000	-717.444862063622281	-724.300350014581682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635142148532933	-1	1	4	3	6	6	7	8	7	9	9	9	8	11	12	11	10	12	11	11	13	13	10	13	12	13	13	14	13	13	11	13	12	14	12	11	14	13	14	15	14	14	15	15	16	16	15	17	16	17	17	16	17	14	17	16	19	21	16	15	16	18	18	21	19	18	19	18	19	20	21	19	22	22	19	21	20	19	22	24	24	26	23	21	22	23	24	25	24	24	26	25	27	27	29	30	0	1	1	2	4	0	6	7	6	9	9	5	7	9	10	8	12	7	11	6	11	10	8	36	20	25	33	33	31	31	10	0	14	35	23	12	18	18	38	15	17	18	32	34	16	54	32	24	32	26	59	37	19	35	21	30	38	0	43	36	15	56	56	51	30	52	51	15	38	0	60	45	70	28	37	67	42	37	66	44	77	81	63	46	69	65	69	52	39	76	92	85	65	65	92	94	1	2	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	3	1	2	1	1	5	1	2	1	2	1	1	2	1	1	1	2	3	1	1	3	4	1	4	2	1	3	2	1	3	2	2	5	2	1	2	2	2	2	2	5	4	1	1	2	4	5	2	2
13500	-612.952857397755224	-619.808345348714624	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554922705259023	-1	1	4	4	5	6	8	8	7	8	9	7	10	11	11	10	11	12	10	13	13	12	10	12	12	12	11	13	12	13	12	12	14	15	12	12	13	14	13	14	14	14	16	15	16	15	15	16	16	15	17	18	16	16	15	16	18	18	18	19	18	18	15	20	19	18	19	20	19	20	21	21	22	22	21	21	21	21	22	23	24	25	22	21	23	23	26	25	24	23	24	26	27	27	28	30	0	1	2	2	2	0	9	4	6	3	6	2	6	13	11	7	10	13	10	23	11	15	7	23	27	23	12	18	9	7	27	0	24	39	23	14	13	32	35	22	31	22	32	11	40	25	32	33	32	24	15	37	38	30	35	18	38	0	45	33	56	33	39	67	46	48	45	41	38	0	25	63	70	30	52	54	67	65	45	77	56	86	31	42	78	72	57	79	51	76	73	69	76	67	92	94	1	1	2	1	1	1	1	1	1	2	2	2	3	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	2	2	2	3	3	1	1	2	2	2	1	1	4	2	2	1	1	3	1	1	2	1	1	5	3	1	5	2	2	1	1	3	1	3	1	7	3	1	1	6	2	2	1	1	4	3	3	1	1
14000	-618.094500214532445	-624.949988165491845	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587659235025918	-1	1	4	3	3	6	8	9	7	9	10	8	10	10	14	11	13	12	12	12	12	14	12	12	11	13	12	13	12	12	11	12	14	14	12	13	15	13	13	14	15	13	14	16	16	15	15	15	15	17	18	17	14	15	16	16	17	21	14	19	18	18	15	21	18	18	18	19	20	20	20	18	21	21	21	20	22	22	21	24	24	27	22	22	23	24	26	26	24	24	23	26	26	28	27	30	0	1	5	2	2	0	6	3	6	9	7	6	5	6	21	14	7	10	8	16	9	27	25	25	7	25	16	35	14	7	11	0	32	23	31	25	16	32	24	21	20	35	32	29	16	30	32	11	32	56	53	37	38	17	53	17	39	0	24	26	49	46	17	60	56	53	54	49	38	0	50	57	70	68	54	31	60	75	56	51	76	70	67	16	64	83	69	45	73	74	58	53	78	81	84	90	1	1	1	1	1	1	1	3	1	1	1	1	2	2	1	1	2	2	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	4	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	5	1	2	1	1	1	3	5	1	1	1	3	2	4	2	3	1	1	2	6	1	2	1	5	1	2	3	3
